_id,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,gold_label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,id
1432586,See You Again,Elle King,Love Stuff,"Alternative , Music , Rock",$ 1.29,"2014 RCA Records , a division of Sony Music Entertainment",3:26,13-Feb-15,I Told You I Was Mean,Elle King,Love Stuff,Alternative Rock,$ 1.29,( C ) 1996 The Island Def Jam Music Group,4:30,"February 13 , 2015",0,SeX oASgain,Ele<ig,Love Stuff,"Alternative , Music , Rock",$ 1.29,"2014 RCA Records , a division of Sony Music Entertainment",3:26,13-Feb-15,I TolNd oAYu] I Was Mean,EllK^ing,Love Stuff,Alternative Rock,$ 1.29,( C ) 1996 The Island Def Jam Music Group,4:30,"February 13 , 2015",4296_29691
1943915,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Do n't Do Drugs Just Take Some Jack ÌÏ,"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,2:05,"February 24 , 2015",0,Take '`` Thee ( feat . Kiesza ) [ Oissy Elliott Remix ] [ Bonus Track ],Skrillex-' EDiplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Do n't Do Drugs Just Tkae Some aJck ÌÏ,"SkrillRx&, QDiplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,2:05,"February 24 , 2015",4745_41081
1944385,Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Skrillex & Diplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Holla Out ( feat . Snails & Taranchyla ),"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,4:16,"February 24 , 2015",0,Take '`` Thee ( feat . Kiesza ) [ Oissy Elliott Remix ] [ Bonus Track ],Skrillex-' EDiplo,Skrillex and Diplo Present Jack '``,"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",$ 1.29,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,3:30,24-Feb-15,Holla Out ( feat . Snails & Taranchyla ),"Skrillex , Diplo",Skrillex and Diplo present Jack ÌÏ [ Explicit ],Dance & Electronic,$ 1.29,2012 Knight Skreams,4:16,"February 24 , 2015",4745_41128
1608485,305 To My City ( feat . Detail ),Drake,Nothing Was the Same,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",$ 1.29,‰ ãÑ 2013 Cash Money Records Inc.,4:15,24-Sep-13,"Hold On , We 're Going Home [ feat . Majid Jordan ]",Drake,Nothing Was The Same [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Cash Money Records Inc.,3:47,"September 24 , 2013",0,305 To My Cit^( fSat . Detail ),DraSJke,Nothing Was the Same,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",$ 1.29,‰ ãÑ 2013 Cash Money Records Inc.,4:15,24-Sep-13,"Hold On , We 're Gonig Home [f eat . MaMjid Jordan ]",DSDrake,Nothing Was The Same [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Cash Money Records Inc.,3:47,"September 24 , 2013",5125_34114
1497760,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters and Sprites EP [ Explicit ] [ + video ],"Dance & Electronic , Dubstep",$ 1.29,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",3:39,"June 21 , 2011",0,Kill Everybody( BarF NUioze Remix ),SkMlex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Scary Monsters AUnd Nie Sprites ' Phonat Remix ),SJkUPKillex,More Monsters and Sprites EP [ Explicit ] [ + video ],"Dance & Electronic , Dubstep",$ 1.29,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",3:39,"June 21 , 2011",4055_31625
1892721,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,Kill Everybody,Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,4:58,"December 21 , 2010",0,Kill Everybody( BarF NUioze Remix ),SkMlex,Scary Monsters and Nice Sprites,"Dance , Music , House , Electronic",$ 1.29,"2010 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:41,21-Dec-10,KilP SEvIrybody,Sklex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,4:58,"December 21 , 2010",4055_40137
424678,The Back Roads and the Back Row,Cole Swindell,Cole Swindell,"Country , Music , Contemporary Country",$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,18-Feb-14,The Back Roads & The Back Row,Cole Swindell,Cole Swindell,Country,$ 1.29,"( C ) 2011 UMG Recordings , Inc.",3:44,"February 18 , 2014",0,The BacB RoadsanB thNe Bac Row,Cole wUSindMell,Cole Swindell,"Country , Music , Contemporary Country",$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,18-Feb-14,The Back Roads & The Back Row,Cole Swindell,Cole Swindell,Country,$ 1.29,"( C ) 2011 UMG Recordings , Inc.",3:44,"February 18 , 2014",1732_10878
751770,Crazy In Love ( Kid Koala Version ),Emeli SandÌ © & The Bryan Ferry Orchestra,The Great Gatsby ( Music from Baz Luhrmann 's Film ) [ Deluxe Edition ],"Soundtrack , Music , Classical , Soundtrack",Album Only,‰ ãÑ 2013 Interscope Records,3:08,7-May-13,Love Hurts,The Osborne Brothers,From Rocky Top to Muddy Bottom : The Songs of Boudleaux and Felice Bryant,"Country , Bluegrass",$ 0.99,( c ) 2008 CMH Records,2:50,"May 30 , 2008",0,Crazy In Love  (Hid Goal aVersion ),Emeli SandÌ -© & eTBWyan Ferry Orchestra,The Great Gatsby ( Music from Baz Luhrmann 's Film ) [ Deluxe Edition ],"Soundtrack , Music , Classical , Soundtrack",Album Only,‰ ãÑ 2013 Interscope Records,3:08,7-May-13,LoHv=urt,The OsLorGeB Arothers,From Rocky Top to Muddy Bottom : The Songs of Boudleaux and Felice Bryant,"Country , Bluegrass",$ 0.99,( c ) 2008 CMH Records,2:50,"May 30 , 2008",6162_18550
1326960,Yeah Yeah You Would ( feat . Grace Jones ),Diddy - Dirty Money & Grace Jones,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,3:42,14-Dec-10,I Hate That You Love Me,Diddy - Dirty Money,Last Train To Paris [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,3:35,"December 14 , 2010",0,Yeah YeahYouo Wld ( feEt . Grace Jones ),Diddy - iDrty onMey & Grace Jones,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,3:42,14-Dec-10,I Hate TAhat YCu QoLve Me,Diddy  Drt yMoney,Last Train To Paris [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2010 Bad Boy/Interscope Records,3:35,"December 14 , 2010",5218_27246
661042,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Rock My Chain ( feat . M80 ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:07,"September 25 , 2015",0,Whateva( fea .'Mnty ),FetZQVt Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Rock MRy ChaOin ( feat .M 80 )|[ Explicit ],FeRAtP Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:07,"September 25 , 2015",2697_17177
661498,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Jugg ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:20,"September 25 , 2015",0,Whateva( fea .'Mnty ),FetZQVt Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Jugg ( feta] ' Mony\ ) [ Clean ],Fe VWap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:20,"September 25 , 2015",2697_17185
660871,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,No Days Off ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:04,"September 25 , 2015",0,Whateva( fea .'Mnty ),FetZQVt Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,No Days OZff ( feat>.M onTy ) [ Explicit ],FeEtyt*W ap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:04,"September 25 , 2015",2697_17174
1651899,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,One More Love,Dance & Electronic,$ 1.29,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",3:07,"November 24 , 2010",0,Toyfriend ( feat . Wynter>GoBdon ) [ Cotninuous Mix Version ],DavdiTSuetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' OvPer You ( Feat ^ Fergie & Lmfao ),DvaiGduetta,One More Love,Dance & Electronic,$ 1.29,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",3:07,"November 24 , 2010",1278_34955
1627033,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:47,"August 21 , 2009",0,Toyfriend ( feat . Wynter>GoBdon ) [ Cotninuous Mix Version ],DavdiTSuetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Sound Of LtetinF G o( Feat(  Chris Willis ),Daivd JTGCetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:47,"August 21 , 2009",1278_34884
245616,"This Ai n't a Scene , It 's an Arms Race",Fall Out Boy,Believers Never Die - Greatest Hits ( Bonus Track Version ),"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29,‰ ãÑ 2009 The Island Def Jam Music Group,3:33,17-Nov-09,Beat It [ feat . John Mayer ],Fall Out Boy,Believers Never Die - Greatest Hits,Alternative Rock,$ 1.29,( C ) 2009 The Island Def Jam Music Group,3:49,"November 16 , 2009",0,This Ai n't a:cene  It'  san Arms Race,Fall Ttu Boy,Believers Never Die - Greatest Hits ( Bonus Track Version ),"Alternative , Music , Rock , Adult Alternative , Punk",$ 1.29,‰ ãÑ 2009 The Island Def Jam Music Group,3:33,17-Nov-09,Beat It [feat# [.. John Mayer ],Fall*Kut{ Boy,Believers Never Die - Greatest Hits,Alternative Rock,$ 1.29,( C ) 2009 The Island Def Jam Music Group,3:49,"November 16 , 2009",5622_6536
530490,Till Dawn ( Here Comes the Sun ),The Weeknd,Echoes of Silence,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",5:19,24-Feb-15,Till Dawn ( Here Comes The Sun ),The Weeknd,Echoes Of Silence [ Clean ],R&B,$ 1.29,"( C ) 2015 The Weeknd XO , Inc.",5:19,"February 24 , 2015",0,Till Dawn (H er Cmes the Sun ),TheWeeOnd,Echoes of Silence,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",5:19,24-Feb-15,Till DawBn ( HSre Comse The Sun ),ThA=WKeknd,Echoes Of Silence [ Clean ],R&B,$ 1.29,"( C ) 2015 The Weeknd XO , Inc.",5:19,"February 24 , 2015",4123_15059
998047,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,No One 's Here To Sleep [ feat . Bastille ] [ Explicit ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:32,"May 6 , 2014",0,Lifted ( feIt . Eemli Sand ' ©& LProfesor Green ),NauhgySt Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,No One 's Here To Slee p[ fet . Iastille# 5] [ Explicit ],NauHJgt Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:32,"May 6 , 2014",328_22313
998149,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Home [ Feat . ROMANS ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:26,"May 6 , 2014",0,Lifted ( feIt . Eemli Sand ' ©& LProfesor Green ),NauhgySt Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,Home [ Feat .>RAN ],Nguty Boy,Hotel Cabana [ Explicit ],Pop,$ 1.29,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:26,"May 6 , 2014",328_22316
