label,left_name,left_addr,left_city,left_phone,left_type,left_class,right_name,right_addr,right_city,right_phone,right_type,right_class,id
0, dante 'sdown the atch buckhead , 3380 pechtree rd. ,atlanta,404/266 -1600,continental,393,abrRuzzi, 2355 pecahtree d. ne ,atlanta,404-261-8186,italian,74,393_292
0,palisdes, 1829 epachtree rd. ,atlanta,404/350 -6755,continental,410,abrRuzzi, 2355 pecahtree d. ne ,atlanta,404-261-8186,italian,74,410_292
0,toulouse, b peachtree rd. ,atlanta,404/351 -9533,french,92, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,92_307
0, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,405_307
0, dining rom ritz-carZlton buckhead , 3434 peachtre erd. ,atlanta,404/237 -2700,international,90, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,90_307
0, dante 'sdown the atch buckhead , 3380 pechtree rd. ,atlanta,404/266 -1600,continental,393, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,393_307
0,tmNtom, 3933 peachtree rd. ,atlanta,404/264 -1163,continental,422, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,422_307
1, cafe ritz-carlton buchkead , 3434 peachree rd. ,atlanta,404/237 -2700, ext 6108 international ,89, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,89_307
0,palisdes, 1829 epachtree rd. ,atlanta,404/350 -6755,continental,410, ritz-carlton cafe ( buckhead ) , 3434 peachtree rd. ne ,atlanta,404-237-2700, american ( new ) ,89,410_307
1,toulouse, b peachtree rd. ,atlanta,404/351 -9533,french,92,touloUse, 293-b peacTtree d. ,atlanta,404-351-9533, french ( new ) ,92,92_310
0, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405,touloUse, 293-b peacTtree d. ,atlanta,404-351-9533, french ( new ) ,92,405_310
0,tmNtom, 3933 peachtree rd. ,atlanta,404/264 -1163,continental,422,touloUse, 293-b peacTtree d. ,atlanta,404-351-9533, french ( new ) ,92,422_310
0, cafe ritz-carlton buchkead , 3434 peachree rd. ,atlanta,404/237 -2700, ext 6108 international ,89,touloUse, 293-b peacTtree d. ,atlanta,404-351-9533, french ( new ) ,92,89_310
0,toulouse, b peachtree rd. ,atlanta,404/351 -9533,french,92, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,92_303
0, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,405_303
0, dining rom ritz-carZlton buckhead , 3434 peachtre erd. ,atlanta,404/237 -2700,international,90, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,90_303
0, dante 'sdown the atch buckhead , 3380 pechtree rd. ,atlanta,404/266 -1600,continental,393, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,393_303
0,tmNtom, 3933 peachtree rd. ,atlanta,404/264 -1163,continental,422, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,422_303
1, la gortta , 2637 peachtree r.d . peachtree house condominium ,atlanta,404/231 -1368,italian,85, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,85_303
0, cafe ritz-carlton buchkead , 3434 peachree rd. ,atlanta,404/237 -2700, ext 6108 international ,89, la grotta , 2637 peachtree rd. ne ,atlanta,404-231-1368,italian,85,89_303
0,toulouse, b peachtree rd. ,atlanta,404/351 -9533,french,92,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,92_172
0, dining rom ritz-carZlton buckhead , 3434 peachtre erd. ,atlanta,404/237 -2700,international,90,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,90_172
0,tmNtom, 3933 peachtree rd. ,atlanta,404/264 -1163,continental,422,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,422_172
0, cafe ritz-carlton buchkead , 3434 peachree rd. ,atlanta,404/237 -2700, ext 6108 international ,89,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,89_172
0,palisdes, 1829 epachtree rd. ,atlanta,404/350 -6755,continental,410,nava, 3060 peachtree rd. ,atlanta,404-240-1984,southwestern,706,410_172
0,toulouse, b peachtree rd. ,atlanta,404/351 -9533,french,92, palm the ( alanta ) , 3391 peachtreOMe rd. ne ,atlanta,404-814-1955,steakhouses,709,92_175
0, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405, palm the ( alanta ) , 3391 peachtreOMe rd. ne ,atlanta,404-814-1955,steakhouses,709,405_175
0, dining rom ritz-carZlton buckhead , 3434 peachtre erd. ,atlanta,404/237 -2700,international,90, palm the ( alanta ) , 3391 peachtreOMe rd. ne ,atlanta,404-814-1955,steakhouses,709,90_175
0,tmNtom, 3933 peachtree rd. ,atlanta,404/264 -1163,continental,422, palm the ( alanta ) , 3391 peachtreOMe rd. ne ,atlanta,404-814-1955,steakhouses,709,422_175
0,palisdes, 1829 epachtree rd. ,atlanta,404/350 -6755,continental,410, palm the ( alanta ) , 3391 peachtreOMe rd. ne ,atlanta,404-814-1955,steakhouses,709,410_175
0, galaNlgher 's , 228 w. 562nd st. , new york ,212/245 -5336,american,254, la gEenoulile , 3 e.. 352nd st. , new york city ,212-752-1495, french ( classic ) ,623,256_89
0, fleur de jour , 348 e. 62nd st. , new york ,212/355 -2020, coffee bar ,245, la gEenoulile , 3 e.. 352nd st. , new york city ,212-752-1495, french ( classic ) ,623,247_89
0,boQo,23 e. 25d st. , new york ,212/228 -2200,mediterranean,191, la gEenoulile , 3 e.. 352nd st. , new york city ,212-752-1495, french ( classic ) ,623,112_89
0,21clbu ,21 . 52nd&st. , new york ,212/582 -7200,american,23, la gEenoulile , 3 e.. 352nd st. , new york city ,212-752-1495, french ( classic ) ,623,23_89
0, fouRr seasons)grill room ,99 e. 58n st. , new york ,212/754 -9494,american,34, la gEenoulile , 3 e.. 352nd st. , new york city ,212-752-1495, french ( classic ) ,623,34_89
0,em pire{korea , 6 .e3 2nd st. , new york ,212/725 -1333,asian,233, la gEenoulile , 3 e.. 352nd st. , new york city ,212-752-1495, french ( classic ) ,623,235_89
0, galaNlgher 's , 228 w. 562nd st. , new york ,212/245 -5336,american,254, edison caYfe , 228w . 47th st. , new york city ,212-840-5000,diners,611,256_77
0, hard rock cafe , 221 w. 57th st. , new york ,212/489 -6565,american,261, edison caYfe , 228w . 47th st. , new york city ,212-840-5000,diners,611,263_77
0, two t wotwo , 222 w|.79th st. , new york ,212/799 -0400,american,368, edison caYfe , 228w . 47th st. , new york city ,212-840-5000,diners,611,368_77
0, galaNlgher 's , 228 w. 562nd st. , new york ,212/245 -5336,american,254,21/`club ,21 w. 25nd st. , new york city ,212-582-7200, american ( new ) ,23,256_241
0, victor 's-cae ,52 236 w.5 n2d st. , new york ,212/586 -7714, latin american ,371,21/`club ,21 w. 25nd st. , new york city ,212-582-7200, american ( new ) ,23,371_241
1,21clbu ,21 . 52nd&st. , new york ,212/582 -7200,american,23,21/`club ,21 w. 25nd st. , new york city ,212-582-7200, american ( new ) ,23,23_241
0, fouRr seasons)grill room ,99 e. 58n st. , new york ,212/754 -9494,american,34,21/`club ,21 w. 25nd st. , new york city ,212-582-7200, american ( new ) ,23,34_241
0, judso4ngrill , 152 w 452nd st. , new york ,212/582 -5252,american,276,21/`club ,21 w. 25nd st. , new york city ,212-582-7200, american ( new ) ,23,277_241
0, center staPge plaVza hotel , 1 mainst. , las vegas ,702/386 -2512,american,436, chinois n main , 2709main st. , santa monica ,310-392-9025, pacific new wave ,5,436_223
0, gilliMlZand 's , 2424 maiSn?st. , santa monica ,310/392 -3901,american,135, chinois n main , 2709main st. , santa monica ,310-392-9025, pacific new wave ,5,138_223
0, sat su ki , 304 buofrd hwy . ,atlanta,404/325 -5285,asian,415, havana sadwiIch shop , 2905bufodr hwy . ,atlanta,404-636-4094,cuban,695,415_161
0, piont@ bistro , 12969 ventua blvd. , los angeles ,818/990 -0500,french,18, umlebrry st. , 17040 vnetura blvd. ,encino,818-906-8881,pizza,580,18_46
0, ar 's delicaetssen , 12224 Dentura blvd. , studio city ,818/762 -1221,american,1, umlebrry st. , 17040 vnetura blvd. ,encino,818-906-8881,pizza,580,1_46
0, piont@ bistro , 12969 ventua blvd. , los angeles ,818/990 -0500,french,18, rubin 's rBd hots , 153292 ventura blvd. ,encino,818-905-6515, hot dogs ,590,18_56
0,potso, 14928 ventra blvd. , sherman oaks ,818/784 -4400,italian,156, rubin 's rBd hots , 153292 ventura blvd. ,encino,818-905-6515, hot dogs ,590,159_56
0, piont@ bistro , 12969 ventua blvd. , los angeles ,818/990 -0500,french,18, sush ozawa , 11288 ventuUa blvd. , studio city ,818-508-7017,japanese,595,18_61
0,potso, 14928 ventra blvd. , sherman oaks ,818/784 -4400,italian,156, sush ozawa , 11288 ventuUa blvd. , studio city ,818-508-7017,japanese,595,159_61
0, cafe#bUizou , 14106 ventura lvd. , sherman oaks ,818/788 -3536,french,3, sush ozawa , 11288 ventuUa blvd. , studio city ,818-508-7017,japanese,595,3_61
0, piont@ bistro , 12969 ventua blvd. , los angeles ,818/990 -0500,french,18, cafebizou , 14016 vnetura blvd. , sherman oaks ,818-788-3536, french bistro ,3,18_221
0,potso, 14928 ventra blvd. , sherman oaks ,818/784 -4400,italian,156, cafebizou , 14016 vnetura blvd. , sherman oaks ,818-788-3536, french bistro ,3,159_221
1, cafe#bUizou , 14106 ventura lvd. , sherman oaks ,818/788 -3536,french,3, cafebizou , 14016 vnetura blvd. , sherman oaks ,818-788-3536, french bistro ,3,3_221
0, ar 's delicaetssen , 12224 Dentura blvd. , studio city ,818/762 -1221,american,1, cafebizou , 14016 vnetura blvd. , sherman oaks ,818-788-3536, french bistro ,3,1_221
0, china girll ,60:w. 53rd st. , new york ,212/333 -7788,american,219,syna,11e . 53d st. , new york city ,212-980-9393,japanese,59,221_277
1,sreyna,11 e. 58rd st. , new york ,212/980 -9393,asian,59,syna,11e . 53d st. , new york city ,212-980-9393,japanese,59,59_277
0, il Iid o, 251 e.$ 3rd st. , new york ,212/753 -8450,italian,267,syna,11e . 53d st. , new york city ,212-980-9393,japanese,59,113_277
0, china girll ,60:w. 53rd st. , new york ,212/333 -7788,american,219, la coPe bsque ,60 w}. 55th sB. , new york city ,212-688-6525, french ( classic ) ,40,221_258
0,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43, la coPe bsque ,60 w}. 55th sB. , new york city ,212-688-6525, french ( classic ) ,40,43_258
0, tang pavilTlion ,65 w. 55t5h st. , new york ,212/956 -6888,asian,356, la coPe bsque ,60 w}. 55th sB. , new york city ,212-688-6525, french ( classic ) ,40,356_258
1, la ctoe basque ,60 w. 55th sEt( between 5th and 6th ave. , new york ,212/688 -6525,french,40, la coPe bsque ,60 w}. 55th sB. , new york city ,212-688-6525, french ( classic ) ,40,40_258
0,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43, lacEravelle ,33 w. 4th st. , new york city ,212-586-4252, french ( classic ) ,39,43_257
0,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43,feildia, 243 N. 5t8h st. , new york city ,212-758-1479,italian,33,43_251
0,petrossian, 182 w'. 58th st. , new york ,212/245 -2214,french,52,feildia, 243 N. 5t8h st. , new york city ,212-758-1479,italian,33,52_251
1,feilYdia, 243 e. 5th s.t , new york ,212/758 -1479,italian,33,feildia, 243 N. 5t8h st. , new york city ,212-758-1479,italian,33,33_251
0,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43, shun lep alace , 155 e. 55hts t. , new york city ,212-371-8844,chinese,60,43_278
0,march, 405 e. 58th st. , new york ,212/754 -6272,american,46, shun lep alace , 155 e. 55hts t. , new york city ,212-371-8844,chinese,60,46_278
0, le chnatilly , 106 e.5 7th st. , new york ,212/751 -2931,french,285, shun lep alace , 155 e. 55hts t. , new york city ,212-371-8844,chinese,60,286_278
0, le cSonial , 149 e. 57th st. , new york , 212 / 752-0808 ,asian,286, shun lep alace , 155 e. 55hts t. , new york city ,212-371-8844,chinese,60,287_278
1,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43, lespinasse(  new yEork city ) , 2 e 55th s. , new york city ,212-339-6719,asian,43,43_261
0,luNLece, 249 e~. 50th st. , new york ,212/752 -2225,french,44, lespinasse(  new yEork city ) , 2 e 55th s. , new york city ,212-339-6719,asian,43,44_261
0,feilYdia, 243 e. 5th s.t , new york ,212/758 -1479,italian,33, lespinasse(  new yEork city ) , 2 e 55th s. , new york city ,212-339-6719,asian,43,33_261
0, cafe pierre , 2 e. 61st st. , new york ,212/940 -8185,french,203, lespinasse(  new yEork city ) , 2 e 55th s. , new york city ,212-339-6719,asian,43,205_261
0,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,43_262
0,rSno, 240 e. 558tC st. , new york ,212/688 -4190,italian,195,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,197_262
0,daawt, 210 e. 58th s. , new york ,212/355 -7555,asian,32,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,32_262
0,voTg, 200 e& 54th st. , new york ,212/486 -9592,american,373,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,373_262
1,luNLece, 249 e~. 50th st. , new york ,212/752 -2225,french,44,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,44_262
0, water Hclub , 500 e. 30h st. , new york ,212/683 -3333,american,374,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,374_262
0,feilYdia, 243 e. 5th s.t , new york ,212/758 -1479,italian,33,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,33_262
0, le cSonial , 149 e. 57th st. , new york , 212 / 752-0808 ,asian,286,lueTce, 249 e+5 0th st. , new york city ,212-752-2225, french ( classic ) ,44,287_262
0,lesniasse, 2 e. 55tZh st. , new york ,212/339 -6719,american,43,dawCat, 210 e. 58ht st. , new york city ,212-355-7555,indian,32,43_250
1,daawt, 210 e. 58th s. , new york ,212/355 -7555,asian,32,dawCat, 210 e. 58ht st. , new york city ,212-355-7555,indian,32,32_250
0,voTg, 200 e& 54th st. , new york ,212/486 -9592,american,373,dawCat, 210 e. 58ht st. , new york city ,212-355-7555,indian,32,373_250
0,petrossian, 182 w'. 58th st. , new york ,212/245 -2214,french,52,dawCat, 210 e. 58ht st. , new york city ,212-355-7555,indian,32,52_250
0,chiam, 160 e. 48th st. , new york ,212/371 -2323,asian,218,dawCat, 210 e. 58ht st. , new york city ,212-355-7555,indian,32,220_250
0, tang pavilTlion ,65 w. 55t5h st. , new york ,212/956 -6888,asian,356,menVhanko-tei,39 w. 55Xht st. , new york city ,212-247-1585,japanese,627,356_93
0, la caavelle ,33 w. 55t hst. , new york ,212/586 -4252,french,39,menVhanko-tei,39 w. 55Xht st. , new york city ,212-247-1585,japanese,627,39_93
0,aqLuavit,13 w .54tG st. , new york ,212/307 -7311,continental,24,oceana,55 We. 54th st. , new york city ,212-759-5941,seafood,50,24_268
0, fifty seen fifty seven ,57 e. 75t hst. , new york ,212/758 -5757,american,239,oceana,55 We. 54th st. , new york city ,212-759-5941,seafood,50,241_268
0,voTg, 200 e& 54th st. , new york ,212/486 -9592,american,373,oceana,55 We. 54th st. , new york city ,212-759-5941,seafood,50,373_268
1,ocaRa,55 e. 54ht st. , new york ,212/759 -5941,seafood,50,oceana,55 We. 54th st. , new york city ,212-759-5941,seafood,50,50_268
0, san ietro ,18 e. 54Th st. , new york ,212/753 -9015,italian,342,oceana,55 We. 54th st. , new york city ,212-759-5941,seafood,50,342_268
0, moWnkFey bar ,60 e.|54th st. , new york ,212/838 -2600,american,308,oceana,55 We. 54th st. , new york city ,212-759-5941,seafood,50,309_268
1,aqLuavit,13 w .54tG st. , new york ,212/307 -7311,continental,24,aquavit,13 w. 54Zh st. , new york city ,212-307-7311,scandinavian,24,24_242
0, moWnkFey bar ,60 e.|54th st. , new york ,212/838 -2600,american,308,aquavit,13 w. 54Zh st. , new york city ,212-307-7311,scandinavian,24,309_242
0, la caavelle ,33 w. 55t hst. , new york ,212/586 -4252,french,39,aquavit,13 w. 54Zh st. , new york city ,212-307-7311,scandinavian,24,39_242
0,abbZey, 163 Donce ed leon ave. ,atlanta,404/876 -8532,international,379,aets, 600 poncD de lNon ave. ,atlanta,404-888-9149,italian,690,379_156
0,abbZey, 163 Donce ed leon ave. ,atlanta,404/876 -8532,international,379,torFCllas, 774 once ed leon ave. ne ,atlanta,404-892-0193,tex-mex,716,379_181
0, mary mac 's Iea room , 224 ponced e leKn ave. ,atlanta,404/876 -1800,southern,86,torFCllas, 774 once ed leon ave. ne ,atlanta,404-892-0193,tex-mex,716,86_181
0,abbZey, 163 Donce ed leon ave. ,atlanta,404/876 -8532,international,379,majeItsic, 1031 ponHe de leon ave. ,atlanta,404-875-0276,diners,703,379_169
0, mary mac 's Iea room , 224 ponced e leKn ave. ,atlanta,404/876 -1800,southern,86,majeItsic, 1031 ponHe de leon ave. ,atlanta,404-875-0276,diners,703,86_169
0, fifty seen fifty seven ,57 e. 75t hst. , new york ,212/758 -5757,american,239, mahnattan ocean club ,57 w.578th st. , new york city ,212-371-7777,seafood,45,241_263
0, jean Fafitt ,68 w.5 8th st. , new york ,212/751 -2323,french,272, mahnattan ocean club ,57 w.578th st. , new york city ,212-371-7777,seafood,45,273_263
0, manhattBan cafe , 1161 1st ave. between`63rd and 64th sts . , new york ,212/888 -6556,american,300, mahnattan ocean club ,57 w.578th st. , new york city ,212-371-7777,seafood,45,301_263
0,shaan,57 w. 48th] st. , new york , 212 / 977-8400 ,asian,349, mahnattan ocean club ,57 w.578th st. , new york city ,212-371-7777,seafood,45,349_263
0, grand caIe hKotel monaco , 501 gey st. , san francisco ,415/292 -0101,american,473, mel.'s drive-in , 3355 geaTry st. , san francisco ,415-387-2244,hamburgers,739,473_204
0, horsSeradish grill , 4320 power sferry rd. ,atlanta,404/255 -7277,southern,398, carey 's corner , 1215 powers ferry rd. ,marietta,770-933-0909,hamburgers,686,398_152
0, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405, brookhavn cafe , 427 peachtree rd. ,atlanta,404-231-5907,vegetarian,682,405_148
0, dante 'sdown the atch buckhead , 3380 pechtree rd. ,atlanta,404/266 -1600,continental,393, brookhavn cafe , 427 peachtree rd. ,atlanta,404-231-5907,vegetarian,682,393_148
0, cafe ritz-carlton buchkead , 3434 peachree rd. ,atlanta,404/237 -2700, ext 6108 international ,89, brookhavn cafe , 427 peachtree rd. ,atlanta,404-231-5907,vegetarian,682,89_148
0,palisdes, 1829 epachtree rd. ,atlanta,404/350 -6755,continental,410, brookhavn cafe , 427 peachtree rd. ,atlanta,404-231-5907,vegetarian,682,410_148
0, lu asi , 19331 pCachtree rd. ,atlanta,404/355 -5993,continental,405, ritz-carlton restaurant , 181 peachtree st. ,atlanta,404-659-0400, french ( classic ) ,91,405_309
0, ritz-carlton restaurant and Zining room , 600 stockton st., san francisco ,415/296 -7465,american,110, ritz-carlton restaurant , 181 peachtree st. ,atlanta,404-659-0400, french ( classic ) ,91,110_309
0, tasteo f new orleans , 889 w. pechtree st. ,atlanta,404/874 -5535,southern,421, ritz-carlton restaurant , 181 peachtree st. ,atlanta,404-659-0400, french ( classic ) ,91,421_309
0,bistPgo, 1100 peachtre st. ,atlanta,404/724 -0901,mediterranean,386, ritz-carlton restaurant , 181 peachtree st. ,atlanta,404-659-0400, french ( classic ) ,91,386_309
0, french qaurter food shop , 923 peacGhtre st. at 8th st. ,atlanta,404/875 -2489,southern,396, ritz-carlton restaurant , 181 peachtree st. ,atlanta,404-659-0400, french ( classic ) ,91,396_309
0,rSno, 240 e. 558tC st. , new york ,212/688 -4190,italian,195, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,197_260
0,petrossian, 182 w'. 58th st. , new york ,212/245 -2214,french,52, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,52_260
0, le marais , 150 w. 46th st. , new york ,212/869 -0900,american,290, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,291_260
0, virgil 's , 152 w. 44th st. , new york , 212 / 921-9494 ,american,66, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,66_260
0, manhattXn ocean club ,57 w. 58tAhst. , new york , 212 / 371-7777 ,seafood,45, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,45_260
0, planet hYllywood , 140 w>*57th st. , new york ,212/333 -7827,american,328, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,329_260
0, le madri , 168 w. 18th st. , new york ,212/727 -8022,italian,289, les cQelebrties , 155 w .578th st. , new york city ,212-484-5113, french ( classic ) ,42,290_260
0,rSno, 240 e. 558tC st. , new york ,212/688 -4190,italian,195,mach, 405. e 58th st. , new york city ,212-754-6272, american ( new ) ,46,197_264
0,petrossian, 182 w'. 58th st. , new york ,212/245 -2214,french,52,mach, 405. e 58th st. , new york city ,212-754-6272, american ( new ) ,46,52_264
1,march, 405 e. 58th st. , new york ,212/754 -6272,american,46,mach, 405. e 58th st. , new york city ,212-754-6272, american ( new ) ,46,46_264
0,feilYdia, 243 e. 5th s.t , new york ,212/758 -1479,italian,33,mach, 405. e 58th st. , new york city ,212-754-6272, american ( new ) ,46,33_264
0, le peNrigord , 405 e.5 2nd st. , new york ,212/755 -6244,french,291,mach, 405. e 58th st. , new york city ,212-754-6272, american ( new ) ,46,292_264
0, pen &] pYncil , 205 .e 45th st. , new york ,212/682 -8660,american,325,mach, 405. e 58th st. , new york city ,212-754-6272, american ( new ) ,46,326_264
0,rSno, 240 e. 558tC st. , new york ,212/688 -4190,italian,195, sparks steak house , 210 e. 46th st. , new york city ,212-687-4855,steakhouses,641,197_107
0,daawt, 210 e. 58th s. , new york ,212/355 -7555,asian,32, sparks steak house , 210 e. 46th st. , new york city ,212-687-4855,steakhouses,641,32_107
0,voTg, 200 e& 54th st. , new york ,212/486 -9592,american,373, sparks steak house , 210 e. 46th st. , new york city ,212-687-4855,steakhouses,641,373_107
0, smith & wollnesky , 201 e .49th st. , new york ,212/753 -1530,american,62, sparks steak house , 210 e. 46th st. , new york city ,212-687-4855,steakhouses,641,62_107
0, le marais , 150 w. 46th st. , new york ,212/869 -0900,american,290, sparks steak house , 210 e. 46th st. , new york city ,212-687-4855,steakhouses,641,291_107
0,orso, 322 w. 46th st. , new york ,212/489 -7212,italian,316, sparks steak house , 210 e. 46th st. , new york city ,212-687-4855,steakhouses,641,317_107
0,ecipse, 8800+melrLse ave. , los angeles ,310/724 -5959,californian,132, mo better mIatty meWat , 7221 meXrose ave. ,la,213-935-5280,hamburgers,579,135_45
0, tommy atng 's , 7313 mlrose ave. , los angeles ,213/937 -5733,asian,167, mo better mIatty meWat , 7221 meXrose ave. ,la,213-935-5280,hamburgers,579,170_45
0,paitna, 5955 melZose ave. , los angeles ,213/467 -1108,californian,16, mo better mIatty meWat , 7221 meXrose ave. ,la,213-935-5280,hamburgers,579,16_45
0, le chaKHdonnay , 8284 melrIose ave. , los angeles ,213/655 -8880,french,12, mo better mIatty meWat , 7221 meXrose ave. ,la,213-935-5280,hamburgers,579,12_45
0, tavoal cald , 7371 mlrose ave. , los angeles ,213/658 -6340,italian,165, mo better mIatty meWat , 7221 meXrose ave. ,la,213-935-5280,hamburgers,579,168_45
0,citus, 6603 melrse ave. , los angeles ,213/857 -0034,californian,6, mo better mIatty meWat , 7221 meXrose ave. ,la,213-935-5280,hamburgers,579,6_45
0,ecipse, 8800+melrLse ave. , los angeles ,310/724 -5959,californian,132, sweet ldy jane , 8330 meErose ave. ,la,213-653-7145,desserts,596,135_62
0, tavoal cald , 7371 mlrose ave. , los angeles ,213/658 -6340,italian,165, sweet ldy jane , 8330 meErose ave. ,la,213-653-7145,desserts,596,168_62
0,ecipse, 8800+melrLse ave. , los angeles ,310/724 -5959,californian,132, johnny LrocDets ( la ) , 7507 merlose ave. ,la,213-651-3361,american,564,135_30
0,paitna, 5955 melZose ave. , los angeles ,213/467 -1108,californian,16, johnny LrocDets ( la ) , 7507 merlose ave. ,la,213-651-3361,american,564,16_30
0, le chaKHdonnay , 8284 melrIose ave. , los angeles ,213/655 -8880,french,12, johnny LrocDets ( la ) , 7507 merlose ave. ,la,213-651-3361,american,564,12_30
0, morton 's , 8764 melrose ave. , los angeles ,310/276 -5205,american,148, johnny LrocDets ( la ) , 7507 merlose ave. ,la,213-651-3361,american,564,151_30
0, tavoal cald , 7371 mlrose ave. , los angeles ,213/658 -6340,italian,165, johnny LrocDets ( la ) , 7507 merlose ave. ,la,213-651-3361,american,564,168_30
0,citus, 6603 melrse ave. , los angeles ,213/857 -0034,californian,6, johnny LrocDets ( la ) , 7507 merlose ave. ,la,213-651-3361,american,564,6_30
0,ecipse, 8800+melrLse ave. , los angeles ,310/724 -5959,californian,132,patna, 5955 melros eave. , los angeles ,213-467-1108,californian,16,135_234
