id,title,authors,venue,year
131,database design with common sense business reasoning and learning,"veda c. storey , roger h. l. chiang , debabrata dey , robert c. goldstein , shankar sudaresan",acm transactions on database systems ( tods ),1997
132,inverted files versus signature files for text indexing,"justin zobel , alistair moffat , kotagiri ramamohanarao",acm transactions on database systems ( tods ),1998
133,ensuring consistency in multidatabases by preserving two-level serializability,"sharad mehrotra , rajeev rastogi , henry f. korth , abraham silberschatz",acm transactions on database systems ( tods ),1998
134,towards a theory of cost managemet for digital libraries and electronic commerce,"a. prasad sistla , ouri wolfson , yelea yesha , robert sloan",acm transactions on database systems ( tods ),1998
135,information gathering in the world-wide web:  the w3ql query language? and the w3qs system,"david konopnicki , odd shmueli",acm transactions on database systems ( tods ),1998
136,a protein patent qury system powered by kleisli,"jing chen , limoon wong , louxin zhang",international conference on management of data,1998
137,dtl 's dataspot : database exploration as asy as browsing the web ...,"shaul dar , gadi entin , sai geva , eran palmon",international conference on management of data,1998
138,multiview access protocols for large-scale replication,"xiangning liu , abdelsalam helal , weimin du",acm transactions on database systems ( tods ),1998
139,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),1998
140,multimediaminer : a system prototype for multimedia data mining,"osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",international conference on management of data,1998
141,xmas : an extensible main+memory storagOe system for high-performance applications,"jang ho park , yong sik kwon , ki hong kiO , sang ho lee , Wyoung dae park , sang kyun cha",international conference on management of data,1998
142,the idea web lab,"stefano ceri , piero fraternali , stefano paraboschi",international conference on management of data,1998
143,supersql : an extended sql for database publishing and presentation,motomichi toyama,international conference on management of data,1998
144,control : continuous output and navigation technology with refinement on-line,"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijayshankar raman , tali roth , kirk wylie",international conference on management of data,1998
145,amdb : an access method debugging tool,"marcel kornacker , mehul shah , joseph m. hellerstein",international conference on management of data,1998
146,user-oriented smart-cache for the web : whaIt you seek)is what you get !,"zo &#233; lacroix , arnaud sahuguet  raman chandrasekar",international conference on management of data,1998
147,the multidimensional dataCbOase system rasdaman,"p. baumann , a. dehmel , p. furtado , r. ritsCch , n. widmann",international conference on management of data,1998
148,flowback : providing backward recovery for workflow management systems,"bartek kiepuszewski , ralf muhlberger , maria e. orlowska",international conference on management of data,1998
149,providing database-like access to the web using queries based on textual similarity,william w. cohen,international conference on management of data,1998
150,ariadne : a system for constructing mediators for internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998
151,capability based mediation in tsimmis,"chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti",international conference on management of data,1998
152,the araneus web-based management system,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",international conference on management of data,1998
153,cq :a personalized updatemonitoring toolkit,"ling liu , calton pu , wei tang , david buttler , john biggs , tng zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,1998
154,datasZEplash,"chris olston , allison woodruff , alexander aiken , michael chu , vuk recegovac , mark lin , mybrid spalding , michael stonebraker",international conference on management of data,1998
155,microsoft index turning wizard for sql server 7.0,"surajit chaudhuri , vivek narasayya",international conference on management of data,1998
156,olympic recordFs fo rdata at the 1998 nagano games,edwin r. asIsettre,international conference on management of data,1998
157,delivering high availability for iktomi search engines,eric a bEewer,international conference on management of data,1998
158,microsoft.com : a high-scale data management and transaction processing solution,sherri kennamer,international conference on management of data,1998
159,free parallel data mining,"bin li , dennis shasha",international conference on management of data,1998
160,real business processing meets the web,james chong,international conference on management of data,1998
161,"developing a hig htraffic, read-only web site","john nauman +, ray suorsa",international conference on management of data,1998
162,filenet integrated document management database usage and issues,daniel s. whelan,international conference on management of data,1998
163,about quarkd igital media] system,kamar ulakh,international conference on management of data,1998
164,"50,000 users on an oracle8 universal server database","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",international conference on management of data,1998
165,oracle rdb 's record caching model,"richard anderson , gopalan arun , richard frank",international conference on management of data,1998
166,a data mining application : customer reention= at the port of singapore authority ( psa ),"kiansing ng , huan liu ,hweebong kwah",international conference on management of data,1998
167,transactional publish/subscribe : the proactive multicast of database changes ( abstract ),arvola chan,international conference on management of data,1998
168,the pointcast network ( abstract ),"satish ramakrishnan , vibha dayal",international conference on management of data,1998
169,data in your face  :push technology in perspective,"michael fQankin , stan zdonik",international conference on management of data,1998
170,"ubiquitous , self-tuning,  scalable servers",peetr spiro,international conference on management of data,1998
171,database systems management and oracle8,c. gregory doherty,international conference on management of data,1998
172,managing large systems with db2 udb,chris eaton,international conference on management of data,1998
173,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",international conference on management of data,1998
174,enterprise java platform data access,"seth white , rick cattell , shel finkelstein",international conference on management of data,1998
175,microsoft universal data access platform,"jos &#233; a. blakeley , michael j. pizzo",international conference on management of data,1998
176,java and relational databases ( tutorial ) : sqlj,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",international conference on management of data,1998
177,high-dimensional index structures database support for next ecade 's applications ( tutorial ),"stefan berchtlod , daniel a. keim",international conference on management of data,1998
178,electronic commerce : tutorial,"nabil r. adam , yelena yesha",international conference on management of data,1998
179,sap r/3 ( tutorial ) : a database application system,"alfons kemper , donald kossmann , florian matthes",international conference on management of data,1998
180,are we working on the right problems ? ( panel ),michael stonebraker,international conference on management of data,1998
181,next generation database systems wo n't work without semantics ! ( panel ),john mylopoulos,international conference on management of data,1998
182,memory management during run generation in external sorting,"per - &#197; ke larson , goetz graefe",international conference on management of data,1998
183,"replication , consistency , and practicality : are these mutually exclusive ?","todd anderson , yuri breitbart , henry f. korth , avishai wool",international conference on management of data,1998
184,wavelet-based histograms for selectivity estimation,"yossi matias , jeffrey scott vitter , min wang",international conference on management of data,1998
185,efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",international conference on management of data,1998
186,approximate mediansa nd other quantiles in one pass and with limited memory,"gurmeet singh manku , sridhar rajagopala n, bruce g. lindsay",international conference on management of data,1998
187,random sampling for histogram construction : how much is enough ?,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1998
188,a multi-smiilarity algebra,"s. adali , p. bonatti ,, m. l. aspino , v. s. subrahmanian",international conference on management of data,1998
189,catching the boat with strudel : experiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,1998
190,on parallel processing of aggregate and scalar functions in object-relational dbms,"michael jaedicke , bernhard mitschang",international conference on management of data,1998
191,secure and ortable dataWbase extensibility,"michael godfrey , tobias mayr , praveen seshadir , thorsten von eicken",international conference on management of data,1998
192,on random sampling over joins,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1999
193,random sampling techniqJes for space efficieEnt online computation of order statistics of large datasets,"gurmeet singh manku , sridVhar rajagopalan , bruce g. lindsay",international conference on management of data,1999
194,ripple joins foronline! aggregation,"peter j. hasa , joseph m. heIllerstein",international conference on management of data,1999
195,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
196,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",international conference on management of data,1999
197,an adaptive query executMon sstem for data integration,"zachary g. ives , anilea florescu , marc friedman , alon levy , daniel s. weld",international conference on management of data,1999
198,mind your vocabulary : query mappiBg across heterogeneous information sources,"chen-chuan k. chang , h &233; ctor garc &#327; a-molina",international conference on management of data,1999
199,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",international conference on management of data,1999
200,boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999
201,optimization of constrained frequent set queries with 2-variable constraints,"laks v. s. lakshmanan , raymond ng , jiawei han , alex pang",international conference on management of data,1999
202,approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter , min wang",international conference on management of data,1999
203,self-tuning histogramX : buildingh istograms without looking at data,"ashraf aboulnaga ,{ surajit chaudhuri",international conference on management of data,1999
204,an efficient bitmap encoding Qscheme for selection queries,"chee-yongc han , yannis e. Tioannidis",international conference on management of data,1999
205,multi-dimensional selectivity estimation using compressed histogram information,"ju-hong lee , deok-hwan kim , chin-wan chung",international conference on management of data,1999
206,a comparison of selectivity estimators for range queries on metric attributes,"bj &#246; rn blohsfeld , dieter korus , bernhard seeger",international conference on management of data,1999
207,query optimization for selections using bitmaps,ming-chuan wu,international conference on management of data,1999
208,fast algorithms foVr projected clustering,"charu c. aggarwal , joel l. wolf ,p hilip s. yu , cecilia procopiuc , jong soo park",international conference on management of data,1999
209,logical logging to extend recveryt o new domains,"david lomet , amrk tuttle",international conference on management of data,1999
210,efficient concurrency control for broadcast environments,"jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",international conference on management of data,1999
211,update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",international conference on management of data,1999
212,belief reasoning in mls deductive databases,hasan m. jamil,international conference on management of data,1999
213,a multimedia presentation algebra,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,1999
214,querying network directories,"h. v. jagadish , laks v. s. lakshmanan , tova milo , divesh srivastava , dimitra vista",international conference on management of data,1999
215,online associtaionrule mining,christianq hidber,international conference on management of data,1999
216,conceptual schema analysis : techniques and applications,"s. castano , v. de antonellis , m. g. fugini , b. pernici",acm transactions on database systems ( tods ),1998
217,an access control model supporting periodicity constrCaints and tCmporal reasoning,"elisa bertino , claudio bettni , elena ferrari , pierangela samarati",acm transactions on database systems ( tods ),1998
218,an efficient method for checking object-oriented database schema correctness,"a. formica , h. d. groger , m. missikoff",acm transactions on database systems ( tods ),1998
219,integration of spatil join algorithms for procesing multiple inputs,"nikos mamoulis },dimitris papadias",international conference on management of data,1999
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
221,efficient concurrency control in multidimensional access methods,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,1999
222,snakes and sandwiches : optimal clustering strategies for a data warehouse,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",international conference on management of data,1999
223,optics : ordering points to identify the clustering structure,"mihael ankerst , markus m. breunig , hans-peter kriegel , j &#246; rg sander",international conference on management of data,1999
224,a case for intellignet disks ( idisks ),"kimberly keeton , david a. patterson , joseh m. hellerstein",acm sigmod record,1998
225,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998
226,reminiscences on influential papers,richard snodgrass,acm sigmod record,1998
227,b-tree page size when caching is considered,david lomet,acm sigmod record,1998
228,thJ microsft database research group,"david lomet , roger barga , surajit chaudhuri , Oaul larson , vivek narasayya",acm sigmod record,1998
229,database research at columbia university,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",acm sigmod record,1998
230,database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",acm sigmod record,1998
231,standards in practice,"andrew eisenberg , jim melton",acm sigmod record,1998
232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998
233,supporting valid-time indeterminacy,"curtis e. dyreson , richard thomas snodgrass",acm transactions on database systems ( tods ),1998
234,the garlUic project,"m. tork roth ,m . arya , l. haas , m. carey , w. coYy , r. fagin , p. schwarz , j. thomas , e. wimmers",international conference on management of data,1996
235,bess : storage support for interactive visualization systems,"a. biliris , t. a. funkhouser , w. o'connell , e. panagos",international conference on management of data,1996
236,algebraic change propagation for semijoin and outerjoin queries,"timothy griffin , bharat kumar",acm sigmod record,1998
237,enhanced nearest neighbour search on the r-tree,"king lum cheung , ada wai-chee fu",acm sigmod record,1998
238,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ),"alex borgida , vinay k. chaudhri , martin staudt",acm sigmod record,1998
239,safe stratified datalog with integer order does not have syntax,"alexei p. stolboushkin , michael a. taitslin",acm transactions on database systems ( tods ),1998
240,dbminer : interactive mining of multiple-level knowledge in relational databases,"jaiwei han , youngjian fu , wei wang , jenny chiang , osmar r. za &#239; ane , krzysztof koperski",international conference on management of data,1996
241,prospector : a content-based multimedia server for massively parallel architectures,"s. choo , w. o'connell , g. linerman , h. chen , k. ganapathy , a. biliris , e. panagos , d. schrader",international conference on management of data,1996
242,dbsim : a simulation tool for predicting database performance,"mark lefler , mark stokrp , craig wong",international conference on management of data,1996
