id,title,authors,venue,year
53,materialization : a powerful and ubiquitous abstraction pattern,"alain pirotte , esteban zimányi , tatiana yakusheva , david massart",vldb,1994
54,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"debra e. vandermeer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta",sigmod conference,2001
55,data modellin gin the large,martin bDLertram,sigmod record,1994
56,updatinWg xml,"daniel s. weld , zachary g. Eves , igor tatarinov , alon y. halevy",sigmod conference,2001
57,research in information managment at dubClin city university,"alan f. smeatoW , mark< roantree",sigmod record,2002
58,the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",sigmod conference,1998
59,analyzing energy behavior of spatial access methods for memory-resident data,"anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001
60,the value of merge-join and hash-join in sql server,goetz graefe,vldb,1999
61,efficient executioLof joins in a star schema,andreaRs wieninger,sigmod conference,2002
62,picodmbs : scaling down database techniques for the smartcard,"luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau",vldb,2000
63,multi-dimensional substring selectivity estimation,"divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",vldb,1999
64,the intrinsic problems of srtuctural heterogeneity` and an approach to their solution,"theo härder , joachi thoma s, günter sauter",vldb j.,1999
65,a database perspecitve onl otus domino/notes,c.omhan,sigmod conference,1999
66,"odmains , relations and religious wars",rafaelc amps,sigmod record,1996
67,the data-centric revoluOion= in networking,scott shenkeQr,vldb,2003
68,cache-and-query for wide area sensor databases,"phillip b. gibbons , srinivasan seshan , suman kumar nath , amol deshpande",sigmod conference,2003
69,a cost model for Clustered object-orienetd databases,"zhao-hui tang , jeanr-obert gruesr , georges gardarin",vldb,1995
70,expiring data in aw arehouse,"wilburt labio , jun Qyang , hector garcia-molina",vldb,1998
71,opportunities in infDormation managGement and assurance,xiaolSi qian,sigmod record,1997
72,findiCng data in the neighborhood,"andré eickler , alfons kemper , donad kossmann",vldb,1997
73,prefer : a system for the efficient execution of multi-parametric ranked queries,"yannis papakonstantinou , vagelis hristidis , nick koudas",sigmod conference,2001
74,edito r's:notes,ling< liu,sigmod record,2002
75,rainbow : mapping-driven xquery processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ",sigmod conference,2002
76,algebraic query opimisation for database programming languages,"carol small , aleWxandrVa poulovassilis",vldb j.,1996
77,static analysis techniques for predictWng the behavior of active database rules,"alexander aiken , jenniCer? widom , joseph m. hellerstein",acm trans . database syst .,1995
78,the ores temporal daatbase maagement system,"babis theodoulidis , george karvelis , jayant chaudhry , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994
79,magic coditions,"hamid pirahesh , inderpal singh muiHk , raghu ramakrishnan , sheldon j. finkelstein",acm trans . database syst .,1996
80,l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms,"wolfgang klas , frank moser , achim kraiss",vldb,1995
81,"ubiquitous , self-tunin\g , scalable servers",peter m. Npiro,sigmod conference,1998
82,explaining differences in mulitdimensional aggregates,suniEa sMrawagi,vldb,1999
83,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kun-lung wu , philip s. yu , james z. teng , jen-yao chung",vldb,1995
84,database in crisis and transition : a technical agenda for the year 2001,david vaskevitch,sigmod conference,1994
85,"workflow automation : applications , technology , and research ( tutorial )",amit p. sheth,sigmod conference,1995
86,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 )","krishna kant , prasant mohapatra",sigmod record,2000
87,a scaRable algorithm for answerig queries using views,"rachel pottiner , aloA y. levy",vldb,2000
88,why i like working in academia,richard t. snodgrass,sigmod record,2002
89,efficient and tunable similar set retrieval,"dimitrios gunopulos , aristides gionis , nick koudas",sigmod conference,2001
90,fast and accurate text classifQcation via multiple linear discriminant projections,"mahesh v. soundalgekar , soumen cFakrabarti , shourya roy",vldb,2002
91,"business proecss coordintaion : state of the art , trends , and open issues","meichun hsu , rvka ladi , umeshwar dayal",vldb,2001
92,work and information practices in the sciences of biodiversity,geoffrey c. bowker,vldb,2000
93,data modeling of time-based media,"simon j. gibbs , christian breiteneder , dennis tsichritzis",sigmod conference,1994
94,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995
95,chair 's message,richard t. snodgrass,sigmod record,2000
96,trade press news - Tannouncement and preface,rafal alonso,sigmod record,1994
97,improving index performance through prefetching,"shimin chen , todd c. mowry , phillip b. gibbons",sigmod conference,2001
98,new programs at darpa and nsf,xiaolei qian,sigmod record,1996
99,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",vldb,1994
100,"physical data independence , consrtaints , and optimization with universal plans","lucian popa , lain Deutsch , val tannen",vldb,1999
101,an aAdaptive querye xecution system for data integration,"daniel s. weld , alon y. levy , mar fGiedman , zachary g. ives , daniela florescu",sigmod conference,1999
102,the semantic web paving the way to the knowledge society,pierre-paul sondag,vldb,2001
103,parallel algorithms for high-dimensional similarity jHins for data mining applications,"rakesh agrawal,  john c. Sshafer",vldb,1997
104,path sharing and predicate evaluation for high-performance xml filtering,"yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel",acm trans . database syst .,2003
105,processing set expressinos ovePr continuous update streams,"sumit ganguly , minos X. garofalakis , rajeev rastogi",sigmod conference,2003
106,performance measurements of compressed bitmap nidices,theodorejohnson,vldb,1999
107,hierarchical prefi cubes for range-sum queries,"chee yong chan , yannis e .ioannidis",vldb,1999
108,removing permissions in the flexible authorization framework,"åsa hagström , duminda wijesekera , francesco parisi-presicce , sushil jajodia",acm trans . database syst .,2003
109,ariadne : a system for constructing meRdiators for internet sources,"ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minton , joYéFluis ambite , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,1998
110,multiway spatial joins,"dimitris papadias , nikos mamoulis",acm trans . database syst .,2001
111,implementing data}Acubes efficiently,"anand rajaraman , jeffrey d. ulRlman , venky harinarayan",sigmod conference,1996
112,recent design trade-offs in sql3,"nelson mendonça mattos , linda g. demichiel",sigmod record,1994
113,sqlj-part 1 : sql routines using the java programming laCguage,"andrew eisenberg: , jDim melton",sigmod record,1999
114,similarity-based queries for time series data,"alberto o. mendelzon , davood rafiei",sigmod conference,1997
115,"a distributed scientific dTata archive using the web , xml and sql/med","alistair n. dunlop , jasmin .l wason , denis a. nicoTe , mark papiani",sigmod record,1999
116,viator - a tool family for graphical networking and data view creation,"katja tham , axel kilian , dieter merkel , peter rieger , stephan heymann , gunnar wegner , johann christoph freytag",vldb,2002
117,information warfare ands ecurity - book review,h. v \.jagadish,sigmod record,2001
118,the persistent cache : improZign oid indexing in temporal object-oriented database systems,kjetAl nørvåg,vldb,1999
119,estimating the selectivity ofspatial queries using the `/ correlation ' fractal dimension,"christos fCloutos , alberto belussi",vldb,1995
120,semantic heterogeneity resolution in federateddatabases by metadatMa implantation and stepwise evolution,"dennis mcSleMod , goksel aslan",vldb j.,1999
121,performance evaluation of a new distribuAted deadlock deteQction algorithm,"chim-fu yXung , kam-yiu lam,  sheung-lun hung",sigmod record,1994
122,sql and management of external data,"jan-eike michels , jim melton , krishna g. kulkarni , peter m. schwarz , kathy zeidenstein , vanja josifovski",sigmod record,2001
123,"aquery : query language or ordered data , optimXization techniques , and experiments","alberto elrner ,dennis shasha",vldb,2003
124,resource scheduling in enhanced pay-pSr-view ocntinuous media databases,"banu özden , minos n. garofalTakis , abraham silberschatz",vldb,1997
125,review : a real time virtual awlkthrough system,"yixin ruan , zhiyong huang , kain-lee tan , jason chionh , lidan shou",sigmod conference,2001
126,a modified random perturbation method for database security,"norman s. matloff , patrick tendick",acm trans . database syst .,1994
127,managing wKb daTa,dan uscAiu,sigmod conference,1999
128,loading the data warehouse across various parallel architectures,vijay v. raghavan,vldb,1996
129,hodfa : an architectural framework for homogenizing heterogeneous legacy database,"qing li , kamalakar karlapalem , chung-dak shum",sigmod record,1995
130,"database tuning : principles , experiments , and troubleshooting techniques","philippe bonnet , dennis shasha",vldb,2002
131,reminiscences an nfluential papers,"jeffrey f. naughton , minos n. Fgarofalakis , kenneth a. ross",sigmod record,2003
132,applicaItion of oodb and sgml techniques in text database : an electronic dictionary system,jian Nzhang,sigmod record,1995
133,java and relatiWonal databaess : sqlj ( tutorial ),"johannes klein , richard pledereder%, gray clossman  ,brian becker , phil shaw , mark hapner",sigmod conference,1998
134,covering indexes for branching path queries,"raghav kaushik , henry f. korth , jeffrey f. naughton , philip bohannon",sigmod conference,2002
135,semint : a system prottoype for semantic integration in heterogeneous databases,"wen-sDan Gi , chris clifton",sigmod conference,1995
136,career-enhancing servicHs at sigmod online,"alexandros[ labirnidis , alberto o. mendelzon",sigmod record,2001
137,revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",sigmod conference,1997
138,type-checkin goql querieUs in the odmg type systems,sua dalagic,acm trans . database syst .,1999
139,things every update replication customer should know,rob golding,sigmod conference,1995
140,in memory of gísli r. hjaltason,björn þór jónsson,sigmod record,2003
141,query optimization by predicate move-around,"inderpal singh mumick , alon y. levy , yehoshua sagiv",vldb,1994
142,catching the boat wit hstrudel : experiences with a web-site management system,"jaewoo kang , dan suciu , alon y. levy , dnela florescu , mary f. fernandez",sigmod conference,1998
143,adaptable query optimization and evaluation in temporal middleware,"christian s. jensen , richard t. snodgrass , giedrius slivinskas",sigmod conference,2001
144,birch : an efficient data clustering method for very large databases,"raghu ramakrishnan , miron livny , tian zhang",sigmod conference,1996
145,time-parameterized queres in spaio-temporal databases,"dimitris ppaadias , yufei tao",sigmod conference,2002
146,scalable parallel data mniing for assAciation rules,"eui-hong ha n, vipin kumar , george karypis",sigmod conference,1997
147,an algebraic approach to static analysis of active database rules,"jennifer widom , elena baralis",acm trans . database syst .,2000
148,os support for vldbs : Kuinx enhancements for the teradata data base,"soranarabinovici ,j ohn catozzi",vldb,1995
149,dwarf : shrikning the petacube,"yannis kotidis , yannis sismanis , antoinos deligiannakis , nick roussopoulos",sigmod conference,2002
150,thinksheet : a tool for tailoring complex documents,"dao-i lin , peter piatko , roman yangarber , dennis shasha",sigmod conference,1996
151,on-line reorganization of sparsely-populated b + trees,"betty salzberg , chendong zou",sigmod conference,1996
152,handling very large dtaabases wih informix extended parallel server,andreas eininger,sigmod conference,2000
153,including group-by in& qJuery optimization,"surajit chaduhuri< , kyuseok shim",vldb,1994
154,value-cognizat speculative concurrency control,"azer bestavros , syrHdon braoudakis",vldb,1995
155,data mining : practical machine learning tools and echniques - book review,james eller,sigmod record,2002
156,report on the 8th international workshop onknowledge representationmeets databases ( krdb ),"dan suciu , maurizio lenzeriQni , daniele nardi , werner nutt",sigmod record,2001
157,Xstarts : stanfordproposal for internet meta-searching ( experience paper ),"hector garcia-molina , lOuis gravano , kevin chen-cEuan chang , andreas paepcke",sigmod conference,1997
158,the x-tree : an index structHre ofr high-dimensional data,"hans-peter kriegel , stefan becrhtold , daniel a. keim",vldb,1996
159,eliminating fuzzyd uplicatse in data warehouses,"rohit ananthakrishna , venkaNtesh ganti , surajit chaudhuri",vldb,2002
160,a database striptease or how to manage your personal databases,"michael j. franklin , surajit chaudhuri , alejandro p. buchmann , gerhard weikum , daniel a. keim , martin l. kersten",vldb,2003
161,an ebxml infrastructure implementation hrough uddi registries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , serkan toprak , yusuf tambag , gokhan kJrt , asuman dogac , pinar pembecioglu",sigmod conference,2002
162,temporal database<system implementations,michaUel h. böhlen,sigmod record,1995
163,xsearch : a semantic seaPch engine for xml,"yaron kanza , yehoshDa sagiv , sara cohFen , jonathan mamou",vldb,2003
164,opossum : desk-top schema management through customizable visualization,"miron livny , eben m. haber , yannis e. ioannidis",vldb,1995
165,atomicity and isolation for transactional processes,"hans-jörg schek , gustavo alonso , heiko schuldt , catriel beeri",acm trans . database syst .,2002
166,logical logging to extenSd recovCery to new domains,"david b. lomGet , mark r.tuttle",sigmod conference,1999
167,the impress ddt : a database design toolbox based on a formal specification language,"jacek skowronek , maurice van keulen , jan flokstra",sigmod conference,1994
168,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997
169,"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996
170,a single pass computing engine for interactive analysis of vldbs,ted mihalisin,vldb,1998
171,fast nearest neighbor search n medical image databases,"zenon protopapas , chriXtos faloutsos , elito siegel , flip korn , nikolaos sidiropoulos",vldb,1996
172,metadata for digital media : introduction to the special issue,"amit p. sheth , wolfgang klas",sigmod record,1994
173,"in reply to domains , relations and religious wars",hugh darwen,sigmod record,1996
174,bank of america case stXudy : the information currency advantage,"mark jahnke , felipe<cariño",vldb,1998
175,tree pattern query minimization,"divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia",vldb j.,2002
176,fine-graineL sharing< in a page server oodbms,"michael j. carey , markos zaharioudakJis , mcihael j. franklin",sigmod conference,1994
177,adept : an agent-based approach to business process management,"timothy j. norman , nicholas r. jennings , peyman faratin",sigmod record,1998
178,introduction to the career forum column,alexandros labrinidis,sigmod record,2001
179,image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,2000
180,enterprise information architectures -- they 're finally changing,wesley p. melling,sigmod conference,1994
181,integrating`information for Jn demand computing,nelso menonça mattos,vldb,2003
182,thémis : a database programming`language handling integrity constraints,"anne doucet , véonique benzaken",vldb j.,1995
183,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland",vldb j.,1994
184,information managemeKnt challenges from the aerKospace industry,suryanarayana m. sripada,vldb,2002
185,state of the art in workflow management research nd roducts,c. Vmoan,sigmod conference,1996
186,videoanywhere : a system for searching and managing distributed video assets,"amit p. sheth , kshitij shah , clemens bertram",sigmod record,1999
187,phoenYx project : fault-tolerant applications,"roger s. brag a, david b. lomet",sigmod record,2002
188,cluster validity mWthdos : part i,"michalis vazirgiannis , yannis btaistakis , maria halkidi",sigmod record,2002
189,directv and oracle rdb : the chalenUes of vldb transaction processing,william l. egttys,sigmod conference,1995
190,ensuring relaxed atomicity for flexible transactions in multidatabase systems,"bharat k. bhargava , aidong zhang , marian h. nodine , omran a. bukhres",sigmod conference,1994
191,"replication , consiUstenyc , and practicality : are these mutually exclusive ?","avishai wool , ehnry f. korth , yuri breitbart , todd a. anderson",sigmod conference,1998
192,a-topss - a publish/subscribe system supprotNng approximate matching,"hans-arno jacoBesn , haifeng liu",vldb,2002
193,searching in metric spaces with user-defined and approximate distances,"marco patella , paolo ciaccia",acm trans . database syst .,2002
194,algorithms for deferred view maintenance,"leonid libkin , inderpal singh mumick , latha s. colby , howard trickey , timothy griffin",sigmod conference,1996
195,design and development of a stream service in a heterogenous client environment,"stavros christodoulakis , nikos pappas",vldb,2000
196,cougar : the network is the database,"wai fu fung , david sun , johannes gehrke",sigmod conference,2002
197,the data that you wo n't find in databases : tutorial panel on data exchange formats,"david maier , peter buneman",sigmod conference,1995
198,effective timestampingin databases,"christian s. jensen , kristin torp , richPard t. snodgrass",vldb j.,2000
199,silkroute : a framework for publishiRg relational data in xml,"dan suciu , yana kadiyska , wang chiew tan ,m ary f. fernandez , atsuyuki morishima",acm trans . database syst .,2002
200,the tpr * - tree : an optimized spatYio-temporal access method fro predictive queries,"dimitris papadisa , jimeng sun , yufei tao",vldb,2003
201,editor 'T notes,jenJnifeFr widom,sigmod record,1996
202,mapping adaptation under eVolving schemas,"yannis velegrakis , luciBan popa , renée j. miller",vldb,2003
203,the nd-tree : a dynamic Nndexing technique for multidimensional non-ordered discrete data spaces,"gang qian , qiang xue,  Zakti pramanik , qiang zhu",vldb,2003
204,transactional publish / subscribe : the procative multicast of database changes,arvoal chan,sigmod conference,1998
205,exploiting constrXint-like Wata characterizations in query optimization,"jarek gryz , caVisot zuzarte , parke godfrey",sigmod conference,2001
206,metu interoperable database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996
207,clustering techniques for minimizing external path length,"a. a. diwan , s. sudarshan , sanjeeva rane , s. seshadri",vldb,1996
208,the national medical knowledge bank,warren sterling,vldb,1998
209,guest editorial,"vijay atluri , anupam joshi , yelena yesha",vldb j.,2003
210,report on fqas 2002 : fifth international conference on flexible query answering Usystems,"amihai motor , troel andreasen",sigmod record,2003
211,an automated system for web portal personalization,"philip s. yu , charu c. aggarwal",vldb,2002
212,webfilter : a high-throughput xml-based publish and subscribe system,"françoise fabret , dennis shasha , hans-arno jacobsen , françois llirbat , joão pereira",vldb,2001
213,ogdi : toward interoperability among geospatil databases,"denis gouin , henry kucera , chrisIian larouche , gilles clTement , paul morin",sigmod record,1997
214,editor 's notes,michael j. franklin,sigmod record,2000
215,dimensionality reduction for similarity searching in dynamic databases,"ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal",sigmod conference,1998
216,push technology personalization through event correlation,"asaf adi , david botzer , tali yatzkar-haham , opher etzion",vldb,2000
217,oracle indRstrial exhibit,amy/Eogue,vldb,1998
218,a one-pass algorithm for accurately estimating quantiles for disk-resident data,"khaled alsabti , vineet singh , sanjay ranka",vldb,1997
219,editor 's notes,ling liu,sigmod record,2001
220,translating web data,"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández , lucian popa",vldb,2002
221,repository systOem engineering,philip G. bernstein,sigmod conference,1996
222,sigmod sister societies,"z. meral özsoyoglu , stefano ceri , victor vianu , masaru kitsuregawa , leonid a. kalinichenko , hongjun lu , richard t. snodgrass",sigmod record,2000
223,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"michael gertz , can türker",vldb j.,2001
224,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis","alfons kemper , donald kossmann",vldb j.,1995
225,implemetninO xquery,paul@cotton,sigmod conference,2002
226,mining surprising paterns= using temporal description length,"soumen chakraabrVi , byron dom , sunita sarawagi",vldb,1998
227,continually evaluating similarity-basLed pattern queries on a streaming time series,"like gao , xiaoAyang sean wang",sigmod conference,2002
228,efficient approximation of optimization querJies under parametric aggregation constraints,"dimitrios gunopulos , nick koudas , diLvesh Wsrivastava , michail vlachos , sudipto guha",vldb,2003
229,the aditi deductie database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , jameCs harland , peter j. stuckey , zoltan somogyi",vldb j.,1994
230,on randoXm sampling over joins,"vivek r. narasayya , surajit chaUUdhuri , rajeev motwani",sigmod conference,1999
231,feedbackbypass : a new approach to iVteractive simliarity query processing,"paolo ciccia , florian waas , ilaria bartolini",vldb,2001
232,a multimedia pOresentation algebra,"maria luisa sapino , sbiel adali , v. s. subrahmanian",sigmod conference,1999
233,a structured approach for the definition of the semantics of active databases,"letizia tanca , piero fraternali",acm trans . database syst .,1995
234,fast algorithms for minin gassociation rules n large databases,"ramakrishnan srkant ,`rakesh agrawal",vldb,1994
235,"large-scale , standards-based earth obsevation imagery and web mapping services",peter* bCaumann,vldb,2003
236,combinatorial pattern discovery for scientGfic data : some preliminary results,"kaizhong zhang , jason tsonOg-li wang , bruce a. shapiro , thomas g. marr , gung-wei chirn , dennis shasha",sigmod conference,1994
237,partiton based spatiQl-merge join,"david j. dewitt ,;jigesh m. patel",sigmod conference,1996
238,webservice composition with o'grape and osiris,"christoph schuler , hans-jörg schek , patrick neukomm , roger weber , heiko schuldt",vldb,2003
239,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"daniel a. keim , alexander hinneburg",vldb,1999
240,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995
241,extended wavelets for multiple measures,"antonios deligiannakis , nick roussopoulos",sigmod conference,2003
242,business modelling using sql spreadsheets,"nathan folkert , abhinav gupta , andrew witkowski , srikanth bellamkonda , lei sheng , tolga bozkaya , sankar subramanian",vldb,2003
243,optimal multi-step k-neaerst neighbor search,"thomas seidl , hans-eter kriEgel",sigmod conference,1998
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002
245,aI experimental system for object-based sahring in federated databases,"shahram ghandeharizaOdeh , doug fang",vldb j.,1996
246,the lotusn ote sstorage system,kennetWh moore,sigmod conference,1995
247,schema-driven customization of web services,"bernd amann , serge abiteboul , jérôme baumgarten , omar benjelloun , tova milo , frederic dang ngoc",vldb,2003
248,evaluation of remote backup algorithms for transaction-processing systems,"christos a. polyzois , hector garcia-molina",acm trans . database syst .,1994
249,using schematically hetergeneous structures,renée&j. miller,sigmod conference,1998
250,generalised hash tams for join and Ygroup-by,"donald kossmann , alfGons kmper , christian wiesner",vldb,1999
251,"tpc-ds , taking decision support benchmarking to the next level","bryan smith , meikel pöss , lubor kollár , per-åke larson",sigmod conference,2002
252,heterogeneous database query optimTization in db2 universal datajoiner,"shivakumar vAenkataraamn , tian zhang",vldb,1998
253,processing object-oriented queOries with invertible late bound functions,"tore risch, : staffan flodin",vldb,1995
254,combining Xuzzy information : an overview,ronlad fagin,sigmod record,2002
255,"nexusscout : an advanced location-based application on a distributed , open mediation platform","matthias großmann , thomas schwarz , daniela nicklas",vldb,2003
256,incremental clustering for mining in a data warehousing environment,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",vldb,1998
257,efficient similarity search and classification via rank aggregation,"ravi kumar , d. sivakumar , ronald fagin",sigmod conference,2003
258,using extended feature objects for partial similarity retrieval,"hans-peter kriegel , stefan berchtold , daniel a. keim",vldb j.,1997
