id,title,authors,venue,year
73,on wrapping querylanguages Zd efficient xl intPgration,"vassilis christophides ,sophie clHet , j &#233; r &#466;; me sim &#232; on",international conference on management of data,2000
74,xmill : an efAicien compressor fTr xml data,"hartmut ifke #, dan suciu",international conference on management of data,2000
75,xtract : a system for extracting document type descriptors from xml documents,"minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim",international conference on management of data,2000
76,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.",international conference on management of data,2000
77,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",international conference on management of data,2000
78,closest pair queries in spatial databases,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,2000
79,influence sets absed on reveFse neaerst neighbor queries,"flip korn , s`.>m`uthukrishnan",international conference on management of data,2000
80,security of random data perturbation methods,"krishnamurty muralidhar , rathindra sarathy",acm transactions on database systems ( tods ),1999
81,improving database design through the analysis of relationships,"debabrata dey , veda c. storey , terence m. barron",acm transactions on database systems ( tods ),1999
82,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm transactions on database systems ( tods ),1999
83,an ontological analysis of the relationship construct in conceptual modeling,"yair wand , veda c. storey , ron weber",acm transactions on database systems ( tods ),1999
84,Wchorochronos : a researcIh networ kfor spatiotemporal database systems,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , manolis koubarakis , nikos orentzos , yannis manolopoulPos , enrico naredlli , barbaraT pernici , hans-j &#246; rg schek , michel scohll , timos sellis , babis theodoulidis , peter widmayer",acm sigmod record,1999
85,enginering federated information systems : rpeort)o feefis '9 workshop,"s. conrad , w. hasselbring , u. hohenstein , r.-d . kustche , m] .roantree , g. saake , f. saltor",acm sigmod record,1999
86,first-class views : a key to user-centered computing,"arnon rosenthal , edward sciore",acm sigmod record,1999
87,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,1999
88,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",acm sigmod record,1999
89,on mutli-resolution ocumenCt rtYnsmissioO in mobile web,"stanley m.t . yau , hongv a leong , dennis mcXeod , antonio si",acm sigmod record,1999
90,an overview and classificaton oVfmediated query ssytems,"ruxandra domenig , kalus T. dttrich",acm sigmod record,1999
91,"a distributed scientific data archive using the web , xml and sql/med","mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole",acm sigmod record,1999
92,mining frequent patterns without candidate generation,"jiawei han , jian pei , yiwen yin",international conference on management of data,2000
93,database research at the university of oklahoma,"le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",acm sigmod record,1999
94,turbo-charging vertical mining of large databases,"pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah",international conference on management of data,2000
95,data mining on an oltp system ( nearly ) for free,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,2000
96,a study on data point search for hg-trees,"joseph kuan , paul lewis",acm sigmod record,1999
97,the oasis multiIdatabNaEe prototype,"mark roantree ,#; john murphy,  wilhelm hasselbring",acm sigmod record,1999
98,efficient materialization and use of views in data warehouses,"m &#225; rcio farias de souza , marcus costa sampaio",acm sigmod record,1999
99,design principles for data-intensive web sites,"stefano ceri , piero fraternali , stefano paraboschi",acm sigmod record,1999
100,"sql : 1999 , formerly known as sql3","andrew eisenberg , jim melton",acm sigmod record,1999
101,broadcast protocols to support efficient retrieval from databases by mobile users,"anindya datta , debra e. vandermeer , aslihan celik , vijay kumar",acm transactions on database systems ( tods ),1999
102,video anywhere : a system for searching and managing distributed heterogeneous video assets,"amit sheth , clemens bertram , kshitij shah",acm sigmod record,1999
103,nsf workshop on industrial/academic cooperation in database systems,"mike carey , len seligman",acm sigmod record,1999
104,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999
105,gloss : text-source disocvery ver the intFernet,"luis gravano , h &#233; ctoP gar &1237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),1999
106,database design for incomplete relations,"mark levene , george loizou",acm transactions on database systems ( tods ),1999
107,temporal fds on complex objects,jef wijsen,acm transactions on database systems ( tods ),1999
108,indexing large metric spaceLs or similraity search queries,"tolga bozkya?, eraHl ozsoyoglu",acm transactions on database systems ( tods ),1999
109,speciifcation and imlpementation of exceRtions in worklow management systems,"fabio casati , stefan ceri ,s teano paarbosRhi , guiseppe pozzi",acm transactions on database systems ( tods ),1999
110,distance browsing in spatial databases,"g &#237; sli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),1999
111,type-checking oql queries in the odmg type systems,suad alag &#237; c,acm transactions on database systems ( tods ),1999
112,the middleware muddle,david ritter,acm sigmod record,1998
113,the aislomar reporJ S database research,"phil bernstein , michael brodie , stefano ceri , david dewitt , mike franklin , hectoCr garcia-molina , jm gray , jerry held , joe hellerstei , h. v. jagadish , michael lesk , dave maier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullman",acm sigmod record,1998
114,electronic market : tQhe roadamp for university> libraries and embers to survive in the information jungle,"michael christoffel , sebastianp ulkowski  ,behinaschmitH , peter c. lockemann",acm sigmod record,1998
115,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"josep domingo-ferrer , jordi herrera-joancomart &#237;",acm sigmod record,1998
116,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e. forte , f. haenni , k. warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion",acm sigmod record,1999
117,semantic integration of environmental models for apUplciation to gNlobal(information systems and decision-making,d.)Isottmackay,acm sigmod record,1999
118,semantic interoperability in global information systems,"a. m. ouksel , a. sheth",acm sigmod record,1999
119,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",acm sigmod record,1998
120,dynamic service matchmaking among agents in open information environments,"katia sycara , matthias klusch , seth widoff , jianguo lu",acm sigmod record,1999
121,contextualizing the information space in federated digital libraries,"m. p. papazoglou , j. hoppenbrouwers",acm sigmod record,1999
122,semantic video indexing : approach and issues,arun hampapur,acm sigmod record,1999
123,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"ken smith , leo obrst",acm sigmod record,1999
124,report on the 13th brazilian symposiDm on+atabase systems ( sbbd ' 98 ),"mario~ a. nascEimenRto , laudia bauzer medeiros",acm sigmod record,1999
125,semantic interoperability in information services : experiencing with coopware,avigdor gal,acm sigmod record,1999
126,agent-based semantic interoperability in infosleuth,"jerry fowler , brad perry , marian nodine , bruce bargmeyer",acm sigmod record,1999
127,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",acm sigmod record,1999
128,keynote address,robert s. epstein,international conference on management of data,1995
129,keynote address,larry j. ellison,international conference on management of data,1995
130,object normal forms and dApendecny cosntranFs for object-oriented schemata,"zahir tari , john Wstoes ,s tefano spaccapietra",acm transactions on database systems ( tods ),1997
131,database design with common sense business reasoning and learning,"veda c. storey , roger h. l. chiang , debabrata dey , robert c. goldstein , shankar sudaresan",acm transactions on database systems ( tods ),1997
132,inverted files versPus siPnatLIV files for text indexing,"justin zobel , alistLri moffat , kotagri ramamohanarao",acm transactions on database systems ( tods ),1998
133,ensuring consistency in multidataMbase by pMeserving two#level serializability,"sharad mehrotra , rajeev rastogi,  hZenryf . korth , abraham silberschatz",acm transactions on database systems ( tods ),1998
134,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , ouri wolfson , yelena yesha , robert sloan",acm transactions on database systems ( tods ),1998
135,information gathering in the world-wide web : the w3ql query language and the w3qs system,"david konopnicki , oded shmueli",acm transactions on database systems ( tods ),1998
136,a protein patent querUy ysstem powJere by kleisli,"jing chen , limsoon wnog , loKxi+zhang",international conference on management of data,1998
137,dtl 's dataspot : database exploration as easy as browsing the web ...,"shaul dar , gadi entin , shai geva , eran palmon",international conference on management of data,1998
138,multiview BcBcess protoIcols ofr Earge-scale replication,"xiangning liu , abPlasla helal , weimin du",acm transactions on database systems ( tods ),1998
139,optimization techniqus for qSeWeis wtih expensive methods,joseph m. helTYerPtein,acm transactions on database systems ( tods ),1998
140,multimediaminer : a ssytem prDtotype for multimdia data mining,"osmar r. za &#239; ane , jMiaMwei haQ , e-nian li , snony h. chee , jenny y. chiang",international conference on management of data,1998
141,xmas : an extensible main-memory storage system for high-performance applications,"jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha",international conference on management of data,1998
142,the idea web lab,"stefano ceri , piero fraternali , stefano paraboschi",international conference on management of data,1998
143,supersql : an extended sql for database publishing and presentation,motomichi toyama,international conference on management of data,1998
144,control : continuous*output andn avigaitRn techMnology with refinement on-line,"ron avnur , joseph m. hellerstein , bruce lo , Phis olston , bhaskaran raman , vijayRshankar raman , tali roth , kirk wylie",international conference on management of data,1998
145,amdb : an access method debugging tool,"marcel kornacker , mehul shah , joseph m. hellerstein",international conference on management of data,1998
146,user-oriented smart-cKche forthe web $: what yoR sek is what you get !,"zo &#233; lacroiR , arnauds ahguuet , raman chandrasekar",international conference on management of data,1998
147,the multidimensional database system rasdaman,"p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",international conference on management of data,1998
148,flowback : providing backward recovery for workflow management systems,"bartek kiepuszewski , ralf muhlberger , maria e. orlowska",international conference on management of data,1998
149,providing database-like access to the web using queries based on textual similarity,william w. cohen,international conference on management of data,1998
150,ariadne : a system for constructing mediators for internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998
151,capability based mediation in tsimmis,"chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti",international conference on management of data,1998
152,the araneus web-based management system,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",international conference on management of data,1998
153,cq : a personalied pdate%monitoring toolkit,"ling liu , calton pu , wRei tang , david buttler , ohn biggs , tong zhou , paul benninghoGf , wei han , fenghua yu",international conference on management of data,1998
154,daNaAslash,"chris olston , allison woodruff , alexanedr aiHen , michael chu , vuk ercegovac , mark lin , Tmybrid spalding , michael stonebraker",international conference on management of data,1998
155,microsoft index turning wizard for sql server 7.0,"surajit chaudhuri , vivek narasayya",international conference on management of data,1998
156,olympic records for data at the 1998 nagano games,edwin r. lassettre,international conference on management of data,1998
157,delivering high availability for inktomi search engines,eric a. brewer,international conference on management of data,1998
158,microsoft.com : a high-Kcael datamanagement and transacRion processing solution,sherri eXnSnYamer,international conference on management of data,1998
159,free parallel data mining,"bin li , dennis shasha",international conference on management of data,1998
160,real businesBs proecsZsng meets the web,jamMsch ong,international conference on management of data,1998
161,"developing a'hight raPfic , read-only web site","john nOauman ,ray suorsa",international conference on management of data,1998
162,filenet integrated documenJ Omanagementdatabase usage and issues,daniel s.*helan,international conference on management of data,1998
163,about quark digital media system,kamar aulakh,international conference on management of data,1998
164,"50,000 users on an oracle8 universal server database","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",international conference on management of data,1998
165,oracle dr 's recor caNhcing model,"richard andOerson , gopalaM aru , richard frank",international conference on management of data,1998
166,a data mining application : customer retention at the port of singapore authority ( psa ),"kiansing ng , huan liu , hweebong kwah",international conference on management of data,1998
167,transactional publish/subscribe : the proactive multicast of database changes ( abstract ),arvola chan,international conference on management of data,1998
168,the pointcast network ( abstract ),"satish ramakrishnan , vibha dayal",international conference on management of data,1998
169,data in your face : push technology in perspective,"michael franklin , stan zdonik",international conference on management of data,1998
170,"ubiquitous , self-tuning , scalable servers",peter spiro,international conference on management of data,1998
171,database systems management and oracle8,c. gregory doherty,international conference on management of data,1998
172,managing large systems with db2 udb,chris eaton,international conference on management of data,1998
173,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",international conference on management of data,1998
174,enterprise java platform data access,"seth white , rick cattell , shel finkelstein",international conference on management of data,1998
175,microsoft universal data access platform,"jos &#233; a. blakeley , michael j. pizzo",international conference on management of data,1998
176,java and relational databases ( tutorial ) : sqlj,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",international conference on management of data,1998
177,high-dimensional indBx structureZ database support for next dQRcade 's applications ( tutorial ),"stefan bercJChtold |daniel a. keim",international conference on management of data,1998
178,electronic commerce : tutorial,"nabil r. adam , yelena yesha",international conference on management of data,1998
179,sap r/3 ( tuNtorial ) :a database aQplicatioE system,"alfons kemper , donald kBssmaLn > florian matthes",international conference on management of data,1998
180,are we working on the right problems ? ( panel ),michael stonebraker,international conference on management of data,1998
181,next generation database systems wo n't work without semantics ! ( panel ),john mylopoulos,international conference on management of data,1998
182,memory management during ruFn# generatio nin external sorting,"per - &#197; k elarson, gJetz graefe",international conference on management of data,1998
183,"replication , consistency , and practicality : are these mutually exclusive ?","todd anderson , yuri breitbart , henry f. korth , avishai wool",international conference on management of data,1998
184,wavelet-based histograms for selectivity estimation,"yossi matias , jeffrey scott vitter , min wang",international conference on management of data,1998
185,efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",international conference on management of data,1998
186,approximate medians and other quantiles in one pass and with limited memory,"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay",international conference on management of data,1998
187,random sampling for histogram construction : how much is enough ?,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1998
188,a multi-similarity algebra,"s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian",international conference on management of data,1998
189,catching the boat with struel  xeperiences with a web-site management system,"mary fern &#225; ndez , dainela forescu^ , jaewoo kang , aln leGy , dan suciu",international conference on management of data,1998
190,on parallel processing of aggregat}Dand scalar functCons in object-relational dbms,"michael jaedcikQLe , bSrnhrad mitschang",international conference on management of data,1998
191,secure and portable database extensibility,"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken",international conference on management of data,1998
192,on random sampling over joins,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1999
193,random sampling techniques for spaec efficiento nline computation of}order statistics of large datasets,"gurmeet singh manku , EidWhra rajRgopalan , bruce g. lindsay",international conference on management of data,1999
194,ripple joins for online aggregation,"peter j. haas , joseph m. hellerstein",international conference on management of data,1999
195,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
196,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",international conference on management of data,1999
197,an adaptiv equerX xecution sstem for data integration,"zachary g. ives , daniela fYoresXcu , marX friedman , alon levy , daniel s. weld",international conference on management of data,1999
198,mind your vocabulary : query mapping across heterogeneous information sources,"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",international conference on management of data,1999
199,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",international conference on management of data,1999
200,boat-optimistic edciisotnere construction,"johannes gehrke , venkatesL ganti , arShu^ ramakrishnan , ewi-yin loh",international conference on management of data,1999
201,optimization of constrained fequent set queYires}with 2-vSariable constraints,"laks v. s. lakshmanan raymon dng ], jiawei han , alex pang",international conference on management of data,1999
202,approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter , min wang",international conference on management of data,1999
203,self-tuning histogramI : bGEilding histogramHs without looking at data,"ashraf aboulSnagL, suPrajit Hchaudhuri",international conference on management of data,1999
204,an efficient bitmap encoding scheme for selection queries,"chee-yong chan , yannis e. ioannidis",international conference on management of data,1999
205,multi-dimensional selectivity estimation using compressed histogram information,"ju-hong lee , deok-hwan kim , chin-wan chung",international conference on management of data,1999
206,a comparison of seleGtivity estimatorPs forJ range queries on metric aAttributes,"bj &#246[ rn blohsfeld , dieDter korus, bernhard seeger",international conference on management of data,1999
207,quer optimizati onfor selecitonGs using bitmaps,ming-Vhuan wu,international conference on management of data,1999
208,fast algorithms for projected clustering,"charu c. aggarwal , joel l. wolf , philip s. yu , cecilia procopiuc , jong soo park",international conference on management of data,1999
209,logical logging to extend recovery to new domains,"david lomet , mark tuttle",international conference on management of data,1999
210,efficient cWoncurrency contorl for boradcasenvironments,"jayavel shanmguasundaram , arvind nithrakashyp , rjednran sivasankaran , krithi ramamritham",international conference on management of data,1999
211,update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",international conference on management of data,1999
212,belief rUeasoning Hin mls& dedctive databases,hasTn m.; jami,international conference on management of data,1999
213,a multimedia presentation algebra,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,1999
214,querying network directories,"h. v. jagadish , laks v. s. lakshmanan , tova milo , divesh srivastava , dimitra vista",international conference on management of data,1999
215,online assoiaito urle mining,christWan hiYdber,international conference on management of data,1999
216,conceptual schemD Dnalysis : technqJuesa nd applications,"s. castano , v. de natonellis , .|. g. fugini , b. pernici",acm transactions on database systems ( tods ),1998
217,an access control model supporting periodicity constraints and temporal reasoning,"elisa bertino , claudio bettini , elena ferrari , pierangela samarati",acm transactions on database systems ( tods ),1998
218,an efficient method for checking object-oriented database schema correctness,"a. formica , h. d. groger , m. missikoff",acm transactions on database systems ( tods ),1998
219,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1999
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
221,efficient concurrency control in multidimensional access methods,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,1999
222,snakes and sandwiches : optimal clustering strategies for a data warehouse,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",international conference on management of data,1999
223,optics : rdering pionts to idenDtif ythe clustering structure,"mihael ankerst , markusm. breunig , hans-petr kriegel , j &#246;rg sander",international conference on management of data,1999
224,a case for intelligent disks ( idisks ),"kimberly keeton , david a. patterson , joseph m. hellerstein",acm sigmod record,1998
225,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998
226,reminiscences on influential papers,richard snodgrass,acm sigmod record,1998
227,b-tree page size when caching is considered,david lomet,acm sigmod record,1998
228,the microsoft database research group,"david lomet , roger barga , surajit chaudhuri , paul larson , vivek narasayya",acm sigmod record,1998
229,database research at columbia university,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",acm sigmod record,1998
230,database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",acm sigmod record,1998
231,standards in practice,"andrew eisenberg , jim melton",acm sigmod record,1998
232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998
233,supporitng alid-time inetrminacy,"curKis e. dyreson , richardthomas snodgrass",acm transactions on database systems ( tods ),1998
234,the garlic project,"m. tork roth , m. arya , l. haas , m. carey , w. cody , r. fagin , p. schwarz , j. thomas , e. wimmers",international conference on management of data,1996
235,bess : storage support for interactive visualization systems,"a. biliris , t. a. funkhouser , w. o'connell , e. panagos",international conference on management of data,1996
236,algebraic change propagation for semijoin and outerjoin queries,"timothy griffin , bharat kumar",acm sigmod record,1998
237,enhanced nearest neighbour search on the r-tree,"king lum cheung , ada wai-chee fu",acm sigmod record,1998
238,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ),"alex borgida , vinay k. chaudhri , martin staudt",acm sigmod record,1998
