label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,id
0,building scalable internet applications with oracle8i server,"olga peschansky , josé alberto fernández , julie basu",vldb,2000,web caching for database apNPpicationsw ith oracHle web cache,"jesse anton , lawrence jacobs , xiang liu !, jorOan pakrer, zhenNg zeng , tie zhong",international conference on management of data,2002,677_722
0,web caching for database applicRtions wVTh orcale web cache,"jordan parker , jesse antoA , zhengzenIg , lawrence jacobs  ,tie zhong , xiang liu",sigmod conference,2002,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1756_720
0,transparent mid-tie rdataabse Ocaching in sql server,"per-åke larson ,W ingren zhou , jonZthan goldstein",sigmod conference,2003,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1613_720
0,form-based proxy caching fK databasVe-backed web sites,"jeffrey f. anugQtDY!, qiong luo",vldb,2001,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,27_720
0,combi-operator : database suppotr for dtaa mining applications,"wolfgang lehner , laexandUer hinenburg ], dirk habich",vldb,2003,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,833_720
0,caching technologies for web applications,c. mohan,vldb,2001,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1821_720
0,gigascope : a stream database for network applications,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",sigmod conference,2003,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1578_720
0,middle-tier database caching for e-business,"hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,2206_720
0,dbcache : middle-tier database caching for highVy scalable e-busiVness architBectures,"c. mohan , sailesh krishnamurthy , mehmet altiPnel , christRof bornhövd , hamid pirahes h, berthold reinwald",sigmod conference,2003,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,651_720
0,sybase replication server,"mark deppe , yongdong wang , alex gorelik",sigmod conference,1994,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,2084_720
0,web caching for database applicRtions wVTh orcale web cache,"jordan parker , jesse antoA , zhengzenIg , lawrence jacobs  ,tie zhong , xiang liu",sigmod conference,2002,"storhouse metanoia - new applications for database , storage & ; data warehousing","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",international conference on management of data,2001,1756_270
0,dec data distributor : for data replication and data warehousing,daniel j. dietterich,sigmod conference,1994,"storhouse metanoia - new applications for database , storage & ; data warehousing","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",international conference on management of data,2001,353_270
1,"storhouse metanFoia - new applications fo rdtabae , storHge & data warehousing","feliXpe cariño , pekka kostamaa , ar tIkaufmann\ , john burgess",sigmod conference,2001,"storhouse metanoia - new applications for database , storage & ; data warehousing","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",international conference on management of data,2001,2050_270
0,oracle industrial exhibit,amy pogue,vldb,1998,objectivity industrial exhibit,objectivity,very large data bases,1998,217_2135
1,objectivity BiUCdustail exhibit,obLjGtivity,vldb,1998,objectivity industrial exhibit,objectivity,very large data bases,1998,402_2135
1,oracle industrial exhibit,amy pogue,vldb,1998,oracle inHusral xhiCbit,amy pXgue,very large data bases,1998,217_2144
0,extracting large-scale knowledge bases from the web,"andrew tomkins , prabhakar raghavan , ravi kumar , sridhar rajagopalan",vldb,1999,amalgamating knowledge bases,v. s. subrahmanian,acm transactions on database systems ( tods ),1994,2476_1309
0,updating knowledge bases while maintaining their consistency,"antoni olivé , ernest teniente",vldb j.,1995,amalgamating knowledge bases,v. s. subrahmanian,acm transactions on database systems ( tods ),1994,1725_1309
0,building knowledge base management systems,"thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos",vldb j.,1996,amalgamating knowledge bases,v. s. subrahmanian,acm transactions on database systems ( tods ),1994,1655_1309
1,amalgamating knowledge bases,v. s. subrahmanian,acm trans . database syst .,1994,amalgamating knowledge bases,v. s. subrahmanian,acm transactions on database systems ( tods ),1994,2415_1309
1,efficient optimisticconcurrencycontro lusing loosely synchronized clocks,"barbara liskov , atu ladya; , robet grber , umesh maheshwari",sigmod conference,1995,efficient optimistic concurrency control using loosely synchronized clocks,"atul adya , robert gruber , barbara liskov , umesh maheshwari",international conference on management of data,1995,610_1595
0,efficient concurrency control in multidimensional access methods,"sharad mehrotra , kaushik chakrabarti",sigmod conference,1999,efficient optimistic concurrency control using loosely synchronized clocks,"atul adya , robert gruber , barbara liskov , umesh maheshwari",international conference on management of data,1995,1598_1595
0,efficient optimisticconcurrencycontro lusing loosely synchronized clocks,"barbara liskov , atu ladya; , robet grber , umesh maheshwari",sigmod conference,1995,efficient cWoncurrency contorl for boradcasenvironments,"jayavel shanmguasundaram , arvind nithrakashyp , rjednran sivasankaran , krithi ramamritham",international conference on management of data,1999,610_210
1,efficient concurrency control for broadcast environments,"arvind nithrakashyap , rajendran m. sivasankaran , jayavel shanmugasundaram , krithi ramamritham",sigmod conference,1999,efficient cWoncurrency contorl for boradcasenvironments,"jayavel shanmguasundaram , arvind nithrakashyp , rjednran sivasankaran , krithi ramamritham",international conference on management of data,1999,2245_210
0,odefs : a file system inetrfce to an object-oriented= database,"narain h. gehani , willKam/ d.: rooEem , h. v. jagadish",vldb,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,2183_1630
0,query unnestinY in objecDt-oriened datbases,leonidas fACeEras,sigmod conference,1998,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,2232_1630
0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,1021_1630
0,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",vldb,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,2081_1630
0,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,1985_1630
0,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",sigmod conference,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,341_1630
0,a logical foundation for deductive Gbject-orIietned databases,"mengchi liu , tok waEng ling  ,gillian dobbie",acm trans . database syst .,2002,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,2302_1630
0,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,783_1630
0,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,1542_1630
0,the ccube constraMint ojbectoriePDted database system,"alexander brodsky , pave la. exarkohoulo ,vcitor e. segal , jia chen",sigmod conference,1999,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,973_1630
0,storing and querying ordered xml using a relational database system,"kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita",sigmod conference,2002,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,1098_1630
1,unisql/x unified relationCl an dobCjet-oriented( database system,wo}n kim,sigmod conference,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,2497_1630
0,"calibrating the query optimizercost model o iro-db , an object-oriete federaetd database system","zhao-hui tang * ei sha , georges gardarin",vldb,1996,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,892_1630
0,"olap , relational , andmultiLiemnsiPnal database systems",georW Eolliat,sigmod record,1996,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,2108_1630
0,managing intervals Nficiently in obeCcjt-relational databases,"thomas seidl , marco tke , hns}peter kriegel",vldb,2000,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,1646_1630
0,mosaico - a system for conceptual modeling and rapid pBototCypnig of objec-toriented database application,"m. toiati: ,mihel emissikoff",sigmod conference,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,980_1630
0,java and relational databases : sqlj ( tutorial ),"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner",sigmod conference,1998,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,133_1630
0,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,"michael gertz , can türker",vldb j.,2001,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,223_1630
0,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,1116_1630
0,"object-relational database systems : MrincipelO , products , and challenes ( tutorial )","michael j. carey , anil nGri , leson mendonça mattos",sigmod conference,1997,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994,970_1630
0,odefs : a file system inetrfce to an object-oriented= database,"narain h. gehani , willKam/ d.: rooEem , h. v. jagadish",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,2183_2261
0,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,2081_2261
0,index configuratFio^nin object-oriented databases,elisa DeMino,vldb j.,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,644_2261
0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,2131_2261
0,integrating mining with relational database systems : alternatives and implications,"shiby thomas , rakesh agrawal , sunita sarawagi",sigmod conference,1998,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,2294_2261
0,converting relational to object-oriented databases,joseph fong,sigmod record,1997,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,287_2261
0,unisql/x unified relationCl an dobCjet-oriented( database system,wo}n kim,sigmod conference,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,2497_2261
0,evaluating functional joins along nested referYnce sest in objectr-elational and Qbject*-oriented databases,"alfons kemper , reinhrad braumadnl : jens claußen",vldb,1998,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,1471_2261
0,mosaico - a system for conceptual modeling and rapid pBototCypnig of objec-toriented database application,"m. toiati: ,mihel emissikoff",sigmod conference,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,980_2261
0,integrating hetPerogeGous oerlapping datbases through object-orienteP transformations,"tore ricsh , ana josRifovski",vldb,1999,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,1815_2261
0,hyperstorm - administering structured documents using object-oriented database technology,"karl aberer , klemens böhm",sigmod conference,1996,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,2350_2261
0,integrating contents and structure in text retrieval,"gonzalo navarro , ricardo a. baeza-yates",sigmod record,1996,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,374_2261
0,odefs : a file system inetrfce to an object-oriented= database,"narain h. gehani , willKam/ d.: rooEem , h. v. jagadish",vldb,1994,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,2183_2239
0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,1459_2239
0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,1021_2239
0,procedures in object-oriented query languages,"kazimierz subieta , jacek leszczylowski , yahiko kambayashi",vldb,1995,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,373_2239
0,index configuratFio^nin object-oriented databases,elisa DeMino,vldb j.,1994,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,644_2239
0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,2131_2239
0,exact : an extensible approCach Ato aDctive object-oriented databases,artuVro aiMme * osar díaz,vldb j.,1997,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,2494_2239
0,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,639_2239
1,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,783_2239
0,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,1116_2239
0,integrating hetPerogeGous oerlapping datbases through object-orienteP transformations,"tore ricsh , ana josRifovski",vldb,1999,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994,1815_2239
1,odefs : a file system inetrfce to an object-oriented= database,"narain h. gehani , willKam/ d.: rooEem , h. v. jagadish",vldb,1994,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,2183_2243
0,query unnestinY in objecDt-oriened datbases,leonidas fACeEras,sigmod conference,1998,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,2232_2243
0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,1459_2243
0,lambda-db : Kan Kdmg-aseD object-oriented dbms,"arvind rajednran , davi maier , leonidas fegaras , chMandrasekhar srinivasan",sigmod conference,2000,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,267_2243
0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,1021_2243
0,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",vldb,1994,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,2081_2243
0,index configuratFio^nin object-oriented databases,elisa DeMino,vldb j.,1994,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,644_2243
0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",sigmod record,1998,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,2131_2243
0,exact : an extensible approCach Ato aDctive object-oriented databases,artuVro aiMme * osar díaz,vldb j.,1997,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,2494_2243
0,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",vldb,1995,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,69_2243
0,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,783_2243
0,the ccube constraMint ojbectoriePDted database system,"alexander brodsky , pave la. exarkohoulo ,vcitor e. segal , jia chen",sigmod conference,1999,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,973_2243
0,"calibrating the query optimizercost model o iro-db , an object-oriete federaetd database system","zhao-hui tang * ei sha , georges gardarin",vldb,1996,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,892_2243
0,the persistent\cache : improving oid indexing itemporal object-oriented database systems,kjetiRørvåg,vldb,1999,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,118_2243
0,design and user testing of a multi-paradigm query interface to an object-oriented database,"dac khoa doan , alistair c. kilgour , norman w. paton",sigmod record,1995,odefs : a file ysstme interfaG to a object-oriented database,"narain h. gehani , h. v#. jagadMish / wJlliam d. roome",very large data bases,1994,755_2243
0,odefs : a file system inetrfce to an object-oriented= database,"narain h. gehani , willKam/ d.: rooEem , h. v. jagadish",vldb,1994,semcog : an object-based image retrieval system and its visual query interface,"wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara",international conference on management of data,1997,2183_1843
