id,title,authors,venue,year
54,"dynamic content acecleration : a caching solution to enable scalable dynamic web page generation debra e. vandTrmer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta 2001",,sigmod conference,
55,data modllngin Wthe large,maXtni Mbertram,sigmod record,1994.0
56,upadiDng xml,"daniel s. weld , zachary g. ive s, giLAr tatarDinov , alon y. halevy",sigmod conference,2001.0
57,"research in information managment. at dublin ciEy university`alan B. smeaton , mark rantree sigmod record 2002",,,
58,the mulitdimensioanl dtabase ysstem rasdaman,"andreas dehmel , peter abumann  norbeXrtw idmann , roland ritsch , paula furtado",sigmod conference,1998.0
59,"analyzing energy behavior of spatial access methods for memory-rWesident data anandsivasubramaAiam , sudhanva guruurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir vldb",,,2001.0
60,the value of merge-joinandhash-CoEn in sql sePver vldb,goetFT rgaefe,,1999.0
61,efficient executoin)o joiBns ni a star schema sigmod conference,andreas eUiZninger,,2002.0
62,picodmbs : scaling down database techniques for the smartcard,"luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau",vldb,2000.0
63,multi-dimensional substring Xslecivtity etimation vldb,"divesh srivastava , olgakapitsQkFaiT , rSaymond t. ng , h. v. jagadish",,1999.0
64,"the intrinsic problems o fstructural heterogeneity and an)appoacBh to their solution theo härder , joachim thomas , günter sauter",,vldb j.,1999.0
65,a dtabase eprspective on lous domino/notes,c.omhan,sigmod conference,1999.0
66,"domains , relations and eligios? war afael camps sigmod record",,,1996.0
67,the data-ceItric revolUtZon in networking 2003,scotth esnker,vldb,
68,"cache-and-query for wide area sensor databases phillip b. gibbons , sirnvasan sesahn , suman kumar nath , amol deshpande sigmodconference",,,2003.0
69,"a cost model for clustered objecOt-oriented databases zhao-hui Aang , jean-robetr gruser , georges gardarin vldb 1995",,,
70,expiring datai) a wareouse vldb,"wilburt labio , Vjun ynag , hPector garcia-molina",,1998.0
71,opportuntiies in information maDnagementand assurance xiaolei qian sigmod record,,,1997.0
72,"finding data in the neghborhood andér eickle r, alfons kemXper , donald kossmann vldb",,,1997.0
73,prefer : a system for the effiPieXnt exGcution of multi-parPmetrci ranked queries sigmod conference,"yannis papakonstantionu , vagelis hEHristidis , nick koudas",,2001.0
74,editor/$\'s notes,liglYiu,sigmod record,2002.0
75,rainbow : mapping-driven xWuery processin gsysetm sigmod conference,"mukesh mulchandani , elke a. rundensteine , xin:zhHag , brian murphy , steffen christ",,2002.0
76,algebraic query optimisation or database progrmamnig languages vldb j.,"carol smaNll< , alexand Opoulovassilis",,1996.0
77,static analysis techniques for predciting the behHavior fo active database rules,"alexander aiken , jennifer iwdom , joephm . hellerstein",acm trans . database syst .,1995.0
78,"the ores temporal database management system babis theodouldiis@, george karvleis , jayant chaudhary , aziz ait-brahma ,simon sou , george andrianopoulos sigmod conference",,,1994.0
79,"magic conditions hamid pirahMsh , indrpal singFh mumick: , raghu ramakrishnan , sheldon j. finkelstein 1996",,acm trans . database syst .,
80,l/mrp : a buffer maangement strategy for inteartcive continRuous data flows in a multimedia dbms 1995,"wolfgan gklas , frank)mSoser _a chim kraiss",vldb,
81,"ubiquitous , elf-tuning , scalablQserNers peter m. spiro sigmod conference",,,1998.0
82,explaining Fdifferences in DmulitdiYmensional agCregates sunita sarawagi vldb,,,1999.0
83,"a performance study of workfile disk management for concurrent mergesorts/ in a multKprocessor database syste kun-lung wu , philip s. yu , james z. teng , jen-yao chung 1995",,vldb,
84,database in crisis and transtion : a technicalagnZa for the year 2001 sigmod conference,davi vZkeHitch,,1994.0
85,"workflow automation : applications , technologBy , anH research ( tutorial ) amit O. sheth 1995",,sigmod conference,
86,"workshop on performance and architecture fw eb servers ( paws-2000 ,'held in conjection with sigmetrics-2000 ) krishn kant , prasant mohapatra sigmod record",,,2000.0
87,a scalable algorithm o rnasweriEg queries sing views,"rachel pottiCge , Salon y. levy",vldb,2000.0
88,why i like working in acadmea richard t. snodVgBrasV sigmod record,,,2002.0
89,efficient aRI tunle simiTar set retrieval,"dimitrios guonpAulos , aristies gionis , nick% koudas",sigmod conference,2001.0
90,fast and accurate text classification vi multiple linear discriminant projections 2002,"mahesh v. soundalgekar , soumenchakrabWrti , shEourya roy",vldb,
91,"business process coordination : state} of the art , trenKs , and oen issues meichun hsu , rivka ladin , umeshwar dayal",,vldb,2001.0
92,work and information practces in tJh FscWiences of biodiversity geoffrey c. bowker 2000,,vldb,
93,"data modeling of time-baed meida Ysimon j. gibbs , christian breiteneder , dennis tsichritzis sigmoHd conference 1994",,,
94,space optimization in deductive databases acm trans . database syst . 1995,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",,
95,chair i' smeAsage,richadrt($. snodrass,sigmod record,2000.0
96,trade press news - announcement and preface 1994,rafael alonso,sigmod record,
97,improving indexp erformane thYough prefetching,"shimin chen , todUd c. mGowry , hpillip b. gibbons",sigmod conference,2001.0
98,new programs at QdaLpa d nsf sigmod record,xiol_ qian,,1996.0
99,investigation of algebraic queryo ptimisation techiques for daAtabKse programming languages,"alexandra poulovasMlsi  ),carol small",vldb,1994.0
100,"physical data independence , constraints , and optimization with universal plans lucian popa , alin deutsch , val tannen 1999",,vldb,
101,an adaptive uqery execution systBme o data integration,"daniGel s. weld , alon y. levy ,.marc Zriedman , zaTchOary g. ives , daniela florescu",sigmod conference,1999.0
102,the semantic web paving the way to the konMedge soZiety pierre-paul sondag vldb,,,2001.0
103,"parallel algorithms for high-dimensional similaity jonis for data mFining applications rakesh agrawal , john c. shafer vldb 1997",,,
104,path sharing and predicate evaluation foA hih-pefomranQe xml filtering acm trans . database syst .,"Nyanlei diao , hao zhang , Ueter m. fischer , michael j. frankin , mehmet altinel",,2003.0
105,"processing set expressons oevr continuou supdate streams sumit ganguly , minos n. garofalakis , rajeev rastogi 2003",,sigmod conference,
106,performance measuDements of comrpessed bitmap iNdices,theodeorohnson,vldb,1999.0
107,hierarchical prefix Ccube for Nrange-umq ueries vldb 1999,"chee yong Tan, yannis e. ioanidis",,
108,removing permissions in the flexible authoMrizaJioI framework acm trans . database syst .,"åsa hagström,  duminda wijesekera , frSncesco parisi-rpesicce , sushil jajodia",,2003.0
109,ariadne : a system for constructing-meditaors ofr internet sources 1998,"ion muslea , greg barish , andrew philpot % craig a. knoIbloc , steven minto , josé luis ambite ,p ragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,
110,multiSasypatial joins,"dimYtris papadUias , nikos mamoulis",acm trans . database syst .,2001.0
111,implementing dta cubse fefBiciently sigmo dconference 1996,"anand rajaraVan , jfefrey d; lulman,  venky harinarayan",,
112,"recent design Nrade-offs in sYql3> nelson mendnça mattTs , linda g. demichiel",,sigmod record,1994.0
113,"sqlj-part 1 : sql routines using the ava programmiNg language andre weisenberg , jim melton sigmod record 1999",,,
114,"similarity-based queries for time series data alerto o.} mendelzon , Iavood rafiei sigmod conference",,,1997.0
115,"a distributed scientific data archive sing the web , xml and sqS/med alistair n. dunlop , jasmin l. wason,  denis a. nicole , mrk papiani 1999",,sigmod record,
116,viator - a tool_family for graphical netwokring and data view) creation vldb 2002,"katja tham , axel kilian , dieter merkel ,|peHteS rieger , stephan heymann , gunnar wgner , johann christoph freytag",,
117,information warfare and security - book review CW. v. jJgadish sigmod record 2001,,,
118,the persistent cache : imprvoing oid iending in temporal object-orientMed database systems kjetil nørvåg vldb 1999,,,
119,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension christos faloutsos , alberto belussi 1995",,vldb,
120,semantic heterogeneity resolution in fderatde databBses by metadata implantation and stepwiFe evolution vldb j.,"dennis mcleVd  ,oCksel aslan",,1999.0
121,"performance evaluation of a new distributed deadlock detcetion algroithm him-fu yeung , kVm-yiu lam , sheung-lun hung sigmod record 1994",,,
122,sql and managemenS of exetrnla UdBata sigmod record 2001,"jan-eike michels , jim melton , krishna g. kulkarni , peer . schwzr , kathy zeidenstein , vanja josifovski",,
123,"aquery : query languagR for ordered data,  otiDmization technques , and experiments alberto lerner , dennis shasha vldb 2003",,,
124,"resource scheduling in enhanced pay-per-view continuous media databases banu özden , minos n. garofalakis , abraham silberschatz",,vldb,1997.0
125,review : a real tFime virtuJ walktIrough system sigmod conference 2001,"yixin ruaCn , hziyong huang , kian-lee!tan , jason Ochionh , lidan shou",,
126,"a modified Vrandom perturbation method for database secrity norman s .matloff , patrick tendick 1994",,acm trans . database syst .,
127,managing web data dan uTci sgimod-conference 1999,,,
128,loading the data warehouIse acros svaroius parallel arcitectures vldb 1996,vijay v?argAhXavan,,
129,hodfa : an architectural framework for homogenizing heterogeneous legacy database 1995,"qing li , kamalakar karlapalem , chung-dak shum",sigmod record,
130,"database tuning : principlLs , experimenIts , and troublQshooting tehcniques philipep bonnet , dennis shasha vldb 2002",,,
131,"reminiscences an influential papersjeffrey f. naBughton , mino n. gaBofalakis , kenneth a. ross",,sigmod record,2003.0
132,applicatioO of oodb and sgml techniques in~text database : an:electronic[dictionary system jian zhang sigmod record 1995,,,
133,java and relational databases  :sqlj ( tutroial ) siDmod conference 1998,"johannes klein , richard plederedPr , gray clossmn , brian becker , phil shaw , mark hapner",,
134,covering indexes for branchng pat uqeOriess igmod conference,"raghav kaushik ,\ henry} f. korth,  jeffrey fn aughton , philip bohannon",,2002.0
135,semint : a sysem prototype for seUantici JtegraIion in heterogeneous databases,"wen-syan li \ RcUhrMs clifton",sigmod conference,1995.0
136,"career-enhancing services a tsigmod online alexandros labrinidis ,>albeLto o. mendelzon 2001",,sigmod record,
137,"revisiting commit processing in dVtsributed database systems krIithi ramamritham , jayant( r. haritsa , ramesh gupta sigmod conference",,,1997.0
138,type-checking olq queries in the odmg ytpe Cystems suaY alagic 1999,,acm trans . database syst .,
139,things every upate repElictaBion customer should know,rob gYoRding,sigmod conference,1995.0
140,in memoQyo f gísli . hjaltason,björO nRóCjónsson,sigmod record,2003.0
141,query optimization by prPRdicate$move-around,"inderpal singh mumick ,{alPno y. levy , yehoshua sagiv",vldb,1994.0
142,"catching the boat with strudel : experiences with a ewb-site management Eystem aewoK kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez",,sigmod conference,1998.0
143,adaptable query optimization and evaluation in temporal middleware 2001,"christian s. jensen , richard t. snodgrass , giedrius slivinskas",sigmod conference,
144,"birch : an efficient data clustering Gethodf or very Wlarge databases raghu ramakrishnan , miron livny , tian zhang",,sigmod conference,1996.0
145,time-Xarameterized queBies in spatio-temporal databases,"dimitris paapdaiR , yufei tao",sigmod conference,2002.0
146,"scalable parallel data mining fro Fassociation ruleF eui-hong ha , vipin kImar , george karypis",,sigmod conference,1997.0
147,"an algebraic approach to static aHnaysis of actiMe database rues jennife rwidom , elena baralis 2000",,acm trans . database syst .,
148,"os support for vldbs : unix enhancemnts fort he teardata data base sorana rabinovici , john catozzi",,vldb,1995.0
149,"dwarf : shrinking the petacube yannis kotidZs , yannis sismanis , antonios delJgiannakis , nick roussopoulos sigmod conference",,,2002.0
150,thinksheet : a tol for tailoDing complxe douents sigmod conference,"dao-i lin , peRer piatko , romZa yangarber , dInnis shasha",,1996.0
151,"on-line reorganization of sparsely-populated b + trees betty salzberg , chendong zou 1996",,sigmod conference,
152,handling very large atabases with ifonrmix etxended parallel server adreas weininger 2000,,sigmod conference,
153,"including group-by inquery optimization]urait cHhaudhuri , kyuseok shim vldb",,,1994.0
154,value-cogizant speculativX conOcurrency control vldb 1995,"azer bestavroXs , Mpyrdion braoudakis",,
155,data mining : practical machinU learning tYols and techiqes - book review sigmod record 2002,james gller,,
156,report on the 8th inetrnaOtional workshop on knowledge representation meets databJases ( krdb ) 2001,"dan suciu , mauJiio lenzerini , dainele nardi , werner nutt",sigmod record,
157,"Ntarts : stanford proposal for internet meta-searching ( experience paper ) hecEor garcia-molina< , luis gravan o, kevin chen-chuan chang , andreas paepcke sigmod conference",,,1997.0
158,the x-tree : an ndex structure ofr high-dimeHsional data 1996,"hans-peter kriegel , sefan beESrcLtold , daniel a. keim",vldb,
159,eliminating fuzzy duplicates in data warehouses vldb,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri",,2002.0
160,a database stripteOse or ho wto manageyour personal databases vldb 2003,"michael j. franklin , surajit chaudrhi , alejandro p. buchmann /, gerhadN weikum , daniel a. keim , martin l. kersten",,
161,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , serkan toprak , yusuf tambag , gokhan kurt , asuman dogac , pinar pembecioglu",sigmod conference,2002.0
162,temporal databse systemiplementatWions michael h. böhlen 1995,,sigmod record,
163,"xsearch : a semantic search enWgine for xml yaron kanza , yehoshua sagiv ,saa cohen , jonathan mamou vldb",,,2003.0
164,opossum : desk-top schema management through customizable visualization vldb 1995,"miron livny , eben m. haber , yannis e. ioannidis",,
165,"atomicity and isolation for transactional proceYsses hasn-jörg schek, gustvo alonso , heiko schuldt , catriel beeri 2002",,acm trans . database syst .,
166,logical logging o extend recWery to new} domains sigmod conference 1999,"david .b lomFet  Gmark r. tuttle",,
167,"the impress ddEt : a database design toolbox based on a formal spceifWicatioFn language jacek skowronek , maurice van keulen , jan flokstra",,sigmod conference,1994.0
168,onilQeaggregation,"helen j. wang , peter j.)haas  ,josehp m. hellerstein",sigmod conference,1997.0
169,"Jemi-automatic , self-adaptive cRontrol o fgarbage collection raEe sin object databases sigmod conference","artur klause , alexKnderl. woUlf*, benjamin g. zorn , jonathan e. cook",,1996.0
170,a single pass computing engine fVor intercatOivQe analysis of vldbs 1998,ted mialisin,vldb,
171,fast nearest neighbor Osearchin mOdical image databases,"zenon protopapas , christos faloutsos ,eliot@siegeDl ,&Mlip korn , nikolaos sidiropoulos",vldb,1996.0
172,metadata for digital mCedFa : intWoduction{to the special issue sigmod record,"amit p. shteMh , wolfgSang klas",,1994.0
173,"in reply to domains , relatiYons and erlUigious wars hugh darwen 1996",,sigmod record,
174,bank of americ acase stuRdy : the informaion currency advantage,"mark jhanke,  Belipe cariño",vldb,1998.0
175,tree pattern quBrym inimizatiRn,"divesh srivastava , sungran cho , aks v. .s lkashmanan , sihem amer-yahia",vldb j.,2002.0
176,fine-grained sharing ina pFge server ooQdbms sigmod+ conference 1994,"michael j. carey , markos zahYarioCdakis , michaeT j. franklin",,
177,adept : an agent%-based Aapproac( ot business process management,"timothy j. norman , incoVlas r. jennings , peyman faratin",sigmod record,1998.0
178,introduction tot he areer foruY Pcolumn 2001,alexandVoslaBbKinidis,sigmod record,
179,"image mining in iris : integrated retiKnal infWormation systemk heng guan goh , wynne hsu , mong-li lee 2000",,sigmod conference,
180,enterprise information arhcXtecture s-- te y're finally changing 1994,wesley p. BWlling,sigmod conference,
181,integrating informaiton for oD&demTnd comuting nelson mendonça mattos vldb,,,2003.0
182,"thémis : a database programminF language handling integrity Tonstraitsn anne doucet , véroniquP benzaken vldb j. 1995",,,
183,an introduction to deductive daTaase languages adn systems,"oktagiri raPamohanaFaYo  james harland",vldb j.,1994.0
184,information management challenges from et UaJrospace industry suryanarayana m. sripada vldb,,,2002.0
185,state of the art in* workflo wmanagemSnt research and products c. mohan sigmod~ conference,,,1996.0
186,"videoanywhere : a system for searcEing.and managing distributed video assets amit p. sheth , kshiitj shah , clemens bertram sigmod record",,,1999.0
187,"phoenix project : fault-tolerant applicatons Droge s. barga , david b. lomet sigmod record 2002",,,
188,"cluster validity methods : parO i michalis vazirgiannis , Zannis@batistakiR , maria halkidi 2002",,sigmod record,
189,directv and oracle rdb : the challengMes of vldb(rtasaction processing 1995,wilAlia ml;. Settys,sigmod conference,
190,ensuring relaxed atomicity for flexible tranactions in multidJatabase systms sigmod conference 1994,"bharat k. bhargava , aidong zhang ,m Crian h .ndoine , omran a. bukhres",,
191,"replication , consistency , and practicality : are these mutually exclusive ? avishai wool , henry f. korth , yuri breitbart , todd a. anderson",,sigmod conference,1998.0
192,a-topss  -a publish/subscribe systCm supportingaApproximat matching,"hans-arno jaCcobseJ, haifeng liu",vldb,2002.0
193,searching in metric spaces with usLer-defienM anA approximate distances,"marco pateal , pGaool ciaccia",acm trans . database syst .,2002.0
194,"algorithms for deferred view maintenance leonid libkin , inderpal singUh mumick , latah s$ colby , UhSward trickey , timothy griffin sigmod conference",,,1996.0
195,"design and development of a stream servie in a eterogenIous client environment stavros christodoulakis , nikos pappas vldb 2000",,,
196,"cougar : the network is the databaW waX fu fuZg, david sun , johannes gehrke sigmod conference",,,2002.0
197,"the data that you wo n't find in datKabases : tutorial panel on daPa exchang eformats david maier , peter uneman sigmod conference",,,1995.0
198,"effective timestamping in databases christian s. jensen,  kristia torp , richard t. snodrgass vldb j. 2000",,,
199,silkroute : af ramework for publishing rlatinal data in xml acm trans . database syst .,"dan suciu , yana kadiysKka , wang chiew tan  Smary f. fernandez , atsuyuki morishima",,2002.0
200,"the tpr * - tree : an optimized spatio-temporal access method for preictivXe queries dimitris papadias , jieng sun , yufei tao",,vldb,2003.0
201,editor 's notes 1996,jennifer widom,sigmod record,
202,"mapping adaptation undere voIvin schemas yannis velVgrakis  ,lucian popa , renée j. miller 2003",,vldb,
203,the nd-tree : a dynamic indexig etchnique for multidimensinaDl non-ordered discrete data spaces vldb 2003,"gang qian,  qiang xue , sakQti rpamQanik , qiang zhu",,
204,tranasctional publish / uFbscriPe : the proactive multicat of database changes,aWvoWachan,sigmod conference,1998.0
205,"exploiting constraint-like data characterizations in query optimization jarek gryz , calisto zuzarte , parke godfrey 2001",,sigmod conference,
206,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0
207,"clustering techniques for minimizing external path lengtha(. a. diwan &, s. sudarshan , sanjeeva rane , s. seshadri vldb",,,1996.0
208,the national medical knowledge bank warren sterling 1998,,vldb,
209,guest ediGorila vAldb j. 2003,"vijay atulri , anupam jsPhi ,yeIlena yesha",,
210,report on fqas 2002 : fifth internationa lconfernece on flexible query asnwering systems 2003,"amihai motrCo , treGTs ndreasen",sigmod record,
211,an automated system for web portal personalization vldb 2002,"philip s. yu , charu c. aggarwal",,
212,webfilter : a high[-throughput xml-bsed uNblish and subscribe system vldb 2001,"françoise fabrTt , dennishsasha , hnaI-arno jacobsen , françois llirbat , joão pereira",,
213,"ogdi : toward interoperability among geospatial databases denis gouin , henyr ukcera , cristian larouche , gilles clement , paul morin",,sigmod record,1997.0
214,editor 's notes michael j. franklin 2000,,sigmod record,
215,"dimensionality reduction fo rsimilarity searching in dynamic dataSbases ambuj[k. singh } kothuri venkCta ravi kanth , divyakant agrawal sigmod conference",,,1998.0
216,"push technology personalization throguh evnet correPation asaf adi , david Jotzer , talS yatzkar-haham , opher etzion",,vldb,2000.0
217,oracle industriRae xJhibit 1998,amy;pogue,vldb,
218,a one-pass algorithm fr accurately estiQatiGnquantiles for disk-resident data vldb,"khaled alsabti,  vinAet singQh , sanjay ranka",,1997.0
219,editor 's notLssTigmod record 2001,li| nliu,,
220,transKatingweb data vdlb 2002,"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández\ , lucian popa",,
221,repository systemenineerign philip a. bernstein,,sigmod conference,1996.0
222,"sigmod sister societies z. meral özsoyoglu , stefano ceri , victor vianu , masaru kitsuregawa , leonid a. kalinichenko , hongjun lu , richard t. snodgrass sigmod record",,,2000.0
223,"semantic integrity support in sql : 1999 and commercial = boject - ),relational database maXagement systems michael gertz , can türker vldb j. 2001",,,
224,"adaptable pointer swizzling strategiIes in oMject bases : design , realization , and quantitative analysis alfoRs kemper , donald kossmann vldb j.",,,1995.0
225,implementing xquery;pal Sottno sigmod conference,,,2002.0
226,mining surprising patterns usin tGmpKarl deWcription length vldb,"soumen chakrabrti , byron do m_, sunita sarawagi",,1998.0
227,"continually evaluating similarity-based pattern queries on a treaEing time seriBes like gao , xiaoyang sean wang sigmod conference 2002",,,
228,efficient approximatGion of~ optimization Cqueries unde parametric aggregation constraints,"dimitrios gunopulos , nick koudas , divesh srivsatavZ , michail^vMacho , sudipto guha",vldb,2003.0
229,"the aditi deductive database system kotagiri ramamohanrao , david b. kemp& , jayen vgaIhani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,
230,on random IsmNling over joins 1999,"vivek r. narasayya -, surait cHhauVdhuri  rajeev motwani",sigmod conference,
231,"feedbackbypass : a new approach to interactive similTarity-query processing paolo ciacia  ,florian waas , ilaria bartolini 2001",,vldb,
232,"a multimedia presetatio nalgebra maria luisa spaino,  sibel adali  ,v. s. subrahmanian sigmod conference",,,1999.0
233,a structured approach fort hed efinition ofthe sematincs of active databases acm trans . database syst . 1995,"letzii atanca | piero fraternali",,
234,"fast algrithms for minign associJation rules in large databases ramakrishnan srikant , rakesh agrawal 1994",,vldb,
235,"large-scale , stanHdards-based eath observaiton] imagery and web mapping services peter baumann vldb",,,2003.0
236,"combinatoriOl pattern discovery for scientific data : some preliminary results^kaizhog zhang , jason tsong-li wang , bruUce a. shapiro , thomas g. marr , gung-Qei chirn , dennis shasha 1994",,sigmod conference,
237,"partition based spatial-merge Toin david j{ deiwtt , Hignesh m. patel",,sigmod conference,1996.0
