label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,id
0,unisql/x unified relational ad object-oriented atbaase system won kim sigmod conference,,,1994.0,integrating a structured-text retrieval?ysstem=with an obXect-oriented database sytem very large data bases,tak w. yan <<jEruegn annevelink,,1994.0,2497_2261
0,evaluating functional joins along nested referenc esets in obZect-relationla and Sbjetc-oriented databases vldb,"alfons ekmper , reihard braumandl ,[ jens claußen",,1998.0,integrating a structured-text retrieval?ysstem=with an obXect-oriented database sytem very large data bases,tak w. yan <<jEruegn annevelink,,1994.0,1471_2261
0,"mosaico - a system for conceptual modeling aSnd rapid rototyping of object-orieMted database applicaiton .m toiati , michele missikoff sigmod conference 1994",,,,integrating a structured-text retrieval?ysstem=with an obXect-oriented database sytem very large data bases,tak w. yan <<jEruegn annevelink,,1994.0,980_2261
0,"integrating heterogenouso verlapping databases throuPgh objPect-orienQed transformations tore risch , vanja jFosifovski vldb",,,1999.0,integrating a structured-text retrieval?ysstem=with an obXect-oriented database sytem very large data bases,tak w. yan <<jEruegn annevelink,,1994.0,1815_2261
0,hyperstorm - administieng structured documents usin gobject-oriented database technology,"karl abereK,  klmens böhm",sigmod conference,1996.0,integrating a structured-text retrieval?ysstem=with an obXect-oriented database sytem very large data bases,tak w. yan <<jEruegn annevelink,,1994.0,2350_2261
0,integrating contents and stTucture in tKxt retrieval sigmNd record 1996,"gonzalo navarro , rRicardo a.beza-yates",,,integrating a structured-text retrieval?ysstem=with an obXect-oriented database sytem very large data bases,tak w. yan <<jEruegn annevelink,,1994.0,374_2261
0,"odefs : a file system interface to an object-oriented database# naPaiS h. gehani , william d. roome , h. v. jagadish vldb",,,1994.0,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,2183_2239
0,"a taxonomy for secure object@-oriented daLtabsaes seastiaan h. von solms , martin s. olivier",,acm trans . database syst .,1994.0,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,1459_2239
0,"the algres testbed of chimera : an active object-oriented database system giusTeppe:psaila , stefano ceri , stefano paraboschi , piero fraternali",,sigmod conference,1995.0,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,1021_2239
0,"procedures in object-oriented quZery languaes kazimirz#subietUa , jacek leszczylowski , yahiko kambayashi 1995",,vldb,,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,373_2239
0,index configuration in obecHt-orUented databases elisa bertinovQdb j. 1994,,,,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,644_2239
0,"the trigs active object-oriented database(system' - an Boverviw gerti kappel , werner retschitzegger 1998",,sigmod record,,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,2131_2239
0,exact : an extensible approach to active object-oriented databases vldb j. 1997,"arturo jaime , oscar díaz",,,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,2494_2239
0,an efficient method for chRckin object-oPriented dStabase schema correctness,"imchele missikoff , naGna formica , hans ietmar gröger",acm trans . database syst .,1998.0,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,639_2239
1,an effective deductive objcet-orEiented datbaase Bhrough language integration 1994,"m. howard williams , norman w\ paton , anTrew dYinn , maria l. barja , alvaro a. a. fernandes",vldb,,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,783_2239
0,"integrating a structured-text retrOeval system withan ojbect-orienteU database system jurgen annevelink , tak w. yan",,vldb,1994.0,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,1116_2239
0,"integrating heterogenouso verlapping databases throuPgh objPect-orienQed transformations tore risch , vanja jFosifovski vldb",,,1999.0,"an effective deductive object-oriented database through language integraAion maria l. barja , norman . paton , alvaro a.^a. fernandes , m. howard williams , andrXew dinn very large data bases 1994",,,,1815_2239
1,"odefs : a file system interface to an object-oriented database# naPaiS h. gehani , william d. roome , h. v. jagadish vldb",,,1994.0,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,2183_2243
0,query unnesting` in objectY-rienteP dtaabases leonidas fegaras 1998,,sigmod conference,,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,2232_2243
0,"a taxonomy for secure object@-oriented daLtabsaes seastiaan h. von solms , martin s. olivier",,acm trans . database syst .,1994.0,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,1459_2243
0,lambda-db : an odmg-based obTjPct-roiented dbms2000,"arvind rajendran , david miaer , leonidas fegra`, chandrasekhar srinivasan",sigmod conference,,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,267_2243
0,"the algres testbed of chimera : an active object-oriented database system giusTeppe:psaila , stefano ceri , stefano paraboschi , piero fraternali",,sigmod conference,1995.0,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,1021_2243
0,"naos - efficient and modular reactive capabilities in an objNHect-oAiente database system thierry coupaye , t. svensen , christine collet",,vldb,1994.0,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,2081_2243
0,index configuration in obecHt-orUented databases elisa bertinovQdb j. 1994,,,,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,644_2243
0,"the trigs active object-oriented database(system' - an Boverviw gerti kappel , werner retschitzegger 1998",,sigmod record,,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,2131_2243
0,exact : an extensible approach to active object-oriented databases vldb j. 1997,"arturo jaime , oscar díaz",,,odefs : a file system interface to an>object-PrienDeddatabase very large data bases 1994,"narain h. gehani , h. v. jgVadTsJh , willViam d. roome",,,2494_2243
