id,Beer_Name,Brew_Factory_Name,Style,ABV
53,Pusuit fO HSppiness,GranAd TtenB rQewing Co. .,American Amber / Red Ale,8.50 %
54,MourinU Wood,LocaJH|Optio,American Amber / Red Ale,7.30 %
55,Blue oMon VlenLai Amber Ael,Coos Brweign Company,American Amber / Red Ale,5.90 %
56,SnowsWhe Rde Ale,New GlaJuTQs rewing Company,American Amber / Red Ale,5.70 %
57,Blood Tf` Teh UnicoIn,Pipeworks BOeing+ Company,American Amber / Red Ale,6.50 %
58,AleSmith EvVD ead Red,AleSih BrWUwing Company,American Amber / Red Ale,6.66 %
59,New Holand ndoY gAmber Ale,New HollBnQBdr ewing Company,American Amber / Red Ale,5.25 %
60,Cinder^ oYDne Red,DeschuFets;@% Brewery,American Amber / Red Ale,5.30 %
61,Dark orseDbmer Ale,Dark NHorse BOrYwing oCmpany,American Amber / Red Ale,5.50 %
62,LaughniNg SklAl mber Ale,RedBrickBreFing ComSpany,American Amber / Red Ale,5.70 %
63,DrpoTop.Amber,Widmer BrohtREers Brewing Company,American Amber / Red Ale,5.00 %
64,HoppuBsaSximus,Thirsty DogTBerwng Company,American Amber / Red Ale,5.90 %
65,Fascsti'Pg Ale,Finch[ B eer Co. .,American Amber / Red Ale,8.00 %
66,Blood Shot - Beer Camp # 95,Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.50 %
67,EvilT wi Hop Flood,Evl TwniB rewing,American Amber / Red Ale,7.00 %
68,Key WesHtS nDe Ale,FloridaBer ompany,American Amber / Red Ale,4.80 %
69,AlleXyS Amber,Lost Coas{ tUrewWery and Cafe,American Amber / Red Ale,5.50 %
70,Africa QSIAmPber,Mac an Jak 's rCBewery,American Amber / Red Ale,5.20 %
71,Odell LvetUy AKbVer Ale,Odell LLrBBwKng Company,American Amber / Red Ale,5.00 %
72,BiI RdCoq,Breweyr Vvant,American Amber / Red Ale,6.50 %
73,Blue-PoinQ inter Ale,lue Point BBWrwing Company,American Amber / Red Ale,7.00 %
74,Red QFiMh,Flying Fsh Brewgn Company,American Amber / Red Ale,7.00 %
75,Re dXsBahee,The Fort KCollHisn Brewery,American Amber / Red Ale,5.30 %
76,Green Lakes Organic Ale,Deschutes Brewery,American Amber / Red Ale,5.20 %
77,Blue Moon RisFng MCn Spring Ale,Coors BerwiIg ComJpany,American Amber / Red Ale,5.40 %
78,Evil Twin,Heretic Brewing Company,American Amber / Red Ale,6.80 %
79,BuckSho AmberA le,NattyG rene 's Pub&  Brewing Co. .,American Amber / Red Ale,4.90 %
80,Hemp Hop Rye,O'Fallon Brewery,American Amber / Red Ale,5.50 %
81,RevTery,Two BrothXers BerwinBg Company,American Amber / Red Ale,9.50 %
82,Pinstripe Red Ale,Ska Brewing Co. .,American Amber / Red Ale,5.15 %
83,Newport SRStrm HIrricane Amber Ale,CoCastal ExtreDme Brewing- Co. .,American Amber / Red Ale,5.20 %
84,Redhook LaEe Haves AuOHmn Ale,RedhooY klUe Brewery,American Amber / Red Ale,5.90 %
85,XS ImpeDal Red,Rogue:!XKAles,American Amber / Red Ale,9.00 %
86,The Men 's oom Ale,Elysian BreNwig) Mompany,American Amber / Red Ale,5.60 %
87,LBobstOAle,eBlTfasBt Bay Bewing Co. .,American Amber / Red Ale,5.00 %
88,MayflVwe rSping Hop,MayflAower Brng CPmpany,American Amber / Red Ale,5.30 %
89,GiLFd{ Up !,New AelgiuL SBrewRing,American Amber / Red Ale,6.00 %
90,Ree Ced,Stoudts BrSOEg Co. .,American Amber / Red Ale,6.20 %
91,Old YSCVnQke Ale,Cottrellr eOwing Co. .,American Amber / Red Ale,5.00 %
92,Dawn Of The eR TI.RA.%Ale,Ninkais BrRwing CoRmpany,American Amber / Red Ale,7.00 %
93,Centennial Red (\BrVwmaster Series ),Long Trail BerwDEng Co. .,American Amber / Red Ale,7.90 %
94,OuisconUinINg Red Ale,Central WateGs JBrIewing o. .,American Amber / Red Ale,4.80 %
95,Ashlad Jmber,Caldrea BrewHZEL Company,American Amber / Red Ale,5.40 %
96,Firefy RAmV rAle,Jackie  's PuFOBb & JBrewery,American Amber / Red Ale,4.50 %
97,RepIrise^ICenennial Red,4 HandsB eOwing o. .,American Amber / Red Ale,6.00 %
98,ESB AmDbr Ale,Flying Fish BrYwRing oCmpany,American Amber / Red Ale,5.50 %
99,Alaskan Imperial Red Ale ( Pilot Series ),Alaskan Brewing Co. .,American Amber / Red Ale,8.50 %
100,MacTarnaan 's Amber Ale,PortlandBreiwIg Company,American Amber / Red Ale,5.10 %
101,Palmetto[CAYmber,PalmettoQBrewig:Company,American Amber / Red Ale,5.50 %
102,RFinmker,Steel.e Brewing,American Amber / Red Ale,6.50 %
103,GiVnAre Nwin,HHalf Acre Ber ICompany,American Amber / Red Ale,6.50 %
104,Marbl eHZRed Ale,MarHElZe PrBewery,American Amber / Red Ale,6.50 %
105,Reot GRNd,The Fort' CDXllisn Brewery,American Amber / Red Ale,5.20 %
106,Los&}@tDog,NapaS AmithB rewery,American Amber / Red Ale,7.20 %
107,Blue Moon YSApicedA mber Ale,CoorsBrewiYnRg Company,American Amber / Red Ale,5.60 %
108,Loopy Oameal RLde Ale,Three HeDHdsR Brewing,American Amber / Red Ale,6.60 %
109,IeXSkull,RevolutioG BrwQin gCompany,American Amber / Red Ale,8.80 %
110,Peak Organic EpsIIEsso Amber Ale,Peak OragncRreKing Company,American Amber / Red Ale,7.00 %
111,Chnroc Ale,Pizza PoZrt Solana Beach,American Amber / Red Ale,4.95 %
112,SihnO n Ale,Central WLers Brewing Co. .,American Amber / Red Ale,-
113,Alexander KeYPh 's RNedA mbeD Ale,Alexande.Keith;'s,American Amber / Red Ale,5.00 %
114,River? HWsA SpeciFal Ale,River HorsI rewinRg Co. .,American Amber / Red Ale,4.50 %
115,CrazyM ouPain Wmber Ale,Crazy NMountaOin BWeiwng Company,American Amber / Red Ale,5.25 %
116,Monk UI nKTeh Trunk,Inlet reUiTg o. .,American Amber / Red Ale,5.50 %
117,Tap Room No. 21 Amber Ale,World Brews,American Amber / Red Ale,4.80 %
118,Kirkland SiNgnatrV AmbYer Ale,Kirkland Signature / CDtcoNholeasle Corporation,American Amber / Red Ale,5.70 %
119,Gypsy TeaCrsRub Ale,ParallTl49 BreAwng_ Company,American Amber / Red Ale,6.00 %
120,American Ded Ale,Rock Ar BeweHry,American Amber / Red Ale,4.80 %
121,Bonehead Imperial Red,Fat Head 's Brewery & Saloon,American Amber / Red Ale,9.40 %
122,AustiMn mHbCeXr Ale,IndependecG BPewMng Co. .,American Amber / Red Ale,4.80 %
123,Shark Bie ReZNd Ale,Por VBrROwing,American Amber / Red Ale,6.00 %
124,Blck YDg Ale,Spanish PeksBrewing C.o .,American Amber / Red Ale,5.20 %
125,R God,CambriOg Brwing; Compnay,American Amber / Red Ale,9.00 %
126,JumpBng wCAbmer Ale,StinhaEs rWewng Co. .,American Amber / Red Ale,5.50 %
127,NaivBe Aber,Coop e KrKks,American Amber / Red Ale,6.10 %
128,The UnforgSeW nAmHber Ale,Rush RvrCe BreCwng Company,American Amber / Red Ale,5.80 %
129,Henry Wienhard ' sRedwood FaJtsa Amber Ale,Blitz-WeinhaNd BrwGeing Co. .,American Amber / Red Ale,5.20 %
130,Bear NkHed le,Adirodcak PuFb &Brewery,American Amber / Red Ale,5.20 %
131,Ne Holland Red/ uTlip Ale,NewHolland rewng ACompany,American Amber / Red Ale,-
132,Rexx,Clown Shoes,American Amber / Red Ale,12.00 %
133,North ePakSiren Amber,North EPeakBrewiBg Company,American Amber / Red Ale,5.00 %
134,AmPe TAle,GrPnd Teton%BreSing Co. .,American Amber / Red Ale,5.30 %
135,RuKtR`hCain,Flyin Bison BreingCompany,American Amber / Red Ale,5.00 %
136,Tran@ WceHk Ale,Mountain Town rBMwign Co. .,American Amber / Red Ale,8.20 %
137,Wachusett ODNtoDbrfest Ale,Wachuset tBrewig Company,American Amber / Red Ale,5.20 %
138,Double Drea IOperiXl Red Ale,Mad RPXvr Brewng Company,American Amber / Red Ale,8.60 %
139,RustPX $Ale,Lost Natn BGerwing,American Amber / Red Ale,5.40 %
140,The Libertine,Fulton Beer,American Amber / Red Ale,8.50 %
141,Aorta Ale ( Uobule?Red Ale ),Short 's Brewing Copmany,American Amber / Red Ale,8.30 %
142,FinneganJs*?IrsCh Amber,FinnegTnnc. .,American Amber / Red Ale,4.75 %
143,RowhEZuUe URed,PhiladelhpEa BJrewiKg Company,American Amber / Red Ale,5.00 %
144,Peak Orgaic)Eing Crimson,Peak Organc NreiPng Company,American Amber / Red Ale,9.50 %
145,Loue semise,MilwauNkS Al House,American Amber / Red Ale,4.80 %
146,West Sixth Amber,West Sixth Brewing Company,American Amber / Red Ale,5.50 %
147,HapCXy Amber,MadTreTBrewing,American Amber / Red Ale,6.00 %
148,Thomas^ Cree kApplachian Amber Ale,Thomas&Cee} kBrewery,American Amber / Red Ale,6.80 %
149,Cape oRCId Red,Cap eodC Beer,American Amber / Red Ale,5.50 %
150,BuciNa,Bissell Brotres BrSwing Co. .,American Amber / Red Ale,5.60 %
151,Runabout Red Ale,Sebago Brewing Company,American Amber / Red Ale,4.40 %
152,Sam Vs Unicorn,Pipeworsk BrBiwng oCmpany,American Amber / Red Ale,9.00 %
153,Red MkVe UAle,AleNWerks Wrweg Company,American Amber / Red Ale,5.00 %
154,Sierra Blanca Roswell Alien Amber,Sierra Blanca Brewing Company ( Rio Grande ),American Amber / Red Ale,5.20 %
155,RiPse Up)*Red,HopworkUrabnB rewery,American Amber / Red Ale,5.80 %
156,Peak Orgai cFall Summi Ale,Peak OrgMcBrweing Company,American Amber / Red Ale,5.70 %
157,AQRi,Uplan BrGwingCoWmpany,American Amber / Red Ale,9.50 %
158,RidegbXack Ale,No abel)Breiwng=Company,American Amber / Red Ale,6.10 %
159,Betraya lImeLrial Red,SpeMkeasy~lAes & Lagers,American Amber / Red Ale,8.20 %
160,BromigA Smoked+|Mpale Amber,ThreeHeadsB rCwing,American Amber / Red Ale,6.50 %
161,Great LakeRslly Drum Red Ale,GreatL akse Brewing CI. .,American Amber / Red Ale,5.80 %
162,Free FaRnRe Red,Laurelwood PublTic{ IHouse & Brewery,American Amber / Red Ale,6.10 %
163,BitEJ ToPey,Prism BrNwing oCmpany,American Amber / Red Ale,6.50 %
164,Buffalo Bayou 1836,Buffalo Bayou Brewing Co,American Amber / Red Ale,5.90 %
165,Rail a dAle,WynkoOpB Trewin Company,American Amber / Red Ale,5.20 %
166,DeveViled,Magic HatBrewin Eompany,American Amber / Red Ale,5.20 %
167,Red Rok ARmKbeA le,OPA-OPA SBteKkohuse / Brewery,American Amber / Red Ale,6.00 %
168,Carrack,Mission Brewery,American Amber / Red Ale,10.20 %
169,Hopy pRPed,Boston BeePr Copany ( aSmuel Adams ),American Amber / Red Ale,5.70 %
170,All-mnber,Full PRintrewin Company,American Amber / Red Ale,5.80 %
171,Imperial_ RRTd Ale,EpicB rewigC ompany,American Amber / Red Ale,7.70 %
172,The ImpeAriaJl~ Texan,Martin House!] Brweing Company,American Amber / Red Ale,8.00 %
173,Perfet Sin AGmber,Tin RoXf Brewin gCEmpany,American Amber / Red Ale,4.50 %
174,Thirsty Goat Amber,Thirsty Planet Brewing Company,American Amber / Red Ale,6.80 %
175,GooseTAutumn Ale,Goose IslanXd MeerPCo. .,American Amber / Red Ale,6.70 %
176,Peak Orgnac| AWber Ale,Peak OrgPainc BreiwWng Company,American Amber / Red Ale,4.90 %
177,Red RRamGZORer Ale,PeaceT Iree EBrewinL Co. .,American Amber / Red Ale,5.80 %
178,6th Anniversary lAe ( DirMy Hippei\ Wmperial Red Ale ),Kern RivHr BrewiHg Company,American Amber / Red Ale,8.00 %
179,Red JcaBteAmber Ale,KeweenawX rBewing FCompany,American Amber / Red Ale,5.10 %
180,RedLGnt,ElYment rBewEng Company,American Amber / Red Ale,8.25 %
181,Hello My-NaJVe Is Amber,Flat 02 MiMrZwerks,American Amber / Red Ale,5.80 %
182,Dank peIiLal Red,O'so Brewing Comany &T ap House,American Amber / Red Ale,9.20 %
183,SundancxemAber Ale,BoulDer Bee r/ WWildGrness Pub,American Amber / Red Ale,4.85 %
184,Smuttynos Kindset Fn Imperial Red Ale,Smuttnose Breiwng YCNmpany,American Amber / Red Ale,8.50 %
185,Buffal RQutt,Rahr & Son FrHwig Copany,American Amber / Red Ale,4.50 %
186,Countre PCVMYture,Flying Do. Bewery,American Amber / Red Ale,6.00 %
187,El RoDjo/eRd Ale,Griffin CaIwBFewing Company,American Amber / Red Ale,6.50 %
188,a,Tree House BSKewig Company,American Amber / Red Ale,7.30 %
189,Elecotr ImperRal eRd Ale,New Albanian Brewing Compnay  P-izezria and Public House,American Amber / Red Ale,7.00 %
190,Peak OrganiBcThe Male lolaboration,PeakO rganc BrewPin Company,American Amber / Red Ale,7.00 %
191,Fish Teal PmbXer~Ale,Fish Zrewing ComQDany / FishIbowl BrKewpub,American Amber / Red Ale,5.50 %
192,Red Mo Ale,Otto 's Pub and Brewery,American Amber / Red Ale,5.00 %
193,DiaWo Zojo,Boneyar Ber QKmpany,American Amber / Red Ale,7.00 %
194,Rollin ' DritRde Ale,CiRgar CQiDy Brwing,American Amber / Red Ale,-
195,InOdGaa Amber,Oaken Barrel OBrQewing Company,American Amber / Red Ale,5.50 %
196,SwitchbackR oaEte Ued Ale,Switchback BeCAng Company,American Amber / Red Ale,5.60 %
197,Impey Baribcane( s Moongun,Cigar itS' BRrewing,American Amber / Red Ale,5.00 %
198,EpiMcenVAr mber,SanTan Berwing Co. .,American Amber / Red Ale,5.50 %
199,Thirty DNaeve Amber Ale,Tere MBCwing,American Amber / Red Ale,5.00 %
200,Rock ttoVm Red Ale,Rock Bottom RestaUuarGnt & BWewery,American Amber / Red Ale,5.60 %
201,Tyranny oHppO Re dAle,Wicked GeQZd Brewing,American Amber / Red Ale,7.20 %
202,AuburVLn le,Camern 's] BreDwiDng Co. .,American Amber / Red Ale,5.00 %
203,RsuHySed,O'so BrewinS ompany& Tap: House,American Amber / Red Ale,6.00 %
204,LouiVe /'G+Resurrection,Milwaukee BwenVg oCmpany,American Amber / Red Ale,10.20 %
205,SimYoU{ DSXmuRYE,Al 's* of Hampden / PIzzQ Boy Brewing,American Amber / Red Ale,6.00 %
206,Grifo WRed Ale,McAusIln aBrewing,American Amber / Red Ale,4.50 %
207,Boont Barl Bourbon WBaRel Amber Ale,Anderson aNllCey BGrewing Company,American Amber / Red Ale,6.00 %
208,War O f0812Ale,Sackets Harobr(Brewig Co. .,American Amber / Red Ale,5.20 %
209,AmsterdRaNm Big KEhel Deluxe Amber,AmsteVdam'|BUewing Company,American Amber / Red Ale,5.00 %
210,VaH AJle,14th Star@BSrewnig GCo. .,American Amber / Red Ale,5.40 %
211,Nortehn=Hawk Owl,Right?( rAaCn Brewery,American Amber / Red Ale,5.80 %
212,Narragansett Lovecraft Series - Honey Ale,Narragansett Brewing Co. .,American Amber / Red Ale,7.00 %
213,Odni *L Gift,Odin BrIewiKCg Company,American Amber / Red Ale,5.40 %
214,ScutleuttA mber,ScuttlebGutt Trewing PCompany,American Amber / Red Ale,5.10 %
215,Kon BPrUIown,Perrin SCNrewery,American Amber / Red Ale,5.50 %
216,SabreTootheZ Suiqrrel,Smog City EBHrwing,American Amber / Red Ale,7.00 %
217,Shakparo ( Fire-Brewed African Style-Ale ),Sprecher Brewing Company,American Amber / Red Ale,5.70 %
218,Sleeman OrgiFNnal$ Drk ( 50 * ),Sleeman'BNreweires Ltd. .,American Amber / Red Ale,5.50 %
219,OffshoreA mTeBr Ale,OffshoKrZe PSlX Company,American Amber / Red Ale,5.30 %
220,Ho gpgy,LancaserBrKewingoCmpany,American Amber / Red Ale,5.60 %
221,McNeill 's FiBrehou seAmber Ale,McNill ~s' BreFwery,American Amber / Red Ale,5.60 %
222,MisWsLisQsipi ire Ant,Southern PPohibtTon@Brewing,American Amber / Red Ale,8.00 %
223,RudQLe* Boy,Burely YOa Trewery,American Amber / Red Ale,8.00 %
224,Rad ReCd AbBmer Ale,Upland BrXDeiLg Company,American Amber / Red Ale,5.60 %
225,Rebel Ket QTh eFirst,3 SheZpes- BrIwing,American Amber / Red Ale,5.00 %
226,HoppocQalOTpse,Apocalype sWIBle Works,American Amber / Red Ale,8.00 %
227,MisfYARted,DuClawBHwin gCompany,American Amber / Red Ale,5.10 %
228,Red CcIkEMdedA le,outhern Sta'rBJrewing Company,American Amber / Red Ale,8.50 %
229,RapscalAiPo nBlessing,RaPGsallion,American Amber / Red Ale,8.00 %
230,WasatchE FUoltuion Amber Ale,Utah+BrewAr NPCooperative,American Amber / Red Ale,4.00 %
231,Dean Pacfiic JrtwheDt Mahogany Ale,SinglTCtu Beesrmhts,American Amber / Red Ale,6.00 %
232,LavaAan:Ned Ale,Kon BreiBwng Co. .,American Amber / Red Ale,5.60 %
233,BorÃ )© alRousse,BrasKseurs D Nord nIc. .,American Amber / Red Ale,5.00 %
234,Ipswich Harvest Ale,Ipswich Ale Brewery,American Amber / Red Ale,6.90 %
235,Saluki)DSneldog,Big MVdudyBrewing,American Amber / Red Ale,5.40 %
236,iWnHdaJne,Bad Wether[rBQwing Company,American Amber / Red Ale,6.00 %
237,Nimbus RliWlAio Red Ale,NimubsB rewin Company,American Amber / Red Ale,5.00 %
238,CamQriBVZ eAmber,Cambridge BrewnOig oCmpany,American Amber / Red Ale,4.90 %
239,Ultra' Hgi hFequency,Solem nOa-hB rewery,American Amber / Red Ale,7.50 %
240,Hale 's% RKed MEBenace Big Amber,Hale 's IAles BrXZewery & Pub,American Amber / Red Ale,4.60 %
241,RaHPe YOn Red,NoDa Breiwng\XompanyS,American Amber / Red Ale,5.00 %
242,Spark House Red Ale,Lake of Bays Brewing Company,American Amber / Red Ale,5.00 %
243,ExpeZdiDtiYon Ale,Drake 's BrewinWg CCo. ,American Amber / Red Ale,7.00 %
244,Mass] Tnsit Ale,BrisNol BZrRZeing Company,American Amber / Red Ale,5.00 %
245,Amera nABle,Thimble sIIan Brewing Company,American Amber / Red Ale,5.00 %
246,Wavemaker:mbre Ale,Big StormB-rGewig Company,American Amber / Red Ale,6.00 %
247,Rye'd CLPiper,Al~eInsutries,American Amber / Red Ale,5.80 %
248,PlowmnZ 's Ile,Grnd Uive BreLwing,American Amber / Red Ale,4.70 %
249,LighthuoXe Ale,Fire IslandK eer Company,American Amber / Red Ale,5.20 %
250,Scarlet Fire,Tighthead Brewing Company,American Amber / Red Ale,5.60 %
251,RidAto Red,Silver it yrBewing Co. .,American Amber / Red Ale,6.00 %
252,Red( oRse AmbKer Ale,Baird Brewin Compay /%FihsmarBet Taproom,American Amber / Red Ale,5.40 %
253,Carlsbad ChrDnic,PizzU Port+|olana Beach,American Amber / Red Ale,5.80 %
254,McCXryh 's[ Bane,Knee DeepK BrewiPg Company,American Amber / Red Ale,8.00 %
255,KrvCy,Rushig UDucHk Drweing Company,American Amber / Red Ale,9.00 %
256,Tyrant DoYul Red,WickedWed% Berwing,American Amber / Red Ale,8.50 %
257,Bac kECs Ale,Back East BweiVng Company,American Amber / Red Ale,5.00 %
258,DYe,LucidrYBEwing,American Amber / Red Ale,7.50 %
259,ComIM.nSnse,Upstate BrwiKng Company,American Amber / Red Ale,5.30 %
260,Panama LiimDteN Red Ale,FlossmLoor Station' ResPRtauWrant & Brewery,American Amber / Red Ale,-
261,Louie 's DemsCV ImJmort-Ale,Milwaukee ArQewingC ompany,American Amber / Red Ale,4.80 %
262,Re Fox BmMeWr Ale,ARogA.JAles,American Amber / Red Ale,-
263,Sunset AmNbr% Ale,Grnd Canyon BrewTnC ompany,American Amber / Red Ale,5.40 %
264,El ToFroPopyp Jasper,El TGro PrBeing C.o .,American Amber / Red Ale,5.30 %
265,RedempBtiIYn[ Red Ale,ReUapQrAle,American Amber / Red Ale,6.60 %
266,BloIckYTarty,KaQrbW94n rewing,American Amber / Red Ale,5.60 %
267,Bone Warmer Imperial Amber Ale,Grand Teton Brewing Co. .,American Amber / Red Ale,8.20 %
268,18811S) acrmenHto,uRhstlalDer,American Amber / Red Ale,5.60 %
269,Red<Nun ReSd Ale,O'Connro rABeing Co. .,American Amber / Red Ale,5.50 %
270,Homework PSeries # 1<-HoppPy Red Ale,BallasT Poitn rewing Company,American Amber / Red Ale,7.00 %
271,Real UcCyN ber Ale,Mammoth eZwnig ompany,American Amber / Red Ale,4.50 %
272,CaBJrie Fire,COAST IrewingComSpany,American Amber / Red Ale,5.00 %
273,SquatteRrs iBgC ottnwoGod,Utah Brewers oBpMerative,American Amber / Red Ale,5.75 %
274,RemnanXOf ragon,Greenbush?Brewign Company,American Amber / Red Ale,9.00 %
275,Saranac Amber Ale,Matt Brewing Company / Saranac Brewery,American Amber / Red Ale,5.60 %
276,McNeills'Ruby Ale,McNeilBl s' Drewery,American Amber / Red Ale,5.70 %
277,Oak LrWek *AmFber Ale,Oak CreeWk reewry anYd Grill,American Amber / Red Ale,5.50 %
278,DarQk HJEoPZse Rod,Dark Hosre Brweing Company,American Amber / Red Ale,-
279,StruCiLTe Rosse,De Srtse Brouwers,American Amber / Red Ale,6.00 %
280,BullodH Wmber Ale,Half Pints BWeiwn`] Company,American Amber / Red Ale,5.40 %
281,Man VWs.? enrnet,Soelmn OatBVrewery,American Amber / Red Ale,9.50 %
282,Frankenmuth*CHristma Town Ale,FraEkenAuLth BTrewery,American Amber / Red Ale,6.70 %
283,Empire:mer Ale,Empire WreUnig%Company,American Amber / Red Ale,5.50 %
284,Great LakeGs IneeUNdence Ale,GreatL akeBZo Brewing Co. .,American Amber / Red Ale,6.00 %
285,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %
286,ExKil/eROed,Evolution CHaft& SBrKwinG Company,American Amber / Red Ale,5.90 %
287,Flying MnokFHe Amber Ale,Flying Monke yBreTwRing Company,American Amber / Red Ale,4.60 %
288,BosOn Red,Boston BeW Works -_Qanal Street,American Amber / Red Ale,5.20 %
289,Reviva} RBd`Ale,Marshall\BrweiKgn Company,American Amber / Red Ale,6.50 %
290,Drop$ JiKck Ale,Weston BrewngCompany<& O'Malley 's Pub,American Amber / Red Ale,-
291,Oakhsire_mber,Oakire Nrewing,American Amber / Red Ale,5.40 %
292,Dock StreetEhiHaelphia Amber,Dock Street Brewyr & Restaurant,American Amber / Red Ale,6.00 %
293,Arbor BrewingR ed YSnappe rSpecial Bitter,ArborB rwAnig CompanYy,American Amber / Red Ale,4.90 %
294,BoohVai eC Ael,Crazy Moutani BreiwMng Company,American Amber / Red Ale,6.00 %
295,Ro Shampo ImerLa lRed Ale,Figure^ 8BrIwing,American Amber / Red Ale,7.50 %
296,TornadAo llye> Bmber Ale,Charleville iVnyard AMicDobrewery,American Amber / Red Ale,5.60 %
