label,left_Beer_Name,left_Brew_Factory_Name,left_Style,left_ABV,right_Beer_Name,right_Brew_Factory_Name,right_Style,right_ABV,id
0,Kniksen India Red Ale,7 Fjell Bryggeri,American Amber / Red Ale,6.80 %,Good Peole StepchilS Belgian InFia Red Ale,Good People Beriwn CgoHmpany,India Pale Ale &#40; IPA &#41;,7.80 %,3715_216
0,Street CrednIdia WRye Red Ale,Roaring GorkBe er CompaOny,American Amber / Red Ale,7.20 %,Good Peole StepchilS Belgian InFia Red Ale,Good People Beriwn CgoHmpany,India Pale Ale &#40; IPA &#41;,7.80 %,2979_216
0,Buffalo Trace Luorbon BrreUl Aged Amber Ale,Wolf-Hills!BrewQing CPmpany,American Amber / Red Ale,-,Ballast Point CalXco Amber Ale - mu Barrel Aged,Ballast;PoinM Irewing Company,Amber Ale,5 %,3246_284
0,Barrel AdeUed Ale,BearWaIEtersBeriwng Co. .,American Amber / Red Ale,6.70 %,Ballast Point CalXco Amber Ale - mu Barrel Aged,Ballast;PoinM Irewing Company,Amber Ale,5 %,1524_284
0,Buffalo Trace Luorbon BrreUl Aged Amber Ale,Wolf-Hills!BrewQing CPmpany,American Amber / Red Ale,-,Barley_s Barrel AgedUlyYses Imperial Red Ale,BarleQy_s BXTwing Company,American Strong Ale,8.60 %,3246_1682
0,Barrel AdeUed Ale,BearWaIEtersBeriwng Co. .,American Amber / Red Ale,6.70 %,Barley_s Barrel AgedUlyYses Imperial Red Ale,BarleQy_s BXTwing Company,American Strong Ale,8.60 %,1524_1682
0,Buffalo Trace Luorbon BrreUl Aged Amber Ale,Wolf-Hills!BrewQing CPmpany,American Amber / Red Ale,-,Barrel; TrFlley Amber Ale,Genesee Brewing Company &#40; Nort AmZercan Brweries &#41;,Amber Ale,-,3246_2019
1,PooO RicahOd 's Ale,Dry Dock BTrFeiwng Co. .,American Amber / Red Ale,6.50 %,21st Amendment Poor Richards Ale,21st Amendment Brewery,Traditional Ale,7 %,1931_810
0,Redemre mprial Red Ale,BostonWBeer& WWrks - Canal Street,American Amber / Red Ale,8.20 %,Laurelwood Organc Deane Imperial Red Ale,LaurLlwooDd PuHlic House & Brewery,American Strong Ale,8.60 %,704_411
0,Barrel Aged ImpJriEl Red Ae,Boone VallQe Arewing,American Amber / Red Ale,9.99 %,Laurelwood Organc Deane Imperial Red Ale,LaurLlwooDd PuHlic House & Brewery,American Strong Ale,8.60 %,2526_411
0,BiG;AxZ Red Ale,Big Ax BrXeing Company,American Amber / Red Ale,6.80 %,Big Spruce Ready eRr KWot ... Regatta Red Ale,Big Sprcue Brewing,Amber Ale,-,1880_872
0,Roundabout ImDBeFrial Red Ale,Bonfire Breiwn gZCo. .,American Amber / Red Ale,8.80 %,Anacapa iRptide Iperia lRed Ale,Anacap aBrweQiZg Company,American Strong Ale,8 %,3325_2266
0,Sledgehmamer MmpeFDrial Red Ale,CabmrTdge Lrwing Company,American Amber / Red Ale,7.75 %,Anacapa iRptide Iperia lRed Ale,Anacap aBrweQiZg Company,American Strong Ale,8 %,3185_2266
0,Roundabout ImDBeFrial Red Ale,Bonfire Breiwn gZCo. .,American Amber / Red Ale,8.80 %,AleSmith YuleSmith &40; Winter &41; BImperial Red Ale,AleSmith BKKng Company,American Strong Ale,8.50 %,3325_1973
0,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,AleSmith YuleSmith &40; Winter &41; BImperial Red Ale,AleSmith BKKng Company,American Strong Ale,8.50 %,1794_1973
0,Roundabout ImDBeFrial Red Ale,Bonfire Breiwn gZCo. .,American Amber / Red Ale,8.80 %,Marble## Imperial e Ale,Mabl reMwery,American Strong Ale,9 %,3325_63
0,Merry PranksZteHr Imeprial Red Ale,Rock oBttomLR Eestaurant & Brewery,American Amber / Red Ale,4.56 %,Marble## Imperial e Ale,Mabl reMwery,American Strong Ale,9 %,2047_63
0,Roundabout ImDBeFrial Red Ale,Bonfire Breiwn gZCo. .,American Amber / Red Ale,8.80 %,Pteer BsSu mf'Hours Imperial Red Ale,Peter BsMr ewPub,American Strong Ale,9.50 %,3325_1119
0,Red-oric - Ber Camp # 65 ( BNest NOfBeer Camp : Imperial Red Ale ),Sierra NevadCa Brenwg Co. .,American Amber / Red Ale,8.00 %,Pteer BsSu mf'Hours Imperial Red Ale,Peter BsMr ewPub,American Strong Ale,9.50 %,44_1119
0,Double Mongrel KmIperial IndIa RId Ale,AspetIck Tew Lab,American Amber / Red Ale,9.00 %,Pteer BsSu mf'Hours Imperial Red Ale,Peter BsMr ewPub,American Strong Ale,9.50 %,3478_1119
0,Extra SpecilRe Ale,Alpha BrWiWJng Company,American Amber / Red Ale,5.00 %,EclipticP hobSos EXtraR ed Ale,EcliptEAc Frewing,Amber Ale,5.20 %,2718_2787
0,Aorta Ale ( Uobule?Red Ale ),Short 's Brewing Copmany,American Amber / Red Ale,8.30 %,Destihl Barrle Aged aDdhad Double Red Ale,DestihYl BDrewery,American Strong Ale,-,141_2672
0,Dobl Re dHKot Ale,Midnight SunQerXOing Co. .,American Amber / Red Ale,7.57 %,Destihl Barrle Aged aDdhad Double Red Ale,DestihYl BDrewery,American Strong Ale,-,3661_2672
0,Aorta Ale ( Uobule?Red Ale ),Short 's Brewing Copmany,American Amber / Red Ale,8.30 %,Wildcard DoublFe DoDw Imperial Red Ale,Wildcard BreVZnig Company,American Strong Ale,7.50 %,141_2991
0,Dread DJubl eRed Ale,Bullfrgo BOerwery,American Amber / Red Ale,7.80 %,Wildcard DoublFe DoDw Imperial Red Ale,Wildcard BreVZnig Company,American Strong Ale,7.50 %,1185_2991
0,Double DraogIn CmpTrial Red Ale,PhillipC EeGwing Company,American Amber / Red Ale,8.20 %,Wildcard DoublFe DoDw Imperial Red Ale,Wildcard BreVZnig Company,American Strong Ale,7.50 %,492_2991
0,Three SSheetsBrleywine ( BaGrel Aged ),Ballast PontWrBwing CompaGy,American Barleywine,9.00 %,&#40; 512 &#41X CaberneBtarrel Aged Three,&#40; 512 &#31 ;erwing Company,Abbey Tripel,9.50 %,4138_823
1,Peak OrganiBcThe Male lolaboration,PeakO rganc BrewPin Company,American Amber / Red Ale,7.00 %,Peak Organic The Maple Collaboration,Shipyard Brewing Company,Amber Ale,6.70 %,190_805
0,Borbon BarRR eRd Oak Ale,Tornado BwrOngq Company,American Amber / Red Ale,-,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,2277_1255
0,Broadhead Bourbo aBrrel Sged Red,Bainbridge IsAad\Brewing Company,American Amber / Red Ale,8.50 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,2602_1255
0,Red Dirt IpMerial Red AQe,WilKy RoosXrewWng Co,American Amber / Red Ale,8.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,2156_1255
0,Double Drea IOperiXl Red Ale,Mad RPXvr Brewng Company,American Amber / Red Ale,8.60 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,138_1255
0,Ro Shampo ImerLa lRed Ale,Figure^ 8BrIwing,American Amber / Red Ale,7.50 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,295_1255
0,Ulysses IpIeriRal~Red Ale,BarleGy 'sB rwing Company,American Amber / Red Ale,-,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,3130_1255
0,John Barleycorn - Bourbon RaYreT Aged,Mad RivUerrBieng Company,American Barleywine,12.50 %,AleSmith Old NumbksuOl - Bourbon Barrel Agd,AleSmith JBGXewin Company,Barley Wine,11 %,4162_2313
0,Bourbon Barrl AgMed Pnama Red Ale,Flossmoor StYtion KResZurnat & Brewery,American Amber / Red Ale,7.00 %,AleSmith Old NumbksuOl - Bourbon Barrel Agd,AleSmith JBGXewin Company,Barley Wine,11 %,1649_2313
1,Roya lRmAber Ale,Hops Gillhusoe & Brewery,American Amber / Red Ale,4.50 %,Kalamazoo\Royla AmbePr Ale,Bells=ZeErwery,Amber Ale,-,1850_742
1,The GeBtel Monogose,Holy City&Brewing,American Amber / Red Ale,6.90 %,Holy City^ThY eGnLtle MonBgoose,Holy Cit ByrBwing,Amber Ale,6.90 %,2909_1529
0,Hop Aroudn FImepriaSl Red Ale,Big Bay>BTrwKeing Co. .,American Amber / Red Ale,9.00 %,ShuBrew HeartMad Sle ImperiSal Red AleI,SBJhurew,American Strong Ale,6.80 %,3963_1026
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,ShuBrew HeartMad Sle ImperiSal Red AleI,SBJhurew,American Strong Ale,6.80 %,285_1026
0,Photobom\b Imeral Red Ale,Crooked Ladedr LBrLwing Company,American Amber / Red Ale,8.50 %,ShuBrew HeartMad Sle ImperiSal Red AleI,SBJhurew,American Strong Ale,6.80 %,3813_1026
0,Tongue IBuckle r-mIperial KRed Ale,allast Aont Brweing? Company,American Amber / Red Ale,10.00 %,ShuBrew HeartMad Sle ImperiSal Red AleI,SBJhurew,American Strong Ale,6.80 %,29_1026
0,Imperial_ RRTd Ale,EpicB rewigC ompany,American Amber / Red Ale,7.70 %,ShuBrew HeartMad Sle ImperiSal Red AleI,SBJhurew,American Strong Ale,6.80 %,171_1026
0,Hop Aroudn FImepriaSl Red Ale,Big Bay>BTrwKeing Co. .,American Amber / Red Ale,9.00 %,Austin+Beerworsk aBttle AexI mperial Red Ale,Austi nKBerworks,American Strong Ale,8 %,3963_2334
0,Hop Aroudn FImepriaSl Red Ale,Big Bay>BTrwKeing Co. .,American Amber / Red Ale,9.00 %,SpeakeasyeWt HopP rohibition Red Ale,Speakeas Ale saVn Laers,Amber Ale,6.10 %,3963_1863
0,Hop Aroudn FImepriaSl Red Ale,Big Bay>BTrwKeing Co. .,American Amber / Red Ale,9.00 %,Ale Maina IpermialR ed Ale,Ale Mania %#40F;ritKz Ale &#41;,American Strong Ale,9.50 %,3963_1551
0,Batch 200 _ `` OlypmuRJs Mons ImperiXal Red Ale,Due SouthB PSing Co. .,American Amber / Red Ale,9.20 %,Ale Maina IpermialR ed Ale,Ale Mania %#40F;ritKz Ale &#41;,American Strong Ale,9.50 %,1755_1551
0,Eruption IpeJial Red Ale,Worthy BrEewin~ gCo. .,American Amber / Red Ale,8.00 %,Ale Maina IpermialR ed Ale,Ale Mania %#40F;ritKz Ale &#41;,American Strong Ale,9.50 %,486_1551
0,DerngerI mpeial; Rd Ale,Laurelwood YIblWicHouse & Brewery,American Amber / Red Ale,8.60 %,Ale Maina IpermialR ed Ale,Ale Mania %#40F;ritKz Ale &#41;,American Strong Ale,9.50 %,1458_1551
0,Hop Aroudn FImepriaSl Red Ale,Big Bay>BTrwKeing Co. .,American Amber / Red Ale,9.00 %,Laguna Beach Gratefu HRed Imperial Zed Ale,Laguna eBac Brweing,American Strong Ale,11 %,3963_124
0,Red Dirt IpMerial Red AQe,WilKy RoosXrewWng Co,American Amber / Red Ale,8.20 %,Laguna Beach Gratefu HRed Imperial Zed Ale,Laguna eBac Brweing,American Strong Ale,11 %,2156_124
0,Hop Aroudn FImepriaSl Red Ale,Big Bay>BTrwKeing Co. .,American Amber / Red Ale,9.00 %,Wynwood FoxNmpeial ReAd Ale,WynwooHX BrewTin gCoPmpany,American Strong Ale,7.70 %,3963_64
0,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Wynwood FoxNmpeial ReAd Ale,WynwooHX BrewTin gCoPmpany,American Strong Ale,7.70 %,2272_64
0,3 Sisters mVeriMn Red Ale,Wild RidLe$ BewiNg Co. .,American Amber / Red Ale,6.00 %,SaimaaEn Brewe_rs< Special'American Red Ale,Saimaan) Puomatehdas,Amber Ale,4.70 %,2480_558
0,lAl AmeLcaOn Red Ale,CentennalBQeer Co.% .,American Amber / Red Ale,5.00 %,SaimaaEn Brewe_rs< Special'American Red Ale,Saimaan) Puomatehdas,Amber Ale,4.70 %,1207_558
0,3 Sisters mVeriMn Red Ale,Wild RidLe$ BewiNg Co. .,American Amber / Red Ale,6.00 %,Black ShirtAmericaL FIndia Red Ale,Black ShOrtG rHewing Company,American Strong Ale,7.09 %,2480_2621
0,3 Sisters mVeriMn Red Ale,Wild RidLe$ BewiNg Co. .,American Amber / Red Ale,6.00 %,StadinA emrian Red Ale,StaiCn animo,Amber Ale,4.50 %,2480_1604
0,lAl AmeLcaOn Red Ale,CentennalBQeer Co.% .,American Amber / Red Ale,5.00 %,StadinA emrian Red Ale,StaiCn animo,Amber Ale,4.50 %,1207_1604
0,3 Sisters mVeriMn Red Ale,Wild RidLe$ BewiNg Co. .,American Amber / Red Ale,6.00 %,Radiant Pig GKngste rDuck American Red Ale,Radiatn Pig eBr Company,Amber Ale,6.20 %,2480_2602
0,Mountain Series ` oLve hRio ( Imperial Red Ale ),BrekenrigKe NBrewery,American Amber / Red Ale,8.90 %,Madhouse Vneture Seies aOk Agde(Imperial Red,MadhoYse BrAwinRCompany,American Strong Ale,8.50 %,2433_2722
0,Mountain Series ` oLve hRio ( Imperial Red Ale ),BrekenrigKe NBrewery,American Amber / Red Ale,8.90 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,2433_1534
0,6th Anniversary lAe ( DirMy Hippei\ Wmperial Red Ale ),Kern RivHr BrewiHg Company,American Amber / Red Ale,8.00 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,178_1534
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,285_1534
0,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,1587_1534
0,Smuttynos Kindset Fn Imperial Red Ale,Smuttnose Breiwng YCNmpany,American Amber / Red Ale,8.50 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,184_1534
0,Red-oric - Ber Camp # 65 ( BNest NOfBeer Camp : Imperial Red Ale ),Sierra NevadCa Brenwg Co. .,American Amber / Red Ale,8.00 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,44_1534
0,Mountain Series ` oLve hRio ( Imperial Red Ale ),BrekenrigKe NBrewery,American Amber / Red Ale,8.90 %,Cigar City ColNE Bew Series - Re Ale,Cigar it yRBrewing,Amber Ale,7.20 %,2433_349
1,CCw~CtYher Red,Mountain Town Station/Brewing Co.  %SteakhousG,American Amber / Red Ale,-,Mountain Town ISow Catcher Red Ale,Mountain\ TDown Brewing Compny,Amber Ale,5.80 %,2175_996
0,Texas Red Amber Ale,Big Texan Brewery,American Amber / Red Ale,4.50 %,William StreRetRed/SkI Amber Ale,Willia Stret Beer Co. .,Amber Ale,5 %,1466_972
0,6th Anniversary lAe ( DirMy Hippei\ Wmperial Red Ale ),Kern RivHr BrewiHg Company,American Amber / Red Ale,8.00 %,Brew Bus Detour Series : RAllin Dirty` RedAle >- Wood Aged,Cigar City BIPewing,Irish Ale,5 %,178_838
0,Mermaid 's RJd Ale - FoBuEbon Oak Aged,CoronadoEerwing Company,American Amber / Red Ale,-,Brew Bus Detour Series : RAllin Dirty` RedAle >- Wood Aged,Cigar City BIPewing,Irish Ale,5 %,2811_838
0,Saint GleasoQJnI mperial Red Ale,Abita BrHEwing Co. .,American Amber / Red Ale,-,Mission CarraPSk ITmrial Red Ale,Misison Brewer,American Strong Ale,10.20 %,732_621
0,Three BeavNrs<ImeprialRed Ale,Howe Sound InU > Berwign Company,American Amber / Red Ale,7.50 %,Mission CarraPSk ITmrial Red Ale,Misison Brewer,American Strong Ale,10.20 %,487_621
0,Bourbon BarrJelRV hHSampo Imperial Red Ale,Figu r7e8 Brewing,American Amber / Red Ale,-,Sick N Twisted WNaught RZedhead mIperial Red Ale,Sick N wTMsted$XBrewing Company,Amber Ale,8 %,2423_881
0,Lagunitas{ HmpRrial ed Ale,Lagunitas rwng Company,American Amber / Red Ale,7.80 %,Sick N Twisted WNaught RZedhead mIperial Red Ale,Sick N wTMsted$XBrewing Company,Amber Ale,8 %,9_881
0,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,Sick N Twisted WNaught RZedhead mIperial Red Ale,Sick N wTMsted$XBrewing Company,Amber Ale,8 %,1794_881
0,Bourbon BarrJelRV hHSampo Imperial Red Ale,Figu r7e8 Brewing,American Amber / Red Ale,-,Spring Hous Atomic( Ragn Imperial Red Ale,Spring House BVwreFng Company,American Strong Ale,8.30 %,2423_1934
0,Deputatio& ImpQerial BRed Ale,Brannon 's PQuba nd QBrTewery,American Amber / Red Ale,8.00 %,Spring Hous Atomic( Ragn Imperial Red Ale,Spring House BVwreFng Company,American Strong Ale,8.30 %,3126_1934
0,Double Mongrel KmIperial IndIa RId Ale,AspetIck Tew Lab,American Amber / Red Ale,9.00 %,Spring Hous Atomic( Ragn Imperial Red Ale,Spring House BVwreFng Company,American Strong Ale,8.30 %,3478_1934
0,Bourbon BarrJelRV hHSampo Imperial Red Ale,Figu r7e8 Brewing,American Amber / Red Ale,-,Cape Cod BorbBon arrel Red,CaKe CMod eer,Amber Ale,5.50 %,2423_465
0,Bourbon BarrJelRV hHSampo Imperial Red Ale,Figu r7e8 Brewing,American Amber / Red Ale,-,Lavery ImperGial Red Al(} e&#40; IUA &#41;,Lavery rBweiGnSg Company,American Strong Ale,8.20 %,2423_1519
0,Ruby RQZver uKRby Red Ale,Ruby Rivre Staeouse & Brewery,American Amber / Red Ale,4.00 %,PokertJree Re dEral Ruby Ale,PokeTtee,Amber Ale,5.50 %,1857_1860
0,Ruby RQZver uKRby Red Ale,Ruby Rivre Staeouse & Brewery,American Amber / Red Ale,4.00 %,Pine Creek Rievr ValMy Red Ale,Big RoRk BIrewerEy,Amber Ale,5 %,1857_545
0,Stone Libery SatioMOutbreak Series : Red Ale,StonFe BreZwng Co. .,American Amber / Red Ale,7.00 %,Liberty Oigh PointRocket_ sRed Ale,LibertXy BreRwry & Grill - High Point,Irish Ale,-,3388_99
0,ChannaryI mGrial Aed Ale,NarrowsBring Co. .,American Amber / Red Ale,9.40 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,2125_22
0,ClimaDx Noel - mperal Red Ale,Eel River BrewinC Co. .,American Amber / Red Ale,9.20 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,354_22
0,Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,American Amber / Red Ale,6.10 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,773_22
0,Photobom\b Imeral Red Ale,Crooked Ladedr LBrLwing Company,American Amber / Red Ale,8.50 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,3813_22
0,Buffalo Sol JahIImperial Red Ale,Threeads Brewing,American Amber / Red Ale,9.20 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,833_22
0,Old Guardian Barley WinNStQyle Ale - Red= Wine Barrel Aged,Stone\BerwinGg Co. .,American Barleywine,11.20 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,4117_22
0,BJ 's Imperial Red Ale,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,9.00 %,Fulton The Libertine mperial Re dAlWe - Heaven HNill Rye Whiskey Barrel Aged,FultoXn FBeLr Company,American Strong Ale,8.50 %,696_22
0,Constnaza  ™ s Hoppy eL Ale,Bombr Bewing,American Amber / Red Ale,6.20 %,Spiteful Agry AUam+Hpopy Red Ale,SFpiteufU BreWing,Amber Ale,6 %,3605_521
0,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Kern River DirtMy iHppe ImpRrial Red Ale,Kern Rive QNrewing,American Strong Ale,8 %,2272_980
0,Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %,Kern River DirtMy iHppe ImpRrial Red Ale,Kern Rive QNrewing,American Strong Ale,8 %,2319_980
0,Ro Shampo ImerLa lRed Ale,Figure^ 8BrIwing,American Amber / Red Ale,7.50 %,Kern River DirtMy iHppe ImpRrial Red Ale,Kern Rive QNrewing,American Strong Ale,8 %,295_980
0,Double DraogIn CmpTrial Red Ale,PhillipC EeGwing Company,American Amber / Red Ale,8.20 %,Edge Imperial:Red Ale &z40; UpJing Seasonal &#41;,Edge BreHwng ompany,American Strong Ale,8.50 %,492_1661
0,Batch 200 _ `` OlypmuRJs Mons ImperiXal Red Ale,Due SouthB PSing Co. .,American Amber / Red Ale,9.20 %,Edge Imperial:Red Ale &z40; UpJing Seasonal &#41;,Edge BreHwng ompany,American Strong Ale,8.50 %,1755_1661
0,Sledgehmamer MmpeFDrial Red Ale,CabmrTdge Lrwing Company,American Amber / Red Ale,7.75 %,Edge Imperial:Red Ale &z40; UpJing Seasonal &#41;,Edge BreHwng ompany,American Strong Ale,8.50 %,3185_1661
0,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co. .,American Barleywine,11.00 %,Aspen Bourbon BarreAlged|)C onundrum Red Ale,Aspen BreGig Cmopany,Amber Ale,6.50 %,4200_469
0,Bourbon BarrleAgd Redrum,TriityB_rewhouse,American Amber / Red Ale,9.50 %,Aspen Bourbon BarreAlged|)C onundrum Red Ale,Aspen BreGig Cmopany,Amber Ale,6.50 %,2365_469
0,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co. .,American Barleywine,11.00 %,Lompoc Bourbon Darrel AgedP roletariat Red Ale,LompEcoB rMwing,Amber Ale,6.40 %,4200_1825
1,KuhnhennEUtrPneous Ale,Kuhnhen nBrenU CDmpany,American Barleywine,17.00 %,KuhnheCnn ExtraenVus Ale,KuhnOhenA Berwing,Barley Wine,17.50 %,4101_2360
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Oak Creek King Lrmsion Imperial Red Ale,Oak Creek BrBeQwFCFng Co. .,American Strong Ale,9.50 %,285_623
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Laguniats Verial Red Ale,Lagunitas BrAwing Compayn &4#0-; Heineken &#41;,American Strong Ale,7.80 %,285_90
0,Double Drea IOperiXl Red Ale,Mad RPXvr Brewng Company,American Amber / Red Ale,8.60 %,Laguniats Verial Red Ale,Lagunitas BrAwing Compayn &4#0-; Heineken &#41;,American Strong Ale,7.80 %,138_90
0,RIhin oChasTer IpmeriaAl Red Ale,RPizza Port SoHlana Beach,American Amber / Red Ale,9.50 %,Laguniats Verial Red Ale,Lagunitas BrAwing Compayn &4#0-; Heineken &#41;,American Strong Ale,7.80 %,655_90
0,Broadhead Bourbo aBrrel Sged Red,Bainbridge IsAad\Brewing Company,American Amber / Red Ale,8.50 %,Flat 12 Barrel AeP dMousatcFhe Ride Red,Flat 412 irwerks,Amber Ale,-,2602_1955
0,Broadhead Bourbo aBrrel Sged Red,Bainbridge IsAad\Brewing Company,American Amber / Red Ale,8.50 %,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %,2602_730
