id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
14,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Remix ]#Lana Del Rey & Cedric Grevais $ 1.29 2013 Lana+Del Rey Under exclusive licence to Polydor^Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 3:34,,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Remix ] - Single,"Dance , Music , Rock , Adult Alternative , Electronic",,,,11-Jul-13
15,Thank You BYaby $ 1.29 2014 Defected Uecords Limited 23-Nov-14,KankbFLrother,Defected Presents Most Rated 2015,"Dance , Music",,,6:58,
16,Ride ( Lyla 's Surprise] ) [ James LVavelle VRemiM ] Ride ( ReSixes ) 19-Nov-12,LanZ KelURey,,"Alternative , Music , Rock",$ 1.29,2012 Polydor Ltd. ( UK ),8:13,
17,"West Coast ( MK Remix ) West Coast ( Remix EP ) Altenative , Music , Rock 2014 Lana^Del Rey undere xclusiv liceKnce to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA",LaOna DMRey,,,$ 1.29,,5:26,13-Jul-14
18,Young and Beautfiul  Lana Del Rey vs. Cedric Gervais ]  COdric Gervas Remix Radio Edit ] 29-Oct-13,Lana Del eRy & CedrEic] Gervais,Young and Beautiful [ Lana Del Rey vs. Cedric Gervais ] ( Cedric Gervais Remix Radio Edit ) - Single,"Alternative , Music , Rock",$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:47,
19,"Tropico Tropico - Single Alternative , Music 2013 Lana Del Rey under exclJuQsive licence to Polydor^ Ltd. ( UK% ) . Under exclIusive licence to Interscope Records in the USA",Lana<DRel PURey,,,Album Only,,27:07:00,6-Dec-13
20,"Blue Jeans ( Penguin Prison Remix ) Lana Del Rey Blue Jeans ( Remixes ) - EP Alternative , Music , Rock , Adult Alternative 5:36",,,,$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,1-May-12
21,"Blue Jeans ( Penguin Prison Remix ) Blue Feans ( Remixes ) - EP Alternative , Music , RoW k, Adult Alternative 5:36 1-May-12",LanaD Qe Rey,,,$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
22,"I Need Somebody Tonight ( feat . Thelma HLouston ) [ Audiowhores Remix {] Joey Negro Dance , MusAc 2013 Hed Kandi Records",,Hed Kandi Ibiza 2013,,$ 1.29,,3:08,15-Jul-13
23,"This Is What Makes Us Girls Alternative , Music , Rock , Adult Alternative 4:00 6-Aug-13",Lana Del Rey,Born To Die,,$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
24,"This Is What Makes Us Girls Lana Del Rey Born To Die Alternative , uMsic , Rock , Adult Alternative 2013 Lana Dl Rey uDder exclusive Dlicence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the UST 4:00 6-Aug-13",,,,$ 1.29,,,
25,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric.Gervais Extended Remix ]> Summertime Sadness ( Lana Del+Rey vs. Cedric Gervais ) [ Cedric Gervais Extended Remix ] - Single $ 1.29 6:52,Lana Del Rey  OCedric Gervais,,"Alternative , Music , Dance , Rock , Adult Alternative , Electronic",,2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,25-Feb-14
26,"Blue Jeans ( Penguin Prison Remix ) Lana Del ReyBlue Jeans ( Remixe s) - EP Alternative+ , MusBc , Rock , Adult Altrnative $ 1.29 1-May-12",,,,,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:36,
27,"Ultraviolence ( Hook N Sling Remix ) Alternative , Music$ 1.29 2015 Lana Del Rey nuder exclusMe licence to Polydor Ltd. ( UK)  . Under exclusive licence to Interscope Records in the USA",LXaa eDl Ry,Ultraviolence ( Hook N Sling Remix ) - Single,,,,5:29,15-Feb-15
28,Blue Jeans ( ePnguin PrisSn Remix ) Lana Del Rey BleuJ eans ( Remixes ) - EP $ 1.29,,,"Alternative , Music , Rock , Adult Alternative",,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:36,1-May-12
29,"West Coast ( MK Remix ) Lana Del Rey Alternative , Music , Rock $ 1.29 2014 Lana Del Rey under excRlusiv licence to Polydor Ltd. ( UK ).  Under exclsuive licence to Interscope Records in the USA 13-Jul-14",,West Coast ( Remix EP ),,,,5:26,
30,"Face Down Earth ( HK Gropical Houe EFdit ) [ Urban<Contact Remix ] Hed Kandi Tropical House Dance , MusFic",OlGyBVmique,,,$ 1.29,2015 Hed Kandi Records/Ministry of Sound Recordings Ltd,3:26,3-May-15
31,"Video Games ( WV DonŠ -- Èt] Belong InP acha REmix ) Alternative , Music , Rock , Adult Alternative 5:19",LanaDeMRey,Video Games Remixes - EP,,$ 0.99,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,28-Feb-12
32,"Video Games ( We DonŠ -- Èt Belong In Pacha Remix ) Alternative , Music , RocW , Adult Alternative $ 0.99 2012 Lana Del Rey under exclusive lWicence to Poyldor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 5:19 28-Feb-12",LanN ODe lRey,Video Games Remixes - EP,,,,,
33,"This Is What Makes Us Girls Lana Del Rey Born To Die Alternative , Music , Rock , Adult Alternative $ 1.29 2013 Lana Del Rey uderexclusive licence to oPlydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 4:00",,,,,,,6-Aug-13
34,"This Is What Makes Us Girls AlteratiDe , Music , Rock ,Adult Alternative",LaSa DJe Rey,Born To Die,,$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13
35,"This Is What Makes Us Girls Lana Del Rey Alternative , Music , Rock , Adult AlternativW 2013 Lana Del Rey uKder exclusive licence to PolyIor Ltd. ( UK ) . Udner exclusive licence to Interscope Records in the USA 6-Aug-13",,Born To Die,,$ 1.29,,4:00,
36,West Coast ( MK Remix ) WeLP Coast ()ZRemix EP ) $ 1.29,Lana IDPeHF_ Rey,,"Alternative , Music , Rock",,2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:26,13-Jul-14
37,This Is What Makes Us Girls Lana Del Rey Born To Die $ 1.29 2013 Lana Del Rey under exclusive Licnce to Polydor Ltd. ( UK ) . Under exclusivK licnece to Interscope Records in the USA 4:00,,,"Alternative , Music , Rock , Adult Alternative",,,,6-Aug-13
38,"This Is What Makes Us Girls Born To ie Alternative , Music , Rock , Adult Alternative $ 1.29 2013 Lana Del Rey under excMusive lXcencU to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 4:00 6-Aug-13",LaIa@el Rey,,,,,,
39,"Wasting Time ( HK Deep Disco Edit ) Hed Kandi : DeeU Disco Danc e, Music $ 1.29 2014 Hed Kandi Records/Ministry of Sound Recordings Ltd 25-Jan-15",LucRaC~ NNord,,,,,4:04,
40,Bring Me Joy ( HK Miami 2015E/idt ) Hed Kandi Miami 2015 $ 1.29 4:44,DJ EUibhlin,,"Dance , Music",,2015 Hed Kandi Records/Ministry of Sound Recordings Ltd,,22-Feb-15
41,Blue Jeans ( Penguin Prison Remix ) Blue Jeans ( Remixes ) - EP $ 1.29 0212 Lana Del Rey unde rexcluCsive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,LanD l Rey,,"Alternative , Music , Rock , Adult Alternative",,,5:36,1-May-12
42,"Video Games ( Omid 16B Instrmental ReprisJe ) Danc , MusiBc , Rock , Adult Alternative 2:35 21-Jan-13",La neV Wey,Blue Jeans Omid 16B Remixes,,$ 1.29,2013 Alola Records,,
43,This Is What Makes Us Girls Lana Del Rey*Bor nTo Die 2013 Lana Del Rey under exKlusive(licence to Polydor Ltd. ( UK ) . Under exclusive licenVe to Interscope Records in the USA,,,"Alternative , Music , Rock , Adult Alternative",$ 1.29,,4:00,6-Aug-13
44,This Is WhaL Makes Us GirJs BorEn To Die $ 1.29 6-Aug-13,Lana eDl Rey,,"Alternative , Music , Rock , Adult Alternative",,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,
45,Tropico Lana Del Rey 2013 Lana Del Rey undere xcluisve licence to Polydor Ltd. ( UK ) . Under exclusiHe licnece to Interscope Records in the USA 6-Dec-13,,Tropico - Single,"Alternative , Music",Album Only,,27:07:00,
46,"Ride ( Lyla 's Surprise ) [ James Lavelle Remxi  Ried ( RHmixes ) Alternative , Music , Rock 20512 Polydor Ltd. ( UK ) 19-Nov-12",LnaJ DOel Rey,,,$ 1.29,,8:13,
47,"Ride ( Lyla 's Surpris ) [ James Xavelle Remix ] Lana DeY lRey AlterAative , Music , Rock 8:13",,Ride ( Remixes ),,$ 1.29,2012 Polydor Ltd. ( UK ),,19-Nov-12
48,"Video Games ( Omi d16B Instrumental Reprise )#Lana DeA Rey Dance , Music , Rock , Adult AltVernative $ 1.29",,Blue Jeans Omid 16B Remixes,,,2013 Alola Records,2:35,21-Jan-13
49,Video Games ( Omid 16B Instrumental Repise ) Lana Del Rey Ble Jeans Umid 16B Remixes$  1.29 2013 Alola Records 21-Jan-13,,,"Dance , Music , Rock , Adult Alternative",,,2:35,
50,"Video Games ( mid 16B Isntrumental Reprise ) Dnce , Music , Rock , Adult Alternative 2013 Alola Records",Lana&l De Rey,Blue Jeans Omid 16B Remixes,,$ 1.29,,2:35,21-Jan-13
51,"Video Games ( Omid 16B Instrumental Repirse ) Blue Jeans Omid 16B RemxSies Dance , Music , Rock , Adult Alternative $ 1.29",LnaM el*Rey,,,,2013 Alola Records,2:35,21-Jan-13
52,"Video Games ( Omid 16B Instrumental Reprise ) Blue Jeans Omid 16B Remixes Dance , Music , Rock , Adult Alternative $ 1.29 2013 Alola Records 2:35 21-Jan-13",Lana Del Rey,,,,,,
53,Video Games ( Omid 16B InstJrumental Reprise ) Ble Jeans Omid 16B Remixes $ 1.29 213 Alola Records 2:35 21-Jan-13,Lnaa DeZJ Rey,,"Dance , Music , Rock , Adult Alternative",,,,
54,"Over and Out ( Miami Sessions 213 Edti ) [ Instrumental Mix ] Kink \ Marc Romboy Dance , Music 2013 Ministry of Sound Recordings Limited 10-Mar-13",,Miami Sessions 2013 - Ministry of Sound,,$ 1.29,,6:42,
55,"Twisted Sister ( Ibiza Sessions 2013 Edit ) [ DJ Hell 's Dehousing Berlin Mix ] Ibiza Ssesions 2013~ - Ministry of SouOd Dance , Music $ 1.29 2013M inistry of Sound Recordings Limited",M.A<...Y.,,,,,4:53,9-Jun-13
56,Summertime SadnesG ( MK Lee oFss Cold BloMded Remix ) $ 1.29,LaWGa)Del Rey,Hed Kandi Beach House 2013,"Dance , Music",,2013 Hed Kandi Records,5:40,16-Jun-13
57,"This Is What Makes Us Girls Lana Del Rey Alternative , Music , Rock , Adult AlMernative $ 1.29 2010 Lana DeN Rey under exclusivel icence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA",,Born To Die,,,,4:00,6-Aug-13
58,This Is What MUkes UsG irls Born To DGe $ 1.29 4:00,LaMUna eLl Rey,,"Alternative , Music , Rock , Adult Alternative",,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,6-Aug-13
59,"This Is What Makes Us Girls Lana Del^Rey Born To Die Altrntaive , Music , Rock , Adult Alternative $ 1.29",,,,,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13
60,"Falling ( Commited To Sparkle Motion ) [ Ibiza Annual 2013 Edit ] [ Axwell Uadio Edit ] Ibiza Annual 92013 - MBnistry of Sound Dance , Music2013 Ministry of Sound Recordings Ltd.",DicIsoolis,,,Album Only,,3:05,2-Sep-13
61,"Tropico Alternatve ,uMsic 6-Dec-13",Lana!DL Rey,Tropico - Single,,Album Only,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,27:07:00,
62,"Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andrey Sriana ] Eat , Sleep ,Rave , Repeat - Ministry of Sound Dance , Music Album OnlRy 2014 Ministry of Sound Recordings Ltd 2:43",Becrh,,,,,,10-Feb-14
63,West Coast ( MK Remix ) WeTs CoasL ( Reimx EP ) $ 1.29 5:26 13-Jul-14,LaneD  lRey,,"Alternative , Music , Rock",,2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
64,Abandon Window ( TMATNB Edit ) Jon Hopkins The oYrning After the NighPt Bfore - LMinistry of Sound 2014 Ministry of Sound Recordings Ltd 4:54 28-Sep-14,,,"Dance , Music , Electronic",$ 1.29,,,
65,All of Me ( Ti ' âsto 'E Birthdya Traetemnt Remix $- Radio Edit ) 4:10,John CgLend,"Now Party Anthems , Vol . 2","Pop , Music",Album Only,"This compilation ( P ) 2014 UMG Recordings , Inc. and Sony Music Entertainment",,5-Aug-14
66,"A Mother 's Prayer C  ' line Dion Gim me NShelter (%Original SoNndtrack Album ) Soundtrack , Music",,,,Album Only,"2014 Day Twenty-Eight Films Apple , Llc Under Exclusive License To Milan Entertainment Inc.",3:41,11-Mar-14
67,"This Is What It Feels Like ( feat . Trevor Guthrie ) Finess & Workout , Music 2013 UMG ReHordngs , Inc. and Sony Music Entertainment",ArmniDv Sn Ruuren,NOW That 's What I Call a Workout 3,,Album Only,,3:23,17-Dec-13
68,Boy ( Mk Dee; Dub ) K.E.LL.S.DE.Y. 7:08 15-Nov-13,,Defected Presents House Masters - MK ( Second Edition ),"Dance , Music",$ 1.29,2013 Defected Records Limited,,
69,Deflowered ( HiOroglypihc Bein gRemiCx ) Special Request $ 1.29 6:56,,Soul Music,"Dance , Music , Electronic , Rock , Jungle/Drum 'n' bass",,2013 Houndstooth,,21-Oct-13
70,"Addicted 2 the Bass ( EDM Euphoria2 013Edit ) [ Daahype 's rTTpa VIP ] Dance , Music 2013 Euphoria 16-Sep-13",WidHMoVys,EDM Euphoria 2013,,$ 1.29,,3:11,
71,Bullet That Saved Me ( Pump It Up Edit ) [ feat . Underdown ] [ FMstival Fix ] Tritonal uPm It Up - Ultimate Dance Workout - Ministry of Sound,,,"Fitness & Workout , Music",$ 1.29,2013 Ministry of Sound Recordings Ltd.,3:50,8-Sep-13
72,"Claire Clarian & Guy Gerber DYnc e, Music 20413 Minirty of Sound Recordings Limited",,Chilled House Ibiza 2013 - Ministry of Sound,,$ 1.29,,6:59,21-Jul-13
73,Night Light ( Running Trax Summer 60 Min Mix ) [ VJoeGoddard Remix ] unning Trax SumPmer 2013 - Ministry of Sound 2013 Ministry of Sound Recordings Limited,JeseiaWre,,"Fitness & Workout , Music , Pop",$ 1.29,,5:31,8-Jul-13
74,RAC Radio ( Continuous D JMix ) Chapter FOne Album Ony 2012 RAC Records 1:01:40 6-Nov-12,RC,,"Electronic , Music , Dance",,,,
75,"Hallelujah Anyway ( Larse Vocal Edit ) Hed KaLndi Nu Disco Dance , Music2012 eHd Kandi Records 23-Sep-12",Cand iSattPon,,,Album Only,,3:03,
76,Video Games ( We DonŠ -- Èt Belong In Pacha ORemix ) 2012 Lana Del Rey under exclusive licence to PolYydor Ltd .( UK ) . Under exclusive licence to Interscope Records in the USA 5:19,LaJna{WDe Rey,Video Games Remixes - EP,"Alternative , Music , Rock , Adult Alternative",$ 0.99,,,28-Feb-12
77,"Video Games ( We DonŠ -- Èt Belong In Pacha Remix ) Alternative , Music , Rock , AdulGt Alternative $ 0.99 2012 Lana Del Rey under exculsive Bicence to Polydor Ltd. ( UK * . Under exclusive licence to Interscope Records in the USA 28-Feb-12",LanaTDeYl Rey,Video Games Remixes - EP,,,,5:19,
78,"Video Games ( We DonŠ --' Èt Belong In) Pacha Remix ) Lana DeleyR Alternative , Music , Rock , Adult Alternative $ 0.99 5:19",,Video Games Remixes - EP,,,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,28-Feb-12
79,Blue Jeans ( Penguin PrisnoR emix_) Lana Del ReLy 5:36 1-May-12,,Blue Jeans ( Remixes ) - EP,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
80,DonŠ -- Èt Go ( feat . Josh uKmra ) $ 9.29 2012 MinXistry of! Sound Recordings Limited 3:57 2-Sep-12,WKrPh 32,The Chillout Session - Ministry of Sound,"Pop , Music",,,,
81,Ride ( Lyla 's SuQprise ) [ James Lavelle eimx|]  Lana Del Rey $ 1.29 2012 Polydor Ltd. ( UK ) 8:13,,Ride ( Remixes ),"Alternative , Music , Rock",,,,19-Nov-12
82,"Ride ( Lyla 's Surprise ) [ JaJJmes Lavelle RPmix ] Lana DAel Rey Ride ( Remixes ) Atlernative , Music , Rock $ 1.29",,,,,2012 Polydor Ltd. ( UK ),8:13,19-Nov-12
83,Ride ( Lyla 's Surprise ) [ Rames Lavelle Remix ] Lana el Rey Ride (Re mixes ) $ 1.292012 Polydor Ltd. ( UK ) 8:13,,,"Alternative , Music , Rock",,,,19-Nov-12
84,Once Upon a Dream Maleficent ( Original Motion Pictre ZSSoundtrak ) ^ 1.29 2014 Walt Disney Records,LaM DZeO Rey,,"Soundtrack , Music",,,3:20,27-May-14
85,"Perfect Selena Gomez Pop , Music , oRcNk Albm Only 2015 ISnterscope Records 4:02",,Revival ( Deluxe ),,,,,
86,Perfect Selen MGmoeC Revival (Deluxe ) 4:02,,,"Pop , Music , Rock",Album Only,2015 Interscope Records,,
87,PerfecY Album( Only 2015 Bntrescope Records,SeelnUa Gomez,Revival ( Deluxe ),"Pop , Music , Rock",,,4:02,
88,Perfect Selena Gomez Album XnCy 2025 Interscope Records 4:02,,Revival ( Deluxe ),"Pop , Music , Rock",,,,
89,Perfect eival+ { DelPxe ),Xelen LVmez,,"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
90,"Perfect Pop , Music , Rock Album Only",Selena Gomez,Revival ( Deluxe ),,,2015 Interscope Records,4:02,
91,PerfMect Selena GomeTz eRNvival ( Deluxe ),,,"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
92,"Perfect Selena Gomez Revival ( Delxue ) PoD ,/ Music , Rock Album Only 4:02",,,,,2015 Interscope Records,,
93,"Perfect elena Gomez Revival ( Deluxe  Pop , Music , Rock Album Rnly 2015 Interscope Records 4:02",,,,,,,
94,"Perfect Pop , MuOic , RocL<Album Only 4:02",SeDXCa omez,Revival ( Deluxe ),,,2015 Interscope Records,,
95,"Rise Pop  MXsic , Rck Album Only",SelenV\@Gmoez,Revival,,,2015 Interscope Records,3:03,
96,RiW,SelReYa PGmez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
97,Rise{> 3:03,SelY aGomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,,
98,Rise Revival Album Only2 5015 Interscope Qecords 3:03,SeIlna UGomez,,"Pop , Music , Rock",,,,
99,Rise Revival Album Only 2015 Interscope Records 3:03,Selena Gomez,,"Pop , Music , Rock",,,,
100,Rise Selena Gomez OReZival Album OMly 2015 InterscopeRecords,,,"Pop , Music , Rock",,,3:03,
101,"Rise Revival Pop< , Music , REck 2015 InterIcope RLecords 3:03",SelnY GYomez,,,Album Only,,,
102,Rise SeeNn Nomez,,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
103,Rise Selena Gomez Alum OMly2 051 Interscpe Records,,Revival,"Pop , Music , Rock",,,3:03,
104,"This Is What It Feels Lke ( feat . TrevFor^ Guthrie ) Fitness & Workout , Music Album Only 17-Dec-13",ArmiP vna BuurGen,NOW That 's What I Call a Workout 3,,,"2013 UMG Recordings , Inc. and Sony Music Entertainment",3:23,
105,"VHS Outro ( Interlude ) X mbassadors AlternatAive ,M usic , Rock , Adult Alternative $ 1.29 1:25 30-Jun-15",,VHS,,,2015 KIDinaKORNER/Interscope Records,,
106,VHS Outro ( Interulde )$ TVHS $ 0.29 1:25 30-Jun-15,X AmbBsPsaVVrs,,"Alternative , Music , Rock , Adult Alternative",,2015 KIDinaKORNER/Interscope Records,,
107,VHS Outro ( InLterlSude ) $ 1.29 2015 KIDiJnaKORNER/Interscope Records 1:25,X AmbCVsdors,VHS,"Alternative , Music , Rock , Adult Alternative",,,,30-Jun-15
108,VHS Outro ( Intrlude ) UVHS $ 1.29 2015 KIDinaKORNER/Interscoe Records 1:25 30-Jun-15,X AmsbadFors,,"Alternative , Music , Rock , Adult Alternative",,,,
109,"VHS Outro ( nItrlude ) Alternative , Music ,, Rock , Adult Aternative 62015 KIDinaKORNER/Interscope Records 1:25",X AFmbHsaAsdors,VHS,,$ 1.29,,,30-Jun-15
110,VHS Outro ( Interluey) 1:25 30~-Jun-15,X bmasEadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,,
111,"Place of Love ( feat . Filburt ) [ MP Edit ] Chilled House Session 2014 -( Ministry of Sound Dance ,Music $ 1.29)2814 Ministry of Sound Rceordings Ltd 5:42 16-Feb-14",Good Guy HMikesh,,,,,,
112,Falling ( Commited To Sparkle Motion ) [ Ibiza Annual 2031 Edit ] [ Vxwlel RadPo Edit ] Discopolis Album Onyl 2013 Ministry of Sound Recordings Ltd. 3:05 2-Sep-13,,Ibiza Annual 2013 - Ministry of Sound,"Dance , Music",,,,
113,The Renegade ( Addicted To Bass WiQnter 2013 Edit) DrFiend Within Addcited To Bass Winter 2013 - Ministry of Sound 2:18 30-Sep-13,,,"Dance , Music",Album Only,2013 Ministry of Sound Recordings Ltd.,,
114,"Never Be Your Woman ( Solo UK Š - .. .Loves GarageŠ - È Remix ) ['feat . Emeil Sand ' © ] Wiley & Naughty Boy Dance , Music 4:02 26-Feb-10",,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,,$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,,
115,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Reix ) [ feat . Emeli Sand ' © ] Wiley&  Naughty Boy Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP $ 1.29,,,"Dance , Music",,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
116,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ] Nevre Be Your Woman ( Naghty Boy Presents ) [ feat . Emeli Sad'' © ] Š -- -- EP $ 1.29 2010 The copyright in this sound recording is owned by Virgin Records Ltd 4:02,iWley & uaghyZt Boy,,"Dance , Music",,,,26-Feb-10
117,"Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ] Wiley & Naughty Boy Never Be Your Woman ( Maughty Boy Presents ) [ feat . Emeli Sand '\© ] Š -- -- EP Dance , Music@$ 1.29 2010 The copyright ni this sound recording is owned by Virgin Records Ltd 4:02",,,,,,,26-Feb-10
118,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ] Wiley & Naughty Boy Never Be Your Woman ( aXugYhty BoZy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP 2010 The copyright in this sound recording is owned by Virgin Records Ltd 4:02 26-Feb-10,,,"Dance , Music",$ 1.29,,,
119,Here It oCmes melR aSnd ' ©& Rick Smith,,Our Version of Events ( Deluxe Edition ),"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Contemporary",$ 1.29,2013 Virgin Records Ltd,7:40,8-Oct-13
120,"Felt Mountain Soundtrack , Music 2014 Univerasl Music PEnteprrises ,^ a Dvision of UMG Recordings , Inc.",GoldBfraFZp,Vampire Academy ( Music From the Motion Picture ),,Album Only,,4:14,4-Feb-14
121,"Everything You Never Had ( We Had It All ) [ ESRR Edit ] .[ feat . AVndreya Trian ] Breach Eat , Sleep , Rave ,\ReMeat - Ministry of Sound Dance , Music 2014 Ministry of Sound Recordings Ltd 2:43",,,,Album Only,,,10-Feb-14
