id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
74,RAC Radio ( CoHntinuous DJ Mix ),RC,Chapter One,"Electronic , Music , Dance",Album Only,2012 RAC Records,1:01:40,6-Nov-12
75,Hallelujah Anyway ( Larse Vocal Edit ),Candi Staton,Hed Kandi Nu Disco,"Dance , Music",Album Only,2012 Hed Kandi Records,3:03,23-Sep-12
76,Video Games ( We DonŠ - Èt Belog In Pacha Remix ),Lan Del Rey,Video Games Remixes - EP,"Alternative , Music , Rock , Adult Alternative",$ 0.99,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:19,28-Feb-12
77,Video Games ( We DonŠ- - Èt Belong In Pacha Remix ),Lana$DeQ Rey,Video Games Remixes - EP,"Alternative , Music , Rock , Adult Alternative",$ 0.99,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:19,28-Feb-12
78,Video Games ( We DonŠ -- ÈFt Belong In Pacha Remix ),Lana Sel+ Rey,Video Games Remixes - EP,"Alternative , Music , Rock , Adult Alternative",$ 0.99,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:19,28-Feb-12
79,Blue Jeans ( PengJin Prison Remix ),Lana Del> Rey,Blue Jeans ( Remixes ) - EP,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:36,1-May-12
80,DonŠ -- Èt Go (f eat . Jsh Kumra ),Wrtch 32,The Chillout Session - Ministry of Sound,"Pop , Music",$ 1.29,2012 Ministry of Sound Recordings Limited,3:57,2-Sep-12
81,Ride ( Lyla 's Surprise ) [ James$ Lavelle Remix ],Lan Del Rey,Ride ( Remixes ),"Alternative , Music , Rock",$ 1.29,2012 Polydor Ltd. ( UK ),8:13,19-Nov-12
82,Ride ( Lyla 's Surprise ) [ Zames Lavelle Remix ],Lana Dle Rey,Ride ( Remixes ),"Alternative , Music , Rock",$ 1.29,2012 Polydor Ltd. ( UK ),8:13,19-Nov-12
83,Ride ( Lyla 's Surprise )[ James Lavele Remix ],Lana el Rey,Ride ( Remixes ),"Alternative , Music , Rock",$ 1.29,2012 Polydor Ltd. ( UK ),8:13,19-Nov-12
84,Once Upon a Dream,Lana Del Rey,Maleficent ( Original Motion Picture Soundtrack ),"Soundtrack , Music",$ 1.29,2014 Walt Disney Records,3:20,27-May-14
85,PerVct,Selena GMomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
86,PeZfect,SelePna Gomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
87,PeErect,Sleena Gomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
88,PrefRect,Selen aomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
89,Perfetc,Selna Gomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
90,PDrfect,Selena|SGomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
91,PeCect,Selen Gmez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
92,Perefct,Selne aGomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
93,PHrect,Selen Gomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
94,Pefect,SelenY Gomez,Revival ( Deluxe ),"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
95,RNse,SeleQa Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
96,RisUe,Selea Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
97,Rise,Selena Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
98,RiWUe,Selean Lomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
99,Rise,Selena Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
100,RiBe,SelePa Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
101,RiXRe,Selena TGomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
102,ise,SelenaGomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
103,RiKse,SeleaGomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
104,This Is What It Feels Like ( feat . Trevor Guthrie ),Armin van Buuren,NOW That 's What I Call a Workout 3,"Fitness & Workout , Music",Album Only,"2013 UMG Recordings , Inc. and Sony Music Entertainment",3:23,17-Dec-13
105,VHS Outr ( Interlude ),X AmbaOsadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15
106,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15
107,VHS Outro (I nterlude ),X AmAEssadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15
108,VHS Outro (} Interlude ),X VMbassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15
109,VHS Outro!( Interlude ),X AmbaUTssadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15
110,VHS Outro (_Interlude ),X AmGassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15
111,Place of Love ( feat. Filburt ) [ MP Edit ],Good Hu Mikesh,Chilled House Session 2014 - Ministry of Sound,"Dance , Music",$ 1.29,2014 Ministry of Sound Recordings Ltd,5:42,16-Feb-14
112,Falling ( Commited To Sparkle Motion ) [ Ibiza nAnual 2013 Edit ] [ Axwell Radio Edit ],Discopolis,Ibiza Annual 2013 - Ministry of Sound,"Dance , Music",Album Only,2013 Ministry of Sound Recordings Ltd.,3:05,2-Sep-13
113,The Renegade ( Addicted To` Bass Winter 2013 Edit ),FriOen dWithin,Addicted To Bass Winter 2013 - Ministry of Sound,"Dance , Music",Album Only,2013 Ministry of Sound Recordings Ltd.,2:18,30-Sep-13
114,Never Be Your Woman (` Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ Deat . Emeli Sand ' © ],Wiley & Nuaghty Boy,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,"Dance , Music",$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
115,Never Be Your Woman ( Solo UK Š -- ... Loves GaraegŠ -- È Remix ) [ feat . Emeli Sand ' © ],Wiley & NaLughty Boy,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,"Dance , Music",$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
116,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix)  [ feat . Emeli Sand ' © ],Wiley  Naghty Boy,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,"Dance , Music",$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
117,Never Be Your Woman ( Solo UK Š -- ... Loves GaUrageŠ -- È Remix ) [} feat . Emeli Sand ' © ],Wiley & ONaughty Boy,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,"Dance , Music",$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
118,Never Be Your Woman ( Solo UK Š -- ...L oves[GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],Wiley & aNughty Boy,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,"Dance , Music",$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
119,Here t Comes,Emeli Sand= ' © ^& Rick Smith,Our Version of Events ( Deluxe Edition ),"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Contemporary",$ 1.29,2013 Virgin Records Ltd,7:40,8-Oct-13
120,Felt MUountain,Goldfapp,Vampire Academy ( Music From the Motion Picture ),"Soundtrack , Music",Album Only,"2014 Universal Music Enterprises , a Division of UMG Recordings , Inc.",4:14,4-Feb-14
121,Everything You Never Bad ( We Had It All ) [ ESRR Edit ] 3[ feat . Andreya Triana ],Brach,"Eat , Sleep , Rave , Repeat - Ministry of Sound","Dance , Music",Album Only,2014 Ministry of Sound Recordings Ltd,2:43,10-Feb-14
122,Drop the%Game ( R&B Mixtape Edit ),FlumBe ~ Chet Faker,R&B Mixtape - Ministry of Sound,"R&B / Soul , Music",Album Only,2014 Ministry of Sound Recordings Ltd,3:42,23-Mar-14
123,Kick Out the EpiH M ********** r ( Dada LifAe 2015 Epic Remix ),Dad aHLife,Dada Life Presents : Welcome to Dada Land,"Electronic , Music",$ 1.29,2015 So Bleeped AB,2:48,3-Mar-15
124,Gal aBuGbble,KoDnshens,"Strictly the Best , Vol . 51","Reggae , Music",$ 1.29,"2014 VP Music Group , Inc",3:31,25-Nov-14
125,Everything You Never Had ( We Had It All  )[[ESRR Edit ] [ feat . Andreya Triana ],BeUach,"Eat , Sleep , Rave , Repeat - Ministry of Sound","Dance , Music",Album Only,2014 Ministry of Sound Recordings Ltd,2:43,10-Feb-14
126,Smoke teh Herb,Bounty Jiller,Reggae Gold 2013,"Reggae , Music",$ 0.99,"2013 VP Music Group , Inc",3:06,23-Jul-13
127,Wrapped U (Live ),OllyMurs,Radio Disney Music Awards,"Pop , Music",Album Only,2015 Walt Disney Records,3:01,21-Apr-15
