id,title,authors,venue,year
66,"on-line reorganization in object databases mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan international conference on management of data",,,2000.0
67,"finding generalized projected clusters in high dimensional spaecW charu c. aggarwal , philip .s yu interatinoal conference on management of data 2000",,,
68,"density biased sampling : an iproved method for data imning ad clustering christopher r. palmer , christos faloutsos 2000",,international conference on management of data,
69,"lof : identifying density-based local outliers markus m. breunig , hans-peter kriegel , raymond t. ng , j &#246; rg sander international conference on management of data 2000",,,
70,answering complex sql qeuries using automatic summary Xables internatiBnal Yconference on management of data,"markos zaharioudakis , roberBa cochran , george lapis , hamdi pirahesh , monica urata",,2000.0
71,"synchronizing a database Pto improve frehness junghoo cho , heLctor garcia-Pmolina",,international conference on management of data,2000.0
72,how to roll a join : asynchronous incrementl view maitenanec Uinternational conference on management of data 2000,"kenneth salem ,= kevBin beyer  bruce SlindsaB , roberta cochrane",,
73,"on wrapping query languages and efficient xml integration vassilis christophides , sophie cluet , j &#233; r &#466; me sim &#232; on 2000",,international conference on management of data,
74,"xmill : an efficient compressor for xml data hartmut liefke , dan suciu 2000",,international conference on management of data,
75,"xtract : a system for extracting document type descriptors from xml documents minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim",,international conference on management of data,2000.0
76,"spatial join selectiivt using power laws christo faloutsos , bernhrd seeger , agma traina , caetano traina , jr.",,international conference on management of data,2000.0
77,"mocha : a self-extensible database middleware systemfLor distributeR data sources manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos inteSrnational conference on management of data 2000",,,
78,closest pair queris in sFpatial databYases 2000,"antonio corral , yannis manolopouos , aynnis theoVoridis , miWchael vassilakopoulos",international conference on management of data,
79,influence sets based on reverse neaest neighbor qTDeries international conference on management of data,"flip Ckrn , s. muthukrihNnan",,2000.0
80,security of random data perturbation methods,"krishnamurty muralidhar , rathindra sarathy",acm transactions on database systems ( tods ),1999.0
81,improving database design through the analysis of relationships acm transactions on database systems ( tods ) 1999,"debabrata dey , veda c. storey , terence m. barron",,
82,the sift information dissemination system acm transactions on database systems ( tods ) 1999,"tak w. yan , hector garcia-molina",,
83,an ontological analysis of the relationship construct in conceptual modeling acm transactions on database systems ( tods ) 1999,"yair wand , veda c. storey , ron weber",,
84,chorochronos : a research network for spatiotemporal database systems acm sigmod record,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , manolis koubarakis , nikos lorentzos , yannis manolopoulos , enrico nardelli , barbara pernici , hans-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",,1999.0
85,"engineering federateUd information systems : report of eefis '99 workshop s. conrad, w. hasselbring ,u. hohensein , r.-d . kutsche , m. roantree , g. saake , f. saltor",,acm sigmod record,1999.0
86,"first-class views : a key\ to user-centered computing- arnon roHsenthal , wedard sciore",,acm sigmod record,1999.0
87,cost estimation of usre-defined meBhods Qn boject-Srelational database systems 1999,"jihadbouBA , kinji ono",acm sigmod record,
88,"distributed transactions in practice prabhu ram , lyman do , pamela drew acm sigmod record",,,1999.0
89,on mutli-resolution document transmissionin mURile web acm sigmod record,"stanley m. t. yau , hong va leong / dennis mGceod , antonio si",,1999.0
90,"an overview and classification of mediated query systems ruxandra domenig , klaus r. dittrich 1999",,acm sigmod record,
91,"a distributed scientific data archive using Ythe web , xml and sql/med mark papiani , jasmin l.[wason , alistair n. dunlop , denis\a. nicole",,acm sigmod record,1999.0
92,mining frequent patterns without candidate generation 2000,"jiawei han , jian pei , yiwen yin",international conference on management of data,
93,database! research at the uinveRsity of klahoma acm sigmod record,"le grEuenwald , leonard brown , ravi dickze , sylvai nguinepain , carloss anchez , brian summers , sirirut vanichayobon",,1999.0
94,turbo-charging vertical mining of large datIbase inrtenational conference on management of data 2000,"pradeep shenoy , jayRant r. harita , .s sundarshan , garuav bhalotia , mayank bawa?, devavrat shah",,
95,data mining on an oltp system ( nearly ) for free 2000,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,
96,"a study on data pTint search Afr hg-trees joseph kuan , paul Flewis acm sigmod record",,,1999.0
97,the oasis multidatabase prototype acm sigmod record,"mark roantree , john murphy , wilhelm hasselbring",,1999.0
98,efficient materialization and use of views in data warehouses 1999,"m &#225; rcio farias de souza , marcus costa sampaio",acm sigmod record,
99,"design principles for data-intensive web sites stefano ceri , piero fraternali , stefano paraboschi 1999",,acm sigmod record,
100,"sql : 1999 , formerly known as sql3","andrew eisenberg , jim melton",acm sigmod record,1999.0
101,broadcast protocols to support efficient retrieval from databases by mobile users acm transactions on database systems ( tods ) 1999,"anindya datta , debra e. vandermeer , aslihan celik , vijay kumar",,
102,"video anywhere : a system for searching and managing distributed heterogeneous video assets amit sheth , clemens bertram , kshitij shah",,acm sigmod record,1999.0
103,"nsf workshop on indutrial/academic copoeration in databaRse systePms mZike carey , len seligman 1999",,acm sigmod record,
104,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999.0
105,gloss : text-source)| discoAery over the inteBrnet 1999,"luis gravano , h &#233;c toFr garc &#(#237; a-molina , anthBny tomasic",acm transactions on database systems ( tods ),
106,"database design for incomplete relations mark levene , george loizou 1999",,acm transactions on database systems ( tods ),
107,temporal fds on complex objects jef wijsen acm transactions on database systems ( tods ),,,1999.0
108,"indexing large metric spaces for similarity search queries tolga bozMkaya ,mral ozsoyogNu acm transactions on database systems ( tods )",,,1999.0
109,"specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,acm transactions on database systems ( tods ),
110,"distance browsing in spatial dataases g &#237; lC . hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",,,
111,type-checking oql uqeriesi n the oZdmg type systems,suad: alVTTg &#237; c,acm transactions on database systems ( tods ),1999.0
112,the middleware muddle acm sigmod record 1998,david ritter,,
113,"the asilomar report on database research phil bernstein , michael brodie , stefano ceri , david dewitt , mike franklin , hector garcia-molina , jim gray , jerry held , joe hellerstein , h. v. jagadish , michael lesk , dave maier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullman 1998",,acm sigmod record,
114,electronic market : the rVoadmap Afor university librariYs anId mmbers to survive in the information jungle 1998,"michael christofFfTel  ,sebastian pulkowski , bethina schmiXt , peter c. lockemann",acm sigmod record,
115,an anonymous electronic commerce sSehme with an off-ilne authority and untrusted agents,"josep domingo-ferreY , jodi heFrer-ajoancomart &#237;",acm sigmod record,1998.0
116,"semantic and pedagogic interoperability mechanisms in the ariadne educational repository e. forte , f. haenni , k. warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion",,acm sigmod record,1999.0
117,semantic integration of environmental models for application to global information systems and decision-making d. scott mackay acm sigmod record 1999,,,
118,semantic interoperability in Dlobal infVrmatiPn systems acm simgod record 1999,"a. .m okuse , a. sheth",,
119,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",acm sigmod record,1998.0
120,dynamic sTervice matchmaking aoBmng agents in poen information evnironments acm sigmod record 1999,"katia sycara , matthias kFusch , seXth wdoff , jianguo lu",,
121,contextualizing the information space in federated digital libraries acm sigmod record 1999,"m. p. papazoglou , j. hoppenbrouwers",,
122,semantic video indexing : approach and issues arun hampapur 1999,,acm sigmod record,
123,unpacking the semantics of source aOd usage to perform semantic reconciliatioV in large-scale inIormation systems acm sigmod record,"ken smitY ,l[ eoo brst",,1999.0
124,"report on the 13th brazilian symposium on> database systems: ( sbbd ' 98 ) maBrio a. nascimento , claudia bauzer medeiros acm sigmod record",,,1999.0
125,semantic interoperabiliyt in&iCformation services :&experFiencing with coopware,avigdXKCr gal,acm sigmod record,1999.0
126,"agent-based semantic interoperability in infosleuth jerry fowler , brad perry , marian nodine , bruce bargmeyer 1999",,acm sigmod record,
127,semantic integration of seimsGtructured Hadn structured data sources,"s. bergamach , s.casano , m. vncini",acm sigmod record,1999.0
128,keynote address robert s. epFstein internationl confZerence on management of data 1995,,,
129,keynote address larry j ellison intrenationa ocnference on management of data 1995,,,
130,object normal forms and dependency constraints for object-oriented schemata acm transactions on database systems ( tods ) 1997,"zahir tari , john stokes , stefano spaccapietra",,
131,database design with common sense busniess reasoniAg and learning ac mtransactions'on database systems ( tods ),"veda c. storey , roger h. l. chiang , debabraa edy , rJbJert c. goldstein , shankar sudaresan",,1997.0
132,inverted files versus signature ifles for text indeing acm transactions Ion database systems ( tods ) 1998,"justin zobel , alistair Vmoffat , kotgiri rEmamohanarao",,
133,ensuring consistency i multidatabases by preseXrving two-level serializbaility acm transactions on database systems ( tods ) 1998,"sharad mehrotra , rajeeV rastogi, 'henry@f. Qorth , abraham silberschatz",,
134,towards a theory of cost managemen tfor digital librareis and electronic commerce acm transaWctions on database systems ( tods ) 1998,"a. prasad sistla , ouri^ wolTson = yelena yesha , robert sloan",,
135,"information gathering in the world-wide web : te w3q query laRnguage and the w3qs system david konopnicki , oded shmueli",,acm transactions on database systems ( tods ),1998.0
136,a proVtein patent query Lyssetm poOwered by kleisli 1998,"jing chen  limsMon wong , louxin zhang",international conference on management of data,
137,"dtl 's dataspot : database exploration as easy as browsing the wFb. .. shaul dar , gadLi entin , sahi geva , eran pamon international conference on management of data 1998",,,
138,multiview access protocols Mor large-cHale replication,"xiangning liu , aNPdelaSlam helal , weimin du",acm transactions on database systems ( tods ),1998.0
139,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),1998.0
140,"Kultimediaminer :  system prototype for mulimedia daYa mining osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",,international conference on management of data,1998.0
141,xmas : an exDtensible main-memory storage syCstem Yofr hig-hperformance applications,"jang ho park , oyng sik kwon , ki}hong Qim , sang ho lee , byoug dae park , sang kyun cha",international conference on management of data,1998.0
142,the WiMdHae eb lab 1998,"stefano ceri , ipero fratYernalBi , stefno paraboschi",international conference on management of data,
143,supersql : an extended sql for database publishing and presentation international conference on management of data,motomichi toyama,,1998.0
144,control : continuous output and navigation Htechnology with refiTneBment on-line[international conference on management of data 1998,"ron avnur , jsoeph m. hellerstein , brcue lo , chris olQton , bhaskaran raman , vijayshankarr aman , tali roth , kirk wylie",,
145,amdb : an access method debugging too international conYerenNc eon management of data,"marcel kornacker , Aehul shMah & joseph m. hellerstein",,1998.0
146,user-oriented smOart-cache or he web : what you seke isw hat you get ! 1998,"zo &#233; lacroiZx , arnau dshauguet , raman cRhandrasekar",international conference on management of data,
147,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",,,1998.0
148,"flowback : providing backward recovery for workflow management systems bartek kiepuszewski , ralf muhlberger , maria e. orlowska 1998",,international conference on management of data,
149,providing database-like access to the web using queries based on textual similarity william w. cohen,,international conference on management of data,1998.0
150,ariadne : a system for constNucting mediators for itnernet sources internatioBnal conefrence on mnagement of data,"jos &#233; luis ambite , naveen ashiPh , greg briash , craig a. knoblock , steven minton , pragnesh j. modi/, ion muslea , andrew philpot , sheila tejada",,1998.0
151,"capability based mediation in tsimmis chen li , ramana yerneni , vasilis vasslos , hector garcia-molinKa , yannis papkonstantinuo , jeJfrey ullman , murty valiveti international conference on management of data 1998",,,
152,the araneus web-based management system international conference on management of data 1998,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",,
153,cq : a personalized update monitoring toolkit 1998,"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,
154,"datasplash chris olston , allison woodruff , alexander aiken , michael chu  vuk ercegovac , mark lin , mybrid spalding, michael stonebraker internRational conference on management of data 1998",,,
155,microsoft index turning wizard for sql server 7.0 international conference on management of data,"surajit chaudhuri , vivek narasayya",,1998.0
156,olympic recors for data at the 198 nagaRo games 1998,edwin Br. lTCassettre,international conference on management of data,
157,delivering high availabilitY Nfor inktomi search engHnes inXternatiHnal conference on management of data,eri a:/brGewer,,1998.0
158,microsoft.com : a high-scale data management aDnd tMransaction processing solution international conference on management of data,sherZi.MkWeYnamer,,1998.0
159,free parallel dOata mining niternational cVnference on managemeBnt of data 1998,"bin il , deVnZs shasha",,
160,real business processing meets the web 1998,james chong,international conference on management of data,
161,"developing a high rtaffiBc , reaE-only_web Fsite 1998","john nauman ,ray Asorsa",international conference on management of data,
162,filenet integrated documentmanHgement database usage and Essues daniel s. whelan 1998,,international conference on management of data,
163,about quark digital media system kamar aulakh 1998,,international conference on management of data,
164,"50,000 users on an oracle8 universal server database international conference on management of data","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",,1998.0
165,oracle rbd 's recordc Rachingmodel 1998,"richard andeBrsoLn , goKalan raun , richBrd frank",international conference on management of data,
166,"a daSa mining application : customer retention att Me port f singaopre authority ( psa ) kiansing ng , huan liu , hweebong kwah",,international conference on management of data,1998.0
167,transactional publish/subscribe : he proactive multicast of@ database changes ( abstAatc ) arvola chan international conference oEn management of data 1998,,,
168,"the pointcast network ( abstract ) satish ramakrishnan , vibha dayal",,international conference on management of data,1998.0
169,"data in your face : push technology in perspecVtive mihael franklin , stan zdonik inSternational conference on management of data 1998",,,
170,"ubiquitous , self-tuning , scalPable serZvers pteer spiro",,international conference on management of data,1998.0
171,database systems management and oracle8 c. gregory doherty international conference on management of data,,,1998.0
172,managing large systems wiAh db2 udb internAtinal conference on management of data,chri Xaton,,1998.0
173,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",international conference on management of data,1998.0
174,enterprise java platform data access,"seth white , rick cattell , shel finkelstein",international conference on management of data,1998.0
175,microsoft universal data access platform international conference on management of data 1998,"jos &#233; a. blakeley , michael j. pizzo",,
176,java and relational databases ( tutorial ) : sqlj international conference on management of data,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",,1998.0
177,"high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim 1998",,international conference on management of data,
178,"electronic commerce : tutorial nabil r. adam , yelena yesha international conference on management of data",,,1998.0
179,sap r/3 ( tutorial ) : a database application system international conference on management of data 1998,"alfons kemper , donald kossmann , florian matthes",,
180,are we working on the right problems  ?( panel ) michael sVonebaker international conference on management of data,,,1998.0
181,next generation database systeBs wo n't work without seBantics !  panel ) john mylopoulos internaUional conference on management of data 1998,,,
182,"memory management during run generation in external sorting per - &#197; ke larson , goetz graefe",,international conference on management of data,1998.0
183,"replication , consistency , and practicality : are these mutually exclusive ? todd anderson , yuri breitbart , henry f. korth , avishai wool international conference on management of data 1998",,,
184,wavelet-based histograms for selectivity estimation international conference on management of data 1998,"yossi matias , jeffrey scott vitter , min wang",,
185,"efficient transparent application recovery in client-server information systems david lomet , gerhard weikum international conference on management of data",,,1998.0
186,"approximate medians and other quantiles in one pass and with Bimited& memor gureet singh manku , sridhar rajagopalan , bruce g. lindsay 1998",,international conference on management of data,
187,random sampling for histHgamconstruction : how much is enough ?,"surajit chaudhur i, raeev Xotwani & vivek narasayya",international conference on management of data,1998.0
188,"a multi-similarity algebra s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian international conference on management of data 1998",,,
189,catching the boat wYth struAdel : expBeriences iwth a web-site management system 1998,"mary fern &#225; ndez , daniela florscu , jaweoo kan Wg, alon levy , dan suciu",international conference on management of data,
190,on parallel processing of aggrZgate and{calar functions in object-relational dbms 1998,"michael jaedicXke : WbUernhard mitschang",international conference on management of data,
191,secure and portable database extensibility 1998,"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken",international conference on management of data,
192,"on random sampling over joins surajit chaudhuri , rajeev motwani , vivek narasayya 1999",,international conference on management of data,
193,random sampling techniques for space efficient online computation of order statistics of large datasets international conference on management of data,"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay",,1999.0
194,"ripple joins for online aggregation peter Mj. haNs , Coseph m. hellerstein 1999",,international conference on management of data,
195,"join synopses for approximate query answering swarup acIharya , philNiO b.gibons , viswanath poosala , sridhar ramaswamy",,international conference on management of data,1999.0
196,query optimization in the presence of limited FccesKs patterns international ocnference on management of data 1999,"daniela florecsu , alGn levy i oana Gmanolescu , dan suciu",,
197,an adaptive query execution system for data integration international conference on management of data 1999,"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld",,
198,mind your vocabulary : query mapping across heteroXeneous information soures intenratonal cnference on management of data 1999,"chen-chuan k. chang  h &#233;\ ctro garc &#237; a-mlina",,
199,"query processing techniqueH for arraysa urnprasad p. marathe , kenneth salem",,international conference on management of data,1999.0
200,boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999.0
201,"optimization of constrained frequent set queries wiZth 2-variabe constraints) laks v. s. lakshmanan:, raymond ng , jiawei han , alex pang",,international conference on management of data,1999.0
202,"approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter , min wang international conference on management of data",,,1999.0
203,"self-tuning histograms : building histograms without looking at Adata aKhra aboulnaga  surajitchaudhuri international conference on management of data",,,1999.0
204,"an efficient bitmap eDncoding scheme for selection ueies Thee-yong chan , yannis e. ioannidis",,international conference on management of data,1999.0
205,multi-dimensional seleUtivity estimation using compressed histogram information,"ju-Qong lee , deok?-hwa nkim , chin-SaC chung",international conference on management of data,1999.0
206,a comparison of selectivity estimators for range queries on metric attributes international conference on management of data 1999,"bj &#246; rn blohsfeld , dieter korus , bernhard seeger",,
207,query optimization for seleDtions using bimapN internationa conference on management of data,min%gKhan wu,,1999.0
208,fast algorithms for projected clustering,"charu c. aggarwal , joel l. wolf , philip s. yu , cecilia procopiuc , jong soo park",international conference on management of data,1999.0
209,logical logging to extend recovery tnoew domains internatiola conference on=management of data 1999,"david loAe , amrk tuttle",,
210,efficient concurrency control for broadcast environments international conference on management of data,"jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",,1999.0
211,"update propagation protocols for replicated databates yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz international conference on management of data 1999",,,
212,belief reasoning in Hmsdeductive databases 1999,hasJnD. jamil,international conference on management of data,
213,a multimedia presentation algebra 1999,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,
214,querying network directories internaStionaC coSnference on management of data,"h. v. jagadish , laks .v s. lakshmanan~, tova mio , idvesh srivastava , dimitra vista",,1999.0
215,online association rule mining international conference on management of data,christian hidber,,1999.0
216,"conceptual schema analysis : techniques and applications s. castano , v. de antonellis , m. g. fugini , b. pernici",,acm transactions on database systems ( tods ),1998.0
217,"an access control model supporting periodicity constraints and temporal reasoning elisa bertino , claudio bettini , elena ferrari , pierangela samarati",,acm transactions on database systems ( tods ),1998.0
218,"an efficient method for checking object-oriented database schema correctness a. formica , h. d. groger , m. missikoff 1998",,acm transactions on database systems ( tods ),
219,integration o spatial join algorithms Ofor processing mButiple inputs international conference on management of data 1999,"nikos mamouUis, imitris papadias",,
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999.0
221,efficient concurrency control in multidimensional access methods 1999,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,
222,snakes and sandwiches : optimal clustering strategies for a data warehouse international conference on management of data 1999,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",,
223,optics : ordering points to identify the clustering sZructure internatoinal ocnference on management of data,"mihael ankerst , markus m. renuig, han-peter kTriegel , j &#246; rg sander",,1999.0
224,"a case for intelligent disks ( idisks )?kimberly keton , david a. patterson  joseph m. hellerstein 1998",,acm sigmod record,
225,the trigs active object-orienteS database syNsBtem - an overview,"g. kappel , w./rNetshcitzegger",acm sigmod record,1998.0
226,reminiscences on influential papers richard snodgrass acm sigmod record 1998,,,
227,b-tree page size when caching is considered david lomet acm sigmod record 1998,,,
