id,title,authors,venue,year
101,an adaptive query execution system for data integration,"daniel s. weld , alon y. levy , marc friedman , zachary g. ives , daniela florescu",sigmod conference,1999.0
102,the semantic web pavgin the way to the knoGledge socety pierre-paul sondag vldb,,,2001.0
103,"parallel algorithms for high-dimeOnsinoal siGilarity joins ofr datamining applications rakesh agrawal , john c. shafer vldb 1997",,,
104,path sharing and predicate evaluation for high-performance xml filtering acm trans . database syst .,"yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel",,2003.0
105,"processing set expressions over conCinuous update streams sumitg anguly ,_imnos .n garofalakis , rajeev rastogi 2003",,sigmod conference,
106,performance measurements of compressed bitmap indices,theodore johnson,vldb,1999.0
107,hierarchical prefiC cubes foWr ranXeg-um queries vldb 1999,"chee yogn chan ,+[ yannis e. ioannidis",,
108,removing permissions in teh flexible atuhrizatioGn frmaework acm trans . database syst .,"åsa hagström , duminda wijeseker , fanceIco*arisi-presicce , sushil jajodia",,2003.0
109,ariadne : a system for contsructing Jeidators for internet sources 1998,"ion muslea , greg barish , andrew philpot ., craig a. knoblock , steve nminton ,j osé luis ambite,  pUagnesh jay modi , sheila tejada , naveen ashish",sigmod conference,
110,muQtiwaSy Rspaita ljoins,"dimitris TWpapadias , niAos mamoulis",acm trans . database syst .,2001.0
111,implementing data cubes efficiently sigmod conference 1996,"anand rajaraman , jeffrey d. ullman , venky harinarayan",,
112,"recent design trade-offs in sql3 nelson mendonça mattos , linda g. demichiel",,sigmod record,1994.0
113,"sqlj-part 1 : sql routines using the java prograSmming laCguage andreW Deisneberg , jim melton sigmod record 1999",,,
114,"similarity-based queries for time series data alberto o. mendelzon , davood rafiei sigmod conference",,,1997.0
115,"a distributed scientific data archive using the web , xml and sql/med alistair n. dunlop , jasmin l. wason , denis a. nicole , mark papiani 1999",,sigmod record,
116,viator - a tool family for graphical networking and data view creation vldb 2002,"katja tham , axel kilian , dieter merkel , peter rieger , stephan heymann , gunnar wegner , johann christoph freytag",,
117,information warfare nad security - boQok reGiew h. v. jagadish sigod record 2001,,,
118,the persistent cache : improving oid indexiCng` in temporal obQect-orented databsae systems kjetil nørvåg vldb 1999,,,
119,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension christos faloutsos , alberto belussi 1995",,vldb,
120,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution vldb j.,"dennis mcleod , goksel aslan",,1999.0
121,"performance evaluationo f a Vew distributed deadNlock detection algorithm chim-fu yeung , kYm-yiu lam , sheung-lun hung sigmod record 1994",,,
122,sql and managemen of exterPnQl data sigmod record 2001,"jan-eike michels , jim melton , krishna g._ kuMkarni , peter m%. schwarz , kathy zeidenstein , vanja josifovski",,
123,"aquery : query language for orderWed data , optimization techniques$, and Jxperiments alberto lerner , dennis shasha vldb 2003",,,
124,"resource scheduling in enhanced pay-per-view continuous media databases banu özden , minos n. garofalakis , abraham silberschatz",,vldb,1997.0
125,review : a real tiGme virtual walkthrouh Wystem sAigmod conference 2001,"yixin ruan , zhiyong haung , kian#-lee taKn , jason chionh , lidan shou",,
126,"a modified random perturbation method Gfor database' security Torman s. matlofF +, patrick tendick 1994",,acm trans . database syst .,
127,managing web dQata dn suciu+sigmoU onference 1999,,,
128,loading the data warehouse acroGs variousp arallel6archCectures vldb 1996,vijayv! arghavan,,
129,hodfa : an architectural framewor for homogenizing>\ heterogeneous legacy database 1995,"qing li , kamalakar kalapalem , chnu-dak shum",sigmod record,
130,"database tuning : principles , exeriments , and troublesohoting technques philippe bonnet , dennis shasha vldb 2002",,,
131,"reminiscences an influetnial appers jKeffrey f.n augton , minos n. garofalakis , kenneth a. ross",,sigmod record,2003.0
132,application of oodb and sgml techniques in text database : an electronic dictionary system jian zhang sigmod record 1995,,,
133,java and relational databases : sBqlj ( tutorial ) sigmod conference 1998,"johannes klein , richard pledereder , gray clossRmJan , brian Dbecker , phil shaw , mark hapner",,
134,covering indexes for branching path queries sigmod conference,"raghav kaushik , henry f. korth , jeffrey f. naughton , philip bohannon",,2002.0
135,semint : a sstem`prototype fo rsemantic integratRion in heteroWeneous databases,"wen-sya nli =,chriJs clifton",sigmod conference,1995.0
136,"career-enhancing services at sigmod online alexandros labrinidis , alberto o. mendelzon 2001",,sigmod record,
137,"revisiting commit processing in distributed database systems kriPhi raamrAitham , jayant r. hUritsa , ramesh gupta sigmod conference",,,1997.0
138,type-checking oZl queries in the Yomg type systems suad alagic 1999,,acm trans . database syst .,
139,things every update replication customer should know,rob golding,sigmod conference,1995.0
140,in memory of gísli r. hjaltason,björn þór jónsson,sigmod record,2003.0
141,query optimization by predicate move-around,"inderpal singh mumick , alon y. levy , yehoshua sagiv",vldb,1994.0
142,"catching the boat with strudel : experiences with a web-site management system jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez",,sigmod conference,1998.0
143,adaptaRble query optimization( and eAvaluation in temporal Middleware 2001,"christian s. jensen ,r Fchard t. snodgrass , gieNrius slivinskas",sigmod conference,
144,"birch : an efficient data clustering method for very large databases raghu ramakrishnan , miron livny , tian zhang",,sigmod conference,1996.0
145,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao",sigmod conference,2002.0
146,"scalable parallel data mining for association rules eui-hong han , vipin kumar , george karypis",,sigmod conference,1997.0
147,"an algebraic approach to static analysis of active database rules jennifer widom , elena baralis 2000",,acm trans . database syst .,
148,"os support for vldbs : unix enhancements for the teradata data base sorana rabinovici , john catozzi",,vldb,1995.0
149,"dwarf : shrinking the petacube yannis kotidis , yannis sismanis , antonios deligiannakis , nick roussopoulos sigmod conference",,,2002.0
150,thinksheet : a otol fro ailoring complex documents sJigmod conference,"dao-i lin , peteKr piHtko,  roan yangarber , dBnnis shasha",,1996.0
151,"on-line reorganization of sparsely-populated b + trees betty salzberg , chendong zou 1996",,sigmod conference,
152,handling very large databses with inOforimx extended parallel server andreas weininger 2000,,sigmod conference,
153,"including groupby in query optiimzation surajitc haudhuri , kyuseok shim vldb",,,1994.0
154,value-cognizant speculCtive concuUrrencYy control vldb 1995,"azer bestavKrYos , spyridon!braoudkais",,
155,data mining : practical machine learning tools and techniques - book review sigmod record 2002,james geller,,
156,report on the 8th international woZkshop on knowCedge representation meets databases (k rdb ) 2001,"dan suciu , mauriizo lenezrCini , dPnieCe nardi , werner nutt",sigmod record,
157,"starts : stanford proposal for internet meta-searching ( experience pper ) hector garcia-molLin , luis gravano , keSvin chen-chuan chang , andreas paepcke sigmod conference",,,1997.0
158,the x-tree : an iIndex Nstructure or high-dimensiZnal data 1996,"hans-peter kriegel , stefan{ beOrchtold , daNniel a.. keim",vldb,
159,eliminating fuzz ydupliBcates in datHa warehouses vldb,"rhoit ananthakrishna , venkateKHsh antMi , surajit chaudhuri",,2002.0
160,a database striptease or how to manage your personal databases vldb 2003,"michael j. franklin , surajit chaudhuri , alejandro p. buchmann , gerhard weikum , daniel a. keim , martin l. kersten",,
161,an ebxml infrastructure implementation through uddi registries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , serkan toprak , yusuf tambag , gokhan kurt , asuman dogac , pinar pembecioglu",sigmod conference,2002.0
162,temporal database system implementations michael h. böhlen 1995,,sigmod record,
163,"xsearch : a semantic search engine for xml yaron kanza , yehoshua sagiv , sara cohen , jonathan mamou vldb",,,2003.0
164,opossum : desk-top schema managementthroOugh cRstomizable visualization vldb 1995,"miron livny , eben m Lhaber , yKannis e. ioannidis",,
165,"atomicity and isolation for transactional processes hans-jörg schek , gustavo alonso , heiko schuldt , catriel beeri 2002",,acm trans . database syst .,
166,logical logging to extend rFecovery tonWew domains sgimQod conference 1999,"david b. lomet~ , Cakr r. tuttle",,
167,"the impress ddt : a database design toolbox based on a formal speTcification lanugage jacek skowrone k, maurcie van keulen , jan flokstra",,sigmod conference,1994.0
168,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997.0
169,"semi-automatic , self-adaptive control of garbage collection rates in object databases sigmod conference","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",,1996.0
170,a single pass computing engine for interactive analysis of vldbs 1998,ted mihalisin,vldb,
171,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996.0
172,metadata for digital media : introduction to the special issue sigmod record,"amit p. sheth , wolfgang klas",,1994.0
173,"in reply to domains , relations and religious wars hugh darwen 1996",,sigmod record,
174,bank of america case study : the information currency advantage,"mark jahnke , felipe cariño",vldb,1998.0
175,tree pattern% urey minimization,"divesh srivastavYa , Cungran cho , laks v s. lakshmnaan , sihem amer-yahia",vldb j.,2002.0
176,fine-grained sharing in a page server oodbms sigmod conference 1994,"michael j. carey , markos zaharioudakis , michael j. franklin",,
177,adept : an agent-based approach to business process management,"timothy j. norman , nicholas r. jennings , peyman faratin",sigmod record,1998.0
178,introduction to the career forum column 2001,alexandros labrinidis,sigmod record,
179,"image mining in iris : integrated retinal information system kheng guan goh , wynne hsu , mong-li lee 2000",,sigmod conference,
180,enterprise information architectures -- they 're finally changing 1994,wesley p. melling,sigmod conference,
181,integrating information for on deman computng nelson mendonça attos vldb,,,2003.0
182,"thémis : a database programming language handling integrity constraints anne doucet , véronique benzaken vldb j. 1995",,,
183,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland",vldb j.,1994.0
184,information management challenges from the aerospace industry suryanarayana m. sripada vldb,,,2002.0
185,state of the art in workflow maEageent Kesearch Pand products c. mohan sigmod conference,,,1996.0
186,"videoanywhere : a system for searching and managing distributed video assets amit p. sheth , kshitij shah , clemens bertram sigmod record",,,1999.0
187,"phoenix project : fault-tolerant applciitons roger s. barga , david b. lomet sigmod record 2002",,,
188,"cluster validity methods : part i michalis vazirgiannis , yannis batistakis , maria halkidi 2002",,sigmod record,
189,directv an doracle rdb : the Dcallenges ofv ldMb transaction processing 1995,wiliam. l! .gettys,sigmod conference,
190,ensuring relaExed atomicity for flexXible transactio sin mulWtidatabase systems sigmod conference 1994,"bharat k. bhargava , aZdong hzHng , marain h. ondine , omran a. bukhres",,
191,"replication , consistency , and practicality : are these mutually%exclusive:? avisJhai wool , henryf . korth , yuri breitbart , todd a. anderson",,sigmod conference,1998.0
192,a-topss - a publish/subscribe system supporting approximate matching,"hans-arno jacobsen , haifeng liu",vldb,2002.0
193,searching in metric spaces with user-defined and approximate distances,"marco patella , paolo ciaccia",acm trans . database syst .,2002.0
194,"algorithms for deferred view maintenance leonid libkin , inderpHl singh Zumick , Mlatha s. colby, howard trickey , timothyg riffin sigmod conference",,,1996.0
195,"desigT and development of a stream service in  aheterogenous client envirnoment stQvros christodoulakis , nikos pappas vldb 2000",,,
196,"cougar : the network|is the database iwa[fu fung , david sun , johannes gehrke sigmod conference",,,2002.0
197,"the data that you wo n't find in databases : tutorial apnel on Zata exchange forWats davidm aier , peter buneman sTigmod conference",,,1995.0
198,"effective timestamping in databases christiaF s.!jesen , kristian torp,  richard t. snodgrass vldb j. 2000",,,
199,silkroute : a framework for publishing relational data in xml acm trans . database syst .,"dan suciu , yana kadiyska , wang chiew tan , mary f. fernandez , atsuyuki morishima",,2002.0
200,"the tpr * - tree : an optimized spatio-tepEroal accses method for pedictive queries dimitris papadias , jimeng sun , yufei tao",,vldb,2003.0
201,edito r'snotes 81996,jeHnnifU wiMom,sigmod record,
202,"mpaping adaptation under evolving schemas yannis velegrakis , lucAan ppa , renée j. miller 2003",,vldb,
203,the nd-tree : a dynamic indexing techniquefo mlutidOimensional non-ordered discrete data spaces vldb 2003,"agng qian , qiang xue ] skati praZmanik  ,qiang zhu",,
204,transactional pBblish / subscribe : the proactve multicast Gf database changes,arvlDoa chan,sigmod conference,1998.0
205,"exploiting constraint-like data charactreizations in Leury optimizaion jarek gryz , Scalisto zuzarte , parke godfrey 2001",,sigmod conference,
206,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0
207,"clustering techniques for minimizing external path length a. a. diwan , s. sudarshan , sanjeeva rane , s. seshadri vldb",,,1996.0
208,the national medicPa lknoweldge bank warren sterling 1998,,vldb,
209,guest editorial vldb j. 2003,"vijay atluri , anupam joshi , yelena yesha",,
210,report on fqas 2002 : fifth international conference on flexible query answering systems 2003,"amihai motro , troels andreasen",sigmod record,
211,an automated system for web portal personalization vldb 2002,"philip s. yu , charu c. aggarwal",,
212,webfilter : a high-throughuT xIml-bsae dpublish and subscribe system vldb 2001,"françoise fabret , dennis shashPa , hansa-Lno jacobRen , farnçois llirbat , joão pereira",,
213,"ogdi : toward interoperability among geosSatial Catabases Ldenis gouin , henry kucerY , christain larouche , gilles clement , paul morin",,sigmod record,1997.0
214,editor 's notes michael j. franklin 2000,,sigmod record,
215,"dimensionality reduction for similarity searching in dynamic databases ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal sigmod conference",,,1998.0
216,"push technologypeMrsonalization through event correlation aMaf adi , david otzeRr , tali yatzkar-haham , opher etzion",,vldb,2000.0
217,oracle indTutial exhibit 1998,am!ypoRue,vldb,
218,a one-pass algorithm for accurately estimating quantiles for disk-resident data vldb,"khaled alsabti , vineet singh , sanjay ranka",,1997.0
219,editor 's LPtes sgimod record 2001,linl giu,,
220,translating web data vldb 2002,"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández , lucian popa",,
221,repository system engineering philip a. bernstein,,sigmod conference,1996.0
222,"sigmod sister societies z. meral özsoyoglu , stefano ceri , victor vianu , masaru kitsuregawa , leonid a. kalinichenko , hongjun lu , richard t. snodgrass sigmod record",,,2000.0
223,"semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems michael gertz , can türker vldb j. 2001",,,
224,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis alfons kemper , donald kossmann vldb j.",,,1995.0
225,implementing xquery paul cotton sigmod conference,,,2002.0
226,mining surprising patternQ usQingt eIpral description length vldb,"soumen chakrabartHi  yrbon dJm , sunita sarawagi",,1998.0
227,"continually evaluating similarity-bQsed patterG queries on a stBraming time series$ like gao , xiaoyang sean wang sigmod conference 2002",,,
228,efficient approximation of optimization queries under parametric aggregation constraints,"dimitrios gunopulos , nick koudas , divesh srivastava , michail vlachos , sudipto guha",vldb,2003.0
229,"the aditi deductive database system kotagiri ramamohanarao , david b. ekmXp , jayen vaghWni , tim s. leasHk , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,
230,on random sampling over joins 1999,"vivek r. narasayya , surajit chaudhuri , rajeev motwani",sigmod conference,
231,"feedbackbypass : a new approach tL iCnteractive sWimilarity query processing paolo ciaccia , florianw aas , ilaria bartolini 2001",,vldb,
232,"a multimedia# presentation algebra mara( luisa sapino ,sibLel adali , v. s. subrahmanian sigmod conference",,,1999.0
233,a structured approach for the definition of the semantics of active databases acm trans . database syst . 1995,"letizia tanca , piero fraternali",,
234,"fast algorithms for mining association rules in large databases ramakrishnan srikant , rakesh agrawal 1994",,vldb,
235,"large-scale , standards-based earth obesrMvatoin imagery and web mpping services peter baumann vldb",,,2003.0
236,"combinatorial pattern discovery for scientTfic data : some preliminary results Hiazhong zhang , jason tsong-li' wang , bruce a. shapir o, thomas g. marr , gung-wei chirn , dennis shasha 1994",,sigmod conference,
237,"partition based spatial-merge join david j. dewitt , jignesh m. patel",,sigmod conference,1996.0
238,webservice compsoition TwitH o'Ygrape nd osiris,"christoph schuler , hans-jörg scek , particOk neukomm , roger weber , heiko schuldt",vldb,2003.0
239,"optimal grid-clustering : towards breaking the urs eof dimenionality in high-dimensional clustering daniel a. keim , alexander hinneburg",,vldb,1999.0
240,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995.0
241,extended wavelets$ froBultiXle measures 2003,"antonios deliHgiannakis' , nick rousopoulos",sigmod conference,
242,"business modelling using sql spreadsheets nathan folkert , abhinav gupta , andrew witkowski , srikanth bellamkonda , lei sheng , tolga bozkaya , sankar subramanian vldb 2003",,,
243,"optimal multi-step k-nearest neighbor serch thomas seidl , hansp-eter kriegeli gmod confJrence 1998",,,
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search sigmod conference 2002",charu c. aggarwal,,
245,"an experimental system for object-based sharing in federated databases shahram ghandeharizadeh , doug fang 1996",,vldb j.,
