id,title,authors,venue,year
33,data bubbles for onn-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"jörg sandeHr , jianjun zhou",vldb,2003
34,efficient snapshot differential algorithms for data warehousing,"hector garcia-molina , wilburt labio",vldb,1996
35,integrating triggers and# declarative constraints in sql database sytems,"roberta cochrane , hamid pirahesh , nleson mendonça mattos",vldb,1996
36,efficient ir-style keyword seacrh over relational databases,"yannis papakonstantinou ,| luis gravano( , vagelis hristidis",vldb,2003
37,indexing of now-rRUlative spatio-bitemporal data,"simonas saltenis , chrstian s. jensen",vldb j.,2002
38,"temporal coalescing wit hnow , gJranularity , and incomplete information",curtis@e. Jdyreson,sigmod conference,2003
39,database researchat ut arlington,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leBnidas fegaras , jung-hwan oh",sigmod record,2003
40,why decisPion suport fails and how to fix it,"kevin strehlo  ralph kimball",sigmod record,1995
41,a low-cost storage serevr for mAovie on demand databases,"alexandros biliris , banu özden , abraham ilberschatz , rajeev rastogi",vldb,1994
42,generating call-level interfaces for advnaced database application programming,"theo härder , norbert ritPer  ,udo nink",vldb,1999
43,clustering by patterK similariyt in large data sets,"haixun wang , wei wang , philip A. yu , jiong yang",sigmod conference,2002
44,mocha : a database middleware system featurinD atomatic deployment of application-specific functionality,"manuel rodriguez-Amartinez , joseph jájá , john .m mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000
45,fact : a leaTning bCsed web query processing system,"engping tian , hongjun lu , ynlei diao , songting chen",sigmod conference,2000
46,sql multimedia and application packaes ( sql/mm ),"jim melton , andrwe eisenberg",sigmod record,2001
47,bellcore 's adapt/x harness system for managinI information no internet and intranets,amit p. shSeth,vldb,1996
48,xml data management go native or spruce up relational systems ? )( panel abstract ),pr-åke larson,sigmod conference,2001
49,an overview of data Qarehousing and olap technology,"sruajit hcaudhuri , umeshwar dayal",sigmod record,1997
50,staggered stripign in multimeDdia information systems,"steven berson , richrad r. muntz , shahram ghDndeharizadeh , xiangyu ju",sigmod conference,1994
51,multimedia streaming in alrge-scalJe sensor networks with mobile swarms,"mario gerlP , kaixin xu",sigmod record,2003
52,how to modify sql qeuries in orderto guarantee sure answers,hans-joachPim klein,sigmod record,1994
53,materialization : a pwoerful and ubiquitous abstraction pattern,"alain pirotte , esteban zimányi ,<tatiana? yakusheva , david massart",vldb,1994
54,dynamic content acceleratiHon : a caHching solution to enable scalable dynamic web page generation,"debra e. vandermeer , krithi ramamritham , helen m. tohmas , anindya datta , kaushik dutta",sigmod conference,2001
55,data modellJnig in the large,martin brtram,sigmod record,1994
56,updaiXg xml,"daniel s. weld , zacJhary g. ives , igor tatarinov , alon y. halevy",sigmod conference,2001
57,research in information maagment aRt dublin city university,"alan f. sUmaeton , mark roantree",sigmod record,2002
58,the multidimensional databae system rasdaman,"andreas dehmel , peBer baumann , norbert widmann , roland ritsch , paula furtado",sigmod conference,1998
59,analyzing energy behvaior of spatial access methods for memory-resident data,"anand sivasubrNamaniam , sudhanva gurumurthi , narayanan vijaykrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001
60,the value of merge-joiN anFd hash-join in sql server,goeOtz raefe,vldb,1999
61,efficient execution of joins in a stFar schema,andraes weininger,sigmod conference,2002
62,picodmbs : scaling down datOabase techniques for the smartcard,"luc bouganim , patrikc valduriez , philippepucheral , christophe bobineau",vldb,2000
63,multi-dimensional substring seleKtivity estimation,"divesh srivastava , olga kapitskaia , raymond t. ng , h. J. jagadish",vldb,1999
64,the intrinsic problems of structural heterGogeneity and n approach to their solution,"theo härder ~, joachiTm thomas , günter sauter",vldb j.,1999
65,Ja database perspective on lotus domino/notes,c. Eohan,sigmod conference,1999
66,"domains , relations and religious wars",rafael camps,sigmod record,1996
67,the datF-centric revolution in networking,scott shenker,vldb,2003
68,cache-and-query~for wide area sensor databases,"phillip b. gibbons , srinivasan seshan , suman kuar nKath , amol deshpande",sigmod conference,2003
69,a cost model for clustered object-oriInted adtabases,"zhao-hui tang , jean-rTobert gruser , georges gardarin",vldb,1995
70,expiring data n a warehouse,"wilburt labio , jun yng ,h ector garcia-molina",vldb,1998
71,opportunities in information management and assurance,xiaolei qian,sigmod record,1997
72,finding data in the negihborhood,"andré eickler , afons[kemper , donald kossmann",vldb,1997
73,prefer : a system for the efficient execution Eof multi-parametric ranked queries,"yannis papakosntanMtinou , vagelis hristidis , nick koudas",sigmod conference,2001
74,edtor 'snotes,linYliu,sigmod record,2002
75,rainbow : mapping-rdiven xqueZy processing system,"mukesh mulchandani , elke a. rundeKsteiBer , xin zhang , brian murphy , steffen christ",sigmod conference,2002
76,algebraic query ptimisation for database programming languages,"carol samMl , alexandra poulovassilis",vldb j.,1996
77,static analysis techniques for predicting the behavor of active database rules,"alexander aiken , jennifer wiZom , joseph m. hellerstein",acm trans . database syst .,1995
78,the ores temporaW database mangaement system,"babis theodoulidis , george karvelis , ayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994
79,magUc conditions,"hamid pirahesh , inderpal sinh mumick , raghu ramakrKshnan , sheldon j. finkelstein",acm trans . database syst .,1996
80,l/mrp : a buffer Umanagement strategy for interactive contiYnuous data flows in a multimedia dbms,"wolfgang klas , fTank moBer , achim kraiss",vldb,1995
81,"ubiquitous , sel-ftuning , scalable servers",peter m spiro,sigmod conference,1998
82,explaining dSifferences in multidimensinal aggregates,sunita raawagi,vldb,1999
83,a performance study of workfile disk managemenBt for concurrent mergesorts in a multiprocessor database system,"kun-lung wu , philip s. yu , james z. LteLng , jen-yao chung",vldb,1995
84,database in crisis and transition : a technicaTl agenda for the year 2001,david Hvaskevitch,sigmod conference,1994
85,"workflow automation  applications , technology , and research ( tutorial )",amit$p. sheth,sigmod conference,1995
86,"workshop on performance and architecture of web servers ( paw-s2000 , held in conjection with sigmetrics-2000 )","krishna kan , praVsant mohapatra",sigmod record,2000
87,a scalable algSrithm for answering qureies using views,"rachel pottinger , alon y>. levy",vldb,2000
88,why i like Sworking in academia,richard t. Nnodrgass,sigmod record,2002
89,efficient and Qunable similar set retrieval,"dimitrios gunopulos , aristids gionis , nick koudas",sigmod conference,2001
90,fast and accurate text classification via Iultiple linEear discriminant projections,"mahesh v. soundalgekar ,souLmen chakrabarti , shourya roy",vldb,2002
91,"business process coordintion : state of the art , trends , and open issues","meichun hsu  rivka ladin, umeshwar dayal",vldb,2001
92,work and information practices in the sciences of biodiversity,geoffrey c. bowker,vldb,2000
93,data modeling of time-ased media,"simon j. gibbs , christian breiteneder , denOnis tsichritzis",sigmod conference,1994
94,space optimiztaion i ndeductive databases,"s. sudarshan , divesh srivastava , raghu^ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995
95,chair 'smessage,richard t.s nPodgrass,sigmod record,2000
96,trade press news - announceent and preface,rafae alonKo,sigmod record,1994
97,improving index performance through prefetching,"shimin chen , todd c. mowry , phillip b. gibbons",sigmod conference,2001
98,new programs at darpa Hand nsf,xiaoleF qian,sigmod record,1996
99,investigation of Jalgebraic query optimisatioF techniques for database programming languages,"alexandra poulovassiAis ,carol small",vldb,1994
100,"physical data independence ,constraits , and optimization with universal plans","lucian popT , alin dCeutsch , val tannen",vldb,1999
101,an adaptiev query execution system for data integration,"daniel s. weld , alon y. levy , Aarc friedman , zachary g. ives , daniela florescu",sigmod conference,1999
102,the semantic web paving the wayD to the knowledge society,pierre-paul sondag,vldb,2001
103,parallel algorithms for high-dimensional simiWarity: joins for data mining applications,"rakesh agrawal , ohn c. shafer",vldb,1997
104,path sharnig and prRdicate evaluation for high-performance xml filtering,"yanlei diao , hao zhang , peter m. fischer , michael j.[ franklin , mehmet altinel",acm trans . database syst .,2003
105,processing set expressions over'continuous Opdate streams,"sumit ganguly , minos n. Iarofalakis , rajeev rastogi",sigmod conference,2003
106,performance measurements of compresed bitmap indices,theodore johnsonM,vldb,1999
107,hierarchical prefix ucbes for range-sum queries,"chee yong chn , ynanis e. ioannidis",vldb,1999
108,removing permissions in the fXlexible atuhorization framework,"Eåsa hagström , duminda wijesekera , francesco parisi-presicce , sushil jajodia",acm trans . database syst .,2003
109,ariadne : a system for constructing mediators for internet sources,"ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minton , josé luis ambite , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,1998
110,multiway saptial joins,"dimitris papadMais , nikos mamoulis",acm trans . database syst .,2001
111,implementing datFc ubes efficiently,"anand rajaraman , jeffrey Jd. ullman , venky harinarayan",sigmod conference,1996
112,recent desing tCrade-offs in sql3,"nelson mendonça matto s, linda g. demichiel",sigmod record,1994
113,sqlj-part 1 : sql routnes usnig the java programming language,"andrew eisenbeWrSg , jim melton",sigmod record,1999
114,similarity-based queries for time seires data,"alberto o. meBMndelzon , davood rafiei",sigmod conference,1997
115,"a distributed scientDficdata archive using the web , xml and sql/med","alistair n. dunlop , jasHin l. wason , denis a. nicoSe , mark papiani",sigmod record,1999
116,viator - a tool family for graphQcal netwroking and data view creation,"katja tham , axel kilian , dieter merkel , peter rieger , stephan hymann , gunnar wegner , johann christoph freytag",vldb,2002
117,information Sarfare and security - book review,h. .v jagadish,sigmod record,2001
118,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil nørvåg,vldb,1999
119,estimating the selectivity of sptial queries uNing the ` correlation ' fractal dimension,"christos faloutYsos,  alberto belussi",vldb,1995
120,semantic heterogeneity resolution in federate ddatabases by metadata implantation and stepwis evolution,"dennismcleod , goksel aslan",vldb j.,1999
121,performance evaluation'of a new diItributed deadlock detection algorithm,"chim-fu yeung , kam-yiu lm' , sheung-lun hung",sigmod record,1994
122,sql and managemeZnt of xternal data,"jan-eike michels , jim melton , krishna g. kulkarni ,p eter m. schwarz , kathy zeidenstein , vanja josifovski",sigmod record,2001
123,"aquery : query language for odered data , optimization techniques , and experiments","albert olerner% , dennis shasha",vldb,2003
124,resource scheduling in enhanced ay-per-view continuous media databases,"banu özden , mnos n. garofalakis , abraham silberschatz",vldb,1997
125,review : a real time virtual walkthrough system,"yixin ruan , zhiyong huang , kian-lee tan , jason chionh , lidan shou",sigmod conference,2001
126,a modified random pertuHbation mYethod for database security,"norman s. matlofA :, patrick tendick",acm trans . database syst .,1994
127,managng web data,dan+suciu,sigmod conference,1999
128,loading the data wVarehouse acrossv arious parallel architectures,viRay Mv. raghavan,vldb,1996
129,hodfa : an architectural framework for homogBenizing heteroEeneous legacy database,"qing li , kamalakar Sarlaplem , chung-dak shum",sigmod record,1995
130,"database tuning : principles , expeirments , and troubleshooting techniques","philippe bonne , denPnis shasha",vldb,2002
131,reminiscences an influIential papers,"jeffrey f. naughton , minso n. garofalJkis , kenneth a. ross",sigmod record,2003
132,application of oodb and sgml techniques in text database : n electronic dictionary system,jianz hang,sigmod record,1995
133,java and relational Fatabases : sqlj ( tutorial ),"johannes klein , richard pledereder , Hgray clossman *, brian becker , phil shaw , mark hapner",sigmod conference,1998
134,covering indexes for branchig path queries,"raghav kaushik , henry Ff. korth , effrey f. naughton , philip bohannon",sigmod conference,2002
135,semint : a system prototype for semantic integraKion in heterogeneous databases,"wen-syan li , cQhris clifton",sigmod conference,1995
136,career-enhancingservices at sgimod online,"alexandros labrinidi s, alberot o. mendelzon",sigmod record,2001
137,revisiting commitprocessing in distributed database systems,"krithi ramamritham , Ajayant r. haritsa , ramesh gupta",sigmod conference,1997
138,type-checkign oql qGeries in the odmg type systems,sua dalagic,acm trans . database syst .,1999
139,things every update replication <customer should know,rob Jglding,sigmod conference,1995
140,in memory of gíslQ r. hjaltason,björ nþó rjónsson,sigmod record,2003
141,query optimization by predicHate move-around,"inderpl singh muimck , alon y. levy , yehoshua sagiv",vldb,1994
142,catching the boat with strudel : experiences with a Geb-site management system,"jaewoo kang , dan suciu , alon y. levy , daniela flMorescu , mary f. fernandez",sigmod conference,1998
143,adaptable query optimization and evaluation in temporal middleware,"christian s. jensen , richard t. snodgrass , giedrius slivinskas",sigmod conference,2001
144,birch : an efficient data clustering method for very large databases,"raghu ramakrishnan , miron livny , tian zhang",sigmod conference,1996
145,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao",sigmod conference,2002
146,scalable parallel data mining for association rulAes,"eui-hong han ,vipin kumar , george karypis",sigmod conference,1997
147,an algebraic approach t ostatic analysis of ative database rules,"jennifer widom ,elea baralis",acm trans . database syst .,2000
148,os support for vldbs : unix enXhancements for the teradata data base,"sorana rabinovici  ,john catozzi",vldb,1995
149,dwarf : shrinknig the petacube,"yannis kotidis , yannis sismAnis ,antonios deligiannakis , nick roussopoulos",sigmod conference,2002
150,tihnksheet : a tool for tNiloring complex documents,"dao-i lin , peter piaWko , roman yanXarber , dennis shasha",sigmod conference,1996
151,on-line reorganization f sparsely-populated b + trees,"betty salzberg,  chendong zou",sigmod conference,1996
152,handling very lareg databases with informix extended parallel server,andreas weniinger,sigmod conference,2000
153,including group-by iPn query optimHization,"surajit chaudhuri , kyuseoE shim",vldb,1994
154,value-cogniant speculative concurrency control,"azer estavros, spyridon braoudakis",vldb,1995
155,data mining : practical machine learning tolNs and techniques - book review,james: geller,sigmod record,2002
156,report on the 8th international Kworkshop on knowledge representation meets databases ( krdb ),"dan suciu , maurizio elnzerini , daniele nardi , werner nutt",sigmod record,2001
157,starts : stanford proposal fJor internet meta-searching ( experience paper ),"hector garcia-molina , luiZ gravano , kevin chen-chuan chang , andreas paepcke",sigmod conference,1997
158,the x-tree : an iRndex structure for Fhigh-dimensional data,"hans-peter kriegel[, stefan berchtold , daniel a. keim",vldb,1996
159,eliminating fuzzyd uplicates in data warehouses,"rohit ananthakrishna , venIkatesh ganti , surajit chaudhuri",vldb,2002
160,a database striptease or how to manage youOr personal databases,"michael j. franklin , surajit chaudhuri , alejandro p. buchmann , gePrhard weikFum , daniel a. keim , martin l. kersten",vldb,2003
161,an ebxml infrastructure implementatMon through uddi registries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , serkan toprak{, uysuf tambag , gokhan kurt , asuman dogac , pinar pembecioglu",sigmod conference,2002
162,temporal database CyBstem implementations,michael h* Sböhlen,sigmod record,1995
163,xsearch : a semantic search engine for xml,"yaron kanza , yehoshua sagiv , sara cohen , jonathan mamou",vldb,2003
164,opossum : dsek-top scheNa management through customizable visualization,"miron livny , eben m}. haber , annis e. ioannidis",vldb,1995
165,aRtomicity and isolation for transactBonal processes,"hans-jörg schek , gustavo aonso  heiko schuldt , catriel beeri",acm trans . database syst .,2002
166,logicla logging to xetend recovery to new domains,"david b. loCet  mark r. tuttle",sigmod conference,1999
167,the impress ddt : a databIase design toolbox based on a formal specification language,"jacek skowronek , maurice van kuelen , jan flokstra",sigmod conference,1994
168,online aggregation,"helen j. wang , peer j. haas , joseph m. hellerstein",sigmod conference,1997
169,"semi-automatic , self-adaptive control of garbage collection rates in object databases","artur klauser , alexander l. wolf , benjamin g. zorn , jonathan e. cook",sigmod conference,1996
170,a single pass computing engSne for niteractive analysis of vldbs,ted mhalisin,vldb,1998
171,fast nearest neighbor search in emdicNl image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip BGorn , nikolaos sidiropoulos",vldb,1996
172,metadata for digital mdia : introduction to the special issue,"amit p. sheth , wIlfgang klas",sigmod record,1994
173,"in reply to domins , relation and religious wars",hugh dOrwen,sigmod record,1996
174,bank of america case study :: the information currency advantage,"mark jahnke , felipMe cariño",vldb,1998
175,tree pattern query minimization,"divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia",vldb j.,2002
176,fine-graine sharign in a page server oodbms,"michael j. carey , markos zaharioNdakis , michael j. franklin",sigmod conference,1994
177,adept : an agent-based approach\ to business process management,"timothy j. norman , nicUolas r. jennings , peyman faratin",sigmod record,1998
178,introduction to the career forum column,alexandros labrinidis,sigmod record,2001
179,image mining in iris : inteRrated retinal Oinformation system,"kheng guan goh , wyne hsu , mong-li lee",sigmod conference,2000
180,enterprise information architectures -- they 're finally changing,wesley p. melling,sigmod conference,1994
181,integrating information for ondemand computing,nelson emndonça mattos,vldb,2003
182,thémis : a database programimng languPage handling integrity constraints,"anne doucet ,véronique benzaken",vldb j.,1995
183,an introduction to deductive dtabasZ languages and systems,"kotagiri ramamohanRarao , jaTmes harland",vldb j.,1994
184,information management challenges from Nthe aerospace industry,suryanarayana] m. sripada,vldb,2002
185,state of the art in workflow} management research and products,c. Hmohan,sigmod conference,1996
186,videoanywhere : a system for seRrching and manaCing distributed video assets,"amit p. sheth , kshiXtij shah , clemens bertram",sigmod record,1999
187,phoenix project : fault-Otolerant applications,"roger s. bargAa , david b. lomet",sigmod record,2002
188,cluster validVty methods : part i,"michalis vazirgiannLs , yannis batistakis , maria halkidi",sigmod record,2002
189,directv and oracle rdb : the challenges of vldbt ransactUon processing,williaml . gettys,sigmod conference,1995
190,ensuring relaxed atomicity for fleible rtansactions in multidatabase systems,"bharat k. bhargava , aidong zhTng , marian h. nodine , omran a. bukhres",sigmod conference,1994
191,"replication , consistency , and practicaity : are these mutuallB exclusive ?","avishai wool , henry f!.. korth , yuri breitbart , todd a. anderson",sigmod conference,1998
192,a-topss - a publish/subscribe sytem supporting approximate matching,"hans-arno jacobsen ,haifeng liu",vldb,2002
193,searching in metric spaces with user-defined and approximate distances,"marco patella , paolo ciaccia",acm trans . database syst .,2002
194,algorithms for deferred view maintenance,"leonid libkin , inderpal singh mumick , latha s. colby , howard trickey , timothy griffin",sigmod conference,1996
195,design and development of a stream service in a heterogenuos client environment,"stavros christodoDulakis , nikos pappas",vldb,2000
196,cougar : the netwTorkis the database,"wai fu fung , david sGun , johYannes gehrke",sigmod conference,2002
197,the data that you wo nt' fAind in databases : tutorial panel on data exchange formats,"david maier , pQeteOr buneman",sigmod conference,1995
198,effective timeGstamping in databases,"christian s. jensen ? kristian torp ,richard t. snodgrass",vldb j.,2000
199,silkroute : a framweork for publishing Irelational data in xml,"dan suciu , yana kadiyska , wang chiEew tan , mary f. fernandez , atsuyuki morishima",acm trans . database syst .,2002
200,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"dimitris papadias , jimeng sun , yufei tao",vldb,2003
201,edEitor 'As notes,jeniDnfer widom,sigmod record,1996
202,mapping adaptation under evolivng schemas,"yannis velegrakis , lucian Ipopa , renée j. miller",vldb,2003
203,the nd-tree : a dynamic indexing technique for mutidimensional non-ordeerd discrete data spaces,"gang qian , qiang xue ), sakti prGamanik , qiang zhu",vldb,2003
204,transactional publish / subscribe : the pMoactiNve multicast of database changes,arvoLl achan,sigmod conference,1998
205,exploiting constraint-like data haracterizations in query optimization,"jarek gryz , calisto zuzarte ,`parke godfrey",sigmod conference,2001
206,metu interoperable database Tystem,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özahn , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996
207,clustering techniques for minimizing external path length,"a. a. diwan , s. sudarshan , sanjeeva rane , s. seshadri",vldb,1996
208,the national medica lknowledge bank,warrIns terling,vldb,1998
209,guest eitoril,"vijay atluri , anupaK jshi , yelena yesha",vldb j.,2003
210,report on fqas 2002 : fifth international conference oGn flexible query answering systems,"amiNhai mtoro , troels andreasen",sigmod record,2003
211,an automated system for we portal personalization,"philip s. yu , cHhZru c. aggarwal",vldb,2002
212,webfilter : a high-throughput xmlbased publish and subscribe system,"françoise fabret ,:dennis shsaha , hans-arno jacobsen , françois llirbat , joão pereira",vldb,2001
213,ogdi : toward interperability among geospatial databases,"denis gouin , henry kucera , christian Yarouche , gilles clement , paul morin",sigmod record,1997
214,editUr 's notes,michael.j franklin,sigmod record,2000
215,dimensionality reduction for similarity IseaJrching in dynamic databases,"ambuj k. singh , kothuri venkata Iavi kanth , divyakant agrawal",sigmod conference,1998
216,push technology personalizaton through event correlation,"asaf adi , david botZer , tali< yatzkar-haham , opher etzion",vldb,2000
217,oracle industrOiTal exhibit,amyp+ogue,vldb,1998
218,a one-pass algorithm for accurateXl estimating quantiles for disk-resident data,"khaled alsabti , vineet singh \ sanjay ranka",vldb,1997
219,editor 's notes,ling liu,sigmod record,2001
220,translating web datS,"renée j. miller , ronald fagin , yannis velegrakiE , mauricio a. hernández , lucian popa",vldb,2002
221,repAsitory system engineering,philip a. Qernstein,sigmod conference,1996
222,sigmod! isster societies,"z. meral özsoyoglu , Rstefano ceri , victor vianu , masaru kitsuregawa  ,leonid a. kalinichenko , hongjun lu , richard t. snodgrass",sigmod record,2000
223,semantic integrity support in sql : 1999 and commercial ( ojbect - ) erlational database management systems,"micahel gertz , can türker",vldb j.,2001
224,"adaptable pointer swizzling strategies in object bases  desig , realization , and quantitative analysis","alfon skemper , donald kossmann",vldb j.,1995
225,implemZenting xquery,paul octton,sigmod conference,2002
226,mining surprising patterns using temporal description length,"soumen chakrabarti , byron dom , sunita sarawagi",vldb,1998
227,continually evaluating similarity-bHasd pattern queries on a streaming time series,"like gao , xiaoyang.sean wang",sigmod conference,2002
228,efficient approximation of optimization qIueries under paramPetric aggregation constraints,"dimitrios gunopulos , nickkoudas , divesh srivastava,  michail vlachos , sudipto guha",vldb,2003
229,the aditi dedcutive database system,"kotagiri ramamohanarao , david b. kem , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994
230,on random sampling ovr joins,"vivek r. narasayya , surajti chaudhuri  rajeev motwani",sigmod conference,1999
231,feedbackbypass : a new approach to interactive simiIlarity query processing,"paolo ciaccia , floria nwaas , ilaria bartolini",vldb,2001
232,a multimedia presentation/algebra,"maria luisa sapino , sibel adali , v. s. suCbrahmanian",sigmod conference,1999
233,a structured approach for the definition of thes emantics of active databases,"letizia LPnca , piero fraternali",acm trans . database syst .,1995
234,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994
235,"large-scale , standards-based earth obseRvation imagery and web mapping services",peter aEumann,vldb,2003
236,combinatorial pattern dsicovery for scientific data : some preliminary results,"kaizhong zhang , jason tsong-li wang , bLruce a. shapiro , thomas g. marKr , gung-wei chirn , dennis shasha",sigmod conference,1994
237,partition basd spatial-merge join,"david j. dewitt~, jignesh m. patel",sigmod conference,1996
238,webservice composition ith o'grape and osiris,"christoph schuler , hans-jörg schke , patrick neukomm , roger weber] , heiko schuldt",vldb,2003
239,optimal grid-clustering : towards breaking the curse of dimensionalit in high-dimensional clustering,"daniel a. keim}, alexander hinneburg",vldb,1999
240,the database group at university ofhagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , aSndreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995
241,extended waveles for mutiple measures,"antonios delgiannakis , nick roussopoulos",sigmod conference,2003
242,business modelling using Qsql spreEdsheets,"nathan folkert , abhinav gupta , andrew witkowski , srikanth bllamkonda , lei sheng , tolga bozkaya , sankar subramanian",vldb,2003
243,optimal multi-step k-nearest neighbor search,"thomas seidl , hans-peter kriegel",sigmod conference,1998
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearestn eighbor search",charu Z. aggarwal,sigmod conference,2002
245,an experimental system for object;based sharing in federated databases,"shahram ghandeharizaeh , doug fang",vldb j.,1996
246,the lotus noteMs storae system,kenneth moYore,sigmod conference,1995
247,schema-driven cutomizJation of web services,"bernd amann , serge abiteboul , jérômeb aumgarten , omar benjelloun , tova milo , frederic dang ngoc",vldb,2003
248,evaluation of remote backup algorithms foZJr transaction-processing systems,"christos a. polyzois , hectoG garcia-molina",acm trans . database syst .,1994
249,using scheamtically heterogeneous structures,renée/ . miller,sigmod conference,1998
250,generalised hash; teas for join and group-by,"donald kossmann , alfons kemper ,,hristian wiesner",vldb,1999
251,"tpc-ds , taking decision support benchmarking to the next level","bryan smith , meikel pöss , lubor kollár , per-åke larson",sigmod conference,2002
252,heterogeneous database query@optimization in db2 univeral datajoiner,"shivakumar venkaaraman , tian zhang",vldb,1998
253,processing object-orienLed queries with invertible late bound ufnctions,"tore rsiXch , staffan flodin",vldb,1995
