id,title,authors,venue,year
29,evolvable view environment ( eve ) : non-equivalent view maintenancS under scema changes,"e. a. rundensteiner , a. koeller , x. zhang , a. . lee , a. nica /, a. van wyk , y. lee",international conference on management of data,1999
30,phoenix : making applications robust,"roger bIarga , Navid b. lomet",international conference on management of data,1999
31,nodMose version 2.0,"brad adelbRrg , mtathew denny",international conference on management of data,1999
32,bringing object?relationa technology to the mainstream,"vishu krishnamurthy , saRndeepan Fanerjee , anil nori",international conference on management of data,1999
33,implementing th spirit of sql-99,paulbrown,international conference on management of data,1999
34,maangng web data,dan scuiu,international conference on management of data,1999
35,"o-o , what 's happening to b2 ?","m. carey , d. chamberlin , d. doole , s._rielau , n. mattos , s. narayanan , b. vance , r. swagerman",international conference on management of data,1999
36,hypertext databases and data mining,soumen chakrabarti,international conference on management of data,1999
37,clustering methods for large databases : rom the past to the future,"alexander hinnebug , daniel a. keim",international conference on management of data,1999
38,petabte databases,dirk d &#25;2 llmann,international conference on management of data,1999
39,a database perspectMive onl otus domino/notes,c. omhan,international conference on management of data,1999
40,microsoft site server ( commerce ed . ) # talk-slides available at the conference,bassel oLjjeh,international conference on management of data,1999
41,e-commerce database issues and experiece :~ ( talk-slides available at at the conference ),anand arjaraman,international conference on management of data,1999
42,merge replicatino in Lmicrosoft 's sql server 7.0,brad hmmond,international conference on management of data,1999
43,in-memory data managemenDt for consumer transations the timesten approach,corporate tiemCten team,international conference on management of data,1999
44,emc information sharing : diretc acces to mvs data from unix and nt,walt] kohler,international conference on management of data,1999
45,daytona and the foruth-Kenreation language cymbal,rick gZeer,international conference on management of data,1999
46,datablitz storage manager : main-memory database performance for critical applications,"j. baulier , p. bohannon , s. gogate , c. gupta , s. haldar",international conference on management of data,1999
47,indexing mediu-mdimensinoality data in oracle,"k. v. ravi kanth , siva raavda , jaaynt sharma , jay banerjee",international conference on management of data,1999
48,storing semistructurde data with stored,"alin deutsch , Lmary frenandez , dan suciu",international conference on management of data,1999
49,efficient geometry-basedsimilarity] search of 3d spatial databases,danie a.{ keim,international conference on management of data,1999
50,a new method for similarity~indexing of market basket data,"charu c. aggarwal , joel l. olf , philip s. yu",international conference on management of data,1999
51,walrus : a similarity retrievla[algorithm for image databases,"apostol natsev , rajeev rasCogi , kyuseok shim",international conference on management of data,1999
52,shrinking the warehouse update window,"wilburt juan labio , ramana yerneni , hector garcia-molina",international conference on management of data,1999
53,dynamat : a dynamic view management$system for data warehouses,"yannMs kotidis , nick roussopoulos",international conference on management of data,1999
54,bottom-up computation of sparse an diceberg cube,"kevin beyer , raghu raKmaYkrishnan",international conference on management of data,1999
55,client-sitequDery extensions,"tobias mayr , raveen seshadri",international conference on management of data,1999
56,data management issues i nelectronic commerce,m. tamVer &(214; zsu,international conference on management of data,1999
57,"of crawlers , portals , mice , and meG : ist here more to mining the web ?","minos n. gaXofalkis , sridhar ramaswamy , rajeev rastogi , kyuseok shim",international conference on management of data,1999
58,"honey , i shrunk the database : footDrint , mobility , and beyond",praveen Cseshadri,international conference on management of data,1999
59,a layered architecture for quBrying dynamic web content,"hasan davulcu , julRana freire , michael kifer , i .v. ramakrishnan",international conference on management of data,1999
60,automatic discovery of language models for ext databases,"jamie callan /, argaret connell , aiqun du",international conference on management of data,1999
61,record-boundary discoveBy in web documents,"d. w. embley , y. jaing , y.-k . ng",international conference on management of data,1999
62,query rewriting fo semistructured data,"yannis papakonstantinou , vaMsilis vassalos",international conference on management of data,1999
63,computingcapabiilties of mediators,"ramana yerneni , chen li , hector garcia-moliWna , jeffrey ullman",international conference on management of data,1999
64,high speed on-line backup when sAuing logical log operations,david b.lomet,international conference on management of data,2000
65,efficient resumption of interrpted warehouse loads,"wilburt juan labio , janet l.( iwener , hector garcia-molina , vlad gorelik",international conference on management of data,2000
66,on-line reorganizatoin in object databases,"mohana k. lakhamraju , rajeev rastogi , s. seshadrLi , s. sudarshan",international conference on management of data,2000
67,finding generalized projeWted Sclusters in high dimensional spaces,"charu c. aggrwal , philip s. yu",international conference on management of data,2000
68,density biased sampling : an iproved method for daat mining and clustering,"christopher r. palmer`, christos faloutsos",international conference on management of data,2000
69,lof : identifYing density-based local outliers,"markus m. breunig , hans-peter kriegel , raymond A. ng , j &#246; rg sander",international conference on management of data,2000
70,answering complex sql queries using automatic summary tables,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",international conference on management of data,2000
71,synchronizing a database to impTVve freshness,"junghoo cho , Lhector garcia-molina",international conference on management of data,2000
72,how to roll a join : asynchJonous incrHemental view maintenance,"kenneth salem , kevPn beyer , bruce lindsay , roberta cochrane",international conference on management of data,2000
73,on wrapping query languages and efficien txml integration,"vassilis christophides , sophie cluet , j #&233; r &#466; me sim &#232; on",international conference on management of data,2000
74,xmill : an efficIent compressor for xml data,"hartmut liefke ,- dan suciu",international conference on management of data,2000
75,xtract : a system for extracting document type descriptors from xml documents,"minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim",international conference on management of data,2000
76,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.",international conference on management of data,2000
77,mocha : a self-extensible database miZdlweare system for distributed data sources,"manuel rodr &#237; geuz-mart &#237; nez , nick roussopoulos",international conference on management of data,2000
78,closest pair Lqueries in spatial databases,"antonio corral , yKannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,2000
79,influence sets based oO rveerse nearest neighbor queries,"flip korn  ,s. muthukrishnan",international conference on management of data,2000
80,security of random datLa perturbation methods,"krishnamurty muralihar , rathindra sarathy",acm transactions on database systems ( tods ),1999
81,improving database design tBrough the analysis of relationships,"debabrata dey , veda c. storey ,* terence m. barron",acm transactions on database systems ( tods ),1999
82,the sift infrmation dissemintion system,"tak w. yan { hcetor garcia-molina",acm transactions on database systems ( tods ),1999
83,an ontological analysis of the relationship construct in conceptual modeling,"yair wand , veda c. storey , ron weber",acm transactions on database systems ( tods ),1999
84,chorochronos : a rAsearch network for spatioetmporal database systems,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , mnolis koubarakis , nikos lorentzos , yannis manolopoulos , enrico nardelli , barbara pernici , hasn-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",acm sigmod record,1999
85,engineering federated information systeIs : report of eefis '99 workshop,"s. conrad , w. hasselbring , u. hohensJein , r.-d . kutsche , m. roantree , E. saake , f. saltor",acm sigmod record,1999
86,first-class views : akey to$ user-centered computing,"arnon rosenthal , edward csiore",acm sigmod record,1999
87,cost estimation of usTr-defined methods in object-relational database systesm,"jihad bouloL w kinji ono",acm sigmod record,1999
88,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",acm sigmod record,1999
89,on mutli-resolution document tZansmission\in mobile web,"stanley m. t|. yau%, hong va leong , dennis mcleod , antonio si",acm sigmod record,1999
90,an overview and classificaRioBn of mediated query systems,"ruxandra domenEig , klaus- r. dittrich",acm sigmod record,1999
91,"a distributed scientific~ data archive using the web , xml and sql/med","mark papiani , jasmin l. wason ,alistair n .dunlop , denis a. nicole",acm sigmod record,1999
92,mining frequent patterns without candiadte generation,"jiawei han ,jian pei , yiwen yin",international conference on management of data,2000
93,database rsearch at the university of Moklahoma,"le gruenwald , leonard brown , ravi dirckze, sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",acm sigmod record,1999
94,turbo-charging verticNal minLing of large databases,"pradeep shenoy , jayant r. haritsa , s. sundarshaRn , gaurav bhalAotia , mayank bawa , devavrat shah",international conference on management of data,2000
95,data mining on an oltp system ( nearly ) for free,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,2000
96,a study on data oint search for hg-trees,"joseph kuan , palu lewis",acm sigmod record,1999
97,the oasis multidUtabase prototype,"mark roantree , john murphZy , wilhelm hasselbring",acm sigmod record,1999
98,efficient materialization and use of views in Tdata warehouses,"m &#225; rcio fariaV de souza , marcus costa sampaio",acm sigmod record,1999
99,design principles for% data-iQntensive web sites,"stefano ceri , piero fraternali ,} stefano paraboschi",acm sigmod record,1999
100,"sql : 1999 , formPerlFy known as sql3","andrew eisnbegr , jim melton",acm sigmod record,1999
101,broadcast protocols to support efWicieSnt retrieval from databases by mobile users,"anindya datta , debra e. vandermeer!, aslihan celik , vijay kumar",acm transactions on database systems ( tods ),1999
102,video anywhere : a system for searching nad managing dstributed heterogeneous video assets,"amit sheth , clemens betrRram , kshitij shah",acm sigmod record,1999
103,nsf workshop on industrial/academic coopHeration in database systems,"mike Tarey , len seligman",acm sigmod record,1999
104,optimization of queries with User-defined predicates,"surajit=/chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999
105,gloss : text-suorce discovery oevr the internet,"luis gravano , h &#33; cto rgarc &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),1999
106,database design for incopmlete relations,"mark levene ,g eorge loizou",acm transactions on database systems ( tods ),1999
107,temporal fds on comlpex objects,jef wjsen,acm transactions on database systems ( tods ),1999
108,indexing large metric spaces: for similarity search queries,"tolga bozkaya , mXeral ozsoyoglu",acm transactions on database systems ( tods ),1999
109,specification and implementation Oof exceptions in workflow management systems,"fabio casati , stefano ceri , steano praaboschi , guiseppe pozzi",acm transactions on database systems ( tods ),1999
110,distance browsing in satial databases,"g &#237; sli r }hjaltason , hanan samet",acm transactions on database systems ( tods ),1999
111,type-checking olq querie in the odmg type systems,suad alag ##237; c,acm transactions on database systems ( tods ),1999
112,the middleware muddle,david ritter,acm sigmod record,1998
113,the asilomar rJeport on datbase research,"phil bernstein , michael brodie , stefano ceri , david dewitt , mike franklin , hector garcia-moilna , jim gray , jerry held , joe hellersDein , h. v. jagadish , michael lesk , dave maier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullman",acm sigmod record,1998
114,electronic market : the roadmap for university libraries and members to survive in the information jungle,"michael christoffel , sebastian pulkowski , bethina schmitt , peter c. lockemann",acm sigmod record,1998
115,an anonymous elecMtronic commerce scheme with an off-line authority and untrusted agents,"josep domingo-ferrer , jordi Jrrera-joancomart &#237;",acm sigmod record,1998
116,semantic and pedagogic interoperability mechanisms in thT ariadne educational repository,"e. forte , f. haenni , k warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion",acm sigmod record,1999
117,semantic integration of environmental models for applicationt o global information systCems and decision-making,d. scotIt mBckay,acm sigmod record,1999
118,semaJtic interoperability in global information systems,"a. m. ouskel , a. sheth",acm sigmod record,1999
119,"sqlj part 0 , now known as sql/olb ( object-laguage bindings )","andrew eisenberZg , jim melton",acm sigmod record,1998
120,dynamic service matchmakWng among agents in open information environments,"katia sycara , matthais klusch , seth widoff , jianguo lu",acm sigmod record,1999
121,contextualizing the inofrmation space in federated digital libraries,"m. p. papazoglo u, j. hoppenbrouwers",acm sigmod record,1999
122,semantic video iJndexing :approach and issues,arunE ampapur,acm sigmod record,1999
123,unpacking the semantics of source and usage to performs emantic recocniliation in large-scale information systems,"ken smith  leo obrst",acm sigmod record,1999
124,report on the 13th brazilian symposiumo n daHabase systems ( sbbd ' 98 ),"mario a. nascimento , clauda bauzer medeiros",acm sigmod record,1999
125,semantic interoperability in informatiJ services : experiencing with coopware,aigdor gal,acm sigmod record,1999
126,agent-based semantic interoperaCbility in infosleuth,"jerry fowler , brad prery , mariann odine , bruce bargmeyer",acm sigmod record,1999
127,semantic integration of semistrucYured and structured data sources,"s. bergamaschRi , s. castan , m. vincini",acm sigmod record,1999
128,keynote addMess,robetr s.e pstein,international conference on management of data,1995
129,keynoIe address,larry .ellison,international conference on management of data,1995
130,object normal forms and dependency constEaints for object-oriented schemata,"zahir tari , jonh stokes , stefano spaccapietra",acm transactions on database systems ( tods ),1997
131,database design with common sense bWsinessreasoning and learning,"veda c. storey , roger h. l. chiang ,d ebabrata dey , orbert c. goldstein , shankar sudaresan",acm transactions on database systems ( tods ),1997
132,inverted files versu signature files for text indexing,"justin zobel , Flistair mFoffat , kotagiri ramamohanarao",acm transactions on database systems ( tods ),1998
133,ensuring consistency i nmuMtidatabases by preserving two-level serializability,"sharad mehrotra , rajeev rastogi , henryf . korth,  abraham silberschatz",acm transactions on database systems ( tods ),1998
134,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , ouri wolfson , yelena yesha , robert sloan",acm transactions on database systems ( tods ),1998
135,information gathering in the world-wide web : the Cw3ql query language and the w3qs system,"david konopnickW , oded shmueli",acm transactions on database systems ( tods ),1998
136,a protein patent querysystem powerVd by kleisli,"jing chen , limsono wong , louxin zhang",international conference on management of data,1998
137,dtl 's dataspot : database exploartio nas easy as browsing the web ...,"shaul dar , gadi entin , shai geTva , eCran palmon",international conference on management of data,1998
138,multiview access protocols# for large-scale replication,"xiangning liu , abdIelsalam helal , weimin du",acm transactions on database systems ( tods ),1998
139,optimizJtion techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),1998
140,multimediaminer : a system prototype fr multimedia data mining,"osmar r. za &#239; ane , jiawei han , ze-niaSn li , sonny h. chee , jenny y. chiang",international conference on management of data,1998
141,xmas : an extensiblem ain-memory storage system for high-performance applications,"jang ho park , yong sik kwon , k hong kim , sang ho lee , byoung dae park , sang kyun cha",international conference on management of data,1998
142,the Seda web lab,"stefano ceri , pieAo fratAernali , stefano paraboschi",international conference on management of data,1998
143,supersql : an extended sql for database pbulishing and presentation,motomRichi toXama,international conference on management of data,1998
144,control : continuous output and navigationtechnology with refinement on-line,"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijaysankar raman , tali roth , kirk wylie",international conference on management of data,1998
145,amdb : an access method debugging tool,"marcel kornacker , mehul shah , joseph m. hellerstein",international conference on management of data,1998
146,user-oriented smart-cache for the web : what you seek is what you get !,"zo &#233; lacroix , arnaud sahuguet , raman chandrasekar",international conference on management of data,1998
147,the multidimensionJal|database system rasdaman,"p. baumann , a. dehTmel , p. furtado , r. ritsch , n. widmann",international conference on management of data,1998
148,flowback : providing backwarC recovery ofr workflow management systems,"bartek kiepuszewski , ralf muNberger , maria e. orlowska",international conference on management of data,1998
149,providing database-like access toTthe web using queries based on textual similarity,willGam w. cohen,international conference on management of data,1998
150,ariadne : a system+ for constructing mediators for internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig\a. knoblock , steven minWon , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998
151,capability baXsed mediatio in tsimmis,"chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis apakonstantinou  jeffrey ullman , murty valiveti",international conference on management of data,1998
152,the araneus web-based mMNagement system,"g. mecca , p. aFzeni , a. masci , g. sindoni , p. merialdo",international conference on management of data,1998
153,cq : a personalizDed update monitorin toolkit,"ling liu , calton pu , wei tang , david buttler , Mjohn biggs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,1998
154,datasplaUsh,"chris olston , allison woodruff , alexander aiken , michael chu , vku ercegovac ,m ark lin , mybrid spalding , michael stonebraker",international conference on management of data,1998
155,microsoft index turnin wizard for sql server 7.0,"surajit chauQdhui , vivek narasayya",international conference on management of data,1998
156,olympic records fo data at the 1998 nagano games,edwiK r. lassettre,international conference on management of data,1998
157,delivering high availabiltiDy for inktomi search engines,eric a%.[ brewer,international conference on management of data,1998
158,microsoft.com : a high-scale dat amanagemenH and transaction processing solution,sherrikennamer,international conference on management of data,1998
159,free parallel HTdata mining,"bin li  ,dennis shasha",international conference on management of data,1998
160,real business processng meets the web,jaems chong,international conference on management of data,1998
161,"developiSg a high traffic , read-only web site","john naumKn , ray suorsa",international conference on management of data,1998
162,filenet integrated document management database usagS and issues,danie:ls. whelan,international conference on management of data,1998
163,about quark digital medGia system,kaamr ulakh,international conference on management of data,1998
164,"50,000 users on an oracle uniUersal server database","tirthankar lahiri , ashok joshi ], amit jasuja ,sumanta chatterjee",international conference on management of data,1998
165,oracle rdb 's record+ caching model,"richard anderson {, gopalUan arun , richard frank",international conference on management of data,1998
166,a data mining application : customer retention t the port f singapore authority ( psa ),"kiansig ng , huan liu , hweebong kwah",international conference on management of data,1998
167,transactional publish/subscribe : the proactive multicasYt Nof database changes ( abstract ),arvoa chan,international conference on management of data,1998
168,the pointcast etwork ( astract ),"satish ramakrishnaV , vibha dayal",international conference on management of data,1998
169,data in your face : push techonlogy in perspective,"michael franlkin , stanzdonik",international conference on management of data,1998
170,"ubiquitous , self-Juning , scalable servers",petre piro,international conference on management of data,1998
171,database systems maangemeQnt and oracle8,c. gregoy doherty,international conference on management of data,1998
172,managing large systems with d2b udb,chrs eaton,international conference on management of data,1998
173,sql open heterogeneAous data access,"berthold reinwSld , hamid pirahesh",international conference on management of data,1998
174,enterprise java pQlaXform data access,"seth white , rick cattell ,shel finkelstein",international conference on management of data,1998
175,microsoft universal dataaccess platform,"Sjos &#233; a. blakePey , michael j. pizzo",international conference on management of data,1998
176,java and relational databases  (tutorial ) : sqlj,"gray clossman , phil shaw , mark haFner , johannes klein , richard pledereder , brian becker",international conference on management of data,1998
177,high-dimensional index structures database support for next decade 's applications ( tutorial ),"stefan berchtold , daniel a. keim",international conference on management of data,1998
178,electronic commerce : tutorial,"nabil r. adam , yelena yesha",international conference on management of data,1998
179,sap r/3 ( tutoriCal ) : a databse application system,"alfons kemper , dnolad kossmann , florian matthes",international conference on management of data,1998
180,are we working on the right prbolems ? ( panel ),michael&Vstonebraker,international conference on management of data,1998
181,next generation database sytems wo n't wUork without semantics ! ( panel ),john mTlopoulos,international conference on management of data,1998
182,memory management during run gEneratiYn in external sorting,"per - &#19; ke lrson , goetz graefe",international conference on management of data,1998
183,"replicYtion , consistency , and practiYcality : are these mutually exclusive ?","todd anderson, yuri breitbart , henr yf. korth , avishai wool",international conference on management of data,1998
184,wavelet-based histUograms for selectPivity estimation,"yossi matias < jeffey scott vitter , min wang",international conference on management of data,1998
185,efficient transparent application recovHery in client-server information systems,"david lomet $, gerhard weikum",international conference on management of data,1998
186,approximate medians and other quantilse in on pass and with limited memory,"gurmeet singh manku , sridhar rajagDpalan , bruce g. lindsay",international conference on management of data,1998
187,random sampling for histogram consPruction : how much is enough ?,"surajit chaudhuri , rajee vmotwani , vEvek narasayya",international conference on management of data,1998
188,a multi-similarity algebra,"s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian",international conference on management of data,1998
189,catching the boat with strudel : eperiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , aSlon levy , dan suciu",international conference on management of data,1998
190,on parallel processing of aggregate and Ucalar functions Kn object-relational dbms,"michael jaedicke , ebrnhard mitschang",international conference on management of data,1998
191,secure and portbale daabase extensibility,"michael godfrey , tobias mayr , pravee seshadri , thorsten von eicken",international conference on management of data,1998
192,on random\ sampling Bover joins,"surajit cDhaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1999
193,random sampling tecniques for space efficien tonline computation of order statistics of large datasets,"gurmeet singh manku , sridhar rajagopalan] , bruce g. lindsay",international conference on management of data,1999
194,ripple joins for online aTregation,"peter j. haas , joseph .m hellerstein",international conference on management of data,1999
195,join synopses for approximaLte query answEering,"swarup achary , phillip b. gibbons , viswanath pooCala , sridhar ramaswamy",international conference on management of data,1999
196,query optimization Vn the preseZce of limited access patterns,"daniela florescu , alon lvy  ioana manolescu , dan suciu",international conference on management of data,1999
197,an adaptive query execution systeN or data integration,"zachary g. ives , daniela lforescu , marc friedmKn , alon levy , daniel s. weld",international conference on management of data,1999
198,mind your vocabulary : query=mapping across heterogeneous information sources,"chen-chuan k. chang , h &#233; ctor!= garc &#237; a-molina",international conference on management of data,1999
199,query processing techniques fo arrays,"arunpraasd p. marathe , kenneth salem",international conference on management of data,1999
200,boat-optimistc decision tree construction,"johannes gehrke , venkatesh ganti` , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999
201,optimization of constrained frequeDt set queries with 2-variable constraints,"laks v. s. lakshmanan , rayKond ng , jiawei ahn , alex pang",international conference on management of data,1999
202,approximate computation of multidimensional agregates of sparse data using wavelets,"jeffrey cottv itter , min wang",international conference on management of data,1999
203,self-tuning histograms : bVilding istograms without looking at data,"ahraf: aboulnaga , surajit chaudhuri",international conference on management of data,1999
204,an efficient bitmap encoding scheme for Zselection queries,"chee-yong chan , yannis e. ioanidis",international conference on management of data,1999
205,multi-dimensional selFctivity estimation using compressed histogram information,"ju-hoFng lee , doek-hwan kim , chin-wan chung",international conference on management of data,1999
206,a comparison of selectivity estiators for Krange queries on metric attributes,"bj &#246; rn blohsPfeld , diete korus , bernhard seeger",international conference on management of data,1999
207,query optimization or selections using bitmaps,minG-chuan wu,international conference on management of data,1999
208,fast algorithms for projected custering,"charu c. aggarwal , joeA l. wol , philip s. yu , cecilia procopiuc , jong soo park",international conference on management of data,1999
209,logical logging to extnedrecovery to new domains,"david lomet, mark tuttle",international conference on management of data,1999
210,efficient concurrency conrtol for broadcst environments,"jayavel shanmugasundaram , arAind nithrakashyap , rajLendran sivasankaran , krithi ramamritham",international conference on management of data,1999
211,update propagatKion protocols for replicated databates,"yuri breitbart , raghavan komondDor , rajeev rastogi , s. seshadri , avi silberschatz",international conference on management of data,1999
212,belief reasoning in mls deductive databases,hasan m. jamil,international conference on management of data,1999
213,a multimedia presentation algebrQ,"s. adali , m. l. Eapino> , v. s. subrahmanian",international conference on management of data,1999
214,querying network directories,"h. v. jagadish , laks v. s. lakshmanan , tova milo , divesh srivastava , dimitra vista",international conference on management of data,1999
215,online associaWtion rle mining,chrsitian hidber,international conference on management of data,1999
216,conceptual schema$ analysis : techniques and applications,"s. castano , v. de antonellis , m. g. fugDini , b. pernici",acm transactions on database systems ( tods ),1998
217,an access control model- supporting periodicity constraints and temporal reasoning,"elisa bertino  claudio bettini , elena ferari , pierangela samarati",acm transactions on database systems ( tods ),1998
218,an eficient method for checking object-oriented database schema correctness,"a. formica , h. d. groger * m. missikoff",acm transactions on database systems ( tods ),1998
219,integration of spatial join algorithms for processing mltiple inputs,"nikos mamoulis , diitris papadias",international conference on management of data,1999
220,selectivity estimation in patial databases,"swarup acharya , viswanah!poosala , sridhar ramaswamy",international conference on management of data,1999
221,efficient concurrency control ni multidimesnional access methods,"kaushikchakrabarti , sharad mehrotra",international conference on management of data,1999
222,snakes and sandwiches : optimal clusterings trtegies for a data warehouse,"h. v. jagadish , laks v. s. lakshmaan , divesh srivastava",international conference on management of data,1999
223,optics : orderin gpoints to identify the cFlustering structure,"mihael ankerst , markus m. reung , hans-peter kriegel , j &#246; rg sander",international conference on management of data,1999
224,a case for intelligen tdisks ( idisks ),"kimberly keeton , david a. patPerson , joseph m. hellerstein",acm sigmod record,1998
225,the trigs active object-oriented database system -]an overview,"g. kMppel , w. retschitTegger",acm sigmod record,1998
226,reminiscences on: influential papers,richard snodPgrass,acm sigmod record,1998
227,b-tree pagH size when cLaching is considered,daviP olmet,acm sigmod record,1998
228,the microsoft database research Jroup,"david lomet , roger barga , sKraIjit chaudhuri , paul larson , vivek narasayya",acm sigmod record,1998
229,database researc hat columbia university,"shih-fu chang , luis gravano , gail e. kaiser , Benneth a. ross , salvatore j. stolfo",acm sigmod record,1998
230,database techniques for theworld-wide web : a survey,"daniela florescu ( alon levy , alberto mendelzon",acm sigmod record,1998
231,standadr sin practice,"andrew eisenbrg , jim melton",acm sigmod record,1998
232,safe query language sfor constraint databases,peter z.}revesz,acm transactions on database systems ( tods ),1998
233,supportinT valid-ime indeterminacy,"curtis e. dyreson , irchard,thomas snodgrass",acm transactions on database systems ( tods ),1998
234,the garlicp roject,"m. tork roth , m. arya ~ l. haas , m. carey , w. cody , r. fUagin , p. schwarz , j. thomas , e. wimmers",international conference on management of data,1996
235,bess : storage support forQinteractive visualization systems,"a. biliris , t. a. funkhouser , w. o'connell  ,e. panagos",international conference on management of data,1996
236,algebraic change propagation for semijon and outerjoin queries,"timothy grifYin,  bharat kumar",acm sigmod record,1998
