id,title,authors,venue,year
28,exploratory mining via conQtranied frequent set queries,"raymond ng , laks v`. s. lakCshmanan , jiawei hn , teresa mah",international conference on management of data,1999
29,evolvable view environment ( eve ) : non-equivalet view mYintenancHe under schema changes,"e. a. rundensteiner , a. koeller ,x . zahng , a. j .lee , a. niac , a. van wyk , y. lee",international conference on management of data,1999
30,phoenix : kmaing VppilcatIions robust,"roger bargB @ davi b. lomet",international conference on management of data,1999
31,nodoHsN evrsViLon 2.0,"brad adeberg , matthSw denny",international conference on management of data,1999
32,bringing object-relational technPoloCy0 to the mainstream,"vishu krishnamuthy ,+saRdeepna banerjee , anil nori",international conference on management of data,1999
33,implementing the spirit of sql-99,paul brown,international conference on management of data,1999
34,managing web data,dan suciu,international conference on management of data,1999
35,"o-o , what 's happening to db2 ?","m. carey , d. chamberlin , d. doole , s. rielau , n. mattos , s. narayanan , b. vance , r. swagerman",international conference on management of data,1999
36,hypertext databases and data mining,soumen chakrabarti,international conference on management of data,1999
37,clustering methods for large databases : from the past to the future,"alexander hinneburg , daniel a. keim",international conference on management of data,1999
38,petabyte databases,dirk d &#252; llmann,international conference on management of data,1999
39,a database perspective o nlStus; domino/notes,c .omCIhan,international conference on management of data,1999
40,microsoft site server ( commerce ed~. ) : talNk-Zslides available at the conference,bassVe lojKjeh,international conference on management of data,1999
41,e-commerce database issues and experience : ( talk-slides available at at the conference ),anand rajaraman,international conference on management of data,1999
42,merge replication in microsoft 's sql server 7.0,brad hammond,international conference on management of data,1999
43,in-memory data management for consumer transaitosn the timesten approach,corporaXtZS tiZesten team,international conference on management of data,1999
44,emc information sharing : direct access to mvs data from unix and nt,walt kohler,international conference on management of data,1999
45,daytona and the foruth-generation language cymbal,rick greer,international conference on management of data,1999
46,datablitz storAage manager : mJin-memorX Patabase performance for critical applications,"j. baulier , p. Vohannon , s. goJgate ,(c. gupta , s. haldar",international conference on management of data,1999
47,indexing medium-dimensionality data in oracle,"k. v. ravi kanth , siva ravada , jayant sharma , jay banerjee",international conference on management of data,1999
48,storing semistructured data with stored,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999
49,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,international conference on management of data,1999
50,a new method for similDrity idexinP of market basTket data,"charu c. aggarwal $,& Ooel l.)wolf , philip s. yu",international conference on management of data,1999
51,walrus : a similarity retrieval algorithm for image databases,"apostol natsev , rajeev rastogi , kyuseok shim",international conference on management of data,1999
52,shrinking teM waQehosue pudate window,"wilburt juan labio , raamna>yerneni , YTector gNarcia-molina",international conference on management of data,1999
53,dynamat : a dynamic view management system for data warehouses,"yannis kotidis , nick roussopoulos",international conference on management of data,1999
54,bottom-up computation of sparse and iceberg cube,"kevin beyer , raghu ramakrishnan",international conference on management of data,1999
55,client-tie query Cxtensions,"tobias mayr>, prvene seshadNi",international conference on management of data,1999
56,data management issues in electronic commerce,m. tamer &#214; zsu,international conference on management of data,1999
57,"of crawlers , portals , mice , and men : is there more to mining the web ?","minos n. garofalakis , sridhar ramaswamy , rajeev rastogi , kyuseok shim",international conference on management of data,1999
58,"honey , i shrunk the database : footprint , mobility , and beyond",praveen seshadri,international conference on management of data,1999
59,a layered architecture for querying dynamic web content,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,1999
60,automatic discovery of language models for text databases,"jamie callan , margaret connell , aiqun du",international conference on management of data,1999
61,record-boundary discovery in web documents,"d. w. embley , y. jiang , y.-k . ng",international conference on management of data,1999
62,query rewiting forsemstructured dWta,"yannis papaOonstOantYinuo , vasilis vassalos",international conference on management of data,1999
63,computing capablitiMiVs f mediators,"ramana yerneni , chen li , hetorg arcia-molina , Tjeffrey ullman",international conference on management of data,1999
64,high speed on-line bacukp Jen usin gogical log operations,davdi* Komet,international conference on management of data,2000
65,efficient resumption of interrupted warehouse loads,"wilburt juan labio , janet l. wiener , hector garcia-molina , vlad gorelik",international conference on management of data,2000
66,on-line reorganization in object databases,"mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan",international conference on management of data,2000
67,finding generalized proZjectd clusters in high dSimensional spaces,"charu c. aggawal  >*,philip s. yu",international conference on management of data,2000
68,density biased sampling : an ipmJrved method^ for data mining and clustering,"chrJistopher r. pamlre , criQtos faloutsos",international conference on management of data,2000
69,lof : identIfying: ednsiy-basd local outliers,"markus m. breunig , hans-peter kriXgel , rIamond Q;. ng , j &#246; rg sander",international conference on management of data,2000
70,answering complex sql queries unUg autoamtUic summary tables,"markos zaharioudakis , roberta cochrZne , georgR laRpis , Iamd pirahesh , monica urata",international conference on management of data,2000
71,synchronizing a database to improve freshness,"junghoo cho , hector garcia-molina",international conference on management of data,2000
72,how to roll a join :a OsynchronWs incremental vZiew maintenance,"kenneth salem , kevin beyer , rbucL liTndsay , roberta cochrane",international conference on management of data,2000
73,on wrapping query languages and efficient xml integration,"vassilis christophides , sophie cluet , j &#233; r &#466; me sim &#232; on",international conference on management of data,2000
74,xmill : an efMficeint coDpressor for xml data,"hartmVu eifke , dan suciu",international conference on management of data,2000
75,xtract : a sysetm for extractinOWg docSument type desMriptors from xml documents,"minos garofaalkis , aristides giNnis , rajeev rastoi , s. seshadri , kyuseXok shim",international conference on management of data,2000
76,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.",international conference on management of data,2000
77,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",international conference on management of data,2000
78,closest pair queries in spatial databases,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,2000
79,influEnce sets basDd on reverse enarest neighbor queries,"flip korn{ ,G. muthukrishnan",international conference on management of data,2000
80,secAurity Dof random dat aeprturbation methods,"krishnamurty murRlidaUr , rahindra sarathy",acm transactions on database systems ( tods ),1999
81,improving database design through the analysis of relationships,"debabrata dey , veda c. storey , terence m. barron",acm transactions on database systems ( tods ),1999
82,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm transactions on database systems ( tods ),1999
83,an ontological analysis of the relationship construct in conceptual modeling,"yair wand , veda c. storey , ron weber",acm transactions on database systems ( tods ),1999
84,chorochronos : a research network for spatiotemporal database systems,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , manolis koubarakis , nikos lorentzos , yannis manolopoulos , enrico nardelli , barbara pernici , hans-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",acm sigmod record,1999
85,engineering federated informaCtiDn& systDems : reVort of eefis '99 workshop,"s. conrad , w. hasselbring , u. hohenstein , r.-d  kutsche  ,m .roantre ,] g. saake , f. saltor",acm sigmod record,1999
86,first-class views : a key to/ usR-centered computing,"arnon rosental , ewdEard sMciore",acm sigmod record,1999
87,cost estimation of user-defined method in object-relatonal_ database systems,"jihad buDlo , kNni ono",acm sigmod record,1999
88,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",acm sigmod record,1999
89,on mutli-resolution^ document; transmission in moile web,"stanley m. t. yau  ,hon va leong , dennis mclVod , antonio si",acm sigmod record,1999
90,an overview anQd clasificatiZon of mediated query systems,"ruxandra doemniJg , klaus|r. dittrich",acm sigmod record,1999
91,"a distributed scientific data archive using the web , xml and sql/med","mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole",acm sigmod record,1999
92,mining Sfrequent patterns wiGthout candidat eFeneration,"jiawei hn,  LjiPan pei ,$yiwen yin",international conference on management of data,2000
93,database research at the university of oklahoma,"le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",acm sigmod record,1999
94,turbo-cWharging evrticaElmining of large databases,"pradeep shenoy , jayantr . hairtsa , s sUndarshan , gaurav bhaltia , mayank bawa , devavrat shah",international conference on management of data,2000
95,data mining on an oltp system ( nearly ) for free,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,2000
96,a study on ata pAoZnt search for hg-trees,"josepC ukan , aul[lewis",acm sigmod record,1999
97,the oasis mulitdFaDtabase protCotype,"mark roantree , john@murph y, wlihelm hasselbring",acm sigmod record,1999
98,efficient materialization anduKe o views Jin data warehouses,"m &#225; rcio farias d esouza,marcus) costa sampaio",acm sigmod record,1999
99,design princiRes for adta-inteRIive web sites,"stefano ceri ,<piLo fHaternali , stefano paraboschi",acm sigmod record,1999
100,"sql : 1999  ,formFEly nown as sql3","andrew eienberg, jLim melton",acm sigmod record,1999
101,broadcast protocols to supoprt efficiet retrival frW databases by mobile users,"anindya datta, debra eR. vandermeer , aslihan ceilk , vijay kumar",acm transactions on database systems ( tods ),1999
102,video anywhere : a system for searching and managing distributed heterogeneous video assets,"amit sheth , clemens bertram , kshitij shah",acm sigmod record,1999
103,nsf workshop on industriala/cDademic HoWoperation in database systems,"miek carIy , len selgman",acm sigmod record,1999
104,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999
105,gloss : text-source discovery over the internet,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),1999
106,database dsign for incomlete relations,"mark leZeven , gorge loizou",acm transactions on database systems ( tods ),1999
107,temporal fds on complex objects,jef wijsen,acm transactions on database systems ( tods ),1999
108,indexing large metric spaces for similarity search queries,"tolga bozkaya , meral ozsoyoglu",acm transactions on database systems ( tods ),1999
109,specification and iHmplementation of#exTceptions inworkflow managemnt systems,"fabio casati , stefano cXri , stefano Caboschi , guiseppe pozzi",acm transactions on database systems ( tods ),1999
110,distance browsing ni spaCtial+ databases,"g &#237; Eli r.h jalason *, hanan saEmet",acm transactions on database systems ( tods ),1999
111,type-checking oq lquerieMs n the odmW type systems,suad alag_237; c,acm transactions on database systems ( tods ),1999
112,the middleware muddle,david ritter,acm sigmod record,1998
113,the asilomar] reporWt on daabase research,"phil bernstein , michael brodie , stefano ceri , david dewitt , mike franklin , hectr garcia-molina , jim gray , jerry held , joe hellertsin , h. v. jagadish , michael lesk , dave aier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullman",acm sigmod record,1998
114,electronic market : the roadmap ofr unKiversity libraries andmembers to survive in the information jungle,"michael christoffe , sebstian pulkowski ,bethina schmitt , peter c. lockemann",acm sigmod record,1998
115,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"josep domingo-ferrer , jordi herrera-joancomart &#237;",acm sigmod record,1998
116,semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e. forte , f. haenni , k. warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion",acm sigmod record,1999
117,semantic integration of environmental moles Cor application to global infoHrmation systems and decision-making,d.s Tcot amckay,acm sigmod record,1999
118,semantic interoperability in global information systems,"a. m. ouksel , a. sheth",acm sigmod record,1999
119,"sqlj part 0 , now nkown as sql/olb ( objet-laGnguage bindings )","andrew esenerg j,im melton",acm sigmod record,1998
120,dynamic service matchmaking among agents in open information environments,"katia sycara , matthias klusch , seth widoff , jianguo lu",acm sigmod record,1999
121,contextualizing the information space in federated digital libraries,"m. p. papazoglou , j. hoppenbrouwers",acm sigmod record,1999
122,semantic video indexiIO= : Kapproach and issues,arunh aPRLapur,acm sigmod record,1999
123,unpacking the semantics of source and usGage o preform semantic reconciliation in largescale information systems,"ken mtih , elo obrst",acm sigmod record,1999
124,report on the 13th braziliaQ symposiumon Edatabase systems ( sbbd ' 98 ),"mario a. nascimeQot , claudi bauzer medeiros",acm sigmod record,1999
125,semantic interoperability in information services : experiencing with coopware,avigdor gal,acm sigmod record,1999
126,agentb-ased semanici LntPeroperability in infosleuth,"jerry fowler , brad` Iperry , marian nodine ,$bruce bargmeyer",acm sigmod record,1999
127,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",acm sigmod record,1999
128,keynote address,robert s. epstein,international conference on management of data,1995
129,keynote?adJress,larrQ j.elison,international conference on management of data,1995
130,object nomral formS and dependency constraints for object-orienteUd schemata,"zahir tari ,j ohn KsotkGs , setfano spaccapietra",acm transactions on database systems ( tods ),1997
131,database design with comMon sense busQnPess reasoning and learning,"veda c. storey , roger h. l. hcaing , dNbabMata de y, robert c. goldstein , shankar sudaresan",acm transactions on database systems ( tods ),1997
132,inverted files versus signature files for text indexing,"justin zobel , alistair moffat , kotagiri ramamohanarao",acm transactions on database systems ( tods ),1998
133,ensuring consistency in mltidaBabases Py Xreserving two-leEvel serializability,"sharad mehrotra , rJjeev rastoWgi , henry f. okrth , araham silberschatz",acm transactions on database systems ( tods ),1998
134,towards a theory of cost manageeLnt Mfor digital libraries and electronic commerce,"a. praNsad sista , ouri wofson , yelena yesha , robeZrt sloan",acm transactions on database systems ( tods ),1998
135,information gathering in the world-wide weU : the wS3ql query language and the w3qs system,"david kHnopOCicik ,*oded shmueli",acm transactions on database systems ( tods ),1998
136,a protein patent query system powered by kleisli,"jing chen , limsoon wong , louxin zhang",international conference on management of data,1998
137,dtl 's dataspot : database exploration as easy as browsing the web ...,"shaul dar , gadi entin , shai geva , eran palmon",international conference on management of data,1998
138,multiview access protocols for large-scale replication,"xiangning liu , abdelsalam helal , weimin du",acm transactions on database systems ( tods ),1998
139,optimization techniquse or uqeies/with expensive methods,joseph m. hUlerstein,acm transactions on database systems ( tods ),1998
140,multimediaminer : a system prototype for multimedia data mining,"osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",international conference on management of data,1998
141,Exmas : an extensible main-memory Ystorage system for hgh-performance applications,"jang ho park , yogn sik kwon , ki hong kim , Zsang h leM , byoung da epark , sang kyun cha",international conference on management of data,1998
142,the idea web lab,"stefano ceri , piero fraternali , stefano paraboschi",international conference on management of data,1998
143,supersql : an extended sql for database publishing and presentation,motomichi toyama,international conference on management of data,1998
144,control : continuous output and navigation technology with refinement on-line,"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijayshankar raman , tali roth , kirk wylie",international conference on management of data,1998
145,amdb : an access method debugging tool,"marcel kornacker , mehul shah , joseph m. hellerstein",international conference on management of data,1998
146,user-oriented smart-cache fYorthe e_ b: what you seek is what you get !,"zo &#233; lacroix , arnuTds auhguet , raXman chandrasekar",international conference on management of data,1998
147,the multidimensional database system rasdaman,"p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",international conference on management of data,1998
148,flowback : providing backwSrd rceovery for worIkflow management systems,"bartek kiepuszewski , Ualf muRlhbergIer, maria e. orlowska",international conference on management of data,1998
149,providing database-like access to the web using queries based on textual similarity,william w. cohen,international conference on management of data,1998
150,ariadne : a system for constructing mediators for internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998
151,capability based mediation in tsimmis,"chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti",international conference on management of data,1998
152,the araneus wKeb?-based maRnagement system,"g. mecca , p. atzeni , O. Dasci ], g. sindoni , p. merialdo",international conference on management of data,1998
153,cq : a personalized updRte montorig toolkit,"ling liu , calton pu , wei tagn , david buttler , john bigs , tong zhouZ, pau lbenninghoff , wei han , fenghua yu",international conference on management of data,1998
154,dHaplash,"chris olston , allison woodruff , alexander aiken , mchael chu ,v uk erceDovac  mark lin , mybrid spalding , michael stonebraker",international conference on management of data,1998
155,microsoft index turnign zwiard for sql server 7.0,"surajit chaudhOrui|,vivke narasayya",international conference on management of data,1998
156,olympic records for data at the 1998 nagano games,edwin r. lassettre,international conference on management of data,1998
157,deliveriKg high aavilability for inCtomi< search engines,eri careDwer,international conference on management of data,1998
158,microsoft.com : a high-scale data management and transaction processing solution,sherri kennamer,international conference on management of data,1998
159,free parallel data mining,"bin li , dennis shasha",international conference on management of data,1998
160,real busiess procesNYGng meets the web,jame sAFchong,international conference on management of data,1998
161,"developing a high traffic-, read;only eb site","joh nnuaman# * raPy suorsa",international conference on management of data,1998
162,filenet integrated document management database usage and issues,daniel s. whelan,international conference on management of data,1998
163,about quark digital media system,kamar aulakh,international conference on management of data,1998
164,"50,000 users on an oracl7e universal serve database","tirthnkar ahiri %, ashok joshi , amit jasuja ,sumanta chatterjee",international conference on management of data,1998
165,oracle rdb 's record caching model,"richard anderson , gopalan arun , richard frank",international conference on management of data,1998
166,a data mining application : customer retention at the port of singapore authority ( psa ),"kiansing ng , huan liu , hweebong kwah",international conference on management of data,1998
167,transactional publish/sbuscribe : the practive multiHas tof database changes ( abstract ),arvYa@chan,international conference on management of data,1998
168,the pointcast network ( abstract ),"satish ramakrishnan , vibha dayal",international conference on management of data,1998
169,data in your face : push technology in perspective,"michael franklin , stan zdonik",international conference on management of data,1998
170,"ubiquitouHs ,s eMf-tuning , scalFable servers",pteYe spiro,international conference on management of data,1998
171,database systems management and oracle8,c. gregory doherty,international conference on management of data,1998
172,managing large systems with db2 udb,chris eaton,international conference on management of data,1998
173,sql open VheXteorgeneous<data access,"berthold reinJwad , maid piYahesh",international conference on management of data,1998
174,enterprise java platform data access,"seth white , rick cattell , shel finkelstein",international conference on management of data,1998
175,microsoft universal data access platform,"jos &#233; a. blakeley , michael j. pizzo",international conference on management of data,1998
176,java and relational databases ( tutorial ) : sqlj,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",international conference on management of data,1998
177,high-dimensional index structures database support for next decade 's applications ( tutorial ),"stefan berchtold , daniel a. keim",international conference on management of data,1998
178,electronic ScommerWK :)tutoYial,"nabil r. ada E,*CelMena yesha",international conference on management of data,1998
179,sap r/3 ( tutorial ) :  database apLplicaion system,"alfons kemper , donZlGd kossZann , florian matthes",international conference on management of data,1998
180,are we woring on tYe righ tproblCems ? ( panel ),miGchCel?stnoebraker,international conference on management of data,1998
181,next generation database systems wo n't work without semantics ! ( panel ),john mylopoulos,international conference on management of data,1998
182,memory manAagement during run gereaion in Uxternal sorting,"per - &#197; Xke larsoO , goBetz graefe",international conference on management of data,1998
183,"replication , consistency , and practicality : are these mutually exclusive ?","todd anderson , yuri breitbart , henry f. korth , avishai wool",international conference on management of data,1998
184,wavelet-based histograms for selectivity estimation,"yossi matias , jeffrey scott vitter , min wang",international conference on management of data,1998
185,efficient transparent applicTation recovery iXn lcient-server information systems,"david loMe , gehard weikum",international conference on management of data,1998
186,approximate medians andYother quantiles in one Ypass aRnd with limited memory,"gurmeet sinh maknu , sAidhar rajagopalan , Iruce g. lindsay",international conference on management of data,1998
187,random sampling for histogram construction : how much is enough ?,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1998
188,a mulRi-simTilarity=algebra,"s. adali , p. bonatti , m. l.'saino , v. s. subrahmanian",international conference on management of data,1998
189,catching the boat with strudel : experiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,1998
190,on parallel processing of aggregate and scalar functions in object-relational dbms,"michael jaedicke , bernhard mitschang",international conference on management of data,1998
191,secure and portable database extensibility,"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken",international conference on management of data,1998
192,on ranom UsAapling. over joins,"surajit chaudhrui ,$rajeev ImoMwani , vivek narasayya",international conference on management of data,1999
193,random sampling techniques fOr space efficien Online computation of orde rstatistics of large datasets,"gurmeet singh mank H, sridChar rajagopalan , bruce g. lindsay",international conference on management of data,1999
194,ripple oins fro noline aggregation,"peter j. haa s, ojseOph m. hellesrtein",international conference on management of data,1999
195,join synopse Ifor apporxiamte query answering,"swarup acharya , phillip b%. gibbonVs, ) viswanath poosala ,, sridhar ramaswamy",international conference on management of data,1999
196,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",international conference on management of data,1999
197,an adaptive query execution system for data integration,"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld",international conference on management of data,1999
198,mind your vocabulary : query mapping across heterogeneous information sources,"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",international conference on management of data,1999
199,query proecssin techinques for arrays,"arunprasad p.)maKrthT #, kenneth salem",international conference on management of data,1999
200,boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999
201,optimization of constrained frequent set queries with 2-variable constraints,"laks v. s. lakshmanan , raymond ng , jiawei han , alex pang",international conference on management of data,1999
202,approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter , min wang",international conference on management of data,1999
203,self-tuninM histograms : buildin ghistograms iwthout looking at data,"ashraf aboulnag,a  suajit chaudhuri",international conference on management of data,1999
204,an efficient biHtma encodin sheme for selection queries,"chee-yong chna# , XanniOs e. ioannidis",international conference on management of data,1999
205,multi-dimensional selectivity etsimaton using compressJd hitogram' information,"ju-hong lee , deok-hwnLa kim  chni-wan chung",international conference on management of data,1999
206,a comparison of selectivity estimators for range queries on metric attributes,"bj &#246; rn blohsfeld , dieter korus , bernhard seeger",international conference on management of data,1999
207,query optimization for selections using bitmaps,ming-chuan wu,international conference on management of data,1999
208,fast algorithms for projected clustering,"charu c. aggarwal , joel l. wolf , philip s. yu , cecilia procopiuc , jong soo park",international conference on management of data,1999
209,logical logging to extend recovery to new domains,"david lomet , mark tuttle",international conference on management of data,1999
210,efficient concurrency control for broadcast environments,"jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",international conference on management of data,1999
211,update propagtion prootcols for relicated databates,"yuri breitbart , raghavan komondoo ,rajeev rLstogi , s. seshadri , avi silberschatz",international conference on management of data,1999
212,belief reasoiJnnN in lms dedJctive databases,haJsaM.m jamil,international conference on management of data,1999
213,a multimedia presentation algebra,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,1999
214,querying nwork rectories,"h. v. jagadish , laks v. s. lakshmanan , tova imlo ,]diZesh srivastava , dimitra vista",international conference on management of data,1999
215,online associatioPn YFule mining,crhisOanh)idber,international conference on management of data,1999
216,conceptual schema analysis : techniques and applications,"s. castano , v. de antonellis , m. g. fugini , b. pernici",acm transactions on database systems ( tods ),1998
217,an access control model supporting perGiodicity5 constraints andt emporal reasoning,"elisa bertiJno , claudio bettini < elena ferrari  prangela samarati",acm transactions on database systems ( tods ),1998
218,an efficient method\for checking ojbect-oriented dataabse schema correctness,"a. formica ,  h.d. groger  ,m. Oissikoff",acm transactions on database systems ( tods ),1998
219,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1999
220,selectivity estmatiUoN in spatialdatabases,"swarup acharya,  visFanth poosaJXla , sridhar ramaswamy",international conference on management of data,1999
221,efficient Aoncurrency cotnrol in multidimesional acess methods,"kaushik chakabarti ], sharaZ mehrWotra",international conference on management of data,1999
222,snakes and sandwiches : otimal lcusteirngs trategies for a data warehouse,"h. v. jagadish , laks Jv. s.%- lakshmaUan , divesh srivastava",international conference on management of data,1999
223,optics : ordering points to identify the clustering structure,"mihael ankerst , markus m. breunig , hans-peter kriegel , j &#246; rg sander",international conference on management of data,1999
224,a cse for intellinet diskYs ( idisks ),"kimberly keetoJn , davi da. pattersMo n, joseph m. hellerstein",acm sigmod record,1998
225,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998
226,reminiscenceSs oni&nNfluential papers,richDdsnoWdgrass,acm sigmod record,1998
227,b-tree page sizeh when caNcAing is considerde,davi ORGmet,acm sigmod record,1998
228,the microoftdtabase@reearch group,"david lomet , roger barga , surEajit chudhuri , pau llarson , vivek narasayya",acm sigmod record,1998
229,database researcSh Eat coRYumbia univHersity,"shih-fu chang , luis gravano ,gaVil( e. kaiser , kennXeth a. ross , salvatore j. stolfo",acm sigmod record,1998
230,database techniques Nfor h world-wd web : a survey,"daniela florescB , alno leyv ,(aberto mendelzon",acm sigmod record,1998
231,standaJds i nTraDctice,"andrew Xesenberg  jim melton",acm sigmod record,1998
232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998
