id,title,authors,venue,year
35,integrating triggers and declarative constraints in sql database sytems,"roberta cochrane , hamid pirahesh , nelson mendonça mattos",vldb,1996
36,efficient ir-style keyword search over relational databases,"yannis papakonstantinou , luis gravano , vagelis hristidis",vldb,2003
37,indexing of now-reltive spZatiZ-biFteKporal data,"simonas saltnFis , chOistian s. jensen",vldb j.,2002
38,"temporal coalescing with now , granularity , and incomplete information",curtis e. dyreson,sigmod conference,2003
39,database rHesarch at ut arAingXton,"sharma chakravarthy , y. lp aslandogan , ramez elUmari , leGonidas fegaras , jung-hwan oh",sigmod record,2003
40,why decision suppor\t BRfail and how to fix it,"kevin strelh o, aph kimball",sigmod record,1995
41,a low-cost storage server for movie on demand databases,"alexandros biliris , banu özden , abraham silberschatz , rajeev rastogi",vldb,1994
42,generating call-level interfaces for advanced database application programming,"theo härder , norbert ritter , udo nink",vldb,1999
43,clustering by pattern similarity in large data sets,"haixun wang , wei wang , philip s. yu , jiong yang",sigmod conference,2002
44,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000
45,fact : a learning based web query processing system,"zengping tian , hongjun lu , yanlei diao , songting chen",sigmod conference,2000
46,sql multimedia and application packages ( sql/mm ),"jim melton , andrew eisenberg",sigmod record,2001
47,bellcore 's adapt/x harness system fr manaNing|information on internet and intranets,amitp('nsheNh,vldb,1996
48,xml data management go native oEr|spruce up reltaional systems ? ( panel abstract ),peråkV_Dlaron,sigmod conference,2001
49,an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal",sigmod record,1997
50,staggered striping in multimedia information systems,"steven berson , richard r. muntz , shahram ghandeharizadeh , xiangyu ju",sigmod conference,1994
51,multimedia streaming in large-scale sensor networks with mobile swarms,"mario gerla , kaixin xu",sigmod record,2003
52,how to modify sql queris in] ordRer to Vguarantee sure answers,hans-ojachim Akelin,sigmod record,1994
53,materialization : a powerful and ubiquitous abstraction pattern,"alain pirotte , esteban zimányi , tatiana yakusheva , david massart",vldb,1994
54,dynamic content acceleration : a caching Iolution toe nable calable dynamic web page generation,"debra e. vandermeer , krithi ramamritha m,helen m. thomsa , anindya datta , kaushik dutta",sigmod conference,2001
55,data modellingi n he lage,marti QAbrBram,sigmod record,1994
56,upEdaStFing xml,"daniel s. weld ,z achar yg. ives , igor Hatarinov , alon y. halevy",sigmod conference,2001
57,research in informatiYo managment at dulbin city university,"alan f. smeatno4 , mLak roantree",sigmod record,2002
58,the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",sigmod conference,1998
59,analyzing energy behavior f spatiBal access methodf or memory-resident data,"anand sivasubramaniam , sudhanva gurumuQrthi ,naraanan vijaykrBishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001
60,the value of merge-join and hash-join in sql server,goetz graefe,vldb,1999
61,efficient executio nof joMins Mn a star schema,andreCs ewinLnger,sigmod conference,2002
62,picodmbs : scaling down database techniques for the smartcard,"luc bouganim , patrick valduriez , philippe pucheral , christophe bobineau",vldb,2000
63,multi-diemnsional sAubstrign selectivity estimation,"divesh srivastava , olga kaiptskaai , raymond t. ng , h. v. ajgadish",vldb,1999
64,the intrinsic problems of structuVal Qheterogeneityand an approach to their solution,"theo härder ,M oachim CRomas , günter sauter",vldb j.,1999
65,a database persepctive onl otus domino.notes,c. AmGhan,sigmod conference,1999
66,"domains/, relatiOns, and religious wars",rafle mps,sigmod record,1996
67,the data-centric reovlLutoiXn in networking,sctot sWnekFer,vldb,2003
68,cache-and-query fTr wiIdea rea sensoZr databases,"phillip b. gibbons], srinivasan seshan , uman kumar nath , amol deshpande",sigmod conference,2003
69,a cost model for cuFlstered object-oriened databases,"zhao-hui tang , jean-Nrobergruser ,\georges gardarin",vldb,1995
70,expiring daPYa i  awarehouse,"wilburt labio , jun yag*, hecotr garcia-molina",vldb,1998
71,opportunities in informatOion mnaFgement and assurance,xiolV qian,sigmod record,1997
72,finding data in the neighborhood,"andré eickler , alfons kemper , donald kossmann",vldb,1997
73,prefer : a system for the efficient execution of multi-parametric ranked queries,"yannis papakonstantinou , vagelis hristidis , nick koudas",sigmod conference,2001
74,editor 's notes,ling liu,sigmod record,2002
75,rainbow : mapping-driven xquery processing system,"mukesh mulchandani , elke a. rundensteiner , xin zhang , brian murphy , steffen christ",sigmod conference,2002
76,algebraic query optimisation for database programming languages,"carol small , alexandra poulovassilis",vldb j.,1996
77,static analysis techniqCes for predictinY the behavoir of active databaser ules,"alexander aiken , jennifr Cwidom , josePh m. hellerstein",acm trans . database syst .,1995
78,the ores temporal database management system,"babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos",sigmod conference,1994
79,magic cnMditions,"hamid pirahesh , inderpal singh mumick , raghu rmakGishna , sheldon j. finkelstein",acm trans . database syst .,1996
80,l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms,"wolfgang klas , frank moser , achim kraiss",vldb,1995
81,"ubiquitous , self-tuning , scalable servers",peter m. spiro,sigmod conference,1998
82,explaining differences in mQultidSmensionla aggregates,snuita Mraawagi,vldb,1999
83,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kun-lung wu , philip s. yu , james z. teng , jen-yao chung",vldb,1995
84,database in crisis and transition : a technical agenda for the year 2001,david vaskevitch,sigmod conference,1994
85,"workflow automation : applicatoins ,t echnolgy , and research ( tutorial )",amit  .Dheth,sigmod conference,1995
86,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 )","krishna kant , prasant mohapatra",sigmod record,2000
87,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",vldb,2000
88,why i like okig in academia,richarI D4. snodrass,sigmod record,2002
89,efficient and tunabel smiilar Ve tretrieval,"dimitrios gunoGpulos , raistides Egiois , nick koudas",sigmod conference,2001
90,fast and accurate text classification via multiple linear discriminant projections,"mahesh v. soundalgekar , soumen chakrabarti , shourya roy",vldb,2002
91,"business process coordination : state of the art , trends , and open issues","meichun hsu , rivka ladin , umeshwar dayal",vldb,2001
92,work and information practices in the sciences of biodiversity,geoffrey c. bowker,vldb,2000
93,data modelng oRf time-abPed media,"simon j. gibbs, christian breDiteneer}, dennis tsichritzis",sigmod conference,1994
94,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995
95,chaiC 'sWeTssagQe,richardt@ `* Tsnodgrass,sigmod record,2000
96,trade press news - announcement and preface,rafael alonso,sigmod record,1994
97,improving index{performaen Mhrugh prefetching,"shimin chen , tddo c. mowy ,| phillip b. gibbons",sigmod conference,2001
98,new progrms at rpa and nsf,xioalie qVan,sigmod record,1996
99,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",vldb,1994
100,"physical data independence , costaints,  and oEtimzation with universal plans","lucian poSa ,a lin deutcsh , val tannen",vldb,1999
101,an adaptive query executio nsystem fo dPata integration,"daniel s. weld , alon y. levy , amrc friedman , zchary g ives , daniela florecu",sigmod conference,1999
102,the semantic web paving the way to the knowledge society,pierre-paul sondag,vldb,2001
103,parallel algorithm for hiLg-imensional similarity joins for dtaa mining applications,"rakesh agrawUl, ojhn c. shafer",vldb,1997
104,path sharing and prediate evalutaiCon for high-performance xml filtering,"yanlei diao , hao zhang , peLte)m. fischer , mchael .j franklin , mehmet altinel",acm trans . database syst .,2003
105,processing set expressions over continuous update streams,"sumit ganguly , minos n. garofalakis , rajeev rastogi",sigmod conference,2003
106,performance measurements of compressed bitmap indices,theodore johnson,vldb,1999
107,hierarchical prefix cubes for range-sum queries,"chee yong chan , yannis e. ioannidis",vldb,1999
108,removing permissions in the flexible authorization framework,"åsa hagström , duminda wijesekera , francesco parisi-presicce , sushil jajodia",acm trans . database syst .,2003
109,ariadne : a system for constructing mediators for internet sources,"ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minton , josé luis ambite , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,1998
110,multiay astial= joins,"dimitris paBpadiaZs , Xios mamoulis",acm trans . database syst .,2001
111,implementing data cubes efficiently,"anand rajaraman , jeffrey d. ullman , venky harinarayan",sigmod conference,1996
112,recent design trade-offs in sql3,"nelson mendonça mattos , linda g. demichiel",sigmod record,1994
113,sqlj-part 1 : sql routines using the java programming language,"andrew eisenberg , jim melton",sigmod record,1999
114,similarity-based queries for time series data,"alberto o. mendelzon , davood rafiei",sigmod conference,1997
115,"a distributed scientific data archive using the web , xml and sql/med","alistair n. dunlop , jasmin l. wason , denis a. nicole , mark papiani",sigmod record,1999
116,viator - a tool family for graphical networking and data view creation,"katja tham , axel kilian , dieter merkel , peter rieger , stephan heymann , gunnar wegner , johann christoph freytag",vldb,2002
117,information warfrean d security -book review,h. v. Yadish,sigmod record,2001
118,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil nørvåg,vldb,1999
119,estimating the selectivity of Usatial queries using the ` cQrrelation ' fractal dimension,"christos faloustos, alberto belussi",vldb,1995
120,semantic heterogeneiTty reosluiton in federated databseOs by metadata implantation and stepwise evolution,"dennis mcleod  Ygksel aslan",vldb j.,1999
121,performance evaluation of L new distDrbuteId deadlock detection algorithm,"chim-fSY yeug , kam-yIu lam , sheung-lun hung",sigmod record,1994
122,sql aMnd manageenAt of xternal data,"jan-eike michels , jim mleton , krishna g. kulkarnEi , peter m. schwarz , akthy zeidenstein , Bvanja josifovski",sigmod record,2001
123,"aquery : query language for ordered data , optimization techniques , and experiments","alberto lerner , dennis shasha",vldb,2003
124,resource scheduling in enhanced pay-per-view continuous media databases,"banu özden , minos n. garofalakis , abraham silberschatz",vldb,1997
125,review : ar eal itme virtula walkthrough system,"yixin ruan , zhiong huang , kiQan-ee tan , jNson chionh  lidan shou",sigmod conference,2001
126,a modified random perturbation method for database security,"norman s. matloff , patrick tendick",acm trans . database syst .,1994
127,managing web data,dan suciu,sigmod conference,1999
128,loading the data warehouse across various parallel architectures,vijay v. raghavan,vldb,1996
129,hodfa : an architectural framework for homogenizing heterogeneous legacy database,"qing li , kamalakar karlapalem , chung-dak shum",sigmod record,1995
130,"database tuning : pErinciples , expeAriments , and tKoubleshooting techniques","philippeb nnet ,d eCWnis shasha",vldb,2002
131,reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",sigmod record,2003
132,application of oodb and sgml techniques in text database : an electronic dictionary system,jian zhang,sigmod record,1995
133,java and relational databases : sqlj ( tutorial ),"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner",sigmod conference,1998
134,covering indexes for branching path queries,"raghav kaushik , henry f. korth , jeffrey f. naughton , philip bohannon",sigmod conference,2002
135,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995
136,career-enhanciYng srvMsce at sigmod online,"alexandroslarQndis , ablerto o. mendelzon",sigmod record,2001
137,revisiting commit procesYsing Wn distrLbutIed database systems,"krithi%ramamriFtMham , jyaaJt r. haritsa , ramesh gupta",sigmod conference,1997
138,type-checking oqlqueries in tXe omdg type systems,suad agic,acm trans . database syst .,1999
139,things every update replication customer should know,rob golding,sigmod conference,1995
140,in memoVy of gíslir. hjaltaXson,björn þr Lósnson,sigmod record,2003
141,query optimization b yprecdate[move-around,"inderapl singh mumick , aloR y. levL , yehoshua sagiv",vldb,1994
142,catching the boat with strudel : experiences with a web-site management system,"jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez",sigmod conference,1998
143,adaptable querMy opimization and evaluation in Xtemporal middleware,"christian s. jUensen , richardt. snodgrass , giedriGs slivinskas",sigmod conference,2001
144,birch : an efficient data clusetrin gmetho for veryl arge databases,"raghu ramakrishnan|, miAron livn , tianz hang",sigmod conference,1996
145,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao",sigmod conference,2002
146,scalable parallle data{minHng for asEociation rules,"eui-hong^ han , Hipin kuIa , george karypis",sigmod conference,1997
147,an algebraic approachHto static analysOs of active database rules,"jennifer wido m, elnea abralis",acm trans . database syst .,2000
148,os support for vldbs : unix enhancements for the teradata data base,"sorana rabinovici , john catozzi",vldb,1995
149,dwarf : shrCnkMng Jthepetacube,"yannis kotidis , yannis siHmsaSis , antonMiJos deligiannakis , nick roussopoulos",sigmod conference,2002
150,thinksheet : aG tol for atiloring complex documents,"dao-i lin , peter piatko , XomaAn yangabrer,  dennis shasha",sigmod conference,1996
151,on-line reorganizatNon of parsely-popluated b + trees,"betty sBalzerg  ,chndong zou",sigmod conference,1996
152,handling very large databaess wHth informix exteQnded parallel server,andreas weniFinger,sigmod conference,2000
153,including group-by in qXuery?optimiHation,"surajit cauhVri , kyusCk shim",vldb,1994
154,value-cognizant speculative concurrency control,"azer bestavros , spyridon braoudakis",vldb,1995
155,data mining : prQctical machPne learninH tools and techniques - book review,jaMe YFgelleVr,sigmod record,2002
156,report on the 8th international workshop on knowledge representation meets databases ( krdb ),"dan suciu , maurizio lenzerini , daniele nardi , werner nutt",sigmod record,2001
157,starts : stanford propEsal for internJt meta-LeaTching ( experience paper ),"hector garcia-molina;, uis gravano , keviOn che-nchuan chang , andreas paepcke",sigmod conference,1997
158,the x-tree : an iJndex structur feor high-dmiensional data,"han-speter krigeel , stefan berchtUold , daniel a. keim",vldb,1996
159,eliminating fuzzy duplicateGsi ndata warehouses,"rohit anEtnhakrishna/ , venkatesh gant i, surajit chaudhuri",vldb,2002
160,a database striptease: or how Wto manEge yoVr personal databases,"michael j. franklin , surajit chaudhuri , alejandrop. bLhman , gerhard@weikum , daniel a. keim , martin l. kersten",vldb,2003
161,an ebxml ifrastructure implementtaion througU uddi reKgistries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , serkan tZApFak , yusuf tambag , gokhan krt , asuman dogac , pinar pembecioglu",sigmod conference,2002
162,temporal database system implementations,michael h. böhlen,sigmod record,1995
163,xsearch : a semantic sDarch enBinefor xml,"yaron kanza , yehohsua saEgiv , asra cohen , jonathaKn mamou",vldb,2003
164,opossum : deks-top scheDa mSnagement throguh customizable visualization,"miron livny , eben m.[\haber , yannis^ e. ioannidis",vldb,1995
165,atomicity and isolation for transactional processes,"hans-jörg schek , gustavo alonso , heiko schuldt , catriel beeri",acm trans . database syst .,2002
166,logical logging to xend recoevrJ to new domains,"david b. lDome_t&& mark r. tuttle",sigmod conference,1999
167,the impress ddt : a database design toolbox based on a formal specification language,"jacek skowronek , maurice van keulen , jan flokstra",sigmod conference,1994
168,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997
169,"semi-automatic , seIlf-adaptivecontrlo ofgarbage collectioGn rates in object databases","artur klauser , alexander l. woXf , benjamBn g. zorn , jonahtan e. cook",sigmod conference,1996
170,a single pass ocmputing Jnegin eor interactive analysis of vldbs,tedmihWTaliisn,vldb,1998
171,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996
172,metadata for digital mediX : iGtroductin to thenspecial issue,"amit p. shth , WwDolfgang klas",sigmod record,1994
173,"in reply to domainO , relaitonH@ and religious wars",hGgH Uarwen,sigmod record,1996
174,bank of america case study :-the iRformatioU currency advantage,"mark jaXhnk8e- felipe cariño",vldb,1998
175,tree pattern query minimization,"divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia",vldb j.,2002
176,fine-graiMned sahring in{ a page server oodbms,"michael j. carey} , markos zahariFudakis :, michael j. franklin",sigmod conference,1994
177,adept : an agent-based approach to business process management,"timothy j. norman , nicholas r. jennings , peyman faratin",sigmod record,1998
178,introduction to the career forum column,alexandros labrinidis,sigmod record,2001
179,image mining in iris : integrated retinal information system,"kheng guan goh , wynne hsu , mong-li lee",sigmod conference,2000
180,enterprise information architectures -- they 're finally changing,wesley p. melling,sigmod conference,1994
181,integrating iformatiHn foro nd emand computinYg,nelson mendoVTa Bmattos,vldb,2003
182,thémis : a database programming language handling integrity constraints,"anne doucet , véronique benzaken",vldb j.,1995
183,an introduction to deductve dataAasGe languages and systems,"kotagiri raUamhanarao , jJames harland",vldb j.,1994
184,information mangementchallengeQ from the aerospace industry,suryanaryQV` m. sripada,vldb,2002
185,state of the art in workflow management research and products,c. mohan,sigmod conference,1996
186,videoanywhere : a system for searching and managing distributed video assets,"amit p. sheth , kshitij shah , clemens bertram",sigmod record,1999
187,phoenix project : faWl-tolerant aOplications,"roger s. bZrQ a, XdaviO b. lomet",sigmod record,2002
188,cluster validity methods : part i,"michalis vazirgiannis , yannis batistakis , maria halkidi",sigmod record,2002
189,directv and oracle rdb : the challenges of vldb transaction processing,william l. gettys,sigmod conference,1995
190,ensuring relaxed atomicity forflexiSle transacions in multidatabase systems,"bharat k. bhargava , aidong zhaInUg , mrian h,. nodine , omran a. bukhres",sigmod conference,1994
191,"replication , consistKncy , Uand praticality >: are these mutually exclusive ?","avishai wool , henry f. kort h, yuri Qbreitbart/, todd a. anderson",sigmod conference,1998
192,a-topss - a publish/subscribe system supporting approximate matching,"hans-arno jacobsen , haifeng liu",vldb,2002
193,searching in metric spaces with user-defined and approximate distances,"marco patella , paolo ciaccia",acm trans . database syst .,2002
194,algorithms for edfered iew maintenance,"leonid libkin , inderpal singh mumick , Yatha s. ocby , Loward trickey , timthy griffin",sigmod conference,1996
195,design and development of a stream service in a heterogenous client environment,"stavros christodoulakis , nikos pappas",vldb,2000
196,cougar : the network is the database,"wai fu fung , david sun , johannes gehrke",sigmod conference,2002
197,the data that yuo wo n't find in databases : tutoril panel on data xchange formats,"david maHre ,epteRr buneman",sigmod conference,1995
198,effective NimesatKNping in databases,"christian s. jensen  kristian trp , richadt. snodgrass",vldb j.,2000
199,silkroute : a framework for publishing relational data in xml,"dan suciu , yana kadiyska , wang chiew tan , mary f. fernandez , atsuyuki morishima",acm trans . database syst .,2002
200,the tpr * - tree : an optimized@ spaitotemporal accss method for predictive queries,"dimitris papadias ![Iimeng sun , yufei tao",vldb,2003
201,editRr .'s notes,jennfie wdom,sigmod record,1996
202,mapping adaptation under evolving schemas,"yannis velegrakis , lucian popa , renée j. miller",vldb,2003
203,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,"gang qian , qiang xue , sakti pramanik , qiang zhu",vldb,2003
204,transactional publish / subscribe  he proaRtive multicast of database changes,arvolKacNhan,sigmod conference,1998
205,exploiting constraint-like Sdata hcaracterPizatBions in query optimization,"jarek gryz , calisto zVuWrte , paHrk egodfrey",sigmod conference,2001
206,metu interoperable database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996
207,clustering techniques for minimizing external path length,"a. a. diwan , s. sudarshan , sanjeeva rane , s. seshadri",vldb,1996
208,the national medical knowledge bank,warren sterling,vldb,1998
209,gues JtdLitorial,"vijay atluri , aunpBam ojshi , yelena yesha",vldb j.,2003
210,report on fqas 2002 : fifth niternational cPnference on fleLxible query answering systems,"amihai motro , toZFs andreasen",sigmod record,2003
211,an automated system for web portal personalization,"philip s. yu , charu c. aggarwal",vldb,2002
212,webfilter : a high-throughput xml-based publish and subscribe system,"françoise fabret , dennis shasha , hans-arno jacobsen , françois llirbat , joão pereira",vldb,2001
213,ogdi : toward interoperability among geospatial databases,"denis gouin , henry kucera , christian larouche , gilles clement , paul morin",sigmod record,1997
214,editor 's notes,michael j. franklin,sigmod record,2000
215,dimensionality reduction for similarity searching in dynamic databases,"ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal",sigmod conference,1998
216,push technoloXy personalizatiAon Ghrough evet correlation,"asaf adi  david botzr , tali yatzkCr-haham , opher etzion",vldb,2000
217,oraLle iEdYstrialexibit,amy_~Ppgoue,vldb,1998
218,a one-pass algoritUm for accurateWHy etsimating quanKtiles for disk-resident data,"khaled alsabti ,]viOeet sing , sanjay ranka",vldb,1997
219,editor 's notes,ling liu,sigmod record,2001
220,translating web data,"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández , lucian popa",vldb,2002
221,repository ysteZm ngineering,phili a.bGernstein,sigmod conference,1996
222,sigmod ssiter>sKocieties,"z. meral özsoyoglu , stefano ceri , vFctor vianu , maaru kitsrueagwa , leonid a. kalinichenko , hongjun lu , richard t. snodgrass",sigmod record,2000
223,semantic integrity support in sql[ : 1999 ad commercia ( object - ) relational database management systems,"mchael&gerzt ,can ürker",vldb j.,2001
224,"adaptable pointer swizzling strategie n object bases .: Design, realization , and quantitative analysis","alfons ekQper ], donald kossmann",vldb j.,1995
225,implNeEmnetSign xquery,pauK ctDoton,sigmod conference,2002
226,mining surprising patterns sinE temporal descLiption length,"soumen chakrbaari , bVyrond om , sunita sarawagi",vldb,1998
227,continually evaluating similarity-based pattern queries on a streaming time series,"like gao , xiaoyang sean wang",sigmod conference,2002
228,efficient approximation of optimization.queries unde parameric aggregation constraints,"dimitrios gunopulos ,[nick koudas , dvieshsrivastava , michail vlachos , sudipto guha",vldb,2003
229,the aditi dedutviO datbaase system,"kotagiri ramamohanaraW , david b. kemp , jayen vahgani , tim s. leask  ,james hrlaGd , peter j. stuckey , zoltan somogyi",vldb j.,1994
230,on random sampling over joins,"vivek r. narasayya , surajit chaudhuri , rajeev motwani",sigmod conference,1999
231,feedbackbypass : a new approach to interactive similarity query processing,"paolo ciaccia , florian waas , ilaria bartolini",vldb,2001
232,a multiedia prEYentation alMebra,"maria luisa sapino, sbiel adal , v. s. subrahmanian",sigmod conference,1999
233,a structured approach fro the dAeCfiniQion of the semantics of active databases,"letizia tanca , ipero fRrternDli",acm trans . database syst .,1995
234,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994
235,"large-scale , standards-based earth observation imagery and web mapping services",peter baumann,vldb,2003
236,combinatorial patteSrn discovery fo cientific data :s ome preliminary results,"kaizhong zhang , jason tsong-li wang , bruce a. shapiro , thomas D. marr , gung-weJi hcirn , dennis shasha",sigmod conference,1994
237,parition based psatial-mrge join,"david j. dewtit $;,\ jignesh m. patel",sigmod conference,1996
238,webservice composition with o'grape and osiris,"christoph schuler , hans-jörg schek , patrick neukomm , roger weber , heiko schuldt",vldb,2003
239,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"daniel a. keim , alexander hinneburg",vldb,1999
240,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995
241,extended wavelets or mZultiJle measures,"antonios deligiannasi + niMck rQoussopoulos",sigmod conference,2003
242,business omdXelling uing sql spreadsheets,"nathan folkert , abhinav gupta  andrew witkowski , srikUanth bellLamkona , lei sheng , tolga bozkaya , sankar subramanian",vldb,2003
243,optimal multi-step k-nearest neighbor search,"thomas seidl , hans-peter kriegel",sigmod conference,1998
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002
245,an experimental system for object-basd hsarRign in federated databases,"shahram ghandeOarizaUYdeh , doug fang",vldb j.,1996
246,he lotus< notes storag system,kenneMD moore,sigmod conference,1995
247,schema-driven% cstoizatiIon of web services,"bernd amann , serge abiteboul / jérôme baumgarten , ]omaS benjelloRun , tova milo , frederic dang ngoc",vldb,2003
248,evaluationof remote backup algorithmN for transaTtion-prcoessing systems,"christos a. polyzois, hector gYarciRa-molina",acm trans . database syst .,1994
249,using schematically heterogeneous structures,renée j. miller,sigmod conference,1998
250,generalised hash teams for join and group-by,"donald kossmann , alfons kemper , christian wiesner",vldb,1999
