label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,id
0,Lick It ( Norman DoHray Remix ) Lick It (} Remixes ) - EP,Kaskade & Skrillex,,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",6:14,17-Apr-12,"Take ÌÏ There ( feat . KiesMa ) [ Netsky Remix ] 2010 Robbins Entertainment LLC 3:29 December 23 , 2014",Skrillex& Diplo,Take ÌÏ There ( feat . Kiesza ) [ Remixes ],Dance & Electronic,$ 1.29,,,,4733_43755
0,Lick It ( Norman DoHray Remix ) Lick It (} Remixes ) - EP,Kaskade & Skrillex,,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",6:14,17-Apr-12,"Scary Monsters And Nice Sprites ( Phonat Remix ) Skrillex More Monsters And Sprites EP Dance &Electroni , Dubstep $ 1.29 2011 Rory Bourke Music Co. ( BMI )",,,,,,3:39,"June 7 , 2011",4733_31618
0,"Whatcha Say ( Klubjumpers Remix Radio ) Jason Derul oPop , Music , Rock , R&B / Soul , Contemporary RB , Dance $ 1.29 2011 This Compilation P2011 Warner Bros. . Records Inc. 4:02",,Reloaded,,,,,16-Dec-11,The Sky 's The Limit ( Ayo> Remix ) Jason DerUlo Reloaded $ 1.29 3:25,,,Pop,,"( C ) 2006 DTP Records , LLC",,"December 16 , 2011",3949_38669
0,"Because of Your Love Greatest Hits Country , Music , ConteJprary Country , Urban Cowboy $ 0.99",Knn Chesney,,,,2000 BMG Entertainment,4:16,26-Sep-00,"Ruby , Do n't Tak eYouUr Love To Town 2:55",Kenn yRogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ 0.89,( c ) 2008 Goldenlane Records,,"August 1 , 2008",2477_1222
0,Where Are '`` Now ( with Justin Bieber ) [ Ember Islnd Remix ] 2:31 16-Jun-15,SkriUlex &@Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance , Music",$ 1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,"Scary Monsters And Nice Sprites ( Zedd Remix ) Skrilex Scary Monsters And Nice Sprites EP [ Explicit ] Electronica , Dance & Electronic : Dubstep $ 1.29 ( c ) 2013 Digitop Ltd",,,,,,5:57,"December 21 , 2010",4056_40142
0,Second Chance ( Live Acoustic from Kansas City ) Shinedown $ 1.29 2711 Atlantic Recording Corporation for the United StaIes and WEA International Inc. for the world outside of the United States . 18-Apr-11,,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,,"Burning Bright ( Live From Washington State ) SomewhZre In The Stratosphere Rock $ 1.29 April 18 , 2011",ShieZdown,,,,( C ) 2005 MCA Nashville,3:53,,1551_41574
0,"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ ComJlete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",,,,,,,,Dear Chicago ( Live in Stockholm ) Iive After Deaf ( CollectioMn ) 2012 PAXAM RECORDS,RySanAdams,,"Folk , Rock",$ 0.99,,2:29,"July 2 , 2012",2020_28191
0,"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ ComJlete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",,,,,,,,"Carolina Rain ( Live in Cork ) Ryan Adams $ 0.99 2012 PAXAM RECORDS 5:41 August 9 , 20125",,Live After Deaf ( Cork ),"Folk , Rock",,,,,2020_28341
0,"If I Am a Stranger ( Live In Amsterdam ) Ryan Adams Live After Deaf ( Live ) [ ComJlete Collection ] Singer/Songwriter , Music , Rock $ 0.99 2012 PAXAM RECORDS 5:10 2-Jul-12",,,,,,,,16 Days ( LiJve in Glasgow ) $ 0.99 2012 PAXAM RECORDS 4:31,RyanRAdams,Live After Deaf ( Collection ),"Folk , Rock",,,,"July 2 , 2012",2020_28308
0,Autonomy ( Cold Blank Mix ) AutonImy - EP 2011 Bugeyed Records 28-Mar-11,ZWedd,,"Dance , Music",$ 0.99,,4:59,,"Autonomy ( Lucky Date Mix ) Zedd Electronic a, Dance & Electronic :59 March 28 , 2011",,Zedd - Autonomy,,$ 0.99,( C ) 2014 Wolf Tone Limited,,,1405_55640
0,"Closer ( feat . Mike Posner ) Nick Jonas $ 1.29 2014 Islad Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC 3:48",,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",,,,10-Nov-14,"Numb [ feat . Angel Haze ] [ Clean ] Pop $ 1.29 ( C ) 2014 Island Records/Safehouse Recrds LLC , a division of UMG Recordings , Inc. 3:57",NicWk oJnas,Nick Jonas ( Deluxe ) [ Clean ],,,,,"November 10 , 2014",380_33288
0,"Second Chance ( Live Acoustic from Kansas City ) Somewhere In thOe Stratosphere ( Live ) Rock , Music|, Metal , Alternative , Hard Rock 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:06",SineBdown,,,$ 1.29,,,18-Apr-11,45 ( Live Acoustic From Kansas City ) Somwhere In The Stratosphere,ShiRndown,,Rock,$ 1.29,( C ) 2005 MCA Nashville,6:12,"April 18 , 2011",1545_41588
0,"Starry Eyed ( AN21 and Max Vangeli Remix )|Starry Eyed ( RKemixes ) - EP Dance , Music , Pop , Rock $ 1.29 15-Feb-11",Ellie GFoulding,,,,2011 Polydor Ltd. ( UK ),8:14,,"Lights ( Shook Remix ) Ellie Goulding Lights ( The Remixes Part 1 ) Pop 3:49 May 23 , 2011",,,,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),,,4236_27814
0,"Lick It ( Norman Doray Remix ) Lick It ( Remixes ) - EP Dance , Music , ElePctronic 2012 Ultra Records , Inc. 6:14 17-Apr-12",KaskadGe [ Skrillex,,,$ 1.29,,,,"Scary Monsters And Nice Sprites ( Phonat Remix ) More Monsters And Sprites EP Dance & Electronic , Dubstep 2011 Rory Bourke Music Co. ( BMI ) June 7 , 2011",Skrillex,,,$ 1.29,,3:39,,4734_31604
0,"Titanium ( Spanish Version ) David Guetta Titanium ( Spanihs Vesrion ) - Single Dance , Music , Electronic $ 1.29",,,,,"2012 What A Music Ltd , Licence exclusive Parlophone Music France",3:58,20-Aug-12,"Titanium ( feat . Sia ) [ Cazzete 's Ant Seeking Hamster Mix ] $ 0.99 January 20 , 2012",DavidG uetta,Titanium ( Feat . Sia ),Dance & Electronic,,"2011 What A Music Ltd , licence exclusive Parlophone Music France",6:37,,1236_50715
1,Halcyon Ellie Goudling $ 1.29 ‰ ãÑ 2013 Polydor Ltd. ( UK ),,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,,3:24,27-Aug-13,"Halcyon Ellie Goulding Pop ( C ) 2013 PolydorLtd. ( UK ) 3:24 August 27 , 2013",,Halcyon,,$ 1.29,,,,4823_20588
0,"Toyfriend ( feat . Wynte Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music $ 1.29 21-Aug-09",David Geutta,,,,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish[ House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd August 21 , 2009",,,,$ 1.29,,3:31,,1168_34894
0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix' Version ] One< Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09",DaviM Getta,,,$ 1.29,,,,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish[ House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd August 21 , 2009",,,,$ 1.29,,3:31,,1262_34894
0,"The Whisperer ( feat . Sia ) Listen Dance , Music , Electronic , House , Rock , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the UniQed States . All rights reserved 3:54 24-Nov-14",DavEi dGuetta,,,$ 1.29,,,,Dangerous ( feat . Sam Martin ) Daivd Guetta Listen ( Deluxe ) Dance & ElectrGnic 3:23,,,,$ 1.29,2015 If Moving Your Mine,,"November 24 , 2014",1202_28013
0,"Toyfriend ( feat . Wynter Gordon ) [ ContiVuous Mix Version ] David Guetta Dance , Music",,One Love ( Deluxe Version ),,$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Dangerous ( feat . Sam Martin ) Daivd Guetta Listen ( Deluxe ) Dance & ElectrGnic 3:23,,,,$ 1.29,2015 If Moving Your Mine,,"November 24 , 2014",1275_28013
0,Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slwo DWwn ( Reggae Remixes ) - Single $ 1.29 3:15,Selnea GoImez,,"Reggae , Music , Electronic , Dance , Rock",,"2013 Hollywood Records , Inc.",,20-Aug-13,Good For You ( Yellow Claw & Cesqeaux Remix )*[ Kfeat . A$ AP Rocky ] Pop $ 1.29,Selean Gomez,Good For You ( Remixes ),,,( C ) 2015 Interscope Records,3:01,"September 4 , 2015",210_19800
1,"True Colors ( feat . Nicki Minaj ) Blacc Hollywood Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock $ 1.29 2014 Atlantic Recording Corporation for the Unitd States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 19-Aug-14",Wiz KLhalifa,,,,,4:15,,"True Colors ( feat . Nicki Minaj ) [ Explicit ] Wiz Khalifa Blacc Hollywood [ Explicit ] Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA InternatiInal Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014",,,,$ 1.29,,4:15,,3376_7414
1,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] Flo RidEa $ 1.29 16-Nov-10",,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single","Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance",,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:35,,"Turn Around ( 5,4,3,2,1 ) Flo Rida Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2010 AtlanXtic Recording CSorporation for the United States and WEA International Inc. for the world outside of the United States 3:20",,,,,,,"November 26 , 2010",5712_35057
0,"Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) Pop , Muisc ,Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29",NaugYhty Boy,,,,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,"One Way [ feat . Mic Righteous ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] Pop $ 1.29 ( C ) 2014@Naughty Boy Recordings Ltd unDer exclusive licence to Virgin Records Ltd May 6 , 2014",,,,,,3:26,,303_22290
0,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack $ 1.99 2011 Atlantic RecorKing Corporation for the United States and WEA International Inc. for the world outside of the United States",,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],,,,4:12,12-Dec-11,"Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ] Snoop Dogg R&G ( Rhythm & Gangsta ) : TheM asterpiece ( Explicit Version ) Gangsta & Hardcore , Rap & Hip-Hop ( C ) 2004 Geffen Records November 16 , 2004",,,,$ 0.99,,3:08,,3346_37611
1,"Gone The Weeknd Trilogy R& / Soul , Music , Rock , Contemporay R&B $ 1.29 ‰ ãÑ 2012 XO & co. , Inc.",,,,,,8:07,13-Nov-12,"Gone ( Album Version ( Edited ) ) [ Clean ] ( C& ) 2013X O & co. , Inc. 8:07 September 18 , 2015",The|WHeknd,Trilogy ( Edited Version ) [ Clean ],R&B,$ 1.29,,,,6764_51438
0,If I Am a StrangGer ( Live In Amsterdam ) Live After Deaf. ( Live ) [ Complete Collection ] 2012 PAXAM RECORDS 5:10,Ryan* dams,,"Singer/Songwriter , Music , Rock",$ 0.99,,,2-Jul-12,"Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams $ 1.2 9( C ) 2015 PaxAmeircana Recording Company Under Exclusive Licenese To Blue Note Records April 21 , 2015",,Live At Carnegie Hall [ Explicit ],Rock,,,6:01,,2021_28403
0,If I Am a StrangGer ( Live In Amsterdam ) Live After Deaf. ( Live ) [ Complete Collection ] 2012 PAXAM RECORDS 5:10,Ryan* dams,,"Singer/Songwriter , Music , Rock",$ 0.99,,,2-Jul-12,"16 Days ( Live in London 2 Bonus Track )R yan Adams Folk , Rock $0.99 4:56 July 2 , 2012",,Live After Deaf ( Collection ),,,2012 PAXAM RECORDS,,,2021_28279
0,"Masterpiece ( feat . Jordan Rakei ) DisclosUure Caracal 2051 Island Records , a division of Universal Music Operations Limited 4:01",,,"Electronic , Music , Dance , Garage , House , Rock",Album Only,,,,"Holding Un [ feat . Gregory PortIer ] Disclosure $ 1.29 5:15 September 25 , 2015",,Caracal,"Electronica , Dance & Electronic",,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",,,1084_9523
0,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock,  House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",David GBuetta,,,,,3:20,24-Nov-14,"I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) Listen ( Deluxe ) Dance & EleKtronic , 1.29 3:08 November 24 , 2014",David MGueYtta,,,,2015 If Moving Your Mine,,,1204_28025
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09,David Guetta,One Love ( Deluxe Version ),"Dance , Music",,,,,"I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) Listen ( Deluxe ) Dance & EleKtronic , 1.29 3:08 November 24 , 2014",David MGueYtta,,,,2015 If Moving Your Mine,,,1263_28025
0,"El Perd ' _ n (> ForgiLveness ) Pop , Music 3:26",Nicky Jam & Tnrique IgVlesias,El Perd ' _ n ( Forgiveness ) - Single,,$ 1.29,2015 Sony Music Entertainment US Latin LLC,,10-Jul-15,"El PerdÌ_n ( Gregor Salto Remix ) Nicky Jam & Enriqe Iglesias 2015 Real Sounds July 1 , 2015",,El PerdÌ_n ( The Remixes ),"International , Latin Music , Latin Hip-Hop",$ 1.29,,4:09,,1828_15256
0,"Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29",Drake,,,,‰ ãÑ 2011 Cash Money Records Inc.,4:37,15-Nov-11,"Make Me Proud [ feat . Nicki Minaj ] [ Clean ] Take CarX ( Deluxe Edition ) 3:39 March 20 , 2012",DNake,,Rap & Hip-Hop,$ 1.29,( C ) 2012 Cash Money Records Inc.,,,5147_43656
0,"Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29",Drake,,,,‰ ãÑ 2011 Cash Money Records Inc.,4:37,15-Nov-11,The Real Her [ feat . Andre 3000 ] [ Explicit ] Rap & Hip-Hop $ 1.29 ( C ) 2012 Cash Money Records Inc.,Drake,Take Care ( Deluxe Edition ) [ Explicit ],,,,5:21,"March 20 , 2012",5147_43679
0,"Whateva ( feat . Monty ) Fetty Wap HVip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions",,Fetty Wap ( Deluxe ),,,,5:11,,"My Way ( feat . Monty ) [ Explicit ] Fetty Wap Fetty Wap ( Deuxe ) [ Explicit ] Rap & Hip-Hop ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 3:33",,,,$ 1.29,,,"September 25 , 2015",2694_17169
1,I Ai n't Livin ' Long Like This Take It t the Bank - EP 2014 Sony MusKic Entertainment,Chris\ KJanson,,"Country , Music",$ 1.29,,4:13,24-Feb-14,"I Ai n't Livin ' Long Like This Chris Janosn Take It to te Bank ( EP ) February 24 , 2014",,,Country,$ 1.29,( C ) 2012 Cash Money Records Inc.,4:13,,592_43689
1,I Ai n't Livin ' Long Like This Take It to the Bank - EP $ 1.29 2014 Sony Music Entertainment 4:13,Chris Janson,,"Country , Music",,,,24-Feb-14,"I Ai n't Livin ' Long Like This Chris Janosn Take It to te Bank ( EP ) February 24 , 2014",,,Country,$ 1.29,( C ) 2012 Cash Money Records Inc.,4:13,,598_43689
1,I Ca n't Go There ^ Acoustic Version ) $ 0.9 92002 BMG 3:45,Kenn Cyhesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",,,,2-Apr-02,"I Ca n't Go There ( Acuostic Vesion ) Kenny Chesney No Shoes , No Shirt , No Problems Country 3:45 April 2 , 2002",,,,$ 0.99,Underground Avenue,,,2479_33786
0,Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation fort he United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,ShineYwn,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,,Times Like These ( Live Acoustic From Kansas Hity ) Shinedown Rock 4:07,,Somewhere In The Stratosphere,,$ 1.29,( C ) 2005 MCA Nashville,,"April 18 , 2011",1542_41590
0,Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation fort he United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,ShineYwn,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,,Intro ( Scary Fairy )  [Live From Washington State ] Smoewhere In The Stratosphere ( C ) 2005 MCA Nashville,Shindeown,,Rock,$ 1.29,,1:02,"April 18 , 2011",1542_41566
1,"Who I Am With You Chris Young Country , Music , Urban Cowboy , Contemporary Country ‰ ãÑ 2013 Sony Music Entertainment 3:13",,A.M.,,$ 1.29,,,16-Sep-13,"Who I Am With You Country September 16 , 2013",Chris Young,A.M.,,$ 1.29,"( C ) 2010 Hollywood Records , Inc.",3:11,,5001_3099
0,Gold ( feat . Eighty4 Fyl ) Macklemore & Ryan Lewis The Heist ( Deluxe Edition ),,,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:11,1-Aug-12,"Neon Cathedral ( feat . Allen Stone ) Macklemore & Ryan Lewis The Heist [ Explicit ] Rap & Hip-Hop 2014 Selena Garcia & Steven Gomez October 9 , 2012",,,,$ 1.29,,4:34,,6290_47840
0,The Whisperer ( feat .~Sia ]) Listen $ 1.29 3:54,DavEFd Guetta,,"Dance , Music , Electronic , House , Rock , French Pop",,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",,24-Nov-14,S.T.O.P ( feat . Ryan Tedder ) David Guetta iLsten ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine,,,,$ 1.29,,3:34,"November 24 , 2014",1193_28006
0,The Whisperer ( feat .~Sia ]) Listen $ 1.29 3:54,DavEFd Guetta,,"Dance , Music , Electronic , House , Rock , French Pop",,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",,24-Nov-14,"Goodbye Friend ( feat . The SRcript ) David Guetta Dance & Electronic $ 1.29 November 24 , 2014",,Listen ( Deluxe ),,,2015 If Moving Your Mine,3:49,,1193_27999
0,Dangerous ( feat . Sam Martin- ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta $ 1.29 24-Nov-1,,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:20,,"Goodbye Friend ( feat . The SRcript ) David Guetta Dance & Electronic $ 1.29 November 24 , 2014",,Listen ( Deluxe ),,,2015 If Moving Your Mine,3:49,,1203_27999
1,The Whisperer ( feat .~Sia ]) Listen $ 1.29 3:54,DavEFd Guetta,,"Dance , Music , Electronic , House , Rock , French Pop",,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",,24-Nov-14,The Whisperer ( feat . Sia ) FLisNten ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine 3:54,David[ Geutta,,,,,,"November 24 , 2014",1193_28008
0,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ] 2012 The Island Def Jam Music Group,Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,,4:40,11-Sep-12,Love Me Like You Do ( Sax Instrumental Version ) Justin Ward Love Me Like You Do - Made PopRular By Ellie Goulding Pop ( c ) 2015 Covered Records 3:16,,,,$ 0.89,,,,801_29543
1,"Doin ' My Thing Doin ' My Thing Country , Music , Contemporary Country ‰ ãÑ 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproducTtion is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3222 West End Avenue , 11th Floor , Nashville , TN 37203 2-Oct-09",LukeBryan,,,$ 1.29,,3:09,,Doin ' My Thing Luke Bryan Doin ' My Thing Country $ 1.29 3:09,,,,,( C ) 2009 Capitol Records Nashville,,"October 2 , 2009",6234_13713
