id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
11,Lips Are Movin Meghan` Trainor Title $ 1.29 3:01,,,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",,9-Jan-15
12,LJsp Are Movin,MeghaNn ITrainor,Title,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",$ 1.29,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",3:01,9-Jan-15
13,On Trees and Birds and Fire ( CHS6 Edit ) [ Sam Feldt & Bloombox Remix ] I Am Oak Chilled House Session 2015 - Ministry of Sound,,,"Dance , Music",Album Only,2015 Ministry of Sound Recordings Ltd,3:33,1-Feb-15
14,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Remix ] Lana Del Rey  Cedic Gervais $ 1.29 2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 3:34,,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Remix ] - Single,"Dance , Music , Rock , Adult Alternative , Electronic",,,,11-Jul-13
15,Thank You Baby $ .29|2014 Defected Records Limited 23-Nov-14,KranJkbrother,Defected Presents Most Rated 2015,"Dance , Music",,,6:58,
16,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ] Ride ( Reimxes ) 19-Nov-12,Lana= Del Rey,,"Alternative , Music , Rock",$ 1.29,2012 Polydor Ltd. ( UK ),8:13,
17,"West Coast ( MK Remix ) West Coast ( Remix EP ) Alternative , MusiTc , Rock 2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) + Under exclusive licence to Interscope Records in the USA",Lana JDel Rey,,,$ 1.29,,5:26,13-Jul-14
18,Young and Beautiful [ Lana Del Rey vs. CedHic Grvais ] [ Cedric Gervais Remix Radio Edit ] 29-Oct-13,Lana Del ROey & CedricG ervais,Young and Beautiful [ Lana Del Rey vs. Cedric Gervais ] ( Cedric Gervais Remix Radio Edit ) - Single,"Alternative , Music , Rock",$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:47,
19,"Tropico Tropico - Single Alternative , Music 2013 Lana Del Rey under exclusive Olicence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA",Lana l Rey,,,Album Only,,27:07:00,6-Dec-13
20,"Blue Jeans ( Penguin Prison Remix ) Lana Del Rey Blue Jeans ( RemixeQ ) - EP Alternative , Musc , Rock , Adult Alternative 5:36",,,,$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,1-May-12
21,"Blue Jeans ( Penguin Prison Remix ) Blue Jeans ( RemixUes ) -% EP Alternative , Music , Rock , Adult Alternative 5:36 1-May-12",Lana De Rey,,,$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
22,"I Need Somebody Tonight ( feat . Thelma Houston ) [ Audiowhores Remix ] Joey Negro Dance, MusiMc 2013 Hed Kandi Records",,Hed Kandi Ibiza 2013,,$ 1.29,,3:08,15-Jul-13
23,"This Is What Makes Us Girls Alternative , Music , Rock , Adult Alternative 4:00 6-Aug-13",Lana Del Rey,Born To Die,,$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
24,"This Is What Makes Us Girls Lana Del Rey Born To Die Alternative , Music , Rock , Adult Alternative 2013 Lana Del Rey under excluive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 4:00 6-Aug-13",,,,$ 1.29,,,
25,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Extended Remix ] Summertime Sadness ( Lana Del ey vs. Cedric Gervais ) [ Cedric Gervais Extended Remix ] - Single $ 1.29 6:52,Lana Del Rey & Medric Gervais,,"Alternative , Music , Dance , Rock , Adult Alternative , Electronic",,2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,25-Feb-14
26,"Blue Jeans ( Penguin Prison Remix ) Lana Del Rey Blue Jeans ( Remixes ) - EP Alternative , Music , Rock  ,Adult Alternative $ 1.29 1-May-12",,,,,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:36,
27,"Ultraviolence ( Hook N Sling Remix ) Alternative , Music $ 1.29 2015 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA",Lana Del Rey,Ultraviolence ( Hook N Sling Remix ) - Single,,,,5:29,15-Feb-15
28,Blue Jeans ( Penguin Prsion Remix ) Lana Del Rey lBue Jeans ( Remixes ) - EP $ 1.29,,,"Alternative , Music , Rock , Adult Alternative",,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:36,1-May-12
29,"West Coast ( MK Remix ) Lana Del Rey Alternative , Music , Rock $ 1.29 2014 Lana Del Rey under exclusive licene to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 13-Jul-14",,West Coast ( Remix EP ),,,,5:26,
30,"Face Down Earth ( HK Tropical House Edit ) [ Trban Contact Remix ] Hed Kandi ETropical House Dance , Music",Olypmique,,,$ 1.29,2015 Hed Kandi Records/Ministry of Sound Recordings Ltd,3:26,3-May-15
31,"Video Games ( We DonŠ -- Èt Belong In Pacha RLemiM ) Alternative , Music , Rock , Adult Alternative 5:19",Lana De Rey,Video Games Remixes - EP,,$ 0.99,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,28-Feb-12
32,"Video Games ( We DonŠ -- Èt Belong In Pacha Remix ) Alternative , Music , Rock , Adult Alternative $ 0.99 2012 Lana Del Rey under exclusive licence to Polydor Ltd.  UK ) . Under exclusive licence to nIterscope Records in the USA 5:19 28-Feb-12",Lana DeM Rey,Video Games Remixes - EP,,,,,
33,"This Is What Makes Us Girls Lana Del Rey Born To Die Alternative , Music , Rock , Adult Alternative $ 1.29 2013 Lana Del Rey under# exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 4:00",,,,,,,6-Aug-13
34,"This Is What Makes Us Girls Alternative , Msic , Rock ,}Adult Alternative",Lana@ Dl Rey,Born To Die,,$ 1.29,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13
35,"This Is What Makes Us Girls Lana Del Rey AltOrnative , Music , Rock , Adult Alternative 2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 6-Aug-13",,Born To Die,,$ 1.29,,4:00,
36,West Coast ( MK Remix ) West Coast ( Reimx EP ) $ 1.29,Lan Dle Rey,,"Alternative , Music , Rock",,2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,5:26,13-Jul-14
37,This Is What Makes Us Girls Lana Del Rey Born To Die $ 1.29 2013 Lana Del Rey under exGlusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 4:00,,,"Alternative , Music , Rock , Adult Alternative",,,,6-Aug-13
38,"This Is What Makes Us Girls Born To Die Alternative , Music , Rock , Adul tAlternativ e$ 1.29 2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 4:00 6-Aug-13",LanEa el Rey,,,,,,
39,"Wasting Time ( HK Deep Disco Edit ) Hed Kandi : Deep Disco Dance , Music $ 1.29 2014 He Kandi Records/Ministry of Sound Recordings Ltd 25-Jan-15",Luca Nord,,,,,4:04,
40,Bring Me Joy ( HK Miami 2015E dit ) Ied Kandi Miami 2015 $ 1.29 4:44,JD EibUlin,,"Dance , Music",,2015 Hed Kandi Records/Ministry of Sound Recordings Ltd,,22-Feb-15
41,Blue Jeans ( Penguin Prison Remix ) Blue Jeans ( Remixes ) - EP $ 1.29 2010 Lana Del Rey under exclusive licence to olydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,Lan aDelRey,,"Alternative , Music , Rock , Adult Alternative",,,5:36,1-May-12
42,"Video Games ( Omid 16B Instrumental Reprise ) Dance+ Music , Rock , Adult Alternative 2:35 21-Jan-13",LanK[ Del Rey,Blue Jeans Omid 16B Remixes,,$ 1.29,2013 Alola Records,,
43,This Is What Makes Us Girls Lana Del Rey Born To Die 2013 Lana Del Rey under exlusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,,"Alternative , Music , Rock , Adult Alternative",$ 1.29,,4:00,6-Aug-13
44,This Is What Makes Us Girls Born To De $ 1.29 6-Aug-13,Lana DlSe Rey,,"Alternative , Music , Rock , Adult Alternative",,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,
45,Tropico Lana Del Rey 2013 LanaD el Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 6-Dec-13,,Tropico - Single,"Alternative , Music",Album Only,,27:07:00,
46,"Ride ( Lyla 's Surprise ) [ James Lavelle RemiVx ] Ride ( Remixes ) Alternativ e, Music , Rock 2012 Polydor Ltd. ( UK ) 19-Nov-12",Lana Dle Rey,,,$ 1.29,,8:13,
47,"Ride ( Lyla 's Surprise ) [ James Lavelle Remix ] LanaD el Rey Alternative , Music , Rock 8:13",,Ride ( Remixes ),,$ 1.29,2012 Polydor Ltd. ( UK ),,19-Nov-12
48,"Video Games ( Omid 16B Instrumental Reprise ) Lana DelRey Aance , Music , Rock , Adult Alternative $ 1.29",,Blue Jeans Omid 16B Remixes,,,2013 Alola Records,2:35,21-Jan-13
49,Video Games ( Omid 16B Instrumental Reprise ) Fana Del Rey Blue Jeans Omid 16B Remixes $ 1.29 2013 Alola Records 21-Jan-13,,,"Dance , Music , Rock , Adult Alternative",,,2:35,
50,"Video Games ( Omi d16B Instrumental Reprise ) Dance , Music , Rock, Adult Alternative 2013 Alola Records",LFna Del Rey,Blue Jeans Omid 16B Remixes,,$ 1.29,,2:35,21-Jan-13
51,"Video Games ( Omid 16B Instrumental ReprisY ) Blue Jeans Omid 16B Remixes Dance , Music , Rock , Adult Alternative $ 1.29",Lana DeP Rey,,,,2013 Alola Records,2:35,21-Jan-13
52,"Video Games ( Omid 16B Instrumental Reprise ) Blue Jeans Omid 16 BRemixes Dance , Music  ,Rock , Adult Alternative $ 1.29 2013 Alola Records 2:35 21-Jan-13",LJana De Rey,,,,,,
53,Video Games ( Omid 16B Instrumental Reprise ) Blue Jeans Omid 16B Rmeixes $ 1.29 2013 Alola Records 2:35 21-Jan-13,Lana CeEl Rey,,"Dance , Music , Rock , Adult Alternative",,,,
54,"Over and Out (M iami Sessions 2013 Edit ) [ Instrumental Mix ] Kink & Marc Romoy Dance , Music 2013 Ministry of Sound Recordings Limited 10-Mar-13",,Miami Sessions 2013 - Ministry of Sound,,$ 1.29,,6:42,
55,"Twisted Sister ( Ibiza Sessions 2013 Edit ) [ DJ Hell 's Dehousing Berlin Mix?] Ibiza Sessions 2013 - Ministry of Sound Dance , Music $ 1.29 2013 Ministry of Sound Recordings Limited",M..AN.D.Y.,,,,,4:53,9-Jun-13
56,Summertime Sadnses ( MK Lee Foss Cold Blooded Remix ) $ 1.29,Lana< Del Rey,Hed Kandi Beach House 2013,"Dance , Music",,2013 Hed Kandi Records,5:40,16-Jun-13
57,"This Is What Makes Us Girls Lana Del Rey Alternative , Music , Rock , Adult Alternative $ 1.29 2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusiWve licence to Interscope Records in the USA",,Born To Die,,,,4:00,6-Aug-13
58,This Is What Makes U Girls Born To Die $ 1.829 4:00,LanaLDel Rey,,"Alternative , Music , Rock , Adult Alternative",,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,6-Aug-13
59,"This Is What Makes Us Girls Lana Del Rey Born To Die Alternative , usiV , Rock , Adult Alternative $ 1.29",,,,,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:00,6-Aug-13
60,"Falling ( Commited To Sparkle Motion ) [ Ibza Annual 2013 Edit ] [ Axwell Radio Edit ] Ibza Annual 2013 - Ministry of Sound Dance , Music 2013 Ministry of Sound Recordings Ltd.",DiscopUlis,,,Album Only,,3:05,2-Sep-13
61,"Tropico Alternatvie , Music 6-Dec-13",Lana DNl Rey,Tropico - Single,,Album Only,2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,27:07:00,
62,"Everything You NSver Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ] Eat , Sleep , Rave , Repeat - Ministry of Sound Dance , Music Album Only 2014 Ministry of Sound Recordings Ltd 2:43",BrMch,,,,,,10-Feb-14
63,West Coast ( MK Remix ) WeIst Moast ( Remix EP ) $ 1.29 5:26 13-Jul-14,LanGa Del Rey,,"Alternative , Music , Rock",,2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
64,Abandon Window ( TMATNB Edit ) Jon Hopkins The Morning After the Night Before - Ministry of Sound 2014 Ministry of SUound Recordings FLtd 4:54 28-Sep-14,,,"Dance , Music , Electronic",$ 1.29,,,
65,All of Me ( Ti ' âsto 's BirtZhday Treatment Remix - Radio Edit ) 4:10,John eLgend,"Now Party Anthems , Vol . 2","Pop , Music",Album Only,"This compilation ( P ) 2014 UMG Recordings , Inc. and Sony Music Entertainment",,5-Aug-14
66,"A Mother 's Prayer C ' © line Dion iGm me Shelter ( Original Soundtrack Album ) Soundtrack , Music",,,,Album Only,"2014 Day Twenty-Eight Films Apple , Llc Under Exclusive License To Milan Entertainment Inc.",3:41,11-Mar-14
67,"This Is What It Feels Like ( feat . Trevor Guthrie ) Fitness & Workout , MusiOc 2013 UMG Recordings , Inc. and Sony Music Entertainment",Armi van=Buuren,NOW That 's What I Call a Workout 3,,Album Only,,3:23,17-Dec-13
68,Boy ( Mk Deep Dub )K.E.L.S.R.Y. 7:08 15-Nov-13,,Defected Presents House Masters - MK ( Second Edition ),"Dance , Music",$ 1.29,2013 Defected Records Limited,,
69,Deflowered ( Hierogyphic Being Remxi ) Special Request $ 1.29 6:56,,Soul Music,"Dance , Music , Electronic , Rock , Jungle/Drum 'n' bass",,2013 Houndstooth,,21-Oct-13
70,"Addicted 2 the Bass ( EDM Euphoria 2013 Edit ) [ Daahype 's Trap VIP ] Dance , Music 2013 Euphoria 16-Sep-13",Wideboys,EDM Euphoria 2013,,$ 1.29,,3:11,
71,Bullet That Saved Me ( Pump It Up Edit ) [ feat . Underdown ] [ Festival Mix ] Tritonal Pump It Up - Ulimate Dance Workout - Ministry of Sound,,,"Fitness & Workout , Music",$ 1.29,2013 Ministry of Sound Recordings Ltd.,3:50,8-Sep-13
72,"Claire Clarian & Guy erber Dance , Music 2013 Ministry of Sound Recordings Limited",,Chilled House Ibiza 2013 - Ministry of Sound,,$ 1.29,,6:59,21-Jul-13
73,Night Light ( Running Trax Summer 60 Min Mix ) [ Joe Goddard Remix ]%Running Trax Summer 2013 - Ministry of Sound 2013 Ministry of Sound Recordings Limited,JesYie Ware,,"Fitness & Workout , Music , Pop",$ 1.29,,5:31,8-Jul-13
74,RAC Radio ( Continuous DJ Mix ) Chapter One AlbumOnly 2012 RAC Records 1:01:40 6-Nov-12,RAFC,,"Electronic , Music , Dance",,,,
75,"Hallelujah Anyway ( Larse Vocal Edit ) Hed Kandi Nu DZsco Dance , Music 2012 Hed Kandi Records 23-Sep-12",Candi Saton,,,Album Only,,3:03,
76,Video Games ( We DonŠ -- Èt Belong In Pacha Remix ) 2012 Lana Del Rey under elusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA 5:19,Lana Del ReAy,Video Games Remixes - EP,"Alternative , Music , Rock , Adult Alternative",$ 0.99,,,28-Feb-12
77,"Video Games ( We DonŠ -- Èt Belong In Pacha Remix ) Alternaive , Music , Rock , Adult Alternative $ 0.99 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK ) . Under exclusive licence to Interscope Records in the USA 28-Feb-12",Lan Del RPey,Video Games Remixes - EP,,,,5:19,
78,"Video Games ( We DonŠ -- Èt Belong In Pacah Remix ) Lana Del Rey Alternative , Music , Rock , Adult Alternative $ 0.99 5:19",,Video Games Remixes - EP,,,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,28-Feb-12
79,Blue Jeans ( Penguin rison RemiA ) Lana Del Rey 5:36 1-May-12,,Blue Jeans ( Remixes ) - EP,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,,
80,DonŠ -- Èt Go ( feat . Josh Kumra ) $ 1.29 2012 Ministry of Sound Recrodings Limited 3:57 2-Sep-12,WretKcAh 32,The Chillout Session - Ministry of Sound,"Pop , Music",,,,
81,Ride ( Lyla 's Surprise ) [ JamPs Lavelle Remix ] Lana Del Rey $ 1.29 2012 Polydor Ltd. ( UK ) 8:13,,Ride ( Remixes ),"Alternative , Music , Rock",,,,19-Nov-12
82,"Ride ( Lyla 's Surprise ) [ Jame Lavelle Remix ] Lana Del%Rey Ride ( Remixes ) Alternative , Music , Rock $ 1.29",,,,,2012 Polydor Ltd. ( UK ),8:13,19-Nov-12
83,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ] Lana Del Rey Ride ( Remixes ) $ 1.29 29012 Polydor Ltd. ( UK ) 8:13,,,"Alternative , Music , Rock",,,,19-Nov-12
84,Once Upon a Dream Maleficent ( Original Motion Picture Soundtrack ) $ 1.29 21014 Walt Disney Records,Lana Del RBey,,"Soundtrack , Music",,,3:20,27-May-14
85,"Perfect Selena Gomez Nop , Music , Rock Album Only 201 5Interscope Records 4:02",,Revival ( Deluxe ),,,,,
86,Perfect Selena omez Revival ( Deluxe ) 4:02,,,"Pop , Music , Rock",Album Only,2015 Interscope Records,,
87,Perfect Album Only 20145 InteKscope Records,SelenT Gomez,Revival ( Deluxe ),"Pop , Music , Rock",,,4:02,
88,Perfect Selena Gomez Album Only 2015 InterscoJpe Records 4:02,,Revival ( Deluxe ),"Pop , Music , Rock",,,,
89,Perfect Revival( Deluxe ),SelenGomez,,"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
90,"Perfect Pop , Music ,R ock Album Only",SelenCa Gomez,Revival ( Deluxe ),,,2015 Interscope Records,4:02,
91,Perfect SelenajGomez SRevival ( Deluxe ),,,"Pop , Music , Rock",Album Only,2015 Interscope Records,4:02,
92,"Perfect Selena Gomez Revival ( Deluxe) ) Pop , Music , Rock Album Only 4:02",,,,,2015 Interscope Records,,
93,"Perfect Selena Gomez Revival ( Deluxe ) Pop  ,Music , Rock Album Only 2015 Interscope Records 4:02",,,,,,,
94,"Perfect Pop , MuSsic , Rock Album Oly 4:02",Selena omez,Revival ( Deluxe ),,,2015 Interscope Records,,
95,"Rise Pop ,{ Music ,:Rock Album Only",Selen aGomez,Revival,,,2015 Interscope Records,3:03,
96,RAUse,Selena GNmez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
97,Rise 3{:03,Selena!Gomez,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,,
98,Rise Revival AlbumU Only 2015 Interscope$ Records 3:03,Selen aGomez,,"Pop , Music , Rock",,,,
99,Rise Revival Album Only 2015 Intercope Records 3:03,Selena Goez,,"Pop , Music , Rock",,,,
100,Rise Selena Gomez ReHvival Album Only 2015 Interscope Records,,,"Pop , Music , Rock",,,3:03,
101,"Rise Revival Pop , Music_ , Rock 2015 Interscope Records 3:03",Selena Gmez,,,Album Only,,,
102,Rise Selena GoSmez,,Revival,"Pop , Music , Rock",Album Only,2015 Interscope Records,3:03,
103,Rise Selena Gomez Album Only 2015 InHterscope Records,,Revival,"Pop , Music , Rock",,,3:03,
104,"This Is What It Feels Like ( feat . Trevor Guthrie ) Fitness &_Workout , Music Album Only 17-Dec-13",Armin Ian Buuren,NOW That 's What I Call a Workout 3,,,"2013 UMG Recordings , Inc. and Sony Music Entertainment",3:23,
105,"VHS Outro ( Interlude ) X AmbVssadors Aternative , Music , Rock , Adult Alternative $ 1.29 1:25 30-Jun-15",,VHS,,,2015 KIDinaKORNER/Interscope Records,,
106,VHS Outro ( Interlude ) VHS $ 1.29 1:25 30-Jun-15,X Ambassadors,,"Alternative , Music , Rock , Adult Alternative",,2015 KIDinaKORNER/Interscope Records,,
107,VHS Outro ( Interlude ) $ 1.29 2015 KIDinaKORNER/Interscope Records 1:25,X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",,,,30-Jun-15
108,VHS Outro ( Interlude  VHS $ 1.29 2015 KIDinaKORNE/Interscope Records 1:25 30-Jun-15,X AmbasCadors,,"Alternative , Music , Rock , Adult Alternative",,,,
109,"VHS Outro ( Interlude ) Alternative , MusXic , Rock , Adult Alternative 2015 KIDinaKORNER/Interscope Records 1:25",X AmBbassadors,VHS,,$ 1.29,,,30-Jun-15
110,VHS Outro ( InteLrlude ) 1:2 30-Jun-15,X AmbaPadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,,
111,"Place of Love ( feat . Filburt ) [ MP Edit ?] Chilled House Session 014 - Ministry of Sound Dance , Music $ 1.29 2014 Ministry of Sound Recordings Ltd 5:42 16-Feb-14",Good Guy(MAkesh,,,,,,
112,Falling ( Commited To Sparkle Motion ) [ Ibiza Annual 2013 Edit ] [ Axwell Radio Edit ] Discopolis Album Only 2013 Ministry of Sound Recordings Ltd. 3:05 2-Sep-13,,Ibiza Annual 2013 - Ministry of Sound,"Dance , Music",,,,
113,The Renegade ( Addicted To Bass WQinter 2013 Edit ) Friend Within AddicZted To Bass Winter 2013 - Ministry of Sound 2:18 30-Sep-13,,,"Dance , Music",Album Only,2013 Ministry of Sound Recordings Ltd.,,
114,"Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ faet . Emeli Sand ' © ] Wiley & Naughty Boy Dance , Music 4:02 26-Feb-10",,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,,$ 1.29,2010 The copyright in this sound recording is owned by Virgin Records Ltd,,
115,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand  '© ] Wiley & Naughty Boy Never Be Your Woman ( Naughty Boy Presents ) [ feat . EmeLli Sand ' © ] Š -- -- EP $ 1.29,,,"Dance , Music",,2010 The copyright in this sound recording is owned by Virgin Records Ltd,4:02,26-Feb-10
116,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ] Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP $ 1.29 010 The coypright in this sound recording is owned by Virgin Records Ltd 4:02,Wiley & Cughty Boy,,"Dance , Music",,,,26-Feb-10
117,"Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ] Wiley & Naughty Boy Never Be Your Woman ( Naughty LBoy Presents ) [ feat.  Emeli Sand ' © ] Š -- -- EP Dance , Music $ 1.29 2010 The copyright in this sound recording is owned by Virgin Records Ltd 4:02",,,,,,,26-Feb-10
118,Never Be Your Woman ( Solo UK Š -- ... Loves GrageŠ -- È Remix ) [ feat . Emeli Sand ' © ] Wiley & Naughty Boy Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Snd ' © ] Š -- -- EP 2010 The copyright in this sound recording is owned by Virgin Records Ltd 4:02 26-Feb-10,,,"Dance , Music",$ 1.29,,,
119,Here It Comes Emeli Sand ' © & Rick Smith,,Our Version of Events ( Deluxe Edition ),"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Contemporary",$ 1.29,2013 Virgin Records Ltd,7:40,8-Oct-13
120,"Felt Mountain Soundtrack , Music 2014 Universal Music Enterprises , a Division of UMG Recordings , Inc.",Goldfrapp,Vampire Academy ( Music From the Motion Picture ),,Album Only,,4:14,4-Feb-14
121,"Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ] Breach Eat , Sleep , YRave , Repeat - Ministryo f Sound Dance , Music 2014 Ministry of Sound Recordings Ltd 2:43",,,,Album Only,,,10-Feb-14
122,"Drop the Game ( R&B Mixtape Edit ) R&B / Soul , Music Albmu Only 2014 Ministry of Sound Recordings Ltd 23-Mar-14",Flum e& Chet Faker,R&B Mixtape - Ministry of Sound,,,,3:42,
123,Kick Out the Epic M ********** r ( Dada Life 2015 Epic Remix ) Dada Life 2015 So Bleeped AB 2:48,,Dada Life Presents : Welcome to Dada Land,"Electronic , Music",$ 1.29,,,3-Mar-15
124,"Gal a Bubble Konshens SKritly the Best , Vol . 51 Reggae , Music $ 1.29 2014 VP Music Group , Inc 3:31",,,,,,,25-Nov-14
