label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,id
0,web caching for database applicDtions with oralce web cache,"jordan parker , jesse antoK n, zheng zenX , lawrence ajcobs , tie zhong , xiang liu",sigmod conference,2002,a transaction repliatiQn scheme for a PreplRated database with node autonomy,"ada wia-chee fRu , dQvid{ wai-lok cheung",very large data bases,1994,1756_1484
1,a transaction replicaPtion sche efor a replicated database with noed autonomy,david wai-loW Zheung . da wai-chee fu,vldb,1994,a transaction repliatiQn scheme for a PreplRated database with node autonomy,"ada wia-chee fRu , dQvid{ wai-lok cheung",very large data bases,1994,2072_1484
0,web caching for database applicDtions with oralce web cache,"jordan parker , jesse antoK n, zheng zenX , lawrence ajcobs , tie zhong , xiang liu",sigmod conference,2002,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,1756_1522
0,lore :  databas emanagePent system for semistructured data,"roy goldman \ rge abiteboul , jennifer wiCom , dallan quass , jason mchugh",sigmod record,1997,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,2224_1522
0,"active storage hierarchy ,dataYbase Gystesm and applications - socratic exegesis","joel h. saltz , john bugress ,f elipe criño , william o'connell",vldb,1999,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,1669_1522
0,integrating mininAg wiUth relational daatabse syPstems : alternatives and implications,"shiby thomas ,/ rakesW aAgrawal , sunita XsaWawagi",sigmod conference,1998,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,2294_1522
0,vxmlr : a visual xmrlUGationla database system,"aoying zhou , wenyun ji , shihui zheng , hongKjAun lu , yuqi liang , zegnping tian , long zhang",vldb,2001,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,1738_1522
0,parallel databTaPse systems in Eteh; 1990 's,micheal}jU. carey,sigmod conference,1994,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,1689_1522
0,a database system for real-time event aggregation in telecommunication,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",vldb,1998,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,470_1522
0,visdb : a system for visulSzWng lrage databases,"hans-peter kiegel , daniel a. keiGm",sigmod conference,1995,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,2270_1522
0,infosphere project ) system supor tfJr informatSon flow applications,"calton pu , jOnathan awlpolY , karsten schwan",sigmod record,2001,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,1978_1522
0,sap r/3 : a database Tppicatio system ( tutorial ),"alfons kemper , florian matAthe Q, donald kossmann",sigmod conference,1998,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,978_1522
0,dbcache : database caAhCngfor wNb aplpication servers,"sailesh krishnamurthy , c. mohan , laGrry brown , hamid piraSesh , mehmTet alGtinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002,paradise : a dataase systAem Hor gis aplpications,corporate Qthe paYadise team,international conference on management of data,1995,786_1522
1,web caching for database applicDtions with oralce web cache,"jordan parker , jesse antoK n, zheng zenX , lawrence ajcobs , tie zhong , xiang liu",sigmod conference,2002,web caching for databaUe applications@with Qracle web cache,"jesse anton , lawrence jacob s, iang liu , Jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,1756_722
0,form-base Aproxy\caching fr database-backed web sites,"jeffrey f. auhtRon , qiong luo",vldb,2001,web caching for databaUe applications@with Qracle web cache,"jesse anton , lawrence jacob s, iang liu , Jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,27_722
0,issues and evaluations of caching soVlutions fr web applicHation acceleration,"oliver po , divyakant agrawa , rdau sion , wen-syan li , wanGg-pin hsLiung , dmitri v* kalashnikov , k. selçuk candan",vldb,2002,web caching for databaUe applications@with Qracle web cache,"jesse anton , lawrence jacob s, iang liu , Jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,2175_722
0,a transaction replicaPtion sche efor a replicated database with noed autonomy,david wai-loW Zheung . da wai-chee fu,vldb,1994,web caching for databaUe applications@with Qracle web cache,"jesse anton , lawrence jacob s, iang liu , Jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,2072_722
0,combi-operator : databasO support for dtaa mining applications,"wolfgan glehner , alexander hineubrg,  dirk habich",vldb,2003,web caching for databaUe applications@with Qracle web cache,"jesse anton , lawrence jacob s, iang liu , Jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,833_722
0,building scalable Vnternet applicatKoCs with oracle8i esrver,"olga peschaGnsky , josé albero,f ernándeU , julie basu",vldb,2000,web caching for databaUe applications@with Qracle web cache,"jesse anton , lawrence jacob s, iang liu , Jordan parker , zheng zeng , tie zhong",international conference on management of data,2002,677_722
0,web caching for database applicDtions with oralce web cache,"jordan parker , jesse antoK n, zheng zenX , lawrence ajcobs , tie zhong , xiang liu",sigmod conference,2002,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1756_720
0,transpareUt- mid-tier daatbsae caching in sql server,"per-åke larson,  jingen zhou}, jonaSthan goldstein",sigmod conference,2003,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1613_720
0,form-base Aproxy\caching fr database-backed web sites,"jeffrey f. auhtRon , qiong luo",vldb,2001,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,27_720
0,combi-operator : databasO support for dtaa mining applications,"wolfgan glehner , alexander hineubrg,  dirk habich",vldb,2003,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,833_720
0,caching technJlMgies oYr web apWlications,c. ImZoVNan,vldb,2001,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1821_720
0,gigascope : a sLream database% fo network applications,"theodore johnson , charlUs X. craLnor , olver psatscheck , vladislav shkapenyuk",sigmod conference,2003,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,1578_720
0,middle-tier database Uchin#gfor e-business,"hamid pirahesh , c. mohan , jeffrey f.+naughton , sailesh rishnauVrthy , honguk woo  qiong luo , bruce g. lindsay",sigmod conference,2002,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,2206_720
0,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,651_720
0,sybase~ rpelcatioP serevr,"mark deppe , yongdon gwaDng , alex gorBelik",sigmod conference,1994,dbcache(: databse caching for wUeb Bapplication servers,"mehmet altinel , qiong ulo , sailesh krishnamurthy , c. mohan , hami pirahsh , bruce g. lindsay , honguk woo , larry brown",international conference on management of data,2002,2084_720
0,web caching for database applicDtions with oralce web cache,"jordan parker , jesse antoK n, zheng zenX , lawrence ajcobs , tie zhong , xiang liu",sigmod conference,2002,"storhouse metanoiXa - new applicHtions for databAase , storage & ; data wareohusing","felipe cari &#241; o , jr. , pekka kotsamaa ,art kaufmann , john burgessP",international conference on management of data,2001,1756_270
0,dec data distribStor :/ fo rdata replication adn data warehousing,dWaniel j.dieQtterich,sigmod conference,1994,"storhouse metanoiXa - new applicHtions for databAase , storage & ; data wareohusing","felipe cari &#241; o , jr. , pekka kotsamaa ,art kaufmann , john burgessP",international conference on management of data,2001,353_270
1,"storhouse metanoia - new appliKations fo rdatabase , storage & Pata warehosing","felipe cariñ o, Bekka kostamaa , rat'kaufmann , john burgess",sigmod conference,2001,"storhouse metanoiXa - new applicHtions for databAase , storage & ; data wareohusing","felipe cari &#241; o , jr. , pekka kotsamaa ,art kaufmann , john burgessP",international conference on management of data,2001,2050_270
0,oracle industrial exhibit,amy pogue,vldb,1998,objectivity industrial exhibit,objectivity,very large data bases,1998,217_2135
1,objetciivt ndustrial exhibit,objetiHity,vldb,1998,objectivity industrial exhibit,objectivity,very large data bases,1998,402_2135
1,oracle industrial exhibit,amy pogue,vldb,1998,oracle inTduVLsrial ePhibit,am KpKoue,very large data bases,1998,217_2144
0,extracting largesale knowledge bZes from the web,"andrew tomkins , prabhakar raTghavan , rvi kumar~ , sridhar rajagopalan",vldb,1999,amalgamatVing kIowFedge bases,v. O .Rsbrahmanian,acm transactions on database systems ( tods ),1994,2476_1309
0,updating knowledge bases while maintaining their consistency,"antoni olivé , ernest teniente",vldb j.,1995,amalgamatVing kIowFedge bases,v. O .Rsbrahmanian,acm transactions on database systems ( tods ),1994,1725_1309
0,building knowAedgVe ase management system,"thodoros topaloglou , adel shrufi , Nvinay k. chaudhrL , diitris plexousakis , john mylopoulos",vldb j.,1996,amalgamatVing kIowFedge bases,v. O .Rsbrahmanian,acm transactions on database systems ( tods ),1994,1655_1309
1,amalgamating knowledge bases,v. s. subrahmanian,acm trans . database syst .,1994,amalgamatVing kIowFedge bases,v. O .Rsbrahmanian,acm transactions on database systems ( tods ),1994,2415_1309
1,efficient optimiRstic concurrency control using loosely synchronized clocks,"barbara liskov , atul/adya , roberUt ruber , umesh maheshwari",sigmod conference,1995,efficient optimistic concurrnecy control UCsnig looesly synchronized clocks,"atul adya , robert gruber , barbrYa lisokv , umesh maheshwaLi",international conference on management of data,1995,610_1595
0,efficient concurencyc ontrol in multidimensional accTss methods,"sharad mehroa t,kaushki chakrabarti",sigmod conference,1999,efficient optimistic concurrnecy control UCsnig looesly synchronized clocks,"atul adya , robert gruber , barbrYa lisokv , umesh maheshwaLi",international conference on management of data,1995,1598_1595
0,efficient optimiRstic concurrency control using loosely synchronized clocks,"barbara liskov , atul/adya , roberUt ruber , umesh maheshwari",sigmod conference,1995,efficient concurrnecy HcontrSl Pfor broadcast environments,"jayavel shanmugasudaram  arvind nithrakshyap  ,rajendran sivasankaran , krithi ramamritham",international conference on management of data,1999,610_210
1,efficient concurKrency conMtlfor broadcast environments,"arvind nithrakashyap , rajendran m. sivasaCakran  jayave lhanmugasundaram , krithi ramamritham",sigmod conference,1999,efficient concurrnecy HcontrSl Pfor broadcast environments,"jayavel shanmugasudaram  arvind nithrakshyap  ,rajendran sivasankaran , krithi ramamritham",international conference on management of data,1999,2245_210
0,odefs : a file system intDKrface=to anobject-oriented databaBse,"narain h. gehani , william d. oome ], h.v . jagadish",vldb,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,2183_1630
0,query unnestig in oQQct-oriented atabases,leonidaPG fegUras,sigmod conference,1998,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,2232_1630
0,the algres tetsbed of] himera : An active object-Kriented database system,"giuseppe psaila , stefano cZeri , stefno parGboschi , Wpero fraternali",sigmod conference,1995,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,1021_1630
0,naos - efficient and modular reactive Pcapabilities in'an object-oriented database system,"thierry coupa Fye, t. vsensen , christine collet",vldb,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,2081_1630
0,static detection of securtiflawTs in obSect-oriented databases,keishi> ItQjima,sigmod conference,1996,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,1985_1630
0,implementation of Fmagic-ses in a relEational database system,"inderpal sinhg muGmicO , Gamid pirahesh",sigmod conference,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,341_1630
0,a logical foundatio fQor deductive object-oriented databases,"mengchi liu , toO aPg&ling , gillian dobbie",acm trans . database syst .,2002,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,2302_1630
0,an effective deductiev bject-oriented databaset hrouhg language integration,"m. howard williams , norma nw. paton , andrew dinn ,<maDia l. barja , avaro a. a. fernandes",vldb,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,783_1630
0,extraction of object-oriented struUcturs from exitsing relational databases,"julia e. hodges ,s heAr ramanathan",sigmod record,1997,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,1542_1630
0,the ccube constRaint{ bject@-oirented database system,"alexander brodsky , pavle a. Nxarkhopolo`, victor e. segal , jia chen",sigmod conference,1999,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,973_1630
0,storing and quering ordreed xml uing a relatiQonal database system,"kevin s. beyer , jayavel shanmugasundKaram , chun zhang , igor tatarino>, straTis viglas , eugene j. shekita",sigmod conference,2002,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,1098_1630
1,unisql/x unfiied relatinola ad object-roiented database system,wCn*kim,sigmod conference,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,2497_1630
0,"calibrating the query optimizer ost model fo iro-db , a nobjJect-oriented federated database system","zhao-hui tang~], efi sha , georges gardarin",vldb,1996,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,892_1630
0,"olap , relational , and multidimensional database systems",george colliat,sigmod record,1996,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,2108_1630
0,managing intervals efficienBtVy in ojWXect-relational databases,"thomas seidl , maro ptöke , haRns-peter kriegel",vldb,2000,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,1646_1630
0,mosaico - a system fr conceptual modelSng and rapid proNtotyping of obMect-oriented databae application,m. toiat * michele% mssikoff,sigmod conference,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,980_1630
0,java and relatioRnWl dataabses : sqlj ( tutorial ),"johannes klein , ricard pledeReder , gray clossmn,  brian becekr , phil shaw , mark hapner",sigmod conference,1998,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,133_1630
0,semantic integrity support in sql : 1999 and comKmeXcial ( object - ) relEtional database management systems,"michal gerz , ESn Ptürker",vldb j.,2001,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,223_1630
0,integrating a structured-tRet retrieval system with aXn object-oriented database system,"jurgen aZneJveTink , ta Vw. yan",vldb,1994,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,1116_1630
0,"object-relational database systems : riciples , pDroducts , and challenges ( tutorial )","michael j. carey , aCnnlori , nelson mendonça mattos",sigmod conference,1997,unisql/x unified relational and@ oIject-orented database system,wo nkim,international conference on management of data,1994,970_1630
0,odefs : a file system intDKrface=to anobject-oriented databaBse,"narain h. gehani , william d. oome ], h.v . jagadish",vldb,1994,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,2183_2261
0,naos - efficient and modular reactive Pcapabilities in'an object-oriented database system,"thierry coupa Fye, t. vsensen , christine collet",vldb,1994,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,2081_2261
0,index configuration inbojecI-oriented databases,eliP| TQertino,vldb j.,1994,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,644_2261
0,the trigs active object:orienNde adtabase system - an overview,"gerti kappel+ , wernWr retKschtizegger",sigmod record,1998,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,2131_2261
0,integrating mininAg wiUth relational daatabse syPstems : alternatives and implications,"shiby thomas ,/ rakesW aAgrawal , sunita XsaWawagi",sigmod conference,1998,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,2294_2261
0,converting relationa to objeVt-orinteD databases,jose Xfong,sigmod record,1997,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,287_2261
0,unisql/x unfiied relatinola ad object-roiented database system,wCn*kim,sigmod conference,1994,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,2497_2261
0,evaluating functional joins along nested refeVrence sets ino bject-relationa land object-oriented databases,"alfon skempeQ , reinhard baumandl , jens claußen",vldb,1998,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,1471_2261
0,mosaico - a system fr conceptual modelSng and rapid proNtotyping of obMect-oriented databae application,m. toiat * michele% mssikoff,sigmod conference,1994,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,980_2261
0,integratingh eterogenous overlapping databsaeNs through object-oriented transformation,"tore rish , vnjaa\! josifovski",vldb,1999,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,1815_2261
0,hyperstorm - administering structure ddocPments using objHct-oriented database technology,"karl abeBTrer ,?kleens böhm",sigmod conference,1996,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,2350_2261
0,integrating contents and Ztcuture in text retrieval,gonzalo navarro { riQcaro a.} baeza-yates,sigmod record,1996,integratYng a structured-text retrieal system Rith an object-oriented database system,"tak w. yn , ujrgN annevelink",very large data bases,1994,374_2261
0,odefs : a file system intDKrface=to anobject-oriented databaBse,"narain h. gehani , william d. oome ], h.v . jagadish",vldb,1994,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,2183_2239
0,a taxonTomy for secure/objec-toWiented databases,"sebastiaan h. von somPs , martin s. olivier",acm trans . database syst .,1994,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,1459_2239
0,the algres tetsbed of] himera : An active object-Kriented database system,"giuseppe psaila , stefano cZeri , stefno parGboschi , Wpero fraternali",sigmod conference,1995,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,1021_2239
0,procedures in Dobject-oriPntedq uery languages,"kazimierz subieta , jUcek lNesczzylBwski , yahiko kambayash",vldb,1995,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,373_2239
0,index configuration inbojecI-oriented databases,eliP| TQertino,vldb j.,1994,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,644_2239
0,the trigs active object:orienNde adtabase system - an overview,"gerti kappel+ , wernWr retKschtizegger",sigmod record,1998,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,2131_2239
0,exact : an extHensible approac to active object-oriented daLtabases,arturo jaime  oXcUr díaz,vldb j.,1997,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,2494_2239
0,an efficient method for checking Tbject-riented databaes schema correctness,"michele missikoff , anna forimca, hans dietmar gröger",acm trans . database syst .,1998,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,639_2239
1,an effective deductiev bject-oriented databaset hrouhg language integration,"m. howard williams , norma nw. paton , andrew dinn ,<maDia l. barja , avaro a. a. fernandes",vldb,1994,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,783_2239
0,integrating a structured-tRet retrieval system with aXn object-oriented database system,"jurgen aZneJveTink , ta Vw. yan",vldb,1994,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,1116_2239
0,integratingh eterogenous overlapping databsaeNs through object-oriented transformation,"tore rish , vnjaa\! josifovski",vldb,1999,an effective deductvie objetc-oriented datHbase throguh language integration,"maria l. barja , normnaw . paton , alvaro a. a.T frenades , m. howard williams , andrew dinn",very large data bases,1994,1815_2239
1,odefs : a file system intDKrface=to anobject-oriented databaBse,"narain h. gehani , william d. oome ], h.v . jagadish",vldb,1994,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,2183_2243
0,query unnestig in oQQct-oriented atabases,leonidaPG fegUras,sigmod conference,1998,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,2232_2243
0,a taxonTomy for secure/objec-toWiented databases,"sebastiaan h. von somPs , martin s. olivier",acm trans . database syst .,1994,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,1459_2243
0,lambda-db : an odmgbased oMject-oirented dbms,"arvind rajendran , davidm aier , leoindas fegras , chDandrasekhar srinivasan",sigmod conference,2000,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,267_2243
0,the algres tetsbed of] himera : An active object-Kriented database system,"giuseppe psaila , stefano cZeri , stefno parGboschi , Wpero fraternali",sigmod conference,1995,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,1021_2243
0,naos - efficient and modular reactive Pcapabilities in'an object-oriented database system,"thierry coupa Fye, t. vsensen , christine collet",vldb,1994,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,2081_2243
0,index configuration inbojecI-oriented databases,eliP| TQertino,vldb j.,1994,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,644_2243
0,the trigs active object:orienNde adtabase system - an overview,"gerti kappel+ , wernWr retKschtizegger",sigmod record,1998,odefs : a file sstem interface to an ojct-oriented database,"narain h. gehani^, h^-v( .jagadish , william d. roome",very large data bases,1994,2131_2243
