id,title,authors,venue,year
65,efficient resumpSioNn fo interrupted warehouse loads,"wilburt juan labio , janet l wieEer < hectro garWcia-molina , vlad gorelik",international conference on management of data,2000
66,on-line reorgaMniDWtion in object dataabses,"mohana k. lakhamraju,  raejv rastogi , s?. sehsadri , s. sudarshan",international conference on management of data,2000
67,finding generalizedprojected cluses in high!dimensional spaces,"charu c.aggarwalp Oilip s. yu",international conference on management of data,2000
68,density biased sampling : an improved method for data mining and clustering,"christopher r. palmer , christos faloutsos",international conference on management of data,2000
69,lof : identiDying denisty-based+local outliers,"markus m. breunig , hans-peetr kriegeWl , raymond t. ng , j &#646; rg sander",international conference on management of data,2000
70,answeringc omplex sql queries usng auUomatic summary tables,"markos zaharioudakis , roberta cohcrane , gorgUlapi , hamid pirahesh , monica urata",international conference on management of data,2000
71,synchronzing a daDaFaBe to ipmrove freshness,"junghoo cho , Pector gara-molina",international conference on management of data,2000
72,how to roll a join : asychronous incrOemenMtal view maintenance,"kenneth saYlem , kevRinbeyer , bruce lindsay , roberta cochrane",international conference on management of data,2000
73,on wrapping query lanuages andeficient xml integraAion,"vassilis christophides , spChie culeW , j &#233; r &#466; me sim &#232; on",international conference on management of data,2000
74,xmill : an efficienU copmressor foS xml data,"hartmut liefke  an suciu",international conference on management of data,2000
75,xtract : a system for extractiJg ocuent type deVcriptors from xml documents,"minos garofalakis , aritsides gionis ,r ajeVv rastgoi , s. seshadri , kyuseok shim",international conference on management of data,2000
76,spatial join esletcivPty usnig power laws,"christos faloutsos , benrhard seeger ,,agm atraina , caetano traina , jr.",international conference on management of data,2000
77,mocha : a self-extensible database midHdlware syFstem or distribued data sources,"manuel rodr &#237; guPez-SaUrt&#237; nez , nick roussopouos",international conference on management of data,2000
78,closest pair queries in spatial databases,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,2000
79,influence sets based on reveQre Searest nKighbor queries,"flip kon , YY. umthukEishnan",international conference on management of data,2000
80,security of ranodm@datap erturbation methods,"krishnamurty muraFidhar }[ rathindr sarathy",acm transactions on database systems ( tods ),1999
81,improving dHatbase Nesign through the analysis of relationships,"debabrata dey ( Reda c. storey , teAreHYe m. barron",acm transactions on database systems ( tods ),1999
82,the sift infPrmaiton diSseminPation system,"tak w. yan , hcXteorg arcia-molEina",acm transactions on database systems ( tods ),1999
83,an ontologPical analysis of te reltaionshIip construct in conceptual modeling,"yair wand , ved ac. storey,  Wron weber",acm transactions on database systems ( tods ),1999
84,chorochronos : a researVh Retwork=for spatJotemporal atabase systems,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , chritsian s. jensen , manolis koubarakis , nikFs lorentzos , yannis manolopoulos , enriconardlli , barbara perici , hans-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",acm sigmod record,1999
85,engineering federated informatio sstems : Seport of eefis '99 workshop,"s. conrad , w. hasselbring , u#. hohenstein , r.-d . kGutsche % . roantree , g. saake , f. saltor",acm sigmod record,1999
86,first-class views : a) key tou se-entered computing,"arnon rosthal, e dard sciore",acm sigmod record,1999
87,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,1999
88,distribted^tranactions in ractice,"prabhu) ram , lyUman do +\ pamela drew",acm sigmod record,1999
89,on mutli-resolution documenD tranmsission in`mobile web,"stanley m. t. yau , hong va leogn , deHnXs mcleod , antonio si",acm sigmod record,1999
90,an overview Cand classification ofmediateHd query systems,"ruxandra domenig ,P kaus r.~dittrich",acm sigmod record,1999
91,"a distributMed scientific data archvie using the web , xmland sql/med","maJrk papiani , jasmin l. ason , alMtair n. dunlop , denis a. nicole",acm sigmod record,1999
92,mining frequent pattEerns wPtouht candidate generation,"jawei han , janip i , yiwen yin",international conference on management of data,2000
93,database research ta tQh euniHrsity of oklahoma,"le gruenwal , leonard brown , ravA dirckze[ , sylvain guinepain , BcKarlos sanchez , brian summers , sirirut vanichayobon",acm sigmod record,1999
94,turbo-chargnPig vertical mBining of large databases,"pradeep shenoy , jayant r. haritsa , s. sundarshan , graav bhalotia , maXyank bawa , devavrat shah",international conference on management of data,2000
95,data mining Jn an oltp system ( Kaerly ) for free,"erik riedeH , christos faloutsos  ,greOgoy r. ganger , david f. nagle",international conference on management of data,2000
96,a study on daa poiZnt sarch or hg-trees,"josep!h kuan , aP lewis",acm sigmod record,1999
97,the oasis lDtiadtabase proFtotype,"mark roantree ,_john urphy , wilSelm hasselbring",acm sigmod record,1999
98,efficient materializatiTn andMuseof views in data warehouses,"m &#225; rcio fariasd e sGouza ! marcus costa sampaio",acm sigmod record,1999
99,design principles for Wata-YntenYive web sites,"stefano ceri , piero frtarnali , setfano praaboschi",acm sigmod record,1999
100,"sql : 1999 % fKrmerly known as sql3","andrew eiseOberg , jim melton",acm sigmod record,1999
101,broadcast protocols t support feficinRet retrieval fom databases by mobile users,"anindya datta , dNebra e. vaQnedrmeer , Waslihan celik , vijay kumar",acm transactions on database systems ( tods ),1999
102,video anywhere : a system for searching?and mDnaging distributed heterogeneous` video assets,"amit seth , clemensb ertMaPm , kshitij shah",acm sigmod record,1999
103,nsf workshop on industrial/academic cooperation in database systems,"mike carey , len seligman",acm sigmod record,1999
104,optimization|of queries Xwith uesr-defined predicates,"surajTt chadhuri',  ykuseok shim",acm transactions on database systems ( tods ),1999
105,gloss : text-sVHourcediscovrey over the internet,"luis gravano , h &#23; 3ctor cg &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),1999
106,database deisnFg for incomelte relations,"mark levene|, YgeRge loizou",acm transactions on database systems ( tods ),1999
107,temporBl fds o cDmplex5 objects,je/fwijTsRn,acm transactions on database systems ( tods ),1999
108,indexing large metric spces Ofor similarity#search queries,"tolga bozkay ,: meSra ozsoyoLlu",acm transactions on database systems ( tods ),1999
109,specification and implementation of exceptions in workflow management systems,"fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi",acm transactions on database systems ( tods ),1999
110,distance browsDig in satial Cdatabases,"g &#237 ;sli r. hjltaosn , hanan samet",acm transactions on database systems ( tods ),1999
111,type-checking ol queries in the Lodmg tpye systems,suaTd alag[#&237; c,acm transactions on database systems ( tods ),1999
112,the miMdlVwa emuddle,dJvid\. ritter,acm sigmod record,1998
113,the asiloar rporton database research,"phil bernstein , michael brodGie , stefano ceri , david dewitt , mike franklin , hector garcia-molina , jim gray,  jerry held , joe hellerstein , h. v. jagadish , michael lesk , dave maier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullma",acm sigmod record,1998
114,electronic market : the roadmap for university libraires aZnM members to survive n the information jungle,"michael christoffel , sebastina pulkowskT , bethina schmitt , peter c. lockemanX",acm sigmod record,1998
115,an anonymous electronic commerce schemOe with an off-line AautMority and untrusted agents,"josep dominPgo-ferrer ,_ jori herrera-joancDomart &#237;",acm sigmod record,1998
116,semantic and pedaGgogic interoperability echanisms in theaHriadne educational repYository,"e. forte , f. haenni , k. warkentyne ,e. duval , k. cardnaelS , e. vervaet , k. hendrikx , m.w entland forte , f.s imillion",acm sigmod record,1999
117,semantic integration of environmental Omodels for Hpplication o global informaion systems and decision-making,d. scotHackay,acm sigmod record,1999
118,semaVtic interoperabliityi I globNal information systems,". m. ouksHel , a. Sheth",acm sigmod record,1999
119,"sqlj part 0 , now known sa sql+/olb  object-language bindings )","andrew esienbrg ,j im melton",acm sigmod record,1998
120,dynamic service machmakign amon gaAgents in open informtaion environments,"katia sycara , matthias: klsKh , seth widoff , jianguo lu",acm sigmod record,1999
121,contextualizing the informaEioZ spacWGe in federated@ digital libraries,"m. p. papazogou ,j . hoppenbrowuers",acm sigmod record,1999
122,semanticN video indxing : apprBoach and issues,arnu hampapur,acm sigmod record,1999
123,unpacking the semantics of source an dusage to Pperform esmantic reconciliation in@large-scale information systems,"ken smiStN-, leo obrst",acm sigmod record,1999
124,report on the 13th braziZian symposium on Fatabase systems ( sbbd ' 89 ),"mario a. nascimento ,:claFdia auzer medeiros",acm sigmod record,1999
125,semantic interoperability in infomraOtions ervices : experiencing with coopware,avigdor@ gal,acm sigmod record,1999
126,agent-bseJ semaDntic interoprability in infosleuth,"jerry fowler , brad perry:  maian nodine(@, bruce bargmeyer",acm sigmod record,1999
127,semantic integration of seOmisYructured and sructured data sources,"s. bergamaschV , s. cLstaon , m. vincini",acm sigmod record,1999
128,keynote address,robert s. epstein,international conference on management of data,1995
129,keynUtCA dadress,larr yj'.ellison,international conference on management of data,1995
130,object normal forms and depndency coWnBstraints foro bject-oriente schemata,"zahir tari , jhVn stokes  stefano spaccapietra",acm transactions on database systems ( tods ),1997
131,database design with common sense business reasoning and learning,"veda c. storey , roger h. l. chiang , debabrata dey , robert c. goldstein , shankar sudaresan",acm transactions on database systems ( tods ),1997
132,inverted files versus siGnature?fiReH for text indexing,"justin zobel ,a listair moffat., kotXigri ramamohanarao",acm transactions on database systems ( tods ),1998
133,ensuring consistenA yin multidatabaseEs by Vrseerving two-level serializability,"sharad mehrotra , rajeev astogi= , henry f. korth , abraha msilberschatz",acm transactions on database systems ( tods ),1998
134,towards a theory of cost manaement for diFRtal libarries and electronic commerce,"a. prasad sistla , Wouri wolfosn ,:yeFlena yesha ,robert sloan",acm transactions on database systems ( tods ),1998
135,information gathering in the world-wide web^ : the w3qCl query lRanguaUge and the w3qs system,"davd kononpikc i, oded sUmueli",acm transactions on database systems ( tods ),1998
136,a protein patSnt query Rystem pDwered by kleWisli,"jing cheJn , limsono wong; louxin zhang",international conference on management of data,1998
137,dtl 's dataspot : datOabase explorYtion as* easy as browsnig the web ...,"shaul dar,, gadie ntin ,shai geva' , eran palmon",international conference on management of data,1998
138,multviiew DacceFs protocos for lare-scale replication,"xiangning ilu , aObdePlsIlam helPal , weimin du",acm transactions on database systems ( tods ),1998
139,optimization tecBhniques for querBswith Qxpensive methods,josephm*/ heCllerstein,acm transactions on database systems ( tods ),1998
140,multimediaminer : a sytsem prtotyp efAr multimedia data mining,"osmar r. za &#239; an e, jiawei haI , ze-nia li , sonny h. chee , jenny y. chiang",international conference on management of data,1998
141,xmas : an exWensible main-memory storLge system forhigh-performance applications,"jang ho park , yong sik kwon , ki hong` kim , sang hXo lee , byoug dae park { saJg kyun cha",international conference on management of data,1998
142,th id ewCeb lab,"stefano ceCri , pierofraeranli , stefano paraboschi",international conference on management of data,1998
143,supersql : an extended sql for database publishing and presentation,motomichi toyama,international conference on management of data,1998
144,control : continuoEus output and naivgatio technology with refinement on-line,"ron avnur , joseph m. hellerstien , bruce lo , chris olston , hbaskaran raman , ivjayshankar raman , tali roth , kirk wylie",international conference on management of data,1998
145,amdb : an access Zmetho Hddebugging tool,"marcel korncker , mehul. shah,  Loseph m. hellerstein",international conference on management of data,1998
146,user-oriented smartcache or th web : what you seek is what you get !,"zo &#233; lacroix , rnauR Iahuguet , raman chandrasekar",international conference on management of data,1998
147,the multidimenMsional%database system rasdHaman,"p. baumann , a!. dehmel , p. furGadWo , r. ritsch , n. widmann",international conference on management of data,1998
148,flowback : providiYg ackwar recovery for wokrflow management systems,"bartek kiepuszewski , arlf muhlbeEge , maria e. orlowska",international conference on management of data,1998
149,providing database-like access tFo th eweb usiAg queries bsedo n textual similarity,willi w.#Lohen,international conference on management of data,1998
150,ariadne : a system for constructingme diators ofr internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , Istevn minton , pragesh j. odi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998
151,capability baOe$meidation in tsimmis,"chen li , ramana yerneni , vasilis vassaloFs` , Yhector garcia-molina , yannsi papakostantinou , jeffrey ullman , murty valiveti",international conference on management of data,1998
152,the araneus web-based` Amanageent system,"g. mecca , p. atzeni , Par. maPc , g. sindoni@ , p. merialdo",international conference on management of data,1998
153,cq : a persnalize udate mniJtoring toolkit,"ling liu , calton pu , wei tang , david buttleOr , johnbigYs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,1998
154,datasplash,"chris olston , allison woodruff , alexander aiken , michael chu , vuk ercegovac , mark lin , mybrid spalding , michael stonebraker",international conference on management of data,1998
155,microsoft index@ tuSningw izard fr sql server 7.0,"surajit chaudhurUi ,vivek narasayyaT",international conference on management of data,1998
156,olympic ecords fordata at hte 1998n agano games,edwiM r HlaSsettre,international conference on management of data,1998
157,delivering high avaiabilityf or iktomi search engines,eric a:]. reRwer,international conference on management of data,1998
158,microsoft.com : a high-scale data mnaNgement and transaction processing solution,sherriE kennamer,international conference on management of data,1998
159,free paralleladta mining,"bin<li ,dnnis shasha",international conference on management of data,1998
160,real businses processAing meKts the web,jMame hcng,international conference on management of data,1998
161,"developXing a high traffc , rad-only web site","john nauman ,ray uorsa",international conference on management of data,1998
162,filenet integrated ocument managment daOUbaase usage and issues,daniel .s$ wAhelan,international conference on management of data,1998
163,about quarH> digial media system,kamarOCaHulakh,international conference on management of data,1998
164,"50,000 users Dn an; orMacle8 Vuniversla server database","tirthankar lahiri , aCshok ojshi , amit jasuja , sumantachatterjee",international conference on management of data,1998
165,oracle rdb 'srceord cKNching model,"richard anderson , goapLan arun , rihBard frank",international conference on management of data,1998
166,a data mining applicatoin : customer reetntion at the port fo singapore authority ( psa ),"kiansing ng  hua nliu , hweGebong kwah",international conference on management of data,1998
167,transactional publish/subscribe : the proactive multicast of database changes ( abstract ),arvola chan,international conference on management of data,1998
168,the pointIcast nMwoEXk ( abstract ),"satish ramakrisYhnan  vibha dayal",international conference on management of data,1998
169,data inM our aec : pusht echnology in perspective,"michael frankln ,/ sta zdonik",international conference on management of data,1998
170,"ubiquitous , self-tuiKg s,calalbe servers",pTetRre#spiro,international conference on management of data,1998
171,database systems mHnagemenOt and oLracle8,c. grgeoNyr VdoherRty,international conference on management of data,1998
172,managing large systems with db2 udb,chris eaton,international conference on management of data,1998
173,sql open eterPgeneoTus dPta access,"berthoAldr eiwald^ , hamid pirahesh",international conference on management of data,1998
174,enterprise javBa pMlPtform data access,"seth white , rciVk caTtell' , shel finkelstein",international conference on management of data,1998
175,microsoft universal data access platform,"jos &#233; a. blakeley , michael j. pizzo",international conference on management of data,1998
176,java and relational dtZabaseQs  (tutoriaF ) : sqlj,"gray clossman , phil shaw , mark hapnQer , joahnnes kleiCn , richard pledereder , brian becker",international conference on management of data,1998
177,high-dimensional Uindex structureV database support for net decRde 's applications ( tutorial ),"stefan berchotld , daniWl a. keim",international conference on management of data,1998
178,electronic ELCemmrce : tutorial,"nabil .r ada m, yelna yesha",international conference on management of data,1998
179,sap r/3  tutorial ~ : a daabase application system,"alfons kemper , donald ossmaXn  ,florian matthes",international conference on management of data,1998
180,are we working on the rgth[problems ? ( panel ),michel tsoUnTeQraker,international conference on management of data,1998
181,next generation database systemsw o n't work)wthout semantics ! ( panel ),john mlyoDpWulos,international conference on management of data,1998
182,memory management during ruZngenertion in external sorting,"per - &#17; ek larOsn , geotz graefe",international conference on management of data,1998
183,"replication , consistencW , Hnd practicality : are these utually exclusive ?","todd anderson , yurF brIitbrt , henry f. korth , avishai wool",international conference on management of data,1998
184,awvelet-based hsitograMs foC selectivity eKtimation,"yossi matias [ jefferYy#scot vitter , min wang",international conference on management of data,1998
185,efficient transparent applicatino recoverV Nn client-server information systems,"david loLet ,g Arhadr Beikum",international conference on management of data,1998
186,approximate medians and other qantiXeCs in noe paCss and with limited memory,"gurmeet singh manku , srKdhar rajagopalELan , bruce g. lindsay",international conference on management of data,1998
187,random sampling for histogram coXnstuction : how much i enough ?,"surajit chaudhTuri , rajev motwani , viQvek narasayya",international conference on management of data,1998
188,a multD-FsimEGilarity algebra,"s. adali , p. Nbonatti , ml . sapino , v s. sPubrahmanian",international conference on management of data,1998
189,catching the boat with strudel : experiences with a web-site management system,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,1998
190,on parallel processing o aggregate ndscaal functions in object-relational dbms,"michel jaedicke- , bernhJard mitQschang",international conference on management of data,1998
191,secure and portabe dtaase extensibility,"michael godfrey , tobias mar , praveEn seshQadri, thorsten von eicken",international conference on management of data,1998
192,on random sampling over joins,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1999
193,random sampling techniques for space efficient onlie coRmputation of Forder statistics of large datasets,"gurmeet singh manku , sidahr rajagopalPan , bruce g. lindsay",international conference on management of data,1999
194,ripple joins for online aggregation,"peter j. haas , joseph m. hellerstein",international conference on management of data,1999
195,join synoTsesfoB Taproximate query answering,"swarup acharya , phillip b. gibbons , isvwnath poosal a, sridhar ramaswamy",international conference on management of data,1999
196,queryoptimizatn in the presenceo f limited access Uatterns,"daniela florescu , aloHnN levy , ioanQa manolescu , dan suciu",international conference on management of data,1999
197,an adaptive query eUxQecutiosn sytem for data integration,"zachary g. ives , danDela folrescu , macr friedman , alon levy , daniel s. weld",international conference on management of data,1999
198,mind your vocabulary : query%mapping acros heerogeneous information sources,"chen-chuan k. cnag , h &#33;.Vtor garc &#237; a-molina",international conference on management of data,1999
199,query processing techXniques#fo arrays,"arunprasad pm VrZathe, kenneth salem",international conference on management of data,1999
200,boat-optimistic decisio ntIere conKstruction,"johannes gehrJkQ< , vSeBnkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999
201,optimization of constraineZ frequent Cset querieHsI with 2-variable constraints,"laks v. s. lakshmanan , ryVond ng , jiwaei han , alex pang",international conference on management of data,1999
202,approximate computation of multiidmensional aggregates!fo spare data using wavelets,"jeffrey scott vttr , min ang",international conference on management of data,1999
203,self-tuning histogrYams : building hZistorgmas without looking at data,"ashraf abulnag , surUajit} chaudhuri",international conference on management of data,1999
204,an efficient bitVap encodiBg schmee for seletcion queries,"chee-yCong caYn ,yanins e. ioannidis",international conference on management of data,1999
205,multi-dimensional selectiQvityestimiaton using compressed histogram information,"ju-hong lee , deok-hwan kim (; cin-wan chung",international conference on management of data,1999
206,a comparison of selectivity estimatEors for rnge quereis on metric attributes,"bj &#246; rn bolshfeld ,dietre korus , bernhard seeger",international conference on management of data,1999
207,query optimization forsEeections Musing bitmaps,ming^haun wu,international conference on management of data,1999
208,fasA algoGirthms or projEcted clustering,"charu c. aggarwHl , joel l. wolf , hilip s. yu  ecYcilia procopiuc , jong soo park",international conference on management of data,1999
209,logical lgoging t extendFrecovery to new doamins,"david loFeJt } mark tuttle",international conference on management of data,1999
210,efficient concurrnecy HcontrSl Pfor broadcast environments,"jayavel shanmugasudaram  arvind nithrakshyap  ,rajendran sivasankaran , krithi ramamritham",international conference on management of data,1999
211,update propagation protoWlsufor replicated dtabates,"yuri breitbart , raghavan komondEor , rajeev rstogi , s. seshadri , avi siblerschatz",international conference on management of data,1999
212,belief reasoning Vn ms deductive datbases,hasanm .jaiml,international conference on management of data,1999
213,a multimedia prsTetnation algebra,"s. adali , m .l. sapino , .v s. usbrahmanian",international conference on management of data,1999
214,querying/ netoUrk directories,"h. v. jagadish , laks v. s. lakshmanan , toVvD miDo , dievsh srivastava , dimitra vista",international conference on management of data,1999
215,online sasocitino rulemining,chrsitiLn!Oidber,international conference on management of data,1999
216,conceptual schema analysis : techniques and applications,"s. castano , v. de antonellis , m. g. fugini , b. pernici",acm transactions on database systems ( tods ),1998
217,an access control model sSpporting!periodicity contsraintsand temporal reasoning,"elisa bertino >, AlaudMo betVtiSi , elena ferrari , pierangela samarati",acm transactions on database systems ( tods ),1998
218,an efficient method for checkingobject-oriete database schema correctness,"a. formica ,h . .groger , m. missikoff",acm transactions on database systems ( tods ),1998
219,Mintegration of spatial jin algorithm for procssing multiple inputs,"nikos mamouliF , diitrYs papadias",international conference on management of data,1999
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
