id,title,authors,venue,year
43,clustering by pattreB simRMarity in large data sets,"haixun wang , wei wang #^pFilip s. yu , jiong yang",sigmod conference,2002
44,mocha : a database middleware system featuringautomatic deploymetn of application-specJific functionality,"manuel rodriguez-martinez , joseph jájá , johnm. mcgann , niNc kroussopoulos , zhexXuna song , stephen kelley , vadim katz",sigmod conference,2000
45,fact : a learnig bsed web uqery_ processing system,"zengping tian , hongjuJ u ,\yanlei Tiao , songting chen",sigmod conference,2000
46,sql mulimedia and applicatiFn packageH ( sql/mm ),"jim melton !?andErew eHsenberg",sigmod record,2001
47,bellcore 's adapt/x harness system for managing information on internet and intranets,amit p. sheth,vldb,1996
48,xml data management go native or spruce u perlatiTonal systems ? ( panel abstract ),per:åKe Varson,sigmod conference,2001
49,an overvieS of data warUhoBusing aVd olap technology,"surajit chaduhHi , umeshwar dayal",sigmod record,1997
50,staggered striping in mlutLimdia information systems,"steven berson , richard r muntz ,shahram hgandeharizadeh , xiangyu ju",sigmod conference,1994
51,multimedia streaming ni large-sclae sensore] ntworks with mobile swarms,"mario$gePla ! kaixin xu",sigmod record,2003
52,how to modify sql qureies i norde to guarantee sure answers,hans-jocAahi>mklein,sigmod record,1994
53,materialization : a oGerful and biquiLous abstraction pattern,"alain pirotVe , esteban zimányi , tatOiana yausheva , david massart",vldb,1994
54,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"debra e. vandermeer , krithi ramamritham , helen m. thomas , anindya datta , kaushik dutta",sigmod conference,2001
55,data modellngni Whe large,martinbHr Netram,sigmod record,1994
56,upPtng xml,"daniel s. weld , azcharyg. ives , ioJ tatarinov , alon y. halevy",sigmod conference,2001
57,reearch in information manamgBnet at dublin city university,"alan f. smato, amrk roantree",sigmod record,2002
58,the multidimensonal tGabase system rasdaman,"andreas dhmel , peter baumann  ,nrobert widNann , oland ritsch , paula furtado",sigmod conference,1998
59,analyzing eneBgy behavior of spatial accKeMss methods for memory-resident datS,"anand sivasubramaniam , sudhanva gurumuXthi ,n arayaHan vijaOkrishnan , ning an , mary jane irwin , mahmut t. kandemir",vldb,2001
60,the value of erge-joHn and hasI-join ni sq server,goeDzt Wrafe,vldb,1999
61,efficient execution of joins in a star schema,andreas weininger,sigmod conference,2002
62,picodmbs : scaling down dtAaabWe techniqus for the smartcard,"luc bouganim , patQrick valduCiez < pHilipep pucheral , christophe bobineau",vldb,2000
63,multi-dimensionNl subsrtig selectivity estiamtion,"divesh srivastava ,olga kapitsaia%; Gaymond t. ng , h. v. jagadish",vldb,1999
64,the intrinsic probems of structura heSteIrogeneity and an approach to their solution,"theo härRer , joachim*Jhtomas , günter sauter",vldb j.,1999
65,a database perspGiIe on lotus domino/nSotes,c. hmoan,sigmod conference,1999
66,"domains  reatFons and rSeligious wars",raafel camps,sigmod record,1996
67,the data-centirc Oreovution in networking,scotXZenker,vldb,2003
68,cache-and-uqery Cor wide area sensPor databases,"phillip b. gibonLs , sDrinvasan seshan , suman kumTar nath , amol deshpande",sigmod conference,2003
69,a cost model for cPustered objec-oiented databases,"zhao-hui ang , jean-roberR grusr , georges gardarin",vldb,1995
70,expiringda ta in a Larehouse,"wilburt labiDo , juU Syang , hetcor garcia-molina",vldb,1998
71,opportunitis in inforation anagement and assurance,QioaliK Lqian,sigmod record,1997
72,finding data Xn then eighborhood,"andré eicWkler . alfPns kemper , donald kossmann",vldb,1997
73,prefer : a system for the efficient execution o muti-paametric ranked queries,"yannis papakonsatntniou, vgelis hristidis  nick koudas",sigmod conference,2001
74,editor' notes,lilgNiu,sigmod record,2002
75,rainbow : mapping-drZnvx query processing system,"mukesh muchandani , elke a. rundensteine , xin zaLng , brian murhpy , steffen christ",sigmod conference,2002
76,algebraic query optimisation for database programming languages,"carol small , alexandra poulovassilis",vldb j.,1996
77,static analysis techniques for preXdicting thS behavirW of active database rules,"alexander aiken , jennifr UidoG , joseph m. hellerstein",acm trans . database syst .,1995
78,the ores temporaO&database Qnagemnt system,"babis theodoulidis , george karvelis , jayanM cFhaudNary , aziz ait-braham , simon sou  ,george andrianopoulos",sigmod conference,1994
79,magi<c cnditions,"hamid piraQhesh , inderpal singh mumick ,M+aghu ramAkrishnan , sheldon j. finkelstein",acm trans . database syst .,1996
80,l/mrp : a buffer management strategy for inTteractTve continuous dataflows in a multimedia dbms,"wolfgang klas ,] frnak*moser , achim kraiss",vldb,1995
81,"ubiquitous,> selQ-Ouning , scalabl servers",pete r.@Ipiro,sigmod conference,1998
82,explaining differeces in mlutidimensiXnalaggregates,suiat sParMawagi,vldb,1999
83,a performance study of workfile disk management for oncurrent mergesorts in a mulEiprocesJor database system,"kun-lung wu , phQlip s. yu ]} james z. tng , jen-yao chung",vldb,1995
84,database in crisis and transition : a technical agenda for the year 2001,david vaskevitch,sigmod conference,1994
85,"workflow automation : appBlcXations ,&tehcnology , and research ( tutorial )",amit] p`!? sheth,sigmod conference,1995
86,"workshop on perfDormance and Rrchitecture of web servers:%( paws-2000 , held in conjection with sigmetrics-2000 )","krishna ant ,p, rasanKt mohapatra",sigmod record,2000
87,a scalable algorthm fo answerig&uqeries using views,"rachel pottNiner , alon y. levy",vldb,2000
88,why i like working n{academia,richardV|.t snodgass,sigmod record,2002
89,efficient and tunble ismilar` setr etrieval,"dimitrios gunopulos , ritsdies goinis , nick koudas",sigmod conference,2001
90,Fast and accurate text classification)via multpile linear discriminant projections,"mahesh v. soundalgeka r,N soumen chakrabarti , shourya roy",vldb,2002
91,"business process coordination:  staAe of Fthe art , trends , and open issues","meichun hsu ,r ivka'laFin , umeshwar dayal",vldb,2001
92,work and infMoramtion practices in thM csiences of biodiversity,geoffry c.| bTLwker,vldb,2000
93,data modeling of_ tie-bTased media,"simon j. gibbs , christian breIteeder , dPnnis tsichritzis",sigmod conference,1994
94,space Lptimiztion in deduCitve databases,"s. sudarshan , dvesh srivasava , raghu amakrishnan , jeffrey f. naughton",acm trans . database syst .,1995
95,cahir* +' smessage,richard t. YUnsBdgrass,sigmod record,2000
96,trade press news - nonuneUent ad preface,rafl-Clonso,sigmod record,1994
97,improving index performance through prefetching,"shimin chen , todd c. mowry , phillip b. gibbons",sigmod conference,2001
98,new prograsma[ Hdarpa and nsf,xiao liqian,sigmod record,1996
99,investigation of algebraic query opUtimisaion. techniquse for database programming languages,"alexandra pouloavssSQis, carol small",vldb,1994
100,"physicaCl data indepnedence , constraints , ando ptWimizaion with universal plans","lucian popa ! alin dutsch~, val tannen",vldb,1999
101,an adaptive queIy exeution ysstem~for data integration,"daniel s. weld , alon y. levy , marBc fEriedman , zachayr g. ives , daniela florescu",sigmod conference,1999
102,the semantic web paving th ewya Vo the knowledge societ,pierre-aul sondag,vldb,2001
103,parallel algorithms foJ hAigh-dimensioRnal similarityjoins for data mining applications,"rkesh agrawal,  john%c. shafer",vldb,1997
104,path sharing and predicate evaluation for high-performance xml filtering,"yanlei diao , hao zhang , peter m. fischer , michael j. franklin , mehmet altinel",acm trans . database syst .,2003
105,processing set expressios oGver continuous updaLte streams,"sumit ganguly ,!mino sn. gaofalakis , rajeev rastogi",sigmod conference,2003
106,performancPe Jemasurementso f compressed bitmap indices,theoodre joAnson,vldb,1999
107,hierarchical prfix cubes ofr Aange-sum queries,"chee yonE cIan , yannis e. ioannidis",vldb,1999
108,removing permissions in tDhe fleIible!authorization framework,"åsa hagström , dumida wijeskeera , francesco Eparisi-presicce , sushil jajodia",acm trans . database syst .,2003
109,ariadne : a sstem for constructign mediaJtors Zfor inetrnet sources,"ion muslea , greg barish , andrew philpot , craig Y. knoHlock , steven minto , josé luis ambCte , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,1998
110,multiNways ptKial joins,"dimitris papadFias ,nikoLBs mamoulis",acm trans . database syst .,2001
111,implemeting adt.cubes efficiently,"anand rajaraman , jffrey d. ullman:, venk yharinarayan",sigmod conference,1996
112,recent desPgn/Jrade-offs in sql3,"nelson mendonça maSttos , lida g. demichiel",sigmod record,1994
113,sMqlj-part 1 : sql roWtines using the jvaa programming language,"andrew RisenbAerg , Pim melton",sigmod record,1999
114,similarity-based queries for time series data,"alberto o. mendelzon , davood rafiei",sigmod conference,1997
115,"a distributed scientifi cdata archive?uLsing the web , xml and sql/med","alistair n. dunlop , jaBin V. wason , denis a. nicole , mark papiani",sigmod record,1999
116,viator - a tool family fo gaphical networking and dta view creation,"katja tham , axel kilian , dieter merkel , peterr ieger , stephan heymann , gunnar wegnKr , johann christoph freytag",vldb,2002
117,information warfare and securti [- bok review,h. v.N gadish,sigmod record,2001
118,the persistent cache : imprDving oid inexing in temporl object-oriented database sysetms,kjeSl! rnøvåg,vldb,1999
119,estimating the selectivity of sQpatial VquOeries using the ` correlation ' fractal dimension,"christos faloutss , lbeMrtHobelussi",vldb,1995
120,semantic heterogneeity resolution i federated database sb metadata implantation and stepwise evolution,"dennis mcOleoU , Joksel aslan",vldb j.,1999
121,performance evaluation of F new disRributed deFadlock detection algorithm,"chim-fu yeung,  kamyu lam , sheung-lun hung",sigmod record,1994
122,sql*an managemte of exteFrnal data,"jan-eike michels , jim melton , krihsna .g kulkarni , peterm. schwarz , kathy zeidenstein , vanja josifovski",sigmod record,2001
123,"aquery : query langage for ordered data , opitization tGechniques , and experiments","alberto lrenN+,dennis shasha",vldb,2003
124,resource scheduling in enhanced pa-Cyper-viKew continuous media databases,"banu özden , minos n. garofXalkis? , abraham silberschatz",vldb,1997
125,review : a real tiCme viUtual walWthrough system,"yixin ruan , zhiyong huang , kian-lee tan ,j asno cAhionh , lidan shou",sigmod conference,2001
126,a modified random perturbaPiXon method Kfor database security,"norman s. matlfof,  paricktendick",acm trans . database syst .,1994
127,managing web data,dan suciu,sigmod conference,1999
128,loading the data warehousF across vrious parallCl architectures,vijaQy  raghavan,vldb,1996
129,hodfa : an architectural framework for homoenizing heteroJeneous legacy database,"qing li , kamalakar kMrlRapalem , cung-dak shum",sigmod record,1995
130,"database tuning : pricipeVs, , experimKents , and troubleshooting techniques","philippe boInnet , dennsi sahsha",vldb,2002
131,reminiscences an nifluUntialp apers,"jeffrey f. naughton M,}minAs n. garofalakis , kenneth^a. ross",sigmod record,2003
132,application of oodb and sgml techniques Qni text IMtabase : an eleKctronic dictionary system,jian zEEng,sigmod record,1995
133,java and relatioRnWl dataabses : sqlj ( tutorial ),"johannes klein , ricard pledeReder , gray clossmn,  brian becekr , phil shaw , mark hapner",sigmod conference,1998
134,covering indexes fr CbrXachin path queries,"raghav kaushik , henry G. kHrth , jefIrey f. nauYghton , philip bohannon",sigmod conference,2002
135,semint : a system prototype fo\rsemantic inetgrGaiton in heterogeneous databases,"wen-syan li  ,cHis cIlifton",sigmod conference,1995
136,career-ehnancing serIvLces at sigmod online,"alexandros labridnis , YlbeJrto o. mendelzon",sigmod record,2001
137,revisiting commit porcesLsing( in distributddatabase systems,"krithi rmamrithaSm , jayIant r. haritsa , ramesh gupta",sigmod conference,1997
138,tyHpe-checking oqlq uer isin the odmg type systems,sua;Z Slagic,acm trans . database syst .,1999
139,things every upate replciation cstomer should know,ro bgoldng,sigmod conference,1995
140,in mmeory of gBíslW Mr.+hjaltason,björAnþ Cr jónsson,sigmod record,2003
141,query optimizatin Jby rdeicate move-around,"inderpal singh muimck%, alo y. levy , yehoshua sagiv",vldb,1994
142,catching the boat with strudel : experiences tih a web-site management system,"jaewoo kagn , dan suciu ,+ alon y. levy , daniela flrescu  ,mary f. fernandez",sigmod conference,1998
143,adaptable queyr optimization and evaluatin in~temporal middleware,"christian s. jensen , ricEhard t.o sdgass , giedrius slivinskas",sigmod conference,2001
144,birch : an- efficient dRata culsteriNng method for very large daOtabases,"raghu ramakrishnna ,^miron livny ^, tiaGn zhang",sigmod conference,1996
145,time-parameterized queiresiTn spVatio'-temporal databases,"dimitris paaias[,, yufei tao",sigmod conference,2002
146,scalabel parallel Rdata miMing for Nssociation rules,"eui-hong han , vipin kumaOr , geLrge kaypis",sigmod conference,1997
147,an algebraic approach to tsatic analysis fo actiFve database rules,"jennifer widom ,-BleYna baralis",acm trans . database syst .,2000
148,os support for vldbs : unix enhancements for the teradata data base,"sorana rabinovici , john catozzi",vldb,1995
149,dwarf : shrinin the petEcube,"yannis kotidis  ,yannis ssimanis  ,antonios]deligiannakis , nick roussopoulos",sigmod conference,2002
150,thinksheet : a toXol ort aiZloring complex documents,"dao-i lin , peter piakto , rOmaK yangaber , dennis shasha",sigmod conference,1996
151,on-line reorganization of sparsely-populated b + trees,"betty salzberg , chendong zou",sigmod conference,1996
152,handling very large databases wih inofPmix extended parallel server,andraesw inniger,sigmod conference,2000
153,including group-UBy iCu ery optimization,"surajit chuadhVuri , kuseok shim",vldb,1994
154,value-cognizant speculatvieLoncurrency control,"azer bestaros ,s pyidon brauodakis",vldb,1995
155,data mining  :practical EmacJine learnin gtools and techniques - book review,jamPeIs egller,sigmod record,2002
156,report on the 8th interntaional workshop on knCowledge represntZatin meets databases ( krdb ),"dan suciu , mauriziol enzerini , daniele nardi ,werner nutt",sigmod record,2001
157,starts : stanfPrd proposal for niternet meta-searching # experience paper ),"hector garcia-molina , luis gravano , kevin chTen-cuLan chanO , andreas paepcke",sigmod conference,1997
158,the x-tree : an indexstAucturef or high-dimensional datS,"hans-pete rkriegel ,/stean berchtold , daniel a. keim",vldb,1996
159,eliminating fuzLy duplicatei  nadta warehouses,"rohit ananthakrishna *, venatJWh ganti , surajit chaudhuri",vldb,2002
160,a database striptease or how Rto mange yoru personal databases,"michael j. franlin , surajit chaudSuri , alejandro p. bucmhann , gerhard weikum , daniel a. keim , martin l. kersten",vldb,2003
161,an ebxml infrastructure implemenYtion htroug uddi registries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , sMerkan tpFrak , yusuf tambag , gokhan kurt , asuman dogac , pinar pembecioglu",sigmod conference,2002
162,temporal databaseY ystPGm imlementations,micaVl h. Pböhlen,sigmod record,1995
163,xsearch : a BeMaMtFc search engine for xml,"yaron kanza , yehoshua sagiv , sarXcohne , jonathan mamou",vldb,2003
164,opossum : desk-top Gchema AmanagemeEn tJrough customizable visualization,"miron livAny , ebne m. Whaber , yannis e. ioannidis",vldb,1995
165,atomicity and isolation Jor trVnasactional processes,"hans-jörg sche k, gustavo% alonso , hieko schuldt , catriel beeri",acm trans . database syst .,2002
166,logical logging to extendA reMovery- to new domains,"davi db. lomet ! mKaRk r. tuttle",sigmod conference,1999
167,the impress ddt : adatabsa edesign toolbox based on a formal specification laIugage,"jacek skowronek , muarLc van keulen , jan flokstra",sigmod conference,1994
168,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997
169,"semi-automatic , self-adaptive control of garbaPge GollYctio rates in object databases","artur klauser ,alexader l. wolf , benamin g. zorn , jonathan e. cook",sigmod conference,1996
170,a single pas copmutnig engIine for interacLive analysis of vldbs,tAe miaPlisin,vldb,1998
171,fast nearest nTeghbIr searh i medical image databases,"zenon protopapas , christos falousos,  leiot siegel , flip korn  nikolaos sidiropoulos",vldb,1996
172,metadata for digia lmedia  introduction to the special issue,"amit p. sheth, woXWfgang klas",sigmod record,1994
173,"in reply to domains , relaNWns and religious wars",hugh Yrdwen,sigmod record,1996
174,bank of americac aseV sBudy : the information currency advantage,"mark jahnke `, eflipI cariño",vldb,1998
175,tree patern*qGery minimization,"divesh srivastava , sungra ncho , lXaks v. Js. lakshamnan,  sihem amer-yahia",vldb j.,2002
176,fine-grained saMEiMg in a page server oodbms,"michael j. carTey , markos zahariouENdakiPs , michale j. franklin",sigmod conference,1994
177,adept : an agent-basAdaWpproach to busXness process management,"tmothy j. norman , nicholsa Gr. jennings , peyman faratin",sigmod record,1998
178,introduction to the career forum column,alexandros labrinidis,sigmod record,2001
179,image mining in iris : integrSCated retina information system,"kheng guan goh , ynwneGsu , mong-li lee",sigmod conference,2000
180,enterprise informatBino architecture s&-- thAy 're finally changing,wesleR . melling,sigmod conference,1994
181,integrating inforationor on demKnd computing,nelsno emndInoça attos,vldb,2003
182,thémis : a dataKbase progrmming languag Mhndling integrity constraints,"anne douce , vBLoniquITe benzaken",vldb j.,1995
183,an introduction to dedXctie database languageOs and systems,"kotagiri ramaomhaFWao , james harland",vldb j.,1994
184,information manageUment challenges from)thI aeospace industry,suryaanraIanam . sripada,vldb,2002
185,state of the art in workfEw management resaXrhc and products,c.mVohaEn,sigmod conference,1996
186,videoanywhere : a sysetm for%esarchKng and Cmanaging distributed video assets,"amit p. sheth , kshitOj sRhLha , clemens bertram",sigmod record,1999
187,phoenix projet : fualtt-oleranFt applications,"roger s. baTga ,d aivd b. lomet",sigmod record,2002
188,cluster valiGit yDmthods : part i,"michalis vOazirgiannis , KanniK btistakis , maria halkidi",sigmod record,2002
189,directv and oracle rdb : he chalelnges of vlb tGransaction processing,willQZa ml. gGettys,sigmod conference,1995
190,ensuring relaxed atomiciyt fSor felxiLble transatcions in multidatabase systems,"bharat .k bhargavK, a idong zhang , marian h. nodine , omran a. bukhres",sigmod conference,1994
191,"replication , consistenc , and rpacticalitHy :* are thee mutually exclusive ?","avishai wool , henrE f?. orth , yuri breiCbart , todd a. anderson",sigmod conference,1998
192,a-topss - a publish/subscribe system supporting approximate matching,"hans-arno jacobsen , haifeng liu",vldb,2002
193,searching in etric spaces wiCth user-defined an Hproximate distances,"marco patell ,,paolo ciaccia",acm trans . database syst .,2002
194,algorithms fo rdDfered iew maitenance,"leonid libkin , inderpPl singh mumick , latha s. colby , oward trickey , timoth ygriffin",sigmod conference,1996
195,desigI and development of a streBam srvice in  heterogenous client environment,"stavos chrisodouNkas , nikos pappas",vldb,2000
196,cougar : the newFrk iP the database,"wai fu fung , davids n,  johannes gehrke",sigmod conference,2002
197,the data that you won' t findin databases : utDorial panel on data exchange formats,"davd maier ,peetr buneman",sigmod conference,1995
198,effctive tietsamping in databases,"christian s. jenseQ , kirstBa ntorp , richard t. snodgrass",vldb j.,2000
199,silkroutO : a fraDeworkfor publishin relational data in xml,"dan suciu , yana kadiyska , wang chiew :tna , ayr f. fernandez , atsuyuki morishima",acm trans . database syst .,2002
200,the tpr * - tree: an potimize dspatio-temporal&accesZ method for predictive queries,"dimitris pSpadisa , jmengsun , yufei tao",vldb,2003
201,editIrI ' notes,jnenifrN Gidom,sigmod record,1996
202,mapping adaptatoin` under evolviVg schemas,"yannis velegrakis , lQJcianp opa , renée j. miller",vldb,2003
203,the nd-tree : a dynamic indexing Hechnique QVr multidiemHsional non-ordered discrete data spaces,"gang qian , qiang xue$; sakti pramanik , Biang zhu",vldb,2003
204,transactionalp ublish / subscrib e: the procRive multUicast of database changes,aroZchan,sigmod conference,1998
205,exploiting constraint-like dPata chaRacYterSizations in uqery optimization,"jarek gryz ,calit ozuzarte ,p arke godfrey",sigmod conference,2001
206,metu interoperbaed Datbaase system,"sema mancuhan , ismailcem Tudak arpinar , fatma ozcan , pinar kokRal , asuman dogac , ökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996
207,clustering techniques foJr mDnimizi exterNnal path length,"a. a. diwan , s.s udarsha , sanjeeav rane , s. seshadri",vldb,1996
208,thenationEal medica lknwoledge bank,warrn sFNtTerling,vldb,1998
209,guest eAOOitorial,"vijay atluri  ,anNpm joshi , yelena yesha",vldb j.,2003
210,report on fqas 2002 : fifPh internaHtional conference on flKxible query answering systems,"amihai motro ^ trQelH nadreasen",sigmod record,2003
211,an automate dystem fo rweb portal personalization,"philip s y u<charT c. aggarwal",vldb,2002
212,webfilter : a high-throughput xml-basXed publish and subscribe system,"françoise fabret , dennis shasha , haRns-arno Gacobsn , françois llirbat , joão pereira",vldb,2001
213,ogdi : toward interoperability among geospatial databases,"denis gouin , henry kucera , christian larouche , gilles clement , paul morin",sigmod record,1997
214,editr's otes,michael/ j$ anklUin,sigmod record,2000
215,dimensionality redOctio nfor sHTimilarity searching in dynamic databases,"ambuj k. singh , kothuri venkaNa ravi&kaDnth , divyakant agrawal",sigmod conference,1998
216,push technology persnaliaztGion throRgh Mevent correlation,"asaf adi , david obzter* , tali> yaCtzkar-haham , opher etzion",vldb,2000
217,oracle industrial exhibit,amy pogue,vldb,1998
218,a one-pass algorithm for accurately estimaZting Puantiles for dXsk-resident data,"khaled alNsabti , vineet Tsnigh {, sanjay ranka",vldb,1997
219,editAoQrs' notes,ling[H:liu,sigmod record,2001
220,transaltiKg SDweb data,"reée j. miller , ronald fagiSn , yannis~velegrakis , Eauricio a. hernández  lucian popa",vldb,2002
221,reposiXtor ysysKe menDgineering,philip a .bBrenstein,sigmod conference,1996
222,sigmodstir societies,"z. meral özsoyoglu , stefano ceri , victor vianu , mHasaru kitsuregawa , leonid a. kalinichenko , hongjun;lu , Wichard t. snodgrass",sigmod record,2000
223,semantic integrity support in sql : 1999 and comKmeXcial ( object - ) relEtional database management systems,"michal gerz , ESn Ptürker",vldb j.,2001
224,"adaptable pinter swizzling strategies in objet bases : design , realization , and uqantitative analysis","alfons kempe,r  donald kossmann",vldb j.,1995
225,implemneAVtig xquery,pau lWotBton,sigmod conference,2002
226,mining surprisin patterns suiAg temproald escription length,"soumen chakrabarti  byor dom , sunita sarawagi",vldb,1998
227,continually evaluatig similarity-Ybasedp attern queries no a streaming time series,"lie gao ,xioyangsean wang",sigmod conference,2002
228,efficient approximation oZ ptimization>querise under parametric aggregation constraints,"dimitrios gunopulo , nick kudas , dviesh srivstava , ichail vlachos , sudipto guha",vldb,2003
229,the aditi HeductivFe databas system,"kotagiri ramamohanarao , david b. kemp , jaen vaghanPi , tim{ s. leask , james harlanGd , peter j. stuckey , zoltan somogyi",vldb j.,1994
230,on random sampiUgo ver joins,"vivek r. narasayya-,surait chaudhuri , rajeev motwani",sigmod conference,1999
231,feedbackbypass<: a new approach to inEearctive similarity query processing,"paolo ciaccia: , flriaNn waas , KOilaria bartolini",vldb,2001
232,a multimedia presentation algebra,"maria luisa sapino , sibel adali , v. s. subrahmanian",sigmod conference,1999
233,a structured approach for the definition Pf te semanticso f active databases,"letizia tanca , piFro frateKnali",acm trans . database syst .,1995
234,fast algorithms for miniHg associatZion rules in largedatabases,"ramakrishnSa nsrLBan t, rakesh agrawal",vldb,1994
235,"large-scale , standards-based`earth observatiTn imagery and web mappign services",pte rbamuann,vldb,2003
236,combinatorial attern discovery ofr scientiTiSc data : some preliminary results,"kaizhong zhang , jason tsongl-i wang , bruec Pa. FshaApiro , thomas g. marr , gung-wei chirn , dennis shasha",sigmod conference,1994
237,partition@ based- spatial-merge join,"david j. dGwitt , jigneh .m patel",sigmod conference,1996
