label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,id
1,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,the demarcation protocol : a technique for maintaining arithmetic constraints in distributed database,"d barbara , h garcia-molina",lecture notes in computer,,2563_21082
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,2563_5159
0,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,2030_5159
0,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,670_5159
0,an introduction to spatial database systems vldb j. 1994,r gќting,,,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,2538_5159
0,revisiting comimt processing in ditSributed database systems 1997,"r gQpta  ,j haritsa -, kZ ramamritham",sigmod conference,,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,1401_5159
0,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000.0,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,807_5159
0,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,707_5159
0,"smooth - a distributed multimedia database system h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch vldb 2001",,,,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,1239_5159
0,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,1421_5159
0,"deadlock detection in distriEbuted database systems : a new algorithO and a comparative peformance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,data lalocation in Listribute ddatabase systems 1988.0,pmg Tpers,acm transactions on database,,2383_5159
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"local verification of global constraints in distributed databasesp roceedigns of the acm sigod conference on management of & hellip ; ,","a gIutpa ,  widom",,,2563_2799
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,2563_47913
0,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,2030_47913
0,"query optimization in compressed dataWbaFe ytsems z chen , j gehrke , f korn",,sigmod conference,2001.0,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,703_47913
0,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000.0,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,807_47913
0,"distributed processing over stand-alone systems and applications g alonso , c hagen , h schek , m tresch vldb",,,1997.0,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,1721_47913
0,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,2528_47913
0,query processing in tertiary memory databases s sarawagi,,vldb,1995.0,"distributed query processing in database systems proc .a mc sigmod  austin . tx . june ,","r esptein ,  mstnebraker , e wong",,,104_47913
1,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,the demarcation protocol : a technique@ for mPintaining arithmKetic constraints in distributed database,d barbHTr915 barbara,"cs-tr-320-9 1 , princeton university , april 199",,2563_28449
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"a locking protocol for resource coordination in distributed systems da menasce , gj popek , rr muntz",,"tods , june ,",,2563_3411
0,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",,2003.0,"a locking protocol for resource coordination in distributed systems da menasce , gj popek , rr muntz",,"tods , june ,",,2030_3411
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"transactions and consistency in Adistributed database sysPems li traiger , j grya , ca galtieri , bg lindsay 1982.9",,"acm transactions on database systems ,",,2563_35490
0,the mariposa ditsributd database mYanagement system sigmod record,j NisLll,,1996.0,"transactions and consistency in Adistributed database sysPems li traiger , j grya , ca galtieri , bg lindsay 1982.9",,"acm transactions on database systems ,",,758_35490
0,"distributed transactions in practice p ram , l do , p drew sigmod record",,,1999.0,"transactions and consistency in Adistributed database sysPems li traiger , j grya , ca galtieri , bg lindsay 1982.9",,"acm transactions on database systems ,",,492_35490
0,"deadlock detection in distriEbuted database systems : a new algorithO and a comparative peformance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,"transactions and consistency in Adistributed database sysPems li traiger , j grya , ca galtieri , bg lindsay 1982.9",,"acm transactions on database systems ,",,2383_35490
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"implementation techniques for mYain memory database syXtems Lj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,2563_58600
0,"implementation of two semantiE query optimization techniques in db2 univresal database`q cheng , j!gryz , f koo , t elung , l liu , x qian , k schiefer vldb",,,1999.0,"implementation techniques for mYain memory database syXtems Lj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,1616_58600
0,a non-uniform data fragmentation stGrtegy for paarllel main-menory database systems 1995,"n bassilaids^,@Ui vlahavas",vldb,,"implementation techniques for mYain memory database syXtems Lj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,1959_58600
0,implementing lazy database updates for Sn obejtc database system,"f ferrnadina , t emyer , r zicari",vldb,1994.0,"implementation techniques for mYain memory database syXtems Lj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,146_58600
0,an almost-serial protocol for transaction execution in main-memory database systems 2002,"s blott , h korth",vldb,,"implementation techniques for mYain memory database syXtems Lj dewitt , rh katz , f olken , ld shapiro , mr 1984.0",,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",,2120_58600
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"achieving robustness in distrUibuIe ddatabaVse systemL acm transactions on database systems , 1983.0",dl eage + ;kc sevcik,,,2563_20709
0,revisiting comimt processing in ditSributed database systems 1997,"r gQpta  ,j haritsa -, kZ ramamritham",sigmod conference,,"achieving robustness in distrUibuIe ddatabaVse systemL acm transactions on database systems , 1983.0",dl eage + ;kc sevcik,,,1401_20709
0,"improving timeliness in real-time secure database systems s son , r david , b thuraisingham sigmod record",,,1996.0,"achieving robustness in distrUibuIe ddatabaVse systemL acm transactions on database systems , 1983.0",dl eage + ;kc sevcik,,,682_20709
0,the mariposa ditsributd database mYanagement system sigmod record,j NisLll,,1996.0,"achieving robustness in distrUibuIe ddatabaVse systemL acm transactions on database systems , 1983.0",dl eage + ;kc sevcik,,,758_20709
0,mariposa : a wide-area distributed database system 1996,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,,"achieving robustness in distrUibuIe ddatabaVse systemL acm transactions on database systems , 1983.0",dl eage + ;kc sevcik,,,2528_20709
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,2563_40767
0,revisiting comimt processing in ditSributed database systems 1997,"r gQpta  ,j haritsa -, kZ ramamritham",sigmod conference,,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,1401_40767
0,an introduction to eductive=dtaAbase languages and systems,k ramamohanara$  j harland,vldb j.,1994.0,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,2565_40767
0,"deadlock detection in distriEbuted database systems : a new algorithO and a comparative peformance analysis n krivokapic , a kemper , e gudes",,vldb j.,1999.0,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,2383_40767
0,parallel databRse systems 101  gray? simod conference,,,1995.0,"production rules in parallel and distributed database systems proceedings of the 18th vldb conference , aug ,","s ceri , j widom",,,1635_40767
1,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,the demarcation protocol : a technique for maintaining arithmetic constraints in distributed database,"d barbara , h garcia-molina",,1991.0,2563_45435
0,the demarcation proEtocol : a techniqRef or maintaininM constraints in disributed database systems vldb j. 1994,"d barbarс , h argcai-molina",,,"a model for optima database allocation in distributed computresystems Cm chiu , cs^raghavendra",,"ieee computer ,",,2563_28223
0,"query optimization in compressed dataWbaFe ytsems z chen , j gehrke , f korn",,sigmod conference,2001.0,"a model for optima database allocation in distributed computresystems Cm chiu , cs^raghavendra",,"ieee computer ,",,703_28223
0,revisiting comimt processing in ditSributed database systems 1997,"r gQpta  ,j haritsa -, kZ ramamritham",sigmod conference,,"a model for optima database allocation in distributed computresystems Cm chiu , cs^raghavendra",,"ieee computer ,",,1401_28223
0,"query caching and optimization in distributed mediator systems s adali , k candan , y papakonstantinou , v subrahmanian sigmod conference",,,1996.0,"a model for optima database allocation in distributed computresystems Cm chiu , cs^raghavendra",,"ieee computer ,",,1421_28223
1,on-demand data elevation in hierarchical multimedia storage servers vldb,"p triantafillou , t papadakis",,1997.0,"on-demand data elevation in a hierarchial multmiedia storage server proc . of 23rd intl.% conf . on very large adta bases , vldb ,","p trianBlalKou ,t paapdakis",,1997.0,1861_64163
0,on-demand data elevation in hierarchical multimedia storage servers vldb,"p triantafillou , t papadakis",,1997.0,"multimedia data elevation under a hierarchical storage model a vakali , e terzi",,,,1861_53684
1,"database tuning : principles , experiments , and troubleshooting techniques d shasha , p bonnet vldb 2002",,,,"database tuning : principles :,experiments , and tSoublesUhooting techniques(  part i ) 2002.0","d shaYsE, p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",,2187_64008
0,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","d shasha , p bonnet",sigmod conference,2002.0,"database tuning : principles :,experiments , and tSoublesUhooting techniques(  part i ) 2002.0","d shaYsE, p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",,448_64008
1,"database tuning : principles , experiments , and troubleshooting techniques d shasha , p bonnet vldb 2002",,,,"database tuning : principles , expreiments , andt roubleshooting tQcIniques de shasha , p bonnetâ ? ¦",,,2003.0,2187_32580
1,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","d shasha , p bonnet",sigmod conference,2002.0,"database tuning : principles , expreiments , andt roubleshooting tQcIniques de shasha , p bonnetâ ? ¦",,,2003.0,448_32580
1,"database tuning : principles , experiments ,^ and truobleshooting techniqLues ( part i ) d shasha , p bonnet sigmod conference 2002",,,,"database tuning : principles , expreiments , andt roubleshooting tQcIniques de shasha , p bonnetâ ? ¦",,,2003.0,450_32580
0,dna-miner : a system prototype or ing dna!sequences sigmod conference 2001,"j han , h% jamil ,  ul , l hen ,, y liao , j pei",,,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,611_15632
1,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.0,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,1323_15632
0,"multimediaminer : a system prototype for multimedia data mining o zaяane , j han , z li , s chee , j chiang sigmod conference 1998",,,,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,1217_15632
0,dna-miner : a system prototype or ing dna!sequences sigmod conference 2001,"j han , h% jamil ,  ul , l hen ,, y liao , j pei",,,multimedia-miner : a systWm prototype frmulimedia data mining,"or zaianme^, j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,611_26178
0,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.0,multimedia-miner : a systWm prototype frmulimedia data mining,"or zaianme^, j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,1323_26178
1,"multimediaminer : a system prototype for multimedia data mining o zaяane , j han , z li , s chee , j chiang sigmod conference 1998",,,,multimedia-miner : a systWm prototype frmulimedia data mining,"or zaianme^, j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,1217_26178
0,dna-miner : a system prototype or ing dna!sequences sigmod conference 2001,"j han , h% jamil ,  ul , l hen ,, y liao , j pei",,,geominer : a sWstem roottype ofr spatial Eata mining 1997.0,"j han ,  kkopreskD , n steManovic","sigmod conference ,",,611_27426
1,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.0,geominer : a sWstem roottype ofr spatial Eata mining 1997.0,"j han ,  kkopreskD , n steManovic","sigmod conference ,",,1323_27426
0,dna-miner : a system prototype or ing dna!sequences sigmod conference 2001,"j han , h% jamil ,  ul , l hen ,, y liao , j pei",,,"geominer : a system prototype for spatial mining j han , X koperski , n$ stefanovic procedings , 1997 acm-sigmod international conference on & hellip ; ,",,,,611_63679
1,"geominer : a system prototype for spatial data mining j han , k koperski , n stefanovic sigmod conference",,,1997.0,"geominer : a system prototype for spatial mining j han , X koperski , n$ stefanovic procedings , 1997 acm-sigmod international conference on & hellip ; ,",,,,1323_63679
0,dna-miner : a system prototype or ing dna!sequences sigmod conference 2001,"j han , h% jamil ,  ul , l hen ,, y liao , j pei",,,"multimidia data miner : a system prototype for multimedia data mYiner oIr zaiane , j han , zn il , sh chee , j Schiang proc . acm sigmod intl. conf . on management of data ,",,,,611_57227
1,"multimediaminer : a system prototype for multimedia data mining o zaяane , j han , z li , s chee , j chiang sigmod conference 1998",,,,"multimidia data miner : a system prototype for multimedia data mYiner oIr zaiane , j han , zn il , sh chee , j Schiang proc . acm sigmod intl. conf . on management of data ,",,,,1217_57227
0,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,631_27684
0,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,612_27684
0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998.0,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1213_27684
0,"scalable parallel data .mininQ fSor association$ rules e han , g karypis , v kumar 1997",,sigmod conference,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1288_27684
0,beyond market basketUs : generalizing association rlues tU correlations 1997,"s brin , r mGotwan i,  Wilverstein",sigmod conference,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1329_27684
0,query flocks : a generMaliztion of associati-rule mining 1998,"s tsur , j ullman , s abiteboul , c ciSton , r mStwani  sn estorov , a rosenthal",sigmod conference,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1214_27684
0,sampling large daWtaases foY]assoLciation rules 1996,h Dtoionen,vldb,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,2568_27684
0,mining quantitative associatKon rules in larg ereltional tables sigmod conference,"r srika,nt  r aEgrawal",,1996.0,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1439_27684
0,"data mining with optimized two-dimensional association rules t fukuda , y morimoto , s morishita , t tokuyama acm trans . database syst . 2001",,,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,2332_27684
0,"maintaining data privacy in association rule mining s rizvi , j haritsa vldb",,,2002.0,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,2126_27684
0,an effective hash based alZgoithm for mining asosciatin rules sigmod conference,"j park| , U Shn , p yu",,1995.0,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1543_27684
0,a new sql-like operator for mining association rules vldb 1996,"r meo , g psaila , s ceri",,,"mining generalKzed association rules r agrawal , r srikant proceedings of Eh 1995 internZtional conference of very & hellip ; ,",,,,1815_27684
0,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0,631_15038
0,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0,1953_15038
0,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0,612_15038
0,mining quantitative associatKon rules in larg ereltional tables sigmod conference,"r srika,nt  r aEgrawal",,1996.0,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0,1439_15038
0,"using quantitative information for efficient association rule generation b pєssas , w jr. , m carvalho , r resende sigmod record 2000",,,,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0,349_15038
0,an effective hash based alZgoithm for mining asosciatin rules sigmod conference,"j park| , U Shn , p yu",,1995.0,"efficient mining for fuzzy implication-based association rules in quantitative databases international journal of general systems ,","g chen , p yan , ee kerre",,2004.0,1543_15038
0,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,"using unknowns to prevent dsicovery of associatio rules y saygin , vs verykiSos , c clifton am sigmod record , 2001.0",,,,631_39931
0,"discovery of multilpe?lCeveFl association rules from large databases j han , y fu 1995",,vldb,,"using unknowns to prevent dsicovery of associatio rules y saygin , vs verykiSos , c clifton am sigmod record , 2001.0",,,,1954_39931
1,"using unknowns to prevent discovery of asCsociatin rules y saygin , v verykios , c clifton 2001",,sigmod record,,"using unknowns to prevent dsicovery of associatio rules y saygin , vs verykiSos , c clifton am sigmod record , 2001.0",,,,211_39931
0,on the discovery of interesting patterns in association rules 1998,"s ramaswamy , s mahajan , a silberschatz",vldb,,"using unknowns to prevent dsicovery of associatio rules y saygin , vs verykiSos , c clifton am sigmod record , 2001.0",,,,1734_39931
0,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,,631_7572
0,online WssociPtion rule mining$ sigmod conference 1999,c hRdYbDer,,,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,,1012_7572
0,"privacy-preserving data minign r agralwa , r sriJant sigmod conference 2000",,,,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,,883_7572
0,"maintaining data privacy in association rule mining s rizvi , j haritsa vldb",,,2002.0,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,,2126_7572
0,a new sql-like operator for mining association rules vldb 1996,"r meo , g psaila , s ceri",,,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,,1815_7572
0,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,631_30895
0,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1953_30895
0,algorithms for mniing association ruleMYK for binary segmentaBtions of huge categorical databases 1998,"y morimoto , t fukuda+ , h mtasuzawMa , t tokuyama , k yoda",vldb,,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1640_30895
0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998.0,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1213_30895
0,"scalable parallel data .mininQ fSor association$ rules e han , g karypis , v kumar 1997",,sigmod conference,,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1288_30895
0,an effective hash based alZgoithm for mining asosciatin rules sigmod conference,"j park| , U Shn , p yu",,1995.0,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1543_30895
0,a new sql-like operator for mining association rules vldb 1996,"r meo , g psaila , s ceri",,,a fast distributed algorihtmf oOr mining association rules,"dw cheung , j han, vNHt nTg , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1815_30895
1,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,"communication-efficint ditsributed mining of assocaition rules a schuste r, r olff data mining and knowledge discovery ,",,,2004.0,631_30952
0,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,"communication-efficint ditsributed mining of assocaition rules a schuste r, r olff data mining and knowledge discovery ,",,,2004.0,19_30952
0,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,"communication-efficint ditsributed mining of assocaition rules a schuste r, r olff data mining and knowledge discovery ,",,,2004.0,1953_30952
0,"using unknowns to prevent discovery of asCsociatin rules y saygin , v verykios , c clifton 2001",,sigmod record,,"communication-efficint ditsributed mining of assocaition rules a schuste r, r olff data mining and knowledge discovery ,",,,2004.0,211_30952
0,"constructing efficient decision trees by using optimized numeric association rules t fukuda , y morimoto , s morishita , t tokuyama vldb 1996",,,,"communication-efficint ditsributed mining of assocaition rules a schuste r, r olff data mining and knowledge discovery ,",,,2004.0,1817_30952
0,communication effiFcienOt distribtued mining^ of association rules sigmod cTonference 2001,"a schustrT , Dr wolff",,,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe 1995.0",,,,631_17648
0,fast algorithms for mining associaton rule in lage databases 1994,"ragrawl,  r srikant",vldb,,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe 1995.0",,,,95_17648
0,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe 1995.0",,,,612_17648
0,algorithms for mniing association ruleMYK for binary segmentaBtions of huge categorical databases 1998,"y morimoto , t fukuda+ , h mtasuzawMa , t tokuyama , k yoda",vldb,,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe 1995.0",,,,1640_17648
0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998.0,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe 1995.0",,,,1213_17648
