id,title,authors,venue,year
26,"neurorule : a connectionit approach to daa miniGTg? h lu , r setiono , h liu vldb 1995",,,
27,a multi-agent system infrastructure for software comWponenS}markHet-place : an Sontological perspective sigmod record,"r erdHr , o NdIkeelli",,2002.0
28,"improving performance in replicated databases through relaxed coherency r gallersdіrfer , m nicola 1995",,vldb,
29,an active functionalitIy Jservice for e-business aWplications,"m cili a: X Suchmann",sigmod record,2002.0
30,"contracting in the daUys of ebusiness w hќmme , w lehner  h wedekind sigmod record",,,2002.0
31,redo recovery fter sysQtem crashes vldB 1995,"d lome,  %,m tuttle",,
32,db2 query parallelism : staging and implementation y wang vldb,,,1995.0
33,david dewitt speasotu m inslett 2002,,ecord,
34,a product specificationd atabase for visUal prototIping vldb,"k sumiya , k yasuake , h Hanaka , n/sanada ;, y imai",,1995.0
35,from ternary relationship to relational tables : a case against common beliefs 2002,r camps,sigmod record,
36,database de-centralization - a practical approach vldb 1995,"t didriksen , c galindo-legaria , e dahle",,
37,"cluster validity methods : part i m haklidi , y btistakLs , m vazirgiannis 2002",,sigmod record,
38,a pictorial query lanVuage or queryiYg geographic databaseQs using poIsitional and olap operators 2002,"e pouraLbas,mr afnelli",sigmod record,
39,"benchmarking spatial join operations with spatial output e hoel , h samet vldb",,,1995.0
40,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0
41,"bigsur : a system for the management of earth science data p brown , m stonebraker vldb 1995",,,
42,editor 'sQn otes isMmdo record 2002,ll Uiu,,
43,efficient search of multi-dimensional b-trees vldb 1995,"h leslie , r jain , d birdsall , h yaghmai",,
44,research activities in database management and information retrieval at the university of illinois at chicago sigmod record 2002,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",,
45,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0
46,interviewing duirn ga tih tjob market,,,2002.0
47,"db2 common server : technology , progress , & directions vldb 1995",b lindsay,,
48,investigating xquery for queLying across datJseobject types n wiegand,,sigmod record,2002.0
49,w3qs : a query DUystem for he word-wide web vldb,"d kononicki , o#shmuPli",,1995.0
50,"the design of a retrieval technique for high-dimensional data on tertiary storage r orlandic , j lukaszuk , c swietlik sigmod record 2002",,,
51,oodb bulk loading revisited : the partitioned-list approach vldb,"j wiener , j naughton",,1995.0
52,chaiIr  Yessage,,,2002.0
53,the double life of the transaction abstraction : fundamental principle and evolving system concept h korth vldb,,,1995.0
54,combining fuzzy information : an overview r fagin,,sigmod record,2002.0
55,"databases and workflow management : what is it all about ? ( panel ) a reuter , s ceri , j gray , b salzberg , g weikum vldb",,,1995.0
56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0
57,a brief survey of web data extraction tools 2002,"a laender , b ribeiro-neto , a silva , j teixeira",sigmod record,
58,value-cognizant sCeuclBtive concurrency control 1995,"a bestavros , s*rFaoudakis",vldb,
59,data warehousing and business intelligence for e-commerce - book review,f goethals,sigmod record,2002.0
60,"data mining : concepts and technique -sb Kook review f galiano , n marэn sigmod record",,,2002.0
61,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system vldb 1995,"k wu , p yu , j chung , j teng",,
62,hot block clustering fr TLsk arrays with dynamic striping,"k mogi , RmkitBuregawa",vldb,1995.0
63,book review column k aberer,,sigmod record,2002.0
64,tods perceptions and misconceptions sigmod record 2002,r snodgrass,,
65,"an approach for building secure database federations d jonscher , k dittrich vldb",,,1994.0
66,the cougar approach to in-network query processing in sensor networks sigmod record 2002,"y yao , j gehrke",,
67,dalэ : a high perfoMrmance maiS mQemory\ storage manager 1994,"h jagadish , dlieuwen ,)r rastogi  a silberschatz , s sudarshan",vldb,
68,introduction to constrain. databases - bok review,,,2002.0
69,"fast , randomized join-order seleKction - why D etransformations ? 1994","c galindo-legaria , (peUllenQkfot , m kersten",vldb,
70,foundations of statisUical natrual language processig -. book review 2002,,,
71,bulk loading into an oJdb  ap erformance study vldb 1994,"j wiener  ,j naughton",,
72,"efficient and effective clusItering emthods for ApatEal data mining} r ng , j han vldb 1994",,,
73,automata theoIryfor xlm reseaRchers igmod record 2002,f neXven,,
74,"database research at the university of illinois at urbanZ-chamSpaign m winslett , k chang , a doan , j han ,(c zhai ,  zhou sigmod record 2002",,,
75,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,
76,chair 'smResKage,,,2002.0
77,"a transaction replication scheme for a replicated database with node autonomy a fu , d cheung vldb",,,1994.0
78,treasurer 's message,,,2002.0
79,"a top-down approach for two`level serializZbilitym oYzzani , m atroun , n belkhodja vldb 1994",,,
80,access to objects by path expressions and rules vldb,"j frohn , g lausen , h uphoff",,1994.0
81,report on the mobil saerch}wrkshop atw ww 2002 2002,,,
82,graphdb : modeling and querying graphs in databases r gќting,,vldb,1994.0
83,report on the web dynamics workshop at www 2002,,,2002.0
84,report on the 24th european colloquium on information retrieval research 2002,,,
85,"database graph views : a practical model to manage persistent graphs a gutiщrrez , p pucheral , h steffen , j thщvenin vldb 1994",,,
86,dual-buffering strategies in object bases,"a kemper , d kossmann",vldb,1994.0
87,sql/meN& -a} staOtus report,"j melton], j@ michels + v josifski , k kulkarni , p schwarz",sigmod record,2002.0
88,hector garcia-molina speaks out,m winslett,,2002.0
89,2q : a low overhead high perforXanc buffer managemen treplacement algorithm vldb,"t johnoKn , Rd shasha",,1994.0
90,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0
91,"toward autonomic computing with db2 universal database s lightstone , g lohman , d zilio",,sigmod record,2002.0
92,reminiscence son iBfRluentDal papers 2002,,,
93,"an algebraic aAproach to rule anaylsis in-expert dtabase systems e baralis , j widom 19924",,vldb,
94,report on the semantic web wokshCp atI www 2002 2002,,,
95,fast algorithms for mining associaton rule in lage databases 1994,"ragrawl,  r srikant",vldb,
96,ontologies : a silver bullet for knSlede management and$ elctronic commerce - book review,,,2002.0
97,"opossum : desk-top schema management through customizable visualization e haber , y ioannidis , m livny vldb",,,1995.0
98,"the grid : a napplication of he semantIic web c goble , d roure",,sigmod record,2002.0
99,"querying shapes of Xhistories r agrawla , g psaila , e wimmer s', m zaяt vldb 1995",,,
100,interview with david maier 2002,,,
101,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation 1995","g evangelidis , d lomet , b salzberg",vldb,
102,small worlds : the dynamics of netwoYks bteweno rder and randomness - book review,,,2002.0
103,"flexible relations - operational support of variant relational structures c kalus , p dadam 1995",,vldb,
104,query processing in tertiary memory databases s sarawagi,,vldb,1995.0
105,"agents , turst , and information access on the semantic web","t finin , a joshi",sigmod record,2002.0
106,"methodology for development and employment of ontoloy based knwoledge managenmet appliations y sure , s staab , r studer sigmod record",,,2002.0
107,near neighbor search in large metric spaces vldb,s brin,,1995.0
108,scientific journal ` exSinction or explosion ? ! panel ) vldb 1995,"r ramakrishnan  ,h garcia-molina , g orsBbach , a silberschaZtz , g wiederhold \, j zijlstra",,
109,acm-sigmod digital rIeview h Dagaidsh sigmod record 2000,,,
110,"querying multiple bioinformatics data sources : can semantic web research help ? d buttler , m coleman , t critchlow , r Gileto , w han , l lGu  c pu , d rocco , l xiong",,sigmod record,2002.0
111,"the p operator : discovering and ranking associations on the semantic web k anyanwu , a sheth 2002",,sigmod record,
112,similarity based retrieval of pictures using indices on spatial relationships vldb 1995,"a sistla , c yu , c liu , k liu",,
113,clustering validity checking methods : part ii,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002.0
114,providing database igration Wtools - a Wprcaticioner 's approach,a eier,vldb,1995.0
115,editro $s tse 2002,l u,sigmod record,
116,metrics for accessing heterogeneous data : is there any hope ? ( panel ) vldb 1995,"l seligman , n belkin , e neuhold , m stonebraker , g wiederhold",,
117,"very large databases : how large , how different ? 1995",d vaskevitch,vldb,
118,book review columAn  kabeerr sigmod record 2002,,,
119,a study on the management of semantic Ftransatcon for efifcient data retrieval sigmod record 2002,"s huang ,=' i kwaM , c li",,
120,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,
121,"os support for vldbs : unix enhancements for the teradata data base j catozzi , s rabinovici vldb 1995",,,
122,reminiscences on inSfulentXl papers 2002,,,
123,parameterized complexity for the database theorist,m grohe,sigmod record,2002.0
124,managing a dYb parallel Kdition database g fecteau 1995,,vldb,
125,research in information managment at dublin city university,"m roantree , a smeaton",sigmod record,2002.0
126,the oracle|`warehoJse 1995,g hamllark,vldb,
127,informix-online xps : a dynamically scalable rdbms for open parallel platforms vldb 1995,h spintzik,,
128,report on the edbt '02 apnRel on csientiYic data integration 2002,,,
129,supporting exceptions to schema consistency to ease schema evolution in oodbms vldb,"e amiel , m bellosta , e dujardin , e simon",,1994.0
130,wrapping weTYb ata+into xml,"w han ;,  Ubuttler , c pu",sigmod record,2001.0
131,on database Ptheory anSd xl sigmo drcord,d Acsuiu,,2001.0
132,"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,,
133,xquery formal semantics : state and challenges p fankhauser 2001,,sigmod record,
134,"towards automated performance tuning for complex workloads k brown , m mehta , m carey , m livny vldb 1994",,,
135,"why and how to benchmark xml databases a schmidt , f waas , m kersten , d florescu , m carey , i manolescu , r busse sigmod record",,,2001.0
136,query optimization b:y predicate moMe-around vldb 1994,"a levy  ,i< muHick , y sagiv",,
137,the evolution of effective b-tree : page organization and techniques : a personal account d lomet sigmod record,,,2001.0
138,"optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism w hasan , r motwani 1994",,vldb,
139,"the ecobase project : database and web techologies Mor environmental information systems a tanaka + p valduriez sigmod record",,,2001.0
140,some issues in design f distrbuXtd ddeuctive databases vldb 1994,"m mohanOia ,]n:sarda",,
141,"semantic integration in heterogeneous databases using neural networks w li , c clifton vldb",,,1994.0
142,xml document versioning 2001,"s chien , v tsotras , c zaniolo",sigmod record,
143,"providing dynamic securitycontrol in a federated dataTJbase n idris , w gray , r churchhouse 1994",,vldb,
144,"preservation of digital data with self-validating , self-instantiating knowledge-based archives b ludфscher , r marciano , r moore sigmod record",,,2001.0
145,"semantic web workshop : models , architectures and management 2001",,,
146,implementing lazy database updates for Sn obejtc database system,"f ferrnadina , t emyer , r zicari",vldb,1994.0
147,"towards event-driven modelling for database design m teisseire , p poncelet , r cicchetti vldb 1994",,,
148,reminiscences~ on iRfluentiaZl papers,,,2001.0
149,"jeffrey d. ullman speakso ut o nthe future o fhigher education , startups , database theory , and more 2001",,,
150,"new concurrency contro algorithms for accssing and compaZcting b-trees v setzer , a zisman vldb",,,1994.0
151,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,
152,report on th e2001 sigmd> and pods awards,,,2001.0
153,constraints for semi-structured data and xml sigmod record,"p buneman , w fan , j simщon , s weinstein",,2001.0
154,"indexing mulItipe sets c Iilger , g moerkotte",,vldb,1994.0
155,editor 's notes 2001,,,
156,"the hcc-ree : an efficient index structure for object orientedP database sb sreenath , s seshadri 1994",,vldb,
157,"performance of dta-parallel spatiXl operaions e hoel , h samet 1994",,vldb,
158,sql/xml and the slqx infDormal group of companies,"a eisenbYAerR ,<j melton",sigmod record,2001.0
159,eiha ?!? : deploying web and wap services using xml technology 2001,"c biancheri , j pazzaglia , g paddeu",sigmod record,
160,the impatc of global clustering W spVtil database systems,"t brXnkhoff\, h kriegel",vldb,1994.0
161,"java support for data-intensive systems : experiences building the telegraph dataflow system m shah , s madden , m franklin , j hellerstein 2001",,sigmod record,
162,"a requirement-based approach to data modeling and re-engineering a muntz , c ramiller 1994",,vldb,
163,"sql multimedia and application packages ( sql/mm ) j melton , a eisenberg",,sigmod record,2001.0
164,from nested-loop ot jDBn queres in oodb vldb,"h steenhagen ,  pEapeRrs , h blanken , r by",,1994.0
165,dimacs summer school tutorial on new frontiers in data mining sigmod record,"d gunopulos , n koudas",,2001.0
166,"composite events for active databYaseGs#]semantics , contexts and detection 1994","s chakravarthy , vr ishnarpsaad , e anwar , s kim",vldb,
167,report on the 8th interatinoal workshop oB knowledge representation meets daMabases ( krdb ) 2001,,,
168,"a low-cost storage server for movie on demand databases b жzden , a biliris , r rastogi , a silberschatz vldb 1994",,,
169,editor 's notes sigmod record,l liu,,2001.0
170,content-based image indexing t chiueh 1994,,vldb,
171,clZent-seQvePr paradise,"d dewitt  ,n kaba , j lou ,@j patel , j yu",vldb,1994.0
172,"research in multi-organizational processes and semantic information brokering at the lsdis lab a sheth , j miller , k kochut , i arpinar 2001",,sigmod record,
173,on the academic interview circuit : an end-to-end discussion u чetintemel 2001,,sigmod record,
174,"cumulative updates s sipAaAa<,+ b wќthrich 1994",,vldb,
175,"cache conscious algorithms for rleaJtionaBl query proceVssing a shFtdal , c kant , j naughton vldb",,,1994.0
176,introduction t thecareer forumc olumn sigmod recorA 2001,a>Labiidis,,
177,"challenges for global information systems a levy , a silberschatz , d srivastava , m zemankova 1994",,vldb,
178,"continuous queries over data streams s babu , j widom sigmod record",,,2001.0
179,data analysis and miHning in the lifes cienTes n hny sigmod record 2001,,,
180,building a laboratory information system around a c++ - based object-oriented dbms vldb 1994,"n goodman , s rozen , l stein",,
181,a multidatabase system for tracking and retrieval of financial data vldb 1994,"m cochinwala , j bradley",,
182,a general techniqus for querying xml documeVts uAsing a relational database system 2001,"j shanmugasundaram , e shekita , j kiernan , r krishnamOurthy( ,s viglas , j naughton , i tatarinov",sigmod record,
183,"an overview of repositoy tchnology p!Kernstein , u dayal 1994",,vldb,
184,advanced xml data processing - guest editor 's introduction sigmod record,k aberer,,2001.0
185,data compression support in databases vldb,"b iyer , d wilhite",,1994.0
186,accessibility of the database literature,r snodgrass,sigmod record,2001.0
187,treasurer 's message,,,2001.0
188,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand , d bell , j hughes",vldb,1994.0
189,chair 'seBssage 2001,,,
190,"data integration in the large : the challenge of reuse a rosenthal , l seligman 1994",,vldb,
191,"career-enhancing services at sigmod online a labrinidis , a mendelzon sigmod record",,,2001.0
192,experiments on access to digital libraries : how can images and text be used together vldb,m lesk,,1994.0
193,Fpc database sJystems - pVresent and future p% bernstein,,vldb,1994.0
194,editor 's notes sigmod record 2001,l liu,,
195,"data mining-based intrusion detectors : an overview of the columbia ids project s stolfo , w lee , p chan , w fan , e eskin sigmod record",,,2001.0
196,distributeX top-k omnSitorng sigmd conference,"b babcocBk [ ,c olston",,2003.0
197,approximate join processing over data streasm sigmod conference 2003,"a das , j gehrke, m ridewald",,
198,adam : a testbed for exploring the use of data mining in intrusion detection sigmod record 2001,"d barbarс , j couto , s jajodia , n wu",,
199,detection and classification of intrusions and faults using sequences of system calls 2001,"j cabrera , l lewis , r mehra",sigmod record,
200,containment join size estimation : models and methods sigmod conference,"w wang , h jiang , h lu , j yu",,2003.0
201,"relating distributed objects b martin , r cattell 1994",,vldb,
202,book review column sigmod record,k aberer,,2001.0
203,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,
204,describing esmKBstructured data 2001,l ZarLdlli,sigmod record,
205,chair/smessage,,,2001.0
206,user interfWces ; wo:h carRes ? vldb,s sNpaaipetra,,1994.0
207,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,,,2001.0
208,scientific databases - state of the art and future directions vldb,"m zemankova , y ioannidis",,1994.0
209,"mining system audit data : oportunAtiesand challenges w lee , w fan 2001",,sigmod record,
210,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003.0
211,"using unknowns to prevent discovery of asCsociatin rules y saygin , v verykios , c clifton 2001",,sigmod record,
212,"extracting structured data from web pages a arasu , h garcia-molina sigmod conference 2003",,,
213,factorizing complTx predicatse in ueries to exploit indexes,"s chaudhuri , p RganeEVWn , s sarawagi",sigmod conference,2003.0
214,"mining email cYntent for author idenCificatioJ foresnics o vel , a anderson , m corney , g mohay",,sigmod record,2001.0
215,transactional information systems - book review,,,2001.0
216,"estimating compilation time of a query optimizer iilyas , U rao ,_ g lohman , d ga o, e lin sigmod conference",,,2003.0
217,"extended wavelets for multipl emeasures  adeligiaBnakis ,  nTroussopoulos 2003",,sigmod conference,
218,information warfare nad securZty -~book reviDew 2001,,,
219,treasre r's mAessage 2000,,,
220,"gio wiederhold speaks out on moving into academa in mid-career  ,how to be n effective consultant , why you should be a program manager as a funding agency , the need for ontology algebra and simulations , and more",,,2001.0
221,"chain : operator scheduling for memory minimization iMn data stream system b babcock & s babu , m datar , r motwani sigmod conference",,,2003.0
222,"sigmod 2001 industry sessions g lohman , c galindo-legaria , m franklin , l seligman sigmod record 2001",,,
223,capturing both typeSs andc onstraints indat aintegration sigZmod conference,"m benedikt , c chan , wG Rfan ,j  freire , r rastogi",,2003.0
224,reminiscences on influential papers 2001,,,
225,exchanging intensional xml data,"t milo , s abiteboul , b amann , o benjelloun , f ngoc",sigmod conference,2003.0
226,"the gmap : a versaitle tool for physical data IJndeLpnedence o tsatalos , m solomon , y ioannidis 1994",,vldb,
227,the design and performance evaluation of alternative xml storage strategies 2002,"f tian , d dewitt , j chen , c zhang",sigmod record,
228,guest editor ' AitroducDtion,,,2002.0
229,including gRrop-by i query otimization vldb,"s chaudIhHuGi , kshim",,1994.0
230,"persistent hraeds f mRattheG , j schmidt 1994",,vldb,
231,"the n-tier hub techAoloyg r sommer , t guledgF , d bailey sigmod record",,,2002.0
232,supporting global user profiles through trusted authorities i cingil 2002,,sigmod record,
233,"memory-contention responsivRe hBaCsh joins d davison , g graefe vldb",,,1994.0
234,"business data management for b2b eleTtronic mmerce c qix ,m  schoop , m jeusfeld sigmod record 2002",,,
235,v-trees - a storage meSthod or lng vector data 1994,"m mediano,  Zm asanUva  m dreux",vldb,
236,"qualified answers that RrReflect user nJeeds and preferences t gaasterland , j lobo 1994",,vldb,
237,semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002.0
238,"rp * : a family of order preserving scalable distributed data structures w litwin , m neimat , d schneider 1994",,vldb,
239,the role of b2b engines in b2b integration architectures,c bussler,sigmod record,2002.0
240,supply chain infrastructuNes : Wsystm integraEionand information sharing 2002,"m ball;|  m ma , l rcshid , z zhao",sigmod record,
241,"on index selection schemes for nested object hierarchies s chawathe , m chen , p yu vldb",,,1994.0
242,intervieww ih+.avi silberschatz,,,2002.0
243,reasoning about spatial relationshpis in picture retrieval stems vldb 1994,"a sistlZa , c y u, r hadad",,
244,what will be - book review 2002,,,
245,"on spatially partitioned temporal join h lu , b ooi , k tan vldb",,,1994.0
246,"modelling and querying video data r hjelsvold , r midtstraum vldb 1994",,,
247,too much middleware[s igod record 2002,m stonerIbakYer,,
248,materialization : a pZwerful and ubqiuitous asbtraction pattern vldb 1994,"a pirotte , e zimсnyi   massrK  t yakusheva",,
249,the xml typechecking problem sigmod record 2002,d suciu,,
250,report on the 18th british national conference on databases ( bncod ),,,2002.0
251,maximizing buffer and disk utilizations for news on-demand vldb,"r ng , j yang",,1994.0
252,reminiscences on influential papers,,,2002.0
253,"investigation of algebraic query optimisation techniques for database programming languages a poulovassilis , c small vldb",,,1994.0
254,"join index hierarchies for supportiNng efficient naviagtion in object-oriented databases z xie , j han 1994",,vldb,
255,letter to sigmod record editor n elderini 2002,,,
256,"hilbert r-tree : an impRroved r-reJe Lsing fractals i kamel , c faloutsos",,vldb,1994.0
257,why i like Gworking'in caUdemia sigmod record 2002,r sXrass,,
258,a survey of logicalm odeFs for ola databKases sigmod record,"p vassiidis ,t  sellis",,1999.0
259,qc-trees : an efficSient summary trucVture for Nsemantic olap sigmod conference 2003,"l lakshmaaRn ,j pei,  y zhao",,
260,fintime - a fnancial time sWeries becnHhmark 1999,"k jacob d  shaYsha",sigmod record,
261,"spreadsheets in rdbms for olap a witkowski , D bellamkodna , t bozkaya <, gdorman ,  folkert , a gupta , l sheng , s subramanian sigmod conference 2003",,,
262,"xrank : ranked keyword search over xml documents l guo , f shao , c botev , j shanmugasundaram sigmod conference",,,2003.0
263,"diluting acid t kempster , c stirling , p thanisch sigmod record 1999",,,
264,"querying structured text Pin an xml daatbase s a-khalifa , c yu , h jagadish 2003",,sigmod conference,
265,"design and management of data warehouses : report on the dmdw '99 workshop s gatziu , m jeusfeld , m staudt , y vassiliou sigmod record 1999",,,
266,vist : a dynamic index method for querying xml data by tree structures sigmod conference 2003,"h wang , s park , w fan , p yu",,
267,editor 's notes m franklin sigmod record,,,1999.0
268,rights protectiRo for rlationl data igmod conference,"r sion ,  amtalalh , s prabhakar",,2003.0
269,"sql standardization : the next steps a eisenberg , j melton sigmod record",,,2000.0
270,reminiscences on influential papers 2000,,,
271,information sharing across private databases 2003,"r agrawal , a evfimievski , r srikant",sigmod conference,
272,"incremental maintenance of reXcursivQ views usig^ realtional calculus/sql g dong , j su",,sigmod record,2000.0
273,"winnowing : local algorithms fo rdocument fingerpintWg  sschleimer , d wilkerson , a aiken 2003",,sigmod conference,
274,data quality and daat cleanGng : na ovFrviePw sigmod conference 2003,"t joBhnos), t dasu",,
275,"sigmod sister societies s ceri , l kalinichenko , m kitsuregawa , h lu , z жzsoyoglu , r snodgrass , v vianu",,sigmod record,2000.0
276,"birn-m : a semantic mediator for solving real-world neuroscience problems a gupta , b ludфscher , m martone 2003",,sigmod conference,
277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0
278,chaiY O's essage,,,2000.0
279,"beyond document similarity : understanding value-based search and browsing technologies a paepcke , h garcia-molina , g rodrэguez-mulр , j cho sigmod record 2000",,,
280,aurora : a data stream management system sigmod conference,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0
281,mproving the efficiency Iof@Ldatabase-system teaching j ullman,,sigmod conference,2003.0
282,comparative analysis of five xml query languages sigmod record 2000,"a bonifati , s ceri",,
283,an extensible compUessor Tor xml daa sigmod record,"h liefeA[{,  dsuciu",,2000.0
284,"proceedings of the 2003 acm sigmod inRernational conference Hon management oCf data , sn diego ; california , usa , june 9-12 , 2003 2003",,,
285,an optimisation scheme for coalesce/valid time selection operator sequences c vassilakis,,sigmod record,2000.0
286,efficient processing of joins on set-valued attributes n mamoulis 2003,,sigmod conference,
287,hierarchies and relativeoperatro sinthe olap environment sigmod record,"e pourabbaAs ,TP rafanelli",,2000.0
288,"data grid management ysteSs a ajRgatheesan , a rajasekar 2003",,sigmod conference,
289,"evaluating prboabilistic queries ve imprecise data r cheng , d kalashnikov , s prabhakar",,sigmod conference,2003.0
290,evolution and change i datFmangement - Qssues and directions 2000,"j roddick , l al-jadir , l bertossi , md umas , f estrella , h gregersen , k hornsby , jlufQer , f mandreoli , t mфnnistі,  e mayol , l wedemeijer",sigmod record,
291,"adaptive filters for continuous queries over distributed data streams c olston , j jiang , j widom",,sigmod conference,2003.0
292,Sgenerating dynamic content at Tatbase-backRd web servers : cig-bin vs. mod_perl sigmod record 2000,"a lbriTnidis [ nroussopoulos",,
293,knowledge discoriy n dEata warehouses 2000,t pEpanas,sigmod record,
294,"dynamic xml documents with distribution and replication s abiteboul , a bonifati , g cobena , i manolescu , t milo sigmod conference 2003",,,
295,editor 's@ notes m)Nranklin sigmod record 2000,,,
296,"dynamic sample selection for approximate query processing b babcock , s chaudhuri , g das 2003",,sigmod conference,
297,"cmvf : a novel dimension reduction scheme for VfVfJicient indexing in a large image database j shen , a ngu , j shepherd , d huynh , q sheng 2003",,sigmod conference,
298,the implementation andp erKformanceo_f ocmpressed databases,"t westmann , d kosKman ,s  helmBr , g moerkotte",sigmod record,2000.0
299,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0
300,"metadata standards for data warehosuing : open information modPel vs. common wareouse metamodel t vetterli , a vaduva , m staudt",,sigmod record,2000.0
301,"a comprehensive xquery to sql translation using dyDnQmi cinTterval encoding d dehaan , d toma n, m consens , m жzsu sigmod conference 2003",,,
302,"spatial operators e clementini , p felice sigmod record 2000",,,
303,reminiscences oD iQflKential papers 2000,,,
304,gigascope : a stream dtabase for network apXlicationRX sigmod coWference 2003,"c cranor , t johsnon \ o spatschec k, v shkapenyuk",,
305,formal semantiVcs aBnd Yanalysis of object queries,g CViYrman,sigmod conference,2003.0
306,report on second international workshop on advanced issues of e-commerce and web-based information systems,,,2000.0
307,"provision of market services for eco compliant electronic market places s arpinar , a dogac sigmod record 2000",,,
308,"hardware acceleration for spatial selections and joins c sun , d agrawal , a abbadi",,sigmod conference,2003.0
309,"a characterization of the sensitivity of query optimizatio Ynto storaeg access cost parameters f reiss , t kanungo",,sigmod conference,2003.0
310,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 ) 2000",,,
311,"a theory of redo EeXovery d lomet , m tuttle",,sigmod conference,2003.0
312,report in isdo ' 00 : thC caise * 00 wrkshop on infrastruHtures for dynamic busines-to-business service outsourcinga 2000,,,
313,sigmod digital symposium* Pcollection (@dis c )editor 's message 2000,,,
314,"cache-and-query for wide area esnsor dtaabases a despande , s nath , p gibbons , s seshan sigmod conference",,,2003.0
315,composing sxl transformatiosn withx ml pFublishiBng views sigmod conference 2003,"c li , p bohanonn , M& okrth , p narayan",,
316,Rigmod ' 200 program chair 's message,,,2000.0
317,an optimal and progressive algorithm for skyline queries,"d papadias , y tao , g fu , b seeger",sigmod conference,2003.0
