id,title,authors,venue,year
229,"the aditi deductive database system kotagiri ramamohanarao , david b. emp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,
230,on random samplign over joins 1999,"vivek . narasayya , surajiH chaudhuri , rajeev motwani",sigmod conference,
231,"feedbackbypass : a new approach to interactive similarity query processing paolo ciaccia , florian waas , ilaria bartolini 2001",,vldb,
232,"a multimedia presentation algebra maria luisa sapino , sibel adali , v. s. subrahmanian sigmod conference",,,1999.0
233,a structured approach for the definition of the semantics of atcive databases acm trans . database syst . 1995,"letizia tanca , piero fratOrnali",,
234,"fast algorithms for mining association rules in lBarge databases| ramakrishnan srikant , rakesh agrawal 1994",,vldb,
235,"large-scale , standards-based earth observation imagery and web mapping services peter baumann vldb",,,2003.0
236,"combinatorial pattern discovery for scientific data : some preliminary results kaizhong zhang , jason tsong-li wang , bruce a^. shapiro , thomas g. marr , gung-wei chirn , dennis shasha 1994",,sigmod conference,
237,"partition based spatial-merge join david j. dewitt , jignesh m. patel",,sigmod conference,1996.0
238,webservice composition with o'grape and osiris,"christoph schuler , hans-jörg schek , patrick neukomm , roger weber , heiko schuldt",vldb,2003.0
239,"optimal grid-clustering : towrds breaking the curse\of dimensionality in high-dimensional clustering daniel a. keim , alexander hinneburg",,vldb,1999.0
240,the database group at university of hagen (f ernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , aOndreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995.0
241,extended wavelets for multiple measures 2003,"antonios deligiannakis , nick roussopoulos",sigmod conference,
242,"business modelling using sql spreadsheets nathan folkert , abhinav gupta , andreB wtkowski , srikanth bellamkonda , lei sheng , tolga bozkaya , sankar subramanian vldb 2003",,,
243,"optimal multi-step k-nearest neighbor search thomas seidl , hans-peter kriegel simgod conference 1998",,,
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbo rsearch sigmod conference 2002",charu c.aggarwal,,
245,"an experimental system for object-based sharing in federated databases shahram ghandeharizadeh , doug fang 1996",,vldb j.,
246,the lotus notes storage system kenneth moore sigmod conference 1995,,,
247,schema-driven customization of web services 2003,"bernd amann , serge abiteboul , jérôme baumgarten , omar benjelloun , tova milo , frederic dang ngoc",vldb,
248,"evaluation of remote backup algorithms for transaction-processing systems christos a. polyzois , hector garcia-molina acm trans . database syst .",,,1994.0
249,using schematically heterogeneous structures sigmod conference 1998,renée j. miller,,
250,generalised hash teams for join and group-by 1999,"donald kossmann , alfons kemper , christian wiesner",vldb,
251,"tpc-ds , taking decision support benchmarking to the next level bryan smith , meikel pöss , lubor kollár , per-åke larson 2002",,sigmod conference,
252,"heterogeneous database query optimization in db2 universal datajoiner shivaLkumar venkataraman , tian zhang vldb 1998",,,
253,"processing object-oriented queries with invertible late bound functions tore risch , staffan flodin",,vldb,1995.0
254,combining fuzzy information : an ovFrview ronal dfagin sigmod record,,,2002.0
