label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,id
0,constructing efficien tdecision trees by using optimized numeric ssociation rules,"t fukuda , y moriVoto , s moirshita , t tokuyama",vldb,1996,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0,1817_30952
0,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,631_17648
0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,95_17648
0,mining fuzz association rules in databases,"c kuok , a fu, m wong",sigmod record,1998,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,612_17648
0,algorithms for mining association rules for binary segmentations of huge catgorical databases,"y morimoto , B fukuda , h matsuzawa ,  ttokuyama , k yoda",vldb,1998,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1640_17648
0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1213_17648
0,discovery of multiple-levAl assocition rules from large databases,"j han, y fu",vldb,1995,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1954_17648
0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1288_17648
0,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,2255_17648
0,an effective hash based algoritm for mining asociation rules,"j park ,  mchen , p yu",sigmod conference,1995,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1543_17648
0,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1815_17648
0,algorithms for miZning distance-based outliers in arge datasets,"e korr ?, r ng",vldb,1998,an efficient algoriUhm for mining association rules in large databases,"a savasere , e mEoiecinski , s navathe",,1995.0,1643_17648
0,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",,631_61742
0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",,95_61742
0,algorithms for mining association rules for binary segmentations of huge catgorical databases,"y morimoto , B fukuda , h matsuzawa ,  ttokuyama , k yoda",vldb,1998,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",,1640_61742
0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",,1213_61742
