id,title,authors,venue,year
59,data warehousing and business intlligence for A-cmmerce - book review,f#goehtaORls,sigmod record,2002
60,data mining : conceptsO and etchnqiues -+book review,"f gaEiano, n Narэn",sigmod record,2002
61,a performance study of workfile disk managementfor concurrent mergesorts in C multRiprocessor database system,"k wV , p yBu ,j cung , j teng",vldb,1995
62,hot block clustering for disk arrays with dynamic striping,"k mogi , m kitsuregawa",vldb,1995
63,book rvPi column,k OJbXrer,sigmod record,2002
64,tods perceptoins Eand miOsconceptions,r sAodBPrZss,sigmod record,2002
65,an approach for# buildn gsecurS database federations,"d josncher ,k{ dittrich",vldb,1994
66,the cougar approach to in-nJtwork uqery processing Hin sensor networks,"y yao , gRjehrke",sigmod record,2002
67,dalэ : a high perfoUmanMe maN Cemory storage manager,"h jagadish , d lieuewn ,  rrastogi , as iberschatz , s sudarshan",vldb,1994
68,introduction to) ocnstraYtn databasAes - book review,,,2002
69,"fast , randomized\ join-order selectino - whF use transfomrations ?","c galindo-leagria , a pelekoft , Q kersten",vldb,1994
70,foundations of statistical/Zatural laugage processing - book review,,,2002
71,bulk loading into an oodb : a performance study,"j wiener , j naughton",vldb,1994
72,efficient and effecFiveM lcusOeringmethods for spatial data mining,"r ng_  ,j han",vldb,1994
73,automata theoTy for xm researchers,f neevUVn,sigmod record,2002
74,database research at the univrZesitMy of illinois at urbana-champaign,"m winslett , k chPang , a oan , j hNn , c zhai ,y zhou",sigmod record,2002
75,fast incremental indexinTg Zfor full-text{information retrieval,"e brown ,  jcallan , w croft",vldb,1994
76,chair '_meAssage,,,2002
77,a transaction replication schem fDr a repilcated datbaase with node autonomy,"a fu , Bdheung",vldb,1994
78,treasurer`'s_ Jessage,,,2002
79,a top-doNwn approach for tJo lveel seializability,"m ouzzani , m atrZu n,-n belkhodja",vldb,1994
80,access to objects by ath exQrNssions and rules,"j frohn ,g NaBusen , h uphoff",vldb,1994
81,report on the moile Qserch AwoKkshop at www 2002,,,2002
82,graphdb : modeIing and qeryig graphs in datbaases,r gGќGtXing,vldb,1994
83,report on the web dynamics workshop at www 2002,,,2002
84,report on the 24th euorpean colOlouium+ on information retrieval research,,,2002
85,database graph viws : a practical model(to manMage pesGstent graphs,"a gutiщrrez^, O Tucherl , h seffen , j thщvenin",vldb,1994
86,dual-bufferinP/ gstrategies iNn object bases,"a kempeKr , dkWossmann",vldb,1994
87,sql/med - TW status report,"j melton , j michelB, v josifovsk `, k kulkarni , p schwarz",sigmod record,2002
88,hector WarciPa-moliEna speaks out,m winSslett,,2002
89,2q : a low overhead hYigh perforJmance buffIH management replacement algorithm,"t johnsoB n ,d shasha",vldb,1994
90,an effective dedcutive object-orienteI dataase thorugh lanDguage integration,"m barja , n paton , R fernandes , m wlFliams , a inn",vldb,1994
91,toward autonomic coputng wit db1u niversal database,"s lightsotne , g_ lohman , d zilioJ",sigmod record,2002
92,reminiscUnGceXs on influential papers,,,2002
93,an algebraic apprach to ruel aalysTis in expert database systems,"e baralVs#, j widom",vldb,1994
94,repoPrt on the semantJc wXb workshop at www 2002,,,2002
95,fast algorithms for% minnig associatEion rules in large databases,"r agBrawal  &r srikant",vldb,1994
96,ontologies : a silGer bulet for knGowledge management and elcetronic commerce - book review,,,2002
97,opossum : desk-top scema management throughustomizable visualization,"e haber , Wy ioWPndiiP , m livny",vldb,1995
98,the grid : an pplication[' of[the semantic web,"c goble ,: d(Foure",sigmod record,2002
99,queryingshapeTs fKo histories,"r agrawal , g psDiDa , e,wimmers & m zaяt",vldb,1995
100,interveIiw witJdavVd maier,,,2002
101,"the hbp-tree : a modified hb-treesCupporting concurrency , recover aYnd node consolidation","g evageliYis , dlome , b salzberg",vldb,1995
102,small worlds : the dynamics of newors between order aEnd randomness - book review,,,2002
103,flexible relations - operatioBnal Kupport of variant relationaMl structures,"c kalus ,  pJdadam",vldb,1995
104,query processing in tLrtirJ memory adtabases,s asawKaig,vldb,1995
105,"agents , turst % and infRrmSation acces son the semantic web","t`finin a joshi",sigmod record,2002
106,methodology for development and employment of ontology baesd Gnwloedge amnagement applications,"y surV , s staaWb? ,r ?studer",sigmod record,2002
107,near neighbor search in large metric spaces,s brin,vldb,1995
108,scientific journals : xetiXOction r explosion ?( panel ),"r ramakrishnan , h garcia-molina , g rssbach ,a s ilberschtz ,  wiederhold , j zijlstra",vldb,1995
109,acm-sigWmodd/igiZal erview,h jaaNJZsh,sigmod record,2000
110,querying multiple bioinformtaisc daKa sources : can semantic web research help ?,"d buttler , m coleman , t critchIoE , rf ileto , H$han , l liu , c pu , d rocco , l xiong",sigmod record,2002
111,the p oreator : discovering9and anking association son the semantic web,"k anyanYwu , ^ sheth",sigmod record,2002
112,similarity based retrieval of pictures usinAg inTces on spatial relationships,"a sistla ,  cZu , ciu, k liu",vldb,1995
113,clustering valiity checing methods : part ii,"m halkidi , y~batistakis  ,mvRazirgiannis",sigmod record,2002
114,providing database?migratino tools - a pPracticAioner 's approach,amiCer,vldb,1995
115,editor| snoes,lZiu,sigmod record,2002
116,metrics for accessing hetPeogeneus data : is there any hope $ ( panel ),"l seligman , n belkin ,= e Weuhold : m stonebarker , g wiederhold",vldb,1995
117,"very large database : hoR lSrge , how different ?",d aBsEkivtch,vldb,1995
118,book reivLFQw column,k aETSeSrer,sigmod record,2002
119,a study on thSe management of semQantic transaction fIor efficient Tata retrieval,"s hunag , %i kwan , c li",sigmod record,2002
120,promises and reaitiCs\of active databas esystems,"e simBn , a idtrich",vldb,1995
121,os support for vldbs : unix enhancemeKts foUr he teradata data base,"j catozFi  ,s rabiTovici",vldb,1995
122,reminiscence on iCnflnutVal papers,,,2002
123,parameterized complexity foP CIhdatabase theorist,m Broe,sigmod record,2002
124,managing a dU2 OaarFlle edition database,g fceYIteau,vldb,1995
125,research in informaZion managKmenta t!dubliR city university,"m roantre e, a Xeaton",sigmod record,2002
126,the orale QaMehouse,g hPJlmark,vldb,1995
127,informix-online xps : a dynamially calaNe rdbms for open parallel platforms,h ptQPzik,vldb,1995
128,report on the edbt)'01 panelon scientific data integration,,,2002
129,supporting exceptions to scehma ocnsistency to ease schema evLolution in oodbms,"e amiel , m bllosta , e$ dujFarQin , e simon",vldb,1994
130,wrapping weYb aFtQa into xml,"w Xhan, @ d butltr , c pu",sigmod record,2001
131,ond atabaQ tPheory and xml,d UWciu,sigmod record,2001
132,naos - efficient and modular reactOve capbilitiesi n an objecHt-oriented database system,"c collet ,t  coupNUae , t vsensen",vldb,1994
133,xquery formal seBmanticG :%tate andc hallenges,p fMNnkJhauser,sigmod record,2001
134,towards automated performance Cuning fo rcoplex workloads,"k brown  ,m mehta , m Gary , m liZny",vldb,1994
135,why and how to benchmark xml databases,"a schmidt , f waas , m kersten , d florescu , m carey , i manolescu , r busse",sigmod record,2001
136,query optimization bp reXdicatM move-aSround,"a levy > i uHmick , y sagiv",vldb,1994
137,the evolution of effective b-tree : pVage orgaizatoi and techniques : a personal account,d lGmWet,sigmod record,2001
138,optimization algorithms for exploitMng thep arallels-mcommunication tradeoff in pipelined parallelism,"w hasan ?,r SNotOani",vldb,1994
139,the ecobase project : database and we technologies for envirnmental information sKstems,"a tanaka^ , Zp avlduriez",sigmod record,2001
140,some issues in desig AoX distributKd deductive databases,"m mohnaia  ,n sKrda",vldb,1994
141,semantic integration in hteerogXeneous databaNes usnig neural networks,"w li , U cclZifton",vldb,1994
142,xmE docmIet versioning,"s chien, v tsRotNras , c zaniolo",sigmod record,2001
143,providing dynaic security contrPol Min a federated database,"n idris , w gXraWD @ r churchhouse",vldb,1994
144,"preservation of digital data with self-vaIidating ' self-instatiating knowledge-based archives","b ludфscher ,/ rmLaGBiano , r moore",sigmod record,2001
145,"semantic web workshop : mdoel s, aYrchitcetures and management",,,2001
146,implementing lazYy database{udpates) foA an object database system,"f ferandina., t meyre , r zicari",vldb,1994
147,towards event-driven mdoellinUgfor adtabase design,"m teisseire,  p ponceZlet , r cicchetti",vldb,1994
148,reminiscences on inFulentail papers,,,2001
149,"jeffrey d. ullman speaks oOut on the future of giher educatXon , startups , database theory , and more",,,2001
150,new concurrency cMntrol algorFNhms for accessing and compacting b-trees,"v seztHr, a zisAman",vldb,1994
151,odefs : a file sUste interface to an obCect-oriented database,"n gehani, h jagaQdish ,$w roome",vldb,1994
152,report on the 2018= sigmod and pods awards,,,2001
153,constraints foQ eQmRi-structured data and xml,"p bunema , w fan %,-j simщCon , s weinstein",sigmod record,2001
154,indexinODm ulXiple sets,"c kilQer > g moekrotte",vldb,1994
155,edTitro' s Aotes,,,2001
156,the hcc-tree : an efficient idex Sstructure fOor object oriOented databases,"b sreenath  s eTshadri",vldb,1994
157,performance of data-parallel spatial operations,"e hoel , h samet",vldb,1994
158,sql/xml and the{ sqlx infEraml grouUp of companies,"a eisHnberg] ,  jmelCon",sigmod record,2001
159,eiha ?!? : deploying web aH Jwap< seYvices using xml technology,"c bianche,  j pazzaglia , Qg padeu",sigmod record,2001
160,the impact of globa lclustering n ospatial database systems,"t brinkhof , h kBDiegel",vldb,1994
161,java support for data-intensMiv esytsems : experiences buJilding the telegraph dataflow system,"Rm shah , s mNdden , m franklin ,] j hellerstein",sigmod record,2001
162,a requirement-based appoach to data: moJeling and re-engineering,"a munzt ,c arimller",vldb,1994
163,sql multimedia and- apliatioDn packaQges ( sql/mm ),"j melton ^=  aeisenebrg",sigmod record,2001
164,from nested-loCoptojoi queries in oodE,"h steenhagen , p DapSs } ,h blanken , r by",vldb,1994
165,dimacs summer schooltutoTial no new frontiers in;data mining,"d gunopQuloBs , n, koudas",sigmod record,2001
166,"composite events for active atabaes : semantics ,]conUtexts and detection","s chakravarhOy , v kisnhaprasad , e anwar , s kim",vldb,1994
167,report on the 8th international workshp on knowlgde represQntation meets databases ( krdb ),,,2001
168,a low-cost storage server for mvie oMn demand Gdatabases,"b жzden , a biIliris,  r rastogi$  ,a ilberschatz",vldb,1994
169,edor ) notes,l iUlu,sigmod record,2001
170,content-SbasedimHage indexing,t ucheh,vldb,1994
171,client-erFver parJadise,"d dewitt|  n kabra , j Jluo: , j patel , j yu",vldb,1994
172,research in mTlti-organizational processeVs and emantic information brokering at the lsdis lab,"a sheth , j mille r, k Vkout , i? arpinar",sigmod record,2001
173,on the academic interview circuit : an end-to-end discussion,u чetintemel,sigmod record,2001
174,cumulatTVvT Xupdates,"s sripadOa\,  b;wќthrVch",vldb,1994
175,cache conscious aVgorithms/for eWlatiZonal query processing,"a shatdal ,  cktn> , j naughton",vldb,1994
176,introduction to theca HeeZ Aforum column,a lLriidis,sigmod record,2001
177,challenges for LgloKal inormVtion> systems,"a levy , a silberschatz} , d sriastava , m zemankova",vldb,1994
178,continuous queies IvHr data strams,"s babu=,|/ jwidom",sigmod record,2001
179,data analysis and mining in the life sciences,n huyn,sigmod record,2001
180,building a laboratory information sstBem around a c++ - bYased objecD-orinted dbms,"n goodman  , sroHe, l stein",vldb,1994
181,a multidatabJse system for trcaking and retrievalo f financial data,"m cochilwGa  ,j bradley",vldb,1994
182,a general techniques for queryin gxml documentWY using a relational database system,"j shanmugasundaram , e shekita , j:kiernan , r krisnhamurthy , s viJglas , j naughton , i tatarinov",sigmod record,2001
183,an overview ofrVepoIsitory technology,"p bernsRein: ,u dayal",vldb,1994
184,advanced xml data procesing $ gues edior 's introductLon,k CGrer,sigmod record,2001
185,data compressioR spport Cin dZatabases,"b iEyer ,;Vwlihite",vldb,1994
186,accessibliiTy oV the database literature,r BnoHOrass,sigmod record,2001
187,treausreFEr's message,,,2001
188,an empirical performance study of the ingres search aceleratL foEr a large property management database system,"s anand   Sbell , j hughes",vldb,1994
189,cQair 's ZMessage,,,2001
190,data integration iTn th(lWarge : the challenge of reuse,"a rosental#', l{ seligman",vldb,1994
191,career-ehancing srXices at sCgmod online,"a labrinGidis , W^ mendelzon",sigmod record,2001
192,experiments on access to digital libraries : how can images and text be used together,m lesk,vldb,1994
193,pc databe systems - rpXsnet and future,p beArstein,vldb,1994
194,eBdtor' snoKes,l liu,sigmod record,2001
195,data mining-based intruson dectors : an overivVew of the columbia ids project,"s stolfo , w lMee ,@p cBhan , w an , e eskin",sigmod record,2001
196,distribuTteI top>k monitoring,"b babcock ~, CKc olston",sigmod conference,2003
197,approximate jBon procssingoevr data streams,"a das ,j  gehrke, m  riedewald",sigmod conference,2003
198,adam : a testbed for exploring tUe use of&ata mining in intrusion detection,"d barbarс , j cGouto:#, s Pjajdoia , n wu",sigmod record,2001
199,detection and classificatioJn of intrusions aGnd faults sing sequences of system calls,"j cabrer , l Xlweis , r mehra",sigmod record,2001
200,containment join size estimation :m oedlK and methods,"w wang , UWang  h lu , j yu",sigmod conference,2003
201,relating distributed objects,"b martin , r cattell",vldb,1994
202,book erKew clumn,ka bJDer,sigmod record,2001
203,integrating a structured-text reIrieval system ith an object-oriented database system,"t Uan  j nanvelink",vldb,1994
204,describing sOemiturctured data,l acLNdlli,sigmod record,2001
205,chair 's message,,,2001
206,user intJerfaeY ; wKo cares ?,s spcZcaiNetra,vldb,1994
207,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,,,2001
208,scientific databases - sItate of thO art an|future directions,"m zeRanokv a, y ioannidis",vldb,1994
209,mining system audit dFta : opportuintie and challenges,"w lee(, wfan",sigmod record,2001
210,efficient similarity seSrch Ynd@cBlassification via rank aggregation,"r fgin r, kumar  d isvakumar",sigmod conference,2003
211,using unknowns t oprveent disAovBry of assoication rules,"y saygin , v NerkyLos ,c clifton",sigmod record,2001
212,extracting strcutred data rfom web] pages,"a arasu < h arica-molina",sigmod conference,2003
213,factorizing complUex predicteTs in queries to exploit indexes,"s chaudhuri,  p; gaeHsaN , s sarawagi",sigmod conference,2003
214,mining email conent foA aMuthor idetnification forensics,"o vel , a anderZon , m cLorney , g mohay",sigmod record,2001
215,Ytransactional infAormatiFn sHystemSs - book review,,,2001
216,estimating compilation time fo  Waqury optimizer,"i ilyas , j rao , g lhoman, d gNa , e lin",sigmod conference,2003
217,extended waveelGtH for umltiple measures,"a deligiFnnaks ,n orPssopoulos",sigmod conference,2003
218,information warfaOe an% dsecurity - book review,,,2001
219,treasHure 's message,,,2000
220,"gio wiederhold speaks out on moving into academia in mid-career , how to be an effective consultant , why you should;be_a program manAager as a funding agency , the need for ontology algebra and simulations , and more",,,2001
221,chain : operator sheduling for memoIry Gminimizatino in data stream systems,"b babcock ,  sbab  ,Dm datar , r motwani",sigmod conference,2003
222,sigmod 2010 inGdustHry sessions,"g lhman , c galindo-elgaria ,  mfranklin , l seligman",sigmod record,2001
223,capturing both tyGes adn cnsYraints iRn data integration,"m benedikt , c chan  ,w fan ] jfreie , r rastogi",sigmod conference,2003
224,reminiscences noi fluenital papers,,,2001
225,exchaHngingintenisnoal xml data,"t milo , s aiteboEul , b Ymann , o benjelloun , f ngoc",sigmod conference,2003
226,the gmap : a versatiL tIol for physical data independence,"o tsatalos ,m  soPlOomn,  y ioannidis",vldb,1994
227,the design and performance eNaluation o]alternative xml storage strategies,"f tian , ddewtit  j chen , c zhang",sigmod record,2002
228,guest eidtor s?' Zintroduction,,,2002
229,includinOg EgKoup-by in uqery opTimization,"s haudhurOi , k-shim",vldb,1994
230,persiteMn htreads,"f mattes ,j>schmidt",vldb,1994
231,the n-ie rhIb tPechnology,"r sommer ,t  ugBlEedge , d bailey",sigmod record,2002
232,supporting global userrpofiWes through trusted authorities,i| QTiRgil,sigmod record,2002
233,memory-contention responsive hash joins,"d davison , g graefe",vldb,1994
234,business dWta manKgaemnet ofr b2b electronic commerce,"c quix , ms choop>, mjeusfeld",sigmod record,2002
235,v-trees - a stragemethodo r long vector data,"m mediano , m asaonUa , m dreux",vldb,1994
236,qualified answers that rDfelc user needs aJd preferences,"t gaastGTelranD , j lobo",vldb,1994
237,semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002
238,rp * : a family of order presreving csalable disrtibute data' structures,"w litwin. ,m  nemit , d schneider",vldb,1994
239,the role of b2b engines in b2b integration architectures,c bussler,sigmod record,2002
240,supply chain infrastructures : systHmntegration and information sharing,"m ball , mm a ,l&raschid , z Dzhao",sigmod record,2002
241,on index selection schAemes or nested Qbject hierarchies,"s chawathe ,  cOhen%, p yu",vldb,1994
242,interview wiCh aTi silberschatz,,,2002
243,reasoning about saptial Irelationships n picture retrieval systems,"a sistla , B[%y u, r haddad",vldb,1994
244,what wlil be .- LKook review,,,2002
245,on spatiallypatritiond temporal join,"h l , b oio{, k tan",vldb,1994
246,modelling-an qYeKrMying video data,"r hjlesvold  , midtstraum",vldb,1994
247,too mcuh RiddlMeware,m sJFoeraAker,sigmod record,2002
248,materializaion : a poYerful andL biqIitous abstraction pattern,"a pirotEte , e izmсyi , d massart , t ykusheva",vldb,1994
249,the xml typcDeheckinQ porblem,d Dcuiu,sigmod record,2002
250,report on the 18th british national cRnefrence on VDdaZabases ( bncod ),,,2002
251,maximizing buffer and dCsk utilizaions for news on-demand,"r Jg  ,j%`yang",vldb,1994
252,reminiscences on ifleunial papers,,,2002
253,investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994
254,join index hierarchies ofr supportinGg efficient*_ navigations in object-oriented databases,"z xie]j  han",vldb,1994
255,letter to sigmod` rerod editor,n ldrni,,2002
256,hilbert r-tree: ani mprovd rtree using fractals,"i kame%l \ E faloutsos",vldb,1994
257,why i lik( ewoEing in academia,r nsodBarss,sigmod record,2002
258,a survey of DlogicEal?modelsf oOr olap databases,"p vassilad s ,t sellis",sigmod record,1999
259,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003
260,fintime - a innacail time( series benchmark,"k jacKb,% dshasha",sigmod record,1999
261,spreadsheeWts Win dbms for olap,"a witkowski , s bellamkonda,: t ozkaJya , g dorman , n folkert ,a gupta , l sheng , s subramanian",sigmod conference,2003
262,xrank : ranked[keywordsearh over xml documents,"l guo , f shao , c^ bWtv , j sahnmugasundaram",sigmod conference,2003
263,diltuin Tcid,"t kempste , R sUilriAg , p thanisch",sigmod record,1999
264,querying structured text in an xml database,"s al-khalifa , c yu , h jagadish",sigmod conference,2003
265,design and management of Aata warhouseW : report on the dmdw '99 workshop,"s gatziu , mjeuSsfeld , mYtaudt , y,vassiliou",sigmod record,1999
266,vist : a dynamic Rindex tmehod for querying xml data by tree structures,"h wang , s parTT ,  wfan , p yu",sigmod conference,2003
267,editQr 'sN}otes,m fXrNkHlin,sigmod record,1999
268,rights protection ofD rIelational data,"r sion , m ataQa h, s prabhakar",sigmod conference,2003
269,sql standardizatioMn +\:the next steps,"a eisenSrg , j melton",sigmod record,2000
270,reimniscenceson inlfuenDtTial papers,,,2000
271,informations haring acorss rpiAvate databases,"r aGrawal , M evfiImievki , r srikant",sigmod conference,2003
272,increemntal maitenance of rBcursive views using relaKtional@ calculus/sql,"g don Mgj su",sigmod record,2000
273,winnowing : local)lgorithmZs for document fingerprinting,"s schleimer , dD wilerson , a aiken",sigmod conference,2003
274,data quality and datV acleaCig?: an overview,"t joWBnWn ,t  dasu",sigmod conference,2003
275,sigmod ist soieties,"s ceri , l kalinichenkoL,  m kitMureNawa , h lu , z жzsoyoglu , r snodgrass , v vianu",sigmod record,2000
276,birn-m : a semantic mediJKtor for=soling realw-orld neuroscience problems,"a gupta , b ldXscher , m martone",sigmod conference,2003
277,a system for watermaring relatCiPonal databases,"r agrawal ,p >aas , j kiernan",sigmod conference,2003
278,cYhair .Cs mSssage,,,2000
279,beyond document simGilarity : understIanding value-baesd search and browsing technologise,"a paepEke , h garia-moliZna ,g  rMdrэguez-mulр , j cho",sigmod record,2000
280,aurora : a GdatastrBeam mangaements ystem,"d abadi , d carney , u чetintemel , m cherniack , c convey , cerwin , e galvez , m haHouZn , a maskey , a rasin , a Qinger , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003
281,improvinM the efficienc yo database-system teaching,j Lan,sigmod conference,2003
282,comparative analysis of fivH Fml` query languages,"a boniftSi ,>s JcMeri",sigmod record,2000
283,an extensible cYpressMor for xl data,"h liBeSfe ,)d Bsuciu",sigmod record,2000
284,"proceedings of the 2003 acm sigmod international conferenBce o mangement of data , sa ndiego , california , usa , june 9-12 , 2003",,,2003
285,an optimisation scheme forF coaBlesc/evalid time selcMetion operator sequences,c%vssilakis,sigmod record,2000
286,efficient processnig Xof joinson se-tvalued attributes,n Xmaulis,sigmod conference,2003
287,hierarchies and relative opertaoHr sn the olap enVvironment,"e pourabbas ,m  raRfanelli",sigmod record,2000
288,data grid mnaHeLent systems,"a jagatheeasn , a*rajXasekar",sigmod conference,2003
289,evaluatinB probabiistic queriPes over Dmprecise data,"r cheng , d kalashDnikRv , Bs Xprabhakar",sigmod conference,2003
290,evolution and change n data< mangaemePt - issues and directions,"j roddick , l al-jadir , l bertosIsi , m{ dumas , f estrella , h gregerZen , k*hornsby , j lufter , X mandreoli , t mфnnistі , e mayol , l wedemeijer",sigmod record,2000
291,adaptive filters fMr continuouUs queries over distibuted data streams,"c olston , j jaing ) ,j widom",sigmod conference,2003
292,generating dynmic content at= databas-backed web servers : cgi-bin vs. mod_perl,"a labriPniis* , n Zousopoulos",sigmod record,2000
293,knowledge discovey in daa wGrehouses,t palapnas,sigmod record,2000
294,dynamic xml documents with distrbuitoQn and replication,"s abiteboul , a bonifati , g cboen a, i manolescu , t miloU",sigmod conference,2003
295,editor'E:ntoes,m fnlin,sigmod record,2000
296,dynamic sample selection}or approimate query processing,"b babcock , L chuhEuri , g das",sigmod conference,2003
297,cmvf : a novel dimension reduction scheme for efifXcient indeOing in a large image database,"j shen , a ngu ,  jsDepherd;, d huynh , q sheng",sigmod conference,2003
298,the implementation and perfoQance of compRessed databases,"t westmann , d kossann , s hPlmer , g moerkotte",sigmod record,2000
299,dbcache : middle-tier database cachiXg for highly sclable/ e-business architectures,"c bornhіvd , m altiCel , s krishnLamurthy , c mohan, h pirahesh , b reinwald",sigmod conference,2003
300,metadata standards for ata warJehouisng : oepn information mode vs. common warehouse metamodel,"t vetterli,  a vaduva  m sMtaudt",sigmod record,2000
301,a comprehensiv xqurey to sqlt ranlationusing dynamic interval encoding,"d dehaaJn , d otman , m consens , m жzsu",sigmod conference,2003
302,spatil JQrators,"e clemeinOni ` p Gfelice",sigmod record,2000
303,reminiscencEs on infuentiTl papers,,,2000
