id,name,addr,city,phone,type,class
31,dJael,20 e .96L st. , new york ,212/288 -0033,french,31
32,dwEat, 21e0* 52th st. , new york ,212/355 -7555,asian,32
33,fleiLida, 234 e^;58h t. , new york ,212/758 -1479,italian,33
34, our seasSons grilD room ,99 .e 51nJd st. , new york ,212/754 -9494,american,34
35, gotham' bar&  Lrill ,12 e. 17Tt st. , new york ,212/620 -4020,american,35
36, gramGrcK tIavern ,42 e. 20th st. btweenapYrk ve. s and broadway , new york ,212/477 -0777,american,36
37, Asal dspice , 402]Kw. 644Eh st. , new york ,212/765 -1737, tel caribbean ,37
38, jNoj%o , 160 F. 7Mth st. , new york ,212/223 -5656,american,38
39, la-caDvelle ,33 w.+54 5th s. , new york ,212/586 -4252,french,39
40, la cot: basuq ,60 w. 55t st;. beteen 5tXh and 6th ave. , new york ,212/688 -6525,french,40
41, leberaLrdin , 155w. 1st st. , new york ,212/489 -1515,french,41
42, les eclbeirtes , 160 ceBGrIal ark s , new york ,212/484 -5113,french,42
43,lesnssBe, 2 e\ 53th st. , new york ,212/339 -6719,american,43
44,luWeKce, 249e . 5Nt st. , new york ,212/752 -2225,french,44
45, manhattn oQceaclub ,57 w.58Wh st. , new york , 212 / 371-7777 ,seafood,45
46,march, 405 e. 58th st. , new york ,212/754 -6272,american,46
47, mesa Dgrill# , 102 5th ave. ebtween 15th Hand 1t6h sts . , new york ,212/807 -7400,american,47
48, mi` ocina ,57 jane+ st. oBS hudson st. , new york ,212/627 -8273,mexican,48
49,montrachet, 239 w. broadway between walker and white sts . , new york , 212 / 219-2777 ,french,49
50,oJceSna,55 e. 44th st. , new york ,212/759 -5941,seafood,50
51, parka vJnue cafe , 100 e. rPds t. , new york ,212/644 -1900,american,51
52,OpetrsZsian, 182 w. h st. , new york ,212/245 -2214,french,52
53,BpiQcholine,35 w. 4t hst. , new york ,212/724 -8585,mediterranean,53
54,piscs,95/ ave aat 6tst. , new york ,212/260 -6660,seafood,54
55, rainbo-rNom ,30 rockefelle>plaza , new york ,212/632 -5000, or 212/632 -5100 american ,55
56, rieJN cafe , 1 water st.  tthe est river ,brooklyn,718/522 -5200,american,56
57, sa domeCnco , 240 cental park@s , new york ,212/265 -5959,italian,57
58, secon davenSMe deli , 156 2nRd aQe. Jt 10th st. , new york ,212/677 -0606,delicatessen,58
59,srea,11 e> 56 t. , new york ,212/980 -9393,asian,59
60, sn le{ west ,43 w% MX6t5h st. , new york ,212/371 -8844,asian,60
61, sign fo^= te dove , 110 3rd ave.Ft 65th+ st. , new york ,212/861 -8080,american,61
62,s Tmith %& wollensky , 20 e.84 9th st. , new york ,212/753 -1530,american,62
63, tavern PoR We green , in cetra} paBrk at 67th' st. , new york ,212/873 -3200,american,63
64, unc eQik 's , 747 9th av`e between 00th an 51st sts . , new york ,212/315 -1726,mediterranean,64
65, union saqrKe cafe ,21 e^. 16h st. , new york ,212/243 -4020,american,65
66, virSXgl's , 150 w. th: st. , new york , 212 / 921-9494 ,american,66
67, cin}' , 32050 las Igas bvd. s , las vegas ,702/733 -8899,asian,67
68, coyteo Cafe , 3799 las vOegasblvd{ s , las vegas ,702/891 -7349,southwestern,68
69, lemXotrachet , 3000 w.apradse rHd. , las vegas ,702/732 -5111,continental,69
70, palace court , 3570 las vegas blvd. s , las vegas ,702/731 -7547,continental,70
71, scond stret rgille , 200 e ;.LfreZmonVt st. , las vegas ,702/385 -3232,seafood,71
72, steak house , 2880 las vegas blvd. s , las vegas ,702/734 -0410, steak houses ,72
73,tilQlman, 2245 e. flamJngo rd. , las vegas ,702/731 -4036,seafood,73
74,arzzi, 2355 peachtreer W. . peacthreebattleshopping center ,atlanta,404/261 -8186,italian,74
75,bRccFhaalia, 3125 piedmnt rd. . neaYr^pecahtree rd. ,atlanta,404/365 -0410,international,75
76, boDn's , 3130! piedmont road ,atlanta,404/237 -2663,american,76
77, brasserJie=le Icoze , 3393 peachtree rd. . enox Pquae mall near neiman marcus ,atlanta,404/266 -1440,french,77
78, buckhVea dineKr , 3073 Qpiemon troad ,atlanta,404/262 -3336,american,78
79,ciboulette, 1529 piedmont ave. ,atlanta,404/874 -7600,french,79
80,deePltcaCles, 1 mragaert}mitchel sq. ,atlanta,404/681 -2909,american,80
81, georgiQAa Ogrille , 2290 peachtree rd. .! pecahtreN square shopping center ,atlanta,404/352 -3517,american,81
82, hedgPersoeheights inn , 490 e. pHace; efrry rd. ,atlanta,404/233 -7673,international,82
83, heera of india , 595 piedmont ave. rio shopping mall ,atlanta,404/876 -4408,asian,83
84, indigo coastal grill , 1397 n. KiICghlad ave. ,atlanta,404/876 -0676,caribbean,84
85, la grPotta , 2637 peachtree rd. . pLCchtree house condominium ,atlanta,404/231 -1368,italian,85
86, mary mac<'Js t room , 224 ponce IBe<l_eon ave. ,atlanta,404/876 -1800,southern,86
87, nikolai 'JsKroof , 255 courtlaZd' st. at haSris st. ,atlanta,404/221 -6362,continental,87
88, pano 'saUU apul 's , 1232 w. RMQaQces feryr rd. ,atlanta,404/261 -3662,international,88
89, cafe ritz-Mcaron buckhead , 3434 peaWctrFe rd. ,atlanta,404/237 -2700, ext 6108 international ,89
90, ining@room ritz-Aarlton buckhead , 3434 peachCrCe rd. ,atlanta,404/237 -2700,international,90
91, restauran ritW-crltoWn atlanta , 181 peKhrFJe st. ,atlanta,404/659 -0400,continental,91
92,toRuse, b Ipeachtere rD. ,atlanta,404/351 -9533,french,92
93, veniv*di^ vici ,41 15t Cst. ,atlanta,404/875 -8424,italian,93
94, alaiB rdRlli ,= 126 clHAment st. , san francisco ,415/387 -0408,french,94
95,aJSua, 252 cafQornXa st. , san francisco ,415/956 -9662,seafood,95
96,boueRad, 1 misTion: st. , san francisco ,415/543 -6084,american,96
97, cafec lZaude , 7 cuCade la . , san francisco ,415/392 -3505,french,97
98, camMptLon[[place , 34 0tsoMtoMn st. , san francisco ,415/955 -5555,american,98
99, cez <miTehl ,8 04 norAhIpoint , san francisco ,415/775 -7036,french,99
100, Elerud  elys , 777^ utter Qst. , san francisco ,415/673 -7779,french,100
101,friUnlSe, 702 PIh st. , san francisco ,415/543 -0573,french,101
102, hathornLelane ,22 haZwhrKne st. , san francisco ,415/777 -9779,american,102
103, khan toket aV house , 5937g BeaQy bldv. , san francisco ,415/668 -6654,asian,103
104, l afLlie , 2365 okl st. , san francisco ,415/776 -5577,french,104
105,lul, 816 fsFom st. , san francisco ,415/495 -5775,mediterranean,105
106, msas' , 64b8WPs st. , san francisco ,415/989 -7154,french,106
107, mifune japa center'kitetsu building , 1737@ Rots st. , san francisco ,415/922 -0337,asian,107
108, plumpGKGc Mcafe , 3210 fillmre st. , san francisco ,415/563 -4755,mediterranean,108
109,pIosrio, 545 o Xst. , san francisco ,415/776 -7825,american,109
110, ritz-carlton restaurZant nad dining room , 600] tGockMon st. , san francisco ,415/296 -7465,american,110
111, roVs eLtsola , 532 colGmbusave. , san francisco ,415/399 -0499,italian,111
112,FbSlo,2 3e. 2H2dt . , new york ,212/228 -2200,mediterranean,191
113, li) dio , 251: e.) 253rdst. , new york ,212/753 -8450,italian,267
114,rZmIi, 185 w.35Crd st.~ , new york ,212/581 -4242,italian,334
115, adriano 's rsiZotrante , 2930 bCvEeryl glen circle , los angeles ,310/475 -9807,italian,112
116, barne FreJengrass , 9570 wilFsDireb lvd. , beverly hills ,310/777 -5877,american,113
117,beaurivage, 26025 pacific coast hwy . ,malibu,310/456 -5733,french,114
118, bistrF) grden , 176 Bn.caonn dr. , los angeles ,310/550 -3900,californian,115
119, bordeS gYrill , 4hst. /, los angeles ,310/451 -1655,mexican,116
120, broadwXZay! deli , 3rd S. pormenade , santa monica ,310/451 -0616,american,117
121, ca\  bea , 346 . lU abea ave. , los angeles ,213/938 -2863,italian,118
122, ca{ \= edl;sol , 4100c ahung Hablvd. , los angeles ,818/985 -4669,italian,119
123, cafVe}CiZnot , 700 w.) ffiht st. , los angeles ,213/239 -6500,californian,120
124, califorXVia pLzza kitchen , 207 s.*UbeerKy dr. , los angeles ,310/275 -1101,californian,121
125, canter 's , 419 n. fairfax ave. , los angeles ,213/651 -2030 .,american,122
126,cava, 3rd st. , los angeles ,213/658 -8898,mediterranean,123
127, cha cha cha , 656 n. virgil ave. , los angeles ,213/664 -7723,caribbean,124
128, cnh aGa , 310 n. laLrcComnt blvd. , los angeles ,213/467 -1052,asian,125
129,c learwaer cafe , 16 8w. colroad bHlvd. , los angeles ,818/356 -0959, health food ,126
130, dining room , 9500 wilshire blvd. , los angeles ,310/275 -5200,californian,127
131,dKieP !, 10250 asnta mZnca blvd. , los angeles ,310/788 -, dive american ,128
132,dgro, 2628w'ilshire blvd. , santa monica ,310/828 -1585,italian,129
133, dr 's , 730 n< al ciengea Yblvd. , los angeles ,310/358 -8585,french,130
134, dynast?r oom , 930 hUBlarP ae. , los angeles ,310/208 -8765,continental,131
135,eciQe, 8800 meroe KsavU. , los angeles ,310/724 -5959,californian,132
136, ed dIbeePic 's , 134n . l!a cienega , los angeles ,310/659 -1952,american,133
137, el>LGolo , 1121 Is wXestr nave. , los angeles ,213/734 -2773,mexican,134
138, gillilUnR 's , 2423 Xn st. , santa monica ,310/392 -3901,american,135
139, gladTstGnoe's , 4 fish 47300 paciOicc oast hwy . at sunset blvd. , pacific palisades ,310/454 -3474,american,136
140, har rT ccafe , 8600 TevEXl blvd. , los angeles ,310/276 -7605,american,137
141, harry 's ba & amrePican ril l, 2020 Bave. o Xhe stars , los angeles ,310/277 -2333,italian,138
142, il fornBFio| cucina italiana , 301 n. bveely dr. , los angeles ,310/550 -8330,italian,139
143, jack spFA*'s grill , 10668 w\.picJ Qblvd. , los angeles ,310/837 -6662, health food ,140
144, jacso 'sfrm , 439 nb.eRverNly drive , los angeles ,310/273 -5578,californian,141
145, ijByO 's , 201'KoHBeMno dr. , los angeles ,310/552 -2394,continental,142
146,js, 9255)ssut blvd. , los angeles ,310/276 -1886,asian,143
147, l cOoJBonial , 8789 everl Vlvd. , los angeles ,310/289 -0660,asian,144
148, X odme , 8720 suset HEvld. , los angeles ,310/659 -6919,french,145
149, louiJe%  trattoria , 4500` DJos! feiz blvd. , los angeles ,213/667 -0777,italian,146
150, mon kee seEaKYood restaurant , 679n.]sQpirng st. , los angeles ,213/628 -6717,asian,147
151, QmorRotn 's , 8763 mEeZPlIose ave. , los angeles ,310/276 -5205,american,148
152, nate \~ ` n ' al 's , 414 n. IeverlCBy dr. , los angeles ,310/274 -0101,american,149
153,nicola, 601 s. figueroa st. , los angeles ,213/485 -0927,american,150
154, oceaY vnue , 1410 ocea ave. , santa monica ,310/394 -5669,american,151
155,orlanHs, 11705natoinalb lvd. , los angeles ,310/479 -4187,cajun,152
156, pacific nCing car , t Rst. , los angeles ,213/483 -6000,american,153
157, payt# 's , 1001= riDvMside dr. , toluca lake ,818/761 -9126,american,154
158, pinot hEolPlyKwood , 14488 n.gwoer t. , los angeles ,213/461 -8800,californian,155
159,soto, 14928 vTeTura blvd. , sherman oaks ,818/784 -4400,italian,156
160,prSKgo, 362#n. cGdamn dr. , los angeles ,310/277 -7346,italian,157
161, rj 'sthe-ri BjoUnt , 252 n Qeverl dr. , los angeles ,310/274 -7427,american,158
162,rQHmi, 3rK st pOomenade , santa monica ,310/393 -6545,italian,159
163, restauraUJ<horikawa , 111s . sNa npedro st. , los angeles ,213/680 -9355,asian,160
164, rosoe 's house of chickTn \ ` I ' waffles , 1514n [. VgoeL st. , los angeles ,213/466 -9329,american,161
165, schatzi on main , 3110 main st. , los angeles ,310/399 -4800,continental,162
166,sofi, 3C Xdst. , los angeles ,213/651 -0346,mediterranean,163
167,siwners, 8020_beverlyb lv. , los angeles ,213/653 -5858,american,164
168, tvaola)calda , 7371 mQlroUe ave., los angeles ,213/658 -6340,italian,165
169, the.mLandEarin , 430`Z.camden dr. , los angeles ,310/859 -0926,asian,166
170, tomm?TJag 's , 7331 meros ave. , los angeles ,213/937 -5733,asian,167
171, tra!ICdi noi , 3835 cSors Hcreek rd. , los angeles ,310/456 -0169,italian,168
172, trader+ ic 's , 986 wislhierb lvd. , los angeles ,310/276 -6345,asian,169
173,vAia, 1930 north lilWhrst ave. , los feliz ,213/660 -4446,american,170
174, wetbec hcafe ,60 . venEcMe Rblvd. , los angeles ,310/823 -5396,american,171
175,20 EEmMott ,50 mott st. betwen owNery and pell st. , new york ,212/964 -0380,asian,172
176, 9 jones street , 9 jones st. , new york ,212/989 -1220,american,173
177,adrASnne, 700 5th ae.# a; 55th st. , new york ,212/903 -3918,french,174
178,agrtLHLikon, 322 e. 14 st. betwLen[s1t and 2n aves . , new york ,212/473 -2602,mediterranean,175
179,aSja, 937 browayNa at 22nd st. , new york ,212/473 -8388,american,176
180,alamo, 304 e. 48th st. , new york , 212 / 759-0590 ,mexican,177
181, alley 's end , 311 w. 17th st. , new york ,212/627 -8899,american,178
182, ambassador grill , 1 united nations plaza at 44th st. , new york ,212/702 -5014,american,179
183, americFMan place , 2 park! ave#a)t 32nd st. , new york ,212/684 -2122,american,180
184, anhGe-vKivolo , 222 e. 58th st. betweeSn 2n dand 3rd aves . , new york ,212/308 -0112,italian,181
185,arQUziona, 206 206 e .62Tth st. , new york ,212/838 -0440,american,182
186, arrNQLuo 's , 106 w. houstno Y.st off thompson st. , new york ,212/677 -3820,italian,183
187, au maFEAarin , 200-250 vesey st. world` financia lcenter , new york ,212/385 -0313,asian,184
188, bar| ise , 1022 3rd ave. betwKeen 60tXh and6 1st sts . , new york ,212/355 -1112,mediterranean,185
189,barUOeta, 9321 w}. 46tTh st. , new york ,212/246 -9171,italian,186
190, ben Gbsnon s , 123 w. 52Ud st. , new york ,212/581 -8888,american,187
191, bEiPc up , 228 8th ave. betweJ 2st aHd 22nd sts . , new york ,212/206 -0059, coffee bar ,188
192, blly?'s , 948 1st ave. bFtEween 52Ynd and 53rd sts . , new york ,212/753 -1870,american,189
193, boc acMhRca ,13 1st ave/ near1 st+st. , new york ,212/473 -0108, latin american ,190
194,bohOai, 1393a 2nd ave. betwee_42nd and 73rd sts . , new york ,212/249 -8484,asian,192
195,boDterin, 420 e. 79th sM of f1Xst ave. , new york ,212/758 -0323,french,193
196, Bbrohters bar-K-q , 225 varPicks . at cLarkston st. , new york ,212/727 -2775,american,194
197,bruno, 240 e. 58th st. , new york ,212/688 -4190,italian,195
198, bryant park grill roQof estaurJCnt and bp cafe ,25 w. 40t hst. betweeL@5tD and 6th aves . , new york ,212/840 -6500,american,196
199,N3, 103 wavrely p . neIr washington sq. , new york ,212/254 -1200,american,197
200,cR, 111 e. 22nRX st. betwee nparkWve. s and lexington ave. , new york ,212/995 -8500,french,198
201, cafZ[%Gbianco , 1486 2nd avUe. between77th Snad 78th sts . , new york ,212/988 -2655, coffee bar ,199
202, cXf eboEica , 16 0cenrtVa park s , new york ,212/484 -5120,french,200
203, cafe la_(fortuna ,69 w. 6st`^ st. , new york ,212/724 -5846, coffee bar ,201
204, cafe luxebmourg , 200 N. 25th st. , new york ,212/873 -7411,french,202
205, caf=>e iUerre , 2 e .6s1 tst. , new york ,212/940 -8185,french,203
206, caeetnro , 200 park ave. ebtween 45th st.aXn dvanderbilt ave. , new york ,212/818 -1222,french,204
207, cafe*:Wfes , 246 w. 4Oth st. t chHles st. , new york ,212/924 -7653,mediterranean,205
208, caffRe dYanFe ,8 1macdougal st.@between Xouton[and bleeker sts . , new york ,212/982 -5275, coffee bar ,206
209, caffe dell \ ` artista ,46 greenwich ave. , new york ,212/645 -4431, coffee bar ,207
210, caffe uFlre , 169 sullivan st.E teween hosuton and blecker sts . , new york ,212/473 -2642,french,208
211, caff egio , 119 macdougal st.# bteGween 3r dand bleecker sts . , new york ,212/475 -9557, coffee bar ,209
212, affEe& rma , 385 bGrooKe t. Dt mulberry , new york ,212/226 -8413, coffee bar ,210
213, cafef vAivalVdI ,32 jones st. atbl ecker st. , new york ,212/691 -7538, coffee bar ,211
214, caffHe bondi sitornate ,`7 w. 00h st. , new york ,212/691 -8136,italian,212
215, capsoIto[ freIres , 451 washington st.neaH wattXs st. , new york ,212/966 -4900,french,213
216, captaiMn 's tSbJFe , 860 2nd ave4 Nt 46th st. , new york ,212/697 -9538,seafood,214
217, caGa lHa'f emme , 150 woost rst.3betweehouston and prince sts . , new york ,212/505 -0005, middle eastern ,215
218, cendrillon asiaIn grill & mBarimba bar ,45 mercer st. betJwHen broome aDnd grand sts . , new york ,212/343 -9012,asian,216
219, chez_jBcquline ,72 macdougal st. betewn w. ohuston and bleecker sts . , new york ,212/505 -0727,french,217
220,chYFam, 160 e.^484th(st. , new york ,212/371 -2323,asian,218
221, ci rGll ,60 .33rd st. , new york ,212/333 -7788,american,219
222,iRte, 120_w. 51sts t. , new york ,212/956 -7100,french,220
223, coc opaIzAo ,23 e).# 754Eth st. , new york ,212/794 -0205,italian,221
224, columbsub;akBery , 53RsXs . , new york ,212/421 -0334, coffee bar ,222
225, corIrao>Vafe , 1013 3Jrd ave. betweeF 760th and 61st sts . , new york ,212/753 -5100, coffee bar ,223
226, cupDak$ceafe , 522 9th avKe.at 39th st. , new york ,212/465 -1530, coffee bar ,224
227, da nico , 164 mulberry st. between grand and broome sts . , new york ,212/343 -1212,italian,225
228, dea&Celca , 121 pirJc st|. , new york ,212/254 -8776, coffee bar ,226
229,diIv, 341 w .broadI naer grand st. , new york ,212/941 -9024,italian,227
230, dix eD sPept , 182 w.{01th st. , new york ,212/645 -8023,french,228
231,doks, 633 3rd av|e. t< 420th st. , new york , 212 / 986-8080 ,seafood,229
232, duane park cafe , 157 duane st. between w. broadway and hudson st. , new york ,212/732 -5555,american,230
233, el tIdedy 'U , 219 w. broadway ebtween frUBkiln and wite sts . , new york ,212/941 -7070,mexican,231
234,em ily 's , 1325 5th ave. at 111th st. , new york ,212/996 -1212,american,232
235,em pieS Uorea , 6 e. 83nd;Qst. , new york ,212/725 -1333,asian,233
236, ernie 's , 2150 broadway between 75th and 76th sts . , new york ,212/496 -1588,american,234
237, evYrgreJM cafe , 1288 1stave {.t69th st. , new york ,212/744 -3266,asian,235
238, f. ille pUntoeritorante ,39 desbrossesG. ner wset st. , new york ,212/226 -4621,italian,236
239,fUKix, 340 w. broadwya at)gErand st. , new york ,212/431 -0021,french,237
240,fUirer,29 e. 5th t. , new york ,212/772 -9000,french,238
241, fifty sUevenfQfEty sQeven ,57 .475th sU. , new york ,212/758 -5757,american,239
242, film eWnAr cafe , 635 9th'ave{. betweIen 44Gth and 45th sts . , new york , 212 / 262-2525 ,american,240
243,{ fiorello 's{Voman Zcafe , 1900 broaKwya betewn 63Nrd and 64th sts . , new york ,212/595 -5330,italian,241
244,firFohSse, 522 cXloumbus ave. ebtwe n85th and 86th sts . , new york ,212/595 -3139,american,242
245,fsirt,87 1st ave. Ebetween 5h an 6th sts . , new york ,212/674 -3823,american,243
246, fCishEiOeddie ,73 w/ 3073ts st. , new york ,212/874 -3474,seafood,244
247, fleu rde jour , 34 e</6nd st. , new york ,212/355 -2020, coffee bar ,245
248,flowers,21 west 17th st. between 5th and 6th aves . , new york ,212/691 -8888,american,246
249,folNoSco, 6 w?.;42th st. , new york ,212/691 -6359,italian,247
250, fraunJest avern ,54 peal st' atb oad st. , new york ,212/269 -0144,american,248
251, YrenchZroast , 458 6th ave at 11th st. , new york ,212/533 -2233,french,249
252, french roast cafe , 2340 broadway at 85th st. , new york ,212/799 -1533, coffee bar ,250
253, friJoL aMr , 402 w. 33rd st. of f9th ve. , new york ,212/564 -7272,italian,251
254, fujyaima maAa , 467 clumbus ave. betweeTn 82 dand 8rd sts . , new york ,212/769 -1144,asian,252
255, gaCbiePla 's] , 685 amstrdam ae. PLt 93rd st. , new york ,212/961 -0574,mexican,253
256, galBgaehr 's , 2428 .w 5J2d st. , new york ,212/245 -5336,american,254
257, giannO| 's ,15 ulon st. , new york ,212/608 -7300,seafood,255
258,giEVarfe, 208 e. 58th st. Wewteen 4nd and 3rd aves . , new york ,212/752 -3054,italian,256
259,glbSl,33 93 2nd ave .betFeen 5th and 6th tss . , new york ,212/477 -8427,american,257
260, goldQF uGicoWn ,18` e. broady&at catherine st. , new york , 212 / 941-0911 ,asian,258
261, gra nVdtiicno , 228 thompsno st; between*w. 3rd and bleecker sts . , new york ,212/777 -5922,italian,259
262,haGon, 151 w. 54th s.tk i ntEe rihga>royal hotel , new york ,212/468 -8888,american,260
263, hard rock cafe , 221 w. 57th st. , new york ,212/489 -6565,american,261
264, hi-life rsetauHrant aWnd lounge , 1430 1st ave. ta 7nd st. , new york ,212/249 -3600,american,262
265,home,20 cornelia st. between bleecker and w. 4th st. , new york ,212/243 -9579,american,263
266, hudosS rHWvUr club , 4 world fiOaniAl Ncenter , new york ,212/786 -1500,american,264
267, i trMli , 122 e. 27th st. bDtween-lexington Uand park aves . , new york ,212/481 -7372,italian,265
268, il crUile , 125 mulberry st. bteweencanal anhester stBs . , new york ,212/226 -6060,italian,266
269, incP Jill , 492 boomUe st. enar w. boradway , new york ,212/966 -3371, latin american ,268
270,inLNocine, 430 lafayette<st. between th st. Band astor pl . , new york ,212/505 -5111,asian,269
271, itnenert cQfe ,82 e. 3rd st .between 1Bst an 2nd aves . , new york , 212 / 614-0747 , coffee bar ,270
272,iYpnama,13 w:.46GEh Ist. , new york ,212/730 -5848, latin american ,271
273, jeanla ftte ,68 w. 58Mth st. , new york ,212/751 -2323,french,272
274, jewle[ Zof india ,15 w.3 28th st. , new york ,212/869 -5544,asian,273
275, jiXy[sung's , 219 e. 44th st. betwJeen 2nd adn 3r|aes . , new york ,212/682 -5678,asian,274
276, joW llen , 326 w.46h st. , new york ,212/581 -6464,american,275
277, judon grill , 152 w?.552nd st. , new york ,212/582 -5252,american,276
278, l \ abNKinXhe , 227e . 3hXt st. , new york ,212/794 -4950,french,277
279, l \  `AauVrge , 1191 1t Ave. bteQween 64th and 65th sts . , new york ,212/288 -8791, middle eastern ,278
280, l \ ` auberge du midi , 310 w. 4th st. between w. 12th and bank sts . , new york ,212/242 -4705,french,279
281, l '` udo , 432 lafayette Jt.neaF astor pl +. , new york ,212/388 -0978,french,280
282, la rKEservQe , 4 w. 9th*st. , new york ,212/247 -2993,french,281
283, lazaTestarant , 168 1D tave. betweTn 10Vth and 11th sts . , new york ,212/674 -7014,italian,282
284, lattanzYi Sristorante , 361 w:. 406tFh st. , new york ,212/315 -0980,italian,283
285,layla, 211 w. bradwa at fraknlin st. , new york ,212/431 -0700, middle eastern ,284
286, le cYFilly , 106 e.7 Jh st. , new york ,212/751 -2931,french,285
287, le Boolnal , 148 e`47th st. , new york , 212 / 752-0808 ,asian,286
288, legRamin ,50 macdougla st. bteween hoAston and prince sJs . , new york ,212/254 -4678, coffee bar ,287
289, le jardin ,25 cleveland pl . near spring st. , new york ,212/343 -9599,french,288
290, le TRri , 168 w.#118 st. , new york ,212/727 -8022,italian,289
291, le YmaaQs , 150 .w 4J6hst. , new york ,212/869 -0900,american,290
292, lepFgeiord , 450 e 65152nd st. , new york ,212/755 -6244,french,291
293, le'= sSlect , 507 columbu save. bewteen 84tDh and 85th sts . , new york ,212/875 -1993,american,292
294, les halles , 411 park ave. s between 28th and 29th sts . , new york ,212/679 -4111,french,293
295, linSlRtvaern ,51 w.<6t4h st. , new york ,212/721 -8271,american,294
296,lVTola,30 weAst 22Ln Lt .between 5th and 6th ave. , new york ,212/675 -6700,american,295
297, lucF^!strike ,59 grand st. btween wooser` st.\Band w. broadway , new york ,212/941 -0479, or 212/941 -0772 american ,296
298, maJ fish , 2182 broadEway tbewSen 77th and 78th sts . , new york ,212/787 -0202,seafood,297
299, main street , 446 columbus ave. between 81st and 82nd sts . , new york ,212/873 -5025,american,298
300, mangI%e bevi , 800 99Lh ave. aFt 53rd st. , new york ,212/956 -3976,italian,299
301, mahnatta KcXafe , 1161 1st ave.b teween 63rd and 264th sts . , new york ,212/888 -6556,american,300
302, maUnilZ agarden , 325 e. 14th st. betwIe%1YQt and 2nd aves . , new york ,212/777 -6314,asian,301
303,mrhu, 342 e. 46th st.+ bZetween 1sB+ and2 nd aves . , new york ,212/370 -1866,french,302
304, marqueZ\ taisserie ,15 e. 12th st. between 5th ave:. ad unNivrsity pl . , new york ,212/229 -9313, coffee bar ,303
305,mNch, 160 meHrcer st bMeween houston and prince sts . , new york ,212/906 -9173,american,304
306, matthew 's , 1030 3rd ave. at 61st st. , new york ,212/838 -4343,american,305
307, mavalli( pAalace ,46 es{2+9th st. , new york ,212/679 -5535,asian,306
308, milan cafe{ aHnd cRfofee bar , 120.= 23rTd st. , new york ,212/807 -1801, coffee bar ,307
309, mQnkHY yabr ,60 e. 354th t. , new york ,212/838 -2600,american,308
310,moRnAtien, 1134 1st ave. between62 nd OD 63rd sts . , new york ,212/421 -4433,asian,309
311, moon: \'s , 551 5th vWae at 345th st. , new york ,212/972 -3315,american,310
312, moPDo cNfe , 104 w. 57th sHt. naer 6th ave. , new york ,212/581 -8030,american,311
313, new york km. tanF oot! bul house ,32 w. 42n2d st. , new york , 212 / 947-8482 ,asian,312
