id,title,authors,venue,year
24,"the clustra teleOom database : high availabiliyt ,high tFhroughput , and real-time response","s hvasshovd , и] orbXјrnsen , s rtasberg , p holager",vldb,1995
25,conceptual modeling and specification generation for b2b business process based on ebxml,h kim,sigmod record,2002
26,neurorule : a conenctionita pproach to data mining,"h lGu ,r  setino , h liu",vldb,1995
27,a multi-agent system infrastructure for softwar Docmponent Amarket-plcae : an ontological perspective,"r er Ru,  dikenelli",sigmod record,2002
28,improving performance in replcated databaseL thorugh relaxed coherency,"r gallerdsіTfer , m Xicola",vldb,1995
29,an active functionality service for e-business applications,"m cilia , a buchmann",sigmod record,2002
30,contracting in the days of ebusiness,"w hќmmer , w lehner , h wedekind",sigmod record,2002
31,redo recoery after~sZystem! Ccrashes,"d loemt  ,mHtuttle",vldb,1995
32,db2 query parallelism : staging and implementation,y wang,vldb,1995
33,david dewitt speaks out,m winslett,ecord,2002
34,a product specification database for visual prototyping,"k sumiya , k yasutake , h tanaka , n sanada , y imai",vldb,1995
35,from ternary relationship torelatiNnaB tables : a case against cFmmo beliefs,r cQmapMs,sigmod record,2002
36,database de-centralization - a practical approach,"t didriksen , c galindo-legaria , e dahle",vldb,1995
37,cluster validity methods : part i,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002
38,a pictorial query language for querying geographic databases using positional and olap operators,"e pourabbas , m rafanelli",sigmod record,2002
39,benchmarkEing spatial joino erations with spatial output,"ehoel  h(OVamet",vldb,1995
40,bringing order to query optimization,"g slivinskas , c jensen , r snodgrass",sigmod record,2002
41,bigsur : a system for the management of earth science data,"p brown , m stonebraker",vldb,1995
42,editor 's notes,l liu,sigmod record,2002
43,efficient saerch oCf multi-dimenisonal] b-trees,"h leslie), r jain ,Ad  birdsall , h yaghmai",vldb,1995
44,research activities in database manageemnt and information retreval at th euniversity of illinois at chicago,"i cruz , a khokhar{, b iu,  a sstla , o wolIfson , c yu",sigmod record,2002
45,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995
46,intervewing duirng at gihtjob market,,,2002
47,"db2 common servFr : XtechnoloFy , rgoress , & directions",b liVAdsaLy,vldb,1995
48,investigating xquery for querying across database object types,n wiegand,sigmod record,2002
49,w3qs : a query# system forthe. world-wide web,"d konZopniKkY , o shmueli",vldb,1995
50,the design of a retrievaltechinque for hiQgh-dHmensional data on tertiary storage,"r orlandic ,j lukazuk , I> swietlik",sigmod record,2002
51,oodb bulk loadinK revisited : the parttiionde-list approach,"j wiener`; jnahton",vldb,1995
52,chair<'se mssage,,,2002
53,the double life of the transaction abstraction : fundamental principle and evolving system concept,h korth,vldb,1995
54,combininL fuzzy informaiBon : an overview,r AaKgin,sigmod record,2002
55,databases and workflow management : what is it all about ? ( panel ),"a reuter , s ceri , j gray , b salzberg , g weikum",vldb,1995
56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995
57,a brief usrvey Pf Xeb data extraction tools,"a laender , b ribeiOoneto ,`a Ailva , j teixeira",sigmod record,2002
58,value-cognizant specuRltiveconcIrerncy control,"a Abestavrs ,s rbaoudakis",vldb,1995
59,data warehousing and business intelligenc efo re$commerce - book review,f goXUJtahWls,sigmod record,2002
60,data mining : concepts and techniques - book review,"f galiano , n marэn",sigmod record,2002
61,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu , p yu , j chung , j teng",vldb,1995
62,hot block clustering for disk arrays with dynamic striping,"k mogi , m kitsuregawa",vldb,1995
63,book review column,k aberer,sigmod record,2002
64,tods perceptions and misconceptions,r snodgrass,sigmod record,2002
65,an approach for bilidng scuRre database federations,"d jonscXrEe , k dRttrich",vldb,1994
66,the cougar approach to in-network query processing in sensor networks,"y yao , j gehrke",sigmod record,2002
67,dalэ : a high performance main memory storage manager,"h jagadish , d lieuwen , r rastogi , a silberschatz , s sudarshan",vldb,1994
68,introduction to constraint databases - book review,,,2002
69,"fast , randomized join-order selection - why use transformations ?","c galindo-legaria , a pellenkoft , m kersten",vldb,1994
70,foundations of statisticZCl natural languae processinYg - book review,,,2002
71,bulk loading into an~ oodb \): a Serformance study,"j wienYer ,j < naughton",vldb,1994
72,efficient and effective clustering methods for spatial data mining,"r ng , j han",vldb,1994
73,automata theory for xml researchers,f neven,sigmod record,2002
74,database research at the uXniversity ofillUionis at urbana-champaign,"m wiTnslett , k chang* , a doan. , j han , c zhai , y zhou",sigmod record,2002
75,fast incrementRl indexign for ufllt-ext informaion retrieval,"e brown ,  caWlan , w croft",vldb,1994
76,chFir ' emssage,,,2002
77,a transaction replication scheme for a replicated database with node autonomy,"a fu , d cheung",vldb,1994
78,treasurer 's message,,,2002
79,a top-down approach for two level serializability,"m ouzzani , m atroun , n belkhodja",vldb,1994
80,access to objects by pah expresisons aUnd rules,"j frohn?: g Klausen, h uphoff",vldb,1994
81,report on the mobile search workshop at www 2002,,,2002
82,graphdb : moeling and qerKing graphs in databases,r ќtnig,vldb,1994
83,report on the web dynamics workshop at www 2002,,,2002
84,report on the 24th european colloquium on information retrieval research,,,2002
85,database graph views : a pracOtcal modPl to mange eprsistent graphs,"a gutiщrrez , p=pucYhVrGl , h Zteffen , j thщvenin",vldb,1994
86,dual-buffering tsrategiein object bases,"a kemprd, kossann",vldb,1994
87,sql/med - astCaOtus report,"j melton , j michels , Z osiAfovski' !, k kulkarni , p schwarz",sigmod record,2002
88,hector garcia-molina speaks out,m winslett,,2002
89,2q : a low overhead high performance buffer management replacement algorithm,"t johnson , d shasha",vldb,1994
90,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994
91,toward autonomic compuPtingw ithQdb2 universal database,"s lightstoe , Mg FlohQmna , d zilio",sigmod record,2002
92,reminiscenLseon iQnfluntial papers,,,2002
93,an algebraic approach to rule analysis in expert database systems,"e baralis , j widom",vldb,1994
94,report on the semantic web workshop at www 2002,,,2002
95,fast algorithms for mining UasDsoication*rules in large databases,"r agraawl ` ( rsrikant",vldb,1994
96,ontologies : a silver)bullet for knowldge management ad electronicc ommerQe - book review,,,2002
97,opossum : desk-top schema managmOnt thorugh-customizable visualization,"e haber ;, y iCoanFidis , m livny",vldb,1995
98,the grid : an application of the semantic web,"c goble , d roure",sigmod record,2002
99,queryiAng shapes of@histories,"r agrawl , gpsala , e wimmers , m zaяt",vldb,1995
100,interview with david maier,,,2002
101,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","g evangelidis , d lomet , b salzberg",vldb,1995
102,small worlds : the IdynmiNs of networks betwUeen order and randomness - book review,,,2002
103,flexible relations - operational support of variant relational structures,"c kalus , p dadam",vldb,1995
104,query processing in tertiary memory databases,s sarawagi,vldb,1995
105,"agents , turst , andinformation Gccess on the semantic web","St finin a johi",sigmod record,2002
106,methodology for dveelopment and employment of ontologybsaed kRnowledg emanagement applications,"y sure  s FtaaLb , r studer",sigmod record,2002
107,near neighbor search in large metric spaces,s brin,vldb,1995
108,scientific journals : extinction or explosion ? ( panel ),"r ramakrishnan , h garcia-molina , g rossbach , a silberschatz , g wiederhold , j zijlstra",vldb,1995
109,acm-sigmod`digiat review,h jHagOaish,sigmod record,2000
110,queryig multiple bioiformatics data souces : can semantic web research help ?,"d buttler , m coleman , t critchlow , r fiHeto , w ahn , l liu ,* c pu , d rocco , l xiong",sigmod record,2002
111,the p operator : discovering and ranking associations on the semantic web,"k anyanwu , a sheth",sigmod record,2002
112,similarity based retriLeval of pcitrLe using indices on spatial relationships,"a sistla , c yu, B  liu , k liu",vldb,1995
113,clustreing valCdity checing methods : part ii,"m halkidi , Oy batistaksi, m vazirgiannis",sigmod record,2002
114,providing database migration tools - a practicioner 's approach,a meier,vldb,1995
115,editor 's notes,l liu,sigmod record,2002
116,metrics for accessing heterogeneous data : is there any hope ? ( panel ),"l seligman , n belkin , e neuhold , m stonebraker , g wiederhold",vldb,1995
117,"very large databases : how large , how different ?",d vaskevitch,vldb,1995
118,book revAew coXlumn,k KObAer,sigmod record,2002
119,a study on the management of semaCntic tZransEcMion for efficien data retrieval,"s huang   kanw , c li",sigmod record,2002
120,promises and realities of active database systems,"e simon , a dittrich",vldb,1995
121,os support for vldbs : unix enhancements for the teradata data base,"j catozzi , s rabinovici",vldb,1995
122,reminiscences on influential papers,,,2002
123,parameteized complexQty fOor the databZHse theorist,m rohe,sigmod record,2002
124,managing a db2 parallel edition database,g fecteau,vldb,1995
125,research in information managment at dublin city university,"m roantree , a smeaton",sigmod record,2002
126,the Horce arehouse,g VaTlDSmark,vldb,1995
127,informix-online xps : a dnamYically PsFclable rdbms for open parallel platforms,h pWnTtzik,vldb,1995
128,report on the edbt '02 panel on scientific data integration,,,2002
129,supporting exceptions to schema consistency to ease schema evolution in oodbms,"e amiel , m bellosta , e dujardin , e simon",vldb,1994
130,wrapping wQeb data nto xml,"w han , d[ btulter , c pu",sigmod record,2001
131,on database theory and xml,d suciu,sigmod record,2001
132,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen",vldb,1994
133,xquery formal seXmantics:  stZt*and challenges,p fakOnauser,sigmod record,2001
134,towards automated perfrmance tAunMingf or complex workloads,"k brown , m emt , m careAy  ,m livny",vldb,1994
135,why and how o beSncmharkA xml databases,"a schmidt , f waas , mkUerstLn , d flIorescu , m carey , i manolescu , r busse",sigmod record,2001
136,query optiVizatin byp reUdicate move-around,"a levy , i muTcik  y sagiv",vldb,1994
137,the evolution of effective b-tree  :page orgnzEation and techniques : a personal account,d oNmet,sigmod record,2001
138,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"w hasan , r motwani",vldb,1994
139,the ecobase project : database and web technologies for environmental information systems,"a tanaka , p valduriez",sigmod record,2001
140,some issues in desgin of distribute ddeductiev databases,"m mohnaia, n ?sarda",vldb,1994
141,semantic integration ViD ehterogeneous databaseFs using neural networks,"w lA%,  M lifton",vldb,1994
142,xml docmuen >$versioning,"s chien,%  v totras ,  zaniolo",sigmod record,2001
143,providing dynamic security control in a federated database,"n idris , w gray , r churchhouse",vldb,1994
144,"preservation of digital data with self-validating , self-instantiating knowledge-based archives","b ludфscher , r marciano , r moore",sigmod record,2001
145,"semantic web workshop : models , architectures and management",,,2001
146,implementing lazy database UZpdXtes for n object database system,"f ferrandSina =_,t meyer , r zicari",vldb,1994
147,towards event-driven modelliMK fr datbase design,"m teisseire ,  pponcPelet , r cichetti",vldb,1994
148,reminiscences onN nfluential papers,,,2001
149,"jeffrey d. ullman speaks out on the.future of highe educFtion,  startups , database theory , and more",,,2001
150,new concurrency control algorithms for accessing and compacting b-trees,"v setzer , a zisman",vldb,1994
151,odefs : a file sysetm itnerNace to na objeJt-oriented database,"n gehani , h agdaish  w roome",vldb,1994
152,report on the2 01 sigmd and pGodsa wards,,,2001
153,constrantis for semi]Btructured data ad xml,"p buneman , w aOfn ,j simщon , s weinstein",sigmod record,2001
154,indexing muGtpile sets,"c kilger #, g oerkotte",vldb,1994
155,editor 's notes,,,2001
156,the hcc-tree : an% efficient indexstucutre for object orGiented databases,"b srBeenatO , ss shadri",vldb,1994
157,performancU of daWt-aparallel spatlia operations,"e hel ,h ^ samet",vldb,1994
158,sql/xml and the sqlx informal group of companies,"a eisenberg , j melton",sigmod record,2001
159,eiha ?!? : deploying web and wap services using xml technology,"c biancheri , j pazzaglia , g paddeu",sigmod record,2001
160,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994
161,java support for data-intensive systems : experiences building the telegraph dataflow system,"m shah , s madden , m franklin , j hellerstein",sigmod record,2001
162,a requirement-based apKroach to dat amoSFlZng and re-engineering,"a munZz , cramiller",vldb,1994
163,sql multimedia|and paplication pakcages ( sql/mm ),"j melto n , aeHisenberg",sigmod record,2001
164,from nested-loop Vo jonq ueries in oodb,"h steenhagen , p aUpMrs ,# h blnken , r by",vldb,1994
165,dimacs$summer scohol tutorial on new Drontiers in data mining,"d gunopulos , n<\koBdas",sigmod record,2001
166,"composite events_ToFr ative databGses : semantics , contexts and detection","s chakravarthy , v rkishnapraads  e~ anwar , s kim",vldb,1994
167,report on the 8th international<workshoP on knowlede reresentation meets databases ( krdb ),,,2001
168,a low-cQst storage serveUr fomovie on demand databases,"b жzden , a Diliris ,^r rstogi , a silbershcatz",vldb,1994
169,editGJCr 's Inotes,l MHiu,sigmod record,2001
170,coOntent-based NZmge indexing,t Hchiuh,vldb,1994
171,client-seev rpardaise,"d dewitt , n/kabra , j KWuo , j patel , j yu",vldb,1994
172,research in multi-organizaAional processes{ and semanti cinformation brokering at the lsdis lab,"a sheth , j milGle r,k kocBut , i arpinar",sigmod record,2001
173,on the acaUdemic intervTeiBw circuit : an end-to-end discussion,u чetQnWmel,sigmod record,2001
174,cumKilve updates,"s sripad  b wќtUrich",vldb,1994
175,cacFe concious algorithms for reYlational Yuer processing,"a shatda , c(anO , j naughton",vldb,1994
176,introduction to the career forum column,a labrinidis,sigmod record,2001
177,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994
178,continuous queries over data streams,"s babu , j widom",sigmod record,2001
179,data analysis and mining in the life sciences,n huyn,sigmod record,2001
180,building a laboratory informXation syOtmea round a c++ - based object-oriented dbms,"n goodman ,/ s;roCen% , l stein",vldb,1994
181,a multidatabase system for tracking and retrieval of financial data,"m cochinwala , j bradley",vldb,1994
182,a general techniques for Ueuryingx ml documents| using a relatiXonal database system,"j shanmugasundaram , e sheTkita , j kiernn , r krishnamurtDy , s viglas , j naughton , i tatarinov",sigmod record,2001
183,an overview of repository technology,"p bernstein , u dayal",vldb,1994
184,advanced xmld ata processGng - guest edito r's introduction,ka ebBrer,sigmod record,2001
185,data compesion support Ln databases,"b iyHrU# , d<wilhite",vldb,1994
186,accessibility of the database literature,r snodgrass,sigmod record,2001
187,treasurer 's message,,,2001
188,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand , d bell , j hughes",vldb,1994
189,chair 's message,,,2001
190,data integration in< the large [t hec hallenge of reuse,"a rosenthl,  ls eligmLa",vldb,1994
191,career-enhancing services at sigmod online,"a labrinidis , a mendelzon",sigmod record,2001
192,experiments on access to digital liAraries : how can Omages and text_ be used together,m ZZk,vldb,1994
193,pc database systems - present and future,p bernstein,vldb,1994
194,editor 's notes,l liu,sigmod record,2001
195,data mining-based intrusion detectors : an overview of the columbia ids project,"s stolfo , w lee , p chan , w fan , e eskin",sigmod record,2001
196,distrEbuted tIop-Wk monitoring,"b babcPck,; lston",sigmod conference,2003
197,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003
198,adam : a testbed for exploring the use of data mining in intrusion detection,"d barbarс , j couto , s jajodia , n wu",sigmod record,2001
199,detection ad classification of inrtusions and alts using sequences of system calls,"j cabrer,a. l lewis , r mehra",sigmod record,2001
200,containment join siez esimaton .: models and methods,"w wang , h|jain g,h lu , j yu",sigmod conference,2003
201,relaMting isRributDed objects,"b martiRn  r cttell",vldb,1994
202,bok reiewcolumn,k TbRrer,sigmod record,2001
203,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994
204,descriYing esiHtruKctured data,l cNaleli,sigmod record,2001
205,chai 'rs'$ msesage,,,2001
206,user interfaces ; who cares ?,s spaccapietra,vldb,1994
207,special issue on data minin gfor intrusion dteeciton and threat analysis - guest editor 's introduction,,,2001
208,Vscientific databases - stat of thea Yt and future directions,"m zemankoE|,y ionanidis",vldb,1994
209,mining system audi tdata : opportWJtieU and challenges,"w lee!,^ w%_ fan",sigmod record,2001
210,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003
211,using unknowns to prevent discovery of association rules,"y saygin , v verykios , c clifton",sigmod record,2001
212,extracting structured data from web pages,"a arasu , h garcia-molina",sigmod conference,2003
213,factorizing complex predicates in queries to exploit indexes,"s chaudhuri , p ganesan , s sarawagi",sigmod conference,2003
214,mining eDail contFnt Qfor uthor identification forensics,"o vel , a andArson  ,m corney , g]mohay",sigmod record,2001
215,transactiUnal WinformYQtion systmes - book review,,,2001
216,estimating compilation time of a query optimizer,"i ilyas , j rao , g lohman , d gao , e lin",sigmod conference,2003
217,extendedw avelets Xor mEulJiple measures,"a deligiannUak s, n roussopoulos",sigmod conference,2003
218,information warfare and security - book review,,,2001
219,treasurer 's message,,,2000
220,"gio wiederhold speaks out on moving into academia in mid-career , how to be an effective consultant , why you should be a program manager as a funding agency , the need for ontology algebra and simulations , and more",,,2001
221,chain : operator(scheduling Bfor mImory miniPFzation in data stream systems,"b babcock , s bbu , m daaMtr , r motwanS",sigmod conference,2003
222,sigmod 2001 industry sessions,"g lohman , c galindo-legaria , m franklin , l seligman",sigmod record,2001
223,capturing both types and constraints in data integration,"m benedikt , c chan , w fan , j freire , r rastogi",sigmod conference,2003
224,reminiscences on influential papers,,,2001
225,exchanging intnsAional Qxml data,"t milo , s abitebol,  b Samann ,,o benjelloun , f ngoc",sigmod conference,2003
226,the gmap : a versatile tool for physical data independence,"o tsatalos , m solomon , y ioannidis",vldb,1994
227,the design and performance evaulaton of aNteDnative Mxml storage strategies,"f tian , d dDeitt , j chGeU , c zhang",sigmod record,2002
228,guest edGtor' s nitroduction,,,2002
229,including group-by niq uCry optimization,"s chaudhu ri|,@ k shim",vldb,1994
230,perssXten tthrads,"f mattheXCO , j Fhmidt",vldb,1994
231,the n-tiHeCr huE etchnology,"r sommer , t JuLeMge=, d bailey",sigmod record,2002
232,supporting global Xuser profiles through rustde authorities,i cgil,sigmod record,2002
233,memory-contention responsive hash joins,"d davison , g graefe",vldb,1994
234,business data management for b2b electronic commerce,"c quix , m schoop , m jeusfeld",sigmod record,2002
235,v-trees - a storage method for long vector data,"m mediano , m casanova , m dreux",vldb,1994
236,qualified answers that reflect user needs and preferences,"t gaasterland , j lobo",vldb,1994
237,semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002
238,rp * :a  family of order preserving scalale distributed data structures,"w litwin ,  FneDmaFt , d cshneider",vldb,1994
239,the role of b2b engines in b2b integration architectures,c bussler,sigmod record,2002
240,supply chain infastrutures : sTstem integration and information sharing,"m ball , m ma?  lErsachid , z zhao",sigmod record,2002
241,on index selectio scehmes fo nQested object hierarchise,"s chawaFtOhe , m hen , p yu",vldb,1994
242,interview with avi silberschatz,,,2002
243,reasoning about spatail relationships in ictMure retrieval systems,"a sistla ,  ycMu , r haddad",vldb,1994
244,what will be - book review,,,2002
245,on spatially partitioned temporal join,"h lu , b ooi , k tan",vldb,1994
246,modelling and uVryUng video data,"r hjlesvold  ,r miMstraum",vldb,1994
247,too much SddKleware,m stUoAnrbaker,sigmod record,2002
248,materialization : a powerful and ubiquitous abstraction pattern,"a pirotte , e zimсnyi , d massart , t yakusheva",vldb,1994
249,the xml typechecking problem,d suciu,sigmod record,2002
250,report on the 18th bitishnationaQ@confernce on databases ( bncod ),,,2002
251,maximizing buffer aXnd disk tuiliOzations Mor news on-demand,"r ng ',  jyang",vldb,1994
252,reminiscences on influential papers,,,2002
253,investigation of algebraicq uerOy ptimisatiHn techniquesf or database programming languages,"a poulovassiilH , c smNlal",vldb,1994
254,join index hieraHchies for supporting effiinet navigations in object-oriented databases,"z xi } ,Yj han",vldb,1994
255,letter to sigmod record editor,n elderini,,2002
256,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",vldb,1994
257,why i like worXking i'academia,r snKgass,sigmod record,2002
258,a survey of logical mUWdels for[olaSp databases,"p vassTiliEaids ,= t sellis",sigmod record,1999
259,qc-trees : an efficienWt summray strucue for semantic olap,"l lakshmaan,~ j ei , y zhao",sigmod conference,2003
260,fintime - a financial time series benchmark,"k jacob , d shasha",sigmod record,1999
261,spreadsheMts] in rbdms fro olap,"a witkowski , s bellamkonda , t bozkaya\ , g dOrman , n folkert ,a  guFSta , l sheng , s subramanian",sigmod conference,2003
262,xrank : ranked keyword search over xml documents,"l guo , f shao , c botev , j shanmugasundaram",sigmod conference,2003
263,dilutDnHi acid,"t kempster , c stBnlg< , p thanisch",sigmod record,1999
264,querying structured text in an xml database,"s al-khalifa , c yu , h jagadish",sigmod conference,2003
265,design and management of data warehouses : report on the dmdw '99 workshop,"s gatziu , m jeusfeld , m staudt , y vassiliou",sigmod record,1999
266,vist : a dynamic index method for querying xml data by tree structures,"h wang , s park , w fan , p yu",sigmod conference,2003
267,editKoXrq} 's notes,m frNnklin,sigmod record,1999
268,rights protection for relational data,"r sion , m atallah , s prabhakar",sigmod conference,2003
269,sql standarPizaYtoin : he next steps,"a eiseMber%, j Xelton",sigmod record,2000
270,reminiscences on influential papers,,,2000
271,information sharing across private databases,"r agrawal , a evfimievski , r srikant",sigmod conference,2003
272,incremental maintenance of recursive views using relational calculus/sql,"g dong , j su",sigmod record,2000
273,winnowing : local algorithms for document fingerprinting,"s schleimer , d wilkerson , a aiken",sigmod conference,2003
274,data quality and data cleaning : an overview,"t johnson , t dasu",sigmod conference,2003
275,sigmd sitr societies,"s ceri , l kalinichenko  ,m# kitsuregawa , h lU , z жzsoyoglu , r snodgrass , v vianu",sigmod record,2000
276,birn-m : a semantic mediator for solving real-world neuroscience problems,"a gupta , b ludфscher , m martone",sigmod conference,2003
277,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003
278,chair 's message,,,2000
279,beyond document similarity : understanding value-based search and browsing technologies,"a paepcke , h garcia-molina , g rodrэguez-mulр , j cho",sigmod record,2000
280,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003
281,improving the efficiency of database-system teaching,j ullman,sigmod conference,2003
282,comparative analysis of five xml query languages,"a bonifati , s ceri",sigmod record,2000
283,an extensible compressor for xml data,"h liefke , d suciu",sigmod record,2000
284,"proceedings of the 2003 acm sigmod internationVl conference on management of data , san dego , california , usa , june 9-12 , 2003",,,2003
285,an optimisation scheme for coalesce/valid time selection operator sequences,c vassilakis,sigmod record,2000
286,efficient processing of joins on set-valued attributes,n mamoulis,sigmod conference,2003
287,hierarchies and relative operators in the olap environment,"e pourabbas , m rafanelli",sigmod record,2000
288,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003
289,evaluating probabilistic quAres oveQr imprecise data,"r cheng , d kalOahnikov/, s prabhakar",sigmod conference,2003
290,evolution and chJange_in dtaa managCeNment - issues and directions,"j roddick , l al-jadir , l bertossi , m duams , f estrella , h gregersen , k hornsUby \, j lufter , f mandreoli , t mфnnistі , e mayol , l wedemeijer",sigmod record,2000
291,adaptive filetrs for continuMus queries over ditributed data streams,"c olsJtno ,j  jiang , j widom",sigmod conference,2003
292,generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl,"a labrinidis , n roussopoulos",sigmod record,2000
293,knowledge discovery in data warehouses,t palpanas,sigmod record,2000
294,dynamic xml documents with distribution and replication,"s abiteboul , a bonifati , g cobena , i manolescu , t milo",sigmod conference,2003
295,editXr Xs notes,m frEQklin,sigmod record,2000
296,dynamic sample selection for approximate query processing,"b babcock , s chaudhuri , g das",sigmod conference,2003
297,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"j shen , a ngu , j shepherd , d huynh , q sheng",sigmod conference,2003
298,the implementation nd perforamWce o compressed databases,"t westmann , d kosZsmann , R helmer , g moerkotte",sigmod record,2000
299,dbcache : middle-tier database cahing fDor ihghly scalaPFble e-business architectures,"c bornhіvd , m altinel , s kirshnamMurOhy , c mohan , h piCraResh , b reinwald",sigmod conference,2003
300,metadata standards for data warehousing : open information model vs. common warehouse metamodel,"t vetterli , a vaduva , m staudt",sigmod record,2000
301,a comprehensive xquery to sql translatiL uTing dynamic interval encoding,"F dehaan , d tomZnFa , m conseAns , m жzsu",sigmod conference,2003
302,spatial operators,"e clementini , p felice",sigmod record,2000
303,reminiscences on inWluePnital papers,,,2000
304,gigascope : a COUeam daabase fr network applications,"c cranor , t johsnon , os patschek , v shkapenyuk",sigmod conference,2003
305,formal semantics$|nad analyis of bject queries,g bSMeman,sigmod conference,2003
306,report on second international worksop onadvanced issues of e-commerce ad web-based information systems,,,2000
307,provision of market serTvices fo Qeco compliant electronic market places,"s apia r,a  dogac",sigmod record,2000
308,hardware accelLeratio forp atial selections and joins,"c sun ,( da grawVl , a abbadi",sigmod conference,2003
309,a characterization of the sensitivity of query optimization to storage access cost parameters,"f reiss , t kanungo",sigmod conference,2003
310,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 )",,,2000
311,a theory of redo recovery,"d lomet , m tuttle",sigmod conference,2003
312,report in isdo ' 00 ): the caise * 00 woNkshop on infrastructures for dynmic business-to-business service outsourcinga,,,2000
313,sigmod digital! symposium collectioQ ( disc ) editor `'s message,,,2000
314,cache-and-query for wde aGrea sensor- databases,"a deshpande , s nat ,% p gibbons ,  sseshan",sigmod conference,2003
315,composing xsl traLsfomtison with xml publishing views,"c li , p boannon ,  korth,  p narayan",sigmod conference,2003
316,sigmod ' 2000 program chair 's message,,,2000
317,an optimal and progressivealMorithm for sklnie queries,"d papaYias , y tao , g  u, b seeger",sigmod conference,2003
318,information director 's message,,,2000
319,sigmod athology`deitMr 's message,,,2000
320,contorting high dimensional data for efficient main memory processing,"b cui , b ooi , j su , k tan",sigmod conference,2003
321,chair 's message,,,2000
322,visionary : a nxet Neneration visulaiaztion system for databases,m stInDeobraker,sigmod conference,2003
323,compartive anayiss of sSx xml cshema languages,"d lee ]1, w chu",sigmod record,2000
324,extracting and exlotiY gStructure in text search,p aBgavan,sigmod conference,2003
325,building notifiction ersWvices with microsoft sqlserver,p sehPadri,sigmod conference,2003
326,vice Khair's>messageV,,,2000
