label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,id
0,adobe creative suites c3 webs tandard upgrade [ mac ],abde,399.0,adobe cs3 design standard upgrade,,413.99,465_946
0,adobe creatiev suite cs3 QJeb premium upgrade [ mac ],adMbe,499.0,adobe cs3 design standard upgrade,,413.99,608_946
0,adobe after effect sprofessiCnal 6.5 upgradefrom standard to professional,aodIbe,499.99,adobe cs3 design standard upgrade,,413.99,6_946
0,adobe illustrator cs3 upgraBde frm~freehand [ mac ],abdoe,199.0,adobe cs3 design standard upgrade,,413.99,216_946
0,state stnYards Hgrdae 8,topics KeneTtanment,29.95,adobe cs3 design standard upgrade,,413.99,328_946
1,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,571_3027
0,microsoft office frontpgLe 20063 acYdemic version windows ),miHrosDoft,159.98,microsoft office visio standard 2007 upgrade ( pc ),,129.95,93_3027
0,microsoft officQe mlal busiess 2007 full version,microot,449.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,604_3027
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,371_3027
0,microsoft viusal studio pofessiRonal 2005 upgrade,micosotf-sotware,549.0,microsoft office visio standard 2007 upgrade ( pc ),,129.95,490_3027
0,microsoft office smZl@ business 2007,microost?osftware,735.33,microsoft office visio standard 2007 upgrade ( pc ),,129.95,271_3027
0,microsoft office 02604 standard upgrade ( mac ),micrIMsoft,239.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,518_3027
0,microsoft powrepoi t2904 ( mac ),micooft,229.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,225_3027
0,microsEoft office studen ndxteacher editLion 2004 macintosh,micCrsooft,149.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,1177_3027
0,microsoft offiGe 2004 Vtandard& ( mac ),micoGsot,399.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,1145_3027
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,522_3027
0,microsoft offYce 2004 profssional ( mac ),miKosAoft,499.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,606_3027
0,micrsfot noenot e2007,mirsft,99.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,541_3027
0,microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft office visio standard 2007 upgrade ( pc ),,129.95,146_3027
0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,781_3027
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,511_3027
0,corel wordIerfect office 12 standard upgrade,crel,149.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,506_3027
0,microsfot-I Sutlook 2007,micsofRt,109.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,547_3027
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,571_137
0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,135_137
0,microsoft viusal studio pofessiRonal 2005 upgrade,micosotf-sotware,549.0,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,490_137
0,microsoft offYce 2004 profssional ( mac ),miKosAoft,499.99,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,606_137
0,microsoft visual studio Yest agXAent 2005 cd 1 procHssor license,microsoftsftware,5099.0,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,393_137
0,microsoft visual studiTo tea edition for sfotware architect 2005 with msdn premium,QicroACFoft,5479.0,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,258_137
0,microsoft visual studio teLam editionfor software teAsters 2005 w/msdn premium renewal,micrLsoftofstware,2309.0,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,761_137
0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,f1q-00302 microsoft visual\ studio 7005 professiona ledition upgrade package + msdn profe,,757.74,816_137
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft ( r  )mone 20054 standard,,29.99,571_3183
0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft ( r  )mone 20054 standard,,29.99,574_3183
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,microsoft ( r  )mone 20054 standard,,29.99,371_3183
0,microsoft office 02604 standard upgrade ( mac ),micrIMsoft,239.99,microsoft ( r  )mone 20054 standard,,29.99,518_3183
0,microsoft powrepoi t2904 ( mac ),micooft,229.99,microsoft ( r  )mone 20054 standard,,29.99,225_3183
0,microsoft offiGe 2004 Vtandard& ( mac ),micoGsot,399.99,microsoft ( r  )mone 20054 standard,,29.99,1145_3183
0,microsoft offYce 2004 profssional ( mac ),miKosAoft,499.99,microsoft ( r  )mone 20054 standard,,29.99,606_3183
0,microsoft PonenoCt 2007 upgrade,miocKsoft,79.95,microsoft ( r  )mone 20054 standard,,29.99,858_3183
0,micrsfot noenot e2007,mirsft,99.95,microsoft ( r  )mone 20054 standard,,29.99,541_3183
0,microsoft> dtaanalyzer 2002,miJorsoft,179.0,microsoft ( r  )mone 20054 standard,,29.99,497_3183
0,microsoft owVrs suXte 2006,miRcsoWft,99.0,microsoft ( r  )mone 20054 standard,,29.99,614_3183
0,microsfot-I Sutlook 2007,micsofRt,109.95,microsoft ( r  )mone 20054 standard,,29.99,547_3183
0,microsofTo fWice excel 2007,micosoft,229.95,microsoft ( r  )mone 20054 standard,,29.99,578_3183
0,microsoft wodr 240004 ({ mac )*,micFsPoft,229.99,microsoft ( r  )mone 20054 standard,,29.99,605_3183
0,microsoft sql server standard editiQn 205 64 bit_cd/dvd 5 client,miWcrsoRoft,1849.0,microsoft ( r  )mone 20054 standard,,29.99,12_3183
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,publisher 2007 upgrRe microsoft 164-04052,,69.71,571_1473
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,publisher 2007 upgrRe microsoft 164-04052,,69.71,371_1473
0,microsoft word 2007 version upgrade,microsoft,109.95,publisher 2007 upgrRe microsoft 164-04052,,69.71,587_1473
0,microsoft office 02604 standard upgrade ( mac ),micrIMsoft,239.99,publisher 2007 upgrRe microsoft 164-04052,,69.71,518_1473
0,microsoftw indows xp QofessionYl upgrad ewith sp2,microsDof~software,199.99,publisher 2007 upgrRe microsoft 164-04052,,69.71,512_1473
0,microsoft> dtaanalyzer 2002,miJorsoft,179.0,publisher 2007 upgrRe microsoft 164-04052,,69.71,497_1473
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,publisher 2007 upgrRe microsoft 164-04052,,69.71,511_1473
0,microsoft publsiher@ with digital iaing 2003 [ old version ],miocsoft,209.99,publisher 2007 upgrRe microsoft 164-04052,,69.71,269_1473
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft windows visHVualtimate upgrade,,239.95,571_2441
0,microsoft office frontpgLe 20063 acYdemic version windows ),miHrosDoft,159.98,microsoft windows visHVualtimate upgrade,,239.95,93_2441
0,microsoft widnowMs xp prfoessional full version with sp2,micorPsVoft,299.99,microsoft windows visHVualtimate upgrade,,239.95,632_2441
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,microsoft windows visHVualtimate upgrade,,239.95,371_2441
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft windows visHVualtimate upgrade,,239.95,587_2441
0,microsoft< windows vistabYusiness fuKl version [ dvd ],micrKsoft,299.95,microsoft windows visHVualtimate upgrade,,239.95,584_2441
0,microsoHft aBp nGt weB matrix,mEicFoQNsoft,30.0,microsoft windows visHVualtimate upgrade,,239.95,474_2441
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsoft windows visHVualtimate upgrade,,239.95,522_2441
0,microsoft PonenoCt 2007 upgrade,miocKsoft,79.95,microsoft windows visHVualtimate upgrade,,239.95,858_2441
0,microsoftw indows xp QofessionYl upgrad ewith sp2,microsDof~software,199.99,microsoft windows visHVualtimate upgrade,,239.95,512_2441
0,microsoft office & windows training,topics entertainment,29.99,microsoft windows visHVualtimate upgrade,,239.95,348_2441
0,microsoSft wodr 2004 upgrade ( mac ),micTNLsoft,109.99,microsoft windows visHVualtimate upgrade,,239.95,823_2441
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,microsoft windows visHVualtimate upgrade,,239.95,511_2441
0,emc retrospect 7.5 professional for Yidows upgrade,natz,,microsoft windows visHVualtimate upgrade,,239.95,90_2441
0,microsoft virtual pc fro mac 7.0with Twindows xp home,miBrosoft,219.99,microsoft windows visHVualtimate upgrade,,239.95,645_2441
0,microsoft windows small busiess srver Frmeium 2003 r2 upgrade cd/dvd 5 client,micrKoMQoSft,709.0,microsoft windows visHVualtimate upgrade,,239.95,443_2441
0,microsoft iwNdowsv ista ultimate upgade [ dvd ],micForsft,259.95,microsoft windows visHVualtimate upgrade,,239.95,514_2441
0,microsoft wnidoYws xp home edition ful lversion with sp2,micrZRsoft,199.0,microsoft windows visHVualtimate upgrade,,239.95,544_2441
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,571_955
0,adobe premireepro Tcs3 upgrade,aBdobe,299.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,26_955
0,microsoft word 2007 version upgrade,microsoft,109.95,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,587_955
0,adobe indesign cs3| ugprIaed% from pagemaker [ mac ],aTobe,199.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,1174_955
0,adobe reaSAevr cs3 upgrade,dabe,199.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,572_955
0,adobe photoshopZ 3 extXndeY upgrade [ mac ],adFobe,349.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,837_955
0,adobe phoYoshop cs2 (' ac) [ old versJon ],adoSQe,649.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,737_955
0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,1262_955
0,adobe photoshop X3$uprgade [ mac ],RYobe,199.0,adobe pagemaXkeCr- 7.2 for mac; version upgrade,,79.99,543_955
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft windows vista bsuienss full version,,249.95,571_2959
0,microsoft office frontpgLe 20063 acYdemic version windows ),miHrosDoft,159.98,microsoft windows vista bsuienss full version,,249.95,93_2959
0,microsoft offcie  &windows trainKing professional,topics etneTtJainment,49.95,microsoft windows vista bsuienss full version,,249.95,753_2959
0,microsoft< windows vistabYusiness fuKl version [ dvd ],micrKsoft,299.95,microsoft windows vista bsuienss full version,,249.95,584_2959
0,windows vista busiAness spaSnish ull vresion [ dvd ],micEHoft,329.95,microsoft windows vista bsuienss full version,,249.95,550_2959
0,microsoft windows vista businWss& 32bit for system builders,mircoQft,179.99,microsoft windows vista bsuienss full version,,249.95,496_2959
0,microsoft office smZl@ business 2007,microost?osftware,735.33,microsoft windows vista bsuienss full version,,249.95,271_2959
0,microsoft windows vista lutiamte ufll ersion[  dvd ],micXLrJoft,399.95,microsoft windows vista bsuienss full version,,249.95,523_2959
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsoft windows vista bsuienss full version,,249.95,522_2959
0,microsoftw indows xp QofessionYl upgrad ewith sp2,microsDof~software,199.99,microsoft windows vista bsuienss full version,,249.95,512_2959
0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista bsuienss full version,,249.95,348_2959
0,microsoft windows erver 2003 clienta/ddiUtional license for users-5 pack,micEorsoft,809.0,microsoft windows vista bsuienss full version,,249.95,531_2959
0,microsoft windows vista Vome&@basic upgraed [ dvd ],miArXft,99.95,microsoft windows vista bsuienss full version,,249.95,616_2959
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,microsoft windows vista bsuienss full version,,249.95,511_2959
0,microsoft virtual pc fro mac 7.0with Twindows xp home,miBrosoft,219.99,microsoft windows vista bsuienss full version,,249.95,645_2959
0,microsoft iwNdowsv ista ultimate upgade [ dvd ],micForsft,259.95,microsoft windows vista bsuienss full version,,249.95,514_2959
0,microsoft wnidoYws xp home edition ful lversion with sp2,micrZRsoft,199.0,microsoft windows vista bsuienss full version,,249.95,544_2959
0,microsoft upg iwns mall businXess vr cal t74-091215 ),microsKof cHrporation,330.14,microsoft windows vista bsuienss full version,,249.95,218_2959
0,microsoft virtual pWc Efor mac> 7.0 Nith windows 2000,micrGSsFoft,249.99,microsoft windows vista bsuienss full version,,249.95,145_2959
0,microsoft produIJivtiy pack for windows mobile,mircToft,29.99,microsoft windows vista bsuienss full version,,249.95,492_2959
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,571_2803
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,371_2803
0,microsoft visual studio team Nedition for softwaredevelopNers 2005 with msdn%premium,micrTosoft,5479.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,244_2803
1,microsoft viusal studio pofessiRonal 2005 upgrade,micosotf-sotware,549.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,490_2803
0,microsoft office 02604 standard upgrade ( mac ),micrIMsoft,239.99,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,518_2803
0,microsoft visual studio Yest agXAent 2005 cd 1 procHssor license,microsoftsftware,5099.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,393_2803
0,microsoft visual stSdDio professionlaw /msdn professional 2005 renewal,Gmicrosotf sKQftware,799.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,1305_2803
0,microsoft visual studio teLam editionfor software teAsters 2005 w/msdn premium renewal,micrLsoftofstware,2309.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,761_2803
0,apple final cut studi 2 upgrHade[from final cut studio ( mac ),aMple,499.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,625_2803
0,apple final cut stuVio 2 upgOraGe Rrom Dfinal cut pro ( mac ),apPDle,699.0,visual studio pro 2105 upgrea ( pc ) microsft,,549.0,638_2803
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsfot ( r)=Wccess 2007,,109.99,571_1162
0,microsoft officQe mlal busiess 2007 full version,microot,449.95,microsfot ( r)=Wccess 2007,,109.99,604_1162
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,microsfot ( r)=Wccess 2007,,109.99,371_1162
0,microsoft word 2007 version upgrade,microsoft,109.95,microsfot ( r)=Wccess 2007,,109.99,587_1162
0,microsoHft aBp nGt weB matrix,mEicFoQNsoft,30.0,microsfot ( r)=Wccess 2007,,109.99,474_1162
0,microsoft office smZl@ business 2007,microost?osftware,735.33,microsfot ( r)=Wccess 2007,,109.99,271_1162
0,microsoft office 02604 standard upgrade ( mac ),micrIMsoft,239.99,microsfot ( r)=Wccess 2007,,109.99,518_1162
0,microsoft offiGe 2004 Vtandard& ( mac ),micoGsot,399.99,microsfot ( r)=Wccess 2007,,109.99,1145_1162
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsfot ( r)=Wccess 2007,,109.99,522_1162
0,microsoft offYce 2004 profssional ( mac ),miKosAoft,499.99,microsfot ( r)=Wccess 2007,,109.99,606_1162
0,microsoft PonenoCt 2007 upgrade,miocKsoft,79.95,microsfot ( r)=Wccess 2007,,109.99,858_1162
0,micrsfot noenot e2007,mirsft,99.95,microsfot ( r)=Wccess 2007,,109.99,541_1162
0,microsoft excel 2004 ( mac ),microsoft,229.99,microsfot ( r)=Wccess 2007,,109.99,781_1162
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,microsfot ( r)=Wccess 2007,,109.99,511_1162
0,microsofTo fWice excel 2007,micosoft,229.95,microsfot ( r)=Wccess 2007,,109.99,578_1162
0,math success Edluxe 2007,topic snteertainment,39.99,microsfot ( r)=Wccess 2007,,109.99,1016_1162
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft academic micrSosoft visiW 003 professional,,159.0,571_1129
0,microsoft office frontpgLe 20063 acYdemic version windows ),miHrosDoft,159.98,microsoft academic micrSosoft visiW 003 professional,,159.0,93_1129
0,microsoft widnowMs xp prfoessional full version with sp2,micorPsVoft,299.99,microsoft academic micrSosoft visiW 003 professional,,159.0,632_1129
0,microsoft offcie  &windows trainKing professional,topics etneTtJainment,49.95,microsoft academic micrSosoft visiW 003 professional,,159.0,753_1129
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft academic micrSosoft visiW 003 professional,,159.0,587_1129
0,microspot macdraft pQroFessional(  mac ),microsot;/ ltd.,349.99,microsoft academic micrSosoft visiW 003 professional,,159.0,951_1129
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsoft academic micrSosoft visiW 003 professional,,159.0,522_1129
0,microsoft offYce 2004 profssional ( mac ),miKosAoft,499.99,microsoft academic micrSosoft visiW 003 professional,,159.0,606_1129
0,systemsuit#e 8 OEroXfessional,individuDal software,49.99,microsoft academic micrSosoft visiW 003 professional,,159.0,1293_1129
0,microsoft visual stSdDio professionlaw /msdn professional 2005 renewal,Gmicrosotf sKQftware,799.0,microsoft academic micrSosoft visiW 003 professional,,159.0,1305_1129
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,microsoft academic micrSosoft visiW 003 professional,,159.0,511_1129
0,pop-up] stopOerproEfessional,panNicBre,29.99,microsoft academic micrSosoft visiW 003 professional,,159.0,618_1129
0,microsoft owVrs suXte 2006,miRcsoWft,99.0,microsoft academic micrSosoft visiW 003 professional,,159.0,614_1129
0,microsfot-I Sutlook 2007,micsofRt,109.95,microsoft academic micrSosoft visiW 003 professional,,159.0,547_1129
0,system aRr eprofessional,avVaquQset,49.95,microsoft academic micrSosoft visiW 003 professional,,159.0,866_1129
0,adobe arobat 7.60 prPEfessional,dabe,449.99,microsoft academic micrSosoft visiW 003 professional,,159.0,270_1129
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsfot EAord 20024,,209.99,571_998
0,microsoft mappoint 2006 with gps,microsoft,349.0,microsfot EAord 20024,,209.99,574_998
0,microsoft powerpont 2004 uUWgBrade ( mac ),mirooft,109.99,microsfot EAord 20024,,209.99,371_998
0,microsoft office Ymc 2604 english( 3pk dsp 731-01163 ),microsoft` IcoDpoTation,,microsfot EAord 20024,,209.99,773_998
0,microsoft viusal studio pofessiRonal 2005 upgrade,micosotf-sotware,549.0,microsfot EAord 20024,,209.99,490_998
0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsfot EAord 20024,,209.99,521_998
0,microsoft entertainment pack ce,microsoft,49.5,microsfot EAord 20024,,209.99,211_998
0,microsoft offiGe 2004 Vtandard& ( mac ),micoGsot,399.99,microsfot EAord 20024,,209.99,1145_998
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsfot EAord 20024,,209.99,522_998
0,microsoft excel 2004 ( mac ),microsoft,229.99,microsfot EAord 20024,,209.99,781_998
0,microsfot-I Sutlook 2007,micsofRt,109.95,microsfot EAord 20024,,209.99,547_998
0,microsofTo fWice excel 2007,micosoft,229.95,microsfot EAord 20024,,209.99,578_998
1,microsoft wodr 240004 ({ mac )*,micFsPoft,229.99,microsfot EAord 20024,,209.99,605_998
0,microsoft licenJsesword olp c (80 5903871 ),microoIft:licenses,205.73,microsfot EAord 20024,,209.99,423_998
0,microsoft licenses]% owrd mac10.0 eng govt ( d4800369 ),microfsot%licenses,349.83,microsfot EAord 20024,,209.99,171_998
0,microsoft virtual pWc Efor mac> 7.0 Nith windows 2000,micrGSsFoft,249.99,microsfot EAord 20024,,209.99,145_998
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft t373-0009151molpc visio std sa,,168.03,571_1478
0,microsoft Cviso saZdard 2007,miWcsooft,259.95,microsoft t373-0009151molpc visio std sa,,168.03,522_1478
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,92707 tun plus 2005 veHUon upgraLe license 1 user win,,66.09,571_1748
0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,92707 tun plus 2005 veHUon upgraLe license 1 user win,,66.09,135_1748
0,microsoft word 2007 version upgrade,microsoft,109.95,92707 tun plus 2005 veHUon upgraLe license 1 user win,,66.09,587_1748
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,571_2518
0,microsoft office frontpgLe 20063 acYdemic version windows ),miHrosDoft,159.98,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,93_2518
0,microsoft widnowMs xp prfoessional full version with sp2,micorPsVoft,299.99,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,632_2518
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,587_2518
0,microsoft< windows vistabYusiness fuKl version [ dvd ],micrKsoft,299.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,584_2518
0,microsoft office Ymc 2604 english( 3pk dsp 731-01163 ),microsoft` IcoDpoTation,,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,773_2518
0,microsoft viusal studio pofessiRonal 2005 upgrade,micosotf-sotware,549.0,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,490_2518
0,microsoft windows vista lutiamte ufll ersion[  dvd ],micXLrJoft,399.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,523_2518
0,microsoft PonenoCt 2007 upgrade,miocKsoft,79.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,858_2518
0,microsoftw indows xp QofessionYl upgrad ewith sp2,microsDof~software,199.99,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,512_2518
0,micrsfot noenot e2007,mirsft,99.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,541_2518
0,microsoftp ubliheVr 2007 vKerIion upgrade,miBcMosoft,99.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,511_2518
0,microsfot-I Sutlook 2007,micsofRt,109.95,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,547_2518
0,microsoft wnidoYws xp home edition ful lversion with sp2,micrZRsoft,199.0,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,544_2518
0,learn2 trainin fEo? microsoft powerpoint,topics-entretainment-sVJtwaWre - ( consignment ),9.99,microsoft powLrpoiLt mac 2004 vesion upgrade,,89.99,186_2518
0,microsoft visio standarZ 0007v ersion upgrade,miscroOoft,129.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,571_1137
0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft windows vsita business upraOTde license 1 pc english,,168.99,135_1137
0,microsoft offcie  &windows trainKing professional,topics etneTtJainment,49.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,753_1137
0,microsoft officQe mlal busiess 2007 full version,microot,449.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,604_1137
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,587_1137
0,microsoft crm smallb usinessed cal 3.0 license|pack user cal,micrNoft software,9929.0,microsoft windows vsita business upraOTde license 1 pc english,,168.99,251_1137
0,windows vista busiAness spaSnish ull vresion [ dvd ],micEHoft,329.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,550_1137
0,microsoft windows vista businWss& 32bit for system builders,mircoQft,179.99,microsoft windows vsita business upraOTde license 1 pc english,,168.99,496_1137
0,microsoft viusal studio pofessiRonal 2005 upgrade,micosotf-sotware,549.0,microsoft windows vsita business upraOTde license 1 pc english,,168.99,490_1137
0,microsoft office smZl@ business 2007,microost?osftware,735.33,microsoft windows vsita business upraOTde license 1 pc english,,168.99,271_1137
0,microsoft windows temrinla server 2003client additional license for users - 5 user,micrUToft,669.0,microsoft windows vsita business upraOTde license 1 pc english,,168.99,662_1137
0,microsoft PonenoCt 2007 upgrade,miocKsoft,79.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,858_1137
0,microsoftw indows xp QofessionYl upgrad ewith sp2,microsDof~software,199.99,microsoft windows vsita business upraOTde license 1 pc english,,168.99,512_1137
0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vsita business upraOTde license 1 pc english,,168.99,348_1137
0,microsoSft wodr 2004 upgrade ( mac ),micTNLsoft,109.99,microsoft windows vsita business upraOTde license 1 pc english,,168.99,823_1137
0,microsoft windows erver 2003 clienta/ddiUtional license for users-5 pack,micEorsoft,809.0,microsoft windows vsita business upraOTde license 1 pc english,,168.99,531_1137
0,microsoft windows vista Vome&@basic upgraed [ dvd ],miArXft,99.95,microsoft windows vsita business upraOTde license 1 pc english,,168.99,616_1137
