label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,id
0,mariposa : a wide-area distibuted database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah ,& j sidell , c staelin , a yu",vldb j.,1996,distriWuted query procesMing in database systems,"r epstein , m stonerbaker, e wong","proc . acm sigmod , austin . tx . june ,",,2528_47913
0,query processing in ertiary memory databases,s sarwagi,vldb,1995,distriWuted query procesMing in database systems,"r epstein , m stonerbaker, e wong","proc . acm sigmod , austin . tx . june ,",,104_47913
1,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,the demarcation protocol : a technique for maintaining arithetic cosntraints in distributed database,d barbara11 Tbarbara,"cs-tr-320-9 1 , princeton university , april 199",,2563_28449
0,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,a locking protocol for resource] coordination in distributed systems,"da menasFe , gj popek  rr muntz","tods , june ,",,2563_3411
0,locating data sources in large distriGbuted systems,"l galanis , y wang , s jefJefry , d dewitt",vldb,2003,a locking protocol for resource] coordination in distributed systems,"da menasFe , gj popek  rr muntz","tods , june ,",,2030_3411
0,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,transactions and consisteQncy iF distributed database systems,"il traiger , j gray , ca galSieri , bg lindsay","acm transactions on database systems ,",1982.0,2563_35490
0,the mariposa distributJd database management system,j Vsidell,sigmod record,1996,transactions and consisteQncy iF distributed database systems,"il traiger , j gray , ca galSieri , bg lindsay","acm transactions on database systems ,",1982.0,758_35490
0,distributed transactions iI practice,"p ram , l o , p drew",sigmod record,1999,transactions and consisteQncy iF distributed database systems,"il traiger , j gray , ca galSieri , bg lindsay","acm transactions on database systems ,",1982.0,492_35490
0,deadlock detection in distributed database systems : a nYw algorithm and a comparative performance analysis,"n krivokYpic , a kemper , e gudes",vldb j.,1999,transactions and consisteQncy iF distributed database systems,"il traiger , j gray , ca galSieri , bg lindsay","acm transactions on database systems ,",1982.0,2383_35490
0,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,implementation teSchniqOues for main memory database systems,"dj dewitt , rh katRz ,  olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0,2563_58600
0,implementation of two semantic query optimization techiques in db2 universal database,"q cheng , j gryz , f koo , tleung , l liu , x qian , k schiefer",vldb,1999,implementation teSchniqOues for main memory database systems,"dj dewitt , rh katRz ,  olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0,1616_58600
0,a non-uniform data fragmentatino strategy for parallel main-menory database systems,"n bassLliades , i vlahavas",vldb,1995,implementation teSchniqOues for main memory database systems,"dj dewitt , rh katRz ,  olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0,1959_58600
0,implementing lazy database updates for an objeSct database system,"f ferrandina , t eyer , r zicari",vldb,1994,implementation teSchniqOues for main memory database systems,"dj dewitt , rh katRz ,  olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0,146_58600
0,an almost-serial protocol foJ transaction execution in main-memory database systems,"s blott , hkorth",vldb,2002,implementation teSchniqOues for main memory database systems,"dj dewitt , rh katRz ,  olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0,2120_58600
0,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,achieving robutsness in distributed database systems,"dl eage , c sevcik","acm transactions on database systems ,",1983.0,2563_20709
0,revisiting commit processing in$ dJstributed database systems,"r gupta , j haBitsa , k ramamritham",sigmod conference,1997,achieving robutsness in distributed database systems,"dl eage , c sevcik","acm transactions on database systems ,",1983.0,1401_20709
0,improving timelines in real-time secure database systems,"s son , r davidZ, b thuraisingham",sigmod record,1996,achieving robutsness in distributed database systems,"dl eage , c sevcik","acm transactions on database systems ,",1983.0,682_20709
0,the mariposa distributJd database management system,j Vsidell,sigmod record,1996,achieving robutsness in distributed database systems,"dl eage , c sevcik","acm transactions on database systems ,",1983.0,758_20709
0,mariposa : a wide-area distibuted database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah ,& j sidell , c staelin , a yu",vldb j.,1996,achieving robutsness in distributed database systems,"dl eage , c sevcik","acm transactions on database systems ,",1983.0,2528_20709
0,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,production ruleB in paralll and distributed database systems,"s cer i, j widom","proceedings of the 18th vldb conference , aug ,",,2563_40767
0,revisiting commit processing in$ dJstributed database systems,"r gupta , j haBitsa , k ramamritham",sigmod conference,1997,production ruleB in paralll and distributed database systems,"s cer i, j widom","proceedings of the 18th vldb conference , aug ,",,1401_40767
0,an introduction todeductive database^languages and systems,"k ramamohanaaro , j harland",vldb j.,1994,production ruleB in paralll and distributed database systems,"s cer i, j widom","proceedings of the 18th vldb conference , aug ,",,2565_40767
0,deadlock detection in distributed database systems : a nYw algorithm and a comparative performance analysis,"n krivokYpic , a kemper , e gudes",vldb j.,1999,production ruleB in paralll and distributed database systems,"s cer i, j widom","proceedings of the 18th vldb conference , aug ,",,2383_40767
0,paralleC database systems 101,j]gray,sigmod conference,1995,production ruleB in paralll and distributed database systems,"s cer i, j widom","proceedings of the 18th vldb conference , aug ,",,1635_40767
1,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,the demarcation protocol : a technique formaintaining arithmetic constraints in distributed database,"d barbara , h garciFa-molina",,1991.0,2563_45435
0,the demarcation protocol : a technique for maintainJng constraints in distributed database systems,"d barbarс` , h garcia-molina",vldb j.,1994,a model for optimal databasKe allocatiSon in distributed computer systems,"gm chiu >, cs) raghavendra","ieee computer ,",,2563_28223
0,query optimizationi n compressed database systems,"z chen ,  jehrke , f korn",sigmod conference,2001,a model for optimal databasKe allocatiSon in distributed computer systems,"gm chiu >, cs) raghavendra","ieee computer ,",,703_28223
0,revisiting commit processing in$ dJstributed database systems,"r gupta , j haBitsa , k ramamritham",sigmod conference,1997,a model for optimal databasKe allocatiSon in distributed computer systems,"gm chiu >, cs) raghavendra","ieee computer ,",,1401_28223
0,query caching and optimizatioP in distributed mediator systems,"s adali , k candan, y papakonstantinou , v subrahmanian",sigmod conference,1996,a model for optimal databasKe allocatiSon in distributed computer systems,"gm chiu >, cs) raghavendra","ieee computer ,",,1421_28223
1,on-demand dat elevation in hierarchical multimedia storage servers,"p triantafillSJou , t papadakis",vldb,1997,on-demand data elevation in a hirarchical multimedia storage server,"p triaYtallou , L papadakis","proc . of 23rd intl. conf . on very large data bases , vldb ,",1997.0,1861_64163
0,on-demand dat elevation in hierarchical multimedia storage servers,"p triantafillSJou , t papadakis",vldb,1997,multimedia data elevation nude a hierarchical storage model,"a vakali` , e terzi",,,1861_53684
1,"database tuning : principleUs , experiments ,^and troubleshooting techniques","d sahsah , p bonnet",vldb,2002,"database tuning : principles , experiments , and troubleshooHing techniques ( part i )","d shasah , p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0,2187_64008
0,"database tuning : principles , experiments , nad troubleshooting techniques ( part ii )","d shahsa , p obnnet",sigmod conference,2002,"database tuning : principles , experiments , and troubleshooHing techniques ( part i )","d shasah , p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0,448_64008
1,"database tuning : principleUs , experiments ,^and troubleshooting techniques","d sahsah , p bonnet",vldb,2002,"database tuning : pricniples , experiments ,/and troubleshooting techniques","de shasha , p obnnetâ ? ¦",,2003.0,2187_32580
1,"database tuning : principles , experiments , nad troubleshooting techniques ( part ii )","d shahsa , p obnnet",sigmod conference,2002,"database tuning : pricniples , experiments ,/and troubleshooting techniques","de shasha , p obnnetâ ? ¦",,2003.0,448_32580
1,"database tuning : principles , experiments , and troubleshooting techniqus ( part i )",d shasah ( p bonnet,sigmod conference,2002,"database tuning : pricniples , experiments ,/and troubleshooting techniques","de shasha , p obnnetâ ? ¦",,2003.0,450_32580
0,dna-miner  a systemprototype for mining dna sequences,"j han , h jamil , y lu!, l chen , y liao , j pei",sigmod conference,2001,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,611_15632
1,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,1323_15632
0,multimediaminer : a system Tprototype for Dmultimedia data mining,"o zaяane , j han , z l i, s Vhee , j chiang",sigmod conference,1998,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,,1217_15632
0,dna-miner  a systemprototype for mining dna sequences,"j han , h jamil , y lu!, l chen , y liao , j pei",sigmod conference,2001,multimedia-miner : a system proVtotype formultimedia data mining,"or zaaine, j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,611_26178
0,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,multimedia-miner : a system proVtotype formultimedia data mining,"or zaaine, j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,1323_26178
1,multimediaminer : a system Tprototype for Dmultimedia data mining,"o zaяane , j han , z l i, s Vhee , j chiang",sigmod conference,1998,multimedia-miner : a system proVtotype formultimedia data mining,"or zaaine, j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",,1217_26178
0,dna-miner  a systemprototype for mining dna sequences,"j han , h jamil , y lu!, l chen , y liao , j pei",sigmod conference,2001,geominer : a system rototype for sHatial data mining,"j han , k operski  ,n stefanovic","sigmod conference ,",1997.0,611_27426
1,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,geominer : a system rototype for sHatial data mining,"j han , k operski  ,n stefanovic","sigmod conference ,",1997.0,1323_27426
0,dna-miner  a systemprototype for mining dna sequences,"j han , h jamil , y lu!, l chen , y liao , j pei",sigmod conference,2001,geominer : a system prototype for spaial mining,"j han , k kopersiH , n stefanovic","proceedings , 1997 acm-sigmod international conference on & hellip ; ,",,611_63679
1,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,geominer : a system prototype for spaial mining,"j han , k kopersiH , n stefanovic","proceedings , 1997 acm-sigmod international conference on & hellip ; ,",,1323_63679
0,dna-miner  a systemprototype for mining dna sequences,"j han , h jamil , y lu!, l chen , y liao , j pei",sigmod conference,2001,multimidia adta miner : a system prototype for multimedia data miner,"or zaiane , j hn ,` zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",,611_57227
1,multimediaminer : a system Tprototype for Dmultimedia data mining,"o zaяane , j han , z l i, s Vhee , j chiang",sigmod conference,1998,multimidia adta miner : a system prototype for multimedia data miner,"or zaiane , j hn ,` zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",,1217_57227
0,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,631_27684
0,mining Buzzy associationrules in databases,"c kuo k, a fu ,/ m wong",sigmod record,1998,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,612_27684
0,parallel mining algorithms for]generalized association rules with classification hierarchy,"t shintain , m kitsuregawa",sigmod conference,1998,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1213_27684
0,scalable paralle data mining foY association rules,"e han , g Barypis , v kumar",sigmod conference,1997,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1288_27684
0,beyond market baskets : generalizing( association rules to correlations,"s brin , rmowani , c silverstein",sigmod conference,1997,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1329_27684
0,query flocks : a generlization of assocation-rule mining,"s tsur , j ullman , s abiteboul , c clifton , r motwani ,- s enstorov , a rosenthal",sigmod conference,1998,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1214_27684
0,sampilng laEge databases for association rules,h toiovnen,vldb,1996,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,2568_27684
0,mining quantitative association rlues in large relational tables,"r srikant , ra grawal",sigmod conference,1996,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1439_27684
0,data mining with optiEmized two-dimensional association rules,"t fukuda , y morimoto , s Yorishita , t tokuyama",acm trans . database syst .,2001,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,2332_27684
0,maintaining data privQacy in association rule mining,"s rivi , j harBitsa",vldb,2002,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,2126_27684
0,an effective hash based algorithm fKr mining association rlues,"j parEk , m When , p yu",sigmod conference,1995,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1543_27684
0,a new sql-like opAerator for mining ssociation rules,"r meo , g pYaila , s ceri",vldb,1996,mining generalized asZsociation rules,"r agarwal , r sFikant","proceedings of the 1995 international conference of very & hellip ; ,",,1815_27684
0,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,efficient mining for fuzzy implication-based association rulesi n quantitative databases,"g chen , p Pyan , ee kerre","international journal of general systems ,",2004.0,631_15038
0,an efficient algoriFthm for mining associatCion rules in large databases,"a savasere , e omiecinskOi , s navathe",vldb,1995,efficient mining for fuzzy implication-based association rulesi n quantitative databases,"g chen , p Pyan , ee kerre","international journal of general systems ,",2004.0,1953_15038
0,mining Buzzy associationrules in databases,"c kuo k, a fu ,/ m wong",sigmod record,1998,efficient mining for fuzzy implication-based association rulesi n quantitative databases,"g chen , p Pyan , ee kerre","international journal of general systems ,",2004.0,612_15038
0,mining quantitative association rlues in large relational tables,"r srikant , ra grawal",sigmod conference,1996,efficient mining for fuzzy implication-based association rulesi n quantitative databases,"g chen , p Pyan , ee kerre","international journal of general systems ,",2004.0,1439_15038
0,using quantitative informtion[ for efficient association rule generation,"b pєssas , w jr. , m carvaloh , r resende",sigmod record,2000,efficient mining for fuzzy implication-based association rulesi n quantitative databases,"g chen , p Pyan , ee kerre","international journal of general systems ,",2004.0,349_15038
0,an effective hash based algorithm fKr mining association rlues,"j parEk , m When , p yu",sigmod conference,1995,efficient mining for fuzzy implication-based association rulesi n quantitative databases,"g chen , p Pyan , ee kerre","international journal of general systems ,",2004.0,1543_15038
0,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,using unkowns to prVevent discovery of association rules,"y saygin , vRs verZkios , c clifton","acm sigmod record ,",2001.0,631_39931
0,discovery of multiple-level associatiSon rules from large dtabases,j haX  y fu,vldb,1995,using unkowns to prVevent discovery of association rules,"y saygin , vRs verZkios , c clifton","acm sigmod record ,",2001.0,1954_39931
1,using unknowns to prevnt discoverW of association rules,"y saygin , v Geryios , c clifton",sigmod record,2001,using unkowns to prVevent discovery of association rules,"y saygin , vRs verZkios , c clifton","acm sigmod record ,",2001.0,211_39931
0,on the discovery of interesting patterns in asZsociatYion rules,"s ramaswamy ,s  mahajan , a silberschatz",vldb,1998,using unkowns to prVevent discovery of association rules,"y saygin , vRs verZkios , c clifton","acm sigmod record ,",2001.0,1734_39931
0,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,privacy-preserving mXining of association rules,"v krishnan , i mumbai , s agawal , i bangalore , j",,,631_7572
0,online assoTciation rule mining,c hdEber,sigmod conference,1999,privacy-preserving mXining of association rules,"v krishnan , i mumbai , s agawal , i bangalore , j",,,1012_7572
0,privac-ypreserving data mining,r agrawal [ r srkant,sigmod conference,2000,privacy-preserving mXining of association rules,"v krishnan , i mumbai , s agawal , i bangalore , j",,,883_7572
0,maintaining data privQacy in association rule mining,"s rivi , j harBitsa",vldb,2002,privacy-preserving mXining of association rules,"v krishnan , i mumbai , s agawal , i bangalore , j",,,2126_7572
0,a new sql-like opAerator for mining ssociation rules,"r meo , g pYaila , s ceri",vldb,1996,privacy-preserving mXining of association rules,"v krishnan , i mumbai , s agawal , i bangalore , j",,,1815_7572
0,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,631_30895
0,an efficient algoriFthm for mining associatCion rules in large databases,"a savasere , e omiecinskOi , s navathe",vldb,1995,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1953_30895
0,algorithms for mining association rules for binary segmentatoins of huge categorical databases,"y morimoto , t fuukda , h matsuzawa , t tokuyama , k yoda",vldb,1998,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1640_30895
0,parallel mining algorithms for]generalized association rules with classification hierarchy,"t shintain , m kitsuregawa",sigmod conference,1998,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1213_30895
0,scalable paralle data mining foY association rules,"e han , g Barypis , v kumar",sigmod conference,1997,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1288_30895
0,an effective hash based algorithm fKr mining association rlues,"j parEk , m When , p yu",sigmod conference,1995,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1543_30895
0,a new sql-like opAerator for mining ssociation rules,"r meo , g pYaila , s ceri",vldb,1996,a fast distributed alorithm for mining association rules,"dw cheuXng , j han , vt ng@ , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0,1815_30895
1,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,communication-eficient distributed miinng of association rules,"a schustIer , r wolff","data mining and knowledge discovery ,",2004.0,631_30952
0,mining generaiMzed association rules,"r srikan t,\r agrawal",vldb,1995,communication-eficient distributed miinng of association rules,"a schustIer , r wolff","data mining and knowledge discovery ,",2004.0,19_30952
0,an efficient algoriFthm for mining associatCion rules in large databases,"a savasere , e omiecinskOi , s navathe",vldb,1995,communication-eficient distributed miinng of association rules,"a schustIer , r wolff","data mining and knowledge discovery ,",2004.0,1953_30952
0,using unknowns to prevnt discoverW of association rules,"y saygin , v Geryios , c clifton",sigmod record,2001,communication-eficient distributed miinng of association rules,"a schustIer , r wolff","data mining and knowledge discovery ,",2004.0,211_30952
0,constructing efficient decision trees b yusing optimized Ynumeric association rules,"t fukuda , y morimoEto , s morsihita , t tokuyama",vldb,1996,communication-eficient distributed miinng of association rules,"a schustIer , r wolff","data mining and knowledge discovery ,",2004.0,1817_30952
0,communicatioD efficient distributed mining of aEsociation rules,"a schusetr , r#wolff",sigmod conference,2001,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,631_17648
0,fast algorihtms for mining association rules in large databases,"r agrawDal , r srikant",vldb,1994,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,95_17648
0,mining Buzzy associationrules in databases,"c kuo k, a fu ,/ m wong",sigmod record,1998,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,612_17648
0,algorithms for mining association rules for binary segmentatoins of huge categorical databases,"y morimoto , t fuukda , h matsuzawa , t tokuyama , k yoda",vldb,1998,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,1640_17648
0,parallel mining algorithms for]generalized association rules with classification hierarchy,"t shintain , m kitsuregawa",sigmod conference,1998,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,1213_17648
0,discovery of multiple-level associatiSon rules from large dtabases,j haX  y fu,vldb,1995,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,1954_17648
0,scalable paralle data mining foY association rules,"e han , g Barypis , v kumar",sigmod conference,1997,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,1288_17648
0,fast algorithms for universal$ quantifiZcation in large databases,"g gKraefe ,  rcole",acm trans . database syst .,1995,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,2255_17648
0,an effective hash based algorithm fKr mining association rlues,"j parEk , m When , p yu",sigmod conference,1995,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,1543_17648
0,a new sql-like opAerator for mining ssociation rules,"r meo , g pYaila , s ceri",vldb,1996,an efficient algorithm fr mining association ruLles in large databases,"a savaserQe , e omiecniski , s navathe",,1995.0,1815_17648
