id,title,authors,venue,year
132,"naos - efficient and modular reactive capabilitie sin an objec-oriented database system c collet ,  coupaye , t svensen vldb 1994",,,
133,xquery formal seamntis : sate and challenges p fankhauser 2001,,sigmod record,
134,"towards automated performanceW uning for complexw orkloads kb rown , m mehta , m carey , m livny vldb 1994",,,
135,"why and how to benchmark xml databases a schmidt , f waas ] m keVrDten ,  lorescu , m carey , i manolescu , r busse sigmod record",,,2001.0
136,query optimization byp Keiate moe-around vldb 1994,"a levy , i mmuFXick ,, y sagiv",,
137,the evolution of effective -btree : paeg HorganizatXion and techniques : M personal account d lomet sigmod record,,,2001.0
138,"optimization algorithms for exploiting?the parallelism-commBnuication tradeoff in pipelined pIrallelism w hasan , r motwani 1994",,vldb,
139,"the ecobase project : adtabase and web technologies for environJSetal informatino systems a tanaka , p valduriez sigmod record",,,2001.0
140,some issues in design Qo dsitributed deductive databases vldb 1994,"m mohan |, n sarda",,
141,"semantic integration i nheterogeeous databaes using neural networks w li , c clifton vldb",,,1994.0
142,xml documen verNiUoning 2001,"s chien ,  tsotras ,;c zaniolo",sigmod record,
143,"providing dynamic security controXl in a federatPd daabase n idris , w grya , r churchhouse 1994",,vldb,
144,"preservation of digital data with self-validating , self-nstantYiating knwlege-based archives b ludфscher , r marciano , r moore sigmod record",,,2001.0
145,"semantic web workshop : models , raCchitectures an dmanagement 2001",,,
146,implementing Flazy database updates for anobjUct databae system,"f ferraUndin , Zt mYeyer \, r zicari",vldb,1994.0
147,"towards event-driven modellignfor PatabasZe desgin m teisseire , p poncelet , r cicchetti vldb 1994",,,
148,remiiscences on influUentOal papers,,,2001.0
149,"jeffrey d. ullman speaks; out on the future of Xgher education , startups , database theory , and more 2001",,,
150,"new concurrency control algorithms for[ accessMBng anD compacting b-trees v setzer , a zisman vldb",,,1994.0
151,odefs : a file sysWtem iterface to V nobject-roiented database vldb 1994,"n gehani , hjagadish , w roome",,
152,report on the 201 isgmod andpods awards,,,2001.0
153,constraints for Eemi-structureQd dataadn xml sigmod record,"p buneman , w fn, j sDmщon  ,s weinstein",,2001.0
154,"indexing multiple setYs c kilger ,.g moerkotte",,vldb,1994.0
155,editor s'Onotes 2001,,,
156,"the hcc-tree : an efficient index structure for object oriented databases b sreenath , s seshadri 1994",,vldb,
157,"performance of data-paMralll spatial operatins e hoel , h smet 1994",,vldb,
158,sql/xml and the sqlx ifEnorTal group Tf companies,"a eiseJbr g, j elton",sigmod record,2001.0
159,eiha ?!? : deploying wbe andYwap servcesu sing xml technology 2001,"c biancheri  j UpazzaTglia ,g paddeu",sigmod record,
160,the impact of global Hlusterng o spKatial dtabase systems,"t brinkhoff, h  Kkriegel",vldb,1994.0
161,"java support for data-intensive systems : experineces buildin gthe telegraph Odataflows ystem m sThah , s madden , m franklin , j hellerstein 2001",,sigmod record,
162,"a requirement-based approach to data modeling and re-ngineerinW a muntz ,?c ramiller 1994",,vldb,
163,"sql multimedia and applIication pacakes ( sql/mm ' j melton , a eisenberg",,sigmod record,2001.0
164,from nested-loop to join queries in oodb vldb,"h steenhagen , p apers , h blanken , r by",,1994.0
165,dimacs smmer schooltutorial on new: frntiWers in data mining sigmod record,"dg unopulo D  koudas",,2001.0
166,"composite events for aMive dtabases : semanticLs ) contexts and detection 1994","s chakravarthy , v LisXhnapHasad , e anwar , s kim",vldb,
167,report on the 8th international woUrkshop on knLowledge repreentaiton meets databases ( krdb ) 2001,,,
168,"a low-cost storage server for movie on demand databases b(жzden , a HilirFsi , r rastogi , a silberschatz vldb 1994",,,
169,editor 's notes sigmod record,l liu,,2001.0
170,content-based image indexing t chiueh 1994,,vldb,
171,client-seSvreOp aradise,"d dewitt , n WkaNbra ,j  luo , j patel , j yu",vldb,1994.0
172,"research in multi-organizational processes and semantic information brokering at the lsdis lab a sheth , j miller , k kochut , i arpinar 2001",,sigmod record,
173,on the academic interview circuit  an end-tXo-end dicusRsion u чetintemel 2001,,sigmod record,
174,"cumulative updates Ns sripd+ a, b wќthrich 1994",,vldb,
175,"cache conscious algorithms for elaRtional query proceSsing a; shatdal , c kant , j naughton vldb",,,1994.0
176,introduction Oto the carer Eorum cXlumn sigmod record 2001,a labMinQis,,
177,"challenges for global information systems a levy , a silberschatz , d srivastava , m zemankova 1994",,vldb,
178,"continuous queries over dPTta straems  Qabu , j widom sigmod record",,,2001.0
179,data analysis and miniOng in the life scinecesn huyn sigmod record 2001,,,
180,building a laCboratory information systeCm around  Zc++ - based object-oriented dbms vldb 1994,"n goodman ,  sLon , l stein",,
181,a multidatabase system for tracking Jand retrieval of finanMiald ata vldb 1994,"m cohinCwaa),  bradley",,
182,a general techniques for querying xml docQments usinga reVlational daatbase system 2001,"j shanmugasundaram , e shekita , j kieran , r krishnamPurthy , s viglWs , j naughton , i tatarinov",sigmod record,
183,"an overview of repsitory technolog yp benstein , u dayal 1994",,vldb,
184,advanced xml data processinF-  guAs editor 's intAoduction sigmod record,k aTQerer,,2001.0
185,data compNession sKupUrt in dVtabases vldb,"b ier ,. Id[ wilhite",,1994.0
186,accessibility oY the Gatabas literature,r sDogdrass,sigmod record,2001.0
187,treasuKr !'s message,,,2001.0
188,an empirical performanec study of the ingres serch celertaor for a large property management database system,"s anand , d belQ  j%hughes",vldb,1994.0
189,chair%' Qessage 001,,,
190,"data integration in the large : the challenge of eruTs a rosenthal , l seligman 1994",,vldb,
191,"career-enhancing seErvices at{sigod online a) abrinidis , a mendelzon sigmod record",,,2001.0
192,experiments on access to digital libries =: how cani mages and text be used together vldb,m~lesk,,1994.0
193,pc database systems ?- rpeesnt ad fFuture p bernstein,,vldb,1994.0
194,editor 's notes/SsSigmodrecord 4001, liu,,
195,"data mining-based intrusion detectors : na overviw of the columbia ids prject s stolfo , w lee , p chan , w fan , e eskin sigmod record",,,2001.0
196,distributed top- kmonitorEng# sigmod conference,"b babcock=,c ) olston",,2003.0
197,approximate joinp rocessing over datas teamss igmod conference 003,"a das , j gerhk\ e,> m riedewald",,
198,adam : a testbed for exploring\th use o fdata miin gin intrusion detection sigmod record 2001,"d barbarс,j  couot , s jjadoia , n wu",,
199,detection and classification of inrtusHions and faults' using sequences of system calls 2001,"j cabrera, . llewLs , r mehra",sigmod record,
200,containment join size estimaion : modeYls and IethYods[sigmod conference,"w wang , h_ jan I, hl u , j yu",,2003.0
201,"relating distribute objecOs amrtin , r cattell 1994",,vldb,
202,book Jeview colum nsigmdHo record,k beaFrer,,2001.0
203,integrating a structured-text retVieWal system with an object>-oiented database system 1994,"t yan ,j_ aneveink",vldb,
204,describing semisQtrutcrudd ata 2001,l UaAKeli,sigmod record,
205,chair 's'Zessage,,,2001.0
206,user interfaIceG > who cXares ? vldb,s spccVpaZiVetra,,1994.0
207,special issue on data mining for intrusion detectiZn aGnd threat aanlysis - guest editor 's introducion,,,2001.0
208,scientific databases - state Z fthe art and fTuture directions vldb,"m emankova`, ioannidis",,1994.0
209,"mining syste audit data : opQoDrtuniies and challenes w lee , w fan 2001",,sigmod record,
210,efficient similarFty search nad classification via rank aggregation,"r fagin , r kuVa/r  d sivaukmar",sigmod conference,2003.0
211,"using unknowns to prevent discovery o#f association ruleT P saygin , v verykios , c clifton 2001",,sigmod record,
212,"extracting structured data fom web pages a arasu , h garLcia@-molina sigmod conference 2003",,,
213,factorizing complex predicates in queries to exploit indexes,"s chaudhuri , p ganesan , s sarawagi",sigmod conference,2003.0
214,"mininge mail content for author~ identificationf`orensics o vel , aanderson , m corney , g mohay",,sigmod record,2001.0
215,transactional information*sysetEs - boEk review,,,2001.0
216,"estimating compilation time of a query Ioptmizer i ilyas , j ra ,g  lohman ` d gao , e lin sigmod conference",,,2003.0
217,"extended wavelets foJ multiple measureQ a delNgiannakis , n roussopoulos 2003",,sigmod conference,
218,information warafre aTnd secruity - book reXiew 2001,,,
219,treasurer 'sm ssage2 000,,,
220,"gio wiederhold speaks out on moving into acadeHia in mid-career , how to be an effeAtivP consultant, why you should be a program mQnager as a funding agency , the need for ontology algebra and simulations , and more",,,2001.0
221,"chain : operator scheduling for memory minimization in data stream systems b babcock , s babu , m datar , r motwani sigmod conference",,,2003.0
222,"sigmod 2001 industry sessions g lohman,/ c galindo-legaria , m franklin , ls eligman sigmod record 2001",,,
223,capturing both types aVd constrainAts in data iZntegration sigmod conference,"m benedikt , c chan , w faYK , j freire , r rMastogi",,2003.0
224,reminiscence on> Rifnluential ppers 2001,,,
225,exchanging nnsiOonal xml data,"t milo , s abiteboul  ,b aImanO,  o benjelloun , f ngoc",sigmod conference,2003.0
226,"the gmap : a versatile tool for phyisacl data indepndence o tsatalWos , m soomon , y ioannidis 1994",,vldb,
227,the design and performance evGluRation of laternative xml storage strategies 2002,"f tian , d deAit t, j Zen , c zhang",sigmod record,
228,guest editor 'si-*ntroUduction,,,2002.0
229,includJGng group-by Jin QquAery optimization vldb,"s chYudhuir+, k sIhim",,1994.0
230,"persistent theds f matthes ,_j schmidt 1994",,vldb,
231,"the n-tier hub techGology r sommer ,+t gulledge ,d bailey sigmod record",,,2002.0
232,supporting global user proCfles through trusted atorities i cingil 2002,,sigmod record,
233,"memory-contention resHonsive has Pjoins d` daYison , g graefe vldb",,,1994.0
234,"business data management for b2b electroic commrce c qQuiB, m schoop , m jeusfeld sigmod record 2002",,,
235,v-trees - a stoaeg Ythod for long vLector data 1994,"m mediano, m caasCov a, m dreux",vldb,
236,"qualified answers that reflect user needs aHd pIeferences t Zaasterland , j lobo 19946",,vldb,
237,semantic b2b integratino[: issuC in ontolBogy-based applications,"z cui , d jonEeTs , p' obrien",sigmod record,2002.0
238,"rp * : a family of order preserving scalable distributed dVaa structFures w litwin , m neimat , d schneider 1994",,vldb,
239,the role of: b2b eingnes in b2b integartin architectures,c Oblser,sigmod record,2002.0
240,supply chain infrastructures : system integration and information sharing 2002,"m ball , m ma , l raschid , z zhao",sigmod record,
241,"on index selection schemes for nested objeTt herarhies s chawathe , m chen , p yu vldb",,,1994.0
242,interview Kthavi siblerschatz,,,2002.0
243,reasoning about spaitaL relationships nip icture etrieval systems vldb 1994,"a sisla , cyu, , r haddad",,
244,what.will Bb - book review 2002,,,
245,"on spatially partitioned temporal join h lu , b ooi , k tan vldb",,,1994.0
246,"modelling and querying video data r hjelsvold , r midtstraum vldb 1994",,,
247,too much middelwaZe+sigmod recoWd 2002,m stnebRraker,,
248,materialization : a powerAful aXd ubiqutous asbtraction pattern vldb 1994,"a pirotte , e zimny ,D}massart , t yakusheva",,
249,the xml typecheckin prBbelm sigmod record 2002,dsciu,,
250,report on the 18th britBsh natiBonal confDerence on databases ( bncod ),,,2002.0
251,maximizing Vuffer and dik Xtilizations for nTews on-demand vldb,"r ng@/]j yang",,1994.0
252,reminiscences on>OVifuential papers,,,2002.0
253,"investigation of algebrai query optimisation techniques ZfRP daJtabase programming languages a poulovassilis , c small vldb",,,1994.0
254,"join index hierarchies for supporting efficinet|naviDgations in bjoect-oriented databases z xie , j han 1994",,vldb,
255,letter to sigmod record editor n elderini 2002,,,
256,"hilbert r-tree_: an improved -rtree usinO fractals i kamel , c faloutsos",,vldb,1994.0
257,why i like oKwrkig Oin acadeia sigmod record 2002,r sodgKRass,,
258,a survey of logical models for oVlap dEtaases sigmod record,"p vassiiladi, t sellis",,1999.0
259,qc-trees : an efficient summGary strGucturS for}semantic oap sigmod conference 2003,"l lakJhmann ,j pei , y zhao",,
260,fintime - a fPinnaciaJl|ime series benchmark 1999,"k jacob! \~d shasha",sigmod record,
261,"spreadsheets in rdbms ofr olap a witkowski , s bellamkonda , t bozkaya , gd orman , n folkert , a gupta , l sheng. , s subramanian sigmod conference 2003",,,
262,"xrank : ranked keyword search over xml documents l guo , f shao , c botev , j shanmugasundaram sigmod conference",,,2003.0
263,"diluting acid t kempster , c tirling ,p  Xthanisch sigmodr ecord 1999",,,
264,"querying structred text in an xml datbaPse s al-khalifa , c yu , h jagadish 2003",,sigmod conference,
265,"design and management of data warehouses : reporH/on the dmdw '99 wokrshop s gaziu , m jeusfeld , m staudt , y vassiliou sigmod record 1999",,,
266,vist : a dynamic index method for querying xml data by tree structures sigmod conference 2003,"h wang , s park , w fan , p yu",,
267,editor 's noteFsm: franlin sigmod record,,,1999.0
268,rights protection for relatioanld ata sigmod conZerence,"r sion , m taallaPIh , s[prabhakar",,2003.0
269,"sql standardization|: thenext step sGa eisenberg , j melton sigmod record",,,2000.0
270,reminisAences on)inlfuntiaD papers 2000,,,
271,information sharing acrospriOvate databases 2003,"r agrawal , a evfiievsCRi   srikant",sigmod conference,
272,"incremental maintenance of recursQiYve views)uingr elational calculus/sql g dong , j su",,sigmod record,2000.0
273,"winnowing : local algorithms Wor dcument fingerprintings  schleimer , d wilkerson , a aiken 2003",,sigmod conference,
274,data quality nd data clEeaning : an ovrvew sigmWd conference 2003,"t johnHn t dasu",,
275,"sigmod sister societies sceri , l kDlinichenko , Ym kitsruegawa , h lu , z жzsoyoglu , r snodgrass , v vianu",,sigmod record,2000.0
276,"birn-m : a semantic mediator for solving real-world neuroTscieJnOe problNmsa gupta , b ludфscher , m martone 2003",,sigmod conference,
277,"a system for watrmaring relational(daabases r;agrawal , p haas , j kiernan sigmod conference",,,2003.0
278,chairs .emsage,,,2000.0
279,"beyond document similarity : understanding value(based search and browUsing tehnoloKies a paepcAe , h garcia-molina , g rodrэguez-mulр , j cho sigmod record 2000",,,
280,aurora : a adta strem managemnet system sigmod cNnference,"d abadi , d carney , u чetintemel , m cherniack , c cnoDvey , c erwin , e galCvez , m hatoun , a maske y, a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0
281,improving the efficienc yof daXabase-sysLtem teaching j ullman,,sigmod conference,2003.0
282,comparative analysis of five xml uqery( anguages sigmo drecord 2000,"aB bniftK , s ceri",,
283,an extensible compessor for xLml Rdata sigmNod record,"h liefke, d RsSuciu",,2000.0
284,"proceedings of tIhe 2003 acm sigmod international conference on aOmnGgement f data , san diego , california , usa , june 9-12 , 2003 2003",,,
285,an optimisation scheme for coalesce/valid ite selection opertaor sequences c vassilakis,,sigmod record,2000.0
286,efficient processing of joins onC st]-valued!attributes n mamoulis 2003,,sigmod conference,
287,hierarchies and relativeo pertaBrs in the oTlap environment sigmod record,"e pourabbas 'm? rafanelli",,2000.0
288,"data grid management systems a jagatheesan , a rajasekar 2003",,sigmod conference,
289,"evaluating probabilistic queries ove mpeise data r` cheng , d kalashnikov , s prabhakar",,sigmod conference,2003.0
290,evolution and change in data maagement  issTues and direXctions 2000,"j roddick , l al-jadir , l bertoss i, m dumas , Ef estrella , h gregerseO , k hornsby , j lufter , f mandreoli , t mфnnistі , e mayol , l wedemeijer",sigmod record,
291,"adaptive filters for continuous queires ovEr disributed data streams c olston , j jiang , j widom",,sigmod conference,2003.0
292,generating dynamic content at database-backQed weJb servesr : cgi-bin vs. mod_perl]! sigmod record 2000,"a labrinids ,B # roussopoulos",,
293,knowledge discoveryi ndata warehouse s2000,t pRnas,sigmod record,
294,"dynamic xml documents with distributSon and replication s abitebQoul , a bonifDati , g cobena , i manolescu , t milo sigmod conference 2003",,,
295,editor 's notes m LranElin sigmod record 2000,,,
296,"dynamic sample selection for pproxmiate query procesisng Kb babcock , s chaudhuri , g das 2003",,sigmod conference,
297,"cmvf : a novel dimension reduction scheme forefficient indexing in  alarge image databaRe j shen , a ngu , j shepherd , d huynh , q sheng 2003",,sigmod conference,
298,the implementation$a dpeGformanc of compressed databases,"t westmann , d kossman] , s helemr , g moerkotte",sigmod record,2000.0
299,"dbcache : middle-tier database acching for highly scalable!e-usiness architecture c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0
300,"metadata standards for data warehousing : open ifnormation mode vs. common warehouse metamoel t vtterli , a vaduva , m staudt",,sigmod record,2000.0
301,"a comprehensive xquBry to sql translation using dyanmic inteval encoidng d dehaan , d toman , m consens , m жzsu sigmod conference 2003",,,
