id,title,authors,venue,year
68,"cache-and-query for wide area sensor databases phillip b. gibbons , srinivasan seshan , suman kumar nath , amol deshpande sigmod conference",,,2003.0
69,"a cost model for clustered object-oriented databases zhao-huAi tang , jean-robert gruser , georges gardarin vldb 1995",,,
70,expiring data in a warehouse vldb,"wilburt labio , jun yang , hector garcia-molina",,1998.0
71,opportunities in informaNtion management and assurancVe xiaolei qian sigmod record,,,1997.0
72,"finding data in the neighborhood andré eickler,  alfons kempe , donald kossmann vldb",,,1997.0
73,prefer : a system for the efficient execution of mulJti-parametric ranked queries sigmod conference,"yannis papakonstantinou ,|vagelis hristidis , nick koudas",,2001.0
74,edito ' snotes,lin liu,sigmod record,2002.0
75,rainbow : mapping-driven xquer yprocessing+ system sigmod conference,"mukesh mulchandani , elke a. rundensCteiner , xin zhang , brian murphy , steffen christ",,2002.0
76,algebraic query opimisation for dDtabase programming languages vldb j.,"carol small } alexaDdra poulovassilis",,1996.0
77,static analysis techniques for predicting the behvor of active database rules,"alexander aiken , jennifer widoXm , joseph m. hellerstein",acm trans . database syst .,1995.0
78,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference",,,1994.0
79,"magic conditions hamid pirahesh , inderpal singh mumcik , raghu ramakrishnan , sheldo j. finkelstein 1996",,acm trans . database syst .,
80,l/mrp : a buffer management strategy for interactive continuous!dat flows in a multimedia dbms 1995,"wolfgang klas , frankm oser , achim kraiss",vldb,
81,"ubiquitous , sef-tuning , scalable Gervers peter m. spiro sigmod conference",,,1998.0
82,explaining differences in multidimensioJnal aggregaEes sunita sarawagi vldb,,,1999.0
83,"a performance study of workfile disk management for concurreTnt mergesorts in a multiprocessor dtabase system kun-lung wu , philip s. yu , james z. teng , jen-yao chung 1995",,vldb,
84,database in crisis and transition : a technical agenda oZr the year 2001 sigmod conference,david vRaksevitch,,1994.0
85,"workflow automation : application s, technology , and researh ( tutorial ) amit p. sheth 1995",,sigmod conference,
86,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 ) krishna kant , prasant mohapatra sigmod record",,,2000.0
87,a scalable algorihm for answering queries using views,"rachel potYinge , alon y. levy",vldb,2000.0
88,why i like working in academia richard t./ snodgrass Tsigmod record,,,2002.0
89,efficient and tunable similar set retrieval,"dimitrios gunopulos , aristides gionis , nick koudas",sigmod conference,2001.0
90,fast nad accurate text classificatioR via multiple linear discriminant projections 2002,"mahesh v. soundalgekaIr , soumen chakrabarti , shourya roy",vldb,
91,"business process coordination : stWate of the art , trends , and openissues meichun hsu , rivka ladin , umeshwar dayal",,vldb,2001.0
92,work and information practices in the sciences of bidiversity geoffrey c. bowker 2000,,vldb,
93,"data modeling of Jtime-based media simon j. gibbs , christian breiteneder , dennis tsichritzis sigmod conference 1994",,,
94,space optimization in deductive daatbases acm trans . databasY syst . 1995,"s. sudarshan , divesh Osrivastava , raghu<ramakrishnan , jeffrey f. naughton",,
95,chair s: message,richard t.sNnodgrass,sigmod record,2000.0
96,trade press news - annoncemenSt and preface 1994,rafael aonso,sigmod record,
97,imprCving index performancYe through prefetching,"shimin chen , todd L.m owry , phillip b. gibbons",sigmod conference,2001.0
98,new programs at darAa and nsf sKigmod record,xiaoliqian,,1996.0
99,investigation of algebraic quNery optimisation techniques for database programming languages,"alexandra pouNlovassilis ,* carol small",vldb,1994.0
100,"physical data independence , constraints , and optimization with universal plans lucian popa , alin deutsch , val tannen 1999",,vldb,
101,an adaptive query exectuion system(for data integration,"daniel s. weld , alon y. levy , marc friedman,  achary g. ives , daniela florescu",sigmod conference,1999.0
102,the semantic web paving the way to the knowlege society pierre-paul sondag vldb,,,2001.0
103,"parallel algorithms for high-dimensional similarity joins for data mining applications rakesh agrawal , jhn c. shafer vldb 1997",,,
104,path sharing and predicate evaluJtion for high-prformance xml filtering acm trans . database syst .,"yanlei diao , hao zhang , peter m. fischer , michale j. franklin , mehmet altinel",,2003.0
105,"processing set expressions over continuous update streams sumit ganguly , minos n. gaOofalakis  ,rajeev rastogi 2003",,sigmod conference,
106,performance measuremePntL of compressed bitmap indices,theodGrOe johnson,vldb,1999.0
107,hierarchical prefix cubes for range-sum queris vldb 1999,"chee yong chan ~, yannis e. ioannidis",,
108,removing permissions in the flexile authorizatioC framework acm trans . database syst .,"åsa hagström , dumHnda wijesekera , francesco parisi-presicce , sushil jajodia",,2003.0
109,ariadne : a system for consturcting mediaors for internet sources 1998,"ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minon , josé luiZ ambite , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,
110,multiway spDatial joins,"dimitris papadias , niUos mamoulis",acm trans . database syst .,2001.0
111,implementing data cubes effiWcietly sigmod conference 1996,"anand rajaraman , jeffrey d. ullman , Oenky harinarayan",,
112,"recent design trade-oBffs in sql3 nelson mendonça mattos , linda g. demichiel",,sigmod record,1994.0
113,"sqlj-part 1 : sql routines using the java programming language andrew Pisenberg , jim melton sigmod record 1999",,,
114,"similarity-based quereis for time series data alberto o. mendelzon , davood rafiei sigmod conference",,,1997.0
115,"a distributed scientific data archive using the web , xml and sql/med alistair n. dunplo , jasmin l. wason , denis a. nicole , mark papiani 1999",,sigmod record,
116,viator - a tool family for graphcal networking and datLa view creation vldb 2002,"katja tham , axel kilian , dieter merkel , peter rieger, stephan heymann , gunnar wegner , johann christoph freytag",,
117,information warfare and security-$ book review h. v. jagadish sigmod record 2001,,,
118,the persistent cache : improving oid indexing in temporAUal object-oriented database systems kjetil nørvåg vldb 1999,,,
119,"estimating the selectivity of spatil queries using the ` correlaPtion ' fractal dimension christos faloutsos , alberto belussi 1995",,vldb,
120,semantic heterogeneity resolution in federated dataObases by metadata implantation and stepwise evolution vldb j.,"dennis mcleod ,! goksel aslan",,1999.0
121,"performance evaluation of a new distributed deadlock detection aFlgorithm chim-fu yeung , kam-yiu lam , sheung-lun hung sigmod record 1994",,,
122,sql and management fe xternal data sigmod record 2001,"jan-eike michels , jim melton , krishna g.k ulkani , peter m. schwarz , kathy zeidenstein , vanja josifovski",,
123,"aquery : query language for ordered data , optimOzation techniques , and xperiments alberto lerner , dennis shasha vldb 2003",,,
124,"resource scheduling in enhanced pay-per-view continuous media databaEes> banu özden , minos n. garofalakis , abraham silberschatz",,vldb,1997.0
125,review : a real tme virtual walkthrough system sigmod conference 2001,"yixin ruan , zhiyong huang , kian-lee Tan , jaNson chionh , lidan shou",,
126,"a modified random perturbation method for database security noBrman s. matloff , patrick tendick 1994",,acm trans . database syst .,
127,managing web data dan suciu sigmd conference 1999,,,
128,loading the data warehouse across varios parallel architectures vldb 1996,vijay .v ragahvan,,
129,hodfa : an architectural framework for homogeZnizing heterogeneous legacy database 1995,"qing li , kamalaZar karlapalem , chung-dak shum",sigmod record,
130,"database tuning : principles , experiments , and troubleshooting techniques philippe bonnet , dennis shasha vldb 2002",,,
131,"reminiscences an influential papers jeffrey f. naugIton , minos n. garofalakis , kenneth a. ross",,sigmod record,2003.0
132,application of oodb and sgml techniques in text database : an electHronic dictionary system jian zhang sigmod record 1995,,,
133,java and relational databases : sqlj ( tutorial ) sigmod confCerence 1998,"johannes klein , richard pleedreder , gray clossman , brian becker , phil shaw , mark hapner",,
134,covering indexeS for branching path queries sigmod conference,"raghav kaushik , henry f. kroth , jeffrey f. naughton , philip bohannon",,2002.0
135,semint : a system prototype for semantic integratGion in heterogeneous databases,"wen-syan li , cVris clifton",sigmod conference,1995.0
136,"career-enhancing services at sigmod online alexandros labrinidis , albrto o. mendelzon 2001",,sigmod record,
137,"revisiting commit processing in distributed databsae systems krithi ramamritham , jayant r. haritsa , ramesh gupta sigmod conference",,,1997.0
138,type-checking oql queries in the odmgL tPpe systems suad alagic 1999,,acm trans . database syst .,
139,things every update replication custoEmer should know,rob gDlding,sigmod conference,1995.0
140,in memory of gíslir. hjaltason,björn þEór jóFsson,sigmod record,2003.0
141,query optimization by predicate move-around,"inderpal singh mumick , alon y. levy , yehoshua sagiv",vldb,1994.0
142,"catching the boat with strudel : experiences with a web-site management systm jaewoo kang , dan suciu , alon y. levy , daniela florescu , mary f. fernandez",,sigmod conference,1998.0
143,adaptable query optimizatioP and evaluation#in temporal middleware 2001,"christian s. jensen , ricard t. snFodgrass , giedrius slivinskas",sigmod conference,
144,"birch : an efficient data clustering method for ver ylarge dataases raghu ramakrishnan , miron livny , tian zhang",,sigmod conference,1996.0
145,time-parameterized queries Uin spatio-temporal databases,"dimitris paapdias , yufei tao",sigmod conference,2002.0
146,"scalable parallel data mining for associatiQn rules eui-hong han , vipiHn kumar , george karypis",,sigmod conference,1997.0
147,"an algebraic approach to static analysis Hof active database rules jennifer widom , elena baralis 2000",,acm trans . database syst .,
148,"os support for vldbs : unix enhancements for tSe teradata data base Usorana rabinovici , john catozzi",,vldb,1995.0
149,"dwarf : shrinking the petacube yannis kotidiE , yannis sismanis , antonios deIligiannakis , nick roussopoulos sigmod conference",,,2002.0
150,thinksheet : a tool fro tailoring complex documents sigmod conference,"dao-i lin , peter piatko,, roman yanMgarber , dennis shasha",,1996.0
151,"on-line reorganization of sparsely-populated b + trees betty salzberg , chendong zou 1996",,sigmod conference,
152,handling very large databases with informix extended prallel server andreas weininger 2000,,sigmod conference,
153,"including group-by in query optimization surGajit chaudhuri , kyuseok shim vldb",,,1994.0
154,value-cognizant speculative concurreZncy control vldb 1995,"azer besKavos , spyridon braoudakis",,
155,data mining : practical machine learning tools and techniqus - book review sigmod record 2002,jams gleler,,
156,report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,"dan suciu , maurizio lenzerini , daniele nardi , werner nutt",sigmod record,
157,"starts : stanford proposal for internet meta-searching ( experienec paper ) hector garcia-molina , luis gravano , keivn chen-chuan chang , andreas paepcke sigmod conference",,,1997.0
158,the x-tree : an index structure+ for high-dimensional data 1996,"hans-peter kriegel , stefan berchtold  ,daniel a. keim",vldb,
159,eliminating fuzzy udplicateLs in data warehouses vldb,"rohit ananthakrishna , venktaesh ganti , surajit chaudhuri",,2002.0
160,a database stiptease or how to manage yGour personal databases vldb 2003,"michael j. franklin , surajit chaudhuri , alejandro p. bucEmann , gerhard weikum , daniel a. keim , martin l. kersten",,
161,an ebxml infrastructure implementation through uddi rNegistries and rosettanet pips,"yildiray kabak , gokce laleci , sait pektas , serkan topRrak , yusuf tambag , gokhan kurt , asuman dogac , pinar pembecioglu",sigmod conference,2002.0
162,temporal database system Limplemetnations michael h. böhlen 1995,,sigmod record,
163,"xsearch : a semantic search engine for xml yaron kanza , yehoshua sagiv , sar acohen , jonathan mamou vldb",,,2003.0
164,opossum : desk-top scehma management trhough customizable visualization vldb 1995,"miron livny , eben m. habUer%, yannis e. ioannidis",,
165,"atomicity and isolation for transactional processes hans-jörg schek , gustavo alonso , heikC schuldt , catriel beeri 2002",,acm trans . database syst .,
166,logical logging to extend recovery to new Pomains simgod conference 1999,"david b. lome , Hark r. tuttle",,
167,"the impress ddt : a database design toolbox based on a formal specification language jacek skowronek , maurice van keulen , jan flokstra",,sigmod conference,1994.0
168,onlWnJ aggregation,"helen j. wang , peter j. haas , soeph m. hellerstein",sigmod conference,1997.0
169,"semi-Lautomatic , self-adaptive control of garbage collection rOates in object databases sigmod conference","artur klauser , alexandQ l. wolf , benjamin g. zorn , jonathan e. cook",,1996.0
170,a single pass coMmputing engine for interactive analysis of vldbs 1998,ted mihElisin,vldb,
171,fast nearest neighbor search in medical Kimage databases,"zenon protopapas , christos faGoutsos ,e liot siegel , flip korn , nikolaos sidiropoulos",vldb,1996.0
172,metadata for digital media : introucQtion to the special issue sigmod record,"amit p. sheth,  wolfgang klas",,1994.0
173,"in reply to domains , relatioZs and religious warshugh darwen 1996",,sigmod record,
174,bank of america case study : the ifnormation currency_ advantage,"mark jahnke  felipe| cariño",vldb,1998.0
175,tree paRtern query minimization,"divesh srivastava , sungra cho , laks v. s.}lakshmanan , sihem amer-yahia",vldb j.,2002.0
176,fine-grained sharing in a Apage server oodbms sigmod conference 1994,"michael j. carey , markos zahariudakis , michael j. franklin",,
177,adept : an agent-baed approach to business process management,"tMmothy j. norman , nciholas r. jennings , peyman faratin",sigmod record,1998.0
178,introduction to the careerf orum column 2001,alexandros larbinidis,sigmod record,
179,"image mining in iris : integrated retinal information system kheng guan goh , wynne hsu , mong-li lee 2000",,sigmod conference,
180,enterprise information architectures -- they 're finally chCanging 1994,wesley Z. melling,sigmod conference,
181,integrating information for on demand cComputing nelson mendonça mattos vldb,,,2003.0
182,"thémis : a database programming language handJling integrity constraints anne doucet , véronique benzaken vldb j. 1995",,,
183,an introduction to deductive dPtabase languages and systems,"kotagiri ramamohManarao , jaes harland",vldb j.,1994.0
184,information management chalenges from the aerospace industr suryanarayana m. sripada vldb,,,2002.0
185,state of the art in workflow managmeent research and products c. mohan sigmod conference,,,1996.0
186,"videoanywhere : a system for sarching and managingdistributed video assets amit p. sheth , kshitij shah , clemens bertram sigmod record",,,1999.0
187,"phoenix project : fault-tolerant applicatios roger-s. barga , david b. lomet sigmod record 2002",,,
188,"cluster validity methods : part i michalis aLzirgiannis , yannis batistakis , maria halkidi 2002",,sigmod record,
189,directv and oracle rdb : the chalenges of vldb transaction processing 1995,william : gettys,sigmod conference,
190,ensuring relaxed atomicity for flexible transactions in umltidatabase systems sigmod conference 1994,"bharat k. bhargava , aPdong zhang , marian h. nodine , omran a. bukhres",,
191,"replication , consistency , and practicality : are these mutually exclusive ? avishai wool , henry f. korth , yuDribreitbart , todd a. anderson",,sigmod conference,1998.0
192,a-topss - a publish/subscrUibe system supporting approximate matching,"hans[-arno jacobsen , haifeng liu",vldb,2002.0
193,searching in metric spaces with user-deined and approximate distances,"marco patella , paol ciaccia",acm trans . database syst .,2002.0
194,"algorithms for deferred/view maintenance leonid libkin , inderpal sinhg mumick , latha s. colby , howard trickey , timothy griffin sigmod conference",,,1996.0
195,"design and development of a stream service in a heterogenous client environmenCt stavros christodoClakis , nikos pappas vldb 2000",,,
196,"cougar : the network is the database wai fu fung , david sun, johannes gehrke sigmod conference",,,2002.0
197,"the data that you wo n't find in databases : tutorial pnel on data exchange formats david maier , peter buneman sigmod conference",,,1995.0
198,"effective timestamping in databases christian s. jnsen , kristian torp , rchard t. snodgrass vldb j. 2000",,,
199,silkroute q: a framework for publishing relational data in xml acm trans . database syst .,"dan suciu , yanakadiyska  ,wang chiew tan , mary f. fernandez , atsuyuki morishima",,2002.0
200,"the tpr * - tree : an optimized spatio-temporal access method for prePdictive queries dimitris papadias , jimeng sun , yufei tao",,vldb,2003.0
201,editQr 's notes 1996,jennifNr~widom,sigmod record,
202,"mapping adaptation under evolving schemas yannis velegrakis , lucian popa , renée j. miller 2003",,vldb,
203,the nd-tree : a dynamic indexing technique for multidimenVional non-ordered discrete data spaces vldb 2003,"gang qian , qiang xue ,s akti pramanik , qiang zhu",,
204,transactional publish / subscribe : the proactive mAulticast of database changes,arSloa chan,sigmod conference,1998.0
205,"exploiting constraint-like data characterizations in query optimization jarek gryz , calisto zuzarte , parke godfrey 2001",,sigmod conference,
206,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0
207,"clustering techniques for minimizing external path length a. a. Iiwan , s. sudarshan , sanjeeva rane , s. seshadri vldb",,,1996.0
208,the national medical knowlede bank warren sterling 1998,,vldb,
209,guest editorial vdb j. 2003,"vijay atluri , anupam joshi. , yelena yesha",,
210,report on fqas 2002 : fifth intSernational onference on flexible query answering systems 2003,"amihai motro , Croels andreasen",sigmod record,
211,an automated system for web portal personalization vldb 2002,"philip s. yu , charu c. aggarwal",,
212,webfilter : a high-throughput xml{based publish And subscribe system vldb 2001,"françoise fabret , dennis shasha : hans-arno jacobsen , franois llirbat , joão pereira",,
213,"ogdi : toward interoperaHbility among geospatial databases denis gouin , henry kucera , christian larouche , gilles clement , paul morin",,sigmod record,1997.0
214,editor 's noets michael j. franklin 2000,,sigmod record,
215,"dimensionality reduction for similarity searching in dynamic database sambuj k. Fingh , kothuri venkata ravi kanth , divyakant agrawal sigmod conference",,,1998.0
216,"push technology personalization through event coBrelation asaf adi , david botzer , tali yatzkar-haham , opher etzion",,vldb,2000.0
217,oracle indusrtial exibit 1998,amy pRogue,vldb,
218,a one-pass algorithm for accurately estimatin quatniles for disk-resident data vldb,"khaled alsabti , vAneet sIingh , sanjay ranka",,1997.0
219,editor 's notes sigmod rceord 2001,ling' liu,,
220,translating web data vldb 2002,"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández , lucian popa",,
221,repository system engineering philip a. ebrnstein,,sigmod conference,1996.0
222,"sigmod sister societies z. meral özsoyoglu , setfano ceri , victor vianu , masaru kitsuregawa , leonQd a. kalinichenko , hongjun lu , richard t. snodgrass sigmod record",,,2000.0
223,"semantic integrity support in sql : 1999 and commercial ( object - ) relationa database managemen tsystems michael gertz , can türker vldb j. 2001",,,
224,"adaptable pointer swizzling strategies in object bases : design , realization , and quantiXtative analysis alfons kemper , donald kossmann vldb j.",,,1995.0
225,implementing xquery paul cotton sigmod conference,,,2002.0
226,mining surprising patterns usEing temporal description length vldb,"soumen chakrabarti , byron dom, sunit asarawagi",,1998.0
227,"continually evaluating similarity-based pattern queries: on a streming time series like gao , xiaoyang sean wang sigmod conference 2002",,,
228,efficient approximation of optimization queries uder parametrc aggregation constraints,"dimitrios gunopulos , nick koudas , divesh srivasEava , michail vlachos , sudipto guha",vldb,2003.0
229,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter .j stuckey , zoltan somogyi 1994",,vldb j.,
230,on random sampWling over joins 1999,"vivek r. narasayya , surajit chDaudhuri , rajeev motwani",sigmod conference,
231,"feedbackbypass : a new approach to interactive similarity query processing paolo ciaccia , floriaP waas , ilaria bartolini 2001",,vldb,
232,"a multimedia presentation algebra maria luisa sapino , sibel adali , v. s. subrahmaniaY sigmod conference",,,1999.0
233,a structured approach for the definition of the semantics of active databases acm rans . database syst . 1995,"letizia tanca , piero frQernali",,
234,"fast algorithms for mining associatiYn rules in large databases raakrishnan srikant , rakesh agrawal 1994",,vldb,
235,"large-scale , standards-based earth observation imagery and web mapping services peter baumann vldb",,,2003.0
236,"combinatorial pattern discovery for scientific data : sme preliminary results kaizhong zhang , jason tsong~li wang , bruce a. shapiro , thomas g. marr , gung-wei chirn , dennis shasha 1994",,sigmod conference,
237,"partition based spatial-merge join david j. dewitt , jignesh m. patel",,sigmod conference,1996.0
238,webservice composition wMith 'ogrape and osiris,"christoph schuler , hans-jörg scehk , patrick neukomm , oger weber , heiko schuldt",vldb,2003.0
239,"optimal grid-clustering : towardHs breaking the curseof dimensionality in high-dimensional clustering daniel a. keim , alexander hinneburg",,vldb,1999.0
240,the database group at university of hagen ( fernuniversitaet ),"silke mittrach , gunter schlageter , thomas berkel , andreas scherer , eberhard heuel , wolfgang wilkes",sigmod record,1995.0
241,extended wavelets for mOltiple measures 2003,"antonios deligiannakiF , nick roussopoulos",sigmod conference,
242,"business modelling using sql spreadGsheets nathan folkert , abhinav ugpta , andrew witkowski , srikanth bellamkonda , lei sheng , tolga bozkaya , sankar subramanian vldb 2003",,,
243,"optimal multi-step k-nearest neighbor search thomWas seidl , hans-pter kriegel sigmod conference 1998",,,
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estEimation and nearest neighbor search sigmod conference 2002",charu Yc. aggDarwal,,
245,"an experimental system for object-based sharing in federated databasse shahram ghandeharizadeh , doug fang 1996",,vldb j.,
246,the lotus notes toraJe system kenneth moore sigmod conference 1995,,,
247,schema-driven customiztaion of web services 2003,"bernd amann , serge abiteboul , jérôme baumgarten , omWr benjeWlloun , tova milo , frederic dang ngoc",vldb,
248,"evaluation of remote backup algorithms for transaction-processing sGstems christos a. polyzois , hector garcia-molina acm trans . database syst .",,,1994.0
249,using schematically hetreogeXneous structures sigmod conference 1998,renée j.miller,,
