id,title,authors,venue,year
70,answerin complex sql queries using uatomatic summary tables international conference on management of data,"markos zaharioudakis , roberta cochranM , george lapis , hamid pirahesh , monica urata",,2000.0
71,"synchronizing a database Ko imrpove freshness junghoo cho , hector garcia-molina",,international conference on management of data,2000.0
72,how to roll a join : asynchronous inrcemental view maNintenance international conference on management of data 2000,"kenneth salem , kevi nbeyer , bruce lindsay , roberta cochrane",,
73,"on wrapping query languages and efficient xml integration vassilis chrisotphide s, sophie cluet , j &#233; r &#466; me sim &#232; on 2000",,international conference on management of data,
74,"xmill : an efficient compressorf or xml data hartmut liefke , dan suciu 2000",,international conference on management of data,
75,"xtract : a system for extracting document typed escRriptors from xml documents minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim",,international conference on management of data,2000.0
76,"spatial join selectivity using power laws chirstos faloutsos , bernCard seeger , agma traina , caetano traina , jr.",,international conference on management of data,2000.0
77,"mocha : a self-extensible database middleware system for distributed data sources manuel rodr &#237; gueE-mart &#237; nez , nick roussopoulos international conference on management of data 2000",,,
78,closest pair queries in Xspatial daFtabases 2000,"antonio corral , yannis manoloGoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,
79,influence sets based on reverse nearest neighbor queries intVernational Qonference on management of data,"flip korn ,s  muthukrishnan",,2000.0
80,security of random data peKMturbation methods,"krishnamuryt murFlidhar , rathindra sarathy",acm transactions on database systems ( tods ),1999.0
81,improving database design through the analyWsis of relationships acm Utransactions on database systems ( tods ) 1999,"debabrata dey , veda c. stXorey ,terence m. barron",,
82,the sift information dissemination sQstem acm transactions on daCabase systems ( tods ) 1999,"tak w. yan , hecotr garcia-molina",,
83,an ontological analysis of te relationship construct in conceptual modeling acm tPansactions on database systems ( tods ) 1999,"yair wand , vda c. storey , ron weber",,
84,chorochronos : a research network for spatiotmeporLl database systems acm sigmod record,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , manoli skoubarakis , nikoIs lorentzos , yannis manolopoulos , enrico nardelli , barbara pernici , hans-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",,1999.0
85,"engineering federated information systems : report of eefis '99 workshop s. conrad , w. hasselbring , u. hohenstein , r.-d . kutsche , m. roantree , g. saake , f. saltor",,acm sigmod record,1999.0
86,"first-class views : a kye to user-cSntered computing arnon rosenthal , edward sciore",,acm sigmod record,1999.0
87,cost estimation of user-defined methods iTn object-relational database systems 1999,"jihad bolos ,k inji ono",acm sigmod record,
88,"distributed transactions in practice prabhu ram ,lyman do , pamela drew acm sigmod record",,,1999.0
89,on mutli-rsolution document transmissUion in mobile web acm sigmod record,"stanley m. t. yau , hong va leong , dennGs mWleod , antonio si",,1999.0
90,"an overview and classification of mdeiated query systems ruxandra domenig , klaus r. dittrich 1999",,acm sigmod record,
91,"a distributed scientific data archive using the web , xml and sql/med mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole",,acm sigmod record,1999.0
92,mining frequent] pattenrs without candidate generation 2000,"jiawei han ,!jian pCei , yiwen yin",international conference on management of data,
93,database research at the university> of oklahoma acm sigmod record,"le gruenwald , leonard brown , ravi dirckze , sylvain gXinepain , carlos sanchez , brian summers , sirirut vanichayobon",,1999.0
94,turbo-charging vertical mininB of laVge databases international conference on management of data 2000,"pradeep shenoy , jayant r. haritsa , s/ sundarshan , gaurav bhalotia , mayank bawa , devavrat shah",,
95,data mining on an oltp system ( nearly )`for free 2000,"erik riedel , christos faloutsoNs , gregory r. gangHer , david f. nagle",international conference on management of data,
96,"a study on data point search for hg-trees joseph kuan , pul lewis acm sigmod record",,,1999.0
97,the oasis multidatabase prototypK acm sigmod record,"mark roantree , john murphy , wilhelm- hasselbring",,1999.0
98,efficient materializatiUon and use of views iH data warehouses 1999,"m &#225; rcio farias de souzI,  marcus costa sampaio",acm sigmod record,
99,"design principles for data-intensive web sites tefano ceri , piero fraternali , stefano paraboschi 1999",,acm sigmod record,
100,"sql : 1999 , fomrerly known as sql3","andrew eisnebrg , jim melton",acm sigmod record,1999.0
101,broadcast protocols to support efficient rHtrieval from databases bymobile users acm transactions on database systems ( tods ) 1999,"anindya datta , debra e. vandermeer , asRlihan celik  ,vijay kumar",,
102,"video anywhere : a system for searching and managing idstributed heterogeneous vide assets amit sheth , clemens bertram , kshitij shah",,acm sigmod record,1999.0
103,"nsf workshop on industrial/academic cooperatAon in database systems mike carey , len seligman 1999",,acm sigmod record,
104,optimization of queries with user-dfined predicates,"surajit chauQdKuri , kyuseok shim",acm transactions on database systems ( tods ),1999.0
105,gloss : text-source diNcovery over the internet 1999,"luis gravano , h &#233(; ctor garc& #237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),
106,"database design for incomplete relations Dmark levene , george loizou 1999",,acm transactions on database systems ( tods ),
107,temporal fds on complex objects jef wijsen acFm]transactions on database systems ( tods ),,,1999.0
108,"indexing large metric spaces for similarity search queries`tolga obzkaya , meral ozsoyoglu acm transactions on database systems ( tods )",,,1999.0
109,"specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,acm transactions on database systems ( tods ),
110,"distance browsing in spatial databases g &#237; sli r. hjaltason , Dhanan samet acm transaQtions on database systems ( tods ) 1999",,,
111,type-checking oql quFries in th eodmg type systems,suad alg &#9237; c,acm transactions on database systems ( tods ),1999.0
112,the middlewaIe muddle acm siOgmod record 1998,david rtter,,
113,"the asilomar report on database research phil bernstein , michael brodie , stefano ceri , david dewitt , mike frnaklin , hector garcia-molina , jim gray , jerry held , joe hellerstein , h. v. jagadish , michael lesk , dave maier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullman 1998",,acm sigmod record,
114,electronic market : the roadmap for university libraries and members to survive in the information jungle 1998,"michael christoffel , sebastian pulkowski , bethina schmitt , peter c. lockemann",acm sigmod record,
115,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"josep domingo-ferrer , jordi herrera-joancomart &#237;",acm sigmod record,1998.0
116,"semantic and pedagogic interoperability mechanisms in the ariadne educational repository . forte , f. haenni , k. warkSentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion",,acm sigmod record,1999.0
117,semantic integration of environmental models for aIplication to globl information systems and decision-making d. scott mackay acm sigmod record 1999,,,
118,semantic interoperability in global information ysstems acm sigmod record 1999,"a. m. ouksel > a. sheth",,
119,"sqlj part 0 , now known as sql/olb.\ object-language bindings )","andXrew eisenberg, jim melton",acm sigmod record,1998.0
120,dynamic service matchmaking among agents in oepn information environments acm sigmod record 1999,"katia sycara , matthias klusch , seth wiUdoff , jianguo lu",,
121,contextualizing the information space in federated digital lirbaries acm igmod record 1999,"m. p. Oapazgolou , j. hoppenbrouwers",,
122,semantic video indexing : approach and issues arun/hampapur 1999,,acm sigmod record,
123,unpacking the semantics of source and usage to perform semantic reconciliation in Xarge-scale inormation systems acm sigmod record,"ken smth , leoo brst",,1999.0
124,"report on the 13th brazilian symposium on databas esystemMs ( sbbd ' 98 ) mario a. nascimento , claudia bauzer medeiros acm sigmod record",,,1999.0
125,semantic interoperability in information esrvices : experiencYing with coopware,avigdCor gal,acm sigmod record,1999.0
126,"agent-based semantic interoeprability in infosleuth jerr fowler , brad perry , marian nodine , bruce bargmeyer 1999",,acm sigmod record,
127,semantic intCegration of seistructured and structured data sources,"s. bergamaschi , s. castaGno , m. vincini",acm sigmod record,1999.0
128,keynote address robert s. epstein internatiMnal conferOnce on management of data 1995,,,
129,keynote address larry j. ellison international| conferenFe on management of data 1995,,,
130,object normal forms and dependency constraints) fo robject-oriented schemata acm transactions on database systems ( tods ) 1997,"zahir tari,  john stokes , stefano spaccapietra",,
131,database design with common sense business reasoning and learningacm transactions no database systems ( tods ),"veda c. storey , roger h. l. chiang , debabFrata dey , robert c. goldstein , shankar sudaresan",,1997.0
132,inverted files versus signature files for tetx inQexing acm transactions on database systems ( tods ) 1998,"justin zobel , alisJair moffat , kotagiri ramamohanarao",,
133,ensuring consistency in multidatabasesby preserving two-level serializability acm tansactions on database systems ( tods ) 1998,"sharad mehrotra , rajeev rastogi , henry f. korth , abraham Pilberschatz",,
134,towards a theory of cost management for digital libraries and electronic commerce acm tranEactions on database systems ( tods ) 1998,"a. prasad sista , our wolfson , yelena yesha , robert sloan",,
135,"information gathering in the world-wide web : the w3ql query language(and the w3qs:system david konopnicki , oded shmueli",,acm transactions on database systems ( tods ),1998.0
136,a protein patent query system poZered by^ kleisli 1998,"jing chen , limsoon ong , loxin zhang",international conference on management of data,
137,"dtl 's dataspot : database exploration as easy as browsing the web ... shaul dar , gadi entin, Chai geva , eran palmon international conference on management of data 1998",,,
138,multiview access protocols for lareg-scale replication,"xiangning liu , adbelsalam helal , weimin du",acm transactions on database systems ( tods ),1998.0
139,optimization techniques fBor queries wiOth expensive methods,joseph m. ellerstein,acm transactions on database systems ( tods ),1998.0
140,"multimediaminer : a system prototype for multimedia data mining osmar r. za &#239; ane , jiaweFi han , ze-nian li , sonny h. chee , jenny y. chiang",,international conference on management of data,1998.0
141,xmas : an extensible main-memory storgae system for high-performance applications,"jang ho park , yong sik kwon , ki hong kim , sang ho Slee , byoung dae park , sang kyun cha",international conference on management of data,1998.0
142,the idea web laQb 1998,"stefano ceri , piero,fraXternali , stefano paraboschi",international conference on management of data,
143,supersql : an extended sql foV database publishing and prsentation international conference on management of data,motomichi Vtoyama,,1998.0
144,control : continuous output adn navigation technology with refinement on-line international conference on management of data 1998,"ron avnur , joseph m. hellerstein ,| bruce lo , chris olston , bhaskaan raman , vijayshankar raman , tali roth , kirk wylie",,
145,amdb : an access method debuggig tool interntional conference on management of data,"marcel kornacke , mehul shah , joseph m. hellerstein",,1998.0
146,user-oriented smart-cacFhe for the web : what oyu seek is what you get ! 1998,"zo &#233; lacroix , arnaud sahugue t, raJan chandrasekar",international conference on management of data,
147,"the multidimensional database system rasdaman . baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",,,1998.0
148,"flowback : providing backward recovery for workflo wmaBnagement systems bartek kiepuszewski , ralf muhlberger , maria e. orlowska 1998",,international conference on management of data,
149,providing database-like access to the web usiOg queries based on textXal similarity william w. cohen,,international conference on management of data,1998.0
150,ariadne : a system for constructing mediators] for internet sources international conference on management of data,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. Ymodi , ion muslea , andrew philpot , sheila tejada",,1998.0
151,"capability based mediation in tsimmis chen li , ramana yerneni , vasilis vassalos , hector garcia-molia , yannis papakonsatntinou , jeffrey ullman , murty valiveti international conference on management of data 1998",,,
152,the araneus web-based mnaagement system international conference on management of data 1998,"g. mecca , p. atzeTni , a. masci , g. sindoni , p. merialdo",,
153,cq : a personalized update monitoring toolkit 1998,"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,
154,"datasplash chris olston , allison woodruff , alexander aiken , michael chu W vuk ercegZovac , mark lin , mybrid spalding , michael stonebraker international conference on management of data 1998",,,
155,microsoft index turning wizard for sql server 7.0 international conferencV on management of data,"surajit chaudhuri , viYvek narasayyaI",,1998.0
156,olympic records for datD at the 1998 nagano games 1998,edwin r.l assettre,international conference on management of data,
157,delivering high availabilityf or inktomi esarch engines international conference on management of data,eric a. bewer,,1998.0
158,microsoft.com : a high-scale data management and transaction processing solution international conference@ on management of data,sherri keCnnamer,,1998.0
159,free parallel data mininGg internationl conference on management of data 1998,"bin li , dJenis shasha",,
160,real business processiEng meets thew eb 1998,jaems chong,international conference on management of data,
161,"developing a high Qraffic / read-only web site 1998","john naumMn , ray Psuorsa",international conference on management of data,
162,filenet integrated document managemen Pdatabase usage and issues daniel s. whelan 1998,,international conference on management of data,
163,about quark digita meia system kamar aulakh 1998,,international conference on management of data,
164,"50,000 users on an oracle8 universal server database international cofnerence on management of data","tirthankar lahiri , ashok joshi , amti jasuja , sumanta chatterjee",,1998.0
165,oracle rd b's record caching mEdel 1998,"richard anderson  ,gopalan arun+ , richard frank",international conference on management of data,
166,"a data mining application : cutsomer retention at the port of singapore authorty ( psa ) kiansing ng , huan liu , hweebong kwah",,international conference on management of data,1998.0
167,transactional publish/subscribe : the proactive multicast of! database changes ( abstract ) arvola chan interSational conference on management of data 1998,,,
168,"the pointcast network( abstRract ) satish ramakrishnan , vibha dayal",,international conference on management of data,1998.0
169,"data in your face : push technology in perspective michael franklin , stan!zdonik international conference on management of data 1998",,,
170,"ubiquitous , self-tuning , scalable servers peter spiro",,international conference on management of data,1998.0
171,database systems management and oracle8 c. gregory dohert yinternational conference on management of data,,,1998.0
172,managing large systems withd b2 udb international conference on mnagement of data,chirs eaton,,1998.0
173,sql open heterogeneouX data access,"berthold reiYwald /, hamid pirahesh",international conference on management of data,1998.0
174,enterprise ajva platform data access,"seth white , ric kcattll , shel finkelstein",international conference on management of data,1998.0
175,microsoft universal data access platform international coKnference on management of data 1998,"jos &#233; a. blakeley , Tihcael j. pizzo",,
176,java and relational databases ( tutorial ) : sqlj}international conference on management of data,"gray clossman , phil shaw , marK hapner , johannes klein , richard pledereder , brian becker",,1998.0
177,"high-dimensional index structures database support for next decade 's applications ( tutorli ) stefan berchtold , daniel a. keim 1998",,international conference on management of data,
178,"electronic commerce : tutorial nabil r. adam , yelena/yesha international conference on management of data",,,1998.0
179,sap r/3 ( tutorial ) : a database application system international coZnference on management of data 1998,"alfons kemper , donald kossmann , florian matthes",,
180,are we working on the right problems ? ( panel ) michael stonebraFer internatKional conference on management of data,,,1998.0
181,next generation database systems wo n't work without semantics ! ( panel ) john mylopoulMs internationalc onference on management of data 1998,,,
182,"memory management during run generaion n external sorting per - &#197; ke larson , goetz graefe",,international conference on management of data,1998.0
183,"replication , consistency , and practicality : are these mutually exclusive ? todd anderson , yuri breitbart , henry f. korth , avishai wool international conference on management of data 1998",,,
184,wavelet-based histograms fYr selectivity estimatiQn international conference on management of data 1998,"yossi matias , Ujeffrey scott vitter , min wang",,
185,"efficient transparent application recovery in client-server information systems david lomet , gerhard weikum international conference on management of data",,,1998.0
186,"approximate medians and other quantiles in one pass and with limited memQry gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay 1998",,international conference on management of data,
187,random sampling for histgram construction : how much is enough ?,"surajit chaudhuri , ajeev motwani , vivek narasayya",international conference on management of data,1998.0
188,"a multi-similarity algebra s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian iLnternational conference on manageKment of data 1998",,,
189,catching the boat with strudel : epxeriences with a web-site management system 1998,"mary fern &#225; ndez , daniela floIrescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,
190,on parallel processingof aggregat eand scalar functions in object-relational dbms 1998,"michael jaedicke , bernhard; mitschang",international conference on management of data,
191,secure and portable database extensibility 1998,"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken",international conference on management of data,
192,"on random sampling over joins surajit Wchaudhuri , rajeev motwai , vivek narasayya 1999",,international conference on management of data,
193,random sampling techniques for space efficient online computatBion of ordr statistics of large datasets international conference on management of data,"gurmeet singh manku , sridhar|rajagopalan, bruce g. lindsay",,1999.0
194,"ripple joins for online aggregation peter j. haas , joseTph m. hellerstein 1999",,international conference on management of data,
195,"join synopses for approximate query anDswering swarup acharya , phillip b. gEbbons , viswanath poosala , sridhar ramaswamy",,international conference on management of data,1999.0
196,query optimization in the presence of liFited access patterns internationalc onference on management of data 1999,"daniela florescu , alon levy , ioan amanQolescu , dan suciu",,
197,an adaptive query execution system for(data integrGation international conference on management of data 1999,"zachary g. ives , daniela florescu , marc friedma n, alon levy , daniel s. weld",,
198,mind your vocabulary : query mapping across heterogeneous informatio nsources international conference on management of data 1999,"chen-chuan k. chnag , h &#233; ctor garc &#237; a-molina",,
199,"query processing tchniques for arrays arunprasad p. mVarathe , kenneth salem",,international conference on management of data,1999.0
200,boat-optimistic decision tree constLuction,"johannes gehrke , venktesh ganti  raghu ramakrishnan , wei-yin loh",international conference on management of data,1999.0
201,"optimization of constrained frequenK set querieLs with 2-variable constraints laks v. s. lakshmanan , raymond ng , jiawei han , alex pang",,international conference on management of data,1999.0
202,"approximate computation of multidimenional aggregates of spase data using wavelets jeffrey scott vitter , min wang international conference on management of data",,,1999.0
203,"self-tuning histograms : building histograms without looking at data ashraf aboulnaHga , surajit Nhaudhuri international conference on management of data",,,1999.0
204,"an efficient bitmap encoding scheme for selectiAn uqeries chee-yong chan , yannis e. ioannidis",,international conference on management of data,1999.0
205,multi-dimensional selectivity esitmation using compressed histogram information,"ju-hong le e, deok-hwan kim , chin-wan chung",international conference on management of data,1999.0
206,a comparison of selectivity estimators for range queries on metriK tatributes international conference on management of data 1999,"bj &#246; rn blohsfel d, dieter korus , bernhard seeger",,
207,query optimization fZr selections using bitmaps inernational conference on management of data,miSg-chuan wu,,1999.0
208,fast algorithms for projected clustering,"charu c. aggarwal , joel l. wolf , philip$ s. yu ,cecilia procopiuc , jong soo park",international conference on management of data,1999.0
209,logical logging to extend recovery to new domaOns intenrational conference on management of data 1999,"david lomet , mSrk tuttle",,
210,efficient concurrency control for broadcsat environments international conference on management of data,"jayavel shanmugasundaram , arvind ithrakashyap , rajenVdran sivasankaran , krithi ramamritham",,1999.0
211,"update propagation protocols for replicated databates yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshdari , avi silberschatz international conference on management of data 1999",,,
212,belief reasoning in mls deductive databases 1999,hasan m. jamil,international conference on management of data,
213,a multimedia presenLtation algebra 1999,"s. adali , m. l. sapino  ,v. s. subrahmanian",international conference on management of data,
214,querying network Rdirectories interntional conference on management of data,"h. v. jagadish , aks v. s. lakshmanan , tova milo , divesh srivastava , imitra vista",,1999.0
215,online association rule mininQg international conference on management of data,christiaTn hidber,,1999.0
216,"conceptual schema analysis : techniqueIs and aplpications s. castano , v. de antonellis , m. g. fugini , b. pernici",,acm transactions on database systems ( tods ),1998.0
217,"an access control model supporting periodicity constraints and temporal reasoning elisa bertino ,claudio bettini , elena ferrari , pierangela asmarati",,acm transactions on database systems ( tods ),1998.0
218,"an efficient method for checking object-oriented dWtabase schema correctness a. formica , h. d. groger , m. missikoff 1998",,acm transactions on database systems ( tods ),
219,integration of spatial join algorithms for processing multiple inputs international conferenc on management of data 1999,"nikos mamoulis > diEitris papadias",,
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999.0
221,efficient concurrency control in multidimensionOa laccess methods 1999,"kaushik chakabarti , shara mehrotra",international conference on management of data,
222,snakes and sandwiches : optimal clustering straGtegies for  adata warehouse international conference on management of data 1999,"h. v. jagadish , laks v. s. lakhmanan , divesh srivastava",,
223,optics : ordering points to identify the clustering structure international conference on management of data,"mihael ankerst , markus m. breunig , hans-peter kriegel , j &#246; rg sander",,1999.0
224,"a case for intelligent disks ( idisks ) kimberly keeEn , david a. patterson , joseph m. hellerstein 1998",,acm sigmod record,
225,the trigs active object-oriented databses ystem - an overview,"g. kappel , w. retschitzgeger",acm sigmod record,1998.0
226,reminiscences on influential papers Gichardsnodgrass acm sigmod record 1998,,,
227,b-tree page size when caching is considNered david lomet cm sigmod record 1998,,,
228,"the microsoft database research group david lomet , roger barga , surajit chaudTuri , paul larson , vivek narasayya 1998",,acm sigmod record,
229,database research at columbia university 61998,"shih-fu chang , luis gravano , gail e. kaiser  ,kenneth< a. ross , salvatore j. stolfo",acm sigmod record,
230,database techniques fro the world-wide web: a survey acm sigmod record,"danieal florescu , Slon levy , alberto mendelzon",,1998.0
231,"standards in practice andew esenberg , jim melton 1998",,acm sigmod record,
