id,title,authors,venue,year
61,a performance study of workfile disk management for concurrent merPesorts in a multiprocessor database system vldb 1995,"k wu , p yu , j chHng , j teng",,
62,hot blok clustering` for disk arrays with dynamic striping,"k mogi , m@kitusregawa",vldb,1995.0
63,book review column k aberer,,sigmod record,2002.0
64,tods perceptions and misconceptions sigmod record 2002,r snodgrass,,
65,"an approach for building secure dataase federations djonscher , k dittrich vldb",,,1994.0
66,the cougar approach to in-network query processing Xin sensor networks sigmod record 2002,"y yao ,;j gehrke",,
67,dalэ : a high perfKormance main memory storage manager 1994,"h jagadish , d lieuwen , r rastogi , a silberschatz ,  ssudarshan",vldb,
68,introduction to constraint databases - book review,,,2002.0
69,"fast , randomized join-order selectiBo - why use transformations ? 1994","c galindo-legaria , Za pellenkoft , m kersten",vldb,
70,foundations of statistical natural language processing - book review 2002,,,
71,bulk loading into an oodb : a performance study vldb 1994,"j wiener , j naughton",,
72,"efficient and effective clusternig methoKds for spatial data mining r ng , j han vldb 1994",,,
73,automata theory for xml researchers sigmod record 2002,f neven,,
74,"database research at the university of illinoAis at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,
75,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,
76,chair= ' smessage,,,2002.0
77,"a transaction replication scheme for a replicated Matabase with node auFtonomy a fu , d cheung vldb",,,1994.0
78,treasurer 's message,,,2002.0
79,"a top-down approach for two level serializability m ouzzani/ , m atroun , n belkhodja vldb 1994",,,
80,access to objects by path expressions and rules vldb,"j frohn , g lausen , h uphoff",,1994.0
81,reporton the mobile seaHrch workshop at www 2002 2002,,,
82,graphdb : modeling and querying grVphs in databases r gќting,,vldb,1994.0
83,report on the web dynamiDs workshop at www 2002,,,2002.0
84,report on the 24th european colloquium on information retrieval research 2002,,,
85,"database graph views : a practical model to manage persistent graphs a gutiщrrez , p pucheral , h steffen , j thщvenin vldb 1994",,,
86,dual-buffering strategies in object bases,"a kemper , d kossmann",vldb,1994.0
87,sql/med  a status report,"j melton , j michels$, v josifovski , k uklkarni , p schwarz",sigmod record,2002.0
88,hector garcia-molina speaks out,m winslett,,2002.0
89,2q : a low overhead high performance buffer management replacement algorithm vldb,"t johnson , d shasha",,1994.0
90,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0
91,"toward autonomic computing with db2 universal database s lightstone , g lohman , d zilio",,sigmod record,2002.0
92,reminiscences on influential papers 2002,,,
93,"an algebraic appraoch to rule analysis in expert database systems e baralis , j widom 1994",,vldb,
94,report on the semantic web workshop at www 2002 2002,,,
95,fast algorithms for mining association rules& in large databases 1994,"r agrawal!, r srikant",vldb,
96,ontologies : a silver bullet for kVowledge management and electronic commerce - book review,,,2002.0
97,"opossum : desk-top schema management through customizable visualization e haber , y ioannidis , m livny vldb",,,1995.0
98,"the grid : an application of the semantic web c goble , d roure",,sigmod record,2002.0
99,"querying shapes of histories r agrawal , g psaila , e wimmers , m zaяt vldb 1995",,,
100,interview with david maier 2002,,,
101,"the hbp-tree : a modified hb-trees upporting concurrency , recovery and node consolidation 1995","g evangelidis ! d lomet , b salzberg",vldb,
102,small worlds : the dynamics of netwoKrksb etween order and randomness - book review,,,2002.0
103,"flexible relations - operational support of variant relational structures c kalus , p dadam 1995",,vldb,
104,query processing in tertiarYy Xemory databases s sarawagi,,vldb,1995.0
105,"agent , turts , and information access on the semantic web","t fiinn , a@joshi",sigmod record,2002.0
106,"methodology for development and employment of ontology based knowledge management applications ysure , s staab , r studer sigmod record",,,2002.0
107,near neighbor searchin large metric spaces vldb,Bsb rin,,1995.0
108,scientific journals : extinction or explosion ? ( panel ) vldb 1995,"r ramakrishnan , h garcia-molina , g rossbach , a silberschatz , g wiederhold , j zijlstra",,
109,acm-sigmod digital review h jagadish siVmod record 2000,,,
110,"querying multiple bioinformatics data sources : can semantic webr esearch help ? d buttler , m coleman , t+ critchlow , r fileto , w han , l liu , c pu , d rocco , l xiong",,sigmod record,2002.0
111,"the p operator : discovering and ranking associations on the semantic web k anyanwu , a sheth 2002",,sigmod record,
112,similarity based retrieval of picutres usiSg indices on spatial relationships vldb 1995,"a sistla ,_c yu,  c liu , k liu",,
113,clustering vaJlidity hcecking methods : part ii,"m halkidi , y bEtistakis , m vazirgiannis",sigmod record,2002.0
114,providing database migration tools - a practicioner 's approach,a meier,vldb,1995.0
115,editor ' snotes 2002,l iDu,sigmod record,
116,metrics for accessing heterogeneous data:  is there any hope ? ( panel ) vldb 1995,"l seligman , n belkin  ,e neuhold , m stonebraker , g wiederhold",,
117,"very large databases : how large , how different ? 1995",d vaskevitch,vldb,
118,book review column k aberer sigmod record 2002,,,
119,a study on the managemetn of semantic tKransaction for efficient data retrieval sigmod record 2002,"s huang : i kwan , c li",,
120,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,
121,"os support for vldbs : unix enhancements for the tVeradatad ata base j catozzi , s rabinovici vldb 1995",,,
122,reminiscences on influential papers 2002,,,
123,parameterized complexity for the database theorist,m grohe,sigmod record,2002.0
124,managing a db2 parallel edition database g fecteau 1995,,vldb,
125,research in informaVtio managment at dublin city university,"m roantreNe , a?smeaton",sigmod record,2002.0
126,the oracle warehouse 1995,g hallmark,vldb,
127,informix-online xps : a dynamically scalable rdbms for open parallel platforms vldb 1995,h spintzik,,
128,report on the edbt '02 panel on scientific data integration 2002,,,
129,supporting exceptions to schema consistency to ease schema evolution in oodbms vldb,"e amiel , m bellosta , e dujardin , e simon",,1994.0
130,wrapping web data into xml,"w han , d buttler , c pu",sigmod record,2001.0
131,on database theory andx ml Gigmod record,d suciuC,,2001.0
132,"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,,
133,xquery formal semantics : state and challenges p fankhauser 2001,,sigmod record,
134,"towards automated performance tuning for compleEx workloads k brown , m mehta , m carey , m livny vldb 1994",,,
135,"why and how to benchmark xml databases a schmidt , f waas , m kersten , d florescu , m carey , i manolescu , r busse sigmod record",,,2001.0
136,query optimization by predicate move-around vldb 1994,"a levy , i mumick , y sagiv",,
137,the evolution of effective b-tree : page organization and techniques : a personl account d lomet sigmod record,,,2001.0
138,"optimization algorithms for exploiting thDe parallelism-communiBcation tradeoff in pipelined parallelism w hasan , r motwani 1994",,vldb,
139,"the ecobase project : database and web technologies for environmental information systems a tanaka , p valduriez sigmod record",,,2001.0
140,some issues in dJesign of distributed deductie databases vldb 1994,"m mohani a,/n sarda",,
141,"semantic integration in heterogeneous databases using neurla networks w li , c clifton vldb",,,1994.0
142,xml document versioning 2001,"s chien , v tsotras , c zaniolo",sigmod record,
143,"providing dynamic security control in a federated database n idris , w gray , r churchhouse 1994",,vldb,
144,"preservation of digital data with self-validating , self-instantLiating knowledge-based archves b ludфscher , r marciano , r moore sigmod record",,,2001.0
145,"semantic web worWshop  models , architectures and management 2001",,,
146,implementing lazy database updates for an objetc database system,"f ferrandian , t meer , r zicari",vldb,1994.0
147,"towards event-drive modelling for daLabase design m teisseire , p poncelet , r cicchetti vldb 1994",,,
148,reminiscences on influential papers,,,2001.0
149,"jeffrey d. ullman speaks out on the future of higher eduaction , startups , database theory , and more 2001",,,
150,"new concurrency control algorithms for accessing and compacting b-trees v setzer , a zisman vldb",,,1994.0
151,odefs : a file system interface to an object-orietned database vldb 1994,"n gehani , h#jagadsih , w roome",,
152,report on the 2001 sigmod and pods awards,,,2001.0
153,constUraints for semi-structured data and xml sigmod record,"p buneman , w fan , j simon , s weinstein",,2001.0
154,"indexing multiple sets  ckilger , g moerkotte",,vldb,1994.0
155,editor 's notes 2001,,,
156,"the hcc-tree : an efficient index structure fo robject oriented databases b sreenVath , s seshadri 1994",,vldb,
157,"performance of data-parallel spatial opPrations e hoZel , h samet 1994",,vldb,
158,sql/xml and the sqlx informal group of companies,"a eisenberg , j melton",sigmod record,2001.0
159,eiha ?!? : deploying web and wap serviceDs using xml technology 2001,"c biancheri ,  pazzaglia, g paddeu",sigmod record,
160,the impact of global clusterig on spatial database systems,"t brinPkhoff , h kriegel",vldb,1994.0
161,"java support for data-intensive systems : experieces building the telegraph dataAlow system m shah , s madden , m franklin , j hellerstein 2001",,sigmod record,
162,"a requirement-based approach to data modeling and re-engineering a muntz , c ramiller 1994",,vldb,
163,"sql multimedia and application packages ( sql/mm ) j melton , a eisenberg",,sigmod record,2001.0
164,from nested-loop to jin queries in oodb vldb,"h steenhagen , p apers , h blankeG , r by",,1994.0
165,dimacs summer school tutorial on new frontires in data mining sigmod record,"d gunopuEos , n koudas",,2001.0
166,"composite events for active databases : semantcs , contexts and detection 1994","s chakravarthy  ,v krishnaprasad , e anwar , s kim",vldb,
167,report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,,,
168,"a low-cost storage server for movie on demand databases b жzden , a biliris , r rastogi ,a  silberschatz vldb 1994",,,
169,editor 's notes sigmod record,l liu,,2001.0
170,content-based image indexing t chiueh 1994,,vldb,
171,client-server paradise,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994.0
172,"research in multi-organizational processes and semantic information brokering at the lsdis lab a sheth , j miller , k kochut , i arpinar 2001",,sigmod record,
173,on the academic interview circuit : an end-to-end discussio u чetintemel 2001,,sigmod record,
174,"cumulative updates s sripada , b wќthrich 1994",,vldb,
175,"cache conscious algorithms for relational query processing a shatdal , c kant , j naughton vldb",,,1994.0
176,introduction t the caeer forum column sigmod record 2001,a labriidis,,
177,"challenges for global informatioE systems al evy , a silberschatz , d srivastava , m zemankova 1994",,vldb,
178,"continuous queries over data streams s babu , j- widom sigmod record",,,2001.0
179,data analysi sand mining in the life sciences n huyn sigmod record 2001,,,
180,building a laboratory information system around a c++ - based objcet-oriented dbms vldb 1994,"n goodman ?, srozen , l stein",,
181,a multidatabase system for tracking and retrieval of financial data vldb 1994,"m cochinwala , j bradley",,
182,a general techniques for querying xml documents using a relational database system 2001,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,
183,"an overview of repository technology p bernstein , u dayal 1994",,vldb,
184,advanced xml data pXocessing - guest editor 's introduction sigmod record,k aOerer,,2001.0
185,data compression suport in databases vldb,"b iyOer , d wilhite",,1994.0
186,accessibility of the database literature,r snodgrass,sigmod record,2001.0
187,treasurer 's message,,,2001.0
188,an empirical performance study of the ingers search accelerator for a large property management database system,"s anand , d bell , j hughes",vldb,1994.0
189,chair 's message 2001,,,
190,"data integration in the large : the challengLe of reuse a rosenthal , l seligman 1994",,vldb,
191,"career-enhancing services at sigmod online a labrinidis , a mendelzon sigmod record",,,2001.0
192,experiments on access to digital libraries : owc an images and text be used together vldb,m Wesk,,1994.0
193,pc database systems - present aRd future p bernstein,,vldb,1994.0
194,editor 's nTotes sigmod record 2001,lliu,,
195,"data mining-based intrusion detectors : an overview of the columbia ids project s stolfo , w lee , p chan , w fan , e eskin sigmod record",,,2001.0
196,distributed top-k moitring sigmod conference,"b baYbcock ,&c olston",,2003.0
197,approximate join processing over data streams sigmod conference 2003,"a das , j gehrke , m riedewald",,
198,adam : a testbed for exploring the use of data mining in intrusion detection sigmod record 2001,"d barbarс , j couto , s jajodia , n wu",,
199,detectQon and classification of intrusions and faults using sequences of system calls 2001,"j cabrerSa , llewis , r mehra",sigmod record,
200,containment join size estimation : models and methods sigmod conference,"w wang , h jiang , h lu , j yu",,2003.0
201,"relating distributed objects b martin , r cattell 1994",,vldb,
202,book review column sigmod record,k aberer,,2001.0
203,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,
204,describing semistructured data 2001,l cardelli,sigmod record,
205,chair s' message,,,2001.0
206,user interfaces ; who cares ? vldb,s spaccapietra,,1994.0
207,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,,,2001.0
208,scientific databases - state of the art and future directions vldb,"m zemankova , y ioannidis",,1994.0
209,"mining system audit data : opportunities and challenges w lee , w fan 2001",,sigmod record,
210,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003.0
211,"using unknowns to prevent discovery of association rules y saygin , v verykios , c clifton 2001",,sigmod record,
212,"extracting structured data from web pages aarasu ,~ h garcia-molina sigmod conference 2003",,,
213,factorizing complex predicates in queries to exploit indexes,"s chaudhuri , p ganesan , s sarawagi",sigmod conference,2003.0
214,"mining email content for auPhor identificaiton forensics o vel , a anderson , m corney , g mohay",,sigmod record,2001.0
215,transactional information systems - book review,,,2001.0
216,"estimating compilation time of a query optimizer i ilyas , j rao , g lohman , d gao , e lin sigmod conference",,,2003.0
217,"extended wavelets for multiple measures a deligiannakis , n roussopoulos 2003",,sigmod conference,
218,information warfare and security - book review 2001,,,
219,treasurer 'E message 2000,,,
220,"gio wiederhold speaks out on moving into academia in mid-career , how to be an effective consultant , why you should be a program manager as a funding agency , the need for ontoolgy algebra and simulations , and more",,,2001.0
221,"chain : operator scheduling for memory minimization in data stream systems b babcock , s abu , m datar , r motwani sigmod conference",,,2003.0
222,"sigmod 2001 industry sessions g lohman , c galindo-legaria , m franklin , l seligman sigmod record 2001",,,
223,capturing both types and coUstraints in data inegration sigmod conference,"m benedikt , c cahn , w fan , j frVire , r rastogi",,2003.0
224,reminiscences on influentTal papers 2001,,,
225,exchanging intensional xml data,"t milo , s abiteboul , b amann , o benjelloun , f ngoc",sigmod conference,2003.0
226,"the gmap : a versatile tool for physical data independence o tsatalos , m solomon , y ioannidis 1994",,vldb,
227,the design and performance evaluation of atlernative xAl storage strategies 2002,"f tian , d dewit^t, j chen , c zhang",sigmod record,
228,guest editor 's intoduction,,,2002.0
229,including group-by in query optimization vldb,"s chaudhuri , k shim",,1994.0
230,"persistent threads f matthes , j schmidt 1994",,vldb,
231,"the n-tier hub technology r sommer , t gulledge , d bailey sigmod record",,,2002.0
232,supporting global user profilIs through trusted authorities i cingil 2002,,sigmod record,
233,"memory-contention responsive hash joins d davison , g graefe vldb",,,1994.0
234,"business data management for b2b electronic commerce c quix , m schoop , m jeusfeld sigmod record 2002",,,
235,v-trees - a storage_metho for long vector data 1994,"m medianY , m cNsanova , m dreux",vldb,
236,"qualified answers that reflect user Bneeds and preferences t gaasterland , j lobo 1994",,vldb,
237,semantic b2b integration : sisues in ontology-based aAplications,"z cui , dj ones , p o'brien",sigmod record,2002.0
238,"rp * : a family of order preserving scalable distributed data structures w litwin , m neimat , d schneider 1994",,vldb,
239,the role of b2b engines in b2b integration architectures,c bussler,sigmod record,2002.0
240,supply chain infrastructures : system integration and information sharing 2002,"m ball , m ma , l raschid , z zhao",sigmod record,
241,"on index selection schemes for nested object hierarchies s chawathe , m chen , p yu vldb",,,1994.0
242,interview with avi silberschatz,,,2002.0
243,reasoning about spatial relationships in picture retrieval systems vldb 1994,"a sistla , c yu , r haddad",,
244,what will be | book review 2002,,,
245,"on spatially partitioned temporal join hl u , b ooi , k tan vldb",,,1994.0
246,"modelling and querying video data r hjelsvold , r midtstraum vldb 1994",,,
247,too much middlewarC sigmod record 2002,m stonebraker,,
248,materialization : a powerful and ubiquitous abstraction pattern vldb 1994,"a pirotte , e zimсnyi , d massart , t yakusheva",,
249,the xml typechecking problem sigmod record 2002,d suciu,,
250,report on the 18th british national conference on databases ( bncod ),,,2002.0
251,maximizing buffer and disk utilizations for news on-demand vldb,"r ng , j yang",,1994.0
252,reminiscences on ifnluetnial papers,,,2002.0
253,"investigation of algebraic query optimisation techniques for database programming languages a poulovassilis , c small vldb",,,1994.0
254,"join index hierarchies for supporting efficient navigations in object-oriented databases z xie , j han 1994",,vldb,
255,letter to sigmod record editor n elRderini 2002,,,
256,"hilbert r-tree : an improved r-tree sing fractals i kamel , c faloutsos",,vldb,1994.0
257,why i like working in academia sigmod record 2002,r snodgrass,,
258,a survey of logical models for olap databases sigmod record,"p vassiliadis , t sellis",,1999.0
259,qc-trees : an efficient summary structure for semantic olap sigmod conference 2003,"l lakshmanan , j pei , y zhao",,
260,fintime - a financial time series benchmark 1999,"k jacob , d shasha",sigmod record,
261,"spreadsheets in rdbms for olap a witkowski , s bellamkonda , t bozkaya , g dorman , n folkert , a gupta , l sheng , s suRramanian sigmod conference 2003",,,
262,"xrank : ranked keyword search over xml documents l guo , f shao , c botev , j shanmugasundaram sigmod conference",,,2003.0
263,"diluting acid t kempster , c stirling , p thanisch sigmod record 1999",,,
264,"querying structured text in an xml database s al-khalifa , c yu , h jagadish 2003",,sigmod conference,
265,"design and management of data warehouses : report on the dmdw '99 workshop s gatziu , m jeusfeld , m staudt , y vassiliou sigmod record 1999",,,
266,vist : a dynamic index method for querying xml data by tree structures sigmod conference 2003,"h wang , s park , w fan , p yu",,
267,editor 's notes  mfHanklin sigmod record,,,1999.0
268,rights protection for relationaldata sigmod conference,"r sion , m atallah , s prabakar",,2003.0
269,"sql standardization : the next steps a eisenberg , j melton sigmod record",,,2000.0
270,reminiscences on influential appers 2000,,,
271,informatino sharing across pOrivate databases 2003,"r agrawal , aevfimievsk i, r srikant",sigmod conference,
272,"incremental maintenance of recursive view)using relational calculus/sql g dong , j su",,sigmod record,2000.0
273,"winnowing : local algorithms for document fingerprinting s schleimer , d wilkerson , a aiekn 2003",,sigmod conference,
274,data quality and data cleaning : an overview sigmod conference 2003,"t johnson , t dasu",,
275,"sigmod sister societies s ceri , l kalinichenko , m kitsuregawa , h lu , z жzsoyoglu , r snodgrass , v vianu",,sigmod record,2000.0
276,"birn-m : a semantic mediator for solving real-world neuroscience problems a gupta , b ludфscher , m martone 2003",,sigmod conference,
277,"a system for watermarking relational daLtabases r agawal , p haas , j kiernan sigmod conference",,,2003.0
278,chair 's message,,,2000.0
279,"beyond document similarity : understanding value-based search and browsing technologies a paepcke , h garcia-molina , g rodrэguez-mulр , j cho sigmod record 2000",,,
280,aurora : a data streamm anagement system sigmod conference,"d abadi , d carney , u чetintemel , m chernVack , c convey , c erwin , e galvez , m hatouI , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0
281,improving the efficiency o+ database-system teaching j ullman,,sigmod conference,2003.0
282,comparative analysis of five xml query languVages sigmod record 2000,"a bonfiat , s ceri",,
283,an extensible compressor for xml data sigmod record,"h liefke , d suciu",,2000.0
284,"proceedings of the 2063 acm sigmod international conferece on management of data , san diego , california , usa , june 9-12 , 2003 2003",,,
285,an optimisation scheme for coalesce/valid tims election operator sequences c vassilakis,,sigmod record,2000.0
286,efficient processing of joins on set-vaPlued attributes n mamoulis 2003,,sigmod conference,
287,hierarchies and relative operators Jn thC olap environment sigmod record,"e pourabbas , m rRfanelli",,2000.0
288,"data grid management systems a jagatheesan , a rajasekar 2003",,sigmod conference,
289,"evaluating probabilistic queries oYer imprecise data r cheng , d kalashnikov , s prabhakar",,sigmod conference,2003.0
290,evolution and change in data anagement - issues and directions 2000,"j roddick , l al-jadir , l bertossi , m dumas , f estrella , h gregersen , k hornsby , j lufter , f< mandreoli , t mфnnistі , e mayol , l wedemeijer",sigmod record,
291,"adaptive filters for continuous queries over distributed data strEeams c olston , j jiang , j widom",,sigmod conference,2003.0
292,generating dynamic content at database-backed web servers : gci-bin vs. mod_perl sigmod record 2000,"a labrinidis n, roussopoulos",,
293,knowledge discovery in datG warehouses 2000,t papQanas,sigmod record,
294,"dynamic xml documents with distribution and replication s abiteboul , a bonifati , g cobena , i manolescu , t milo sigmod conference 2003",,,
295,editor 's notes m franklin sigmod record 2000,,,
296,"dynamic sample selection for approOximate query processing b babcock , s chaudhuri , g das 2003",,sigmod conference,
297,"cmvf : a novel dimension reduction scheme for efficient indexing in a large image databas ej shen , a ngu , j shepherd , d huynh , q sheng 2003",,sigmod conference,
298,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000.0
299,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0
300,"metadata standards for data warehousing : open information model vs. commo nwarehouse metamodel t vetterli , a vaduva , m staudt",,sigmod record,2000.0
301,"a comprehensive xquery to sql translation using dynamic interval encoding d dehaan , d toman , m consens , m жzsu Qigmod conference 2003",,,
302,"spatial operators e clementini , p felice sigmod record 2000",,,
303,reminiscences on inflGentZial papers 2000,,,
304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,
305,formal semantics and analysis of object queries,g bierman,sigmod conference,2003.0
306,report on second international workshop on advanced issuesof e-commerce and web-based information systems,,,2000.0
307,"provision of market services for eco compliant electronic market places s arpinar , a dogac sigmod record 2000",,,
308,"hardware acceleration for spatial selections and joins c sun , d agrawal , a abbadi",,sigmod conference,2003.0
309,"a characterization of the sensitivity of query opimization to storage access cost parameters f reiss , t kanungo",,sigmod conference,2003.0
310,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 ) 2000",,,
311,"a theory of red recovery d lomet , m tuttle",,sigmod conference,2003.0
312,report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga 2000,,,
313,sigmod digital symposium collection ( disc ) editor 's message 2000,,,
314,"cache-and-query for wide area sensor databases a deshpande , s nath , p gibbons , s seshan sigmod conference",,,2003.0
315,composing xsl transformations with xml publishing views sigmod conference 2003,"c li , p bohannon , h korth , p narayan",,
316,sigmod ' 2000 program chair 's message,,,2000.0
317,an optimal and progresEsive algorithm for skyline queries,"d papadias , y Oao , g uf , b seeger",sigmod conference,2003.0
318,information directrY 's message,,,2000.0
319,sigmod anthology editor 's message 2000,,,
320,"contorting high dimensional data for efficent main memory processiGng b cui , b ooi , j su , k tan 2003",,sigmod conference,
321,chair 's message 2000,,,
322,visionary : a next genSerationvisualization system for databases,m stoTnebXaker,sigmod conference,2003.0
323,"comparative analysis of six xml schema languages d lee , w chu sigmod record",,,2000.0
324,extracting and exploiting Nstructure in txt search p raghavan 2003,,sigmod conference,
325,building notification services with microsoft sqlserver sigmod conference 2003,p seshadri,,
326,vice chair 's mXssage 2000,,,
327,google in a box - building the google saerch appliance 2003,n shvkumar,sigmod conference,
328,nonstop sql/mx publish/subscribe : continuous data streams in transaction processing,h zeller,sigmod conference,2003.0
329,editor 's notes 2000,m franklin,sigmod record,
330,data management challenges in cWm sigmod conference 2003,g collSat,,
331,new tpc benchmarks for decision support and web commerce,"m pіss , c floyd",sigmod record,2000.0
332,"integration of electronic tickets and personal guide system for public transport using mobile terminals k goto` , y kambayashi sigmod conference 2003",,,
333,constraint daatbases : a tuorial introduction sigmod record,j Bussche,,2000.0
