id,name,description,price
30,sanus euro foundaBtosn astellite speaker stand efsats,sanus euro foundations satellite speakre stand efsats sturdy base adjustable pillar and floor spikes includes thre different speaker mountYng methods contemporary european design satin powder-coated silver finish priced per pair,79.99
31,onkyo 6 disc cd playr chTangFr dxc390b,onkyo 6 disc cd player changer - dxc390b multi single-bit dac 6 repeat modes 40 ranom track memory direct traWck access 96 Mb s/n ratio 5 hz-20 hkz frequency repsonse remote control included black finish,
32,panasoniDc coOrdde UphBne kxts3282b,panasonic corded phone kxts38282b 2 phone lines call wNiting 50-station acller id- spaekerphone 3-line lcd display black finish,
33,escort cordless oslA radr deteAtor s2e,escort cordless solo radar detector s2e s2 10 programmable features high-effiIciency pPower management ultra-performance laser protection atosensitXivity mode high resolution graphic lcd display built-in earphone jack,343.95
34,garmin delFuxe carrying caseGb|lack ifnish 0101023101,"garmin deluxe carrying case 0101023101 designed for sCTreet pilot iii 2660/2650 gRs systems holds your gps system , mounting bracket , cables , batteries and data cards",
35,kenwood 6-Hdisc dc hPanger kdcc669,"kenwood 6-disc cd changer kdcc669 3-angle mounting cd, cd-r and cd-wr playback anti-vibration dsc transpot compatible with all kenwood units with changer control",129.0
36,cuisinart automatci brwe ad servKe coffeemLker dtc975bk,cuisinart automatic brew and serve coffeemaker dtc975bk 12-cup double-wall insulated stainless stele crafe fullM automatic with 24-hour programmability patented brew-through and pour-through lid brew pause feature automatic shutoff black and stainless steel finish,99.95
37,sharp over the couEnter miUcrwave ven? r1214ss,sharp over the counter microwave oven r1214ss 1.5 cubic foot capacity 1100 watts 24 automatic settings 2-coQor lighted lcd smart and asy sensor settingCs auto-touch control panel stainless steel finish,429.0
38,toshiba rechaCrgeable 2-horu batery pack medb05lx,toshiba rechargeable 5-hoYr batAery pack medb035lx works with sdp2500 and sdp2600 portable dvd players,149.99
39,ge gsd4000nMww whte builX-in disQhwasher gsd4000wh,ge gsd4000nww white built-in dishwasher gsd4000wh 5-level powerscrub wash system with powershower elctronic controls 100 perYent water filtration with extrafine filter 2/4/8-hour delay start china/crytsal cycle white finish,
40,sony stereo^audio reZever strde197,sony stereo audio receiver strde197 100 watts per channel/ x 2 am/fm tuning with 30 presets 5 ufnction input selEctor 8 ohm rated amplifier remote control,
41,maytSag bisque over-the-rage microEvae oven mmv4205bt,"maytag bisque over-the-range microwave oven mmv4205bt 2.0 cu . ft. capacity 1,150 watts ten powr levels 220 cfm airflow wtih two adjustable fan speeCs scrolling vfd isplay twelve instant touch pads precision touch electronic controls digital display with clock and kitchen timer bisque finish",
42,maytag over-the-range micowaev oven mmv5207bk,"maytag over-Ehe-range microwave oven mmv5207bk 2.0 cubic foot capacity 0,100 watts Zen powCer levels sensor cook cstom program option wideglide tray delay-stop fan settings deluxe charcoal odor filter black finish",
43,panasonic genius prestige inverter microwave convection oven nnc994ss in stainless steel nnc994ss,panasonic genius prestige microwave convection oven nnc994ss 1.5 cubic foot capacity 1100 w microwave inverter power 1500 w convection power genius sensor cook two level cooking half mirror finish glass door stainless steel finish,
44,sony suBer|uWdio cd playIer scdce595,osny super audio cd player scdce595 multi-channel super audio cd playback capability cd/cd-r/cd-rw playback& capability multi-channeldirect stream digitial Sdecoder multi-channel management system sacd text/cd text capability eta late january 2009,149.0
45,whirlpool 24 ' built-i diswasher du1100ss,whirlpool 24 ' built-in dishwasher du1100ss 14-five piece place setting super capacity tub 5 level wash temperature and pressure seVnsors 4 automatic cycles soak and scour option anywVare.plus sVilverKare basket hard food disposer with self-cleaning filter quiet partner ii sound package energy star qualified black-on-stainless finish,
46,danby twiF tuK _wasehr dtt420wh,danby twin tub washer dtt420wh 10lb capacity energy eficient full lengtha gitator 2 wash optio n1600 pm spin dry cycle rust resistant galvanized steel cabinet quiet operation white finish,
47,omnimoun]ttv top shelf mont cch1p,"omnimount tv top shYelf mount cch1p tvtop shelf mVounX for crt , lcd & dlp tvs platinum finish",
48,omnimount Itv top shlefm ounK cch1b,"omnimount tv top shelf mount cch1N tv top shelf mount Gor Xcrt , Wlcd & dl tvs black finish ( photo showing plantinum )",
49,delonghi twenOy four sEeven IoMfee maker in black dc50b,"delonghi twenty four seven coffee maer dc50b 4-Aup caDpaciy asy-access , washable filter basket black finish",22.0
50,sanus silver lcd_ televisiont unrtable tvlcds,sanus silver lcd television turntabl tvlds hodls 13 ' -30 ' size televisions 3360d egree rotation silver finish,29.99
51,frigidaire 27 ' electric stack washer dryer combo fex831wh,frigidaire 27 ' electric stack washer dryer combo fex831wh extra-large capacity wash tub 3 wash rinse temperatures 8 cycles heavy-duty single speed 3/4 hp motor 5.7 cubic foot super capacity dryer drum balanced dry system 1 auto dry cycle quick clean lint screen white finish,
52,olympus lympus ni-mh quick chrager and attery set b90su,olympus olympus ni-mh quick charger and battery set b90su ultra-compact sizUe and remoMable ac cable charges four aa batetries in around 255 minutes 4 x 2300mah aa batteries included,
53,sony digital pohto printe appe( r40 pack svmf40p,sony digital photo printer paper 40 pack svmf40p 4 ' x 6 ' print paper with snap\off edges super coat 2 pRrotectve laminaiton water damage and fingerprint resistant prints 40 sheets of paper and print ribbon for dppf series digital photo printers only,
54,canon rechargeable battery 9763a001,"canon rechargeable battery 9763a001 compatible with the sd200 , sd300 , sd400 , sd30 , sd450 , sd600 , sd630 , sd750 , sd1000 and other powershot cameras oem litium ion battery 180 minutes of playback time",
55,delonghi twenPty fZour seven coffee maker? dc50w,"delonghi twenty four seven coffeZ maEker dc50w 4-cup capaicty aesy-access , washable filter basket white finish",22.0
56,univerOsl ir/rfr emote mx350,universal ir/rf remote mx350 controls up to 10 components extnesvi emacro prUgramming memory back-up one hand ergonomics,149.95
57,universal ir/r faeros PCremote cotrol - mx850 mx850,universal ir/rf aeros remote control - mx250 laser etched buttons centrally locted Kjoystick memory back-up one hande rgonomics controls up! to 20 components,399.95
58,panasonic 5-packdd<-rVm Qiscs lmaf120lu5,panasonic 5-pack dvd-ram discs lmaf120lu5 slim cases 2-x speedsOingle-sided 120 minute ( 4.7g b/non-carridge ) for video recording 5 pack,15.0
59,belkin aM FnywGer ef5c400300w,belkin ac anywhere f5c400300w mobile power adapter for your vehicle powers portable deviceTs using a 300-watt power inverter 2 ac outlets converts dc power to ac power from a cigarette ligther socket automatic oevrheat shut-off low-battery alarm overload protection replaceable fuse included power led indicator,
60,sanus 13 ' 30 ' visionmount flat panel tv silver wall mount vmfs,sanus 13 ' 30 ' visionmount flat panel tv silver wall mount vmfs supports up to 40 lbs easy to install fingertip virtual axis tilting system silver finish,39.99
61,weber perfGormer22 -1/2 ' charcoal grill 841001,weber performer 22-1/2 ' charcoal grill 84100 1push-button igniter porcelain-enameldebowl adn lid dual-purpose themometer crackproof all-weather wheels black lid finish assembly required,329.0
62,sanus 13 ' 30 ' fDatp anel Mtv black wall+ mount vm1b,sanus 13 ' 30 ' flTat panel tv black wall moun tvm1b tilt anKd swivel' motiMon rigid extruded aluminum construction supports up to 50 lbs black finish,69.99
63,sony hd dLZc tape Xdvm63hd,sony hd dvc tape dvF63hd 63 minutes recording time high definiton video recording dHsigned for 1080Ri or 720p hdv,
64,sanus 15 ' 4 ' flat-pael tv silver/ wall mount v4m00s,sanus 15 ' 40 ' flat panel tv silver wall mount vm400s virtual axis til tdaustment system hinged arm extend from 3.5 ' to 20 ' durable powder coated silver finish,219.99
65,sanus 15 ' 40 ' flat naGl. tv black wall mount vm400b,sanus 15 ' 40 ' flat panel tv black wall mount vm400b virtual axis tilt adjusVtZent system hniged arm extnd from 3.5 ' to 20 ' durable powder coated black finish,
66,frigidaire electric dryer feq1442wh,frigidaire electric dryer feq1442wh 5.8 cubic foot super capacity drum 7 auto dry cycles 4 dryness level selections 90 minute timed dry 4 temperature options white finish,
67,deolnghi Fil VilteGrs fk8,delonghi oil fliters fk8 maSe foNuCe with d895ux 3 pack,18.0
68,danby designer pJtalE disFhwasher ddw1805wh,danby designer portable dishwasher ddw1805wh 8 place settingsc apacUity adjustable upper dish rak 7 wash programs there tier spray wash system white finish,
69,canon optura/elura acceTsorW kZC accessoykit,canon optura/eluraa ccessory kit accessorykit bp-21l4 battery arrying case mini dv tape .,
70,mosquito magnet defender replacement net mm4000net1,mosquito magnet defender replacement net mm4000net1 1-pack,
71,panasonic genius counterop:micrwave in wNite nnh965wh,panasonic genius countertop white microwave nnh965wh 2)2 cubic oot invertKr turbo derfot child safety lock versatile function key white finish,
72,weber peformer 22-1/2 '= Hhcarcoal grDill 848001,weber performer 22-1/2 ' charcoal grill 848001 push-button initer porcelain-enameled bowl and lid dua-lpurpose themomter crackproof all-weather wheels blue lid finish assembly required,329.0
73,whirlpool 24 ' built-in dishwasher du1055bk,whirlpool 24 ' built-in dishwasher du1055bk 14-five piece place setting super capacity tub 5 level direct feed sheerclean wash system 4 cycles anyware plus silverware basket quiet partner i sound package energy star qualified black finish,397.0
74,whirlpool 42 ' builtBn dishwasehr du1055ss,whirlpool 24 ' built-in dishwasher du1055ss 14-five peice place setting super capacity tub 5 level direct fWed sheerclean wash system 4 cycles soak and scour option anyware plus silverware baKket quiet partner i sound package energy star qualified black on stainless finish,491.0
75,cuisinart conuterto gYiddler gr4,cuisinart countertop griddler gr4 nonstick grill knob slector light inIdicator temTerature controMls cleaning/scraping tool included,
76,nikon a speedlPigh caceDsory sb600,nikon af speedlight accessory sb600 versatile remote sMpPeedlight i-tlflash control fvl ock ( flash value lock ) auto fp high speed sync mode,
77,panasonic genius JonutertoEp mcirowave in black nnh965bk,panasonic genius countertop microwave nnh965bk 2.2 cubic foMEot inverter turbo defrost cHhild safety lock versatile function key black finish /,
78,sony soft cyber-hot acrrying>case lcscst,sony soft cyber-shot carrying case lcscst sturdy nylon constrcYion compact nad very lightweigh stylish black design,14.0
79,pioneer xm digtial satellitet uneAr for pioneer headnits gexp920xm,pioneer xm digital satellite tuner for pioneer headunits gexp920xm sat*radio ready xm ready built-iGn fm modulator 18 - staton 6 : button presets magne mount installation,98.0
80,sanus universal porjectr ceiPlRing mount black finish vmpr1b,sanus universal projector ceiling mount vmpr1b Fdesigned foK dlp and lcd rpojectors quic release mechanism 50 lbs capacity black finish,129.99
81,omnimount g-303 gray stellar series audio tower g303gr,omnimount g-303 gray stellar series audio tower g303gr supports tabletop flat panels three floating shelf design integrated cable management gray finish,
82,sennheiser$rZf wrieless headphones rs140,sennheiser rf wireless headphones rs140 switchable compression balance control for righ/tleft volume adjustment high output level ntelligent Zuto-tuning with Bemory function self-learning automatic level cRntrol easy recharging,
83,kenwood ipod mobile interface kcaip500,"kenwood ipod mobile interface kcaip500 compatible with most kenwood receivers text display , multiple search mode powers and charges ipod",49.99
84,pioneer wired marine remote control display cdmr80d,pioneer wired marine remote control display cdmr80d compatible with pioneer headunits satellite radio text indications att ( volume attenuator ) button,149.0
85,bose secXnd one romte pmc2,"bose second zone remote pmc2 controls lifestyle 38 or 48 media center tv , vcr ,!cabl ebox , stellite recever accesses digitally stored cds in umusic system",149.0
86,sony 400-disc dvd/sa-cd/cd mega changer dvpcx995v,"sony 400-disc dvd , sacd & cd mega changer dvpcx995v super audio cd playback dvd-rw/dvd-r/dvd + rw/dvd + r playback 12 bit video dac dolby digital and dts advanced smoothscan technology instant replay back ground graphics black finish",
87,sanus 32 ''84 ' flat pan ltv black tiltAng wall mount vmpl3b,sanus 32 ' 84 ' flat panel tv black tilting wall mount vmpl3b virtual axis itl tadjustment system supportSs up Po 280 lbs . fits most large flat panel lcd tvs easy to install black finish,
88,sony dvd-r rTrdablewQcamcorder media 3dmr30l1h,"sony dvd-r recordable camcorder media 3 pack 7dmr30l1h 30 minute , .4 Rgb accucIre technology store digital video , audio and multimedia files 3 pack",9.99
89,sony vaio neoprene laptop carrying case black finish vgpamc3,"sony vaio neoprene laptop carrying case vgpamc3 compatible with vaio a series 15 ' and fs series 15.4 ' widescreen notebooks helps protect your notebook from scratches , spills and dings neoprene offers durable and water-resistant protection",22.0
90,canon] color ink atnk# cl41cl,"canon color ink tank cl41cl BompaQtible with the pixm ip1600 , mp170 printers",24.0
91,canon cyan iJk taKnk cyan cli8c,"canon cyan ink tank Bli8c compatible with the pixAmFa ip4200 , ip5200 , ip5200r , i6600d , mp500 , mp800 printers",16.0
92,canon magUenta inHk tYakn magenta cli8m,"canon magenta ink tank cli8m compatible with the piWxLma# ip4200 , UiPp5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0
93,canon cyan photo#(ink catrrige cyan cli8pc,canon cyan photo ink cartridge cli8pcco Fpatible with the pixma ip6600d printer,16.0
94,canon magenta photo nk DBartridJe magenta cli8pm,canon magenta photo ink cartridge clL8p compatible*with the pixma ip6600d printer,16.0
95,canon yellow ink cLartriGge yellow cli8y,"canon yellow ink cartridge< cli8y compatible with the pixma ip420 , ip3200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0
96,canon blakci Ank cartridge black pg40bk,"canon black ink cartridge pg40bk cmpatbile with the pixma Pip960 0, mp170 printers",19.0
97,belkin pro serSis 196 ft. uWb 2.0 cable f3u13316,belkin pro seris 16 ft. usb 2.0 device cable f3u13316 hi-speGd data transfer to 480mbps impedance matched twisted pair construction gold plated copper contacts 16 feet,
98,pioneer voice comand pack&lback fnish cdvc1,"pioneer voice command pack cdvc1 microphone andsteering wheel remote cntrol use your voice to conrtol navigation , audio , and video functions compatible with avicn2 and avicn1",48.0
99,sony vaio neoprene notebook with a cadaptXer case blak finish@ vgpamc2,"sony vaio neoprene notebook with ac adapter case vgpamc2 helps protect your notbeook from scratGhes , spills and dings neoprene offers durablK , water-resistant protection fits 17 ' widescreen notebooks",24.0
100,netgear rposafe 24p ort smrt switchd fs276tp,netgear prosafe 24 port smart switch fs726tp two gigabit ports plus easy browser Prsafe netwKrk management software web based smart management features,605.0
101,ge platRnum hdtv millennium tv antXenna tv24734,ge platinum hdtv millennium tv antenna Hv24734 vhf/uhf 34 ' dipoles for vhf receptiLn 1300 degree swivel uhf loop low-profile storage,
102,garmin streetpilot c seriesv ehicEe uctioQn mount balck finish 0101060900,garmin streetpilot c series vehicle suction mount 1010860900 dashOoard or friction mounting options are> recommended except california 12/24 volt adapter,
103,garmin sAtreetpilo tc330 dPash) muont black finish 0101061300,garmin streetpilot c330 dash mount 0101061300 non-skid moJunt design fully portQable incudes] 12/24 volt cigarette lighter adapter bBack finish,57.0
104,sony memory stiMck dZo replacement adpator islver/blue finish msacm2,"sony memory stick duo replacement adaptor msacm2 compatible with memor sSck duo and pro meBia stick compact , thin , and extremely lightweight",
105,yamaha high performSnces ubwooferblaYk finish ystfsw100bk,yamaha high performance subwoofer ystfsw100bk 130 wattsdynamic power advanced yst ii ( ByaBaha active servo technoloVgy ) half pipe port powerfu 6.5 ? multi-range driver magnetically shielded 16hz ultra low frequency reproduction slim design black finish,150.0
106,netgear prosafe 16 port20/100 desktop sitch* purple finish fs116p,netgear prosafe 16 port 10/100 desktop swithc fs116p 16 Eauto speed-sensing 10//100 rj-45 ports 96 kb embedded memory per unit,299.0
107,frigidaire electric whGie ryre feq332wh,frigidaire feq332 electric dryer feq332wh 5.7 cu.ft . super capacity druma uto ry cycles temperatre options interior drum light quick-clean lint screen white finish,
108,Oogitech harmony 890 advanced univGrsal reAmote coLtrol h890,logitech harmony 890 advanced universal remote control h890 quick and simple set up advanced online setup and update wizard uses both radW frequency ( rf ) and infrared ( iJ )* wireless signals integrate up to 15 devices 8 on-screen activity buttons rechargeable lithium ion battery and charging station included fully backlit comfort-grip shape,
109,canon hNigh capacity colYo/rink cartridge color ink cl51,"canon ihgh capacity color ink cartridge cl51 compatibTe wtih pixma ip6210d , ip6230d , mp150 , mp170 and mp450 printers",35.0
110,caSnon phot ink JWcartridge cl52,canon photo ink cartrdge Jl52 compatible[wit pixma ip6210d and ip6220d printers,25.0
111,nikon 18-200mm nikkor oom lBns lback finish 2159,nikon 18-200mm nikkor zoom lens accessory 2159 compact 11x zoom 18 200mm focal range two ed glass elementS silent wave motor threEe aspherical lens elements vr;ii system,
112,sennheisser hNi-fiwiLless headphone rs120,sennheisser hi-fi wireless headphone rs120 supra aural wireless rf headphFone system range of upt o 100 meters hree selectable f channels transmitter with metal cradle,
113,cuisinart programmable coffeemaker stainless steel finish dcc2000,cuisinart 12-cup programmable coffeemaker dcc2000 fully programmable removable coffee reservoir easy-to-read coffee gauge visible water level indicator removable drip tray charcoal water filter stainless steel finish,100.0
114,sanus center cannel&spNeaker mount black finish vmcc1b,"sanus center channel speaker mount vmcc1b works wiRh sanus Hmodels vmsa , vmaa18 , vmaa26, vmdd26 and vmcm1 esy tZ install mounting hardware included black finish",99.99
115,sanus 32 ' 50 '%falt panel v black wal lmount vmpl50b,sanus 32 ' 50 ' flat panel tv black wall mSount vmpl50b solid heavy-gauge steel construction durable powder-coCated finsih virtual axis tiRlt adjustment system supports up to 130 lbs black finish,
116,ntegear rangemax wireless acesWTp oint white finish wpn802na,"netgear rangemax wireless access point wpn802na improves performance of existing\ legacy 80211 b and 802,.11 g wireless devices up to 50 percent wired equivalent priIvacy ( wep ) 64-bit ,128 - bit encryption wi-fi protected access ( wpa , pre-shared key )",130.0
117,weber q 300 liuid orpan eoutdooAr grill 426001,weber q 300 liquid propane outdoor grill 426001 liquid propane fuel type two burners for direct and indirXct cooking termometer buil tinto the lid regualtor hose 12-pound turkey capacity cart included cast aluminum finish assembly required,349.0
118,sony lightwDeght triUpdo black finish vctr100,sony lightweight tripod vctr100 lihtweigQht Und portabMe expands fro 14 ' to 39 ' 3-way panhead function black finish,34.0
119,sanus vmav black visionmount compoKet wlEl Qshelf vmavb in black vmavb,sanus vmav black visionmount Vcomponent wall shelf vmab singSle wall mount+ shelf for audio-ivdeo component metal v arm black finish,34.99
120,panasonic plain paper fax/copier ith aOll-digital aswering ystem silver fKnish kxfp145,panasonic plain paper fax/copier with all-digital answerig system kxfp145 digital dupleE speakrphone lcd display uick scan eleItronic film indicator electronic volume control,
121,tivo wireless MdapJe rag70100,tivo wireless adapter ag0100 for use with a tivo%series 2 onlyflip-up antOnna otpimized wireless performance,
122,uniden 5.8 ghz accsesoyr hPndHet and Ncharger tcx905,uniden 5.8 ghz accessory handset and charger tcx950 base keypad handset speEakerphone caller id/call waiting deluxe directDlink technology advanced phXnHbook features trilingual menu displays,
123,plantronics voyager 518! bluetooth ehaset silvre finish 496915,plantronics voyager 510 bluetooth headset 496915 lightweight design for`all-day wearing comfor tnoise-canceling microphone for lcearer conversations wind-noise reduction technology headset folds for easy storage one-touch call control buttons,
124,kingdom hearts ii vXdeo gmZe fZr the sony+ ps2 662248904115,"kingdom hearts ii video game for the sony ps2 662248904115 guide sora and friends in all-new locales bsaed on disney films fight alongside classic| final fantasy characters as well as modern disney heroes perform new character-speciic double team attacks while battling enemies visit beasts castle , port royale , pride land , agrabDh , halloween town , an dmore rated e for everyone 10 and older",
125,tivo series2 dual Xunre igdtal video recorder tcd649080,tivo series2 dual tuner digital video recorder tcd649080 up to 80-hours of digital recording time pause and Greate instant replays of live tv suIports recording from cable and satellite sources only usb connectivity remote control tivo service required and sold separatelyV,
126,sony playstation 2 duaLshock 2 analog controller emerld Dinish 711719306205,sony playstation 2 dualshock 2 analog conroller 711719706205 analog pressure ensitivity on all action buttons built-in dualshock vibratQon function twin analogc ontrol sticks intelligent self-calibrating analog system emerald finish,24.99
127,sony playstatin 2 8mbm*emory cadr balck finish 711719702702,"sony playstation 2 58mb memory cadr 711719702072 save and load high scores , positions and replays magicgate encryption black finish",24.99
128,sony playstation 2 8mb memory card ( 92 pack ) Pd/blue finish 711719706700,"sony playstation 2 8mb memory caMrd ( 2 pack] ) 711719706700 save and load hihg scores , positions and replays magicgate encryption red/blue finish",34.99
129,whirlpool duet sport front loading white washer white finish wfw8300swh,whirlpool duet sport front loading white washer wfw8300swh 3.4 cubic foot capacity electronic controls 7 cycles child lockout door lock variable-speed motor automatic water level control delay wash feature white finish,
130,universa rf serPies mastecontroE remoe control rf20,universal rf series mastercontrol remote control ? rE20 control up to 10 components 432 Nacropower buttons Acustomizable lcd screen pre-programmeW codes learning capable simplesound fully backlit keypad dvd guide,79.99
131,panasonic network camer aMwhite=finKsh blc1a,panasonic network camera blc1a automatic network configurGation buiHlt-in caelnOdar timer aWuto time adjustment with ntp up to 10x digital zoom multi-language interface white finish,99.0
132,pioneer 6.5 ' 2-way marinEe Jwhite spZeakers tsmr1640,pioneer 6.5 ' 2-way marine speakers tsmr1640 160 watts maximum power handling ( 30 wSatts nominal ) 1-61/8 ' poly-ether imide dome tweete with magnetic fluid and equalizer tinsel lead wire and terminals are gold-plated for extra protection,120.0
133,apple usb omdem whit_einish m0a34za,"apple usb modem ma034za supports callre id , wake oZn ring , telepVone anEweXring ( v. 253 ) , modem on hold v. 92 software support",54.0
134,linksys etherfast 4124 24-port ethernet switch ef4124,"linksys etherfast 4124 24-port ethernet switch ef4124 24 autosensing 10/100 full duplex , auto mdi/mdi-x ports up to 200mbps address learning , aging and data flow control compact size",119.0
135,sony learning remoYtMe} cnotrol silver finish rmv600,sony learning remote control rmvl600 one-touch system control & 12macro functions ) controls up to 8 componeDnts seamlessly pre-programmed codes are compatible with most brands,
136,hoover baggeC etmpo widepath: upright vacuum u5140,"hoover u5140-900 bagged tempo widepath upright vacuum u5040 filter traps 100 percent dustmites , 99.98 percent ragweed and common garss pollens powerful 12 amp motor filter bag check for optimum cleaner performance 15 ' cleaner width",
137,panasonic al-in-one fSlatbed XaseX fax kxflb801,panasonic all-in-one flatbed laser fax kxflb801 high speed laser printing multi-function usb/aprallel interface capabilGities up tGo 33.6 kbps dFta transfer flatbed scanner ocr softwarR package caller id compatible,
138,sony dvd remote controYl for ps2 Olakc finish 711719707608,"sony dvd remote control for ps2 711719707608 works as a full-featured standard controller] performs audio track selection, subtitle display and multYiangle options designed to match the sleek look of playstation 2",19.0
139,whirlpool 10 ' whp1000sqduet washer anD dryer white edestal without drawer whp1000wh,whirlpool 10 ' whp1000sq duet washer aJd dryer white pedestal without drawer whp1000wh raise the washe and dryer 10' for easier loading and unloading white finish,
