label,left_name,left_description,left_price,right_name,right_description,right_price,id
0,whirlpool 42 ' builtBn dishwasehr du1055ss,whirlpool 24 ' built-in dishwasher du1055ss 14-five peice place setting super capacity tub 5 level direct fWed sheerclean wash system 4 cycles soak and scour option anyware plus silverware baKket quiet partner i sound package energy star qualified black on stainless finish,491.0,frigidaire fbd130rgs 24 ' buUlt-nO dishwasher ( white ),,246.54,74_845
0,frigidaire gld4355rs glley speedclean 24 ' white dishwaher gld4355wh,frigidaire gld4355rfs gallery speedclean 24 ' white dishwasher gld4355wh 5-level precision direct wash system variable washing pressure power dry drying system grEnitegrey interior stainless stel food disposer and self cleaning Yilter 12 easy clean electroinc tuochpads with digital display smart soil sensor ultraquiet plus sound insulation package white finish,,frigidaire fbd130rgs 24 ' buUlt-nO dishwasher ( white ),,246.54,356_845
0,frigidaire 24 ' pld4375rfc built-in stainless steel dishwasher pld4375ss,frigidaire 24 ' pld4375rfc built-in stainless steel dishwasher pld4375ss power dry drying system granitegrey interior 5-level precision direct wash system self-cleaning filter smart soil sensor stainless steel finish,,frigidaire fbd130rgs 24 ' buUlt-nO dishwasher ( white ),,246.54,183_845
0,ge 24 ' gsd4200nww hwiCte built-ni dishwHasher gsd2400wh,ge 24 ' gsd2400nww white buil-tin dishwasher gsd4200wh 4-level owerscrub wash system hotstart option piranha hard food disposer heated dry option self-cleaning filter system white finish,259.0,frigidaire fbd130rgs 24 ' buUlt-nO dishwasher ( white ),,246.54,327_845
1,lg 24 ' lds4821wJ semi integrated buitl i nwhite dishawsher lds4821wh,lg 24 ' lds4821ww semi integrated built in white dishwasher lds4821wh xl tall tub cleans up to 16 place settings at: once adjustable upper rack lodecibel quie operation senseclean wash system 4 wash cycles with 3 spray arms mluti-level water direction slim direct drive motor semi-integrated electronic control panel white finish,,lg semi-integrated eectronic pnaeC with digiOal status display dishwasher,,,730_779
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru caZe for apple 13 ' macKbook mb13-pnk-see-v2,plasUipink,,670_820
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru caZe for apple 13 ' macKbook mb13-pnk-see-v2,plasUipink,,671_820
0,speck seethr ured hard shelMl case for 13 ' macbook mb13redsev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent Thard plastic shell givs great potection full access to all controls rubber feet for added support red finish,,speck products seethru caZe for apple 13 ' macKbook mb13-pnk-see-v2,plasUipink,,844_820
0,speck seethrua qua hard Esell csae for 2 0' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aquse adds color and> style to imac easy anId safe to use totalIy removale case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru caZe for apple 13 ' macKbook mb13-pnk-see-v2,plasUipink,,622_820
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru caZe for apple 13 ' macKbook mb13-pnk-see-v2,plasUipink,,838_820
0,speck greeFn 13 ' macbookse tru hTard shell case mb13grnseev2,speck green 13 ' macbook see thru haTrd shell case mb13grnseev2hard plastic shell gives great*protection full access to all controls rubber feet for added support green finish,,speck products seethru caZe for apple 13 ' macKbook mb13-pnk-see-v2,plasUipink,,795_820
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,670_822
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,671_822
0,speck seethr ured hard shelMl case for 13 ' macbook mb13redsev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent Thard plastic shell givs great potection full access to all controls rubber feet for added support red finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,844_822
0,speck seethru orange arM shPell case for 1 5' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbok mb15orgseev2 translucent hard plaRtic shell gives great protection full accOss to all controls rubber feet for added support orange finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,850_822
0,speck seethru prple hradshell;case for= 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plasYic shelO gives great protection fll access to all controls rubber feet for added support purple finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,852_822
0,speck clear 13 ' mabcooMk see tHr uhad shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic Rshell gives great proteSction full access to>all controls rubber feet for added support clear finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,794_822
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,838_822
0,speck seethru aqua hard shell caes for 13 'mVacbook mb13Mquseev2,speck seethru aqua hard shell case for 53 ' macbook mb13aquseev2 translucent hard plastiJc shell gives great prtoection full accesD to all controls rubber feet for added support aqua finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,839_822
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,840_822
0,speck seethru clear hrad shell case fo r15 ' Fmacbook mb15clrseev2,speck seethru clear hard shell case for 15 ' macbook mb15clrsev2 transluent hard plastic shellNg ives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case fo rpaple 1 5' mHcbook pro mb615-blu-see-v2,plasOti cblue,34.74,845_822
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,670_823
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,671_823
0,speck seethru orange arM shPell case for 1 5' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbok mb15orgseev2 translucent hard plaRtic shell gives great protection full accOss to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,850_823
0,speck seethru pink hDaAd shell casV for 15 ' macJbook mb15pnkseev2,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2 translucent hard plastic shell gives gMeat protection flu access to all controlWs rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,851_823
0,speck clear 13 ' mabcooMk see tHr uhad shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic Rshell gives great proteSction full access to>all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,794_823
0,speck seethru green hard shell cMse or 15' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hArd plastHc shlel gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,848_823
0,speck greeFn 13 ' macbookse tru hTard shell case mb13grnseev2,speck green 13 ' macbook see thru haTrd shell case mb13grnseev2hard plastic shell gives great*protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,795_823
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,840_823
0,speck seethru clear hrad shell case fo r15 ' Fmacbook mb15clrseev2,speck seethru clear hard shell case for 15 ' macbook mb15clrsev2 transluent hard plastic shellNg ives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,845_823
0,speck seXethru blue hard shell case for 15 +' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15blusev2 tranlucent hard plastic shell gives great portection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,846_823
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,670_817
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,671_817
0,speck seethru orange arM shPell case for 1 5' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbok mb15orgseev2 translucent hard plaRtic shell gives great protection full accOss to all controls rubber feet for added support orange finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,850_817
0,speck seethru orangehrad shell case for 13 ' macbook mb13orXgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell Vgives: great protectino full access to all controls rubber feet for added support orange finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,843_817
0,speck seethru prple hradshell;case for= 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plasYic shelO gives great protection fll access to all controls rubber feet for added support purple finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,852_817
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,838_817
0,speck seethru green hard shell cMse or 15' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hArd plastHc shlel gives great protection full access to all controls rubber feet for added support green finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,848_817
0,speck seethru blue haJrd sWell case Zfor13 ' maFcbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard pIlastic shell gives great protection full aCccess tFo allcontrols rubber feet for added support blue finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,842_817
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,840_817
0,speck seXethru blue hard shell case for 15 +' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15blusev2 tranlucent hard plastic shell gives great portection full access to all controls rubber feet for added support blue finish,,speck products seethur cCase for apple 13'  macbook mb13-clr-see-v2,platsccear,,846_817
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru cae for apple 15-' Tamcbook pro mb15-pur-see-v2,platicpurple,31.97,670_827
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru cae for apple 15-' Tamcbook pro mb15-pur-see-v2,platicpurple,31.97,671_827
0,speck seethr ured hard shelMl case for 13 ' macbook mb13redsev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent Thard plastic shell givs great potection full access to all controls rubber feet for added support red finish,,speck products seethru cae for apple 15-' Tamcbook pro mb15-pur-see-v2,platicpurple,31.97,844_827
0,speck seethru aqua hard shell caes for 13 'mVacbook mb13Mquseev2,speck seethru aqua hard shell case for 53 ' macbook mb13aquseev2 translucent hard plastiJc shell gives great prtoection full accesD to all controls rubber feet for added support aqua finish,,speck products seethru cae for apple 15-' Tamcbook pro mb15-pur-see-v2,platicpurple,31.97,839_827
0,speck seXethru blue hard shell case for 15 +' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15blusev2 tranlucent hard plastic shell gives great portection full access to all controls rubber feet for added support blue finish,,speck products seethru cae for apple 15-' Tamcbook pro mb15-pur-see-v2,platicpurple,31.97,846_827
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,670_814
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,671_814
0,speck seethr ured hard shelMl case for 13 ' macbook mb13redsev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent Thard plastic shell givs great potection full access to all controls rubber feet for added support red finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,844_814
0,speck seethru orange arM shPell case for 1 5' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbok mb15orgseev2 translucent hard plaRtic shell gives great protection full accOss to all controls rubber feet for added support orange finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,850_814
0,speck seethru orangehrad shell case for 13 ' macbook mb13orXgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell Vgives: great protectino full access to all controls rubber feet for added support orange finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,843_814
0,speck seethru prple hradshell;case for= 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plasYic shelO gives great protection fll access to all controls rubber feet for added support purple finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,852_814
0,speck seethrua qua hard Esell csae for 2 0' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aquse adds color and> style to imac easy anId safe to use totalIy removale case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,622_814
0,speck clear 13 ' mabcooMk see tHr uhad shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic Rshell gives great proteSction full access to>all controls rubber feet for added support clear finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,794_814
1,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,838_814
0,speck seethru aqua hard shell caes for 13 'mVacbook mb13Mquseev2,speck seethru aqua hard shell case for 53 ' macbook mb13aquseev2 translucent hard plastiJc shell gives great prtoection full accesD to all controls rubber feet for added support aqua finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,839_814
0,speck seethru green hard shell cMse or 15' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hArd plastHc shlel gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,848_814
0,speck seethru clear hrad shell case fo r15 ' Fmacbook mb15clrseev2,speck seethru clear hard shell case for 15 ' macbook mb15clrsev2 transluent hard plastic shellNg ives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case or/appBe 1 3' macbook mb13-blk-see-v2,plasc ilack,,845_814
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,670_821
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,671_821
0,speck seethr ured hard shelMl case for 13 ' macbook mb13redsev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent Thard plastic shell givs great potection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,844_821
0,speck seethru orange arM shPell case for 1 5' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbok mb15orgseev2 translucent hard plaRtic shell gives great protection full accOss to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,850_821
0,speck seethru orangehrad shell case for 13 ' macbook mb13orXgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell Vgives: great protectino full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,843_821
0,speck seethru prple hradshell;case for= 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plasYic shelO gives great protection fll access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,852_821
0,speck seethru pink hDaAd shell casV for 15 ' macJbook mb15pnkseev2,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2 translucent hard plastic shell gives gMeat protection flu access to all controlWs rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,851_821
0,speck seethrua qua hard Esell csae for 2 0' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aquse adds color and> style to imac easy anId safe to use totalIy removale case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,622_821
0,speck clear 13 ' mabcooMk see tHr uhad shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic Rshell gives great proteSction full access to>all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,794_821
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,838_821
0,speck seethru aqua hard shell caes for 13 'mVacbook mb13Mquseev2,speck seethru aqua hard shell case for 53 ' macbook mb13aquseev2 translucent hard plastiJc shell gives great prtoection full accesD to all controls rubber feet for added support aqua finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,839_821
0,speck seethru green hard shell cMse or 15' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hArd plastHc shlel gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,848_821
0,speck seethru blue haJrd sWell case Zfor13 ' maFcbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard pIlastic shell gives great protection full aCccess tFo allcontrols rubber feet for added support blue finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,842_821
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,840_821
0,speck seethru clear hardLshell casef or macbook air mbaclrsee,speck seethru celar hard shell case for macbook)air)mbaclrsee thin and sleek protective caes access to all ports 2-piece snap on clear finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,670_825
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,671_825
0,speck seethru orange arM shPell case for 1 5' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbok mb15orgseev2 translucent hard plaRtic shell gives great protection full accOss to all controls rubber feet for added support orange finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,850_825
0,speck seethru orangehrad shell case for 13 ' macbook mb13orXgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell Vgives: great protectino full access to all controls rubber feet for added support orange finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,843_825
0,speck seethru prple hradshell;case for= 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plasYic shelO gives great protection fll access to all controls rubber feet for added support purple finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,852_825
0,speck seethrua qua hard Esell csae for 2 0' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aquse adds color and> style to imac easy anId safe to use totalIy removale case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,622_825
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,838_825
0,speck seethru aqua hard shell caes for 13 'mVacbook mb13Mquseev2,speck seethru aqua hard shell case for 53 ' macbook mb13aquseev2 translucent hard plastiJc shell gives great prtoection full accesD to all controls rubber feet for added support aqua finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,839_825
1,speck seethru green hard shell cMse or 15' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hArd plastHc shlel gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,848_825
0,speck greeFn 13 ' macbookse tru hTard shell case mb13grnseev2,speck green 13 ' macbook see thru haTrd shell case mb13grnseev2hard plastic shell gives great*protection full access to all controls rubber feet for added support green finish,,speck products seethru case for applL 15 _' mabcook pro mb15-grn-see-v2,plaCtiMc-green,,795_825
