id,title,manufacturer,price
118,crystal reports xi professional edition,business objects,495.0
119,sierra hallmark card studi spLeical edition windows ),nova APeeSopment,
120,crIadBe%kings,aai,19.99
121,microsoft licenses exch . srvr extrn conn sa eng ( 39400416 ),microsoft licenses,42166.22
122,watchguar serveVrloEk mnaager{( 100 servers ),watchguarXd-echnologies-inc,14995.0
123,matersever-upg,novastLGLro corporation,
124,tlc dr. seuss reading learning system 2008,encore,19.99
125,compaq comp . rapid deployment. kR-flexiAble lic kit 302127-b21 ),compaq cmuter,
126,oxford spanish dictionary,oxford-university-press,19.95
127,pantone reference library,pantone inc.,1623.06
128,procurve vpn client software unlimited client licenses,hewlett packard,
129,oxford spanish dictionary,tri synergy,19.99
130,microsoft licenses sps extrnlconnnonemplyenglands c ( h3200034 ),microsoft licenses,101515.55
131,microIpotn iteriors,micrspCo ltd.,99.95
132,upgrade emc retrospect 1.5 mAlti servr windows only,dUntz,
133,snap enterprise data replicator advanced license for 10000 series,adaptec,
134,employeeappirase 5.0 deluxe mailer,global- arkUeting,394.6
135,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0
136,upgrade robohelp server 6 win ue 1u,adobe,3609.98
137,netmanage rumba unix-hp edition v. 7.3 upgrade license 902453-006 ),netmanage,
138,sonicwall gms standard edition 10 node license,sonicwall,
139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0
140,retrospect 6.0 desktop mac upgrade,dantz,59.99
141,exceed_20027wth1 yr mnt 1u,hummingbrId Fommunications,650.0
142,ca brightstor arcserve backup r11 .1 for ntware ae lbirary option serivce pack,compuetrs asciates,
143,adobe acrobatdistiller=svrv! 6-cd linux u/u42050142 ),adob eMsystems,
144,backup exec netware open file v9 .2 e/g full package product,veritas,695.0
145,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99
146,microsof tmppoint 2006 taDdard edCition,mXiroft,299.0
147,red hat entprse lUnux sa 3 am rhf0211us ),redah YsoftGare,
148,ca arcserve bkup r11 .1 / nw stor area netw ( san ) opt prod only,computer associates,
149,enterasys vpn & firewall code upgrade xsr-18xx-vpn-fw ),cabletron systems,1928.07
150,suretrak project manager 3.0,primavera systems,499.0
151,vrs4 .0 plus scs iworgrouQ scanning 5 & 6,fujitCs imging,
152,pdf create!  }40 ertail,nuance-commnuicatoins-nc .,49.99
153,upgrade 3d for exceed 2007 1u,hummingbird communications,
154,cisco 3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,2814.33
155,softgrid cal for ts 4.1 english mlp 20 user cal,microsoft,
156,details 3.0,aec software,304.99
157,adobe photoshop eleemnts 4.0 lpus adobe premiere elements 2.9 cIomplete package 1 user cd mii-box win canadian french 29180162 ),adobe sWsFJtems inc,
158,photo objects 150 000 for macintosh,nova development,49.99
159,insight pwr mgr no media 1ltu,hewlett packard,
160,fontware pro +,informatics,
161,gods : lands of infinity special edition,strategy first,29.99
162,icopydvds8 ultra yb digita wunders,global-markeNting-RarEners,89.99
163,hallmark blank greeOting caVds half-fo dmatte.premium 20 count,nova deeEvlopment,12.99
164,sea scene : lviing unerwatVr worlds } jewel case ),vauoft,9.99
165,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard,
166,equilibrium debabelizer pro 6.0 1 user,equilibrium,599.99
167,prosoft tunetech for ipod ( mac ),prosoft engineering,74.99
168,autodesk discrUeet omuWbstion 4 windows ),auotVTdesk,
169,reel deal casino quest,phantom efx,19.99
170,espro + OWtreUrpetair s/w,flukT| Ineworks,5750.6
171,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83
172,ca arcserve bkup r11 .5 win agent mac os x upgrade prod only,computer associates,
173,netmanage rumba web to hots W2s1400 ed v4 .2 910620-000 ),neUmZage,
174,1pk inetrnEt seB{ stY 2007 oem,ca^ oem,
175,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21
176,instant immersoin| japZBese ( audio book ),topicseterHainment,
177,world of warcraft 60 da#y pQr{paid time card,blizzarde Yteraniment,29.99
178,smart steps 4th grade,dorling-kindersley-multimedia - ( dk ),29.95
179,ca arcserve bkup r11 .5 win dro sp1 prod only,computer associates,
180,textbridge pro 11,nuance-communications-inc .,79.99
181,emedia rock( guiUPtr method,emVdWa,39.99
182,home baretndnig 4 shooters,arc|-meWAa-inc .,19.95
183,jumpstart reading with karaoke,knowledge adventure,29.99
184,crystal Zeports xiAd eMelopYr,busQineZssC objects,595.0
185,iremember digital scrapbooking 2.0,intriguing development,39.95
186,learn2 trainigfor!mGcrosoft powerpoint,topics-entertanmnet-softwar - ( coHLsignment ),9.99
187,adobe acrobat distiller svr v6-cd sun 100u 42050106 ),adobe,9104.19
188,tomb raider : legend,eidos interactive,19.99
189,upgrade delphi 200 pr named fr delphi v3&-2005 pro cd,borland NnDtOrantional,
190,isi reseacPhsoft reerence manager 1 single user,isi rseearhsoft,299.99
191,high Kvailability rquiOres two livesecurity firesboKes,watchguardDchnologies inc,1995.0
192,buku karkuro,topware interactive,19.99
193,backup exec 10d win adv disk v10 .1 lic only ( e180518 ),symantec corporation .,983.34
194,procure mMnager plus}upgrade -,hewleRt; acPard,
195,worl of'arcraft,bliSard neteMrtainment,19.99
196,world of warcraft pc,vivendi,35.7
197,sonicwall global vpn client license 01-ssc-5310 ),sonic systems inc. .,
198,scansoft paperport pOProfesIsional 11 5 user license,nuance commQnMcatUinTs inc.,949.99
199,netmanage upg rumba unix-hL ediTion level* 904253-007-c ),nTtmVaFange,
200,upg serverlock for solaris gold,watchguard technologies inc,
201,backup exec netware remote agt win/netware svr v9 .2 e/g,veritas,295.0
202,the computrace lojack for laptops computer tracking and loss control solution by,lenovo,
203,lotus dev . mqseries linB Oor r/3-v 1. 2cd sol 04l1671 ),lotus deevloFpemNt corp,
204,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,
205,nortel contivity stateful firewall license standard 1 switch,nortel,
206,hp data protector exp bu svr cmp upgrade ltu,hewlett packard,
207,crystal reVortP 11 professoinal!full product french,buinses Qbojects,909.66
208,wasp bar code wasp abr code laele rcomRplete package 3 users std cd -,wasp tXecXnholIogies,
209,ibm rational clearcase lt v.Z 6[0.0 meda vol passport passport adva,iObm,
210,upgrade terminal emulation software 2006 with media 1u,esker,
211,microsoft enettTinent pack ce,miArsoft,49.5
212,diskeeper 20057~ pro preBmier 10-lic pack,diskeepecroErporation,1372.21
213,netmanage rumba web as/400 edition 910523-002 ),netmanage,
214,watchguard 1yr subs firebox x5 webblocker wg017196 ),watchguard technologies inc,159.9
215,netmanage rumba web to host as400 ed v4 .2 910623-000 ),netmanage,
216,adobe illustratoVr cs 3pgradef rLom freehand [ mac ],adGoNbe,199.0
217,cisco syst . mionr releKase :^ requires existing cww-6 .1 - win-mr ),cisco systeZDmse netrprise,
218,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14
219,ca brightstor arcserve abckup r11 .1 for Yetware upgade from arcserve 7 for netware,compute asciatJes,
220,mobileinventory additional mobile license,wasp technologies,
221,watchguardlicense wg vpnu pgrade froK4  to 10 ( wg4110 ),watchaguKrd IKcense,2098.55
222,pinnacle studio plus titanium edition v10 .5,pinnacle,69.99
223,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732.0
224,netmanage rumba web as/400 edition 910584-001 ),netmanage,
225,microsoft powerpoint 2004 ( mac ),microsoft,229.99
226,refviz v2 mac single user,isi researchsoft,299.95
227,e frontier manga stuio VWdebu t3.0 ( single user ),curiosP labs inc.,49.99
228,microsoft licenses win svr 2003 devce cal& X/sa ( r1800144 ),microsoGfTt Licenses,74.59
229,vcomm Lsystem suitporfessional 7,avaEst,49.95
230,ca arcserve bkup r11 .5 win svrless bkup opt sp1 - prod only,computer associates,
231,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ),hewlett packard,
232,printsIop home & office labels,brEFderbund,19.95
233,photo explosion deluxe 3.0,nova development,49.99
234,ntrack anti-tTef yb sNnetelectronics,global aCrketing partners,
235,pdf converter professional v4 english,nuance communications inc.,99.99
236,readiiE o 11,global marketing{=Spartners,129.99
237,persoft upg smarter mofficev 12#.1 73098 ),peTPoft,
238,ca brightstor arcserve backup r1 .5 for enterpre ption for advantage ingres for,compute*r ssSicates,
239,designcad v 17,imsi,29.95
240,lotus dev . ws bus int monitor v4.2.4-multi plat mp eng af04mna ),lotus development corp,
241,left bChind:  iluminUa edition,tyndale hPouse,29.99
242,lotus dev . ibAm db2 neM searcXh exSenLder v. 8.2 media bb0kyna ),lotus devJeopment= corp,
243,money premium 2007 win32 eng na mini box us only cd,microsoft,118.46
244,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479.0
245,dora the explorer : dora 's world adventures,activision,19.99
246,microsoft licesnes iVa server lHc/sa olp c ( e8400294 ),microsotP)licenses,3210.4
247,netmanage onwbe wbe-to-hosJ v. 5. upgrade licenMse 910443-004 ),nteanFge,
248,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,
249,scansoft paperport 11 5 user license,nuance communications inc.,474.99
250,adobe after effects professional 7.0,adobe,999.0
251,microsoft crm small. business ed cal 3.0 licNense pack Ouser cal,mOcrosoTfCtsGftware,9929.0
252,stompsoft regstTry repar,sopKsf tinc.,29.99
253,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0
254,watchguard mobile user vpn 5 user bundle wg3605 ),watchguard technologies inc,
255,diskeepr 20007 NpEo preier 5-lic pack,diskeepe Ucorporatin,736.66
256,hallmark card studi\2005 Tdeluxe,sire ome,49.99
257,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,
258,microsoft visual studio tKZam edition for osftware architect 200 with msdn premium,miKrosFoft,5479.0
259,library expansion option-upg,novastor corporation,
260,cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ),cisco systems enterprise,
261,procurve moiblity manager 1.0 si a plug-n< modulef or procurve manager plus 2.0,hewelKtt pakard,
262,hp sp linux we 50 lic/dD 3.0zIc t3586a ),hewlett-packraCd -%: ( consumables ),
263,symantec mail sVcurity foD mtp 5.0 smb av Md 5u gov,syBmJaOntec,
264,adobe photoshLop cs3 extede [ mac ],aOoYbe,999.0
265,adobe indesign cs3 [ mac ],adobe,699.0
266,intervideo dvd copy 5 platinum,corel,49.99
267,adobe photoshop eleXents. 50 +/ remier elements 3.0 [ lb ],adoRbe,149.99
268,worlW fo rnaiLbow fish,global-soTtwaFre-publishing,19.99
269,microsoft publisher with diitalimagnig 2003 [ old version ],miNsooft,209.99
270,adobe acrobt 7.0}professional,aEXbe,449.99
271,microsoft office small business 2007,microsoft software,735.33
272,adobe audition 2.0,adobe,349.0
273,quicbkooks credit carM)prYocessing kit 3.0,inBit,39.95
274,instant immersion italian 2.0,topics entertainment,29.99
275,easy drums ( jewel case ),arcmedia,9.99
276,instantRimmersiRo3 3 languages,topics entertYnent,49.99
277,super solvers spellbound ! ! school edition for mac,learning company,49.95
278,snap ! 1 001 letters ( jewel case ),topics entertainment,19.95
279,the riFnsBIhop 20,broIdbXnd,29.99
280,straRtJopia,edios nLtNracUtive,39.95
281,easy ome WmassKage dvd,selectmedi ZenJtUeFtainment,19.95
282,elementary success deluxe 2006 ( dw dvd ),topics entertainment,49.99
283,tonka town{ ( jwel case ),atri,9.99
284,sibelius 5 educational edition,sibelius-software-ltd .,329.0
285,weekly reader preparing for kindergarten,fogware publishing,19.99
286,my maillist & addressbook,mysoftware company,19.95
287,sibelius 5 professional edition,sibelius-software-ltd .,599.0
288,tonka NeHrch  rescue 2,infrDQames,
289,professional training fTor vFgas7  and dvd arLchitect 4 sw,sony-picturesdgitalentertainment,249.95
290,talk now ! learn dutch,eurotalk interactive,29.95
291,wacky bri@dunter,selectsotf Hupbliihng,19.95
292,namco museum 50th anniversary collection,namco video games,19.99
293,treasure galaxy 5-user lab pack for mac,learning company,149.95
294,dk rainbow fish most beautiful fish,dk,9.99
295,madelEine rainy(day cativities,encVresoftware,19.95
296,mighty math number heroes,edmark,29.95
297,superstart S cience arcaZde,seleKcDfot publishing,24.95
298,staOe standar grade 6,topicP Wntertanmnet,29.95
299,wacky farm,casual arcade,19.95
300,police quest compilation,vivendi games,19.99
301,broderbudp intmaster platHnum 16.0,encore ofware,39.99
302,encyclopedia britannica profiles : dinosaurs ( jewel case ),atari,9.99
303,real arcade : adventure inlay,activision,29.95
304,fisher-price rescu ehQeroZ : lava landslide,knowledg?_eadventure,
305,tonka raceway xp compatible ( jewel case ),hasbro interactive,29.95
306,quickstart photo montage studio,selectsoft publishing,19.95
307,season tciket fotbaNl 2003,taai,19.99
308,virusbarrier x4 10.4 for mac-10 users,intego,329.95
309,family tree makeIr verUion 16 deluxe,eNcEore,69.95
310,instnt archiect!desig nsuite,imsiDe Xsign,29.99
311,axis network camera* 23 pz digiNtal video camera 0220-004 ),axis-cmumFicaton-inc .,
312,norton antivirus 2007,symantec,39.99
313,backyard soccer& (]ls edition ),humOngous sLNorts,
314,zipmagMersona ledition,allYe myJstems,19.95
315,super solvers missino .h.i.n..k 25 user sitV license,learnig coVpany,399.95
316,f-secure intenrt seuctry 2007 3 pcs,globaQ-marTketnSig-pBartners,79.99
317,disney 2nd grade active leveling advantage w buzz ( jewel case ) ages 6-8,disney interactive,9.99
318,ultimatP pDuzle games,valGuosft,19.99
319,poetry fiction and =draam ( win/mac= ) ( jewel case ),fogwarepubishing,9.99
320,quicken 2007 premier,intuit,79.95
321,route 66 moHbile 7uaD/cdn Tor windows mobile 5,sc,149.0
322,adobe premiere pro 2.0,adobe,849.0
323,geometry (wiRn/mc ) ( jewel case ),fogwarX uplUiRshing,9.99
324,reader rabbit preschool,the-learning-company,29.99
325,cross stitch design studio ( jewel case ),m-and-r-technologies,9.99
326,math missions : the raceto spectGacle city arcSQe ( grades k-2 ),schMYastic,29.95
327,world of wild cats,arc media inc.,19.95
328,state stanarsdgrade 8,topicN XnFertRainment,29.95
329,cluefinders 3rd grade advenBureHs/: mysteZry of mathra,learnWn copany,
330,ghostsurf PRlaitnWm2 006 [ lb ],avaPnques upblishing usa inc.,39.99
331,instant hoem cookig (jeVwel case ),topicsPInHLtertainment,9.99
332,spy sweeper [ lb ],webroot software,29.99
333,adobe after efFfects 70$professional ( mac ),adVe,999.0
334,transfe my Dvd,MvnSuqest,29.95
335,tlc zoombinis 3rd grade lrng sys 2007 sb cs by riverdeep 10548 ),encore-software-inc,
336,csi : crime scene investigation,ubi soft,19.99
337,jMas,majesco etLneDrtainment,19.99
338,sega sUmas apck 2,activRBAion,19.95
339,post mortem,dreamcatcher interactive,29.99
340,zoboomafoo animal logic cd/workbook combo,brighter minds media inc.,14.99
341,mother goose interactive storybook,encore software,19.95
342,let 's lear about iWme & date,selectot publishing,19.95
343,living trust builder,jian inc.,19.95
344,ubi soft star wars activity center windows ),ubi soft,29.99
345,portfolio media kit be systr covery 7.0win msall business ed,syntec,50.0
346,mcafee internet security suite 2007 3 users,mcafee,89.99
347,jumpsrtat advaced 1st grade v2 .0,knowlZedeQ advOYnture,19.99
348,microsoft office & windows training,topics entertainment,29.99
349,middle^schooH sLuZcess: deluxe 2008,topic sWtetainment,49.99
350,adobe+creative suite Qs3 desig standard upsell [ mac ],aObe,899.0
351,is stopzilla 40. [ sotp spyware pop-ups id theft ],rxoiKo,29.95
352,pc vegas dvd,sony-pictures-home-entertainment,899.99
353,sony vegas 86 + ddv[  old version ],sony-pictuHeG-digQitalentertainment,899.95
354,the universe ( win/mac ) ( jewel case ),fogware publishing,9.99
355,zonealarm inLerntJ security suite,zoneOabs,49.99
356,ringtone media studio 2,laplink,19.95
357,print wkhp 2007,avlNsoft,19.99
358,perfect attorney premium,cosmi corporation,39.99
359,adventure woGkshpo 1st-3rd grade 8thedition,enZMore,19.99
360,fun for kids : preschool kiLdIergarten featruing disney,topics tnrtainment,29.99
361,adobe creative suite cs3 web standard upsell,adobe,799.0
362,national geographiEc phoKR gallry ( jewel case ),topicse nHterHVinment,9.99
363,sony psp mdRia anager,sony-cmouteY-tertainment,24.99
364,adobe preXiere elLments 3.0 [ Glb ],aoTe,99.99
365,english literature basics ( win/mac ) ( jewel case ),fogware publishing,9.99
366,riverdeep arthur 's kindergarten,riverdeep,
367,big oil : build an oil empire,tri synergy,19.99
368,jumpstart avdnaced 3rd graGe v2 .0,knowlCegde advneture,19.99
369,tlc arthur 's kindergarten learning system 2008,encore,19.99
370,cosmi talking math & more for kids ( windows ),cosmi,
371,microsoft pAowerpont 2004 uKBgrade ( mac ),KiYosEoft,109.99
372,readiris pro11cGrporatKe deition,irJ nc.,399.99
373,magellan maWesXd laeOs ( usa south ),magNllan,114.66
374,mcafee virusscan plus 2007,mcafee,39.99
375,reel deal casino championship edition,phantom efx,19.99
376,printmategold v 17.0,nova vHlopment,19.95
377,pc cillin internYet esPc 3007 liCs large box 3u,tren Aicro,49.95
378,aquarium 3-in-one Dollecti ( win/mac ),encro sIoftwre,19.99
379,cuGe!ftp,tri syWrgy,39.99
380,kaspersky anZi-vius 6.0,kAprsky lab,59.95
381,restrXDetd area,whiXtJQl,19.99
382,adobeproducton HsYudio prAemium,adAJbe,1699.0
383,merriam-webster ' idctionary ( win`mac ) ( jewel case ),fogTware UuSishing,9.99
384,lego island 2 : the bricksetr 's erNvenge ( xp compatible\ version ),lego<|.eia,
385,tank battle,casual arcade,19.95
386,quickstudy u.s. government,selectsoft publishing,19.95
387,home budget for dummies,atari,
388,zonealarm wireless security,encore software,29.99
389,instant immersion japanese 2.0,topics entertainment,19.99
390,encycloedia o fuoV living oceans,dk mlLtiedia,19.95
391,ultimate pinball ( jewel case ),valusoft,9.99
392,clifford reaZng Opck ( dvd box ),scholSstic,19.99
393,microsoft visual studio testa get 200 cd 1 procsesor license,micrBsooCft$sofwtare,5099.0
394,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99
395,Xorld history ( wWin.mac ) ( jewel case ),fogwarRYVblishing,9.99
396,quickbookZ pIremier non-profti edition 2005,intuMtE nc.,499.95
397,quickstart pc cleaner xp,selectsoft publishing,19.95
398,crayola first ladies costume maker,encore software,19.95
399,arcmedia spelling bee ( windows/macintosh ),arcmedia,24.95
400,pokemon team turbo ( jewel case ),valusoft,9.99
401,south pak che 's lv shack,alciam,39.95
402,blue cuels'Ereschool,humongou sGeFtertainment,
403,backyaKd` kateboarding,ataVri,
404,cosmi rom07524 rpint perfte Ubusiness cards dvd,csmoi,
405,vivaldi 's musical adventure pod,fogware publishing,9.95
406,cluefinders 3rd grade,the learning company,
407,rayman 10tN anDiQvesQary collection,ub Mioft,19.99
408,before you know i deux espanish Tedition for pc/mac,encoOe YofZtware,29.99
409,pdf converter 4,nuance,49.95
410,er,vivendi universal,19.99
411,podmaxx '07,bling,29.99
412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0
413,human bo 360,megyWsetms,29.99
414,web radi JreMorder,magix- netertSinment,
415,bodyworks 6.0 25-user building site license,learning company,399.95
416,virtual labs : light,edmark,19.95
417,presure GPop !,selectso ubliGshing,19.95
418,essential businUsQ Yools|2.0,valNft,19.99
419,let 's YXmaGEe stickers,global softwIWep blihsing,19.95
420,student home learninUg syse for pc/mac,fogware pubFiEhng,139.99
421,3mds network operations manager diy annual subscptn 101 500u,3m,
422,model web publisher 3.5.2 .,computer-associates-international,
423,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73
424,vpn managerfie to tTn firebox,watchguard tAchnologies inc,1995.0
425,hoyel crA aems 2007,enKcorL Eftware,29.99
426,ca arcserve bkup protection suite exch r11 .5 upgrade prod only,computer associates,
427,victorymul submitwolf version 6.0 swolf6r ),victory multimedia,149.99
428,zonealaMm nti-spyware,zonMe$ Llbs,29.99
429,the guild 2 pirates of the seas,dreamcatcher interactive,29.99
430,child safe 3-pc,webroot software,39.95
431,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0
432,cell phone software solution,susteen,113.1
433,mediFapGAlot kit,suseLtUen,39.95
434,upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8,enfocus software,499.0
435,media kit storage foundation basic lnx v4 .1 cpu vol-4 file sys-4,veritas,
436,sudoku puzzel Yaddic W: unlimited ediPion,globa-lsofVRware-pbl-na,
437,aircraft power pack for ms flight simulator,red mile,29.99
438,winway resume deluxe 11.0 network 10,nova development,
439,sym clt security 3.1 scs media cd en,symantec media,28.0
440,researchsoft endnote 9 student edition for students [ old version ],isi researchsoft,109.99
441,sony acid music studio,sony-pictures-digital-entertainment,69.99
