label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,id
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,publisher 2007Hu prade microsoft 164-04052,,69.71,571_1473
0,microsoft pAowerpont 2004 uKBgrade ( mac ),KiYosEoft,109.99,publisher 2007Hu prade microsoft 164-04052,,69.71,371_1473
0,microsoft word 2007 version upgrade,microsoft,109.95,publisher 2007Hu prade microsoft 164-04052,,69.71,587_1473
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,publisher 2007Hu prade microsoft 164-04052,,69.71,518_1473
0,microsoft windZs xp professiEna upgraEe with sp2,micCrsoYfO'software,199.99,publisher 2007Hu prade microsoft 164-04052,,69.71,512_1473
0,microsoft data analyzer 2002,microsoft,179.0,publisher 2007Hu prade microsoft 164-04052,,69.71,497_1473
0,microsoft publisher 2007 version upgrade,microsoft,99.95,publisher 2007Hu prade microsoft 164-04052,,69.71,511_1473
0,microsoft publisher with diitalimagnig 2003 [ old version ],miNsooft,209.99,publisher 2007Hu prade microsoft 164-04052,,69.71,269_1473
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microosft windows vista/ Hultimate upgrade,,239.95,571_2441
0,microsoft office froFtpaYe 2050 aLademic version windows ),miYcsoft,159.98,microosft windows vista/ Hultimate upgrade,,239.95,93_2441
0,microsoft windows xp profPessRional fll vYersion with sp2,micFsooft,299.99,microosft windows vista/ Hultimate upgrade,,239.95,632_2441
0,microsoft pAowerpont 2004 uKBgrade ( mac ),KiYosEoft,109.99,microosft windows vista/ Hultimate upgrade,,239.95,371_2441
0,microsoft word 2007 version upgrade,microsoft,109.95,microosft windows vista/ Hultimate upgrade,,239.95,587_2441
0,microsoft windoCs vista business ullversion [ dvd ],miDRosoft,299.95,microosft windows vista/ Hultimate upgrade,,239.95,584_2441
0,microsoft asp net web matrix,microsoft,30.0,microosft windows vista/ Hultimate upgrade,,239.95,474_2441
0,microsoft visio standard 2007,microsoft,259.95,microosft windows vista/ Hultimate upgrade,,239.95,522_2441
0,microsoft onenote 2007 upgrade,microsoft,79.95,microosft windows vista/ Hultimate upgrade,,239.95,858_2441
0,microsoft windZs xp professiEna upgraEe with sp2,micCrsoYfO'software,199.99,microosft windows vista/ Hultimate upgrade,,239.95,512_2441
0,microsoft office & windows training,topics entertainment,29.99,microosft windows vista/ Hultimate upgrade,,239.95,348_2441
0,microsoMft wor d2004&uprVade ( mac ),mcoCoft,109.99,microosft windows vista/ Hultimate upgrade,,239.95,823_2441
0,microsoft publisher 2007 version upgrade,microsoft,99.95,microosft windows vista/ Hultimate upgrade,,239.95,511_2441
0,emc retrospect 7.5 professional for windows upgrade,dantz,,microosft windows vista/ Hultimate upgrade,,239.95,90_2441
0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microosft windows vista/ Hultimate upgrade,,239.95,645_2441
0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microosft windows vista/ Hultimate upgrade,,239.95,443_2441
0,microsoft windowO vitsa ultmate upgrade [ dvd ],miorXosft,259.95,microosft windows vista/ Hultimate upgrade,,239.95,514_2441
0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microosft windows vista/ Hultimate upgrade,,239.95,544_2441
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,571_955
0,adobe premiree pro?cs2 upgrade,WdRbe,299.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,26_955
0,microsoft word 2007 version upgrade,microsoft,109.95,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,587_955
0,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,1174_955
0,adobed* remawTaFer cs3 upgrade,aFdoYbe,199.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,572_955
0,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,837_955
0,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,737_955
0,adobe flash pro TRcs3 pgade [ Eac ],aZbe,199.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,1262_955
0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe pagemakr 7.0 for mca versiBn upgrade,,79.99,543_955
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsotf windows viWstXa buOiness flul version,,249.95,571_2959
0,microsoft office froFtpaYe 2050 aLademic version windows ),miYcsoft,159.98,microsotf windows viWstXa buOiness flul version,,249.95,93_2959
0,microsoft office & windows training professional,topics entertainment,49.95,microsotf windows viWstXa buOiness flul version,,249.95,753_2959
0,microsoft windoCs vista business ullversion [ dvd ],miDRosoft,299.95,microsotf windows viWstXa buOiness flul version,,249.95,584_2959
0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsotf windows viWstXa buOiness flul version,,249.95,550_2959
0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsotf windows viWstXa buOiness flul version,,249.95,496_2959
0,microsoft office small business 2007,microsoft software,735.33,microsotf windows viWstXa buOiness flul version,,249.95,271_2959
0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsotf windows viWstXa buOiness flul version,,249.95,523_2959
0,microsoft visio standard 2007,microsoft,259.95,microsotf windows viWstXa buOiness flul version,,249.95,522_2959
0,microsoft windZs xp professiEna upgraEe with sp2,micCrsoYfO'software,199.99,microsotf windows viWstXa buOiness flul version,,249.95,512_2959
0,microsoft office & windows training,topics entertainment,29.99,microsotf windows viWstXa buOiness flul version,,249.95,348_2959
0,microsoft windows server 2003 client adDditiona licIHense for users-5 pack,mirGGoft,809.0,microsotf windows viWstXa buOiness flul version,,249.95,531_2959
0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsotf windows viWstXa buOiness flul version,,249.95,616_2959
0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsotf windows viWstXa buOiness flul version,,249.95,511_2959
0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsotf windows viWstXa buOiness flul version,,249.95,645_2959
0,microsoft windowO vitsa ultmate upgrade [ dvd ],miorXosft,259.95,microsotf windows viWstXa buOiness flul version,,249.95,514_2959
0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsotf windows viWstXa buOiness flul version,,249.95,544_2959
0,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,microsotf windows viWstXa buOiness flul version,,249.95,218_2959
0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,microsotf windows viWstXa buOiness flul version,,249.95,145_2959
0,microsoft productZivtyp acEk for wndows mobile,micVUsoft,29.99,microsotf windows viWstXa buOiness flul version,,249.95,492_2959
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,571_2803
0,microsoft pAowerpont 2004 uKBgrade ( mac ),KiYosEoft,109.99,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,371_2803
0,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,244_2803
1,microsoft visual_tsudio! professional2005 upgrade,microsft soKftware,549.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,490_2803
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,518_2803
0,microsoft visual studio testa get 200 cd 1 procsesor license,micrBsooCft$sofwtare,5099.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,393_2803
0,microsoft visual studio professional Y/mSsdn pGofessioanl 2005 renewla,micorHsoNt sUftware,799.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,1305_2803
0,microsoft visual studio team edition# for soRftwarS testers 2005 wm/sdn premium renewal,micrsLoV sotfware,2309.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,761_2803
0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,625_2803
0,apple fina cut stKudio 2< upgrade from final cut pro ( mac ),ale,699.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,638_2803
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoft!( H ) aLcss 2007,,109.99,571_1162
0,microsoft office small business 2007 full version,microsoft,449.95,microsoft!( H ) aLcss 2007,,109.99,604_1162
0,microsoft pAowerpont 2004 uKBgrade ( mac ),KiYosEoft,109.99,microsoft!( H ) aLcss 2007,,109.99,371_1162
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft!( H ) aLcss 2007,,109.99,587_1162
0,microsoft asp net web matrix,microsoft,30.0,microsoft!( H ) aLcss 2007,,109.99,474_1162
0,microsoft office small business 2007,microsoft software,735.33,microsoft!( H ) aLcss 2007,,109.99,271_1162
0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft!( H ) aLcss 2007,,109.99,518_1162
0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft!( H ) aLcss 2007,,109.99,1145_1162
0,microsoft visio standard 2007,microsoft,259.95,microsoft!( H ) aLcss 2007,,109.99,522_1162
0,microsoft fofCce(2004 professional ( mac ),miKrosoft,499.99,microsoft!( H ) aLcss 2007,,109.99,606_1162
0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft!( H ) aLcss 2007,,109.99,858_1162
0,microsoft onenote 2007,microsoft,99.95,microsoft!( H ) aLcss 2007,,109.99,541_1162
0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft!( H ) aLcss 2007,,109.99,781_1162
0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft!( H ) aLcss 2007,,109.99,511_1162
0,microsoft office excel 2007,microsoft,229.95,microsoft!( H ) aLcss 2007,,109.99,578_1162
0,mathsuccWess Seluxe 2007,topics enQterRtaimneFnt,39.99,microsoft!( H ) aLcss 2007,,109.99,1016_1162
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoft academic microsoft visio 2003 professional,,159.0,571_1129
0,microsoft office froFtpaYe 2050 aLademic version windows ),miYcsoft,159.98,microsoft academic microsoft visio 2003 professional,,159.0,93_1129
0,microsoft windows xp profPessRional fll vYersion with sp2,micFsooft,299.99,microsoft academic microsoft visio 2003 professional,,159.0,632_1129
0,microsoft office & windows training professional,topics entertainment,49.95,microsoft academic microsoft visio 2003 professional,,159.0,753_1129
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft academic microsoft visio 2003 professional,,159.0,587_1129
0,microspot macHraft prDfesional ( mac ),microsp ltId.,349.99,microsoft academic microsoft visio 2003 professional,,159.0,951_1129
0,microsoft visio standard 2007,microsoft,259.95,microsoft academic microsoft visio 2003 professional,,159.0,522_1129
0,microsoft fofCce(2004 professional ( mac ),miKrosoft,499.99,microsoft academic microsoft visio 2003 professional,,159.0,606_1129
0,systemsuiUte  prKofessional,indviiGduaF sotware,49.99,microsoft academic microsoft visio 2003 professional,,159.0,1293_1129
0,microsoft visual studio professional Y/mSsdn pGofessioanl 2005 renewla,micorHsoNt sUftware,799.0,microsoft academic microsoft visio 2003 professional,,159.0,1305_1129
0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft academic microsoft visio 2003 professional,,159.0,511_1129
0,pop-up)sItpope=rprofessional,paniUware,29.99,microsoft academic microsoft visio 2003 professional,,159.0,618_1129
0,microsoEfBt wErks suite 2006,micTXsoft,99.0,microsoft academic microsoft visio 2003 professional,,159.0,614_1129
0,microsoUto utook 2007,micoTsft,109.95,microsoft academic microsoft visio 2003 professional,,159.0,547_1129
0,system care professional,avanquest,49.95,microsoft academic microsoft visio 2003 professional,,159.0,866_1129
0,adobe acrobt 7.0}professional,aEXbe,449.99,microsoft academic microsoft visio 2003 professional,,159.0,270_1129
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoft)(word 2004,,209.99,571_998
0,microsZoft mNpoint2006 with gps,micGrCSZsoft,349.0,microsoft)(word 2004,,209.99,574_998
0,microsoft pAowerpont 2004 uKBgrade ( mac ),KiYosEoft,109.99,microsoft)(word 2004,,209.99,371_998
0,microsoft office mac 2084 egilsh p3k Msp 731-01163 ),microsoPft oSporation,,microsoft)(word 2004,,209.99,773_998
0,microsoft visual_tsudio! professional2005 upgrade,microsft soKftware,549.0,microsoft)(word 2004,,209.99,490_998
0,microsoft qsl servr develope rediion 2005 cd/dvd,microsTft sfotware,49.95,microsoft)(word 2004,,209.99,521_998
0,microsoft enettTinent pack ce,miArsoft,49.5,microsoft)(word 2004,,209.99,211_998
0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft)(word 2004,,209.99,1145_998
0,microsoft visio standard 2007,microsoft,259.95,microsoft)(word 2004,,209.99,522_998
0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft)(word 2004,,209.99,781_998
0,microsoUto utook 2007,micoTsft,109.95,microsoft)(word 2004,,209.99,547_998
0,microsoft office excel 2007,microsoft,229.95,microsoft)(word 2004,,209.99,578_998
1,microsoftoZr d2004 ( mac ),miQrsooFft,229.99,microsoft)(word 2004,,209.99,605_998
0,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft)(word 2004,,209.99,423_998
0,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,microsoft)(word 2004,,209.99,171_998
0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,microsoft)(word 2004,,209.99,145_998
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoft t73-00091 molYpc#` visio std sa,,168.03,571_1478
0,microsoft visio standard 2007,microsoft,259.95,microsoft t73-00091 molYpc#` visio std sa,,168.03,522_1478
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,92707 tun plus 2005 vesino upgrade ilcense 1 user win,,66.09,571_1748
0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,92707 tun plus 2005 vesino upgrade ilcense 1 user win,,66.09,135_1748
0,microsoft word 2007 version upgrade,microsoft,109.95,92707 tun plus 2005 vesino upgrade ilcense 1 user win,,66.09,587_1748
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,571_2518
0,microsoft office froFtpaYe 2050 aLademic version windows ),miYcsoft,159.98,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,93_2518
0,microsoft windows xp profPessRional fll vYersion with sp2,micFsooft,299.99,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,632_2518
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,587_2518
0,microsoft windoCs vista business ullversion [ dvd ],miDRosoft,299.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,584_2518
0,microsoft office mac 2084 egilsh p3k Msp 731-01163 ),microsoPft oSporation,,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,773_2518
0,microsoft visual_tsudio! professional2005 upgrade,microsft soKftware,549.0,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,490_2518
0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,523_2518
0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,858_2518
0,microsoft windZs xp professiEna upgraEe with sp2,micCrsoYfO'software,199.99,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,512_2518
0,microsoft onenote 2007,microsoft,99.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,541_2518
0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,511_2518
0,microsoUto utook 2007,micoTsft,109.95,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,547_2518
0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,544_2518
0,learn2 trainigfor!mGcrosoft powerpoint,topics-entertanmnet-softwar - ( coHLsignment ),9.99,microsoft poYerpoint mac 7000} vesion upgrade,,89.99,186_2518
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,571_1137
0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoftwindows ista business upgrade license 1 pc english,,168.99,135_1137
0,microsoft office & windows training professional,topics entertainment,49.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,753_1137
0,microsoft office small business 2007 full version,microsoft,449.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,604_1137
0,microsoft word 2007 version upgrade,microsoft,109.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,587_1137
0,microsoft crm small. business ed cal 3.0 licNense pack Ouser cal,mOcrosoTfCtsGftware,9929.0,microsoftwindows ista business upgrade license 1 pc english,,168.99,251_1137
0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,550_1137
0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoftwindows ista business upgrade license 1 pc english,,168.99,496_1137
0,microsoft visual_tsudio! professional2005 upgrade,microsft soKftware,549.0,microsoftwindows ista business upgrade license 1 pc english,,168.99,490_1137
0,microsoft office small business 2007,microsoft software,735.33,microsoftwindows ista business upgrade license 1 pc english,,168.99,271_1137
0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,microsoftwindows ista business upgrade license 1 pc english,,168.99,662_1137
0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,858_1137
0,microsoft windZs xp professiEna upgraEe with sp2,micCrsoYfO'software,199.99,microsoftwindows ista business upgrade license 1 pc english,,168.99,512_1137
0,microsoft office & windows training,topics entertainment,29.99,microsoftwindows ista business upgrade license 1 pc english,,168.99,348_1137
0,microsoMft wor d2004&uprVade ( mac ),mcoCoft,109.99,microsoftwindows ista business upgrade license 1 pc english,,168.99,823_1137
0,microsoft windows server 2003 client adDditiona licIHense for users-5 pack,mirGGoft,809.0,microsoftwindows ista business upgrade license 1 pc english,,168.99,531_1137
0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,616_1137
0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,511_1137
0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,microsoftwindows ista business upgrade license 1 pc english,,168.99,248_1137
0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoftwindows ista business upgrade license 1 pc english,,168.99,443_1137
0,microsoft windows-live onecaLe 1+.5<online pc care subscrpition [ 12 months ],mircsot,49.95,microsoftwindows ista business upgrade license 1 pc english,,168.99,535_1137
0,microsof tvisio standar d200\7 version upgrade,mircCosNoft,129.95,microsoft Fice 20004 standard,,369.99,571_904
